Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72
118,0.029042,0,0,0,0,0.0232686,0,0,0,0,0,0,0.0337245,0.0289574,0.0304881,0.0134658,0,0,0.0294037,0,0.0296962,0.0163996,0.0421719,0.0288755,0.00603204,0.0117941,0.0166338,0.0231633,0.0157127,0.0144994,0.0140641,0.00647106,0.0117196,0.0118114,0.0172037,0.0362657,0.0238779,0.0159877,0.00565754,0.0193953,0.0406695,0.0160511,0.0135962,0.0506429,0,0,0.0213918,0,0.0440826,0.016574,0.0359226,0.0136393,0.015571,0.00968051,0.0144794,0.0577279,0.0125882,0.014021,0.00975079,0.0137192,0.00321524,0.032061,0.00807975,0.00481513,0.0190033,0.0418134,0.00798218,0.00446221,0.0306241,0.0335305,0,0
119,0.0288868,0,0,0,0,0.0234406,0,0,0,0,0,0,0.0335246,0.0291248,0.0303997,0.0135509,0,0,0.0281358,0,0.0297329,0.0158837,0.0419219,0.0290242,0.00591832,0.0116664,0.016838,0.0222358,0.0156521,0.0143505,0.0139916,0.00631778,0.0116389,0.0118672,0.0172554,0.0361106,0.0231773,0.0159899,0.00555267,0.0192774,0.04052,0.0158893,0.01373,0.0505912,0,0,0.021205,0,0.0438299,0.0162046,0.0358597,0.0135134,0.0156073,0.00971454,0.0146143,0.0578944,0.012665,0.0140315,0.00976069,0.0137619,0.00331965,0.0320562,0.008107,0.00488456,0.0188639,0.0416983,0.00784064,0.00485268,0.030544,0.0332397,0,0
120,0.0287602,0,0,0,0,0.0237802,0,0,0,0,0,0,0.0333525,0.0293145,0.0303615,0.0136809,0,0,0.0271595,0,0.02998,0.0153371,0.041369,0.0292071,0.00579648,0.0114986,0.0170122,0.0213671,0.0156029,0.0141431,0.0138914,0.00637152,0.0115145,0.0120365,0.0173318,0.0358777,0.0224232,0.0161345,0.0054955,0.0191097,0.0403279,0.0157225,0.0139349,0.0506607,0,0,0.0209767,0,0.0435349,0.015792,0.0357278,0.0133936,0.0156421,0.00976309,0.014668,0.0582058,0.0127231,0.0140984,0.00975744,0.0138122,0.00347438,0.0320655,0.00814156,0.00491179,0.0186638,0.041768,0.00763102,0.00525638,0.0306588,0.0330329,0,0
121,0.0286076,0,0,0,0,0.0243225,0,0,0,0,0,0,0.0335067,0.0295564,0.030279,0.0139443,0,0,0.0264967,0,0.0303381,0.0149028,0.0412978,0.0291443,0.00582362,0.0113787,0.0171145,0.0204407,0.0155058,0.0140354,0.0137623,0.00652091,0.0114745,0.0121442,0.0173323,0.035746,0.0218768,0.0164105,0.00550915,0.0189152,0.0400689,0.0155364,0.0139727,0.0508653,0,0,0.0207183,0,0.043173,0.015276,0.0357839,0.0132625,0.0155915,0.00974821,0.0148014,0.0587025,0.0127692,0.0141268,0.00973676,0.0138165,0.00362927,0.0320671,0.00819066,0.00498707,0.0184592,0.041853,0.0073857,0.00576202,0.0310484,0.0328385,0,0
122,0.0285643,0,0,0,0,0.0249454,0,0,0,0,0,0,0.0336561,0.0298957,0.0302342,0.0142678,0,0,0.0259638,0,0.0305463,0.0147151,0.041322,0.0291386,0.00582572,0.0113118,0.0172502,0.0195537,0.0154636,0.0139448,0.01365,0.00653548,0.0114238,0.0120544,0.0173298,0.0356919,0.0214496,0.0167041,0.00555456,0.0188066,0.0397451,0.015409,0.0140699,0.0512508,0,0,0.020476,0,0.042732,0.0147217,0.0357821,0.0130928,0.0155273,0.00972604,0.0150348,0.0594293,0.012826,0.0140926,0.0097456,0.0138342,0.00376546,0.0320701,0.00824226,0.00509853,0.0182843,0.0420165,0.00727804,0.00642963,0.031612,0.0327419,0,0
123,0.028615,0,0,0,0,0.0256691,0,0,0,0,0,0,0.0336568,0.0301015,0.0302089,0.0142644,0,0,0.0252836,0,0.0306847,0.0144084,0.0413652,0.0291363,0.00579326,0.0112454,0.0174292,0.0186647,0.0154434,0.0138968,0.01359,0.00648345,0.0113718,0.0118715,0.0173255,0.0356503,0.020995,0.0172572,0.00560717,0.018742,0.039419,0.0153049,0.0142589,0.0517497,0,0,0.0202048,0,0.0423033,0.0141539,0.0357353,0.0128528,0.0154755,0.00972996,0.0152902,0.0603168,0.0128532,0.0139968,0.00978053,0.0138397,0.00388739,0.0320648,0.00827166,0.00522985,0.0181103,0.0424127,0.00749529,0.00721541,0.0322686,0.0327003,0,0
124,0.0287306,0,0,0,0,0.0265353,0,0,0,0,0,0,0.0333664,0.0301815,0.0302532,0.0142709,0,0,0.0244762,0,0.0309093,0.0139042,0.0413518,0.0291639,0.00583195,0.0112073,0.0176599,0.0177645,0.0154107,0.0138645,0.013542,0.00643958,0.0113495,0.011776,0.0173157,0.0355808,0.0203899,0.0180049,0.00565424,0.0185811,0.039107,0.015162,0.0143717,0.0524076,0,0,0.0199061,0,0.0419353,0.01363,0.0357571,0.0126048,0.0154367,0.00974315,0.0155164,0.0613665,0.0128675,0.0141115,0.00970712,0.0138423,0.00403842,0.0321009,0.00828881,0.00529995,0.0179268,0.0429345,0.00745065,0.0079941,0.0330549,0.0326889,0,0
125,0.02892,0,0,0,0,0.0274544,0,0,0,0,0,0,0.0332673,0.0303106,0.0302341,0.0145029,0,0,0.0235923,0,0.03096,0.013399,0.0413377,0.0293148,0.0058796,0.0111688,0.0179759,0.0168846,0.0153543,0.0138449,0.0135079,0.00644827,0.01135,0.0118118,0.0173121,0.0355778,0.0197752,0.0188518,0.00569832,0.0182876,0.0388303,0.0149142,0.0144559,0.0532034,0,0,0.0196115,0,0.0416205,0.0131864,0.0357583,0.0123709,0.0153916,0.00980532,0.0157419,0.0626167,0.0129068,0.0142058,0.00960905,0.0138571,0.0041559,0.0320893,0.00827311,0.00530366,0.0177097,0.0434215,0.00717859,0.00868926,0.0339221,0.0327877,0,0
126,0.0224349,0,0,0,0,0.0164299,0,0,0,0,0,0,0.0336172,0.0303493,0.0300472,0.0156392,0,0,0.0225151,0,0.0310628,0.0126585,0.0411979,0.0292282,0.0057246,0.0110263,0.0202309,0.0184953,0.015454,0.0139669,0.0134647,0.00662377,0.0116497,0.0119725,0.0173684,0.0358704,0.0202607,0.0197442,0.00561445,0.0172186,0.0388743,0.013908,0.0150755,0.0387879,0,0,0.0196836,0,0.0409272,0.0132479,0.0358442,0.0116209,0.0149727,0.0099985,0.0181614,0.0444258,0.0129219,0.0142689,0.00925746,0.0137187,0.00490922,0.0319099,0.00834599,0.00572803,0.0166095,0.0339938,0.00689921,0.00944323,0.0225178,0.0254219,0,0
127,0.0225817,0,0,0,0,0.0160871,0,0,0,0,0,0,0.0334372,0.030332,0.0299969,0.0158897,0,0,0.0225199,0,0.0309666,0.0127221,0.0412097,0.0292166,0.00570478,0.010938,0.0201417,0.0188903,0.0154116,0.0139071,0.013402,0.00656122,0.011682,0.0120531,0.0173934,0.0357973,0.0207803,0.0204603,0.00535624,0.0171171,0.0386161,0.0137929,0.014992,0.0385905,0,0,0.0194452,0,0.0405573,0.0130768,0.0358518,0.0114562,0.0149745,0.0100381,0.0181319,0.0442729,0.0129013,0.0143721,0.00922626,0.0137143,0.00496642,0.0318818,0.00834553,0.0057372,0.016475,0.0339321,0.00686679,0.0098879,0.0219808,0.0253155,0,0
128,0.0226916,0,0,0,0,0.0159656,0,0,0,0,0,0,0.0334289,0.0301961,0.0300504,0.0160662,0,0,0.0222173,0,0.0308884,0.0126101,0.0411989,0.0288908,0.00564744,0.0109014,0.0200467,0.0193346,0.0154413,0.0138735,0.0133798,0.00640812,0.011655,0.0120917,0.0173974,0.0357753,0.0211734,0.0211208,0.00515322,0.0170637,0.0383242,0.0137445,0.0148754,0.0383731,0,0,0.0191204,0,0.0401688,0.0128238,0.0359086,0.0112928,0.0149851,0.0100737,0.0180345,0.0441762,0.0129109,0.0145103,0.00919562,0.0137166,0.00496911,0.0319075,0.00833404,0.00569534,0.0163668,0.0339582,0.00677134,0.0102293,0.0214453,0.0251153,0,0
129,0.0227795,0,0,0,0,0.0159621,0,0,0,0,0,0,0.0336323,0.0299843,0.0300569,0.0162903,0,0,0.0216666,0,0.0308588,0.0122423,0.0411885,0.0287941,0.00560068,0.0108915,0.020002,0.0200244,0.0154657,0.0138642,0.013351,0.00637992,0.0115897,0.0120752,0.0174114,0.0357333,0.0212376,0.0218287,0.00494309,0.017056,0.0381493,0.0137001,0.0148803,0.0380437,0,0,0.0189032,0,0.0398801,0.0126561,0.0359354,0.0112139,0.0150511,0.0101096,0.0178508,0.0440334,0.0128897,0.0144113,0.00923119,0.013702,0.00500062,0.0319062,0.00833761,0.00574439,0.0163043,0.0336532,0.00683332,0.0106733,0.0208782,0.0248338,0,0
130,0.022953,0,0,0,0,0.0160422,0,0,0,0,0,0,0.0335761,0.0298326,0.0300101,0.0162559,0,0,0.0213202,0,0.0309867,0.0119946,0.0411882,0.0289452,0.00556506,0.0108597,0.0199639,0.0209307,0.015461,0.0138457,0.0133013,0.00644774,0.0115314,0.0119618,0.0174127,0.0356568,0.0215534,0.0224687,0.00473927,0.0171023,0.0379114,0.0136715,0.0148594,0.0378226,0,0,0.0186772,0,0.0395231,0.0125209,0.035952,0.0112566,0.015145,0.0101347,0.0177306,0.0439828,0.0128539,0.0143392,0.00924154,0.0136916,0.00508346,0.0319339,0.00840585,0.00586773,0.0163461,0.0334853,0.0070909,0.0112592,0.0204281,0.0246597,0,0
131,0.0232774,0,0,0,0,0.016151,0,0,0,0,0,0,0.0333849,0.0299991,0.0299191,0.0161876,0,0,0.0212936,0,0.0308191,0.0121252,0.04117,0.0291843,0.00551265,0.0108456,0.0198664,0.0218933,0.0154084,0.0138375,0.0132683,0.00646635,0.0115543,0.0117649,0.0174113,0.0355741,0.0222624,0.0223888,0.00471309,0.0172196,0.0375655,0.0137378,0.0147759,0.0376902,0,0,0.0184069,0,0.0390282,0.012423,0.0359978,0.011394,0.0152677,0.0101503,0.0176683,0.0439106,0.0128306,0.0143157,0.00920405,0.0136338,0.00523029,0.0320212,0.00851415,0.00607219,0.0164326,0.0334118,0.00742168,0.0119377,0.0200083,0.0246302,0,0
132,0.0236928,0,0,0,0,0.0163817,0,0,0,0,0,0,0.0334435,0.0301641,0.0298911,0.0161587,0,0,0.0213969,0,0.0306685,0.0123298,0.0411597,0.0289817,0.00545605,0.0108492,0.0197621,0.0227493,0.0153752,0.0138406,0.0132562,0.00643987,0.0116718,0.011762,0.0173972,0.0354865,0.0228518,0.022116,0.00479057,0.0172075,0.0372533,0.0137078,0.0145993,0.0376742,0,0,0.0181515,0,0.0385575,0.0123914,0.0360598,0.011404,0.0153678,0.0101782,0.0176159,0.043911,0.0128386,0.0143221,0.00913318,0.0135882,0.00537872,0.0320576,0.00859142,0.00623485,0.0163992,0.0332405,0.00777616,0.0126884,0.019713,0.0247093,0,0
133,0.0240343,0,0,0,0,0.0167301,0,0,0,0,0,0,0.0333147,0.0302568,0.0299416,0.0161937,0,0,0.021163,0,0.0311314,0.0119673,0.0411829,0.0288382,0.00542426,0.0108686,0.0197709,0.0234127,0.0153534,0.0138579,0.01327,0.0064178,0.0117112,0.0118516,0.0173785,0.0354838,0.0229745,0.0231511,0.00439614,0.0171209,0.0370729,0.0136439,0.0144423,0.0376933,0,0,0.017951,0,0.0382385,0.012402,0.0360654,0.0113489,0.0153976,0.0102051,0.0175777,0.044069,0.0128468,0.0143429,0.00907026,0.0135575,0.00552629,0.0320654,0.00866392,0.00634338,0.0163243,0.0332144,0.00822595,0.0135,0.0196311,0.0247982,0,0
134,0.0243812,0,0,0,0,0.0170808,0,0,0,0,0,0,0.0333169,0.0304512,0.0300354,0.0162286,0,0,0.0208235,0,0.0313123,0.0116763,0.0411597,0.0288372,0.00539159,0.0108815,0.0198718,0.0238673,0.0153762,0.0138677,0.0132623,0.00637931,0.0116306,0.0119363,0.0173801,0.0354678,0.0230064,0.023994,0.00408319,0.0170205,0.0369671,0.0135926,0.0145693,0.0377882,0,0,0.017855,0,0.0380336,0.0124467,0.0360881,0.0112688,0.01539,0.0102518,0.0176039,0.0443167,0.0128348,0.0143218,0.00904374,0.013526,0.00561391,0.0320521,0.00870313,0.00638629,0.0162847,0.0333003,0.0087979,0.0142327,0.0196889,0.0248936,0,0
135,0.0246757,0,0,0,0,0.0174206,0,0,0,0,0,0,0.0332965,0.0306459,0.0300914,0.0161843,0,0,0.0203838,0,0.031307,0.011455,0.0411264,0.0288543,0.00536282,0.0108878,0.0199387,0.0241075,0.015396,0.0138843,0.0132537,0.00636084,0.0115189,0.0119393,0.0173731,0.0354622,0.0229651,0.0247366,0.00402847,0.0169016,0.0367858,0.0135144,0.014663,0.0379367,0,0,0.0177164,0,0.0377325,0.0124206,0.0361082,0.0111624,0.0153816,0.0103292,0.0176452,0.0446841,0.0128176,0.0142865,0.00905954,0.0135163,0.00563341,0.0320313,0.00869305,0.00636543,0.0161958,0.0334066,0.00927108,0.0148566,0.0198473,0.0249906,0,0
136,0.0249213,0,0,0,0,0.0177185,0,0,0,0,0,0,0.033482,0.0308948,0.0299841,0.0160082,0,0,0.0199092,0,0.0314169,0.011263,0.0411116,0.0288206,0.00533008,0.0108905,0.0199524,0.0240627,0.0154101,0.0138806,0.0132395,0.00635837,0.0115226,0.0119132,0.0173501,0.0353847,0.0227571,0.0251728,0.00405283,0.0167897,0.0365544,0.0133766,0.014667,0.0381527,0,0,0.0175967,0,0.0373586,0.0124031,0.0361467,0.0110034,0.0154074,0.0104034,0.0176917,0.0451964,0.0128066,0.0142891,0.00906812,0.0135152,0.00561635,0.0320286,0.00863071,0.00629364,0.0160732,0.0333885,0.00987048,0.0155428,0.0200648,0.0251424,0,0
137,0.0250364,0,0,0,0,0.0180234,0,0,0,0,0,0,0.0335256,0.0309678,0.0298518,0.0159677,0,0,0.0192102,0,0.0317528,0.010799,0.0410966,0.0288004,0.00531218,0.0108997,0.0200269,0.0236674,0.0154077,0.0139021,0.0132087,0.00636299,0.0116128,0.0118719,0.0173371,0.035359,0.0221882,0.0257964,0.00383906,0.0168382,0.0363345,0.0134209,0.0146295,0.0384421,0,0,0.0174904,0,0.0369766,0.012436,0.0361945,0.0110699,0.0154927,0.0104467,0.0178082,0.045869,0.0127726,0.0142999,0.00897027,0.0134681,0.0057236,0.0321008,0.00869458,0.00641764,0.016118,0.0332161,0.0108822,0.0165333,0.020404,0.0252306,0,0
138,0.0250351,0,0,0,0,0.0183161,0,0,0,0,0,0,0.0334973,0.0308108,0.0298116,0.015987,0,0,0.0184212,0,0.0319307,0.0103097,0.0410521,0.0287776,0.00529449,0.0109178,0.020186,0.0229256,0.0154113,0.0139353,0.0131985,0.0063593,0.0116615,0.0118512,0.0173293,0.0353541,0.0214839,0.0263225,0.0036339,0.0168403,0.0361283,0.0134492,0.0145615,0.0387574,0,0,0.0172927,0,0.0365546,0.0124713,0.0362496,0.0111057,0.0155801,0.0104674,0.0179334,0.0466772,0.0127255,0.0143086,0.00889629,0.0133979,0.00582139,0.0321529,0.00875893,0.00654998,0.0161214,0.0330403,0.0122613,0.0179429,0.020859,0.0252666,0,0
139,0.0257316,0,0,0,0,0.0182909,0,0,0,0,0,0,0.0328994,0.0300791,0.0295617,0.0159674,0,0,0.0215768,0,0.0289648,0.0164744,0.0410501,0.0285763,0.00523987,0.0106544,0.0195463,0.0215838,0.0152511,0.0137371,0.0130248,0.00622243,0.0114662,0.0118195,0.0172533,0.0348985,0.0235541,0,0.0115732,0.0165816,0.0360315,0.0132436,0.0144785,0.0394295,0,0,0.0171287,0,0.0361649,0.0126795,0.0364512,0.0108411,0.0162375,0.0108272,0.0170889,0.0475431,0.0127507,0.01451,0.00900171,0.0134797,0.00573384,0.0318077,0.00866024,0.00648472,0.0159545,0.0334495,0.014027,0.0196152,0.0212056,0.0260303,0,0
140,0.0271018,0,0,0,0,0.0188056,0,0,0,0,0,0,0.0328544,0.0298746,0.0295301,0.0158637,0,0,0.0212871,0,0.0287634,0.0163143,0.0410492,0.0285706,0.00517376,0.0106073,0.0193478,0.0227992,0.0151811,0.013738,0.0129848,0.00624144,0.0114734,0.0117731,0.0173019,0.0348259,0.0239958,0,0.0118045,0.0165342,0.0358409,0.0132683,0.0144864,0.0403137,0,0,0.0168185,0,0.0357479,0.0128719,0.0364553,0.0107881,0.0162778,0.010845,0.0168793,0.0484801,0.0127208,0.0144919,0.00893194,0.013493,0.00563366,0.0318666,0.00864945,0.00632803,0.0159201,0.0339361,0.0158494,0.0215423,0.0213364,0.0270155,0,0
141,0.028546,0,0,0,0,0.0193346,0,0,0,0,0,0,0.0328212,0.0297327,0.0295485,0.0158136,0,0,0.0209779,0,0.0285909,0.0161175,0.0410395,0.0286127,0.00512289,0.0106128,0.0192617,0.0241657,0.0151703,0.0137721,0.0129795,0.00626412,0.0115005,0.0117776,0.0173075,0.0348275,0.0244997,0,0.0119691,0.0165176,0.0354696,0.0133112,0.0144441,0.0411369,0,0,0.0162333,0,0.035019,0.0133197,0.0364741,0.0107531,0.0162794,0.0108609,0.0168353,0.0492703,0.01272,0.0144791,0.00886085,0.0134932,0.00559623,0.0319154,0.00864109,0.00624703,0.0159108,0.0342126,0.0176892,0.0236924,0.0213824,0.0280275,0,0
142,0.0283962,0,0,0,0,0.018592,0,0,0,0,0,0,0.0335221,0.0310876,0.0298188,0.0161101,0,0,0.0170397,0,0.0305097,0.00956513,0.0410802,0.0287798,0.00514647,0.010938,0.0204856,0.0252658,0.015425,0.014156,0.0132594,0.00639935,0.0117348,0.0118141,0.0172972,0.0354397,0.0220649,0.0269555,0.00329867,0.0165173,0.0349422,0.0133254,0.0147761,0.040489,0,0,0.0151929,0,0.0340088,0.0138886,0.036292,0.0108428,0.0153425,0.0107289,0.0183486,0.0484378,0.0126708,0.0143862,0.00870594,0.0133532,0.00592638,0.0321845,0.00882626,0.00653278,0.0158774,0.0333208,0.0194224,0.0259435,0.0204167,0.0276515,0,0
143,0.0289656,0,0,0,0,0.0181397,0,0,0,0,0,0,0.0335061,0.0308169,0.0297863,0.0162321,0,0,0.0171643,0,0.0304507,0.00978256,0.0410911,0.0286863,0.00515723,0.0108832,0.020785,0.0260965,0.0154589,0.014148,0.0132309,0.00640573,0.0117467,0.0118026,0.0173112,0.0355169,0.0225308,0.0265553,0.00342985,0.0163344,0.0345458,0.0131869,0.0149084,0.040159,0,0,0.0144345,0,0.0329769,0.0151743,0.0363002,0.0107663,0.0152589,0.0108728,0.01864,0.0476911,0.012695,0.0144297,0.00870181,0.0133177,0.00603948,0.0321509,0.00886624,0.00659253,0.0157191,0.0324124,0.0215141,0.0283111,0.0196691,0.0279601,0,0
144,0.0295096,0,0,0,0,0.0178733,0,0,0,0,0,0,0.0335918,0.0304849,0.0297638,0.0163414,0,0,0.0170835,0,0.0303913,0.00981871,0.0410772,0.0285894,0.00513624,0.0108422,0.0210317,0.0269145,0.0154835,0.0141265,0.0132065,0.00639629,0.0117374,0.0118068,0.0173139,0.0355388,0.0228275,0.0260816,0.00363397,0.0160842,0.034332,0.0129747,0.0149699,0.0397688,0,0,0.0137808,0,0.0321508,0.0169429,0.0363348,0.0105483,0.0152252,0.0109864,0.0188342,0.04703,0.0127347,0.014455,0.00868427,0.0132671,0.00614159,0.032102,0.00886877,0.0066245,0.0154751,0.0314145,0.0239145,0.0307395,0.0190443,0.0281964,0,0
145,0.0300151,0,0,0,0,0.0176449,0,0,0,0,0,0,0.03365,0.0304238,0.0296863,0.0164235,0,0,0.0171282,0,0.0301444,0.00987471,0.0410576,0.0285037,0.00511459,0.0108084,0.0212467,0.0277396,0.0155006,0.0140813,0.0131894,0.00640319,0.0117389,0.0118296,0.0173072,0.0355201,0.0230427,0.0256747,0.00389038,0.0157285,0.0343074,0.0126788,0.0150013,0.0393438,0,0,0.0134504,0,0.0315354,0.0191104,0.0363751,0.0101979,0.0152108,0.0110894,0.0190471,0.0464068,0.0126898,0.0144881,0.00872621,0.0132526,0.0061841,0.0320419,0.00878828,0.00657184,0.015191,0.0302617,0.0265906,0.0332797,0.0184556,0.0283883,0,0
146,0.0303746,0,0,0,0,0.017529,0,0,0,0,0,0,0.0337099,0.0301123,0.0296426,0.0165142,0,0,0.0170607,0,0.0301617,0.00980545,0.0410489,0.0284166,0.00513248,0.0107705,0.021492,0.0284426,0.0155529,0.0140667,0.0131906,0.00643795,0.0117911,0.0118588,0.0173164,0.035588,0.0230272,0.0253116,0.00399587,0.0154471,0.0344407,0.0124842,0.0150645,0.0389106,0,0,0.0134374,0,0.031089,0.021502,0.0364024,0.0100444,0.0151593,0.0111846,0.0192767,0.045898,0.0126573,0.014595,0.00858005,0.013256,0.00622517,0.032019,0.00873657,0.00656739,0.0149899,0.0293547,0.0293784,0.0359202,0.0180116,0.0284714,0,0
147,0.0306288,0,0,0,0,0.0174117,0,0,0,0,0,0,0.0336063,0.0297534,0.0296012,0.0165886,0,0,0.0170142,0,0.0302054,0.00969743,0.0410261,0.028391,0.0051343,0.010745,0.0217307,0.0290627,0.0156103,0.0140993,0.0131915,0.00646112,0.0118596,0.0118901,0.0173303,0.0357526,0.0234985,0.0247471,0.00412998,0.0153017,0.0345985,0.0124542,0.0151018,0.0384538,0,0,0.0137229,0,0.0307349,0.0238232,0.0364521,0.0100024,0.015089,0.0112489,0.0194617,0.0455414,0.0126452,0.0148249,0.00845732,0.0132618,0.00623967,0.0320407,0.00872787,0.0065499,0.0149011,0.0287286,0.0319747,0.0384464,0.017608,0.0284774,0,0
148,0.0308357,0,0,0,0,0.0172972,0,0,0,0,0,0,0.0334933,0.0292714,0.0295542,0.0166876,0,0,0.0168715,0,0.0301763,0.00952743,0.0410179,0.0283465,0.00512593,0.0107472,0.0219327,0.0296078,0.0156546,0.0141508,0.0131653,0.00646449,0.0119078,0.01189,0.0173373,0.0357885,0.0238635,0.0240817,0.00433255,0.0151649,0.0347223,0.0123477,0.015187,0.038065,0,0,0.0142896,0,0.0304664,0.0259635,0.0364744,0.00989406,0.0150847,0.0113615,0.0196644,0.045555,0.0126399,0.0148744,0.00855707,0.0132374,0.00630553,0.0320167,0.00875782,0.00657983,0.0147485,0.0282679,0.0343038,0.0407119,0.0172803,0.0284744,0,0
149,0.0309558,0,0,0,0,0.0170921,0,0,0,0,0,0,0.0334869,0.0291609,0.0294879,0.0167747,0,0,0.0170517,0,0.0297665,0.00972185,0.0410599,0.0282875,0.00514228,0.0107359,0.0220316,0.0302433,0.0156291,0.0141808,0.0131361,0.00647422,0.0119075,0.0118685,0.0173204,0.0356675,0.0243454,0.0235202,0.00466138,0.0150543,0.0348074,0.0122284,0.0152835,0.0375773,0,0,0.0150717,0,0.0302951,0.0278869,0.0364358,0.00981207,0.0151254,0.0114822,0.0198235,0.0456578,0.0126019,0.0147301,0.00896284,0.0131996,0.00637665,0.0319588,0.00877023,0.00667049,0.0146094,0.0277228,0.036389,0.0425972,0.0168211,0.0284537,0,0
150,0.0308689,0,0,0,0,0.0169702,0,0,0,0,0,0,0.0333571,0.0286411,0.02943,0.0167791,0,0,0.0169812,0,0.0297606,0.00961818,0.0410867,0.0282434,0.005103,0.0106921,0.0220618,0.0307716,0.0155749,0.014148,0.0130896,0.00649295,0.0118874,0.0118494,0.0172874,0.0354885,0.024459,0.0228687,0.00495237,0.0149523,0.0348358,0.0121401,0.0152959,0.0369621,0,0,0.0158589,0,0.0301983,0.0295697,0.0364613,0.00972314,0.0151536,0.0115643,0.019943,0.0457672,0.012576,0.0146569,0.00917055,0.0131482,0.00644569,0.0318939,0.00877732,0.00671815,0.0145186,0.0273277,0.0382465,0.0441622,0.0164162,0.0282521,0,0
151,0.0305737,0,0,0,0,0.0168588,0,0,0,0,0,0,0.0332807,0.0281395,0.0293497,0.0168032,0,0,0.0168646,0,0.0298375,0.00952823,0.0411145,0.0281857,0.00510854,0.0106005,0.0221162,0.0312063,0.0155276,0.0140624,0.0130106,0.006466,0.0118389,0.0118571,0.0172571,0.0354046,0.0244937,0.0222576,0.00528071,0.0148383,0.0348309,0.0120508,0.0153121,0.0361925,0,0,0.0166184,0,0.0301649,0.0309173,0.0364895,0.00962031,0.015178,0.0116482,0.0200314,0.045759,0.0125585,0.014685,0.0091944,0.0131155,0.00647935,0.0318576,0.0087561,0.00669349,0.0144264,0.0272593,0.0399349,0.0453886,0.0160369,0.0279132,0,0
152,0.0301663,0,0,0,0,0.0166947,0,0,0,0,0,0,0.0332548,0.0278637,0.0292805,0.0168358,0,0,0.0170406,0,0.0296701,0.0096747,0.0411587,0.0281001,0.00518046,0.01049,0.0221523,0.0315202,0.015467,0.0139959,0.012921,0.00641552,0.0117935,0.0118695,0.0172357,0.0353371,0.0246372,0.0218055,0.00551712,0.0146945,0.0348469,0.0119258,0.0153748,0.0354147,0,0,0.0173684,0,0.0302157,0.0318521,0.0364554,0.00951495,0.0152086,0.0117725,0.0200286,0.0456821,0.0125729,0.0147416,0.00902802,0.013117,0.00653952,0.0318275,0.00873467,0.0067034,0.0142558,0.0270833,0.0412193,0.0462495,0.0156605,0.0274096,0,0
153,0.0296432,0,0,0,0,0.0164659,0,0,0,0,0,0,0.0331087,0.0274431,0.0292329,0.0168877,0,0,0.0172472,0,0.0294601,0.00995797,0.0412582,0.0280632,0.0053081,0.0103971,0.022107,0.0316627,0.0154271,0.0139693,0.0128604,0.00640574,0.0117815,0.011882,0.0172295,0.0353228,0.0247522,0.0212167,0.00576376,0.0144928,0.0348768,0.0117675,0.0154332,0.034639,0,0,0.0181994,0,0.0303441,0.0323002,0.0363656,0.0094106,0.0152898,0.0119034,0.0199255,0.0456108,0.0124743,0.0147601,0.00860722,0.013135,0.00667447,0.0317862,0.00874692,0.00677431,0.0140269,0.026942,0.0416801,0.0468053,0.0153583,0.026877,0,0
154,0.0290145,0,0,0,0,0.0161809,0,0,0,0,0,0,0.033232,0.0268647,0.0291391,0.0169111,0,0,0.0174036,0,0.0294772,0.010177,0.0413319,0.0279945,0.00542495,0.0103292,0.0220075,0.0317287,0.0153905,0.0139301,0.012823,0.00638454,0.0117392,0.0118774,0.0172226,0.0352708,0.0248147,0.0204947,0.006018,0.0143371,0.0347923,0.0116641,0.0154665,0.0338347,0,0,0.0188211,0,0.0304106,0.0322716,0.03632,0.00933717,0.0153289,0.0120031,0.0198665,0.0456653,0.0123222,0.014776,0.00837932,0.013173,0.00676979,0.0317154,0.00873905,0.0068281,0.0138689,0.0267848,0.0412351,0.047212,0.0151285,0.0262866,0,0
155,0.0283391,0,0,0,0,0.0158651,0,0,0,0,0,0,0.0332403,0.0264722,0.029097,0.0168856,0,0,0.0176728,0,0.0296088,0.0104945,0.0413768,0.0279702,0.00553188,0.0102744,0.021901,0.031863,0.0153784,0.0138986,0.0127805,0.00634436,0.0116977,0.0118982,0.0172249,0.0352149,0.0249321,0.019787,0.00624675,0.0142395,0.0345562,0.0116174,0.0154567,0.0330624,0,0,0.0191447,0,0.03037,0.0319427,0.0363235,0.00929427,0.0153403,0.0120601,0.0198301,0.0458669,0.0123237,0.0148468,0.00844022,0.0132297,0.00679712,0.0316598,0.00871936,0.00684179,0.0137689,0.026669,0.0404168,0.0471012,0.0148747,0.0256983,0,0
