Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72
169,0.0204114,0,0,0,0,0.0107812,0,0,0,0,0,0,0.0323796,0.0243038,0.0285664,0.0178823,0,0,0.0265988,0,0.0303642,0.0177604,0.0416523,0.0278819,0.00663365,0.00936405,0.0237819,0.0390481,0.0150879,0.0132117,0.0122699,0.00608602,0.0115548,0.0118926,0.0171878,0.0344913,0.0315269,0.012469,0.00439303,0.01364,0.0324169,0.0109882,0.0163684,0.0246485,0,0,0.0334547,0,0.0316292,0.0180806,0.0366336,0.0100424,0.0152218,0.0128968,0.021919,0.0499449,0.0126672,0.0150959,0.00926322,0.0133469,0.00826901,0.031526,0.00916617,0.00860251,0.0127691,0.0352868,0.0152639,0.0156844,0.00867593,0.0182507,0,0
170,0.0199249,0,0,0,0,0.0105881,0,0,0,0,0,0,0.0326909,0.0242627,0.0287121,0.0178159,0,0,0.0273243,0,0.0304086,0.0182376,0.0414928,0.0280292,0.00639088,0.00946794,0.0241843,0.0398567,0.0151653,0.0133747,0.0123382,0.0061415,0.0116393,0.0119018,0.0172418,0.034674,0.0319922,0.0120731,0.00395626,0.0137484,0.0323537,0.0110083,0.0160815,0.0239488,0,0,0.0348115,0,0.0318204,0.0186436,0.0368386,0.0100466,0.0150903,0.0126013,0.0223097,0.0497582,0.0126508,0.0151126,0.00918404,0.0132741,0.00817419,0.0316531,0.00913446,0.00857193,0.012902,0.0355188,0.0180774,0.0146919,0.00814688,0.0176862,0,0
171,0.0195257,0,0,0,0,0.0103479,0,0,0,0,0,0,0.0327029,0.0243062,0.0288275,0.0178472,0,0,0.0279536,0,0.0305224,0.0185796,0.0414315,0.0281717,0.00619265,0.00951571,0.0246996,0.0405301,0.0152075,0.0135004,0.0123855,0.0062091,0.011735,0.0118906,0.0172691,0.0348443,0.0322677,0.0117763,0.00347256,0.0138732,0.0322996,0.011042,0.016102,0.023355,0,0,0.0358697,0,0.0319548,0.0190955,0.0370688,0.0102054,0.0149873,0.0124698,0.0228048,0.0494062,0.0126492,0.0150103,0.0090148,0.013206,0.00820211,0.0317425,0.00916019,0.0086811,0.0130681,0.0354894,0.0203201,0.0139883,0.00755314,0.0171889,0,0
172,0.0192391,0,0,0,0,0.0101758,0,0,0,0,0,0,0.0325496,0.0243479,0.028948,0.0179975,0,0,0.0284552,0,0.0307215,0.0188294,0.0413872,0.0282229,0.00603015,0.00955866,0.0252518,0.0411526,0.0152668,0.0136278,0.0124209,0.00630247,0.0118435,0.0119208,0.0172817,0.0350453,0.0323551,0.0116488,0.00325214,0.0139655,0.0323773,0.0110677,0.0161917,0.0228502,0,0,0.0367339,0,0.0322004,0.0195574,0.0370463,0.0103506,0.0148749,0.0124227,0.0233664,0.0489123,0.012624,0.014915,0.00862758,0.0131546,0.0083182,0.0318592,0.00922439,0.00884642,0.0131881,0.0350819,0.0223865,0.0134517,0.00703016,0.0168075,0,0
173,0.0190017,0,0,0,0,0.0100691,0,0,0,0,0,0,0.0326984,0.0242434,0.0290372,0.0181693,0,0,0.0287717,0,0.0309135,0.0189942,0.0412999,0.0282767,0.00589253,0.00960881,0.0258117,0.0417129,0.0153432,0.0137364,0.0124485,0.0063821,0.0119404,0.0119686,0.0173261,0.0352242,0.0327704,0.0116543,0.00340911,0.0140471,0.0323375,0.0110903,0.0162557,0.0224206,0,0,0.037223,0,0.0322583,0.0198358,0.0370448,0.0104649,0.0147371,0.0123487,0.0239378,0.0483607,0.0125831,0.0148587,0.00840508,0.0130956,0.00848408,0.0319672,0.00929215,0.00903195,0.0132898,0.03431,0.0242842,0.0128997,0.00655852,0.0164767,0,0
174,0.0187807,0,0,0,0,0.00999791,0,0,0,0,0,0,0.03299,0.0240774,0.0290872,0.018346,0,0,0.0290366,0,0.0310566,0.0191183,0.0412333,0.0283697,0.00578138,0.00964919,0.0263775,0.0422289,0.0154343,0.0137653,0.0124585,0.00644457,0.0120542,0.0119954,0.0173651,0.0353306,0.033224,0.0116247,0.00340668,0.0141477,0.0321499,0.0111245,0.016286,0.0220024,0,0,0.0375322,0,0.032122,0.0198292,0.0371355,0.0105712,0.014571,0.0122522,0.0245339,0.0477423,0.0125559,0.0148017,0.0083421,0.0130341,0.00862696,0.0320556,0.00936373,0.00920764,0.0134029,0.0334305,0.0260141,0.0122181,0.00610789,0.0161786,0,0
175,0.0186707,0,0,0,0,0.0100461,0,0,0,0,0,0,0.0332441,0.0239788,0.0291695,0.0184558,0,0,0.0293083,0,0.0311193,0.0192741,0.0412073,0.0284468,0.00569195,0.00969386,0.0269264,0.0427808,0.015484,0.0136673,0.0125061,0.00651574,0.0121539,0.0120274,0.0173997,0.0354368,0.0333661,0.0117141,0.00328616,0.014219,0.0317812,0.0111408,0.016283,0.0216396,0,0,0.0376624,0,0.0317878,0.0196649,0.0372169,0.0106955,0.0143993,0.0121664,0.0251233,0.0470946,0.0125572,0.0147085,0.00829753,0.0129821,0.00876129,0.0321344,0.00943917,0.00937774,0.0135145,0.0324972,0.0275322,0.011466,0.00574255,0.0159605,0,0
176,0.0185795,0,0,0,0,0.0101575,0,0,0,0,0,0,0.0334086,0.0239126,0.0292556,0.0183925,0,0,0.0296387,0,0.031256,0.0194179,0.0411552,0.0285432,0.00561715,0.00974084,0.0274907,0.0433446,0.0155213,0.0136569,0.0125703,0.00656249,0.0122381,0.0120392,0.0174521,0.0355649,0.0335509,0.0118207,0.00319631,0.0142957,0.0316556,0.01115,0.0163337,0.0212682,0,0,0.0378109,0,0.031773,0.0195354,0.0372512,0.0108105,0.014282,0.012113,0.0256753,0.0464465,0.0125461,0.0146462,0.0082558,0.0129321,0.00891288,0.0322085,0.00951684,0.00957978,0.0136124,0.0319468,0.0294417,0.0107109,0.00546693,0.015741,0,0
177,0.0184342,0,0,0,0,0.0102898,0,0,0,0,0,0,0.0332513,0.0239571,0.0293649,0.0186917,0,0,0.030009,0,0.0314283,0.0196227,0.0408856,0.0287369,0.00555994,0.00972519,0.0280188,0.0440665,0.0155639,0.0136462,0.0125897,0.00654704,0.0122759,0.0119953,0.0175151,0.035657,0.0339492,0.0115346,0.00311468,0.0143779,0.0315743,0.0111696,0.0164781,0.0208716,0,0,0.0378103,0,0.0317768,0.0193207,0.0373343,0.0110948,0.0142341,0.0120353,0.0261781,0.0458412,0.0124743,0.0147257,0.00827127,0.0128569,0.00907884,0.0322709,0.00958348,0.00979334,0.0136299,0.0312113,0.0312214,0.00999018,0.00528133,0.0154785,0,0
178,0.0183055,0,0,0,0,0.0103932,0,0,0,0,0,0,0.0331944,0.0241138,0.0294932,0.0188385,0,0,0.030388,0,0.0315791,0.0199492,0.0406878,0.028885,0.00550689,0.00976834,0.0283582,0.044908,0.0156245,0.013703,0.0126258,0.00654709,0.0123087,0.0120139,0.0175688,0.0357627,0.0343923,0.0113075,0.00307484,0.0146206,0.0314602,0.0113121,0.0165898,0.020488,0,0,0.0376128,0,0.0317074,0.0190347,0.0377079,0.0115935,0.014206,0.0118107,0.0265322,0.0452871,0.012295,0.0149008,0.00834429,0.0126883,0.009183,0.0323217,0.00963992,0.010101,0.0138036,0.0302455,0.0326228,0.00935499,0.00512895,0.0152344,0,0
179,0.0181368,0,0,0,0,0.0104893,0,0,0,0,0,0,0.0334313,0.0239306,0.0295728,0.0189164,0,0,0.0307468,0,0.0315055,0.0203756,0.0405491,0.0289533,0.00545682,0.00978136,0.0286842,0.045632,0.0156403,0.0137196,0.0126563,0.00657124,0.0123634,0.0120637,0.0175877,0.0358523,0.0347459,0.0113037,0.0031193,0.0147712,0.0313488,0.0114404,0.0166346,0.020083,0,0,0.037301,0,0.0316388,0.0186958,0.0379598,0.0119102,0.0140525,0.011614,0.0269436,0.0447506,0.0122057,0.0149078,0.0083068,0.0125674,0.00925081,0.0323937,0.00969781,0.0102933,0.0139939,0.0296335,0.033719,0.00886105,0.00504125,0.0149561,0,0
180,0.0179065,0,0,0,0,0.0105734,0,0,0,0,0,0,0.0335325,0.0236845,0.029571,0.0190667,0,0,0.0310455,0,0.0315131,0.0206707,0.0404929,0.0290905,0.00545305,0.00972755,0.0290334,0.0462346,0.0156307,0.0136914,0.0126448,0.00660402,0.0124081,0.0121006,0.0175722,0.0359709,0.0351087,0.0113516,0.00316267,0.0148298,0.0312547,0.0114859,0.0166768,0.0196115,0,0,0.0368859,0,0.0316179,0.0184415,0.0380152,0.0120475,0.0138747,0.0115324,0.0273555,0.0442487,0.0122207,0.0148664,0.00826146,0.0125305,0.00929982,0.0324779,0.00972656,0.0103611,0.0141275,0.0292778,0.0347067,0.00843214,0.00509159,0.0145982,0,0
181,0.0176484,0,0,0,0,0.0106255,0,0,0,0,0,0,0.0334204,0.0234844,0.0295651,0.0191644,0,0,0.0313382,0,0.0315952,0.0208387,0.0405444,0.0294268,0.00546959,0.00967213,0.0293875,0.0468065,0.0156417,0.01363,0.0126238,0.00665704,0.0124849,0.0121087,0.0176109,0.0360905,0.0354727,0.0113269,0.00310671,0.0147978,0.0311627,0.0114699,0.0167232,0.0190906,0,0,0.0365278,0,0.0316006,0.0182647,0.0380276,0.0121019,0.0137114,0.0115214,0.0277073,0.0437685,0.0122937,0.0148542,0.0082491,0.0125265,0.00931757,0.0325047,0.00971817,0.0103648,0.0141614,0.0286821,0.035806,0.00800515,0.00515131,0.014196,0,0
182,0.01742,0,0,0,0,0.0107388,0,0,0,0,0,0,0.0334011,0.0235134,0.0296623,0.0192301,0,0,0.0315933,0,0.0316696,0.021049,0.0405081,0.0294921,0.00543535,0.00960186,0.0297451,0.0474531,0.0156898,0.0134855,0.0126094,0.00664272,0.0124997,0.0121314,0.0176827,0.0361045,0.0356862,0.0113231,0.00306594,0.0147082,0.0311019,0.0114396,0.0168499,0.0185629,0,0,0.0362301,0,0.0315745,0.018153,0.0379526,0.0120833,0.0136188,0.0115361,0.0279416,0.0432442,0.0123835,0.0148697,0.00823974,0.0125495,0.00930877,0.0325334,0.00971007,0.0103195,0.0140669,0.0277461,0.0368084,0.00751666,0.00524287,0.0138454,0,0
183,0.0171753,0,0,0,0,0.0108597,0,0,0,0,0,0,0.0334007,0.0236543,0.0297485,0.0193131,0,0,0.0318417,0,0.0317285,0.0212355,0.040451,0.0291854,0.00537737,0.00958895,0.0299801,0.0480748,0.0157424,0.0133364,0.0126208,0.00664375,0.0125059,0.0121607,0.0176969,0.0361797,0.0359589,0.0113526,0.00306006,0.0145682,0.0311323,0.0114139,0.01693,0.0180186,0,0,0.0359812,0,0.0315741,0.0181003,0.0377144,0.0118814,0.0135157,0.0116018,0.0281135,0.0426791,0.0123733,0.014777,0.00810962,0.0126078,0.009295,0.0325673,0.00972622,0.0102152,0.013892,0.0269111,0.0378705,0.00698448,0.00529074,0.0135052,0,0
184,0.0168344,0,0,0,0,0.0108571,0,0,0,0,0,0,0.0335551,0.0235561,0.0297361,0.0194337,0,0,0.0321294,0,0.0316423,0.0215557,0.0403838,0.0291186,0.00529043,0.00954462,0.0301733,0.04847,0.0157945,0.0132109,0.0126273,0.00665633,0.012509,0.012177,0.0177118,0.0362317,0.0362815,0.0114244,0.00314594,0.0143058,0.0312321,0.0113405,0.0169893,0.0174574,0,0,0.0357435,0,0.0316216,0.0180702,0.0372436,0.011503,0.0132287,0.0117299,0.0283298,0.0422704,0.0124689,0.0145743,0.00802888,0.0127361,0.00924439,0.0325767,0.00973662,0.00996937,0.0135828,0.0264397,0.0391254,0.00644998,0.00524118,0.0130972,0,0
185,0.0164077,0,0,0,0,0.0108005,0,0,0,0,0,0,0.0338452,0.0235037,0.0296685,0.019468,0,0,0.0324177,0,0.0316987,0.021818,0.0403776,0.0294178,0.00521515,0.00947958,0.0302313,0.0487713,0.0157734,0.0131985,0.012598,0.00661793,0.0125117,0.0121412,0.0177609,0.0362177,0.036605,0.0115535,0.00315159,0.0141319,0.0313699,0.0113252,0.0171173,0.0168667,0,0,0.0354172,0,0.0316972,0.0179337,0.0370904,0.0112431,0.0128902,0.0118087,0.0283406,0.0419484,0.0125128,0.0145361,0.00822814,0.0128011,0.00918166,0.032538,0.00973949,0.00980676,0.0133526,0.0262015,0.0401454,0.00595023,0.00515866,0.012592,0,0
186,0.015963,0,0,0,0,0.0107329,0,0,0,0,0,0,0.0339099,0.0235177,0.0296329,0.0194334,0,0,0.0327129,0,0.0317046,0.0220519,0.0404036,0.0294525,0.00515821,0.0094557,0.0300524,0.049082,0.0157599,0.0132575,0.01258,0.00657876,0.0124972,0.0121265,0.0177864,0.036174,0.0369642,0.0116595,0.00305387,0.0140481,0.031472,0.0113261,0.0171719,0.0162837,0,0,0.0350157,0,0.0316765,0.0177709,0.0371589,0.0111059,0.0128477,0.0118306,0.0281141,0.0416612,0.0124666,0.01457,0.0085173,0.0127879,0.00916797,0.0325412,0.00974269,0.00972879,0.0132208,0.0259634,0.0406395,0.00552695,0.00510615,0.0121113,0,0
187,0.0155938,0,0,0,0,0.0106991,0,0,0,0,0,0,0.0339276,0.0236596,0.0296649,0.0193877,0,0,0.0330433,0,0.0317286,0.022282,0.040402,0.0291118,0.00510038,0.00949817,0.0297607,0.0494867,0.0157981,0.0132353,0.0126062,0.00658671,0.0124819,0.0121402,0.0177728,0.0361606,0.0374227,0.0117269,0.00289074,0.0139705,0.0316566,0.0113286,0.0171093,0.0157698,0,0,0.0345191,0,0.0317269,0.0177193,0.0371439,0.0110105,0.012937,0.0118256,0.0277917,0.0412955,0.0124568,0.0145886,0.00837873,0.012784,0.00910498,0.0325444,0.00970785,0.00960612,0.0131113,0.0257133,0.0408365,0.005231,0.00514758,0.0117218,0,0
188,0.0152581,0,0,0,0,0.0105996,0,0,0,0,0,0,0.0337302,0.0238252,0.0296655,0.0193465,0,0,0.033358,0,0.0317968,0.0225412,0.0403855,0.0289162,0.0050317,0.00952029,0.0294417,0.0500065,0.0157925,0.0131379,0.0125975,0.00660241,0.0124719,0.0121412,0.0177422,0.0361651,0.0379159,0.0117668,0.00269625,0.0138811,0.0318681,0.0112975,0.0170008,0.0152986,0,0,0.034,0,0.0317653,0.0176751,0.0369558,0.010922,0.0130209,0.0118714,0.0274398,0.041019,0.0124863,0.0145424,0.00819654,0.0128501,0.00901837,0.0325211,0.00967535,0.00945641,0.0130236,0.0255157,0.0408381,0.00514343,0.00519776,0.0113467,0,0
189,0.0148566,0,0,0,0,0.0104405,0,0,0,0,0,0,0.0335084,0.023516,0.0296927,0.0192769,0,0,0.0336613,0,0.0317106,0.0227687,0.0403785,0.0289525,0.00496652,0.00951263,0.0291127,0.0505686,0.0157346,0.0130436,0.0125681,0.00657852,0.0124704,0.0121463,0.0177304,0.0361352,0.0384635,0.0118848,0.00254637,0.013865,0.0320218,0.0112758,0.016923,0.0147717,0,0,0.0334241,0,0.0317322,0.017624,0.0368806,0.0108516,0.0131007,0.0118764,0.0270957,0.0407245,0.0123877,0.0145581,0.00814455,0.0128681,0.00892271,0.0325132,0.00964693,0.00935438,0.012985,0.0255126,0.0406315,0.00527134,0.00517244,0.0109165,0,0
190,0.0144744,0,0,0,0,0.0102655,0,0,0,0,0,0,0.0334066,0.0232515,0.0297221,0.0191525,0,0,0.0340598,0,0.0315935,0.023012,0.0404041,0.0290087,0.00489353,0.00947482,0.0287285,0.0510706,0.0156721,0.0129711,0.0125125,0.00654533,0.0124216,0.0121548,0.0177387,0.0360498,0.0391006,0.0119917,0.00251966,0.0139174,0.0320997,0.0113239,0.0168532,0.0142878,0,0,0.0328492,0,0.0316213,0.0175679,0.0369091,0.0108052,0.0131983,0.0118195,0.0267572,0.0404214,0.0121937,0.0145937,0.00816365,0.0128474,0.00880044,0.0325096,0.00962593,0.009262,0.0130058,0.0255121,0.0401953,0.00552976,0.00507784,0.0105248,0,0
191,0.0142225,0,0,0,0,0.0101684,0,0,0,0,0,0,0.0335137,0.0232456,0.0296788,0.0189739,0,0,0.0344498,0,0.0316428,0.0230638,0.0404526,0.0290447,0.00483498,0.00942493,0.0283103,0.0516166,0.0155895,0.0129489,0.0124666,0.0064902,0.0123412,0.0121626,0.0177577,0.0358948,0.0396424,0.0121475,0.00247665,0.0140143,0.0322212,0.0114401,0.0167786,0.0139456,0,0,0.0322897,0,0.0315575,0.0175433,0.0369241,0.0108151,0.0133199,0.011702,0.0263708,0.0400343,0.012203,0.0146318,0.00818521,0.0128138,0.008666,0.0325381,0.00959395,0.00917355,0.0131013,0.0253725,0.0397338,0.00587448,0.005047,0.0102243,0,0
192,0.0140595,0,0,0,0,0.0101359,0,0,0,0,0,0,0.0333746,0.0233202,0.0296355,0.018865,0,0,0.0348254,0,0.0316985,0.023136,0.0404791,0.0290723,0.00479671,0.00938362,0.0279092,0.0520423,0.0155124,0.012962,0.0124321,0.00645953,0.0122744,0.0121292,0.0177639,0.0357492,0.0400933,0.0122994,0.0024348,0.014085,0.0323529,0.0114942,0.0166979,0.0137346,0,0,0.031689,0,0.0315131,0.017598,0.0368979,0.0108338,0.0134431,0.0116013,0.0259776,0.0396501,0.0122141,0.0146769,0.00818702,0.0127582,0.00859647,0.032563,0.00956826,0.00909911,0.0131988,0.0250637,0.0392277,0.00628226,0.00505617,0.00998446,0,0
193,0.0139336,0,0,0,0,0.0100509,0,0,0,0,0,0,0.033125,0.0233496,0.0296245,0.0187439,0,0,0.0352744,0,0.0317031,0.0233264,0.0404427,0.0291068,0.00476235,0.00937494,0.0275297,0.0523513,0.0154818,0.0127944,0.0124188,0.00643636,0.0122328,0.0120802,0.0177547,0.035635,0.040687,0.0124058,0.00253063,0.0141871,0.0324107,0.0115699,0.0166139,0.0135803,0,0,0.0310548,0,0.0313992,0.0176162,0.0368196,0.0108629,0.0135363,0.011501,0.0255473,0.0392015,0.0121698,0.0147177,0.00821642,0.0127151,0.00849506,0.0325636,0.00955297,0.00902179,0.0133,0.0245654,0.0386538,0.00675367,0.00503042,0.00977589,0,0
194,0.0138274,0,0,0,0,0.00992711,0,0,0,0,0,0,0.0328741,0.0233401,0.029621,0.0185877,0,0,0.0355697,0,0.0317006,0.0235023,0.0404003,0.0291386,0.00472545,0.0093855,0.027146,0.052574,0.0154595,0.0127712,0.0124073,0.00637622,0.0121803,0.0120418,0.0177452,0.0355198,0.0411321,0.0125471,0.00268193,0.014272,0.0324493,0.0116303,0.0165331,0.0134577,0,0,0.0304025,0,0.0312609,0.0174876,0.0367182,0.0108677,0.0136143,0.0114061,0.0251056,0.038788,0.0120973,0.0147635,0.00837898,0.0126941,0.00837432,0.03257,0.00953689,0.00892933,0.0133418,0.0239811,0.0381593,0.0072126,0.00498742,0.0095835,0,0
195,0.0137669,0,0,0,0,0.00988649,0,0,0,0,0,0,0.0329611,0.0233485,0.0296316,0.0184786,0,0,0.0357294,0,0.0317653,0.0235426,0.0403849,0.0291991,0.00468797,0.00938051,0.0267394,0.0527281,0.01542,0.0125748,0.0123746,0.00635098,0.0121035,0.0119826,0.0177552,0.0354178,0.0413257,0.0127197,0.00273854,0.0143527,0.0324639,0.0116938,0.0164459,0.0133699,0,0,0.0297477,0,0.0311153,0.0173285,0.0366352,0.0108962,0.0137095,0.0113192,0.0246988,0.038371,0.0120608,0.0147803,0.00882324,0.0126547,0.00831228,0.0325755,0.00953096,0.00887539,0.0133809,0.0234087,0.0377497,0.00756678,0.00500344,0.00944281,0,0
196,0.0137639,0,0,0,0,0.00990648,0,0,0,0,0,0,0.0330357,0.0233911,0.0296583,0.0184092,0,0,0.0357395,0,0.0319335,0.0234718,0.0403931,0.0292733,0.00465893,0.00935,0.02634,0.052778,0.0153704,0.0124526,0.0123549,0.00631558,0.0120217,0.0119547,0.0177611,0.0352957,0.0414526,0.0128973,0.00272002,0.0144151,0.0324383,0.0117624,0.0163616,0.0133233,0,0,0.029119,0,0.0309563,0.0173979,0.0365651,0.0109383,0.0138218,0.0112493,0.0243279,0.0379764,0.0120634,0.014782,0.00891109,0.0126387,0.00829294,0.032576,0.00951955,0.00885299,0.0134643,0.0229384,0.0374149,0.00780436,0.00507565,0.00935566,0,0
197,0.0138272,0,0,0,0,0.00998132,0,0,0,0,0,0,0.0328511,0.0233207,0.0296653,0.018354,0,0,0.0358668,0,0.031867,0.0236487,0.0403802,0.0292792,0.00462982,0.00933055,0.0260601,0.0526742,0.0153245,0.0123761,0.0123355,0.00626187,0.0119618,0.0119899,0.0177438,0.0351322,0.0416769,0.013025,0.00294361,0.0144216,0.0324601,0.011781,0.0163035,0.0133431,0,0,0.0286425,0,0.0308529,0.0175276,0.0365355,0.0109482,0.0139241,0.0112513,0.0240483,0.0375299,0.0120676,0.0148145,0.00860155,0.0126409,0.00827676,0.032553,0.0095016,0.00885916,0.013471,0.0225924,0.0371002,0.00813396,0.00522555,0.00930726,0,0
198,0.0139011,0,0,0,0,0.0100331,0,0,0,0,0,0,0.0326922,0.0232016,0.0296766,0.0182803,0,0,0.0360004,0,0.0316102,0.0239637,0.0403524,0.0293401,0.00460724,0.00933599,0.0258447,0.0525196,0.015293,0.0123517,0.0123126,0.00627464,0.0119533,0.0120571,0.0177494,0.0350024,0.0417541,0.013014,0.00338698,0.0144306,0.0324076,0.0117819,0.0162217,0.0134076,0,0,0.0282634,0,0.0307765,0.0175554,0.0365145,0.0109316,0.0139885,0.0112355,0.0237909,0.0372759,0.0120823,0.0148343,0.00846952,0.0126329,0.0082456,0.0325696,0.00949314,0.00887018,0.0134851,0.0224174,0.0367244,0.00847529,0.00533033,0.00927659,0,0
199,0.0140155,0,0,0,0,0.0101229,0,0,0,0,0,0,0.032692,0.0231513,0.0296626,0.0182313,0,0,0.0360439,0,0.0313993,0.0242066,0.0403111,0.0293645,0.0045966,0.00934015,0.0257121,0.0523153,0.015271,0.0123851,0.0122913,0.0063176,0.0119584,0.0120462,0.0177407,0.0348834,0.0415394,0.0129867,0.00376793,0.014451,0.0323382,0.0117669,0.0161408,0.0134939,0,0,0.0279823,0,0.0307253,0.017555,0.0365004,0.0109846,0.0140395,0.0112208,0.0235609,0.0371376,0.0121068,0.0148464,0.00846584,0.0126583,0.00823242,0.0325782,0.00949224,0.00886315,0.0135063,0.0223129,0.0364011,0.00873071,0.00541982,0.00929761,0,0
200,0.0141326,0,0,0,0,0.0102007,0,0,0,0,0,0,0.0326933,0.0231221,0.0296675,0.0181983,0,0,0.0358794,0,0.0313585,0.0241578,0.0402891,0.029386,0.00456408,0.00934053,0.0256094,0.0520383,0.0152485,0.0124844,0.0122809,0.00630301,0.0119381,0.0119959,0.0177395,0.0348408,0.0411311,0.0130399,0.0039558,0.0144762,0.0323052,0.0117418,0.0160725,0.0135957,0,0,0.0278765,0,0.0307222,0.017539,0.0364696,0.0110413,0.0140749,0.0111979,0.0233912,0.0371106,0.0121433,0.0148403,0.00848798,0.0126922,0.00823741,0.0325868,0.0094921,0.00886997,0.0135447,0.0222562,0.0362002,0.00892192,0.00548707,0.00936363,0,0
201,0.0142117,0,0,0,0,0.0102825,0,0,0,0,0,0,0.0328247,0.0230975,0.0296847,0.0181648,0,0,0.0356076,0,0.0313812,0.0240676,0.0402667,0.0294045,0.00451483,0.00933528,0.0255632,0.0517117,0.0152558,0.012601,0.0122796,0.00625309,0.0118996,0.0119123,0.0177668,0.0350557,0.040818,0.0130658,0.00400994,0.0144932,0.0322952,0.0117312,0.0160355,0.013688,0,0,0.0278831,0,0.0307522,0.0175489,0.0364431,0.0110897,0.0141033,0.0111925,0.0232745,0.0370679,0.0121984,0.0148069,0.00849623,0.0127061,0.00824972,0.0325867,0.00950939,0.00891294,0.0136063,0.0221651,0.0361071,0.00906223,0.00554428,0.0094283,0,0
202,0.0142692,0,0,0,0,0.0103668,0,0,0,0,0,0,0.0327994,0.0231137,0.029684,0.0181357,0,0,0.0352834,0,0.0313718,0.0240652,0.0402485,0.0294336,0.00449397,0.00933293,0.0255873,0.0513172,0.0152651,0.0126457,0.0122795,0.00622605,0.0118885,0.0118938,0.017785,0.0352125,0.0406102,0.0130408,0.00413058,0.0144923,0.0322935,0.011723,0.016035,0.0137673,0,0,0.0279817,0,0.0307826,0.0175911,0.0364476,0.0110773,0.0141309,0.0112164,0.0232265,0.0369526,0.0122314,0.0147624,0.00847957,0.0127161,0.00828728,0.0325774,0.00953568,0.00896197,0.0136423,0.0220127,0.0360987,0.0092009,0.00558127,0.0094802,0,0
203,0.0142247,0,0,0,0,0.0103775,0,0,0,0,0,0,0.0326993,0.0228631,0.0297307,0.0181285,0,0,0.0348985,0,0.0312111,0.0240248,0.0402225,0.0294559,0.00449081,0.00938354,0.0257234,0.0507722,0.015291,0.0127042,0.0123114,0.00629146,0.0119317,0.0119095,0.0177953,0.0353002,0.040233,0.0130046,0.00443175,0.0144731,0.032273,0.0117118,0.0160602,0.0137167,0,0,0.0280788,0,0.0308042,0.0176355,0.0364656,0.0110173,0.0141046,0.0112576,0.023229,0.0367714,0.0122825,0.014751,0.00847927,0.0127524,0.00832139,0.032587,0.00956831,0.00900681,0.013658,0.0218142,0.036134,0.00931933,0.00557799,0.00943905,0,0
204,0.0142467,0,0,0,0,0.0104337,0,0,0,0,0,0,0.0327547,0.0228788,0.029778,0.0181019,0,0,0.0344959,0,0.0310788,0.02384,0.0401774,0.0294775,0.00445193,0.00945046,0.0258474,0.0501553,0.0153037,0.0126389,0.0123336,0.00635712,0.0119788,0.011935,0.0177953,0.0353148,0.0396987,0.0128396,0.00464818,0.01441,0.0322572,0.0116835,0.0160826,0.0137048,0,0,0.0282558,0,0.0308106,0.0176753,0.0364978,0.0109699,0.0140593,0.0112884,0.0232941,0.036564,0.0123458,0.0147996,0.00850039,0.0128138,0.0083439,0.0326001,0.0095798,0.00899892,0.0136344,0.0216497,0.036279,0.00940478,0.00560176,0.00945443,0,0
205,0.0142418,0,0,0,0,0.0104853,0,0,0,0,0,0,0.03279,0.0227876,0.0298357,0.0180962,0,0,0.0339815,0,0.0309941,0.0235493,0.0401537,0.0295029,0.00438082,0.00950636,0.0259759,0.0494708,0.0152981,0.0127669,0.0123466,0.00637835,0.0120215,0.0119384,0.0177933,0.0353588,0.0390643,0.0127993,0.00471397,0.0143408,0.0322395,0.0116373,0.0161032,0.0136642,0,0,0.0283903,0,0.0308146,0.0177162,0.0365537,0.0108748,0.0139907,0.0113202,0.0234503,0.0362905,0.0124178,0.0148448,0.00849067,0.0128729,0.00837311,0.0326164,0.00958467,0.0089886,0.0135695,0.0214957,0.0364161,0.00947702,0.0056057,0.00943455,0,0
206,0.0141246,0,0,0,0,0.0104413,0,0,0,0,0,0,0.0327329,0.0225206,0.0299059,0.0181909,0,0,0.0333386,0,0.0310551,0.0231905,0.0401588,0.0295402,0.00434231,0.00954453,0.0261654,0.0486686,0.0153111,0.012925,0.0124011,0.00638542,0.0120708,0.0119505,0.0177928,0.0354487,0.0382972,0.0128731,0.00472538,0.014255,0.0321656,0.0115731,0.0161532,0.0135505,0,0,0.0284407,0,0.0307857,0.0177585,0.0365915,0.010838,0.0139322,0.0113881,0.0236924,0.0360737,0.012462,0.0147086,0.00845793,0.0128977,0.00845514,0.0326149,0.00963184,0.00904024,0.0134941,0.0213123,0.0364122,0.00957927,0.00552747,0.0093275,0,0
