Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73
29,0.00322408,0.00688029,0,0,0,0,0,0,0.0102041,0.0189824,0.0184739,0.0071275,0,0,0.0110613,0,0.017011,0.00817877,0.0411941,0.0348677,0.0128026,0.0260428,0.0116934,0.0250132,0.0214653,0.0329443,0.020676,0.017984,0.0230378,0.0239278,0.0114842,0.029037,0.0157275,0.0175079,0.00773028,0.00631031,0.00865953,0.0227648,0.00766125,0.00556999,0.00623446,0,0,0.0370992,0,0.0214419,0.0113193,0.0414329,0.00781394,0.0156825,0.00808391,0.0138563,0.016052,0.00528824,0.0280506,0.00511327,0.00592801,0.00668023,0.0310043,0.00667666,0.00774424,0.00846555,0.00311185,0.0121106,0.0108023,0.00980247,0.0043212,0,0,0,0,0,0,0
30,0.0033647,0.00664423,0,0,0,0,0,0,0.0103096,0.0189681,0.0184003,0.00694525,0,0,0.0111025,0,0.0170463,0.00814831,0.0410235,0.0348151,0.0126749,0.0259224,0.0115319,0.024768,0.0214024,0.0326937,0.0205966,0.0180591,0.023123,0.0240442,0.0115484,0.0290473,0.0160221,0.0174037,0.00774152,0.00622735,0.00858498,0.0227824,0.00768286,0.00557278,0.00601533,0,0,0.0372116,0,0.0213543,0.0113732,0.0412769,0.00797455,0.015626,0.00775258,0.0137194,0.0162681,0.00530986,0.0280659,0.00538301,0.00596628,0.00629998,0.0308452,0.00636954,0.00742283,0.00823744,0.00300043,0.0120463,0.0107561,0.00969754,0.00436087,0,0,0,0,0,0,0
31,0.00353146,0.00642947,0,0,0,0,0,0,0.010534,0.018978,0.018347,0.00676286,0,0,0.0111385,0,0.0170732,0.0081006,0.0407751,0.0347691,0.012508,0.0257601,0.0113071,0.0245325,0.0213156,0.0323855,0.0205526,0.0181481,0.0231539,0.0241572,0.0116764,0.0290987,0.0164754,0.017287,0.00774771,0.00614596,0.00831859,0.0228392,0.00767718,0.00556725,0.00585647,0,0,0.0372863,0,0.0213316,0.0114175,0.0411038,0.0080479,0.0156506,0.00738709,0.0135361,0.016494,0.00527646,0.0280871,0.00550945,0.00593333,0.00603966,0.0306135,0.0061465,0.00718456,0.00785185,0.00295981,0.0119509,0.0107179,0.00961713,0.00444751,0,0,0,0,0,0,0
32,0.00370596,0.00616585,0,0,0,0,0,0,0.010796,0.0189879,0.0183203,0.00656022,0,0,0.0111654,0,0.0171024,0.00807394,0.0405783,0.0347339,0.0123186,0.025534,0.0110661,0.0243286,0.0212587,0.0319812,0.020489,0.0182039,0.0231189,0.0241931,0.011819,0.0291493,0.0169178,0.0172219,0.00776311,0.00608069,0.00781154,0.0228888,0.00762714,0.00559864,0.00564671,0,0,0.0373281,0,0.0212803,0.0114803,0.0409693,0.00795467,0.0155514,0.00709109,0.0132966,0.0167271,0.00523096,0.0282533,0.00541035,0.00586182,0.00586949,0.0304429,0.00600108,0.00696733,0.00720831,0.00293988,0.0118506,0.0106741,0.00949595,0.00453856,0,0,0,0,0,0,0
33,0.00389935,0.00583347,0,0,0,0,0,0,0.0109398,0.0189543,0.0183041,0.00635867,0,0,0.0111401,0,0.0171353,0.00797498,0.0404831,0.0346235,0.0121308,0.0251696,0.0108592,0.0241634,0.021133,0.0314189,0.0203083,0.0182264,0.0230214,0.0241184,0.0118825,0.0291984,0.0172386,0.0171524,0.00778694,0.00601686,0.00730609,0.0229195,0.00745625,0.00566993,0.00540416,0,0,0.0373643,0,0.0211892,0.011562,0.0408682,0.00773306,0.0153392,0.00685485,0.0130314,0.0169603,0.00522513,0.0283391,0.00537095,0.00584444,0.00559152,0.0303127,0.00579988,0.00665966,0.00651584,0.00288667,0.0118735,0.0106129,0.00929196,0.00459287,0,0,0,0,0,0,0
34,0.00410295,0.00549145,0,0,0,0,0,0,0.0110393,0.0189274,0.0182383,0.00613362,0,0,0.0111123,0,0.017154,0.00785221,0.0404289,0.0344147,0.0119377,0.0246859,0.0106321,0.024014,0.0207354,0.030841,0.0196735,0.0182258,0.022936,0.0240221,0.0118895,0.0292074,0.0175006,0.0169907,0.0078106,0.00598122,0.0068915,0.0229403,0.00725765,0.00575731,0.00515625,0,0,0.0374239,0,0.0210457,0.0116262,0.0407882,0.00753425,0.0151037,0.00663336,0.012757,0.0172164,0.00525476,0.028342,0.00523993,0.00584917,0.00521496,0.0302086,0.00550381,0.006278,0.00579399,0.00276261,0.0118681,0.010551,0.00905143,0.00463038,0,0,0,0,0,0,0
35,0.00436742,0.00518554,0,0,0,0,0,0,0.0110813,0.0189189,0.0181237,0.00595474,0,0,0.0110921,0,0.0171885,0.00778869,0.0403528,0.0341432,0.0117648,0.0242576,0.0103802,0.0238342,0.0203503,0.0303011,0.0192022,0.0181993,0.0228688,0.0238504,0.0118957,0.0291665,0.0176939,0.0167846,0.00782081,0.00590494,0.00664684,0.0229254,0.00713914,0.00580907,0.00495104,0,0,0.0374983,0,0.0208629,0.0116327,0.0406426,0.00744269,0.0150152,0.00626773,0.012478,0.0175109,0.00526362,0.0283445,0.00530836,0.00586611,0.00477876,0.0301687,0.00514064,0.00584056,0.0052571,0.0026303,0.011791,0.0104647,0.00882702,0.00472301,0,0,0,0,0,0,0
36,0.00461806,0.00487286,0,0,0,0,0,0,0.0110124,0.0189005,0.0180008,0.00581911,0,0,0.0110817,0,0.0172237,0.00776349,0.0403069,0.0338931,0.0116217,0.0238643,0.0101581,0.0236148,0.0201903,0.0297331,0.0187724,0.0181707,0.0227706,0.0236127,0.0119054,0.0290961,0.0178688,0.0165651,0.00781633,0.00581621,0.00631597,0.0229518,0.00688402,0.00578595,0.00481418,0,0,0.0375705,0,0.0207464,0.0116128,0.0404532,0.00710528,0.0148277,0.00596529,0.0122218,0.0178636,0.00528877,0.0283228,0.00535398,0.00593725,0.00429215,0.0302718,0.00468157,0.00522153,0.00477047,0.00268389,0.0116512,0.0103504,0.00855637,0.00483583,0,0,0,0,0,0,0
37,0.00495485,0.00439251,0,0,0,0,0,0,0.010754,0.0188884,0.0178465,0.00563331,0,0,0.0110563,0,0.0172164,0.0076636,0.0403148,0.0336764,0.0114307,0.0234573,0.0100563,0.0232918,0.0199583,0.0290257,0.0184841,0.018224,0.0225148,0.0233987,0.0118991,0.0290212,0.0178863,0.0163854,0.00782599,0.00572189,0.00603879,0.0230515,0.0065329,0.00577888,0.00474606,0,0,0.0376548,0,0.0206918,0.0116338,0.0402375,0.00671723,0.0140809,0.00577619,0.0121394,0.0182918,0.0052771,0.0284066,0.00533037,0.00595778,0.00380021,0.0300832,0.00421428,0.00455414,0.00450697,0.00296168,0.0115337,0.0102336,0.00814798,0.00501003,0,0,0,0,0,0,0
38,0.00527462,0.00403975,0,0,0,0,0,0,0.0106925,0.0188728,0.0176667,0.00548281,0,0,0.011032,0,0.0172486,0.00752206,0.0402923,0.033406,0.0112458,0.0229527,0.00988962,0.0230321,0.0195708,0.0282065,0.0182745,0.0182756,0.0223089,0.0231763,0.0118996,0.0289443,0.0178419,0.016234,0.00784689,0.00567424,0.00591208,0.0231274,0.00633575,0.00577396,0.00475069,0,0,0.0377602,0,0.0205986,0.0116333,0.0400306,0.00658097,0.013662,0.00556632,0.0119627,0.0187501,0.00524186,0.0284716,0.00525625,0.005862,0.00338695,0.0298476,0.00382807,0.00405888,0.00444208,0.00302277,0.011377,0.0101274,0.00791541,0.00522823,0,0,0,0,0,0,0
39,0.00551682,0.00384567,0,0,0,0,0,0,0.0104707,0.0188575,0.0173834,0.00542132,0,0,0.0110054,0,0.0173231,0.00742246,0.0402421,0.0329343,0.011043,0.0222793,0.00953464,0.0228667,0.0190183,0.0272328,0.0180295,0.018299,0.0221021,0.0228422,0.0118337,0.0288514,0.0178027,0.0160979,0.00789816,0.00566276,0.00587229,0.0231273,0.00625112,0.00585736,0.00478737,0,0,0.0378684,0,0.0205025,0.0116342,0.0398634,0.0066212,0.0134423,0.00527246,0.0115744,0.0191681,0.00523303,0.0285458,0.00522907,0.00575528,0.00296505,0.0295724,0.00345439,0.00361896,0.00443363,0.00301226,0.0111945,0.010025,0.00790799,0.00537926,0,0,0,0,0,0,0
40,0.00577763,0.0035818,0,0,0,0,0,0,0.0105081,0.0188487,0.0172114,0.00527782,0,0,0.0109984,0,0.0173309,0.00730796,0.0401749,0.032673,0.0109175,0.0218495,0.00931323,0.022587,0.0184189,0.0265636,0.0179461,0.0183384,0.0220093,0.0226687,0.0118299,0.0288243,0.0181793,0.0157936,0.00789955,0.00559999,0.0056744,0.023122,0.00617299,0.00584364,0.00486348,0,0,0.0378828,0,0.020387,0.0116861,0.0397041,0.00654569,0.013353,0.00497432,0.0113286,0.0195718,0.00527543,0.0285667,0.00505056,0.0056182,0.00263251,0.0293101,0.00310653,0.0033316,0.00436527,0.00303963,0.0111381,0.00991543,0.00784768,0.00554287,0,0,0,0,0,0,0
41,0.00591696,0.0034871,0,0,0,0,0,0,0.0104718,0.0187929,0.0168228,0.00533022,0,0,0.0109388,0,0.0173594,0.00718544,0.040222,0.0320922,0.0107398,0.0210056,0.0088549,0.0222032,0.0176423,0.0255192,0.0177208,0.0184389,0.0217431,0.0223871,0.0117854,0.0286629,0.0183514,0.0154203,0.00794028,0.00554503,0.00571711,0.0230625,0.00608222,0.0060789,0.00492275,0,0,0.0378865,0,0.0202714,0.0117878,0.0395493,0.006402,0.0132174,0.00459483,0.0108593,0.0199162,0.00527951,0.0285378,0.00497954,0.00548442,0.00229615,0.029174,0.00261153,0.00294175,0.00455654,0.00301209,0.0110768,0.00978982,0.00798217,0.0056531,0,0,0,0,0,0,0
42,0.00621336,0.00317362,0,0,0,0,0,0,0.0109473,0.018777,0.0167412,0.00520664,0,0,0.0108103,0,0.0174392,0.00708586,0.0402189,0.0319214,0.010704,0.0206658,0.00872985,0.0216675,0.0173707,0.0249219,0.0177531,0.0185951,0.0215989,0.0222038,0.011765,0.0285755,0.0187801,0.0152394,0.0079853,0.0054495,0.00549826,0.0230783,0.00579477,0.00605401,0.00506531,0,0,0.0378768,0,0.020101,0.0117631,0.0393547,0.00605875,0.0131212,0.00424524,0.0107109,0.020374,0.0052669,0.0285209,0.00497261,0.00533692,0.00208396,0.0290133,0.00204796,0.00266301,0.00460542,0.00315057,0.0110534,0.00968637,0.00784543,0.00585613,0,0,0,0,0,0,0
43,0.00650497,0.00295052,0,0,0,0,0,0,0.0108613,0.0187261,0.0166016,0.00519603,0,0,0.0107287,0,0.0175029,0.00703334,0.0402508,0.0316149,0.0106121,0.0202869,0.00855522,0.0210734,0.0172269,0.0243118,0.0177128,0.0187595,0.0214786,0.0220311,0.0116558,0.0284555,0.0189239,0.0150024,0.00802207,0.00535719,0.0054116,0.0231031,0.0055817,0.00608367,0.00527391,0,0,0.0378755,0,0.0199747,0.0117213,0.0392613,0.00585673,0.0129377,0.00393565,0.0104919,0.0208784,0.00513321,0.028479,0.0048403,0.00515455,0.00192583,0.0287079,0.00169618,0.00245817,0.00482789,0.00337106,0.0109693,0.00955501,0.00773889,0.00606716,0,0,0,0,0,0,0
44,0.00678086,0.00282744,0,0,0,0,0,0,0.010306,0.0186652,0.0163815,0.00524831,0,0,0.0106586,0,0.017558,0.00688548,0.0403344,0.0312173,0.0103833,0.019903,0.00827745,0.0204996,0.0169206,0.0237471,0.0176212,0.0189344,0.0213806,0.0219993,0.0115126,0.0282545,0.0188039,0.014735,0.00806839,0.00526668,0.0056056,0.0230695,0.00553947,0.00617274,0.00549233,0,0,0.0378532,0,0.0198512,0.0116945,0.0392493,0.00595707,0.0127347,0.00380728,0.0101681,0.0213529,0.00486571,0.0284457,0.00472319,0.00492975,0.00174604,0.0284539,0.00139849,0.0023101,0.00526935,0.0035498,0.0109091,0.00940564,0.00783864,0.00624748,0,0,0,0,0,0,0
45,0.00714704,0.00256999,0,0,0,0,0,0,0.0101455,0.0186378,0.0163415,0.00510966,0,0,0.0105746,0,0.0175852,0.00672784,0.0403712,0.0311602,0.0101269,0.0198245,0.0081883,0.0200374,0.0167067,0.0235369,0.0177253,0.01909,0.0214559,0.0221651,0.0114508,0.0281264,0.0188641,0.0144085,0.00809529,0.00510697,0.00567582,0.0231003,0.00542525,0.00604218,0.00581407,0,0,0.0378192,0,0.0196999,0.0116948,0.0392829,0.0060225,0.0125503,0.00378796,0.010027,0.0219241,0.00454821,0.0283949,0.00495774,0.0046286,0.00165166,0.0282385,0.00107079,0.0022643,0.00555493,0.00383689,0.0107892,0.0092456,0.00791373,0.00650081,0,0,0,0,0,0,0
46,0.00743665,0.00236048,0,0,0,0,0,0,0.00999585,0.0185658,0.0162519,0.0049645,0,0,0.0105135,0,0.0176198,0.0065491,0.0404225,0.0310747,0.00994564,0.0196381,0.00804883,0.0196154,0.0165503,0.0232425,0.017805,0.0192544,0.0214925,0.0221388,0.0113438,0.027981,0.0188424,0.0141706,0.00811034,0.00499697,0.00573144,0.0230953,0.0053046,0.00589762,0.00610737,0,0,0.0378081,0,0.019558,0.0116619,0.0392849,0.00609091,0.012371,0.00379007,0.00984335,0.0225663,0.00432097,0.0283003,0.005044,0.00427642,0.00171419,0.0280301,0.000576464,0.0022761,0.00581869,0.00408304,0.0106208,0.00909423,0.00784614,0.00676027,0,0,0,0,0,0,0
47,0.00619557,0.00358666,0,0,0,0,0,0,0.00965563,0.0189889,0.0158201,0.00520544,0,0,0.00805299,0,0.0171042,0.00526209,0.0406151,0.0306374,0.00955799,0.0192062,0.00671794,0.0179218,0.0164274,0.0227595,0.0178373,0.0195358,0.0214009,0.0219321,0.0111355,0.0277397,0.0186663,0.0116984,0.00844136,0.00476314,0.00633029,0.0240059,0.00544984,0.00633358,0.00547755,0,0,0.022767,0,0.0194115,0.0107375,0.0392645,0.00633022,0.0119426,0.0038413,0.0083951,0.00848918,0.00407691,0.0281998,0.00485074,0.00390593,0.0018323,0.0276441,0.000340336,0.00234297,0.00649144,0.00476592,0.00913734,0.00823988,0.00900446,0.00606096,0,0,0,0,0,0,0
48,0.0124415,0.0023303,0,0,0,0,0,0,0.0299442,0.0191234,0.0177325,0.00918856,0,0,0.0094434,0,0.0174361,0.00534819,0.0495451,0.0218255,0.00535891,0.0359383,0.0114093,0.0178123,0.0154893,0.031475,0.0178362,0.0137952,0.0214241,0.0231743,0.0101471,0.0134336,0.0317765,0.0120269,0.00816961,0.00478401,0.00694551,0.0245418,0.00596287,0.00718697,0.0118007,0,0,0.0323177,0,0.0186787,0.0132529,0.0375918,0.00670665,0.0125996,0.00439058,0.0112735,0.0205217,0.00286058,0.0264729,0.00478924,0.0035441,0.0026825,0.0284692,0.000845222,0.00240272,0.00718646,0.00805102,0.00986965,0.00878886,0.00747693,0.0113146,0,0,0,0,0,0,0
49,0.0126978,0.00255889,0,0,0,0,0,0,0.0292189,0.0190019,0.0177792,0.0089688,0,0,0.00954684,0,0.017447,0.0053209,0.0493479,0.0224703,0.00538135,0.0360756,0.011688,0.0174401,0.0157946,0.0316968,0.0176536,0.0134704,0.0214114,0.0232619,0.0104238,0.0133266,0.0311261,0.0118359,0.00818999,0.00479973,0.00676422,0.0244661,0.00581904,0.00692984,0.0122503,0,0,0.0328137,0,0.0185242,0.013159,0.0375712,0.00688362,0.0124721,0.00461616,0.0115751,0.0217956,0.00260778,0.0263904,0.00442117,0.00325411,0.00277189,0.0280994,0.000446039,0.00262039,0.00694104,0.00813756,0.00971686,0.00864282,0.00714532,0.0115271,0,0,0,0,0,0,0
50,0.0128459,0.0027869,0,0,0,0,0,0,0.0284852,0.0188579,0.0177268,0.00887505,0,0,0.00965548,0,0.0174532,0.00530483,0.0492039,0.0229985,0.00539466,0.0363475,0.0118869,0.017059,0.016044,0.0318805,0.0175585,0.0131536,0.0215147,0.0235074,0.0107717,0.0131441,0.0303917,0.0116913,0.00820675,0.00476461,0.00651374,0.0243343,0.00569699,0.00681041,0.0126738,0,0,0.0332737,0,0.0183783,0.0130263,0.0375546,0.00701808,0.0123541,0.00496241,0.0118349,0.0229132,0.00241803,0.0262846,0.00397422,0.00312262,0.00301093,0.0276837,0.000400863,0.00298767,0.00658409,0.00813523,0.00955841,0.00848286,0.00687223,0.0116761,0,0,0,0,0,0,0
51,0.0129856,0.00295303,0,0,0,0,0,0,0.0277652,0.0187059,0.0176267,0.00881669,0,0,0.00971054,0,0.0174957,0.00528901,0.0491323,0.023379,0.00540367,0.036654,0.0120099,0.0165729,0.0162004,0.0320471,0.0174926,0.0129409,0.0217492,0.0237459,0.0111109,0.0129369,0.0296451,0.0115271,0.00821244,0.0047186,0.00633132,0.0242084,0.00576371,0.00676439,0.013109,0,0,0.03364,0,0.0182371,0.0128703,0.0375531,0.0071666,0.0122642,0.00526864,0.0120189,0.0238725,0.00226952,0.0261156,0.00379757,0.00311046,0.00319313,0.0271717,0.00079242,0.00340645,0.00627074,0.0082537,0.00943312,0.00831886,0.00667421,0.0117701,0,0,0,0,0,0,0
52,0.0130794,0.00310254,0,0,0,0,0,0,0.0268968,0.0185578,0.0174626,0.0087385,0,0,0.0097063,0,0.0175449,0.00523413,0.0491615,0.0236677,0.00534095,0.0369574,0.0121209,0.0160581,0.0163156,0.0322346,0.0174792,0.0127467,0.0218877,0.0238561,0.0113276,0.0127479,0.0289279,0.011309,0.00820908,0.00468226,0.00640922,0.0241349,0.00613482,0.00668856,0.0133983,0,0,0.0339114,0,0.0181452,0.0127322,0.0375837,0.00755827,0.0122256,0.00556198,0.0121029,0.0247818,0.00233614,0.0259843,0.00338336,0.00322645,0.00328625,0.0267066,0.00118766,0.00380466,0.00617544,0.00839859,0.00933203,0.00812196,0.00649332,0.0118418,0,0,0,0,0,0,0
53,0.013266,0.00331138,0,0,0,0,0,0,0.026069,0.0184137,0.0172357,0.00854315,0,0,0.00967088,0,0.0175795,0.00517071,0.0492391,0.0239375,0.0052505,0.0371024,0.01227,0.0156356,0.0164703,0.0324564,0.0176308,0.0125323,0.0217952,0.0239454,0.0114481,0.0125191,0.0282187,0.0110089,0.00820693,0.00458688,0.0064382,0.0240573,0.00642621,0.00653932,0.0136965,0,0,0.0341638,0,0.0180231,0.0126081,0.0376925,0.00796282,0.0121234,0.00589546,0.0120522,0.0257612,0.00271877,0.0259234,0.00318092,0.00342446,0.00344377,0.0262806,0.00158041,0.00414981,0.00601595,0.00863528,0.00920228,0.0079266,0.00625219,0.0119902,0,0,0,0,0,0,0
54,0.0135583,0.00360086,0,0,0,0,0,0,0.025239,0.0182755,0.0169497,0.00825966,0,0,0.00960815,0,0.0176226,0.00509294,0.0493226,0.0241889,0.00519485,0.0373149,0.0123756,0.0152737,0.0166715,0.0327048,0.0178689,0.0123262,0.0216483,0.0239238,0.0115434,0.0122362,0.0274658,0.0106423,0.00822367,0.00448597,0.00634453,0.0239581,0.00651121,0.00630776,0.0140531,0,0,0.0344182,0,0.0178774,0.0125057,0.0378595,0.00821308,0.0120086,0.00625392,0.0120599,0.0268291,0.00293612,0.0258973,0.00324077,0.00365524,0.00364812,0.025898,0.00195829,0.00444714,0.00574218,0.0088262,0.0090563,0.00775263,0.00599882,0.0121971,0,0,0,0,0,0,0
55,0.0138451,0.00391391,0,0,0,0,0,0,0.0243191,0.0181769,0.0166159,0.0079627,0,0,0.00954681,0,0.0176762,0.0050033,0.0494226,0.0243065,0.00512274,0.0375431,0.0124116,0.0149163,0.0168052,0.032849,0.0180644,0.012089,0.0216588,0.0236862,0.0116198,0.0119327,0.02672,0.0103755,0.00825321,0.00442592,0.00617195,0.0238284,0.00648645,0.00605232,0.0144382,0,0,0.0346619,0,0.0177084,0.0123964,0.0380366,0.0083239,0.0119715,0.00665223,0.0120502,0.0278739,0.0029846,0.0258054,0.00336831,0.00380855,0.0038706,0.025534,0.00228853,0.00471129,0.00545411,0.00902709,0.00888303,0.00758253,0.00577627,0.0124163,0,0,0,0,0,0,0
56,0.0140058,0.00421847,0,0,0,0,0,0,0.0234719,0.0180899,0.0164361,0.00787516,0,0,0.00943443,0,0.0177603,0.00490534,0.0495193,0.0245229,0.00503487,0.037591,0.0124451,0.0143619,0.0169071,0.0328079,0.0181385,0.0118176,0.0217753,0.0237338,0.0116321,0.0117155,0.0259838,0.0102899,0.0082966,0.00439405,0.00609767,0.0237093,0.00656229,0.00577292,0.0147615,0,0,0.034848,0,0.0175398,0.012277,0.0381527,0.00849911,0.0120197,0.0070729,0.0120007,0.0288194,0.00295375,0.025623,0.00342835,0.00383156,0.0041211,0.0252529,0.00262721,0.00497786,0.00530961,0.00925582,0.00864718,0.00739732,0.00550239,0.0125681,0,0,0,0,0,0,0
57,0.0140777,0.00446438,0,0,0,0,0,0,0.0227089,0.0180148,0.0163215,0.0080483,0,0,0.00927214,0,0.017828,0.00483353,0.0495759,0.0248361,0.00497126,0.037542,0.0124916,0.0139326,0.0169994,0.0326637,0.0181723,0.0115116,0.0220713,0.02353,0.0116936,0.0115238,0.0251332,0.0101679,0.0083282,0.00435974,0.00594922,0.0237198,0.00657238,0.00552197,0.014961,0,0,0.0350001,0,0.0174932,0.0121638,0.0381662,0.00858513,0.0120904,0.00743903,0.0119031,0.0295999,0.0028857,0.0254481,0.00314393,0.00376955,0.0043656,0.0249755,0.00294595,0.00514053,0.00505964,0.00945065,0.00830866,0.00718182,0.00523225,0.012611,0,0,0,0,0,0,0
58,0.0141027,0.00465245,0,0,0,0,0,0,0.0218258,0.017922,0.016223,0.00794233,0,0,0.00911876,0,0.017883,0.00480696,0.0495325,0.0251409,0.00497389,0.0375366,0.012575,0.0136105,0.0171005,0.0324495,0.0181434,0.0112678,0.0219464,0.0232656,0.0118395,0.0112959,0.0244345,0.0099886,0.0083537,0.00428778,0.00583803,0.0237991,0.00664876,0.00522715,0.0150504,0,0,0.0351075,0,0.017534,0.0120244,0.0381191,0.00873382,0.0121691,0.00759801,0.0118933,0.0301526,0.00277717,0.025316,0.0028936,0.00364209,0.00447742,0.0247905,0.00318314,0.00523149,0.00484283,0.00959022,0.0080045,0.00699611,0.00496434,0.0126329,0,0,0,0,0,0,0
59,0.0140323,0.00471532,0,0,0,0,0,0,0.0210124,0.0177677,0.0162241,0.00754842,0,0,0.00898993,0,0.0180206,0.0047278,0.049411,0.0255752,0.00505759,0.0377049,0.0125812,0.0132872,0.0173202,0.0324112,0.0180732,0.0110837,0.0218138,0.0231094,0.0120366,0.0110335,0.0239649,0.00970064,0.0084107,0.00418294,0.00563721,0.0234949,0.00666801,0.00493698,0.0150819,0,0,0.0351374,0,0.0173648,0.0118558,0.0380915,0.00880712,0.0121816,0.00788748,0.0118927,0.0305551,0.00280013,0.025165,0.00289686,0.00373101,0.00479967,0.0246082,0.00353999,0.00548559,0.00456488,0.00974595,0.00791634,0.00692735,0.00471066,0.0125965,0,0,0,0,0,0,0
60,0.0139692,0.00483665,0,0,0,0,0,0,0.0204553,0.0176097,0.0162004,0.00728709,0,0,0.00883649,0,0.0180868,0.00469698,0.0492381,0.0259334,0.00508649,0.0377897,0.0126516,0.0129271,0.0175716,0.0322869,0.0178438,0.0109451,0.0217507,0.0231371,0.0121701,0.0107822,0.023486,0.00947475,0.00842529,0.00407468,0.00525899,0.0233675,0.00652169,0.00453821,0.0151176,0,0,0.0350275,0,0.0172075,0.011711,0.038077,0.00869503,0.0122353,0.00808917,0.011989,0.0308866,0.00281583,0.0250224,0.00258442,0.00376159,0.00503674,0.0243018,0.00385326,0.00564675,0.00416914,0.00997601,0.00760075,0.00658414,0.00444642,0.0125685,0,0,0,0,0,0,0
61,0.0138629,0.00494411,0,0,0,0,0,0,0.0199154,0.0174599,0.0162184,0.00731534,0,0,0.00863673,0,0.0181271,0.00463085,0.0490909,0.0262888,0.00506832,0.0380212,0.0126552,0.0125209,0.0176802,0.0321817,0.0176645,0.0107742,0.0218817,0.0231869,0.0122778,0.0105606,0.0229984,0.00922526,0.00845419,0.00411407,0.0050383,0.0232482,0.00649582,0.00416505,0.0150854,0,0,0.0348773,0,0.0170641,0.011624,0.038085,0.00868337,0.012335,0.00830381,0.0119958,0.0311473,0.0028419,0.0248278,0.00225116,0.00375708,0.00529875,0.0239632,0.00423258,0.00585727,0.00399475,0.0102737,0.00741699,0.00634184,0.00421044,0.0124514,0,0,0,0,0,0,0
62,0.0137452,0.00503916,0,0,0,0,0,0,0.019271,0.0172985,0.0161763,0.00739196,0,0,0.00837859,0,0.0182054,0.00455484,0.0490334,0.0265738,0.00502547,0.0382,0.012561,0.0120328,0.0176093,0.0320723,0.017581,0.010584,0.0218626,0.0232231,0.0123131,0.0103278,0.0225588,0.00885853,0.00851012,0.00404812,0.00473283,0.023109,0.00641057,0.00381979,0.0150527,0,0,0.0347191,0,0.016923,0.0116232,0.0381261,0.00857449,0.0124669,0.00855787,0.0119635,0.0314887,0.00284074,0.0245617,0.00206767,0.00364709,0.00556044,0.0235703,0.00459355,0.00605838,0.00381199,0.0104276,0.00729033,0.00618435,0.00400264,0.0122712,0,0,0,0,0,0,0
63,0.0135631,0.00508749,0,0,0,0,0,0,0.0187161,0.0171876,0.0161002,0.0071682,0,0,0.00813218,0,0.0183208,0.00445626,0.0490432,0.026887,0.0049476,0.038379,0.0123537,0.0116434,0.0175026,0.0319237,0.0175986,0.0104014,0.0213736,0.0232198,0.0123546,0.0100322,0.0220979,0.00846515,0.0085698,0.00400632,0.00460191,0.0229432,0.00643869,0.00372121,0.0149267,0,0,0.0345195,0,0.0167753,0.0116689,0.038223,0.00865097,0.0126495,0.00884406,0.0118248,0.0317555,0.00281206,0.0243372,0.00185953,0.00346342,0.00583586,0.0232427,0.00495982,0.00630947,0.00384477,0.0105341,0.00712539,0.00600064,0.00382897,0.0120591,0,0,0,0,0,0,0
64,0.0133235,0.00510652,0,0,0,0,0,0,0.0179876,0.0171488,0.0160296,0.00694513,0,0,0.00794288,0,0.0183499,0.00438817,0.0491489,0.0271818,0.00486118,0.0385757,0.0121246,0.0114612,0.0174251,0.0317077,0.017626,0.0102355,0.0214787,0.0231209,0.0123614,0.00971538,0.0215217,0.0081229,0.00855654,0.00397879,0.00471793,0.0228325,0.00657785,0.0042026,0.0147294,0,0,0.0342779,0,0.0167023,0.0115683,0.0383833,0.00888634,0.0128666,0.00914354,0.011633,0.0319189,0.00286408,0.0241926,0.00160405,0.0032188,0.00611772,0.02297,0.00525703,0.00657866,0.00415996,0.0106457,0.00687494,0.005757,0.00364538,0.0118277,0,0,0,0,0,0,0
65,0.0130793,0.00515221,0,0,0,0,0,0,0.0173326,0.0171107,0.0159729,0.00685782,0,0,0.00774505,0,0.0183815,0.00430438,0.0493364,0.0274335,0.00479696,0.0387193,0.0119648,0.0111349,0.0173923,0.0314925,0.0176298,0.0100945,0.0217848,0.0229073,0.0123207,0.00942928,0.0208559,0.00777292,0.00854461,0.00395226,0.00475255,0.0227003,0.00659122,0.00455208,0.0145288,0,0,0.0339872,0,0.0166171,0.0114431,0.0384911,0.00878887,0.0131124,0.00956593,0.0114158,0.0320558,0.00311524,0.0240251,0.00159895,0.00302917,0.00635529,0.0227416,0.00550363,0.00679237,0.0044643,0.0107292,0.00657457,0.00551368,0.00351876,0.0116173,0,0,0,0,0,0,0
