Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73
911,0.00692485,0.00418509,0,0,0,0,0,0,0.0109186,0.0192118,0.0188103,0.0074086,0,0,0.0043261,0,0.0154917,0.00209883,0.0410262,0.036228,0.0126427,0.0318199,0.00997567,0.00191636,0.0236843,0.0394157,0.0249807,0.0185272,0.0241137,0.0239594,0.0108342,0.0288249,0.0139753,0.00522467,0.00527095,0.00281979,0.0152268,0.0158109,0.0109596,0.00391046,0.00541082,0,0,0.0206636,0,0.0143217,0.00413265,0.0418301,0.00896701,0.0161314,0.0123795,0.0106019,0.0281494,0.00673525,0.0302281,0.00747211,0.00563538,0.0127208,0.0372588,0.0125059,0.0130044,0.0168108,0.0146892,0.00504319,0.00845992,0.0088433,0.00748394,0,0,0,0,0,0,0
912,0.0069398,0.00413377,0,0,0,0,0,0,0.0110606,0.0191866,0.0188376,0.00742916,0,0,0.00432748,0,0.0155543,0.0020821,0.0410187,0.0362536,0.0126393,0.0318176,0.00993308,0.00189011,0.0237127,0.039393,0.0249886,0.0185599,0.0241079,0.0239214,0.0108408,0.0288332,0.0139561,0.00525065,0.00527582,0.00279888,0.0150938,0.015826,0.0109654,0.00390462,0.00539461,0,0,0.0207498,0,0.0143465,0.00414843,0.0418625,0.00900307,0.0161673,0.0123707,0.0105535,0.0282072,0.00670428,0.0302064,0.00746721,0.00560491,0.0127408,0.0372135,0.0125011,0.0130432,0.0165913,0.0146418,0.00505876,0.00841734,0.00879393,0.0074722,0,0,0,0,0,0,0
913,0.00691886,0.0040815,0,0,0,0,0,0,0.011092,0.0191551,0.0188384,0.00743438,0,0,0.00431031,0,0.0155734,0.00205927,0.0410051,0.036271,0.0126301,0.0317823,0.00988392,0.00188016,0.0236869,0.0392912,0.0249096,0.0185525,0.0240868,0.0238847,0.0108399,0.0288303,0.013956,0.00522284,0.00528093,0.00278362,0.0150851,0.0158535,0.0109024,0.00390125,0.00538955,0,0,0.0208623,0,0.0143651,0.00416724,0.0418909,0.00898722,0.0161566,0.0123604,0.01049,0.0282502,0.00669541,0.0302064,0.00749568,0.00559633,0.0127052,0.037183,0.0124965,0.0130244,0.0165906,0.0147306,0.00506101,0.00837864,0.00875651,0.00745653,0,0,0,0,0,0,0
914,0.00692056,0.00401178,0,0,0,0,0,0,0.0110645,0.019125,0.0188583,0.00744692,0,0,0.0042877,0,0.0155431,0.00204042,0.0409478,0.0362827,0.0126339,0.0317412,0.00984945,0.00188064,0.0236558,0.0392008,0.0248451,0.0185412,0.0240496,0.0238627,0.0108172,0.028817,0.0139408,0.00517829,0.00527083,0.00281066,0.0152751,0.0158627,0.0108674,0.00388387,0.00536847,0,0,0.0209422,0,0.0143454,0.00412897,0.041894,0.0089253,0.0160802,0.0123119,0.0104383,0.028241,0.00670136,0.0302252,0.00756965,0.00558341,0.0125964,0.037166,0.0124633,0.012907,0.0168545,0.0147792,0.00506132,0.00835022,0.00870729,0.00743753,0,0,0,0,0,0,0
915,0.00691711,0.00394969,0,0,0,0,0,0,0.0110265,0.0191248,0.0188858,0.00742582,0,0,0.00426161,0,0.0155218,0.00205696,0.0409529,0.0362446,0.0126265,0.0317069,0.00981202,0.00189559,0.0236659,0.0391384,0.0248091,0.0185397,0.0240317,0.0238619,0.010784,0.0288065,0.0140078,0.00515926,0.00525326,0.0028218,0.0152873,0.015843,0.0108388,0.00385949,0.00534471,0,0,0.0210037,0,0.014294,0.00403886,0.0418705,0.00888435,0.0160531,0.0122634,0.0104039,0.0282305,0.00668723,0.0302445,0.0076196,0.00557953,0.0125441,0.0371492,0.0124222,0.0128338,0.0168556,0.0147671,0.00504972,0.00831062,0.00864315,0.00742682,0,0,0,0,0,0,0
916,0.00689594,0.00390345,0,0,0,0,0,0,0.0110531,0.0191507,0.0188609,0.00740748,0,0,0.00425858,0,0.0155455,0.00207097,0.0409835,0.0362087,0.012597,0.0316849,0.0097683,0.00200533,0.0236732,0.039126,0.0247199,0.0185567,0.0240612,0.0239139,0.010794,0.0288202,0.0140744,0.00518175,0.00525392,0.00279299,0.0151091,0.0158752,0.0108358,0.00385493,0.0053589,0,0,0.0210234,0,0.0143339,0.00397438,0.0418617,0.00889155,0.0160777,0.0122311,0.0103642,0.0282493,0.00669226,0.0302366,0.00762892,0.00558669,0.0125661,0.0371264,0.0123901,0.0128486,0.0166052,0.0147012,0.00506882,0.00826822,0.00858406,0.00742034,0,0,0,0,0,0,0
917,0.00690616,0.00384209,0,0,0,0,0,0,0.0110404,0.019144,0.0188415,0.00738736,0,0,0.00427703,0,0.0155501,0.00209023,0.0409775,0.0362044,0.0125802,0.031693,0.00972383,0.00212746,0.0236526,0.0390985,0.0246867,0.0185762,0.0240669,0.0239431,0.0108047,0.0288258,0.0140989,0.00516856,0.00527039,0.00280434,0.0150084,0.0159063,0.0108768,0.00387006,0.00538973,0,0,0.0210806,0,0.0143655,0.00403733,0.0418432,0.00891705,0.0160819,0.012244,0.0103306,0.0282756,0.00668737,0.0302175,0.00766151,0.00560475,0.012586,0.0371073,0.0123732,0.0128741,0.0164792,0.0147183,0.00506392,0.0081536,0.00852234,0.00735704,0,0,0,0,0,0,0
918,0.00694784,0.00379375,0,0,0,0,0,0,0.0108781,0.019119,0.0188455,0.00737509,0,0,0.00430547,0,0.0155341,0.00211518,0.0409613,0.0362335,0.0125618,0.0316723,0.00967925,0.0019873,0.023599,0.0390492,0.0247128,0.0185623,0.0240604,0.0238853,0.0108031,0.0288031,0.0141452,0.00507391,0.00527044,0.00284555,0.0149166,0.0159495,0.0108332,0.00390165,0.00541533,0,0,0.0211632,0,0.0143908,0.00407557,0.0418501,0.00894099,0.0160765,0.0122606,0.0102826,0.0283131,0.00669101,0.0302149,0.00772222,0.00560124,0.0126019,0.0370955,0.0123713,0.0129152,0.0163649,0.0146053,0.00504465,0.00793289,0.00845635,0.00723749,0,0,0,0,0,0,0
919,0.00701476,0.00373436,0,0,0,0,0,0,0.0109803,0.0191652,0.0188811,0.00733271,0,0,0.00430258,0,0.0155401,0.00213918,0.040972,0.0362786,0.0125268,0.0316481,0.00961926,0.0019061,0.0235872,0.0390216,0.0248123,0.0185482,0.024079,0.023868,0.0107963,0.0287736,0.0141975,0.00499836,0.00526663,0.0028541,0.0148881,0.0160231,0.0107715,0.00392224,0.00540942,0,0,0.0213202,0,0.0144142,0.00427085,0.0418657,0.0089174,0.0160473,0.0122553,0.010215,0.028341,0.00668667,0.03022,0.00764563,0.0055915,0.0125743,0.0371001,0.0123564,0.0128589,0.0163334,0.0145617,0.00498762,0.00758933,0.00840427,0.00733257,0,0,0,0,0,0,0
920,0.00710048,0.00369294,0,0,0,0,0,0,0.0111039,0.0191995,0.0188742,0.00732766,0,0,0.00428114,0,0.0155466,0.00216483,0.0409675,0.0362895,0.0124835,0.0316456,0.00955632,0.00188092,0.0235994,0.0389673,0.0249286,0.0185496,0.0241,0.0238996,0.0107868,0.0287596,0.0142749,0.00494874,0.00525756,0.00285126,0.0149941,0.0161148,0.0107685,0.00392433,0.00541598,0,0,0.0215286,0,0.0144273,0.00449745,0.0418933,0.00885997,0.0160105,0.0122519,0.0101327,0.0284046,0.00669397,0.0302157,0.00734692,0.0056097,0.0124897,0.0371076,0.0123422,0.0127657,0.0164866,0.0145896,0.00488897,0.00714357,0.00834987,0.0074434,0,0,0,0,0,0,0
921,0.00718644,0.00368406,0,0,0,0,0,0,0.0111665,0.0192048,0.018869,0.00732033,0,0,0.00424151,0,0.0155328,0.00219495,0.0409791,0.0362975,0.0124653,0.0316432,0.00947048,0.00187071,0.0236117,0.0388964,0.0248721,0.018568,0.0240942,0.0239155,0.0107722,0.0287543,0.014355,0.00499936,0.00524939,0.00285702,0.0150845,0.0162035,0.0108358,0.00395487,0.00546171,0,0,0.0217644,0,0.0144198,0.00475936,0.041921,0.00883712,0.015976,0.0122761,0.0100496,0.0284958,0.00669704,0.0301717,0.00721,0.00563308,0.0124473,0.037085,0.0123376,0.0127317,0.016645,0.0146756,0.0048118,0.0066006,0.00832335,0.00752258,0,0,0,0,0,0,0
922,0.00725346,0.00367152,0,0,0,0,0,0,0.0111952,0.0192091,0.0188779,0.00730995,0,0,0.00422983,0,0.0154789,0.0022173,0.0409986,0.0363056,0.012463,0.0316446,0.00939466,0.00185917,0.0236388,0.0388312,0.0247329,0.0186057,0.0240865,0.0239132,0.0107537,0.0287392,0.0144327,0.00511822,0.00525299,0.0028956,0.0149053,0.0163213,0.0108184,0.00399233,0.00551033,0,0,0.0219423,0,0.0144632,0.00504228,0.0419326,0.00882638,0.0159903,0.0123066,0.00998184,0.0285619,0.00671107,0.0301223,0.00733116,0.00564818,0.0124846,0.0370337,0.0123224,0.012777,0.0164472,0.0146843,0.00479786,0.00607466,0.0083005,0.00755086,0,0,0,0,0,0,0
923,0.00729961,0.00364015,0,0,0,0,0,0,0.0111953,0.0192313,0.0189053,0.00732533,0,0,0.00427406,0,0.0153845,0.00224367,0.0409879,0.0363628,0.0124716,0.0316452,0.00931014,0.00186411,0.0236435,0.0387369,0.024668,0.0186688,0.02407,0.023895,0.0107311,0.0287027,0.0144903,0.00516431,0.00524071,0.00295707,0.014474,0.0164633,0.0107329,0.00401133,0.00553654,0,0,0.0220523,0,0.0145396,0.00528416,0.0419411,0.00884173,0.016048,0.0123416,0.00989989,0.0285889,0.00671227,0.0300749,0.00728642,0.00566251,0.0125813,0.0369671,0.0122897,0.0128738,0.0158845,0.0146292,0.00478602,0.00559872,0.00827032,0.00758236,0,0,0,0,0,0,0
924,0.00735856,0.00361261,0,0,0,0,0,0,0.0112219,0.0192346,0.0189382,0.00733052,0,0,0.0042928,0,0.0153586,0.00227682,0.0409879,0.0364205,0.0125013,0.0316324,0.00923135,0.00187556,0.0236527,0.0386194,0.0246356,0.0187309,0.0240453,0.0238642,0.0106988,0.0286606,0.0144287,0.00505658,0.00522881,0.00296789,0.0141662,0.0166125,0.0107098,0.00401094,0.00556034,0,0,0.0221799,0,0.0145948,0.00546097,0.0419502,0.00887421,0.0160932,0.0123315,0.00980178,0.0286052,0.00670839,0.0300505,0.00721827,0.0056716,0.0126204,0.0369061,0.0122838,0.0129192,0.0154866,0.0145318,0.00471813,0.00516194,0.00823403,0.00761735,0,0,0,0,0,0,0
925,0.00744661,0.00355016,0,0,0,0,0,0,0.0112565,0.0192152,0.0189406,0.00731498,0,0,0.00425565,0,0.0153944,0.00229283,0.0410112,0.0364366,0.0124809,0.0316363,0.00916654,0.00190026,0.0236297,0.0385281,0.0246566,0.0187435,0.0240483,0.0238594,0.0106498,0.0286372,0.0144235,0.00493735,0.00521606,0.00295044,0.014255,0.016739,0.0106688,0.0040019,0.00559281,0,0,0.0223006,0,0.0146175,0.00561445,0.0419712,0.00881395,0.0160834,0.0122528,0.00973093,0.0285942,0.00669177,0.0300761,0.007291,0.00566965,0.0124852,0.0369172,0.0122131,0.0127907,0.015603,0.0144102,0.00465349,0.00481732,0.00818674,0.00759948,0,0,0,0,0,0,0
926,0.00751954,0.00349769,0,0,0,0,0,0,0.0113221,0.0191722,0.018924,0.00729101,0,0,0.00418902,0,0.0154721,0.00228682,0.0410184,0.0364,0.0124417,0.0316423,0.00909779,0.00190045,0.0236204,0.0384355,0.024558,0.0187554,0.0240646,0.0238857,0.0106193,0.0286155,0.0145165,0.00485613,0.00521669,0.00290355,0.0142964,0.0168502,0.0106071,0.00395941,0.00559687,0,0,0.0223841,0,0.014638,0.00576924,0.0420104,0.00876369,0.0160961,0.0121856,0.00965722,0.0285553,0.00667823,0.0300671,0.00752756,0.00567743,0.0123803,0.0369128,0.0121439,0.0126789,0.0156554,0.0142741,0.00458182,0.00453956,0.00814164,0.00745613,0,0,0,0,0,0,0
927,0.00757544,0.00346003,0,0,0,0,0,0,0.0113478,0.019153,0.0189199,0.00727287,0,0,0.00415468,0,0.0154915,0.00226738,0.0410045,0.0363911,0.0124041,0.0316589,0.00903498,0.0019055,0.0236055,0.0382754,0.0244595,0.0188004,0.0240988,0.0239215,0.0105853,0.0285847,0.0146636,0.00486275,0.00522183,0.00289064,0.0141679,0.0169727,0.0105268,0.00392758,0.00562922,0,0,0.0224619,0,0.0146848,0.00594335,0.0420562,0.00874584,0.0161171,0.0121369,0.00958006,0.0285294,0.0066502,0.0300184,0.00794463,0.00568424,0.0123673,0.0368413,0.0121168,0.0126498,0.0154479,0.0142024,0.00448693,0.00431816,0.00809236,0.00741013,0,0,0,0,0,0,0
928,0.00762439,0.00342321,0,0,0,0,0,0,0.0113069,0.0191549,0.0189086,0.00724782,0,0,0.00413511,0,0.0154828,0.00224715,0.0409798,0.036406,0.0123655,0.0316715,0.00895608,0.0019026,0.0235769,0.0380589,0.0244891,0.0188258,0.0241282,0.023987,0.0105885,0.0285552,0.0148505,0.00495335,0.00520887,0.00289687,0.0139682,0.0171121,0.0104534,0.00392351,0.00566626,0,0,0.0225542,0,0.0147508,0.0061036,0.042055,0.00872858,0.0161294,0.0120891,0.00949854,0.0285233,0.00663698,0.0299723,0.00799759,0.00567697,0.0123765,0.0367563,0.0121093,0.0126324,0.0151684,0.0141994,0.00435579,0.00413303,0.00803098,0.00749246,0,0,0,0,0,0,0
929,0.00768078,0.00336235,0,0,0,0,0,0,0.0114055,0.0191592,0.0188644,0.00723113,0,0,0.00410405,0,0.0154733,0.00226381,0.0409509,0.0364323,0.012327,0.0316495,0.00889593,0.00191182,0.0235392,0.0380675,0.0244919,0.018828,0.024127,0.0240509,0.0105932,0.0285324,0.0149964,0.00499481,0.0051803,0.0029247,0.0138805,0.0172397,0.0103582,0.00391886,0.00568207,0,0,0.0226398,0,0.0147816,0.0062182,0.0420375,0.00865117,0.0161042,0.0120093,0.00942776,0.0285309,0.00662135,0.0299578,0.00778288,0.00565709,0.012274,0.0366931,0.0120387,0.0125034,0.0150942,0.0142008,0.00419729,0.00397927,0.00796142,0.00765155,0,0,0,0,0,0,0
930,0.00773768,0.00329857,0,0,0,0,0,0,0.0114948,0.0191946,0.01882,0.00718412,0,0,0.0041056,0,0.0154408,0.00228352,0.0409811,0.0364534,0.0123014,0.0316219,0.00885145,0.00195455,0.0235262,0.03805,0.0245739,0.0188778,0.0241493,0.024096,0.0105838,0.0285139,0.0150761,0.00500982,0.00515708,0.00293644,0.0137873,0.0173587,0.0102512,0.00393201,0.00570114,0,0,0.0226921,0,0.0147724,0.00630279,0.0420311,0.00852946,0.0160993,0.0119474,0.00931867,0.0285382,0.00660681,0.0299382,0.00765749,0.00568403,0.0120997,0.036746,0.0119161,0.0123544,0.0150144,0.0141853,0.00404759,0.00383782,0.00789253,0.00771212,0,0,0,0,0,0,0
931,0.00780087,0.00324803,0,0,0,0,0,0,0.0115798,0.0192523,0.018801,0.00715442,0,0,0.00413192,0,0.0153523,0.00231007,0.0410264,0.0364619,0.0122792,0.0316217,0.0087826,0.00197189,0.0235222,0.0379526,0.0246196,0.01895,0.0242016,0.0241065,0.0105346,0.0284884,0.0151355,0.0050269,0.00514587,0.00298635,0.0137849,0.0174773,0.0100819,0.00395589,0.00574897,0,0,0.0226995,0,0.0147369,0.0063894,0.0420062,0.00830066,0.0160967,0.0119114,0.00920492,0.0285601,0.00661399,0.0299742,0.0076733,0.00572831,0.0118418,0.0370179,0.0117023,0.0121148,0.0150116,0.0142145,0.00387492,0.00369408,0.00782409,0.00773819,0,0,0,0,0,0,0
932,0.00732389,0.00447639,0,0,0,0,0,0,0.0116454,0.0193968,0.0187183,0.00698012,0,0,0.00385186,0,0.015291,0.00261983,0.0411749,0.0364096,0.0121963,0.0315459,0.00806073,0.00151863,0.0234853,0.0377982,0.0245718,0.0190532,0.0241916,0.0241199,0.0104414,0.0283991,0.0152416,0.00467522,0.00517637,0.00309761,0.0135007,0.0187513,0.00993384,0.0038346,0.00568591,0,0,0.0118,0,0.0142238,0.00356501,0.0420121,0.0082611,0.0159643,0.0117614,0.00843634,0.0216915,0.00655707,0.0299809,0.00765018,0.00565278,0.0116313,0.0369915,0.0115134,0.0118555,0.0145887,0.0125368,0.00219499,0.00351707,0.00863524,0.00738452,0,0,0,0,0,0,0
933,0.00788214,0.00316275,0,0,0,0,0,0,0.0112328,0.0192875,0.0185973,0.00699993,0,0,0.00399987,0,0.015333,0.00232841,0.0410601,0.0364118,0.0121371,0.0312634,0.00834993,0.00206622,0.0233055,0.0373218,0.0243785,0.0191225,0.0241388,0.0240976,0.010529,0.0284767,0.0148489,0.00506213,0.0051505,0.00303119,0.0134393,0.017726,0.00990507,0.00396033,0.0058191,0,0,0.022421,0,0.0147638,0.00640333,0.0420769,0.00839856,0.01591,0.011464,0.00880749,0.0284868,0.00641431,0.0298531,0.00788511,0.00550822,0.0114841,0.0366065,0.0114329,0.0116607,0.0144827,0.0141962,0.00355812,0.00357331,0.0077777,0.00776006,0,0,0,0,0,0,0
934,0.0079146,0.00306041,0,0,0,0,0,0,0.0111419,0.0193096,0.0185104,0.00691197,0,0,0.00394592,0,0.0153486,0.00237748,0.0410772,0.0363447,0.0120417,0.031091,0.00822159,0.00208329,0.0231644,0.0370111,0.0242962,0.0192124,0.0240977,0.0241529,0.0105881,0.028496,0.0148238,0.00502143,0.00515495,0.00306362,0.0131798,0.0178081,0.00978969,0.00398472,0.00583244,0,0,0.0226536,0,0.0147726,0.00652053,0.0421283,0.00831016,0.0158281,0.0112451,0.00866023,0.0285705,0.00633643,0.0297696,0.0082566,0.00543473,0.0112916,0.0363049,0.0112963,0.011428,0.0142028,0.0141464,0.00352552,0.00354099,0.00764949,0.00775616,0,0,0,0,0,0,0
935,0.00794508,0.00293093,0,0,0,0,0,0,0.0110646,0.0192909,0.0184678,0.00684289,0,0,0.00388239,0,0.0153602,0.00243949,0.0411117,0.0362956,0.011938,0.0308926,0.00810127,0.0021027,0.0230175,0.0366447,0.0241966,0.0193443,0.0240442,0.0242372,0.0106166,0.028526,0.0147808,0.00495693,0.00515576,0.00303573,0.0129319,0.0178615,0.00964387,0.00398923,0.00583516,0,0,0.0229033,0,0.0147756,0.00666323,0.0421557,0.00815442,0.0158122,0.0110209,0.00851943,0.0286705,0.00628478,0.0296867,0.00825147,0.00538978,0.0110667,0.036142,0.0110829,0.0112181,0.0139115,0.0141355,0.00351787,0.00352369,0.00750027,0.00773166,0,0,0,0,0,0,0
936,0.00797034,0.00277817,0,0,0,0,0,0,0.0109935,0.0192286,0.0184139,0.00676956,0,0,0.00376294,0,0.0154178,0.00246548,0.0411729,0.0362535,0.0118278,0.0306972,0.00798292,0.00207953,0.0228376,0.0362734,0.0239407,0.0194912,0.0240253,0.0242431,0.0106348,0.0285469,0.0147368,0.00486666,0.00514641,0.0029546,0.0127657,0.0179096,0.00941051,0.00401594,0.00582978,0,0,0.0231308,0,0.0147773,0.0068222,0.0421364,0.00791629,0.0157948,0.0107751,0.00840473,0.0287432,0.00626121,0.0296742,0.0081024,0.00536785,0.0107164,0.0361368,0.0107487,0.0109124,0.0136662,0.0140942,0.00357372,0.0035195,0.00730761,0.00770152,0,0,0,0,0,0,0
937,0.00801122,0.00259618,0,0,0,0,0,0,0.010975,0.0192177,0.0183684,0.00662698,0,0,0.00371768,0,0.0154541,0.00247226,0.0412052,0.0362226,0.0117155,0.0305081,0.00785448,0.00205092,0.0227019,0.0359991,0.02371,0.0195964,0.0240209,0.0241542,0.0106395,0.0285561,0.0148292,0.00480721,0.00513315,0.00292049,0.0125046,0.0179609,0.00911875,0.00404,0.00584384,0,0,0.0233307,0,0.0147503,0.00694425,0.0420853,0.00764049,0.0157517,0.0105704,0.00831506,0.0287669,0.00622879,0.0297004,0.00830416,0.00533254,0.0103278,0.0362193,0.010418,0.0105337,0.0133681,0.0140381,0.00369323,0.00352104,0.00708002,0.0076773,0,0,0,0,0,0,0
938,0.00806607,0.00241398,0,0,0,0,0,0,0.0107946,0.0192195,0.0182953,0.00642654,0,0,0.00367468,0,0.0154587,0.0024985,0.0412125,0.0361301,0.0115334,0.0301086,0.0077101,0.00210288,0.022485,0.0355836,0.0232744,0.0197235,0.0239208,0.0240373,0.0106635,0.0285602,0.0148365,0.00477289,0.00513319,0.00294113,0.0122547,0.0180297,0.00888277,0.00407583,0.005856,0,0,0.0235508,0,0.0147446,0.00705586,0.0420719,0.00744989,0.0156334,0.0103006,0.00823095,0.0287891,0.00614697,0.0297086,0.00833218,0.00522755,0.0099723,0.0361219,0.0101431,0.0101565,0.0130563,0.0139744,0.00393334,0.00353961,0.0068629,0.00767539,0,0,0,0,0,0,0
939,0.00811311,0.00221747,0,0,0,0,0,0,0.0105752,0.019231,0.0182389,0.00626037,0,0,0.00362563,0,0.0153937,0.00255105,0.0412777,0.0360521,0.0113127,0.0296868,0.00756524,0.00217571,0.0222642,0.0350743,0.0231468,0.0198301,0.0237855,0.0239192,0.0107311,0.0285291,0.0147185,0.00474574,0.00514757,0.00301366,0.0121304,0.0180885,0.00863033,0.0041337,0.00588779,0,0,0.0238082,0,0.0147112,0.00719206,0.0421027,0.00723314,0.0154503,0.0100048,0.00815849,0.0288436,0.00603869,0.0296916,0.00843109,0.00507387,0.00962985,0.0358649,0.00979955,0.00973734,0.0128308,0.0138868,0.00412403,0.00353929,0.00662325,0.00768257,0,0,0,0,0,0,0
940,0.00813775,0.00200865,0,0,0,0,0,0,0.010243,0.0192882,0.0181247,0.00615994,0,0,0.0036004,0,0.0153213,0.0026186,0.041472,0.0358853,0.0111145,0.0292181,0.00740842,0.00224155,0.0220096,0.0344704,0.0232448,0.0198761,0.0235151,0.0237708,0.0107845,0.0284803,0.0144784,0.0046947,0.00515423,0.00309205,0.0120719,0.0181804,0.00833944,0.00418941,0.00592589,0,0,0.0239818,0,0.0146882,0.00737142,0.0421177,0.00700437,0.015272,0.00967973,0.00808005,0.028853,0.00589229,0.0296484,0.00848167,0.00488478,0.00930794,0.0355041,0.00947382,0.00932503,0.0126903,0.0136737,0.00444194,0.00363573,0.00640009,0.00770352,0,0,0,0,0,0,0
941,0.00818746,0.00180514,0,0,0,0,0,0,0.00989733,0.019314,0.0179208,0.00605434,0,0,0.00347686,0,0.01534,0.00275498,0.0417578,0.0356119,0.0109457,0.0287461,0.00721754,0.00232055,0.0216731,0.0338173,0.0230101,0.0198648,0.023104,0.0235981,0.0107553,0.0284308,0.0141788,0.00452047,0.00514235,0.00308638,0.011897,0.018242,0.00805902,0.00426047,0.00598258,0,0,0.024208,0,0.0146189,0.00756708,0.0421081,0.00679158,0.0151602,0.00931977,0.0079797,0.0288539,0.00572483,0.0295596,0.0081836,0.0047126,0.00902145,0.035064,0.00921338,0.0090068,0.0124682,0.0134914,0.00479826,0.00382162,0.00621827,0.00771529,0,0,0,0,0,0,0
942,0.00818865,0.00163999,0,0,0,0,0,0,0.00947165,0.0193327,0.0176505,0.00595225,0,0,0.00329077,0,0.0154185,0.00286122,0.0419862,0.0352125,0.0107888,0.0282532,0.0070479,0.0024265,0.0212445,0.0331276,0.0225943,0.0198255,0.0229982,0.0234319,0.0106827,0.0283874,0.0138751,0.00422192,0.00515042,0.00302471,0.0116823,0.018296,0.00777483,0.00430939,0.0060512,0,0,0.0245066,0,0.0145684,0.00774338,0.0420638,0.00653306,0.0151255,0.0089813,0.00789191,0.0288406,0.00564808,0.0295335,0.00818345,0.00462097,0.00869745,0.0349029,0.00892809,0.00865919,0.012215,0.0133586,0.00514231,0.00392365,0.00606156,0.00769771,0,0,0,0,0,0,0
943,0.00817275,0.00148985,0,0,0,0,0,0,0.00904021,0.0194298,0.0173499,0.00590182,0,0,0.00318221,0,0.0153724,0.00289297,0.0421183,0.0346791,0.0106418,0.0278125,0.00694671,0.00255502,0.0207111,0.032491,0.0224963,0.0197208,0.0229464,0.0232774,0.0106654,0.0283466,0.0137018,0.00395213,0.00517293,0.00305706,0.0113822,0.0183318,0.00744471,0.00429964,0.00617234,0,0,0.0248567,0,0.0144724,0.00789518,0.0420028,0.00620393,0.0149637,0.00873995,0.00783054,0.0288361,0.00565564,0.0295703,0.00855969,0.00459278,0.00830764,0.0349496,0.00855544,0.00815897,0.0118414,0.0131903,0.00543985,0.00394937,0.00586462,0.00765738,0,0,0,0,0,0,0
944,0.00819922,0.00140292,0,0,0,0,0,0,0.00836359,0.019482,0.0169055,0.00587726,0,0,0.00304036,0,0.01539,0.00292968,0.0422015,0.0339136,0.0104331,0.0272351,0.00677028,0.00264152,0.0200919,0.031717,0.0221602,0.0195897,0.0228394,0.0231294,0.0107025,0.0282683,0.013419,0.00388802,0.00519502,0.00310068,0.011162,0.0183249,0.00713675,0.00434616,0.00632263,0,0,0.0253193,0,0.0143834,0.00805357,0.0419027,0.00603564,0.0147506,0.00842661,0.00766515,0.0288857,0.00555838,0.0295609,0.00863704,0.00446618,0.00788365,0.0347784,0.00815176,0.00754689,0.0115017,0.0131031,0.00567893,0.00396023,0.00578001,0.00765968,0,0,0,0,0,0,0
945,0.00829661,0.00131059,0,0,0,0,0,0,0.00796008,0.0195113,0.0164852,0.00586494,0,0,0.00281918,0,0.0154424,0.00305067,0.0422304,0.0332104,0.0102312,0.0269109,0.0066903,0.00270798,0.0196235,0.0312225,0.0218368,0.0194273,0.0227354,0.0231853,0.0107683,0.0282368,0.0133827,0.00361452,0.0051984,0.00311135,0.0108609,0.0183762,0.00683009,0.00439899,0.00655005,0,0,0.0257152,0,0.0142983,0.00821405,0.0417459,0.00591818,0.0145431,0.00811691,0.00755712,0.0288749,0.00542031,0.0294528,0.00830657,0.00427656,0.00749431,0.0342878,0.00779007,0.00705657,0.011125,0.0129932,0.00586026,0.00404384,0.0056848,0.00772566,0,0,0,0,0,0,0
946,0.00840566,0.00127674,0,0,0,0,0,0,0.00776428,0.0196285,0.015983,0.00594029,0,0,0.0026528,0,0.0154167,0.00317541,0.0422596,0.0324272,0.00999267,0.0264802,0.00653414,0.00271984,0.0191422,0.0304454,0.0213469,0.01932,0.0225207,0.0230835,0.0108306,0.0282047,0.0131989,0.00328064,0.00520956,0.0031432,0.0106318,0.0184437,0.00654766,0.00455452,0.00683843,0,0,0.0261411,0,0.0142274,0.00835376,0.0416059,0.00588543,0.0143644,0.00779344,0.00734337,0.0289438,0.00522628,0.029336,0.0082777,0.00404855,0.00709872,0.0339091,0.00740579,0.00658068,0.0108334,0.0127594,0.00604923,0.00413528,0.00569003,0.00782943,0,0,0,0,0,0,0
947,0.00850913,0.00128564,0,0,0,0,0,0,0.00756616,0.019794,0.0155101,0.00607169,0,0,0.00249742,0,0.0153505,0.00327386,0.0422317,0.0316587,0.00973127,0.0260416,0.00631723,0.00275838,0.0185775,0.0296826,0.0210121,0.0192736,0.0222811,0.0229622,0.0108645,0.0281859,0.0130083,0.00290437,0.00525498,0.00316885,0.0104058,0.0185908,0.00629542,0.00471887,0.00718135,0,0,0.0265082,0,0.0142114,0.00845713,0.0415101,0.0059043,0.0142176,0.00750253,0.00706955,0.029,0.00495785,0.0292742,0.00853303,0.00379163,0.00671742,0.0337067,0.00698247,0.00607827,0.0104854,0.0126925,0.00629689,0.00423012,0.0057128,0.00795567,0,0,0,0,0,0,0
