Timestep,,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUR_B
266,0,0.00542175,0.0054367,0,0,0,0,0,0.00767584,0.0226328,0.0161227,0.00642437,0,0,0.0177769,0,0.017157,0.0098374,0.0404314,0.0343687,0.00964056,0.02453,0.00694804,0.0245972,0.0162186,0.0281866,0.0208114,0.0171941,0.0213427,0.0202929,0.00946778,0.0279578,0.0126195,0.0213742,0.00708908,0.00759309,0.00859571,0.0246388,0.00774761,0.00509072,0.00332441,0,0,0.0372968,0,0.0223982,0.0117498,0.0428647,0.00576117,0.014745,0.0105524,0.00934801,0.0154179,0.00500429,0.0291545,0.00461184,0.00430007,0.00720373,0.0324269,0.00734491,0.00790796,0.00859846,0.00402432,0.0139497,0.0137037,0.00945978,0.00423627,0,0,0,0,0,0,0,0,0
267,0,0.0055389,0.0053985,0,0,0,0,0,0.00777923,0.0226517,0.0161049,0.00648677,0,0,0.0177777,0,0.0171581,0.00983743,0.0402776,0.0343746,0.00962977,0.0245463,0.0070587,0.0245801,0.0161215,0.028219,0.0204294,0.0171853,0.0213985,0.0204036,0.00955664,0.0279983,0.0127998,0.0213605,0.00706152,0.00757495,0.00868535,0.0246467,0.00776302,0.00512945,0.00336618,0,0,0.0373877,0,0.0223948,0.0117913,0.0428347,0.00576034,0.0146302,0.0104442,0.00949003,0.015435,0.00499187,0.0291118,0,0.00428398,0.00717113,0.032416,0.00735047,0.00786663,0.00873982,0.0040887,0.0139311,0.0136893,0.00942846,0.0042882,0,0,0,0,0,0,0,0,0
268,0,0.00544774,0.00535329,0,0,0,0,0,0.00809848,0.0226149,0.0161167,0.00650448,0,0,0.0177782,0,0.0171879,0.00988164,0.0400667,0.0344585,0.00961821,0.0247631,0.007151,0.0246403,0.0163119,0.0285134,0.0200633,0.017234,0.0215299,0.0205517,0.00958841,0.028023,0.0131561,0.0214215,0.00702834,0.00758957,0.00837739,0.0246094,0.00768023,0.0050158,0.00334512,0,0,0.037406,0,0.0223959,0.0117657,0.0427093,0.00566997,0.0148224,0.0105521,0.00951453,0.0153577,0.00506769,0.0291817,0.00453547,0.00436335,0.00714036,0.0323358,0.00729818,0.00785283,0.00838409,0.00415021,0.0139019,0.0136522,0.00941035,0.00422638,0,0,0,0,0,0,0,0,0
269,0,0.00542631,0.00535515,0,0,0,0,0,0.00857852,0.0225738,0.0161737,0.00646095,0,0,0.0177426,0,0.0171803,0.00988825,0.0395667,0.0346838,0.00954505,0.0252088,0.00726779,0.0246952,0.0166909,0.028938,0.0204279,0.017317,0.0216983,0.0207652,0.00963896,0.028067,0.0136641,0.0213257,0.00698963,0.00759676,0.00824186,0.024616,0.00764552,0.00494026,0.00338601,0,0,0.037363,0,0.0223916,0.0117338,0.0425656,0.00563951,0.0148741,0.0105469,0.00960703,0.0153631,0.00510665,0.029215,0.00451065,0.00445158,0.00709071,0.0322922,0.00724908,0.00780606,0.00823366,0.00418547,0.0138687,0.0136204,0.00943676,0.00421127,0,0,0,0,0,0,0,0,0
270,0,0.00541982,0.0053766,0,0,0,0,0,0.00882369,0.022493,0.0161911,0.00640679,0,0,0.0177078,0,0.0171342,0.00987777,0.0392887,0.0348062,0.00952017,0.0254748,0.00733524,0.0247783,0.0169081,0.0292584,0.0207542,0.0173489,0.021787,0.0209471,0.00968391,0.0280923,0.0139962,0.0210973,0.0069557,0.00756965,0.00813013,0.0246345,0.0076289,0.004898,0.00339219,0,0,0.0373269,0,0.0223884,0.0117193,0.042492,0.00562375,0.0148806,0.0105026,0.00967118,0.0153804,0.00515635,0.0292224,0.00446422,0.00452459,0.00706127,0.0322928,0.00723438,0.00775418,0.00810373,0.00418071,0.0138382,0.0135999,0.00949973,0.00427778,0,0,0,0,0,0,0,0,0
271,0,0.00541752,0.00537857,0,0,0,0,0,0.00891194,0.0224245,0.0161814,0.00636007,0,0,0.0176283,0,0.0171514,0.00986906,0.0392729,0.0348036,0.0095499,0.0255703,0.0073663,0.0248113,0.0170313,0.0294369,0.0207278,0.0173317,0.021814,0.0211155,0.00973248,0.0280965,0.0140578,0.0210538,0.00696425,0.0075591,0.00814794,0.0246595,0.00766388,0.0049011,0.00334788,0,0,0.0373369,0,0.0223897,0.0117091,0.0424993,0.00563475,0.0148822,0.0104347,0.00971355,0.0153503,0.00521259,0.0292398,0.00450324,0.00457401,0.00706853,0.0323093,0.0072512,0.00773748,0.00810425,0.00428787,0.0137974,0.0135763,0.00957181,0.00433145,0,0,0,0,0,0,0,0,0
272,0,0.005438,0.00535718,0,0,0,0,0,0.00895769,0.0223745,0.0162017,0.0063124,0,0,0.0175386,0,0.0171853,0.00988608,0.0392387,0.0348057,0.00959152,0.0255683,0.00736222,0.0247694,0.0170617,0.0295636,0.0206885,0.0173298,0.0218766,0.0212806,0.00978767,0.0281182,0.0140864,0.0212112,0.00700288,0.00756982,0.00825236,0.0246767,0.00772927,0.00490515,0.00329186,0,0,0.0373419,0,0.0223684,0.0116922,0.0425094,0.0056624,0.0148499,0.0103639,0.0097462,0.0153072,0.00527225,0.0292899,0.00462968,0.00463311,0.0070533,0.0323178,0.00725623,0.00771029,0.0081846,0.0045105,0.0137726,0.0135379,0.00963581,0.004362,0,0,0,0,0,0,0,0,0
273,0,0.00548633,0.00533272,0,0,0,0,0,0.00902882,0.0223475,0.0162608,0.00627012,0,0,0.0175244,0,0.0171439,0.00988011,0.0391972,0.034854,0.00958884,0.0255138,0.00733396,0.0247523,0.0170718,0.0296515,0.020725,0.0173255,0.0219415,0.0213514,0.0098219,0.0281436,0.0140861,0.0213066,0.00698107,0.00752622,0.00838191,0.0246661,0.00777022,0.00492378,0.0031973,0,0,0.037312,0,0.0223269,0.0117298,0.0425466,0.00567722,0.0147042,0.0103284,0.00976283,0.015258,0.00535031,0.0293832,0.00472717,0.00472909,0.0070071,0.0323088,0.0072437,0.00764665,0.00829972,0.00462871,0.0137899,0.0135146,0.00966801,0.0043982,0,0,0,0,0,0,0,0,0
274,0,0.00552892,0.00531983,0,0,0,0,0,0.00903427,0.0223308,0.0163198,0.00621111,0,0,0.0175177,0,0.0170988,0.00985891,0.0391602,0.0348887,0.00958159,0.0256138,0.00731798,0.024735,0.0171472,0.0297046,0.0207815,0.0173263,0.0219711,0.0213389,0.00984385,0.0281667,0.0140254,0.0212811,0.00694438,0.00745134,0.00850854,0.0246222,0.00780545,0.00497637,0.00312432,0,0,0.03725,0,0.0222651,0.0117679,0.0425801,0.00569923,0.0146085,0.0102973,0.00978419,0.0152086,0.00538769,0.0294319,0.00486494,0.00482371,0.00699063,0.0323261,0.0072425,0.00760924,0.00843,0.00465173,0.0138328,0.0135139,0.00972874,0.00444682,0,0,0,0,0,0,0,0,0
275,0,0.00553314,0.00529282,0,0,0,0,0,0.0090388,0.0222875,0.0163458,0.00621038,0,0,0.0174888,0,0.0170976,0.0098308,0.0391267,0.0349415,0.00958785,0.0254735,0.00732249,0.0247334,0.017207,0.0297646,0.0208455,0.0173388,0.0219708,0.0212915,0.00987199,0.0281869,0.0140134,0.0212229,0.00692663,0.00739273,0.00858533,0.0246048,0.00783053,0.00502437,0.00309515,0,0,0.037196,0,0.0222607,0.0117849,0.042621,0.00569733,0.0146065,0.0102606,0.00981377,0.0151093,0.00540783,0.0294569,0.00489536,0.00488497,0.00700844,0.0323259,0.00725964,0.00763803,0.00853487,0.00460545,0.0138572,0.0135173,0.00976742,0.00448452,0,0,0,0,0,0,0,0,0
276,0,0.00552146,0.00525805,0,0,0,0,0,0.00904541,0.0222344,0.0163394,0.00625328,0,0,0.0174329,0,0.017119,0.00982872,0.0391144,0.0349761,0.009576,0.0254061,0.0073501,0.0248303,0.017079,0.0298136,0.0209125,0.0173517,0.0219773,0.021291,0.00987699,0.0281905,0.0140612,0.021195,0.00693373,0.0073519,0.00865848,0.0245849,0.00791885,0.00499648,0.00306713,0,0,0.0371571,0,0.0222615,0.0117938,0.042683,0.00576856,0.0146255,0.0102406,0.00983879,0.0149972,0.00543001,0.0295019,0.00486322,0.00490296,0.00703485,0.0323123,0.00725443,0.00772169,0.00860279,0.00455734,0.0138586,0.0135253,0.00976028,0.00450843,0,0,0,0,0,0,0,0,0
277,0,0.00551208,0.00521157,0,0,0,0,0,0.00901952,0.0221661,0.0163549,0.00628819,0,0,0.017376,0,0.0171237,0.00979437,0.0391233,0.0350021,0.00960454,0.0253941,0.00738681,0.025025,0.0170391,0.0298145,0.0209198,0.0173731,0.0219629,0.021343,0.00985134,0.0281889,0.0140908,0.0211887,0.00692859,0.00732088,0.00877794,0.0245457,0.00802473,0.00497483,0.00305096,0,0,0.0371314,0,0.0222464,0.0117672,0.0427255,0.00587489,0.0146115,0.0102246,0.00988313,0.0149205,0.00544599,0.0295297,0.00485572,0.00491137,0.0070335,0.0323672,0.00723069,0.00776615,0.00868467,0.00461521,0.0138434,0.0135134,0.00974945,0.0044872,0,0,0,0,0,0,0,0,0
278,0,0.00561699,0.00517528,0,0,0,0,0,0.00898205,0.0221253,0.0163636,0.00627596,0,0,0.0173107,0,0.0170869,0.00970576,0.0390849,0.0349797,0.00964856,0.025336,0.00744757,0.0249912,0.0170745,0.0297653,0.0206828,0.0173785,0.0219442,0.0214251,0.00988276,0.0282104,0.0140987,0.0211245,0.00691068,0.00726748,0.00903942,0.0245236,0.00805974,0.00502915,0.00309885,0,0,0.0370935,0,0.0222179,0.0117816,0.0427494,0.00590658,0.0144338,0.010062,0.0099893,0.0149858,0.005394,0.0294747,0,0.00487509,0.00695533,0.0323808,0.00720698,0.00770037,0.0089466,0.0044754,0.0138391,0.0134825,0.00974361,0.00447709,0,0,0,0,0,0,0,0,0
279,0,0.00564706,0.00519553,0,0,0,0,0,0.0089446,0.0221127,0.016322,0.00624858,0,0,0.0172178,0,0.0170917,0.00963455,0.0391147,0.0348937,0.00966523,0.0253498,0.00753348,0.0249725,0.0171698,0.0297349,0.0202748,0.0174263,0.0219975,0.0215381,0.00989284,0.0282026,0.0141225,0.021058,0.00689528,0.00722743,0.00895106,0.0245099,0.00802596,0.00503807,0.0031129,0,0,0.0370046,0,0.0222129,0.0117653,0.0427449,0.00586487,0.0144085,0.0100187,0.0100476,0.0150238,0.00539849,0.0294746,0,0.00486238,0.00690649,0.032305,0.00718225,0.00764549,0.00885925,0.00425544,0.0138411,0.0134518,0.00973123,0.00445508,0,0,0,0,0,0,0,0,0
280,0,0.00558435,0.0052283,0,0,0,0,0,0.00892757,0.0220673,0.0162754,0.00625522,0,0,0.0171278,0,0.0171022,0.0095758,0.0392246,0.0348058,0.00966823,0.0253705,0.0076004,0.0250387,0.0171802,0.029728,0.0204708,0.0174528,0.0220381,0.0216046,0.00990708,0.0282026,0.0141684,0.021067,0.0069285,0.00725836,0.00871472,0.0244844,0.00799479,0.00502073,0.00306255,0,0,0.0369082,0,0.02221,0.0116899,0.0427215,0.00586047,0.0145333,0.010095,0.0100341,0.0150175,0.00544059,0.0295535,0.00497293,0.00488225,0.00688667,0.0322638,0.00712271,0.00759115,0.0085745,0.00412441,0.013829,0.0134133,0.00975279,0.00442529,0,0,0,0,0,0,0,0,0
281,0,0.00558308,0.00523669,0,0,0,0,0,0.00895733,0.0220356,0.0162642,0.0063063,0,0,0.0170361,0,0.0170952,0.0094918,0.0392768,0.0347377,0.00965782,0.0253334,0.00767864,0.0250423,0.0171181,0.0297586,0.0206686,0.0174303,0.0220061,0.0215942,0.00997753,0.0282393,0.0141883,0.0210836,0.00694868,0.00729976,0.00868816,0.0244821,0.00801509,0.00507108,0.00303036,0,0,0.0368416,0,0.0222163,0.0116203,0.0426835,0.00593102,0.0145407,0.0100784,0.0100734,0.0150455,0.00543453,0.029587,0.00497366,0.00488543,0.0068519,0.0322724,0.00709397,0.00751523,0.00853791,0.00407109,0.0138214,0.0133984,0.00980349,0.00452366,0,0,0,0,0,0,0,0,0
282,0,0.00560768,0.00527287,0,0,0,0,0,0.00898441,0.0219982,0.0162997,0.00633346,0,0,0.0169774,0,0.0170855,0.00942152,0.0393089,0.0347545,0.00967341,0.0253089,0.00773731,0.0249919,0.0170607,0.0298706,0.0205947,0.0174396,0.0219607,0.0215901,0.0100053,0.0282958,0.0142023,0.0210681,0.00695641,0.00728445,0.00866719,0.0244857,0.00805391,0.00508092,0.00299197,0,0,0.0367788,0,0.0222101,0.0115521,0.042671,0.00596946,0.0145539,0.0100412,0.0101107,0.0150901,0.00544681,0.0295869,0.00502852,0.00488808,0.00683593,0.0323,0.0070839,0.00747363,0.00850641,0.00401753,0.0137846,0.013393,0.00986659,0.00453142,0,0,0,0,0,0,0,0,0
283,0,0.00569047,0.00531229,0,0,0,0,0,0.00899336,0.0219903,0.0163768,0.00634327,0,0,0.016927,0,0.0171206,0.0093873,0.0393653,0.0347915,0.00972877,0.0253343,0.00776714,0.025154,0.0170958,0.0299052,0.0202457,0.0174661,0.0220115,0.0216365,0.0100309,0.0283382,0.0142025,0.0210197,0.0069746,0.00724675,0.00869459,0.0244891,0.00810122,0.00508302,0.00297843,0,0,0.0367143,0,0.0221812,0.0115137,0.0427026,0.00599756,0.014541,0.00998105,0.0101425,0.015122,0.00545542,0.0295754,0.00509885,0.00491266,0.00682431,0.0323258,0.0070982,0.00747004,0.00850303,0.00393466,0.0137524,0.0133857,0.00995147,0.00460767,0,0,0,0,0,0,0,0,0
284,0,0.00585261,0.0053188,0,0,0,0,0,0.00888862,0.0220229,0.0164679,0.00631328,0,0,0.0168488,0,0.017177,0.00937734,0.039399,0.0348841,0.00976519,0.0253673,0.00775378,0.0252272,0.0172122,0.0298887,0.0201213,0.0174616,0.0220763,0.0216716,0.0100743,0.0283913,0.0141393,0.0209427,0.00701669,0.00719967,0.00885789,0.0245138,0.00806955,0.00514529,0.00304162,0,0,0.0366432,0,0.0221326,0.0114731,0.042749,0.00603914,0.0143974,0.00985559,0.0101943,0.0151952,0.00541801,0.0295156,0,0.00489844,0.00683397,0.0323462,0.00711319,0.00747158,0.00866221,0.00391001,0.0137295,0.0133729,0.0100439,0.0047852,0,0,0,0,0,0,0,0,0
285,0,0.00591993,0.00532799,0,0,0,0,0,0.0088427,0.0220328,0.0165604,0.00628469,0,0,0.0168035,0,0.0171751,0.00935605,0.0394608,0.0350007,0.00976789,0.0254036,0.00766982,0.0252843,0.0173157,0.0299703,0.0201522,0.0174815,0.0220952,0.021703,0.0101439,0.0284338,0.0141435,0.0209316,0.0070437,0.007161,0.00879175,0.0245089,0.00788924,0.0051489,0.00306986,0,0,0.0365719,0,0.0221038,0.0114253,0.0427464,0.00600121,0.0143939,0.00984266,0.0101356,0.0152319,0.00541804,0.0295172,0,0.00489294,0.00686109,0.0323278,0.00711332,0.00750369,0.00858357,0.00391013,0.0137059,0.0133601,0.0101355,0.00485229,0,0,0,0,0,0,0,0,0
286,0,0.00584423,0.00537474,0,0,0,0,0,0.00886268,0.0220162,0.0166332,0.00628966,0,0,0.0167607,0,0.0171842,0.00928747,0.0395761,0.0350911,0.00978244,0.0254536,0.00753708,0.0253947,0.0173668,0.0301316,0.020149,0.0175255,0.0221455,0.0217293,0.0102103,0.0284551,0.0142209,0.0209342,0.00708475,0.00717004,0.00853321,0.0244944,0.00779775,0.0051129,0.00304574,0,0,0.0365044,0,0.0221112,0.0113993,0.0427314,0.00597061,0.0145532,0.00994826,0.00999954,0.0152208,0.00546406,0.029549,0.00517453,0.00489723,0.00687407,0.0322678,0.00709997,0.00758332,0.00830879,0.00388579,0.0136714,0.0133333,0.0102374,0.00488062,0,0,0,0,0,0,0,0,0
287,0,0.00585163,0.00537925,0,0,0,0,0,0.00889227,0.0220046,0.0166986,0.00631182,0,0,0.0166979,0,0.0171797,0.00915383,0.0396398,0.0351539,0.00978481,0.0254913,0.00741863,0.0254657,0.0174231,0.0302225,0.0202707,0.0175301,0.0222123,0.0218276,0.0102929,0.0284897,0.0142612,0.0208973,0.0071098,0.00720066,0.00841714,0.0244938,0.00775586,0.00514684,0.00306445,0,0,0.0364445,0,0.0220793,0.0113857,0.0427499,0.00591837,0.0145715,0.00994864,0.00992018,0.0152796,0.00547844,0.0295104,0.00517137,0.00487817,0.00685221,0.0321986,0.0070684,0.0075859,0.00823164,0.00387178,0.0136437,0.013296,0.0103109,0.00495929,0,0,0,0,0,0,0,0,0
288,0,0.00591442,0.00533673,0,0,0,0,0,0.00877524,0.0219919,0.0168096,0.00633163,0,0,0.0166187,0,0.017158,0.00899611,0.039694,0.0353094,0.00977907,0.0256367,0.00731878,0.0255139,0.0174301,0.0302978,0.0207386,0.0175347,0.0222869,0.0219043,0.0103559,0.0285138,0.0142564,0.020816,0.00711249,0.0071735,0.00836988,0.0244822,0.00770569,0.00520282,0.0030871,0,0,0.0363784,0,0.0220232,0.0113813,0.0427584,0.00586788,0.0145105,0.00989215,0.00986142,0.0153392,0.00548339,0.0295596,0.00509946,0.00490092,0.00677604,0.0321354,0.00698605,0.00751484,0.0081846,0.00387635,0.0136394,0.0132558,0.0103435,0.00502663,0,0,0,0,0,0,0,0,0
289,0,0.00614521,0.00525035,0,0,0,0,0,0.00865393,0.0219501,0.0168764,0.00628166,0,0,0.0167472,0,0.0171386,0.00901463,0.0396899,0.0353826,0.00980449,0.0259639,0.00738501,0.0255366,0.0174273,0.0303532,0.0209643,0.0175615,0.0223095,0.0219655,0.0104008,0.0285456,0.0142798,0.0208582,0.00709413,0.00713635,0.00808939,0.0244928,0.0075584,0.00519451,0.00321188,0,0,0.0364285,0,0.0220092,0.0113898,0.0426996,0.00561063,0.0144811,0.00990077,0.00995263,0.0155564,0.00551726,0.0295858,0.00493623,0.00492923,0.00678215,0.0320273,0.00695548,0.00754513,0.00798163,0.0038896,0.0135619,0.0132273,0.0102298,0.00518008,0,0,0,0,0,0,0,0,0
290,0,0.00635251,0.00521211,0,0,0,0,0,0.00871014,0.0219663,0.0169296,0.00629272,0,0,0.0167474,0,0.0171381,0.00902418,0.039624,0.0354391,0.00977838,0.026119,0.00736389,0.0253739,0.0175637,0.0304397,0.0209475,0.0175751,0.0223216,0.022013,0.0104552,0.0286003,0.014327,0.0207847,0.00707283,0.0071015,0.00808301,0.0245012,0.00751086,0.00536032,0.00332693,0,0,0.0363781,0,0.0220066,0.0114064,0.0427128,0.00557373,0.0143159,0.0097114,0.00996002,0.0156593,0.00548483,0.02953,0,0.00491349,0.00668853,0.0319515,0.00692153,0.00744474,0.00798352,0.003963,0.01354,0.0131928,0.0101912,0.00529683,0,0,0,0,0,0,0,0,0
291,0,0.00641408,0.00521204,0,0,0,0,0,0.00876948,0.0219642,0.0169803,0.00630098,0,0,0.0168063,0,0.0171563,0.00909677,0.0396863,0.0354695,0.00976428,0.0261529,0.00733527,0.0251938,0.017802,0.0305654,0.0209271,0.0176371,0.0223109,0.0220876,0.0104574,0.028621,0.014354,0.0207525,0.00708219,0.00705766,0.00780443,0.0244828,0.00751173,0.00542557,0.00335346,0,0,0.0362827,0,0.0219956,0.0114,0.0426864,0.0055787,0.0144241,0.00970227,0.00981475,0.0156688,0.00555563,0.0295913,0.00490277,0.00497621,0.00660366,0.0318902,0.00681031,0.00732542,0.0076123,0.00397606,0.0135525,0.013158,0.010167,0.00529689,0,0,0,0,0,0,0,0,0
292,0,0.00651278,0.00518607,0,0,0,0,0,0.00872813,0.0219498,0.0169878,0.00627138,0,0,0.0168329,0,0.0171406,0.00915359,0.0397347,0.0355006,0.0097544,0.0261524,0.0073037,0.0249894,0.017887,0.0305885,0.0207233,0.0176372,0.022294,0.0221605,0.0104824,0.0286518,0.0143764,0.0207485,0.00708034,0.00701197,0.00783436,0.0245021,0.00766344,0.00553423,0.00346293,0,0,0.0362081,0,0.0219612,0.0113433,0.0426491,0.0057592,0.0144637,0.00956807,0.00971181,0.0157751,0.00555716,0.0296249,0.00503521,0.00500896,0.00652072,0.0319078,0.00673217,0.00719625,0.0075292,0.00399246,0.0135242,0.0131158,0.0101777,0.00544414,0,0,0,0,0,0,0,0,0
293,0,0.00660995,0.00511561,0,0,0,0,0,0.00879652,0.0219407,0.0169879,0.00623351,0,0,0.0168401,0,0.0171231,0.00911855,0.0397464,0.0354729,0.00973483,0.0261533,0.00726548,0.0250235,0.0178933,0.0305932,0.0204918,0.0176353,0.0222894,0.0222658,0.0105169,0.0286671,0.0144485,0.0207571,0.00705972,0.00700509,0.00791733,0.0245349,0.00777415,0.00566904,0.00359676,0,0,0.0361554,0,0.0219647,0.0113183,0.0425968,0.00591002,0.0145023,0.00937419,0.00963327,0.0158524,0.0055354,0.0296515,0.0052215,0.0050234,0.00640593,0.0318917,0.00664173,0.00707584,0.00753299,0.00401311,0.0134539,0.0130739,0.010195,0.00560122,0,0,0,0,0,0,0,0,0
294,0,0.00686316,0.00501374,0,0,0,0,0,0.00887948,0.021944,0.0170004,0.00622831,0,0,0.0168533,0,0.0170801,0.00904909,0.0397171,0.0354302,0.00966534,0.0261498,0.00724096,0.0249311,0.0179213,0.03055,0.0203989,0.0176355,0.0223542,0.0223365,0.0105813,0.0286942,0.0145441,0.0207785,0.00704166,0.0069949,0.00811326,0.0245707,0.0078126,0.00585977,0.00377312,0,0,0.0361358,0,0.021918,0.0113087,0.0425663,0.00602202,0.0141939,0.00910424,0.0095986,0.0160606,0.00550369,0.0296771,0,0.00505913,0.00619732,0.0318287,0.00646487,0.00684375,0.00768167,0.00402795,0.0133474,0.013045,0.0101349,0.00578259,0,0,0,0,0,0,0,0,0
295,0,0.00712072,0.00494431,0,0,0,0,0,0.00900994,0.0218877,0.016995,0.00621207,0,0,0.01688,0,0.0170282,0.00901684,0.0396891,0.0353945,0.00959223,0.0261348,0.00723058,0.0247853,0.0179391,0.030549,0.0201543,0.0176711,0.0224627,0.0224078,0.0106712,0.028745,0.0147203,0.0207272,0.00701233,0.00696933,0.0079998,0.0246051,0.00774849,0.00595814,0.00393783,0,0,0.036156,0,0.0218361,0.0112824,0.0424745,0.00602651,0.0140673,0.00896955,0.00951875,0.016325,0.00554497,0.0297375,0,0.00512468,0.00601634,0.0317593,0.00629721,0.006666,0.00751239,0.00404433,0.0132095,0.0129938,0.0100685,0.00589278,0,0,0,0,0,0,0,0,0
296,0,0.0073173,0.00489931,0,0,0,0,0,0.00906807,0.0218043,0.0169835,0.00624397,0,0,0.0169129,0,0.0169863,0.00899509,0.0396911,0.0353725,0.00952019,0.026097,0.00714322,0.024634,0.0179396,0.0305116,0.019991,0.0177867,0.0225454,0.0225231,0.0107486,0.0288031,0.0149491,0.0206366,0.00700536,0.00696464,0.00771094,0.0246161,0.00766881,0.00603757,0.00407818,0,0,0.0362422,0,0.021756,0.0112427,0.0423395,0.00597679,0.0141797,0.00889119,0.00932974,0.0165904,0.00560203,0.029808,0.005347,0.00517696,0.0058726,0.0316577,0.00615988,0.00652413,0.00715087,0.00397875,0.013138,0.012911,0.0100529,0.00610988,0,0,0,0,0,0,0,0,0
297,0,0.00759586,0.00482974,0,0,0,0,0,0.00918076,0.0217722,0.0170169,0.00631243,0,0,0.0169115,0,0.0169709,0.00895674,0.0396526,0.0353781,0.00943693,0.0259671,0.00703155,0.024494,0.0178917,0.0304431,0.0199857,0.01792,0.0225927,0.022653,0.0108585,0.0288568,0.0151639,0.0204689,0.00699695,0.00694129,0.00755223,0.0246185,0.00760197,0.0062193,0.00429592,0,0,0.0363422,0,0.0216812,0.0112344,0.0422429,0.00591553,0.0142744,0.00869515,0.00918836,0.0169012,0.00556316,0.0297752,0.00546433,0.00515371,0.0056936,0.0314715,0.00600792,0.00635957,0.00693324,0.00386987,0.0130815,0.0128396,0.0100202,0.00641458,0,0,0,0,0,0,0,0,0
298,0,0.00786352,0.00470215,0,0,0,0,0,0.00934984,0.0217443,0.0170489,0.00639194,0,0,0.0169309,0,0.0169609,0.00889367,0.0396684,0.0353805,0.00932928,0.0257061,0.00689863,0.0244423,0.0177832,0.0303246,0.0203392,0.017989,0.0226264,0.0227881,0.0109579,0.0289147,0.0153731,0.0203768,0.00696797,0.00688696,0.0073487,0.0246194,0.00746919,0.00643784,0.00450951,0,0,0.0364246,0,0.0215986,0.0112242,0.0421757,0.00577855,0.0142516,0.00846959,0.00908844,0.0171532,0.00552422,0.0297457,0.00568008,0.00517974,0.00544284,0.0312294,0.00579255,0.00612305,0.00670064,0.00391656,0.0129862,0.012759,0.00992541,0.00667784,0,0,0,0,0,0,0,0,0
299,0,0.00813569,0.00453892,0,0,0,0,0,0.00949806,0.0217298,0.0170701,0.00640852,0,0,0.0169416,0,0.0169668,0.00884747,0.0396959,0.0353673,0.00922849,0.0257571,0.00681409,0.0243442,0.0177412,0.0301289,0.020489,0.018033,0.0226199,0.0228405,0.0110063,0.0289573,0.01555,0.0203201,0.00695898,0.00685933,0.00713104,0.0246557,0.00733586,0.00657495,0.00473889,0,0,0.0364787,0,0.0214919,0.0111986,0.0421024,0.00568203,0.0140835,0.00827692,0.00905119,0.0174493,0.00551524,0.0297683,0.00576742,0.00520484,0.00518797,0.0310188,0.00553531,0.00585794,0.0064827,0.00405002,0.0127578,0.0126647,0.00974775,0.00690534,0,0,0,0,0,0,0,0,0
300,0,0.00836673,0.00437942,0,0,0,0,0,0.00953919,0.0217331,0.017075,0.00636911,0,0,0.0169608,0,0.0169857,0.00883501,0.0396961,0.0353057,0.00909564,0.0257212,0.00671883,0.0240949,0.0176808,0.0298912,0.0204662,0.018046,0.0225796,0.0227202,0.0110532,0.0289765,0.0156878,0.0202383,0.00698538,0.00683074,0.00703612,0.0246756,0.00724398,0.0066921,0.00498178,0,0,0.036528,0,0.0213722,0.0111865,0.0420565,0.00569809,0.0137898,0.00808152,0.00896808,0.0178284,0.00552158,0.0298397,0.00559619,0.00519219,0.0049053,0.0308216,0.00525269,0.00552853,0.00633279,0.00421339,0.0123822,0.0125698,0.00954869,0.00709649,0,0,0,0,0,0,0,0,0
301,0,0.0085841,0.00430022,0,0,0,0,0,0.00949864,0.0216898,0.0170442,0.00638748,0,0,0.0169546,0,0.0169572,0.00878592,0.039696,0.0352048,0.00896605,0.0255288,0.00656467,0.0238127,0.0175599,0.0295916,0.0202958,0.0180732,0.0225063,0.0226092,0.0111173,0.028965,0.0157473,0.0200718,0.00702022,0.00675946,0.00705064,0.0246531,0.00721066,0.00688567,0.00522067,0,0,0.0365849,0,0.021263,0.0111677,0.0420069,0.00577301,0.0135948,0.00787357,0.00882319,0.0182057,0.00550192,0.0298897,0.00517094,0.00515637,0.00461728,0.0306969,0.00497844,0.00519442,0.00627281,0.00428439,0.0120874,0.0124801,0.00940464,0.00725498,0,0,0,0,0,0,0,0,0
