Timestep,,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUR_B
29,0,0.0106883,0.00457344,0,0,0,0,0,0.00689221,0.0198458,0.0151899,0.00786561,0,0,0.00169506,0,0.0158747,0.00377718,0.0406869,0.0281601,0.00823064,0.0197094,0.00581052,0.00500008,0.0166002,0.0245463,0.0174227,0.0200548,0.0214588,0.0223006,0.0123327,0.029064,0.0144179,0.00263061,0.00600755,0.00280867,0.00543295,0.0190689,0.00425724,0.00738142,0.00986223,0,0,0.0299301,0,0.0145163,0.00960403,0.0403177,0.00490451,0.0130727,0.00575311,0.00732615,0.0247624,0.00509942,0.0298984,0.00987642,0.00499506,0.00481329,0.0321182,0.0038441,0.00352342,0.00507245,0.00703518,0.00379588,0.00387013,0.00939941,0.010375,0,0,0,0,0,0,0,0,0
30,0,0.0110101,0.00454518,0,0,0,0,0,0.0070339,0.0199933,0.0151664,0.00783794,0,0,0.00190906,0,0.0159361,0.00393903,0.0407374,0.0281498,0.0079104,0.019757,0.00576225,0.00544686,0.0165761,0.0244536,0.0176297,0.0201573,0.0216418,0.022339,0.0122641,0.0289609,0.0146933,0.00296129,0.00610961,0.00282026,0.00534571,0.0192006,0.00396393,0.00745645,0.0102538,0,0,0.0300564,0,0.0144114,0.0096881,0.0402084,0.00491212,0.0123526,0.00563661,0.00741867,0.0247792,0.00514699,0.0299231,0.00936364,0.0050161,0.00466537,0.0316657,0.00348587,0.00328746,0.00507646,0.00712231,0.00396306,0.00393379,0.00923587,0.0104798,0,0,0,0,0,0,0,0,0
31,0,0.0112735,0.00464403,0,0,0,0,0,0.00709338,0.0200753,0.0151219,0.00805969,0,0,0.00215183,0,0.0159894,0.0041208,0.0406899,0.0280935,0.00761119,0.0196503,0.00554799,0.00594265,0.0163384,0.0241974,0.0177508,0.0202877,0.0216287,0.0223448,0.0121991,0.0288442,0.0149113,0.00338013,0.00621507,0.00283093,0.00520516,0.0192742,0.00370305,0.00776901,0.0105782,0,0,0.0301365,0,0.0143651,0.00974561,0.040081,0.00483112,0.0119563,0.00544129,0.00731163,0.0247247,0.00505306,0.0298172,0.00917917,0.00493048,0.00459828,0.0310304,0.003283,0.00322467,0.00503061,0.0069805,0.00418721,0.00403203,0.0092892,0.0105432,0,0,0,0,0,0,0,0,0
32,0,0.0114517,0.00472063,0,0,0,0,0,0.00707523,0.020139,0.0150355,0.0083039,0,0,0.00245241,0,0.0160738,0.00426245,0.0406097,0.0279324,0.00738296,0.0194229,0.00530556,0.00642907,0.0159818,0.0238466,0.0178057,0.0203878,0.0214445,0.0222725,0.0121154,0.028712,0.0150417,0.00387319,0.00632675,0.00282449,0.00507006,0.0193079,0.00349219,0.00813491,0.010849,0,0,0.0301743,0,0.0142986,0.00982975,0.0400105,0.00478202,0.0117385,0.00534066,0.00707775,0.0246785,0.00501953,0.0297349,0.00943479,0.00485378,0.00449236,0.0306935,0.00303791,0.00312687,0.00498693,0.00686847,0.00443487,0.00409457,0.00938574,0.0106348,0,0,0,0,0,0,0,0,0
33,0,0.0115528,0.00479957,0,0,0,0,0,0.00694237,0.0201682,0.0149477,0.0085649,0,0,0.00280251,0,0.0161679,0.00437078,0.0405852,0.027752,0.00716762,0.0191191,0.00507865,0.00691952,0.0156263,0.0234139,0.0177933,0.0204688,0.021463,0.0221633,0.0119853,0.0285655,0.0150724,0.00440217,0.00646245,0.00279618,0.00493648,0.0193484,0.00328711,0.00846665,0.0110808,0,0,0.0301701,0,0.0142515,0.00992405,0.039949,0.00473689,0.0116457,0.00519326,0.00677596,0.0245826,0.00508777,0.0297134,0.00943787,0.00486065,0.00436061,0.0306849,0.00272312,0.00301047,0.00498302,0.00683724,0.00476776,0.00417338,0.00950649,0.0107087,0,0,0,0,0,0,0,0,0
34,0,0.0116433,0.00488057,0,0,0,0,0,0.00679853,0.020158,0.0148748,0.00874877,0,0,0.00322717,0,0.0163069,0.00444281,0.0407171,0.027498,0.00692581,0.0187922,0.00488944,0.00749178,0.0154523,0.0228964,0.0177254,0.0205466,0.0214175,0.021946,0.0118269,0.0284209,0.0150139,0.00504536,0.00661495,0.00273953,0.00494112,0.01939,0.00310035,0.00869885,0.0113222,0,0,0.0301771,0,0.0141876,0.0099927,0.0398874,0.00477357,0.0115481,0.00516227,0.00649268,0.0245339,0.00519135,0.0297689,0.00925361,0.00490515,0.00429397,0.0307531,0.00230778,0.00297109,0.00506418,0.0068873,0.00506069,0.00424911,0.00961944,0.0107701,0,0,0,0,0,0,0,0,0
35,0,0.0118174,0.00496843,0,0,0,0,0,0.00658493,0.0201391,0.0147873,0.0088568,0,0,0.00372854,0,0.0165194,0.00462197,0.0408917,0.0272707,0.00664536,0.0184286,0.00468931,0.00822424,0.0153457,0.0223695,0.0175975,0.0205764,0.021307,0.0217083,0.0116999,0.0282839,0.0149371,0.00586518,0.00679053,0.00267313,0.00493278,0.0194847,0.00301175,0.00890489,0.0115837,0,0,0.0302785,0,0.0141287,0.0101125,0.0398302,0.00487568,0.0113179,0.00506141,0.00626423,0.0245867,0.00519797,0.0297378,0.00915909,0.00481101,0.00422435,0.0303289,0.0019859,0.00294908,0.00527689,0.00696123,0.00528732,0.00436021,0.0096419,0.0108652,0,0,0,0,0,0,0,0,0
36,0,0.016767,0.00489056,0,0,0,0,0,0.0334278,0.0207812,0.0184404,0.0137453,0,0,0.00599557,0,0.0165072,0.00621933,0.0494149,0.0237671,0.00539285,0.0366183,0.00842136,0.0094669,0.0191562,0.0344024,0.0205463,0.0163271,0.0219801,0.023875,0.00906064,0.0140888,0.0360203,0.00748095,0.00710009,0.00312623,0.0055318,0.0209667,0.00364818,0.010113,0.0178767,0,0,0.0301099,0,0.0130498,0.0097917,0.03827,0.00544627,0.0118614,0.00530141,0.00828085,0.0286643,0.00364211,0.0282824,0.00922664,0.00433717,0.00514976,0.0312818,0.00270795,0.00346432,0.00605485,0.010912,0.0051796,0.00512738,0.0094709,0.0160214,0,0,0,0,0,0,0,0,0
37,0,0.0169743,0.00498595,0,0,0,0,0,0.0327887,0.0206762,0.018303,0.0135761,0,0,0.00648665,0,0.0168181,0.00642135,0.0493827,0.0238886,0.00544952,0.036631,0.00856849,0.0101601,0.0193592,0.0346529,0.0205401,0.0161323,0.02184,0.0238424,0.00925361,0.0139449,0.0354071,0.00822382,0.00735021,0.00303835,0.00558532,0.021074,0.00365792,0.0100051,0.0181609,0,0,0.0296691,0,0.0129053,0.0097624,0.0382525,0.00584667,0.0116821,0.00562317,0.0083211,0.0284276,0.00357448,0.0283445,0.00922632,0.00424727,0.00522406,0.0311775,0.00276745,0.00363905,0.00615947,0.0110123,0.00531217,0.0052215,0.00936273,0.0161554,0,0,0,0,0,0,0,0,0
38,0,0.0167961,0.00445024,0,0,0,0,0,0.0321043,0.0206029,0.0181737,0.0135619,0,0,0.00730394,0,0.0170705,0.00689699,0.0492361,0.0241694,0.00537461,0.036613,0.00834744,0.0107892,0.0195496,0.0347974,0.0204288,0.0159634,0.0216902,0.0237343,0.00947909,0.013845,0.0347658,0.00912552,0.0075479,0.00298758,0.00568417,0.0218364,0.00368796,0.0100683,0.0177499,0,0,0.0229137,0,0.0126286,0.00828923,0.0382476,0.00611071,0.0114081,0.00585695,0.00805237,0.0242278,0.00350913,0.0283389,0.00877493,0.00408372,0.00542249,0.0307471,0.00275088,0.00397557,0.00628773,0.0116014,0.00402734,0.00555762,0.00910134,0.0159968,0,0,0,0,0,0,0,0,0
39,0,0.0171122,0.00536275,0,0,0,0,0,0.031554,0.0204155,0.0180654,0.0134986,0,0,0.00824147,0,0.017159,0.0073365,0.0489583,0.0245825,0.00558987,0.0367105,0.00865739,0.0119555,0.0197217,0.0349329,0.0202745,0.0157038,0.0216604,0.023631,0.0096331,0.0137635,0.0342606,0.0104564,0.00757925,0.00283883,0.00587012,0.0213025,0.00374188,0.00995992,0.01855,0,0,0.0281814,0,0.0129066,0.00941518,0.038231,0.00612645,0.0112445,0.00606335,0.00829913,0.0278553,0.00332198,0.0281776,0.00838311,0.00373438,0.00564358,0.0300506,0.00260147,0.00431399,0.00653749,0.0113631,0.00574064,0.00531325,0.00970963,0.0163966,0,0,0,0,0,0,0,0,0
40,0,0.0171914,0.0054547,0,0,0,0,0,0.0309151,0.0201093,0.0179717,0.0133711,0,0,0.00892484,0,0.0174887,0.00772439,0.0487915,0.0246755,0.00566559,0.0367316,0.00864146,0.0127059,0.0198804,0.0349867,0.020055,0.0155598,0.0215528,0.023404,0.00978441,0.0136677,0.033581,0.0113391,0.00767264,0.00270424,0.00601775,0.0213825,0.0038729,0.00984166,0.0186876,0,0,0.0274583,0,0.0128716,0.00929316,0.0381869,0.00634434,0.0111687,0.00639351,0.00828483,0.0275131,0.00315359,0.0280801,0.00824162,0.00340727,0.00586945,0.0296851,0.00244297,0.0046866,0.00670625,0.0115405,0.00595192,0.00537419,0.00970313,0.0164735,0,0,0,0,0,0,0,0,0
41,0,0.0172106,0.00550843,0,0,0,0,0,0.0302545,0.0198323,0.0178967,0.0132336,0,0,0.00954395,0,0.017732,0.00799472,0.0487055,0.0248589,0.00572154,0.036771,0.00857169,0.0133986,0.0200362,0.0351149,0.019907,0.0154198,0.0214508,0.0232894,0.0099143,0.0135335,0.032843,0.0121062,0.00773539,0.00261463,0.00612,0.0213995,0.00416829,0.00973674,0.0187772,0,0,0.0266418,0,0.0128024,0.0090992,0.0381115,0.00673546,0.0111075,0.00685088,0.00825591,0.0271213,0.00311211,0.0280229,0.00781953,0.00323492,0.00608993,0.0296039,0.00238858,0.00507126,0.00670137,0.0115411,0.00594386,0.00537031,0.00966575,0.016495,0,0,0,0,0,0,0,0,0
42,0,0.0172687,0.00560662,0,0,0,0,0,0.0294736,0.0196617,0.017794,0.0131869,0,0,0.0100996,0,0.0178351,0.00813519,0.0486285,0.0251252,0.00576816,0.0369022,0.00851103,0.0140561,0.0201524,0.0352621,0.019879,0.0152822,0.0214451,0.0232562,0.0100535,0.0133743,0.0320717,0.0127721,0.00774839,0.00258009,0.00612235,0.0214215,0.00442872,0.00974678,0.0189067,0,0,0.0257133,0,0.0127179,0.00883748,0.0380529,0.00703928,0.0109515,0.00704945,0.00826102,0.0266876,0.00315737,0.027957,0.00751092,0.00315644,0.00613719,0.0293798,0.00235811,0.00527651,0.00648044,0.011637,0.00593131,0.005349,0.00964442,0.0165152,0,0,0,0,0,0,0,0,0
43,0,0.0173681,0.00574173,0,0,0,0,0,0.0286017,0.0195406,0.0176474,0.0133372,0,0,0.010615,0,0.0179594,0.00830447,0.0485085,0.0254108,0.00584398,0.0370804,0.00850902,0.0146743,0.0202395,0.035421,0.0199279,0.015114,0.0215654,0.0232711,0.0101737,0.0132021,0.0311819,0.0134099,0.0077743,0.00253121,0.00593852,0.0215161,0.0044064,0.00980218,0.0190777,0,0,0.0246999,0,0.0126659,0.00853605,0.0381254,0.00697965,0.0107438,0.00709854,0.00829302,0.0262862,0.00316477,0.0278358,0.00727828,0.0030607,0.00605691,0.0287197,0.0023471,0.00533188,0.00617722,0.0118868,0.00599591,0.00535983,0.00962113,0.0165586,0,0,0,0,0,0,0,0,0
44,0,0.0178957,0.00623369,0,0,0,0,0,0.0276636,0.019331,0.0173787,0.0134128,0,0,0.0101199,0,0.0183573,0.00785696,0.0484028,0.0255922,0.00587361,0.0372079,0.008821,0.0150107,0.0202663,0.0354958,0.0199835,0.0149653,0.0216332,0.0232138,0.0102731,0.0129995,0.0301927,0.0130555,0.00801622,0.00243756,0.00541234,0.0214552,0.00434784,0.00951566,0.019702,0,0,0.0266294,0,0.0125761,0.00897752,0.0381719,0.00709932,0.0107316,0.00712625,0.00859038,0.0275247,0.00311753,0.0277766,0.0072594,0.00310648,0.00588176,0.0283663,0.00231293,0.00528793,0.00563772,0.0120677,0.00660208,0.00534389,0.00935606,0.0168032,0,0,0,0,0,0,0,0,0
45,0,0.0178537,0.00663382,0,0,0,0,0,0.0267302,0.0193824,0.0171431,0.0135379,0,0,0.0104116,0,0.0183554,0.00795581,0.0483989,0.0257282,0.00593596,0.03738,0.00877585,0.0156113,0.0202936,0.0355177,0.0201125,0.0148078,0.021447,0.0231785,0.0103747,0.0128106,0.0292361,0.0135518,0.00809927,0.00242903,0.0053373,0.0213457,0.00461969,0.00943686,0.0198865,0,0,0.0268353,0,0.0124792,0.00892211,0.0382324,0.00732759,0.0107632,0.00739794,0.00854587,0.02786,0.00307882,0.0277852,0.00758885,0.00324429,0.00585243,0.0283657,0.00242887,0.00538607,0.0054241,0.0122248,0.00686076,0.00521635,0.00945804,0.0167369,0,0,0,0,0,0,0,0,0
46,0,0.0177911,0.00700375,0,0,0,0,0,0.0259038,0.0193921,0.0169474,0.0134994,0,0,0.0107795,0,0.018485,0.00816982,0.0484668,0.0258625,0.00599395,0.0375268,0.00876332,0.016238,0.0203619,0.0355281,0.0202108,0.014647,0.0213514,0.0231784,0.0104395,0.0126302,0.0284079,0.0141408,0.00826304,0.00235584,0.00517617,0.0212557,0.0045831,0.00935765,0.0199909,0,0,0.026932,0,0.012438,0.00886495,0.0383037,0.00722331,0.0107466,0.00752875,0.00853854,0.0281212,0.00300495,0.027622,0.00733404,0.00326283,0.0057151,0.0279723,0.00250506,0.00534617,0.00522293,0.0123385,0.00710945,0.00509743,0.00953397,0.0166465,0,0,0,0,0,0,0,0,0
47,0,0.0177124,0.00733511,0,0,0,0,0,0.0251474,0.01931,0.0168001,0.0134026,0,0,0.0111982,0,0.0186813,0.00847094,0.0485095,0.0260475,0.00605915,0.037678,0.00880159,0.0169057,0.0204723,0.0355992,0.0203354,0.0144552,0.0213383,0.0231711,0.010514,0.0124485,0.0277232,0.0147431,0.00845355,0.00221448,0.0050351,0.021201,0.00443804,0.0092678,0.0200853,0,0,0.026935,0,0.0124507,0.00877308,0.0383892,0.00693723,0.0107219,0.00768065,0.00854026,0.0282848,0.00286363,0.0273569,0.00693546,0.00322033,0.00556457,0.0272169,0.00244713,0.00523221,0.00523325,0.0124773,0.00731025,0.00501109,0.00961047,0.0165531,0,0,0,0,0,0,0,0,0
48,0,0.0176521,0.00765368,0,0,0,0,0,0.0244692,0.0192254,0.0166575,0.0132623,0,0,0.0116444,0,0.0188607,0.00875702,0.0485754,0.0262016,0.00614018,0.0377782,0.00889451,0.0175986,0.0205618,0.0356332,0.0204527,0.0142898,0.0211857,0.023075,0.0105751,0.0122563,0.0272082,0.0153336,0.00863869,0.00205398,0.00523934,0.021154,0.00471522,0.00907543,0.0201531,0,0,0.0268298,0,0.012495,0.00864918,0.0384699,0.00714515,0.010784,0.00809087,0.00849233,0.0283433,0.00270105,0.0271909,0.00676223,0.0032961,0.00564496,0.026771,0.00251064,0.00535966,0.00565424,0.0124849,0.00749822,0.00491874,0.00968875,0.0164084,0,0,0,0,0,0,0,0,0
49,0,0.0175481,0.00791156,0,0,0,0,0,0.0239173,0.0191441,0.0165697,0.0130967,0,0,0.0121075,0,0.0190197,0.00899177,0.0486535,0.0263824,0.00626059,0.0377887,0.00895809,0.0182122,0.0205968,0.0355474,0.0205029,0.0141587,0.0210594,0.0230415,0.0106215,0.0120631,0.0267998,0.0159041,0.00880386,0.00190868,0.00581543,0.0210466,0.00534563,0.00880578,0.0201164,0,0,0.0266375,0,0.0124977,0.00849304,0.0384993,0.00781186,0.0109089,0.00873772,0.00846269,0.028304,0.00258927,0.0271293,0.00689974,0.00342222,0.00598433,0.0265869,0.00277748,0.00581817,0.00636792,0.0125137,0.00768766,0.00480764,0.00977134,0.0162399,0,0,0,0,0,0,0,0,0
50,0,0.0174,0.00809063,0,0,0,0,0,0.0234418,0.0190444,0.0165206,0.0129722,0,0,0.0125412,0,0.0191554,0.00920504,0.0486604,0.0266522,0.0064258,0.0378082,0.00898852,0.0187378,0.0206109,0.0354067,0.0205126,0.0140353,0.020832,0.0229715,0.0107036,0.0118457,0.0264954,0.0165557,0.00891949,0.00177877,0.00566815,0.0209359,0.0055511,0.00858621,0.0200264,0,0,0.0263674,0,0.0125256,0.00826501,0.0384861,0.00816288,0.0109847,0.00954429,0.00845748,0.0281968,0.00281447,0.0271867,0.00742406,0.00369086,0.00667872,0.0267433,0.0034154,0.00657399,0.00614003,0.0125477,0.00786434,0.00470747,0.00984335,0.0160531,0,0,0,0,0,0,0,0,0
51,0,0.0171768,0.00828027,0,0,0,0,0,0.0229375,0.0189883,0.01649,0.0128477,0,0,0.0128465,0,0.0192361,0.00936482,0.0486433,0.0269052,0.00654757,0.0378411,0.0089901,0.0191985,0.0205627,0.0352084,0.0203601,0.0139218,0.0207544,0.0229429,0.0108316,0.0116125,0.0261292,0.0170639,0.00898447,0.00168722,0.00537355,0.0208225,0.0055665,0.00838606,0.01991,0,0,0.025971,0,0.0125386,0.00793595,0.0385542,0.00817287,0.0111042,0.0100518,0.00846159,0.0280795,0.00310468,0.0269718,0.00722495,0.00360906,0.00706875,0.0265253,0.00386936,0.00703686,0.00585251,0.0125054,0.00799185,0.00456261,0.00986091,0.0158285,0,0,0,0,0,0,0,0,0
52,0,0.0168622,0.00847505,0,0,0,0,0,0.0224006,0.0190023,0.016436,0.0126767,0,0,0.0130385,0,0.0192485,0.00940327,0.0485619,0.0271537,0.00664609,0.0379018,0.00894102,0.0196549,0.0205022,0.0349592,0.020226,0.013851,0.0207666,0.0229897,0.0109741,0.0113677,0.0257544,0.0173672,0.00901822,0.00161444,0.00526239,0.0207605,0.0058667,0.00811489,0.0197877,0,0,0.0254116,0,0.0126124,0.0077093,0.0386206,0.00851988,0.0113394,0.010482,0.00836472,0.0278982,0.00325618,0.0266206,0.00659401,0.00344774,0.00741011,0.0265807,0.00433281,0.00749552,0.00575167,0.0125267,0.00807824,0.00441914,0.00987106,0.0155255,0,0,0,0,0,0,0,0,0
53,0,0.0165198,0.0087811,0,0,0,0,0,0.0218348,0.0190521,0.0163966,0.0125679,0,0,0.0131871,0,0.0192649,0.00936346,0.0485426,0.0275319,0.00670956,0.0380911,0.00880131,0.0202459,0.0204453,0.0347994,0.0201927,0.0137297,0.0207612,0.0230933,0.0111339,0.011129,0.0253426,0.017639,0.00904927,0.00157917,0.00531245,0.0206851,0.00604634,0.00780637,0.0197713,0,0,0.0246984,0,0.0126612,0.00742098,0.0387087,0.00867399,0.0116094,0.0106571,0.00813933,0.0276989,0.00311216,0.0261771,0.00588959,0.00304017,0.00744586,0.0262422,0.00452629,0.00766636,0.00597503,0.0125588,0.00813628,0.00429509,0.00997103,0.0151888,0,0,0,0,0,0,0,0,0
54,0,0.0161868,0.0090979,0,0,0,0,0,0.021207,0.0190276,0.0163671,0.0124629,0,0,0.0134255,0,0.0193275,0.00935571,0.0485884,0.0278345,0.0067642,0.0383809,0.00861704,0.0209172,0.0203966,0.0346495,0.0201974,0.0135662,0.0206961,0.0232515,0.0112256,0.0108518,0.0248166,0.0180785,0.00909491,0.00154905,0.00568689,0.0205822,0.00604018,0.00748156,0.0197384,0,0,0.0239131,0,0.0127082,0.00705531,0.0387775,0.00853876,0.011848,0.0106853,0.00791793,0.0274574,0.00260457,0.0256794,0.00505946,0.002429,0.00716168,0.0252859,0.00448501,0.00745762,0.00670012,0.012636,0.00822342,0.00418843,0.0101053,0.01482,0,0,0,0,0,0,0,0,0
55,0,0.0167815,0.0100601,0,0,0,0,0,0.0211263,0.0191071,0.0164201,0.0131665,0,0,0.0141019,0,0.0193592,0.0096528,0.0489673,0.0283788,0.00667845,0.0390833,0.00878991,0.0222056,0.0200318,0.0344274,0.0202206,0.0130744,0.0210886,0.0237478,0.0112523,0.0105003,0.0249257,0.0189432,0.00913997,0.00152492,0.027808,0.0205496,0.0208997,0.00877971,0.0201277,0,0,0.0231073,0,0.012692,0.00666253,0.0400623,0.0189597,0.0104207,0.0148425,0.00838579,0.0272754,0.00523368,0.0216501,0.00697096,0.00717704,0.0137715,0,0.0172323,0.0142784,0.0284163,0.0129542,0.00827745,0.00410473,0.0111382,0.0151869,0,0,0,0,0,0,0,0,0
56,0,0.0155941,0.00958965,0,0,0,0,0,0.0195689,0.0189336,0.0162665,0.0120358,0,0,0.0139255,0,0.019475,0.00946132,0.0485034,0.028413,0.00684919,0.0389849,0.00821715,0.0219196,0.0203935,0.0343614,0.0204904,0.0132619,0.0209383,0.0235358,0.0112143,0.0102978,0.0233668,0.0188091,0.00927334,0.00138024,0.00578909,0.0203655,0.00605755,0.00673101,0.019469,0,0,0.0220074,0,0.0127932,0.00620407,0.0388638,0.00829745,0.01237,0.0113028,0.00762208,0.0269866,0.00159811,0.0250037,0.00423872,0.0018589,0.00735556,0.0241403,0.00493689,0.00762488,0.00693719,0.012945,0.00826611,0.00393154,0.010367,0.014133,0,0,0,0,0,0,0,0,0
57,0,0.0161326,0.0105326,0,0,0,0,0,0.0193534,0.0191183,0.0163038,0.0126742,0,0,0.014503,0,0.0193732,0.00962757,0.0488549,0.0288121,0.006733,0.0395987,0.00843782,0.0231888,0.0200958,0.0341762,0.0206697,0.0128586,0.0216308,0.0239794,0.0111572,0.0100008,0.0231805,0.0196747,0.00930074,0.0014207,0.0281317,0.0203082,0.0207753,0.00815185,0.019739,0,0,0.021103,0,0.0127737,0.00584858,0.0401818,0.0186636,0.0112378,0.0157512,0.008057,0.0267982,0.00594212,0.0215021,0.0073501,0.0076155,0.0135469,0,0.0172268,0.0139727,0.0287444,0.0131224,0.00829213,0.00379837,0.0113609,0.0144357,0,0,0,0,0,0,0,0,0
58,0,0.0158338,0.0108975,0,0,0,0,0,0.0184566,0.0190797,0.0162936,0.0125809,0,0,0.0146547,0,0.0194388,0.00960489,0.0488452,0.0291155,0.00675976,0.0398573,0.00838921,0.0236644,0.0202345,0.0341445,0.0209954,0.0127488,0.0220579,0.0237919,0.0109791,0.00980853,0.0222256,0.0200349,0.0094159,0.00132651,0.0282678,0.0201763,0.0207373,0.008669,0.0196276,0,0,0.0199477,0,0.0128326,0.00544768,0.0403145,0.0186143,0.0116843,0.0163213,0.0079562,0.0265717,0.00629642,0.0215579,0.0076341,0.00774551,0.0135075,0,0.0172296,0.0138718,0.0288727,0.0131741,0.00839246,0.00365505,0.0115034,0.01409,0,0,0,0,0,0,0,0,0
59,0,0.0146422,0.0105603,0,0,0,0,0,0.0169191,0.0188446,0.0162229,0.0119738,0,0,0.0146282,0,0.019464,0.00949707,0.0484866,0.0292234,0.00690672,0.0397373,0.00790725,0.0235331,0.0208054,0.0342473,0.0214211,0.0129842,0.0213327,0.0229965,0.0107951,0.0096897,0.0206482,0.0201243,0.00944701,0.00117845,0.00539955,0.0199662,0.00656268,0.00787407,0.0190002,0,0,0.0184351,0,0.0129368,0.00502214,0.0391435,0.00870589,0.0133927,0.0129755,0.00725163,0.0260779,0.00145684,0.0247133,0.00343894,0.00203441,0.00814973,0.0239843,0.00577403,0.00858032,0.00670658,0.0130502,0.00839926,0.00349191,0.0107451,0.0130752,0,0,0,0,0,0,0,0,0
60,0,0.0142958,0.0108451,0,0,0,0,0,0.0161363,0.0187502,0.0162977,0.0122918,0,0,0.0148688,0,0.0194535,0.00955364,0.0486204,0.0294992,0.00686812,0.0400403,0.00782546,0.0240255,0.021095,0.034319,0.0217158,0.012938,0.0210794,0.0224154,0.0106888,0.00950449,0.0198338,0.0205681,0.00939444,0.00111432,0.00451901,0.0198302,0.00669488,0.00800618,0.0187814,0,0,0.0174158,0,0.0130133,0.00471746,0.0390948,0.00887233,0.0135429,0.0132549,0.00705871,0.0257608,0.0018641,0.0245416,0.00355981,0.00230729,0.00854251,0.0243891,0.00618733,0.00896667,0.00577571,0.0131161,0.00845749,0.00341309,0.0108379,0.0127286,0,0,0,0,0,0,0,0,0
61,0,0.0147125,0.0116905,0,0,0,0,0,0.0160951,0.0188262,0.0164589,0.012975,0,0,0.0153192,0,0.0193486,0.00966654,0.0492142,0.0299452,0.00675687,0.0407585,0.0081307,0.0251186,0.0207986,0.0343039,0.0218752,0.0125717,0.0213688,0.0223681,0.0106312,0.00924976,0.01974,0.021284,0.00930558,0.0011612,0.0287672,0.0197412,0.0207409,0.00898042,0.0189153,0,0,0.016376,0,0.0130671,0.00438218,0.040483,0.0186766,0.0126815,0.0172839,0.00728457,0.0255431,0.00670186,0.0209445,0.00827586,0.00794431,0.0129072,0,0.0170006,0.0132319,0.0294576,0.013287,0.00846924,0.00334104,0.0117011,0.012986,0,0,0,0,0,0,0,0,0
62,0,0.0143902,0.0119352,0,0,0,0,0,0.0154475,0.0187559,0.0165706,0.0127352,0,0,0.0154552,0,0.0193451,0.00960906,0.0493551,0.0303058,0.00685448,0.0412772,0.00815546,0.025431,0.0207434,0.0343433,0.0221152,0.0124828,0.0214517,0.0222129,0.0105061,0.00906096,0.0188656,0.0215117,0.00930027,0.00113317,0.0289014,0.0195714,0.0207652,0.00912075,0.018743,0,0,0.0152146,0,0.0131004,0.0040239,0.0406058,0.0188233,0.0130624,0.0174331,0.00716416,0.0253492,0.00706373,0.0207002,0.0083656,0.00803406,0.0125956,0,0.0168104,0.0129662,0.029614,0.0133821,0.00848219,0.00322,0.0118371,0.012632,0,0,0,0,0,0,0,0,0
63,0,0.0130538,0.0113594,0,0,0,0,0,0.013891,0.0185663,0.016609,0.0118685,0,0,0.0154884,0,0.0194031,0.00953694,0.0488579,0.0303903,0.00723725,0.0412416,0.00777957,0.0249991,0.02116,0.0344983,0.0223428,0.0126276,0.021107,0.0217062,0.0103643,0.00894723,0.0171238,0.0214227,0.00931964,0.00105087,0.0055848,0.0193064,0.00924071,0.0085011,0.0180065,0,0,0.0136585,0,0.0131686,0.00369063,0.039354,0.0118576,0.0147672,0.0142674,0.0067952,0.0247924,0.00274355,0.0242124,0.00435686,0.0030273,0.0101642,0.0269002,0.00816294,0.0110087,0.00656543,0.0132856,0.00837696,0.00310822,0.0110617,0.0114415,0,0,0,0,0,0,0,0,0
64,0,0.0125648,0.011495,0,0,0,0,0,0.013173,0.0184923,0.0167221,0.0117296,0,0,0.0157375,0,0.0194053,0.00957526,0.0487798,0.0306523,0.007333,0.0415411,0.00780759,0.0253713,0.0212368,0.0347044,0.0224931,0.0124775,0.0212462,0.0216523,0.0103329,0.00874357,0.0163229,0.0217114,0.00928293,0.000968888,0.00487276,0.0191104,0.00865604,0.0087697,0.0177034,0,0,0.0126376,0,0.0132125,0.00355384,0.0395191,0.0110226,0.0151198,0.0146639,0.00682271,0.0244856,0.00267896,0.0238153,0.00396854,0.00323436,0.0100304,0.0261402,0.00799152,0.0107684,0.00612223,0.0132776,0.00835025,0.00306315,0.0111615,0.0109775,0,0,0,0,0,0,0,0,0
