Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,RTIBA,IMUR_B
358,0.0100439,0.00318602,0,0,0,0,0,0.002067,0.0160828,0.00374659,0.0158638,0,0,0.000937606,0,0.0242766,0.00343438,0.043626,0.00864623,0.0271613,0.00801366,0.0123003,0.00578893,0.00709656,0.00983099,0.0053223,0.0334184,0.00480677,0.00488439,0.00499206,0.0314291,0.00301011,0.00323386,0.0178412,0.00446729,0.0318698,0.00997073,0.0237881,0.0156561,0.0101199,0,0,0.00594807,0,0.00528484,0.00452502,0.0489371,0.0218382,0.0304613,0.00877792,0.0117936,0.0073571,0.00328477,0.0307873,0.00431093,0.00640215,0.0106534,0.0114309,0.00875877,0.0301587,0.00133628,0.00192279,0.00330251,0.0026759,0.00956506,0,0,0,0,0,0,0,0,0,0
359,0.0114087,0.00378813,0,0,0,0,0,0.00190105,0.0161261,0.00441904,0.0148949,0,0,0.00126163,0,0.0242378,0.00343702,0.0437513,0.0105767,0.0267402,0.00923271,0.0129237,0.00575441,0.0087167,0.0123661,0.00725448,0.0326558,0.00611094,0.00626352,0.0059088,0.0315137,0.00475106,0.00325292,0.0178181,0.00455416,0.0311928,0.0100519,0.0234411,0.0147181,0.0114695,0,0,0.00550313,0,0.00520541,0.00451766,0.0487071,0.021628,0.030622,0.00826313,0.0122543,0.00823411,0.00319089,0.0306158,0.00397098,0.00638073,0.0109329,0.0117953,0.00919058,0.0295677,0.00157564,0.0021892,0.00348299,0.00273401,0.0108653,0,0,0,0,0,0,0,0,0,0
360,0.0127247,0.00436895,0,0,0,0,0,0.00383541,0.0161642,0.00536315,0.013798,0,0,0.00154212,0,0.0241616,0.00342383,0.0438059,0.0127985,0.0263399,0.0109185,0.0136708,0.00566767,0.0106734,0.0152569,0.00955466,0.0318311,0.00762393,0.00809055,0.00694307,0.0316096,0.00766714,0.00321659,0.0177674,0.00456856,0.0305582,0.0102169,0.0230881,0.0140178,0.0127896,0,0,0.00522015,0,0.00520277,0.00449059,0.0485098,0.0214299,0.0308521,0.00779658,0.0127125,0.00917248,0.00300898,0.030383,0.00376038,0.00647316,0.0112579,0.0121216,0.00958922,0.0289284,0.00208676,0.00237286,0.00370639,0.00290923,0.0121288,0,0,0,0,0,0,0,0,0,0
361,0.0139698,0.00491832,0,0,0,0,0,0.00579665,0.0162043,0.00619637,0.0128472,0,0,0.00182941,0,0.0241053,0.00340094,0.0439287,0.0144215,0.0260284,0.012403,0.0143235,0.00564206,0.01224,0.0175285,0.0114094,0.0311522,0.00887123,0.00951808,0.00779447,0.031779,0.0101836,0.0032198,0.0177253,0.00460557,0.0299156,0.0103898,0.0226971,0.0132994,0.0139835,0,0,0.00507633,0,0.0052258,0.00455747,0.0483189,0.0211838,0.0310843,0.00735574,0.0132269,0.0100323,0.00296324,0.030156,0.00385889,0.00653143,0.011611,0.0124598,0.0100208,0.0282742,0.00265809,0.00246243,0.00393957,0.00316969,0.013308,0,0,0,0,0,0,0,0,0,0
362,0.0151669,0.00545876,0,0,0,0,0,0.00750175,0.0162593,0.00678245,0.0123956,0,0,0.00208688,0,0.0240486,0.00340923,0.0441998,0.0153426,0.0258846,0.0135266,0.0148096,0.00559579,0.0132816,0.0191006,0.0127121,0.0306944,0.00974682,0.0106616,0.0084264,0.0320069,0.0122339,0.0031542,0.0177054,0.00467352,0.0292463,0.0104988,0.0223318,0.0125395,0.0150868,0,0,0.00506448,0,0.00518268,0.00462905,0.0480815,0.0209251,0.0313358,0.00696542,0.0137336,0.0108622,0.00308613,0.0299513,0.0040813,0.00640503,0.011955,0.0127997,0.0105196,0.0276396,0.00330568,0.00260916,0.00415158,0.00350606,0.0144355,0,0,0,0,0,0,0,0,0,0
363,0.0162689,0.00597391,0,0,0,0,0,0.00919542,0.0163068,0.00719652,0.011971,0,0,0.00231626,0,0.0240054,0.0034681,0.0444253,0.0159022,0.0258569,0.014353,0.0151785,0.00549936,0.0142803,0.0203847,0.013772,0.0304561,0.0103667,0.0116099,0.00888665,0.0322115,0.0141842,0.00308879,0.0177035,0.0047208,0.0284954,0.0105815,0.0220061,0.0117113,0.0160955,0,0,0.0051527,0,0.00513108,0.00464811,0.0478203,0.0206864,0.0315528,0.0066327,0.0140223,0.0116832,0.00371876,0.0297672,0.00433027,0.00601173,0.0122687,0.0131472,0.0110102,0.0269581,0.00399549,0.0028353,0.0043354,0.00386927,0.0154664,0,0,0,0,0,0,0,0,0,0
364,0.0172829,0.00647497,0,0,0,0,0,0.0108925,0.0163354,0.00750791,0.0116046,0,0,0.00253692,0,0.0239604,0.0034907,0.0445636,0.0161953,0.0259587,0.0149586,0.0154219,0.00533858,0.0151538,0.021483,0.014696,0.0303777,0.0109301,0.0122372,0.00915928,0.0323913,0.0161068,0.00302253,0.0176919,0.00474771,0.0276527,0.0106528,0.0216634,0.0108585,0.0170025,0,0,0.00521749,0,0.00506359,0.00465063,0.0475548,0.0204596,0.0317281,0.00642261,0.0141204,0.0124776,0.00428727,0.0296536,0.00466652,0.00569157,0.0126065,0.0134914,0.0114988,0.0262171,0.00466996,0.003171,0.00438179,0.00420994,0.0164048,0,0,0,0,0,0,0,0,0,0
365,0.0182118,0.00702817,0,0,0,0,0,0.0123461,0.0163572,0.00775963,0.0112549,0,0,0.00274976,0,0.0239296,0.00350771,0.0445742,0.0162037,0.0260971,0.0153501,0.0155884,0.00520523,0.015697,0.0223563,0.0152952,0.0301607,0.0112575,0.0128188,0.00930061,0.0325632,0.0177065,0.00286547,0.0176644,0.00482374,0.0268744,0.0107076,0.0212712,0.0101443,0.0178448,0,0,0.00536769,0,0.00499261,0.00457398,0.0472626,0.0201934,0.0318497,0.00639753,0.0142609,0.0132365,0.00424421,0.0295699,0.00512604,0.00565554,0.012972,0.0139034,0.0119927,0.0254295,0.00534332,0.00347659,0.00444179,0.00456406,0.0172862,0,0,0,0,0,0,0,0,0,0
366,0.0190727,0.00757994,0,0,0,0,0,0.013621,0.016391,0.00798306,0.0108313,0,0,0.00290289,0,0.0238736,0.00352045,0.0444819,0.0160265,0.0262817,0.0156344,0.015708,0.0051095,0.0159063,0.022904,0.0156782,0.0297875,0.0114766,0.0133403,0.00940494,0.0327452,0.0190844,0.00266528,0.0176342,0.0049326,0.0260058,0.0107846,0.0208865,0.00959538,0.0185978,0,0,0.00561039,0,0.0049896,0.0045268,0.046962,0.0199271,0.0319662,0.00647971,0.0142356,0.0138478,0.00373183,0.0294526,0.00563696,0.00540004,0.0132556,0.0143993,0.0125174,0.0246107,0.00592218,0.00357222,0.00459863,0.00488935,0.0180762,0,0,0,0,0,0,0,0,0,0
367,0.0198524,0.00811301,0,0,0,0,0,0.0148949,0.0164138,0.00817277,0.0104209,0,0,0.00296821,0,0.0238453,0.00348572,0.0444051,0.0157242,0.0265034,0.0159052,0.0157568,0.00501371,0.0159844,0.023243,0.0160236,0.0294656,0.0116478,0.0137338,0.00945449,0.0329289,0.0204603,0.00243307,0.0176218,0.0049554,0.0249233,0.0108706,0.0205229,0.00919345,0.0192425,0,0,0.00603789,0,0.00504585,0.00459498,0.0466764,0.019761,0.0321204,0.0063433,0.0142004,0.0143142,0.00343212,0.0291386,0.00588284,0.00499222,0.0132423,0.014673,0.0129117,0.0236799,0.00643992,0.00349504,0.00481023,0.00518814,0.0187798,0,0,0,0,0,0,0,0,0,0
368,0.0205201,0.0086584,0,0,0,0,0,0.0163457,0.0164362,0.00835905,0.0101774,0,0,0.00293325,0,0.0238694,0.00343719,0.0445768,0.0152285,0.0267017,0.0161483,0.0157106,0.0049236,0.0162998,0.0235144,0.0163615,0.0295262,0.0117442,0.0140772,0.00939303,0.0331126,0.0220432,0.00217675,0.0176457,0.00500303,0.0238095,0.0109561,0.0201451,0.00903852,0.0197817,0,0,0.006569,0,0.00513131,0.0048877,0.0464748,0.0195694,0.0322899,0.00638097,0.0142289,0.0146935,0.00293472,0.0290103,0.0062862,0.00500705,0.0134015,0.0149587,0.0134771,0.022655,0.00696359,0.00333877,0.00494205,0.00549218,0.0193549,0,0,0,0,0,0,0,0,0,0
369,0.0211483,0.00932575,0,0,0,0,0,0.0176718,0.0164829,0.00857596,0.0100919,0,0,0.00282493,0,0.0238302,0.00340093,0.0448039,0.0145653,0.0268766,0.0163046,0.015565,0.00490868,0.0166295,0.0236805,0.0165047,0.0295927,0.0117493,0.0142493,0.00928793,0.0333673,0.0233106,0.00198035,0.0176553,0.00510262,0.0226031,0.0110106,0.0197881,0.00911781,0.020279,0,0,0.00709552,0,0.00516467,0.00516454,0.0463452,0.0194161,0.0324536,0.00657407,0.0142324,0.0150715,0.00220337,0.0289277,0.00665125,0.00573708,0.013747,0.0150145,0.0140845,0.0216407,0.00746098,0.00336522,0.00507568,0.00580226,0.0198853,0,0,0,0,0,0,0,0,0,0
370,0.0217457,0.0098081,0,0,0,0,0,0.0188787,0.0165347,0.0088255,0.0101865,0,0,0.00266903,0,0.0238039,0.00338457,0.0449755,0.0138528,0.0270754,0.0163303,0.0152862,0.00493746,0.0166867,0.0237134,0.016505,0.029507,0.0117348,0.0143162,0.00916643,0.0336677,0.0244316,0.00183546,0.0176552,0.00523812,0.0213826,0.0110502,0.0193839,0.00940325,0.020699,0,0,0.00749372,0,0.00516348,0.0052093,0.0463225,0.0192633,0.032624,0.00679705,0.0139597,0.0154048,0.00238691,0.0288447,0.00696296,0.00606064,0.0141486,0.0151163,0.0147008,0.0206401,0.00786444,0.00354359,0.00512623,0.00604157,0.0203859,0,0,0,0,0,0,0,0,0,0
371,0.0223538,0.0101944,0,0,0,0,0,0.0199691,0.0165612,0.00905286,0.0104724,0,0,0.00248315,0,0.0238234,0.0033444,0.0451096,0.0131249,0.0272819,0.0162503,0.0150321,0.00496386,0.0162728,0.0235882,0.016385,0.0292897,0.0116792,0.0142582,0.00898571,0.0339494,0.0254625,0.0018149,0.0176625,0.0053197,0.0201674,0.0111183,0.0189375,0.00982227,0.0211234,0,0,0.00791175,0,0.0051546,0.00536753,0.0462329,0.0190105,0.0327832,0.00717251,0.013728,0.0157578,0.00248937,0.0287766,0.0073626,0.00627593,0.014686,0.0156326,0.0154084,0.0196559,0.0082543,0.0038063,0.00519757,0.0062688,0.0208946,0,0,0,0,0,0,0,0,0,0
372,0.0229071,0.0104932,0,0,0,0,0,0.0209966,0.0165804,0.00932083,0.0109087,0,0,0.00221512,0,0.0239041,0.00324906,0.0452177,0.0123387,0.0274987,0.0161483,0.0147725,0.00507895,0.0158525,0.0232563,0.0162099,0.0289732,0.0115537,0.0141152,0.00878878,0.0342457,0.0264002,0.0019118,0.0177054,0.00541125,0.0188925,0.0111857,0.0184827,0.0102684,0.0214733,0,0,0.00842037,0,0.00516189,0.00576497,0.0460947,0.0188154,0.0329285,0.00769533,0.0135508,0.0161082,0.00236615,0.0287066,0.00787087,0.00651065,0.0151933,0.0167658,0.0160407,0.0186449,0.00869901,0.00404792,0.00529538,0.00646712,0.0213134,0,0,0,0,0,0,0,0,0,0
373,0.0235824,0.0108415,0,0,0,0,0,0.0221518,0.0165895,0.00960793,0.0114849,0,0,0.00192565,0,0.0240623,0.00306787,0.0453966,0.0115189,0.0277684,0.0162323,0.0144998,0.00630848,0.0155708,0.0229591,0.0161151,0.0287154,0.0115473,0.0141295,0.00867035,0.0345353,0.0274587,0.00269902,0.017792,0.00546923,0.0174106,0.0110489,0.0180031,0.0110753,0.0221797,0,0,0.00929929,0,0.00517692,0.00617246,0.0460435,0.0189991,0.0331396,0.00840453,0.0133608,0.0164883,0.00253995,0.0286009,0.00847017,0.00620064,0.0157243,0.0176576,0.0165566,0.0175688,0.00895059,0.00409497,0.00518737,0.00704981,0.0218344,0,0,0,0,0,0,0,0,0,0
374,0.0241281,0.0109389,0,0,0,0,0,0.0232197,0.0165853,0.00987574,0.0120222,0,0,0.00155154,0,0.0241457,0.00295546,0.0455257,0.010486,0.028091,0.0162852,0.0142273,0.0063994,0.0153084,0.0226935,0.0158738,0.028732,0.0115202,0.0141647,0.0085121,0.0348138,0.0284964,0.0029881,0.0178456,0.00549883,0.0161438,0.0111064,0.0175927,0.0120933,0.0225124,0,0,0.00985424,0,0.00522095,0.00640322,0.0460193,0.0189491,0.0333725,0.00922561,0.0130502,0.0167096,0.0028418,0.0286217,0.00972817,0.00611448,0.0163645,0.0183925,0.0173099,0.0167515,0.00933231,0.00410759,0.00526362,0.00727695,0.0221797,0,0,0,0,0,0,0,0,0,0
375,0.0245596,0.0110585,0,0,0,0,0,0.024457,0.0165689,0.0102959,0.0126152,0,0,0.00126253,0,0.0242309,0.00285837,0.0456464,0.00949119,0.0284325,0.0164653,0.0138988,0.00658424,0.015113,0.0225313,0.0157255,0.028928,0.0115032,0.0142836,0.00835366,0.0350692,0.0297743,0.00335521,0.0178951,0.0054492,0.0148666,0.011116,0.0170783,0.0132828,0.0228001,0,0,0.0103168,0,0.00526047,0.00650127,0.0459994,0.0187775,0.033549,0.0106874,0.0126547,0.0168949,0.0032798,0.028881,0.0113318,0.00647558,0.0175096,0.0192311,0.0184262,0.0160088,0.00960145,0.00412734,0.00537954,0.00742763,0.0224843,0,0,0,0,0,0,0,0,0,0
376,0.019561,0.00869265,0,0,0,0,0,0.0127789,0.0163263,0.00681015,0.00944612,0,0,0.00113156,0,0.0246157,0.00285028,0.0390646,0.0185935,0.0301223,0.0210018,0.00913722,0.00704099,0.008201,0.0148795,0.012711,0.0367594,0.0113425,0.0113671,0.00880332,0.0365623,0.0166506,0.00413593,0.0180402,0.00521296,0.0140612,0.0105721,0.0166726,0.013328,0.0170149,0,0,0.00944104,0,0.00567852,0.00648174,0.0463045,0.0185144,0.0326917,0.0128032,0.0111875,0.012886,0.00529068,0.0309909,0.0130554,0.00755178,0.0189743,0.0199492,0.0192421,0.0154185,0.00784017,0.00414348,0.00494536,0.00610118,0.0176527,0,0,0,0,0,0,0,0,0,0
377,0.0151128,0.00576451,0,0,0,0,0,0.0146251,0.0159266,0.00577766,0.00944691,0,0,0.00205443,0,0.0251252,0.0033775,0.0398426,0.0182511,0.0300429,0.0226083,0.00590028,0.00775856,0.00926651,0.0169111,0.0139167,0.0371516,0.0111142,0.0114226,0.00802262,0.0362924,0.0188677,0.00505284,0.0182229,0.00479804,0.010652,0.0103885,0.01307,0.0116513,0.0128625,0,0,0.00906506,0,0.00587003,0.00643714,0.0452629,0.0232928,0.0343681,0.00984282,0.00506232,0.0103333,0.0154683,0,0.0103244,0.0116372,0.00674938,0.0106098,0.0118735,0.0207788,0.00639192,0.00408811,0.00490355,0.0035577,0.0137591,0,0,0,0,0,0,0,0,0,0
378,0.0146164,0.00517516,0,0,0,0,0,0.0146883,0.0159984,0.0056617,0.0100513,0,0,0.00212298,0,0.0251273,0.00343487,0.0398913,0.018224,0.030031,0.0232431,0.00553001,0.00618808,0.00930819,0.0173535,0.0139713,0.0369576,0.0110878,0.0112472,0.00813721,0.0364535,0.0187483,0.00451094,0.0181992,0.00479606,0.010948,0.0108039,0.0128956,0.0127016,0.0117554,0,0,0.00808789,0,0.00602662,0.00632657,0.0451224,0.0231615,0.034387,0.00993219,0.00449059,0.0104758,0.0150117,0,0.0101117,0.0106249,0.00709777,0.0113234,0.0122337,0.0213908,0.00675674,0.00378414,0.00550716,0.00233952,0.013115,0,0,0,0,0,0,0,0,0,0
379,0.0148795,0.00518212,0,0,0,0,0,0.0143462,0.0159149,0.00539276,0.010715,0,0,0.00256867,0,0.0252059,0.00368108,0.0399414,0.018065,0.0301446,0.0232521,0.00549087,0.00592366,0.00921651,0.0176087,0.0138909,0.0364186,0.0107987,0.010978,0.00815004,0.0366279,0.0184184,0.0047738,0.0182077,0.00469122,0.0111782,0.010838,0.0126005,0.0137354,0.0118275,0,0,0.00827938,0,0.00603047,0.00657873,0.04494,0.0231541,0.0344931,0.00986507,0.00431245,0.0106848,0.0141832,0,0.00986418,0.00935911,0.00757739,0.0120823,0.0126297,0.0219898,0.00700551,0.00385357,0.00554429,0.00222228,0.0132786,0,0,0,0,0,0,0,0,0,0
380,0.0153511,0.0056273,0,0,0,0,0,0.0141247,0.0159074,0.00527718,0.011108,0,0,0.00248001,0,0.0253216,0.00334772,0.0398437,0.0180146,0.0304015,0.0233475,0.00602727,0.0077691,0.00906825,0.0178362,0.0139926,0.0357963,0.010576,0.0107294,0.00828126,0.0368491,0.01809,0.00538261,0.0182847,0.00471391,0.0116051,0.0105928,0.0122444,0.0143622,0.0123856,0,0,0.00921207,0,0.00592018,0.00694297,0.0447801,0.0231683,0.034713,0.0099103,0.0045224,0.0108727,0.0134062,0,0.00971418,0.00816326,0.00803822,0.0128059,0.0132824,0.0227176,0.00713151,0.0041345,0.00524098,0.00309708,0.0137504,0,0,0,0,0,0,0,0,0,0
381,0.0203183,0.00860762,0,0,0,0,0,0.0118224,0.0163574,0.00618736,0.0124648,0,0,0.00206139,0,0.025044,0.00259998,0.0392183,0.0186384,0.0305075,0.0222233,0.00855926,0.00755064,0.00802888,0.0165382,0.0129428,0.0347285,0.0106832,0.0104729,0.00927993,0.0374533,0.0152882,0.00499526,0.0181906,0.00508128,0.0100366,0.0108968,0.0150552,0.0183135,0.016569,0,0,0.0098884,0,0.00582273,0.00711874,0.0454499,0.0189234,0.033552,0.0129367,0.00982152,0.0131421,0.005407,0.0289043,0.0128534,0.00760634,0.0189191,0.0216366,0.0211023,0.015849,0.00906048,0.00409551,0.00556766,0.00533728,0.0180141,0,0,0,0,0,0,0,0,0,0
382,0.0204099,0.00866825,0,0,0,0,0,0.0114809,0.0163313,0.00611184,0.0130323,0,0,0.00215586,0,0.0251413,0.00255905,0.0391663,0.0186879,0.0306127,0.02234,0.00847523,0.00792426,0.00789908,0.0167683,0.012788,0.0342263,0.0105134,0.0102862,0.0093148,0.0375317,0.0148859,0.00521133,0.0182219,0.00499857,0.00968549,0.010896,0.014866,0.0191356,0.0164653,0,0,0.0100199,0,0.00582965,0.00712752,0.0452939,0.018984,0.0336405,0.0138407,0.00946071,0.0130992,0.00576174,0.0284195,0.0135381,0.00843243,0.0198005,0.022409,0.021989,0.0160923,0.00912829,0.00412699,0.00563796,0.0053601,0.0180349,0,0,0,0,0,0,0,0,0,0
383,0.0207288,0.00880124,0,0,0,0,0,0.010723,0.016261,0.00605084,0.0137086,0,0,0.00214653,0,0.0252397,0.00253646,0.0391991,0.0188396,0.0307116,0.022271,0.0083472,0.0078801,0.00778748,0.0168861,0.0124538,0.0337721,0.0103717,0.0100505,0.00931278,0.0375504,0.0141687,0.00523238,0.0182614,0.00490307,0.00934881,0.0108635,0.014643,0.0200883,0.0165485,0,0,0.0101747,0,0.00580449,0.00711822,0.0451168,0.0190827,0.0337082,0.0148051,0.00925656,0.013089,0.00610458,0.0281623,0.0141461,0.00931453,0.0207711,0.023223,0.0229305,0.0163599,0.0091375,0.00422136,0.00567858,0.00543919,0.0182358,0,0,0,0,0,0,0,0,0,0
384,0.020991,0.00901432,0,0,0,0,0,0.0100531,0.016228,0.00605173,0.0142184,0,0,0.00220856,0,0.0253067,0.00252904,0.0391898,0.0190976,0.0308377,0.0222345,0.00841716,0.00823772,0.00774266,0.0169943,0.0122409,0.033327,0.0103325,0.009856,0.0093642,0.0375716,0.0134049,0.00540469,0.0182849,0.00484883,0.00920462,0.0108122,0.0145373,0.0207831,0.0166336,0,0,0.0105768,0,0.00577083,0.00728603,0.0449544,0.0190767,0.0338081,0.0158949,0.00916873,0.0131592,0.00665965,0.028184,0.0146395,0.0104547,0.0219259,0.0242023,0.024006,0.0166523,0.00924458,0.00428122,0.00565304,0.00564272,0.0184258,0,0,0,0,0,0,0,0,0,0
385,0.0211979,0.0091593,0,0,0,0,0,0.00941359,0.0162113,0.00609606,0.0146484,0,0,0.00224523,0,0.0253702,0.00237029,0.0391508,0.0193212,0.0309919,0.0222318,0.00844853,0.00855478,0.00775108,0.0171118,0.0120368,0.0329499,0.010337,0.00972812,0.00944038,0.0375905,0.0126584,0.00554983,0.0183026,0.00477378,0.0091814,0.0107756,0.0144325,0.021371,0.0166534,0,0,0.0107501,0,0.00574245,0.00742152,0.0447897,0.0191188,0.0339545,0.0168127,0.00901469,0.013166,0.00718567,0.028014,0.0151673,0.0114401,0.0229045,0.0250999,0.0250026,0.0169972,0.00927106,0.00435884,0.00566141,0.00574608,0.0185557,0,0,0,0,0,0,0,0,0,0
386,0.0213369,0.00919802,0,0,0,0,0,0.00875482,0.0161922,0.00619813,0.0150709,0,0,0.00229039,0,0.0253779,0.00229372,0.0390958,0.0195542,0.031159,0.0221575,0.00839415,0.00886405,0.00776685,0.0172092,0.0117701,0.0326377,0.0103871,0.00962015,0.00953687,0.0376186,0.0118761,0.00571268,0.0183009,0.00472744,0.0093118,0.0107618,0.0143021,0.0218505,0.0166003,0,0,0.0108928,0,0.00574564,0.00754782,0.0445576,0.0193088,0.0341257,0.0173733,0.00881516,0.0131036,0.00747757,0.0276773,0.015539,0.012042,0.0235892,0.0257839,0.0257746,0.0175142,0.00917149,0.00448442,0.00569845,0.00573442,0.018656,0,0,0,0,0,0,0,0,0,0
387,0.0164018,0.00654318,0,0,0,0,0,0.00853002,0.0158686,0.0048742,0.0123881,0,0,0.00244618,0,0.0256909,0.00249799,0.0383846,0.0182715,0.0325159,0.0240282,0.010337,0.00950506,0.00837156,0.017568,0.0120536,0.0330508,0.00988968,0.00885074,0.00840064,0.0365943,0.0111045,0.00610705,0.0184127,0.00440351,0.0268206,0.0106969,0.0167919,0.014503,0.0122124,0,0,0.0106826,0,0.00582146,0.00766257,0.0429841,0.0157569,0.0328276,0.0144676,0.00521528,0.0118408,0.00818739,0.0354783,0.00911041,0.0066297,0.00292435,0.00734374,0.00613243,0.0259817,0.00768806,0.00463908,0.00563373,0.00365245,0.0145488,0,0,0,0,0,0,0,0,0.0402914,0
388,0.0162867,0.00635682,0,0,0,0,0,0.00779483,0.0158907,0.00494583,0.0126515,0,0,0.00249334,0,0.0256777,0.0024475,0.0384046,0.0184302,0.0326223,0.0238682,0.0103974,0.00998453,0.00843434,0.0175911,0.0117747,0.0328792,0.00985992,0.00881763,0.00842266,0.0366294,0.0102302,0.00627975,0.0184304,0.00438002,0.0275685,0.0106542,0.0171831,0.0144977,0.0118999,0,0,0.0106322,0,0.00581518,0.00775116,0.0427866,0.0158362,0.0329173,0.0146572,0.00489392,0.0118015,0.00806514,0.0354067,0.00915614,0.00695952,0.00322855,0.00796217,0.00672578,0.0268445,0.00749348,0.00469594,0.00569727,0.00352819,0.0143931,0,0,0,0,0,0,0,0,0.0409362,0
389,0.0161582,0.0061601,0,0,0,0,0,0.00715267,0.0158861,0.00503278,0.0128431,0,0,0.00255455,0,0.025667,0.00239184,0.0384816,0.0185892,0.0327289,0.0237374,0.010531,0.0104437,0.00852319,0.0176387,0.0115982,0.032772,0.00980679,0.0087786,0.00845324,0.0366835,0.00947971,0.00643999,0.0184222,0.00438063,0.0280324,0.0106302,0.0172827,0.0143559,0.0115833,0,0,0.0105409,0,0.005799,0.00778789,0.0427216,0.0157551,0.0330271,0.0148499,0.00479542,0.0117651,0.0078783,0.0353166,0.00915712,0.00724654,0.00343931,0.00854119,0.00733452,0.027514,0.00730402,0.00474029,0.00569012,0.00341605,0.0142236,0,0,0,0,0,0,0,0,0.0413601,0
390,0.0161033,0.00598622,0,0,0,0,0,0.00661303,0.0158804,0.00514684,0.0130339,0,0,0.00264509,0,0.0256427,0.00233649,0.0386216,0.0187174,0.0328053,0.0236139,0.010737,0.0109071,0.00858515,0.0176862,0.0114495,0.0327053,0.00978154,0.00874575,0.00849152,0.0367592,0.00885827,0.00656061,0.0184169,0.00445913,0.028507,0.010607,0.0175314,0.01411,0.0112814,0,0,0.0104512,0,0.00577746,0.00791556,0.0427534,0.0158531,0.0331138,0.0149882,0.00486902,0.0117392,0.00763851,0.0352194,0.0090537,0.00741538,0.00373889,0.00908257,0.00790567,0.0280143,0.0071126,0.00478369,0.00568809,0.00332303,0.0141358,0,0,0,0,0,0,0,0,0.0415316,0
391,0.0161152,0.00582479,0,0,0,0,0,0.00620843,0.0158915,0.00524194,0.0132041,0,0,0.00270362,0,0.0256006,0.00229846,0.0387633,0.0188006,0.0328874,0.0235455,0.0110155,0.011363,0.0086418,0.0176926,0.0113398,0.032692,0.00975854,0.00871491,0.00852513,0.0368552,0.0083801,0.00668338,0.0184251,0.00451875,0.0290242,0.0105825,0.0177221,0.0138092,0.0110071,0,0,0.0103259,0,0.00575117,0.00793785,0.0427299,0.0159829,0.0332001,0.0151201,0.00483386,0.0116982,0.00745953,0.0352717,0.00902115,0.00758804,0.00408296,0.00952296,0.00834366,0.0285699,0.00688902,0.00488202,0.00572213,0.00324227,0.0141043,0,0,0,0,0,0,0,0,0.0418428,0
392,0.0161595,0.00568131,0,0,0,0,0,0.00594443,0.0159037,0.00530188,0.0133541,0,0,0.00271258,0,0.0255662,0.00225447,0.038874,0.0188324,0.0329643,0.0234387,0.0113136,0.0118312,0.00870713,0.017686,0.0112327,0.0327022,0.00973671,0.00875877,0.0085463,0.0369466,0.00803526,0.0068001,0.0184259,0.00442886,0.0295632,0.0105755,0.0179482,0.0134646,0.0107917,0,0,0.0102047,0,0.00572183,0.00786416,0.0425424,0.016181,0.033262,0.015227,0.00492024,0.0117027,0.00736835,0.0355297,0.00909595,0.00776781,0.00445307,0.00986734,0.00864186,0.0291752,0.00666833,0.00501105,0.00574453,0.00317518,0.0141381,0,0,0,0,0,0,0,0,0.0423174,0
393,0.0161478,0.00555592,0,0,0,0,0,0.00590949,0.0158837,0.00530074,0.0135518,0,0,0.00273135,0,0.0255673,0.00222042,0.0389661,0.0187948,0.0330483,0.0233176,0.0115165,0.0122705,0.00878342,0.0176882,0.0111265,0.0326658,0.00969925,0.00877098,0.00855939,0.0370195,0.00796347,0.00691519,0.0184229,0.00433071,0.0298339,0.0105762,0.0181083,0.0132462,0.0105938,0,0,0.0100443,0,0.0057082,0.00797559,0.0423105,0.0162853,0.0333687,0.0153317,0.0051027,0.0117773,0.00735131,0.0356649,0.00907198,0.00789024,0.00484304,0.0102283,0.00898127,0.0294962,0.00650357,0.00515802,0.00575995,0.0031455,0.0141577,0,0,0,0,0,0,0,0,0.0427291,0
394,0.0161111,0.0054834,0,0,0,0,0,0.00597179,0.0158581,0.00528238,0.0137718,0,0,0.00280889,0,0.0255659,0.00216462,0.039064,0.0187128,0.0330969,0.0231911,0.0117075,0.0127173,0.00882967,0.017655,0.0110627,0.0326255,0.0096315,0.00872149,0.00853627,0.0370844,0.00806895,0.00705718,0.0184231,0.00421026,0.0297788,0.0105573,0.0181352,0.0130003,0.0104194,0,0,0.0100048,0,0.00569736,0.00816773,0.0421876,0.0161869,0.0334694,0.0154385,0.0052353,0.0118443,0.0074575,0.0357151,0.00898695,0.00801096,0.00521121,0.0105647,0.00935884,0.0294582,0.00640426,0.0051271,0.00577876,0.00319422,0.0141669,0,0,0,0,0,0,0,0,0.0430297,0
