Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,RTIBA,IMUR_B
321,0.0330905,0.016306,0,0,0,0,0,0.0124378,0.0143804,0.00685642,0.0214728,0,0,0.00292571,0,0.0254306,0.00172564,0.0495329,0.0118914,0.0361882,0,0.00776957,0.00659716,0.00443382,0.00384089,0.00558205,0.0336579,0.00665063,0.00748819,0.00559275,0.0293996,0.0125223,0.00625242,0.0182817,0.00267825,0.012274,0.00332293,0.0106339,0.0211795,0.0308829,0,0,0.014414,0,0.00681797,0.00457433,0.0546826,0.0114916,0.0371102,0.020776,0.00804519,0.0165129,0.00106248,0.0305167,0.00695809,0.00347331,0.0184827,0.0128455,0.0125989,0.00942347,0.0115616,0.00802543,0.00814434,0.011052,0.0281701,0,0,0,0,0,0,0,0,0.0214659,0
322,0.0327086,0.016312,0,0,0,0,0,0.0123232,0.0143682,0.0068297,0.0214464,0,0,0.0030983,0,0.0254614,0.00148006,0.049481,0.0118294,0.0360025,0,0.00760864,0.00650181,0.0044086,0.00370264,0.00551045,0.0337244,0.00672267,0.00754756,0.0055945,0.0293785,0.0123524,0.00613847,0.0182615,0.00245199,0.012544,0.00348729,0.0108031,0.0213193,0.0305049,0,0,0.0143476,0,0.00680143,0.00447148,0.0546362,0.0117808,0.0370462,0.0204572,0.00784526,0.0162436,0.00115712,0.030456,0.00672213,0.00310104,0.0181739,0.0128073,0.0124845,0.0096393,0.011389,0.00763423,0.00778376,0.0110223,0.0278019,0,0,0,0,0,0,0,0,0.0215374,0
323,0.0321768,0.0162623,0,0,0,0,0,0.0122085,0.014378,0.0068329,0.0212297,0,0,0.00327571,0,0.0254055,0.00138289,0.0494015,0.0117196,0.0358043,0,0.0074213,0.0063421,0.00440772,0.00371496,0.0054149,0.0338281,0.00678122,0.00761063,0.0056861,0.0293318,0.0121554,0.00605054,0.0182057,0.00226281,0.012645,0.00369093,0.0109151,0.0214056,0.0300094,0,0,0.0142864,0,0.00678091,0.0044839,0.0545802,0.011918,0.0370015,0.0203474,0.00753374,0.0158576,0.00124264,0.0304079,0.00654234,0.00288926,0.0177153,0.0127772,0.0123911,0.00976601,0.0112496,0.0072433,0.00744137,0.0109564,0.0273332,0,0,0,0,0,0,0,0,0.0215793,0
324,0.031616,0.0161858,0,0,0,0,0,0.0120429,0.0144569,0.00684513,0.0212876,0,0,0.00342611,0,0.0252807,0.00143473,0.049283,0.0115666,0.0356107,0,0.00718201,0.00616285,0.00439803,0.00340705,0.00533079,0.0338614,0.00678835,0.00761166,0.00580171,0.0292884,0.01192,0.00589439,0.018163,0.00205349,0.0125737,0.00395337,0.0109154,0.0214827,0.0295061,0,0,0.0145269,0,0.006799,0.00470205,0.0544892,0.0119021,0.036943,0.020651,0.00722911,0.0154707,0.00134454,0.0303501,0.00637246,0.00278103,0.0176582,0.0127662,0.0123351,0.00979648,0.0111526,0.00686446,0.00710837,0.0109267,0.0268202,0,0,0,0,0,0,0,0,0.0216409,0
325,0.0309958,0.0160125,0,0,0,0,0,0.0118281,0.0145554,0.00686001,0.0212409,0,0,0.00356063,0,0.0251064,0.00153489,0.0491886,0.0114123,0.0354524,0,0.00688237,0.00608603,0.00428188,0.0031645,0.00529724,0.0338562,0.0067655,0.00755365,0.00574647,0.0292476,0.011625,0.00558018,0.0181032,0.00181628,0.0125161,0.00425737,0.0108199,0.0216133,0.0289436,0,0,0.0149932,0,0.00682605,0.00513723,0.054382,0.0117832,0.0368979,0.020827,0.00700716,0.0150945,0.00148919,0.0303742,0.00606603,0.00272225,0.0177505,0.0127874,0.0123193,0.00976115,0.0111104,0.00644504,0.00676824,0.0108833,0.0262785,0,0,0,0,0,0,0,0,0.0217313,0
326,0.0295798,0.0149793,0,0,0,0,0,0.0108376,0.0147162,0.00673153,0.0226371,0,0,0.00365615,0,0.0248603,0.00166001,0.0494209,0.0111812,0.0358742,0,0.00487363,0.00681797,0.00426075,0.00296287,0.00499725,0.0338965,0.00646649,0.00698019,0.00557303,0.0292813,0.0104686,0.00564297,0.0180176,0.00160597,0.0347702,0.00459855,0.0301877,0.02314,0.0277596,0,0,0.0155213,0,0.00680574,0.00547892,0.0549066,0.033519,0.0359314,0.0316938,0.0056382,0.0141945,0.00761386,0.0329624,0.0173411,0.0106299,0.0123268,0.00840813,0.0110196,0.0311322,0.0109125,0.00598697,0.00634852,0.0100556,0.0251834,0,0,0,0,0,0,0,0,0,0
327,0.0290575,0.0148345,0,0,0,0,0,0.0106274,0.0147607,0.00658933,0.0228391,0,0,0.00370862,0,0.0246641,0.00187722,0.0493787,0.0110952,0.0356469,0,0.00461707,0.00667928,0.00417511,0.00303881,0.00490733,0.0338873,0.0064304,0.00692222,0.00551936,0.0292774,0.0102127,0.0055283,0.0179259,0.00164841,0.0348594,0.00492105,0.0301696,0.0232998,0.0273137,0,0,0.0160232,0,0.00682199,0.00566828,0.0548071,0.0334497,0.035811,0.0303796,0.00537159,0.014038,0.00753612,0.032898,0.0172219,0.0106054,0.012164,0.00849987,0.0109227,0.0312945,0.0110606,0.00546666,0.00595006,0.0101448,0.0247295,0,0,0,0,0,0,0,0,0,0
328,0.0283899,0.0144762,0,0,0,0,0,0.0105257,0.0148209,0.00651311,0.0230971,0,0,0.00368268,0,0.0244944,0.00208669,0.0492669,0.0110304,0.0354148,0,0.00430533,0.00673284,0.00407781,0.00330914,0.00489509,0.0339201,0.00643896,0.00689496,0.00549479,0.0293051,0.0100491,0.00550964,0.0178741,0.00171983,0.0350279,0.00530727,0.0302059,0.0234615,0.0266782,0,0,0.0165739,0,0.00681361,0.00578369,0.0546636,0.0335066,0.0356583,0.0296704,0.00507074,0.0137874,0.00747187,0.0328481,0.0170819,0.0105211,0.011984,0.00855963,0.0107632,0.0315249,0.0112915,0.00490539,0.0055224,0.0100918,0.0241492,0,0,0,0,0,0,0,0,0,0
329,0.027908,0.0152551,0,0,0,0,0,0.0137847,0.0146507,0.00623371,0.0229567,0,0,0.00421868,0,0.0246006,0.00281509,0.0426919,0.010239,0.0360159,0,0.00660109,0.0044272,0.00520443,0.00340936,0.00485429,0.0307806,0.00551953,0.00771182,0.00456062,0.0304211,0.0151756,0.00385664,0.0179697,0.00208285,0.0352036,0.00607718,0.030446,0.0242969,0.0250154,0,0,0.0166091,0,0.00653588,0.00561844,0,0.0340572,0.0371006,0.0334544,0.00641798,0.0133917,0.0142213,0.0339503,0.0228851,0.0155669,0.0150907,0.010636,0.012204,0.0316391,0.0117961,0.004283,0.00477755,0.0113388,0.0232771,0,0,0,0,0,0,0,0,0,0
330,0.0267252,0.0135798,0,0,0,0,0,0.0105569,0.0149294,0.00643026,0.0236272,0,0,0.00351582,0,0.0244475,0.00251255,0.0488966,0.0109927,0.0350449,0,0.00366348,0.00780759,0.00374535,0.00328367,0.00484631,0.0340937,0.00647271,0.00693751,0.00562153,0.0293771,0.00998833,0.00597924,0.0179012,0.0020126,0.0355523,0.00598853,0.0303282,0.023791,0.0249583,0,0,0.0175463,0,0.00677626,0.00588168,0.0544497,0.0335517,0.0353056,0.0290389,0.00445499,0.0129674,0.00729789,0.0329163,0.0167384,0.0102441,0.0117231,0.00859731,0.0104354,0.03208,0.0118203,0.00385728,0.00462761,0.00961793,0.022749,0,0,0,0,0,0,0,0,0,0
331,0.0260913,0.0133262,0,0,0,0,0,0.0104364,0.0149002,0.00623548,0.0237628,0,0,0.0032997,0,0.0244578,0.00269034,0.0487773,0.0109826,0.0347257,0,0.00350536,0.00790893,0.00372329,0.00301018,0.00467272,0.034212,0.00644687,0.00692649,0.0055984,0.029424,0.00997481,0.00595052,0.0178909,0.00207818,0.0357286,0.00632065,0.030249,0.0238647,0.0244774,0,0,0.0179176,0,0.00673528,0.00571674,0.0543286,0.0334201,0.0350816,0.0286587,0.00424081,0.0128579,0.00713157,0.0328739,0.0165089,0.0100954,0.0116045,0.00859703,0.0102373,0.0323451,0.012091,0.00341916,0.00428331,0.00963696,0.0222338,0,0,0,0,0,0,0,0,0,0
332,0.025305,0.0129674,0,0,0,0,0,0.0102125,0.0149017,0.00599714,0.0240702,0,0,0.00310336,0,0.0245093,0.00282299,0.0486658,0.0109031,0.0342902,0,0.00317294,0.00813681,0.00397224,0.00257298,0.00443342,0.0344137,0.00627467,0.00678852,0.00548734,0.0295924,0.00978425,0.00609134,0.0179188,0.00203619,0.0359826,0.00660942,0.0302532,0.0241496,0.0238282,0,0,0.0182313,0,0.00669184,0.00561595,0.0542214,0.0333421,0.0349427,0.0283402,0.00394762,0.012598,0.00704031,0.0328265,0.0162089,0.00996889,0.011449,0.00862175,0.0101263,0.0326556,0.0122946,0.00307704,0.00399457,0.00950458,0.0215531,0,0,0,0,0,0,0,0,0,0
333,0.0244576,0.0126371,0,0,0,0,0,0.0100291,0.0149097,0.00581033,0.0242906,0,0,0.0029213,0,0.0245715,0.00289613,0.0485795,0.0107899,0.0339615,0,0.002899,0.00840622,0.00401794,0.00239186,0.00387766,0.0345752,0.00611565,0.00675339,0.00540703,0.029733,0.00965715,0.00623277,0.017972,0.00193659,0.0361865,0.00684367,0.030196,0.0243365,0.0231001,0,0,0.0184205,0,0.00663935,0.0055604,0.0541184,0.0331965,0.0347935,0.02798,0.00361532,0.0123476,0.00693384,0.0328005,0.0158947,0.00985489,0.0113066,0.00859706,0.00996203,0.0328899,0.0124204,0.00276922,0.00373675,0.00932947,0.0208067,0,0,0,0,0,0,0,0,0,0
334,0.024204,0.0127001,0,0,0,0,0,0.0105643,0.0148485,0.00587994,0.02383,0,0,0.00293965,0,0.024703,0.00297448,0.0481133,0.0104121,0.0333713,0,0.00374233,0.00795048,0.003643,0.00258053,0.00382242,0.0343876,0.00612309,0.00706306,0.00523967,0.0298295,0.0103703,0.00589878,0.0180659,0.00190629,0.0123031,0.00702554,0.0083548,0.024003,0.0226461,0,0,0.0184586,0,0.0065804,0.00565334,0.0532234,0.00908821,0.0362088,0.0177272,0.00467172,0.0123165,0.00159492,0.0311976,0.00570048,0.00351218,0.0162206,0.0118716,0.0117668,0.0106404,0.012566,0.0024115,0.0035031,0.00944139,0.0204946,0,0,0,0,0,0,0,0,0.0227768,0
335,0.0223206,0.0115443,0,0,0,0,0,0.00956481,0.0149046,0.00570655,0.0245753,0,0,0.00283993,0,0.0246592,0.00296472,0.048398,0.00990997,0.0336819,0,0.00231419,0.00904175,0.00413693,0.00269406,0.00387848,0.033977,0.00579565,0.00637712,0.00498493,0.02995,0.00923605,0.00659614,0.0180658,0.00197106,0.036818,0.00718185,0.0302155,0.0249679,0.0211162,0,0,0.0184156,0,0.00653064,0.00579416,0.0538976,0.0328005,0.034479,0.0272691,0.0026825,0.0115888,0.00667462,0.0328427,0.0153469,0.00963292,0.0110434,0.0086162,0.00978061,0.0335562,0.0122305,0.00202889,0.00325575,0.00855369,0.0190132,0,0,0,0,0,0,0,0,0,0
336,0.0222053,0.0118118,0,0,0,0,0,0.0101878,0.014767,0.00582836,0.0238236,0,0,0.00291888,0,0.0246478,0.00325403,0.0479328,0.00953927,0.0330054,0,0.0031025,0.00819291,0.00404813,0.00259288,0.00419902,0.0337123,0.00591684,0.00676234,0.00488573,0.0299517,0.00997515,0.00597496,0.0180019,0.00221052,0.0130404,0.0073878,0.00839562,0.0243887,0.0208087,0,0,0.0184223,0,0.00651996,0.00581046,0.0529618,0.00901866,0.0358447,0.0172519,0.00402407,0.0117651,0.00168855,0.0313911,0.00549992,0.00361343,0.0157308,0.0113527,0.0112576,0.0116157,0.012378,0.00180454,0.00298358,0.00884751,0.0188752,0,0,0,0,0,0,0,0,0.0226513,0
337,0.0214319,0.0117538,0,0,0,0,0,0.0101736,0.0147519,0.0057385,0.0233486,0,0,0.00301565,0,0.0246057,0.00352587,0.0478514,0.00955642,0.0325445,0,0.0031762,0.00812324,0.00371611,0.00238102,0.00402492,0.0337697,0.00591993,0.00685364,0.00495201,0.0299004,0.00995626,0.00581453,0.0179486,0.00237423,0.0129009,0.00763722,0.00802505,0.0240136,0.020168,0,0,0.0185388,0,0.00661109,0.00577344,0.0528712,0.00851177,0.035525,0.0170523,0.00389941,0.0117707,0.00171143,0.0314043,0.00538046,0.00363654,0.0157114,0.0113689,0.011268,0.0118115,0.0124399,0.00184496,0.00269861,0.00891541,0.0182672,0,0,0,0,0,0,0,0,0.0226997,0
338,0.0202656,0.0112868,0,0,0,0,0,0.01007,0.0148049,0.00568784,0.0232308,0,0,0.0031312,0,0.0245827,0.00382497,0.04763,0.0093781,0.0322266,0,0.00294419,0.00811156,0.00393205,0.00241445,0.00368913,0.0338896,0.00579101,0.00678585,0.00485569,0.0299686,0.00987842,0.00565358,0.0179558,0.00269288,0.0128856,0.00797633,0.00802684,0.0240688,0.0190933,0,0,0.018617,0,0.00662178,0.00563708,0.0527436,0.00851926,0.0353336,0.0162517,0.00369988,0.0112917,0.00178685,0.0314326,0.00528702,0.00362005,0.0154973,0.0111772,0.0110962,0.0118513,0.0123312,0.00187583,0.00234099,0.0085845,0.0172953,0,0,0,0,0,0,0,0,0.0229569,0
339,0.0190482,0.0107717,0,0,0,0,0,0.00987436,0.0148462,0.00558852,0.0230919,0,0,0.00318509,0,0.0246058,0.00414503,0.0474339,0.00921921,0.0318585,0,0.00281592,0.00820961,0.00385388,0.00263645,0.00318423,0.0340424,0.00575125,0.00667611,0.00479249,0.0300046,0.0097868,0.00552536,0.01797,0.00301244,0.0128492,0.0082878,0.00808822,0.0241003,0.0178986,0,0,0.0185273,0,0.00656519,0.00544262,0.0525833,0.0086036,0.035083,0.0153859,0.00354389,0.0106629,0.00191049,0.031474,0.00512342,0.00358144,0.0152829,0.0109994,0.0108995,0.0117873,0.0121387,0.00198894,0.00210157,0.00821298,0.0162092,0,0,0,0,0,0,0,0,0.0230985,0
340,0.0178549,0.010251,0,0,0,0,0,0.00971834,0.0149054,0.00552754,0.0228878,0,0,0.00318404,0,0.0246593,0.00448417,0.0472366,0.00919351,0.0314491,0,0.00281785,0.00837497,0.00342214,0.0030222,0.00309961,0.0342123,0.00576415,0.00663466,0.00482537,0.0300058,0.00963936,0.00549366,0.0180262,0.00333426,0.0125878,0.00856651,0.00786044,0.0240946,0.0166919,0,0,0.0182707,0,0.006543,0.00520846,0.0524524,0.00836347,0.0348377,0.0145285,0.00348508,0.00995151,0.00200677,0.031562,0.00495964,0.00368774,0.0151927,0.0109985,0.0108521,0.0115969,0.0118512,0.00193866,0.00193389,0.00788249,0.0151675,0,0,0,0,0,0,0,0,0.0233076,0
341,0.0172729,0.0104201,0,0,0,0,0,0.00956135,0.0150542,0.00553069,0.0227094,0,0,0.00285284,0,0.0246179,0.00492298,0.0468762,0.00911417,0.0310199,0,0.00289743,0.00927185,0.00335606,0.00299652,0.00343224,0.0343341,0.00581937,0.00666884,0.00483001,0.0300039,0.00947128,0.0061354,0.0180707,0.00379607,0.0124551,0.00919045,0.00761688,0.0239858,0.0164486,0,0,0.018617,0,0.00653838,0.0042212,0.052331,0.00789796,0.0344734,0.0137202,0.00337921,0.00922756,0.00209587,0.0317256,0.00488129,0.00383946,0.0151241,0.0109698,0.0107869,0.0114555,0.0116327,0.000987763,0.00184489,0.00818995,0.0147857,0,0,0,0,0,0,0,0,0.0234475,0
342,0.015439,0.00832871,0,0,0,0,0,0.00995038,0.0149811,0.00566478,0.023861,0,0,0.00319304,0,0.0248023,0.00497332,0.0461533,0.00836356,0.0318412,0.0169947,0.00215857,0.00886808,0.00363409,0.00311859,0.00422613,0.0346648,0.00587443,0.00694959,0.00450711,0.0299887,0.00996843,0.00570388,0.0181951,0.00416436,0.0123579,0.00850743,0.0074059,0.0250484,0.0136181,0,0,0.0168185,0,0.00649204,0.00600256,0.0524375,0.00743461,0.0345343,0.0128155,0.00336418,0.00951551,0.0022365,0.0319946,0.00494678,0.00418008,0.0150994,0.010949,0.0107869,0.011336,0.0113434,0.00147524,0.00220731,0.00639462,0.0130914,0,0,0,0,0,0,0,0,0.0234269,0
343,0.0140163,0.00754706,0,0,0,0,0,0.00970215,0.0150122,0.00552958,0.0236855,0,0,0.00302449,0,0.0249136,0.00507765,0.0459187,0.00823359,0.0314147,0.0157838,0.00268053,0.00838288,0.00350704,0.00312778,0.00404464,0.0347309,0.00569554,0.0068611,0.00446341,0.0300104,0.00969903,0.00524859,0.0182343,0.00428772,0.0122188,0.00866348,0.00715022,0.0247858,0.0122427,0,0,0.0161125,0,0.00640524,0.00587013,0.0522422,0.00705009,0.0342715,0.0122013,0.00363382,0.00889321,0.00236238,0.0321502,0.00484088,0.0042254,0.0147935,0.0108104,0.0106702,0.0113153,0.010802,0.00126966,0.00212937,0.00606428,0.0118367,0,0,0,0,0,0,0,0,0.0233738,0
344,0.0125352,0.00683247,0,0,0,0,0,0.00944189,0.0150322,0.00539146,0.0233851,0,0,0.00284206,0,0.0250479,0.00513664,0.0457623,0.00814722,0.0309791,0.0154381,0.00322722,0.00790573,0.00368144,0.00304763,0.00388654,0.0348287,0.00536622,0.00673669,0.00446657,0.0300183,0.00937558,0.00481034,0.0182576,0.00432417,0.0123343,0.00880381,0.00682486,0.0242578,0.0109139,0,0,0.0154536,0,0.00632116,0.00571557,0.0520902,0.00651345,0.0339884,0.0117217,0.00383734,0.00823559,0.00238656,0.0323026,0.00494915,0.00433226,0.014143,0.0104161,0.0103103,0.0116206,0.010149,0.00120298,0.00198334,0.00579345,0.0104022,0,0,0,0,0,0,0,0,0.0230609,0
345,0.011279,0.00623614,0,0,0,0,0,0.00915557,0.0150289,0.00524459,0.0230404,0,0,0.0026727,0,0.0250993,0.00509864,0.0455868,0.00802605,0.0306946,0.0155238,0.00368643,0.00743895,0.00430619,0.00311827,0.00385357,0.0349769,0.00522351,0.00660238,0.00443153,0.030046,0.00902494,0.00437056,0.0182206,0.00431007,0.0128613,0.00891363,0.00638882,0.02354,0.00972966,0,0,0.0149354,0,0.00629057,0.00567719,0.0522307,0.0056482,0.0337111,0.0114116,0.0041296,0.00769062,0.00246377,0.0327089,0.00545523,0.00470766,0.0135514,0.00978844,0.00974678,0.0124694,0.00953286,0.00112944,0.00180681,0.00560299,0.00901449,0,0,0,0,0,0,0,0,0.0222265,0
346,0.0101292,0.00572775,0,0,0,0,0,0.00872695,0.0150088,0.00504802,0.0225292,0,0,0.00255425,0,0.0250515,0.0049768,0.0454837,0.00785253,0.0305994,0.014664,0.00415674,0.00698257,0.00432226,0.00327734,0.00380513,0.0351561,0.00512511,0.00639738,0.00434296,0.0301168,0.00853743,0.00397824,0.0181169,0.00426555,0.0133105,0.00897373,0.00614293,0.022515,0.00861608,0,0,0.014525,0,0.00626421,0.005631,0.0526637,0.00499874,0.0335098,0.0110737,0.00437376,0.00730274,0.00293542,0.0333595,0.00594255,0.00536284,0.0132999,0.00933209,0.00938121,0.0131398,0.0090477,0.00115231,0.00175148,0.00553182,0.00788805,0,0,0,0,0,0,0,0,0.0214329,0
347,0.00714736,0.00406306,0,0,0,0,0,0.00757651,0.0151942,0.00464725,0.0226314,0,0,0.00207153,0,0.0248688,0.00461022,0.0456626,0.00766462,0.0306856,0.0139796,0.00589555,0.00754099,0.00414519,0.0030358,0.00309109,0.0353007,0.00468471,0.00571013,0.00413752,0.0303265,0.00728732,0.00428702,0.0180375,0.00421851,0.0358397,0.00908232,0.0272699,0.0218397,0.00591883,0,0,0.0137672,0,0.00614912,0.00551853,0.0536131,0.0272151,0.0316253,0.0172383,0.00569349,0.0066434,0.00440914,0.0326656,0.0101861,0.00789223,0.00963851,0.00849207,0.00768888,0.0333711,0.00800454,0.00113746,0.00182378,0.00476129,0.00522761,0,0,0,0,0,0,0,0,0,0
348,0.00581322,0.0033566,0,0,0,0,0,0.00728944,0.0153189,0.00438687,0.0222959,0,0,0.00181514,0,0.024806,0.0043438,0.0454604,0.0074042,0.0303091,0.0130635,0.00655836,0.0072948,0.00443205,0.0032021,0.00260372,0.0353367,0.00453824,0.0055605,0.00401612,0.0304992,0.00701964,0.00417686,0.0180566,0.00406911,0.0356413,0.00913651,0.0269594,0.0212967,0.00456412,0,0,0.0130681,0,0.00604516,0.00538753,0.0532881,0.0266488,0.031336,0.0164853,0.00629196,0.00607367,0.00429049,0.0325172,0.00956277,0.00791238,0.00961715,0.00866806,0.00753421,0.0332452,0.00720746,0.00117284,0.00190328,0.00437182,0.00397084,0,0,0,0,0,0,0,0,0,0
349,0.00466369,0.00270321,0,0,0,0,0,0.00705895,0.0154264,0.00413443,0.0219457,0,0,0.00161694,0,0.0247614,0.00409717,0.0452695,0.00712032,0.0298966,0.0124507,0.0071639,0.0070226,0.00405593,0.00340776,0.00264298,0.0353123,0.00441071,0.00543425,0.00387515,0.0306761,0.00681251,0.00405706,0.0180607,0.00402331,0.0354597,0.00923621,0.0266648,0.0208276,0.00342845,0,0,0.0123782,0,0.00595778,0.00538709,0.052969,0.0261249,0.0310912,0.0159052,0.00698332,0.00563238,0.00425425,0.032258,0.00907103,0.00779647,0.00966146,0.00887744,0.00745454,0.0331332,0.00648111,0.00117323,0.00208769,0.00397776,0.00284716,0,0,0,0,0,0,0,0,0,0
350,0.00384093,0.00215078,0,0,0,0,0,0.00677146,0.0155086,0.0039246,0.0215967,0,0,0.00146691,0,0.0247275,0.00392508,0.0451448,0.00690097,0.029542,0.0119811,0.00773523,0.00680662,0.00364944,0.0036962,0.00269275,0.0352358,0.00425594,0.00526055,0.00379685,0.0308047,0.00655107,0.00388237,0.0180438,0.0040796,0.0352335,0.00939624,0.0263213,0.0203566,0.00274122,0,0,0.0117348,0,0.0059853,0.00545416,0.0526135,0.0255815,0.0309061,0.015155,0.00751573,0.00541582,0.00419515,0.0320707,0.00853471,0.00763569,0.00969666,0.00908318,0.00738568,0.0329712,0.00587701,0.00102821,0.00217078,0.00367115,0.00207784,0,0,0,0,0,0,0,0,0,0
351,0.00349686,0.00163452,0,0,0,0,0,0.00656642,0.0156098,0.00378846,0.0212704,0,0,0.00128423,0,0.0246815,0.00379527,0.0449247,0.00674287,0.0292489,0.0114461,0.00837038,0.00657454,0.00417035,0.00395554,0.0024274,0.0351134,0.0041008,0.00508769,0.00372958,0.0309258,0.00638095,0.00369845,0.0180317,0.00412244,0.0349871,0.00954133,0.025956,0.0200179,0.00266396,0,0,0.010984,0,0.00596994,0.00540242,0.0521232,0.0250332,0.030771,0.0142281,0.00808736,0.00519259,0.0041454,0.031925,0.00790005,0.0074527,0.00973566,0.00929701,0.00738504,0.0327717,0.00525592,0.00103012,0.00226378,0.00338292,0.00201645,0,0,0,0,0,0,0,0,0,0
352,0.00372301,0.00110618,0,0,0,0,0,0.00635652,0.0157274,0.00363697,0.0207017,0,0,0.0011138,0,0.0246305,0.00372645,0.0446631,0.00665079,0.0289231,0.0107269,0.00890879,0.00638498,0.00495024,0.00421868,0.00204276,0.034933,0.00397563,0.00494248,0.00369995,0.0310289,0.00621587,0.00359197,0.0180223,0.00419357,0.0346611,0.00959371,0.0256242,0.0195498,0.0032076,0,0,0.0101576,0,0.00587452,0.00517365,0.0514103,0.024511,0.0305887,0.0132396,0.0086381,0.00498676,0.00409128,0.0317508,0.00731402,0.00732552,0.00982785,0.00952663,0.00740992,0.032514,0.00450146,0.00104915,0.00232024,0.00320676,0.00269047,0,0,0,0,0,0,0,0,0,0
353,0.0043717,0.000783043,0,0,0,0,0,0.00610364,0.0158103,0.00346346,0.0200761,0,0,0.000935373,0,0.0245867,0.00371639,0.0443861,0.00651393,0.0286464,0.00998025,0.00943386,0.00620304,0.00608313,0.00455923,0.0020046,0.0347253,0.00396647,0.0047764,0.0036654,0.0311338,0.0059874,0.00344177,0.0179974,0.00427536,0.0343571,0.00960617,0.0253578,0.0190546,0.00411395,0,0,0.00924657,0,0.00573511,0.00482508,0.0507756,0.0240152,0.0304486,0.012452,0.00922149,0.00494317,0.0040363,0.0315027,0.00684511,0.00726822,0.00992422,0.00977116,0.00748715,0.0322534,0.00373131,0.00112464,0.00237374,0.00308914,0.00364907,0,0,0,0,0,0,0,0,0,0
354,0.00523651,0.000898831,0,0,0,0,0,0.00580548,0.0158785,0.00331548,0.019387,0,0,0.000743382,0,0.0245372,0.00369493,0.0440835,0.00645739,0.02835,0.00929631,0.00999196,0.00601767,0.00658137,0.00500247,0.00223158,0.0344888,0.00401351,0.00460597,0.00370377,0.0312138,0.00565301,0.00330008,0.0179739,0.00433432,0.0339993,0.0096823,0.0250329,0.0185544,0.00515423,0,0,0.00843891,0,0.00567312,0.00461417,0.0503131,0.0234924,0.0303673,0.0115501,0.00981961,0.00510761,0.0038108,0.0312822,0.00639931,0.00708633,0.010038,0.0100336,0.00758737,0.0319308,0.00309034,0.00121576,0.00243136,0.00297375,0.00470788,0,0,0,0,0,0,0,0,0,0
355,0.0062528,0.0013431,0,0,0,0,0,0.00515116,0.0159074,0.00325009,0.0185509,0,0,0.000558045,0,0.0244869,0.00362045,0.0438684,0.00655808,0.0280759,0.00859154,0.0105364,0.00587218,0.00609577,0.00586809,0.0024864,0.0344207,0.00398383,0.00435959,0.00378347,0.0312483,0.00490246,0.00323126,0.0179283,0.00438279,0.0335602,0.00977894,0.0246784,0.0179644,0.00626776,0,0,0.00773249,0,0.00564341,0.00453778,0.0499306,0.0229829,0.0303005,0.0106736,0.0103379,0.00544045,0.00339982,0.0311229,0.00581582,0.00688701,0.010174,0.0103229,0.00775819,0.0315391,0.00251689,0.00132793,0.00257193,0.00287396,0.005809,0,0,0,0,0,0,0,0,0,0
356,0.0074078,0.00191313,0,0,0,0,0,0.0043125,0.0159357,0.00327762,0.0176222,0,0,0.000495897,0,0.0244119,0.00354039,0.0436765,0.00687214,0.0278068,0.00796382,0.0111125,0.00576641,0.00557439,0.00687595,0.00302932,0.0342668,0.00401313,0.00420593,0.00399218,0.0312794,0.00404685,0.00321714,0.0178778,0.00441589,0.0330904,0.00986705,0.0243642,0.0172677,0.00748867,0,0,0.00711237,0,0.00557489,0.00452069,0.0495473,0.0225181,0.0302661,0.0099039,0.0108057,0.00593106,0.0032173,0.0309825,0.00523734,0.00669283,0.0102966,0.0106629,0.00802038,0.0311305,0.00196184,0.00142986,0.00278362,0.00276712,0.00698567,0,0,0,0,0,0,0,0,0,0
357,0.00869112,0.00253393,0,0,0,0,0,0.00330628,0.0160085,0.00341325,0.0167161,0,0,0.000643017,0,0.024318,0.00346648,0.0435688,0.00750137,0.0275302,0.00759891,0.0117192,0.00573959,0.00605543,0.0081024,0.0039897,0.0339361,0.0042297,0.00428992,0.00440799,0.0313405,0.0032258,0.0031974,0.0178474,0.00443177,0.0325518,0.00993679,0.0240856,0.0165426,0.00878077,0,0,0.00651165,0,0.00545238,0.00451821,0.0492137,0.0221172,0.0303335,0.0092851,0.0112765,0.00657683,0.00322199,0.0308816,0.00473112,0.00654438,0.0104329,0.0110415,0.0083583,0.0306829,0.00151192,0.00161348,0.00306811,0.00267971,0.00825613,0,0,0,0,0,0,0,0,0,0
