Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUR_B,
115,0.0224581,0.0108452,0,0,0,0,0,0.00866413,0.0141568,0.00590073,0.0103881,0,0,0.0213996,0,0.0295289,0.0107459,0.0510687,0.011571,0.0312042,0.0157623,0.0162736,0.0164641,0.0123487,0.0161848,0.0118566,0.0344586,0.00730061,0.00679458,0.0048096,0.0285647,0.0128137,0.0222027,0.0206679,0.00194797,0.0288035,0.00579892,0.0242962,0.0116402,0.0246925,0,0,0.01445,0,0.0052022,0.00465115,0.0515582,0.0239545,0.0314965,0.0226859,0.0130787,0.0193179,0.0145264,0.0289612,0.0215038,0.0159556,0.0133053,0,0.00930614,0.00744719,0.0261633,0.0114366,0.00715695,0.00667646,0.00955317,0.023012,0,0,0,0,0,0,0,0,0,0
116,0.0232983,0.011049,0,0,0,0,0,0.00865356,0.0141228,0.00605746,0.0103766,0,0,0.0213484,0,0.0297875,0.0108126,0.0511165,0.0116224,0.0312826,0.0156907,0.0169193,0.0166261,0.012499,0.0162622,0.011943,0.0343384,0.00740333,0.00692581,0.00490077,0.0284429,0.0126697,0.022479,0.0207424,0.00218263,0.0292255,0.00559765,0.0245176,0.0117653,0.0252541,0,0,0.0144984,0,0.00533899,0.00445468,0.0516437,0.0241178,0.0316653,0.0229615,0.0134424,0.018418,0.0145676,0.0291186,0.0215915,0.0159762,0.0133869,0,0.00928109,0.00747653,0.0265229,0.0111939,0.00717779,0.00687337,0.00951069,0.0237266,0,0,0,0,0,0,0,0,0,0
117,0.022871,0.0110114,0,0,0,0,0,0.00868232,0.0139213,0.00621603,0.0105045,0,0,0.0199153,0,0.0301725,0.0100727,0.0513288,0.0117918,0.0314762,0.0157782,0.0173507,0.0164918,0.012347,0.0162337,0.0119573,0.0342811,0.00756777,0.00711925,0.00503789,0.0282837,0.012649,0.0219592,0.0207497,0.00267342,0.0291909,0.00478308,0.0245338,0.0119868,0.0244823,0,0,0.0135296,0,0.00617241,0.00575085,0.051797,0.0245696,0.0318455,0.0231737,0.0136905,0.0156236,0.0145315,0.0292853,0.0216207,0.0159279,0.0134844,0,0.00928941,0.00746419,0.0265501,0.0104152,0.00857973,0.00726494,0.00938197,0.0233338,0,0,0,0,0,0,0,0,0,0
118,0.0241428,0.0117465,0,0,0,0,0,0.00826422,0.0137506,0.00652758,0.0108763,0,0,0.0195838,0,0.0305381,0.0100387,0.0510204,0.0116612,0.0312178,0.0155912,0.019408,0.0156714,0.0119984,0.0158614,0.0117252,0.0339405,0.0078401,0.00736969,0.00510744,0.0281811,0.0115557,0.0216834,0.0208219,0.0031903,0.00793315,0.00430897,0.00871598,0.0135519,0.0253175,0,0,0.013328,0,0.00639515,0.00606256,0.0520727,0.0115562,0.0330886,0.0143859,0.0149434,0.014945,0.00838761,0.0271378,0.0123675,0.00777825,0.0182291,0.0211455,0.0130026,0.0128152,0.00567779,0.0103877,0.00891033,0.0074738,0.00979895,0.024362,0,0,0,0,0,0,0,0,0,0
119,0.0246973,0.0120055,0,0,0,0,0,0.00818916,0.0136853,0.00660427,0.0112199,0,0,0.0195428,0,0.030841,0.0100114,0.051145,0.0117192,0.0313208,0.0156531,0.0201513,0.0156581,0.0120977,0.0159396,0.0118228,0.0338565,0.00795604,0.00744113,0.00514846,0.0281468,0.0113446,0.0218317,0.0208888,0.00359991,0.0081772,0.00399323,0.00879759,0.014002,0.0256541,0,0,0.0132392,0,0.00657772,0.00642943,0.0522175,0.0116632,0.0332084,0.0146437,0.0156113,0.0142368,0.00829067,0.027159,0.0124038,0.00770629,0.0182063,0.0211083,0.0129497,0.0127318,0.00580046,0.0103986,0.00922237,0.00776256,0.00978763,0.0248483,0,0,0,0,0,0,0,0,0,0
120,0.0253233,0.012182,0,0,0,0,0,0.00811721,0.0136286,0.00660538,0.0115878,0,0,0.0195953,0,0.0311549,0.00999923,0.0512376,0.0117494,0.0314088,0.0156934,0.0208621,0.0156647,0.0120755,0.0160726,0.0119341,0.0338137,0.00804324,0.00755384,0.00520548,0.0281464,0.0111497,0.021966,0.0209486,0.00395423,0.00822432,0.00370232,0.00881296,0.014345,0.0259691,0,0,0.0132364,0,0.00675314,0.00667673,0.0523103,0.0117567,0.0333205,0.0148068,0.016274,0.0136325,0.00818579,0.0272218,0.0123628,0.00759411,0.0183345,0.0212336,0.013084,0.0128474,0.00576443,0.0103991,0.00965217,0.00808911,0.00975325,0.02531,0,0,0,0,0,0,0,0,0,0
121,0.0259135,0.0122819,0,0,0,0,0,0.00807953,0.0135739,0.0067202,0.0119489,0,0,0.0196511,0,0.031504,0.00995697,0.0512931,0.0117613,0.0315426,0.015746,0.0214995,0.0157493,0.0120362,0.0161612,0.0120095,0.033791,0.00813641,0.00767305,0.00524415,0.0281394,0.0109962,0.0220997,0.0210199,0.00425098,0.00804282,0.00340463,0.0088604,0.0147138,0.0262493,0,0,0.0131879,0,0.00692694,0.00687123,0.0523959,0.0120213,0.0334646,0.0148641,0.0166924,0.0130779,0.00806032,0.0272688,0.0122439,0.00740544,0.0186113,0.0216151,0.013457,0.013233,0.00547831,0.0103429,0.0100455,0.00836184,0.00967573,0.0257586,0,0,0,0,0,0,0,0,0,0
122,0.0261373,0.0120884,0,0,0,0,0,0.00843315,0.013565,0.00677442,0.0118892,0,0,0.0200465,0,0.0317699,0.00999938,0.0519257,0.0120937,0.0320283,0.0161393,0.0211559,0.0164911,0.0121595,0.0164502,0.0122767,0.034037,0.00817151,0.00769145,0.00529912,0.0280697,0.011786,0.0225985,0.0210967,0.00444781,0.0310984,0.00307701,0.0254809,0.0137144,0.0263977,0,0,0.0132551,0,0.00705306,0.00732819,0.0523849,0.0252258,0.032373,0.0241817,0.0166466,0.0125013,0.0143856,0.0298976,0.0221271,0.0158359,0.013434,0,0.00938288,0.00749351,0.0283173,0.0103589,0.0104765,0.00860107,0.00934854,0.0260218,0,0,0,0,0,0,0,0,0,0
123,0.0271999,0.0122817,0,0,0,0,0,0.00853811,0.0135608,0.00695682,0.0117889,0,0,0.0209642,0,0.031809,0.010411,0.0520106,0.01215,0.0320592,0.0161415,0.0220323,0.016976,0.0121343,0.0164176,0.0123696,0.0340831,0.00832157,0.00788913,0.00536575,0.0279762,0.0117532,0.0232951,0.0211561,0.00455524,0.0315228,0.00298757,0.0257016,0.0141862,0.0273679,0,0,0.0134153,0,0.00683591,0.00698272,0.0524388,0.0252479,0.0324166,0.024363,0.0173345,0.0132112,0.0144456,0.0300238,0.0223142,0.0159051,0.0134784,0,0.00941547,0.00749021,0.0286913,0.0104671,0.0103751,0.00867583,0.00943532,0.0269707,0,0,0,0,0,0,0,0,0,0
124,0.0277073,0.0121839,0,0,0,0,0,0.00866096,0.0134184,0.0071411,0.0119169,0,0,0.0213067,0,0.0316238,0.0103204,0.0521092,0.0122418,0.0320528,0.0160376,0.0228024,0.0171594,0.012076,0.0162277,0.0125017,0.0341388,0.00848839,0.00814111,0.00548993,0.0278595,0.011755,0.0235245,0.0210729,0.00493276,0.031747,0.00263348,0.0258057,0.0146305,0.0276979,0,0,0.0133386,0,0.00716944,0.00702295,0.0525229,0.0253213,0.0324684,0.0245159,0.0181051,0.013128,0.014545,0.0301162,0.0224407,0.0159306,0.0135546,0,0.00944994,0.00746652,0.028876,0.0106202,0.0112203,0.00900997,0.009452,0.0273926,0,0,0,0,0,0,0,0,0,0
125,0.0282269,0.0121585,0,0,0,0,0,0.00879431,0.0133392,0.00731169,0.0120608,0,0,0.0217198,0,0.0313328,0.0103011,0.0521117,0.0123495,0.032107,0.015899,0.0232967,0.0173677,0.012007,0.0159145,0.0127239,0.0341836,0.00864718,0.00833492,0.00560496,0.0277473,0.011792,0.0238393,0.0210587,0.00501534,0.0319325,0.00237002,0.025917,0.0150584,0.028116,0,0,0.0134518,0,0.00739066,0.00706092,0.0525908,0.0254265,0.0326058,0.0247388,0.0185768,0.0131232,0.0146038,0.0301991,0.0225503,0.0159126,0.0135285,0,0.00945469,0.00746905,0.0289959,0.0107082,0.0119689,0.00940691,0.00939889,0.0278217,0,0,0,0,0,0,0,0,0,0
126,0.0287535,0.0123076,0,0,0,0,0,0.00895478,0.0132659,0.00749414,0.0122978,0,0,0.0219504,0,0.0310925,0.0103164,0.052131,0.012459,0.0322051,0.0160493,0.0238418,0.0176664,0.0118061,0.0157874,0.0128357,0.0341993,0.00882759,0.00847455,0.00573053,0.0276202,0.0118147,0.0241155,0.0210108,0.00497783,0.032085,0.00212855,0.026002,0.0153507,0.0286179,0,0,0.013828,0,0.0075367,0.00776566,0.0527128,0.0255483,0.0327388,0.0249912,0.0189229,0.0132355,0.0145872,0.0302814,0.0226516,0.0158461,0.0135242,0,0.0094061,0.00750573,0.0291223,0.0108473,0.0127705,0.00989771,0.00943413,0.0282595,0,0,0,0,0,0,0,0,0,0
127,0.0292282,0.0123185,0,0,0,0,0,0.009092,0.0132889,0.00766291,0.0125659,0,0,0.0220415,0,0.0307645,0.0104228,0.0521946,0.0125139,0.0323025,0.0162363,0.0243999,0.0179034,0.0115934,0.0157925,0.0128721,0.0341923,0.00900082,0.00861138,0.00584689,0.0274989,0.0118211,0.0242821,0.0209445,0.00486374,0.0322094,0.00190279,0.0261112,0.0154522,0.0290673,0,0,0.0142984,0,0.00768418,0.00848558,0.0528515,0.0256702,0.0328746,0.0252207,0.0191909,0.0134943,0.0145515,0.0303996,0.0226938,0.0157108,0.0135262,0,0.00929442,0.00756267,0.02927,0.0111214,0.0137303,0.0104943,0.00947796,0.0286485,0,0,0,0,0,0,0,0,0,0
128,0.0296361,0.0122019,0,0,0,0,0,0.00917529,0.0133211,0.00780885,0.0128736,0,0,0.0221409,0,0.0303668,0.0105995,0.0522743,0.0125318,0.0323849,0.0162822,0.0248012,0.018067,0.0115278,0.0159383,0.012879,0.0341653,0.0091307,0.00870761,0.0058945,0.0274146,0.011827,0.0244146,0.0208786,0.00448499,0.0323597,0.00174903,0.0262511,0.0154514,0.0294682,0,0,0.0147713,0,0.00794241,0.00915809,0.0529597,0.0257836,0.0330518,0.0254782,0.0195529,0.013831,0.0145339,0.0305513,0.0227413,0.0155468,0.0134836,0,0.00913681,0.00761315,0.0294209,0.0114979,0.0146163,0.0111013,0.00949692,0.0289787,0,0,0,0,0,0,0,0,0,0
129,0.030015,0.0120958,0,0,0,0,0,0.00922669,0.0133534,0.00792429,0.013145,0,0,0.0222336,0,0.0300122,0.010765,0.0523696,0.01255,0.0324441,0.0162167,0.0251767,0.0182573,0.0116478,0.0160316,0.012832,0.0341045,0.00920423,0.00880339,0.00591609,0.0273541,0.0117593,0.0245124,0.0208128,0.00408937,0.0324951,0.0016757,0.0263472,0.0155424,0.0298653,0,0,0.0153797,0,0.00822827,0.00984774,0.0530564,0.0258601,0.0332197,0.02577,0.0197763,0.0141892,0.0145583,0.030577,0.0228408,0.0156276,0.0134747,0,0.00921232,0.00766034,0.0295251,0.0119251,0.0155486,0.0117671,0.00953378,0.0292508,0,0,0,0,0,0,0,0,0,0
130,0.0304075,0.0120473,0,0,0,0,0,0.00922892,0.0133511,0.00800581,0.0133862,0,0,0.0223729,0,0.0297637,0.0109466,0.0524392,0.0125642,0.0325085,0.0163722,0.0255902,0.0184831,0.0119107,0.0155533,0.0127632,0.0340166,0.00924665,0.00891736,0.0059199,0.0273285,0.0115569,0.0246801,0.0207547,0.0039517,0.0326244,0.00166783,0.0264336,0.0157151,0.0302693,0,0,0.0161123,0,0.00839607,0.0104955,0.0531329,0.0259135,0.0333482,0.0260206,0.0198401,0.0145134,0.0145637,0.0306092,0.0229622,0.015725,0.0134629,0,0.00930251,0.00770842,0.0296144,0.012361,0.0166162,0.012484,0.00960229,0.0295294,0,0,0,0,0,0,0,0,0,0
131,0.0307578,0.0120187,0,0,0,0,0,0.00920378,0.013353,0.0080589,0.0136934,0,0,0.0225211,0,0.0295925,0.0112068,0.0524791,0.0125575,0.0325632,0.0165587,0.0259936,0.0187857,0.0122496,0.0148943,0.0127707,0.0339691,0.009255,0.00899232,0.00594768,0.0273176,0.011296,0.0248502,0.0207239,0.00387897,0.0327685,0.00174374,0.0265379,0.0159404,0.030658,0,0,0.0168764,0,0.00841611,0.0111589,0.0531812,0.0259882,0.0334237,0.0262078,0.0200133,0.0148605,0.0146331,0.0306833,0.0230841,0.0158041,0.0134814,0,0.00931445,0.00771798,0.0297586,0.0127574,0.0176637,0.0132154,0.00970051,0.0298012,0,0,0,0,0,0,0,0,0,0
132,0.0310979,0.0120054,0,0,0,0,0,0.00922128,0.0133646,0.00808755,0.0140208,0,0,0.0226901,0,0.0294797,0.011561,0.0525997,0.0125891,0.0325915,0.0166368,0.0263196,0.0191634,0.0125834,0.0154586,0.0127749,0.0339075,0.00928486,0.00905982,0.00601939,0.0272883,0.0111272,0.0251115,0.0207052,0.0037742,0.0329213,0.00196737,0.0266312,0.0162321,0.0310415,0,0,0.0174899,0,0.00841255,0.0114088,0.0532535,0.0260713,0.0334469,0.0263398,0.0203025,0.0150798,0.0147717,0.0307659,0.0231791,0.0158987,0.0134869,0,0.00922329,0.00772621,0.0298827,0.0129708,0.0183686,0.0137468,0.00971999,0.0300944,0,0,0,0,0,0,0,0,0,0
133,0.0318684,0.0126552,0,0,0,0,0,0.00925096,0.0134208,0.00808798,0.0144099,0,0,0.0227684,0,0.0295225,0.0119661,0.0527571,0.0126414,0.0324145,0.0165419,0.0272095,0.0205518,0.0130471,0.0157518,0.0127526,0.0338067,0.00939261,0.00920925,0.00612861,0.0272082,0.0109705,0.0259053,0.0207076,0.00374854,0.0328996,0.00238161,0.0266009,0.0167495,0.032079,0,0,0.0186837,0,0.00808886,0.0106751,0.0533599,0.0262437,0.033214,0.0263748,0.0211317,0.016705,0.0147971,0.0308352,0.0232332,0.0159194,0.0135797,0,0.00905721,0.00768534,0.0298766,0.0136868,0.018313,0.0139173,0.0104796,0.030856,0,0,0,0,0,0,0,0,0,0
134,0.0323599,0.0126165,0,0,0,0,0,0.00930562,0.013411,0.00819805,0.0146258,0,0,0.0231963,0,0.0293319,0.0124894,0.052811,0.0126389,0.0325067,0.0164811,0.0273115,0.0206087,0.0134828,0.0158201,0.0128204,0.0335615,0.00944767,0.00926716,0.0061463,0.0271743,0.0108109,0.0261205,0.0206831,0.00385042,0.0331013,0.00256536,0.0267515,0.0169334,0.0325062,0,0,0.0186057,0,0.00836302,0.0103794,0.0534398,0.026369,0.0332749,0.0264567,0.0215092,0.0166457,0.0147895,0.0309374,0.0233581,0.0159129,0.0135579,0,0.00901581,0.00767897,0.0300623,0.0136807,0.0183119,0.0142082,0.0102344,0.0312073,0,0,0,0,0,0,0,0,0,0
135,0.0328298,0.0126694,0,0,0,0,0,0.0093587,0.0133426,0.00835133,0.0148559,0,0,0.0235925,0,0.0293098,0.0130394,0.0528553,0.0126792,0.0325871,0.016536,0.0274891,0.0208303,0.0137864,0.0157687,0.0128655,0.0333404,0.00954119,0.00937161,0.00619362,0.0271222,0.0106995,0.0264216,0.0206658,0.00390217,0.0332388,0.00272825,0.0268236,0.0171625,0.0329712,0,0,0.0185667,0,0.0085577,0.0102542,0.0534933,0.0264511,0.033313,0.0265662,0.0217221,0.0165203,0.0148648,0.0310394,0.0234049,0.0158287,0.0135764,0,0.00914592,0.00768235,0.0301708,0.0135893,0.0180507,0.0143028,0.0100589,0.0316047,0,0,0,0,0,0,0,0,0,0
136,0.0333872,0.0127899,0,0,0,0,0,0.00941215,0.0132959,0.00839934,0.0150043,0,0,0.0239409,0,0.0294021,0.0135537,0.0529036,0.0127134,0.0326697,0.0165329,0.0276898,0.0211272,0.0140474,0.0157041,0.012908,0.0331786,0.00961915,0.00946619,0.00623024,0.0270851,0.0106807,0.0267524,0.0207012,0.00378384,0.0334123,0.00285972,0.0269371,0.0174697,0.0334505,0,0,0.0184076,0,0.00860946,0.0100407,0.0535223,0.0265548,0.0333877,0.0267564,0.0216685,0.0162845,0.0148777,0.0310566,0.0234623,0.0157525,0.0136224,0,0.0091106,0.00775944,0.0303007,0.0133764,0.0173759,0.0142295,0.00989446,0.0320327,0,0,0,0,0,0,0,0,0,0
137,0.0339869,0.0130061,0,0,0,0,0,0.00946548,0.0132682,0.00851863,0.0150697,0,0,0.0242126,0,0.0295282,0.0139114,0.0529194,0.0127346,0.0327788,0.0166836,0.0278845,0.0214153,0.0142084,0.0156616,0.0129414,0.0330276,0.00968,0.00953157,0.00625058,0.0270573,0.0106972,0.0270489,0.0207246,0.00383675,0.0335592,0.00293794,0.027054,0.0177353,0.0339037,0,0,0.0182032,0,0.00874456,0.00949894,0.0535322,0.026669,0.0335129,0.0269419,0.0216598,0.016108,0.0148073,0.0310903,0.0234546,0.0156417,0.0136896,0,0.00898708,0.0078309,0.0304148,0.0131683,0.0167659,0.0140746,0.00974399,0.0324595,0,0,0,0,0,0,0,0,0,0
138,0.0345998,0.0132958,0,0,0,0,0,0.00957309,0.0132619,0.00864491,0.0151852,0,0,0.0243673,0,0.0296665,0.0139913,0.052932,0.0127871,0.0328949,0.0168218,0.0280698,0.0216161,0.0131854,0.0156856,0.0129289,0.0328921,0.0097239,0.00955077,0.00625202,0.026996,0.0107401,0.0272779,0.0207472,0.00406343,0.0336359,0.00302543,0.0271346,0.0179176,0.0343516,0,0,0.0180409,0,0.00875035,0.00876583,0.053563,0.0267636,0.0336807,0.0270419,0.0216441,0.0159641,0.0147089,0.0311388,0.0234238,0.0155143,0.0136722,0,0.00907368,0.00786496,0.0304609,0.0129635,0.0161239,0.0138844,0.00961634,0.0328979,0,0,0,0,0,0,0,0,0,0
139,0.0351655,0.0136115,0,0,0,0,0,0.00965299,0.0132581,0.00868459,0.0152897,0,0,0.0244117,0,0.0298375,0.0138378,0.0529353,0.0128013,0.0330234,0.0169401,0.028202,0.0218291,0.0114397,0.0157846,0.012904,0.032817,0.00976923,0.00951179,0.00624991,0.026947,0.0107732,0.0274454,0.0207897,0.00414542,0.0336811,0.00311475,0.0271951,0.0180806,0.0347499,0,0,0.0179359,0,0.00857063,0.00833568,0.0536411,0.0268531,0.0338473,0.0271225,0.0216145,0.0157452,0.0146552,0.0311804,0.0234223,0.0154449,0.0136256,0,0.00913611,0.00790216,0.0304858,0.0127163,0.0153289,0.013659,0.00952325,0.0333088,0,0,0,0,0,0,0,0,0,0
140,0.0356213,0.0140198,0,0,0,0,0,0.00971038,0.0132457,0.00869858,0.0153916,0,0,0.0243129,0,0.0299698,0.0136012,0.0529549,0.0128081,0.0331852,0.0169592,0.0282215,0.0220226,0.0108426,0.0157355,0.0129321,0.0328788,0.00982731,0.00946684,0.00626596,0.0269087,0.0108185,0.0275491,0.0208109,0.0041685,0.0337304,0.00319781,0.0272678,0.0181734,0.0350421,0,0,0.0178795,0,0.00833371,0.00806346,0.0537319,0.0269588,0.0339939,0.0271948,0.0215742,0.0154657,0.0146785,0.0312324,0.0235086,0.0154436,0.0136552,0,0.00905,0.00795334,0.0305096,0.0124306,0.0146621,0.0134157,0.00945413,0.0336088,0,0,0,0,0,0,0,0,0,0
141,0.0359738,0.014311,0,0,0,0,0,0.00986397,0.0132565,0.00875483,0.0154327,0,0,0.0240744,0,0.0300037,0.0134506,0.052996,0.012896,0.0333371,0.0169005,0.0281316,0.0221426,0.0108538,0.0157204,0.012973,0.0330653,0.00988797,0.00952083,0.00634207,0.0268449,0.0109743,0.0275849,0.0208136,0.0042294,0.0337794,0.0032747,0.0273404,0.0181731,0.0352198,0,0,0.0178666,0,0.00800472,0.00788138,0.0538241,0.0270884,0.0341162,0.0272132,0.0215283,0.0151318,0.0147299,0.0312785,0.0235888,0.0154602,0.0137808,0,0.00882415,0.00803584,0.0305382,0.0121452,0.0141074,0.0132214,0.00938877,0.0338029,0,0,0,0,0,0,0,0,0,0
142,0.0363268,0.0145633,0,0,0,0,0,0.0100382,0.0132225,0.00884924,0.0154522,0,0,0.0238193,0,0.03003,0.0134809,0.0530808,0.0129775,0.0335061,0.0170309,0.02798,0.0222693,0.0108797,0.01579,0.0130589,0.0331251,0.00997026,0.00958926,0.00643547,0.0267605,0.0111813,0.0275868,0.0208003,0.00434544,0.0338136,0.00324752,0.0274055,0.0181882,0.035365,0,0,0.0177157,0,0.00782418,0.00767598,0.0539031,0.027195,0.03425,0.0271943,0.0213949,0.0146373,0.014761,0.0313171,0.0236167,0.0154741,0.0138814,0,0.00871705,0.00813786,0.0305536,0.0117395,0.013426,0.0129898,0.00931545,0.0339839,0,0,0,0,0,0,0,0,0,0
143,0.0366589,0.0148398,0,0,0,0,0,0.010182,0.0131428,0.00890474,0.0154757,0,0,0.0236289,0,0.0301533,0.0136664,0.0531871,0.0130001,0.0337108,0.0171603,0.0277825,0.0223937,0.0108526,0.0158472,0.0131693,0.0330619,0.0100551,0.009647,0.00647812,0.0266948,0.0113631,0.0275313,0.0208184,0.00440993,0.0338276,0.0031127,0.0274369,0.0181445,0.0354707,0,0,0.0173764,0,0.00785432,0.0073898,0.0539861,0.0272683,0.0343714,0.0271623,0.0212734,0.0140969,0.014775,0.031347,0.0236162,0.0155367,0.0139789,0,0.00878533,0.00824558,0.0304881,0.0112309,0.012721,0.0128757,0.00927158,0.0341365,0,0,0,0,0,0,0,0,0,0
144,0.036884,0.0150695,0,0,0,0,0,0.0102852,0.013059,0.00891062,0.0155939,0,0,0.0235184,0,0.0303481,0.013914,0.0532141,0.013031,0.0338788,0.0172367,0.0275901,0.0224775,0.0109957,0.0158667,0.0132393,0.0330311,0.0102119,0.00971297,0.00653237,0.0266586,0.0114945,0.0274224,0.0208657,0.00450226,0.0338528,0.00293153,0.0274662,0.0180087,0.0354675,0,0,0.0167456,0,0.00804845,0.00699372,0.0540928,0.0273705,0.0344814,0.0271447,0.0212179,0.0136455,0.014771,0.0313552,0.0236103,0.0155711,0.0141246,0,0.00878711,0.00834126,0.0304463,0.0107933,0.0121432,0.0129286,0.00926378,0.0341758,0,0,0,0,0,0,0,0,0,0
145,0.036936,0.0153459,0,0,0,0,0,0.0102823,0.0129449,0.00899158,0.0160654,0,0,0.0232663,0,0.0305646,0.0140124,0.0526975,0.0128962,0.0336133,0.0170964,0.0281831,0.0221575,0.0111163,0.0157158,0.0132271,0.0328616,0.0105485,0.00986663,0.00656598,0.0266406,0.0109612,0.0271027,0.0208909,0.00478028,0.0125805,0.00286454,0.0110972,0.0193396,0.0351822,0,0,0.0159289,0,0.00817545,0.00666377,0.0543308,0.0135097,0.0353579,0.017857,0.0212374,0.0133713,0.00873869,0.0280405,0.0137617,0.00715899,0.0195778,0.0196512,0.0138244,0.0138331,0.0091965,0.0105209,0.011623,0.0130601,0.00947894,0.0339891,0,0,0,0,0,0,0,0,0,0
146,0.0370075,0.0153031,0,0,0,0,0,0.0104069,0.0128623,0.0089828,0.0158292,0,0,0.0232783,0,0.0306567,0.0140681,0.0531699,0.0131688,0.0339419,0.0172847,0.0275033,0.0223414,0.0111782,0.0158893,0.0134245,0.0331646,0.0106801,0.00981481,0.00660638,0.0265831,0.0116368,0.0271372,0.0208764,0.00497875,0.0338732,0.0028097,0.0275334,0.0178997,0.0352459,0,0,0.0156666,0,0.00829416,0.00661214,0.0542595,0.0276652,0.034555,0.0271544,0.0212633,0.0129579,0.0147738,0.0313618,0.0235903,0.015565,0.0143181,0,0.00876129,0.00849187,0.0304296,0.0103818,0.0113338,0.0129486,0.00942143,0.0340309,0,0,0,0,0,0,0,0,0,0
147,0.0371268,0.0155216,0,0,0,0,0,0.01038,0.0127832,0.00909367,0.0160918,0,0,0.0232512,0,0.0307348,0.0140622,0.0526955,0.0129267,0.0336788,0.0170804,0.0282004,0.0219577,0.0108615,0.015735,0.0134732,0.0329516,0.0107604,0.00986712,0.00658275,0.026601,0.0111578,0.0268655,0.0208725,0.00509601,0.0122055,0.00295441,0.0108721,0.0192428,0.0351033,0,0,0.0154634,0,0.00815034,0.00648729,0.0544482,0.0133095,0.0354225,0.0176689,0.0211802,0.0130095,0.00866009,0.0279316,0.0134767,0.0068665,0.0201756,0.0201394,0.0144861,0.0144775,0.00878923,0.0102655,0.0110892,0.0126597,0.00978197,0.0339374,0,0,0,0,0,0,0,0,0,0
148,0.0372887,0.0157657,0,0,0,0,0,0.010466,0.0127283,0.00916514,0.0160803,0,0,0.0233003,0,0.0308887,0.0140675,0.0526736,0.0130062,0.0336055,0.0169707,0.0283921,0.0217111,0.0108682,0.015776,0.0134822,0.033104,0.0107486,0.00994653,0.00664522,0.0265562,0.0112276,0.0266655,0.020898,0.00519799,0.0121466,0.00296562,0.010825,0.01922,0.0352059,0,0,0.0155353,0,0.00804305,0.00628233,0.0545329,0.0133084,0.0353145,0.0176522,0.0212034,0.0130334,0.00839979,0.0279247,0.0134218,0.00679197,0.020341,0.0201039,0.0146625,0.0146761,0.00867924,0.0102127,0.0108238,0.0123802,0.0101004,0.0339939,0,0,0,0,0,0,0,0,0,0
149,0.0369481,0.0152659,0,0,0,0,0,0.0105156,0.0126437,0.0091298,0.0157709,0,0,0.0235135,0,0.0310449,0.0141338,0.0525243,0.0131237,0.0335783,0.0169796,0.0278417,0.0210294,0.0113001,0.0159828,0.0135227,0.0333791,0.0105894,0.0100323,0.00675887,0.0265294,0.0112292,0.0263417,0.0209215,0.00536877,0.0122178,0.00276551,0.0108135,0.018808,0.0345676,0,0,0.0148744,0,0.00823189,0.00637201,0.0545715,0.0132777,0.0355074,0.0177147,0.0207385,0.0117302,0.00798603,0.0278873,0.0134445,0.00677198,0.0203861,0.0200437,0.0146651,0.0147019,0.00878601,0.00961208,0.0109601,0.0122001,0.00979087,0.0334835,0,0,0,0,0,0,0,0,0,0
150,0.0368648,0.0151024,0,0,0,0,0,0.0105849,0.0126177,0.0091627,0.015515,0,0,0.023792,0,0.0312044,0.0142616,0.0524075,0.0132029,0.0335749,0.0170868,0.0275203,0.0208879,0.0115463,0.0160291,0.0135493,0.033499,0.0105313,0.0101035,0.0068009,0.0264914,0.0113346,0.0264075,0.0209641,0.00548535,0.0123324,0.00279954,0.0108711,0.0184225,0.0344926,0,0,0.0149659,0,0.00816175,0.0057698,0.0545342,0.013207,0.0356248,0.0177204,0.0204638,0.0119419,0.00788811,0.0278776,0.0134941,0.00670219,0.0203647,0.0200586,0.0145752,0.0146375,0.00888437,0.00959792,0.0108164,0.0120709,0.0100274,0.0333021,0,0,0,0,0,0,0,0,0,0
151,0.0368807,0.0148931,0,0,0,0,0,0.0107304,0.0126007,0.0091333,0.0151018,0,0,0.0242593,0,0.0311882,0.0143399,0.0528345,0.0134553,0.0339149,0.0172449,0.0266121,0.0208704,0.011656,0.0161447,0.0136876,0.0337202,0.0104897,0.010018,0.00683689,0.0264358,0.0119893,0.0266788,0.0209421,0.00555498,0.0337737,0.00274074,0.027696,0.0167604,0.0347426,0,0,0.0152573,0,0.00810345,0.00516391,0.0543483,0.0281789,0.0347722,0.0272957,0.0202703,0.0122328,0.0143366,0.0313764,0.0236312,0.0153176,0.0144475,0,0.00874693,0.00883628,0.0301188,0.00969199,0.0106861,0.0119971,0.0101901,0.0333179,0,0,0,0,0,0,0,0,0,0
