Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUR_B,
35,0.0372999,0.0150773,0,0,0,0,0,0.034983,0.0143317,0.0163692,0.00552222,0,0,0.00692988,0,0.0286465,0.00565394,0.048657,0.0137973,0.0301645,0.0130376,0.00709234,0.0214492,0.0114161,0.011163,0.00800755,0.0381945,0.00987653,0.0108907,0.00727545,0.0402589,0.041116,0.00750788,0.0206408,0.00692151,0.0333002,0.00967834,0.0180118,0.00680243,0.0393434,0,0,0.0165434,0,0.00555705,0.00907439,0.0485164,0.0173502,0.0301604,0.00995109,0.0065637,0.0452583,0.00346711,0.0280195,0.00440892,0.0054941,0.00413255,0.03894,0.00496463,0.00616176,0.0327208,0.0205344,0.00430057,0.00788757,0.0148156,0.0326845,0,0,0,0,0,0,0,0,0,0
36,0.0362256,0.0146502,0,0,0,0,0,0.0347542,0.0144124,0.0163724,0.00565473,0,0,0.00729614,0,0.0285702,0.00563222,0.0489468,0.0140236,0.0297494,0.0130758,0.00592096,0.0214709,0.0115177,0.0110123,0.00792055,0.0383401,0.0100048,0.0109952,0.00739991,0.0403782,0.0410165,0.00765332,0.020623,0.00689378,0.0341208,0.00963525,0.0182194,0.00694324,0.0383293,0,0,0.0169843,0,0.00566915,0.0089162,0.0486667,0.0172218,0.0298415,0.0100245,0.00596288,0.0448027,0.00388474,0.0278958,0.00452732,0.00596119,0.00395916,0.0390226,0.0051612,0.00602547,0.0336519,0.0205775,0.00434185,0.00762421,0.0145199,0.0318864,0,0,0,0,0,0,0,0,0,0
37,0.0350365,0.0140642,0,0,0,0,0,0.0344285,0.014548,0.0163725,0.00565776,0,0,0.00784793,0,0.0284202,0.00558477,0.0493036,0.0142412,0.0291984,0.0130754,0.00450134,0.0213222,0.011624,0.0108482,0.00781075,0.0384998,0.0100754,0.0110423,0.0075108,0.0404872,0.0405155,0.00791519,0.0205972,0.00682977,0.0347258,0.00959466,0.0183242,0.00705192,0.0369926,0,0,0.0175793,0,0.00576922,0.00875936,0.0489692,0.0169515,0.0294691,0.0100549,0.0052058,0.0440389,0.00440274,0.0276611,0.0048163,0.00636031,0.00373167,0.0391369,0.00542158,0.00599639,0.0345414,0.0204535,0.0043792,0.00750961,0.0140856,0.0309276,0,0,0,0,0,0,0,0,0,0
38,0.0307935,0.0109747,0,0,0,0,0,0.033698,0.0147985,0.0161391,0.00502235,0,0,0.00972103,0,0.0280505,0.00571189,0.0497773,0.0143267,0.0279348,0.0131022,0.00186657,0.019808,0.0116974,0.0106012,0.0075067,0.0386916,0.00999614,0.0108434,0.00756018,0.0405457,0.0395689,0.00852306,0.0204614,0.00676041,0.0350618,0.0104822,0.0183868,0.00701041,0.0312341,0,0,0.0202202,0,0.00541455,0.00422343,0.0494419,0.017004,0.028381,0.0102561,0.00451051,0.0443095,0.00487341,0.0277019,0.00578995,0.00661122,0.00357216,0.0392801,0.00556756,0.00605476,0.0351925,0.0239602,0.00415871,0.0077885,0.0112752,0.0273811,0,0,0,0,0,0,0,0,0,0
39,0.0295471,0.010477,0,0,0,0,0,0.0334152,0.0149033,0.0160705,0.00445649,0,0,0.0103995,0,0.0279613,0.00576272,0.0500159,0.014493,0.0272702,0.0130971,0.00190259,0.0193492,0.0117044,0.0105268,0.00732836,0.0387681,0.00996387,0.0107803,0.00757479,0.0405451,0.0390384,0.00886815,0.0203996,0.00675463,0.0357932,0.0102598,0.0186058,0.00713621,0.0296895,0,0,0.0207868,0,0.0055905,0.00451536,0.0498623,0.016918,0.0278562,0.0103801,0.00466374,0.0429299,0.00517077,0.027735,0.00640842,0.00682056,0.00337848,0.0394081,0.00570295,0.00602405,0.0360165,0.0234731,0.00421827,0.00771237,0.0109487,0.0263852,0,0,0,0,0,0,0,0,0,0
40,0.0212295,0.0103034,0,0,0,0,0,0.0333942,0.0167207,0.0161569,0.00409488,0,0,0.0204267,0,0.0256373,0.00910503,0.049754,0.0148632,0.0264807,0.0129951,0.00165417,0.0132243,0.0114341,0.0106876,0.00759867,0.0382733,0.0103467,0.0112145,0.00779284,0.040787,0.0388087,0.016268,0.0192894,0.00665156,0.0367563,0.013411,0.0188694,0.00726521,0.0200106,0,0,0.0183363,0,0.00400361,0.00157011,0.0505959,0.0171468,0.0279637,0.0107806,0.00390387,0.035009,0.00585908,0.0283737,0.00677955,0.00722255,0.00314035,0.0390985,0.00534157,0.00548587,0.0370051,0.0208078,0.00417403,0.0081587,0.00954747,0.0209421,0,0,0,0,0,0,0,0,0,0
41,0.0273589,0.00976247,0,0,0,0,0,0.0329158,0.0150465,0.0159722,0.00337466,0,0,0.0113024,0,0.0278733,0.00566302,0.0503355,0.0147161,0.0262504,0.0129901,0.00340395,0.0188955,0.0115729,0.0103677,0.00709153,0.0388165,0.0100203,0.0108116,0.00760783,0.0406452,0.0382604,0.00992001,0.0203614,0.00669017,0.0372878,0.0100986,0.0193047,0.00727465,0.0269996,0,0,0.0222074,0,0.00573557,0.00407349,0.0500244,0.0174033,0.0269343,0.0104677,0.00542334,0.0418825,0.00540399,0.0283977,0.0073929,0.007066,0.00380425,0.0396406,0.00586691,0.00618193,0.0374038,0.023836,0.00431102,0.00743862,0.0106205,0.0246567,0,0,0,0,0,0,0,0,0,0
42,0.0246549,0.00892489,0,0,0,0,0,0.0321419,0.0154114,0.0157058,0.00366825,0,0,0.0136858,0,0.0273227,0.00625117,0.05054,0.0146512,0.0248429,0.0129432,0.00702505,0.017147,0.0115362,0.0101736,0.00670656,0.0389866,0.00982021,0.0104954,0.00753038,0.0406108,0.0373886,0.010851,0.0200815,0.00647009,0.0373036,0.00949675,0.0190725,0.00762713,0.0230861,0,0,0.0229361,0,0.00606984,0.00529809,0.0500175,0.0171156,0.0256753,0.0106314,0.00758699,0.036379,0.00550461,0.0284557,0.00724083,0.00702547,0.00390796,0.0396085,0.00602643,0.00655461,0.0375756,0.0212797,0.00437991,0.00702642,0.0104543,0.02289,0,0,0,0,0,0,0,0,0,0
43,0.0187796,0.0121471,0,0,0,0,0,0.0313279,0.0159968,0.0154241,0.00495387,0,0,0.0172471,0,0.0266555,0.00752136,0.050822,0.0145423,0.0230888,0.0129888,0.0117568,0.0138852,0.0115307,0.00989791,0.00629971,0.0391644,0.00961424,0.0100944,0.00745828,0.0405681,0.0364415,0.0141292,0.0197663,0.00651699,0.0372779,0.0102146,0.019021,0.0089148,0.0176146,0,0,0.0253078,0,0.00591065,0.00261236,0.0499762,0.017277,0.0241849,0.0108261,0.0109357,0.0349882,0.00548071,0.0287633,0.00714783,0.0069327,0.0040755,0.03961,0.00601836,0.00677652,0.0375809,0.0232158,0.00461829,0.00718656,0.0138042,0.0196173,0,0,0,0,0,0,0,0,0,0
44,0.0164773,0.016541,0,0,0,0,0,0.0307463,0.0165616,0.0152643,0.00612346,0,0,0.0205732,0,0.026059,0.00890351,0.0510084,0.0146349,0.0219706,0.0130107,0.0145954,0.0122121,0.0114663,0.00977612,0.00610988,0.0392088,0.00960041,0.00986076,0.00744842,0.0406122,0.0356638,0.0170884,0.0194803,0.00656432,0.0369774,0.0103743,0.0187224,0.00983455,0.0185365,0,0,0.0244747,0,0.00572965,0.00264183,0.0500771,0.0169331,0.0235823,0.0109038,0.012962,0.0329153,0.00567462,0.0284343,0.00659243,0.00687949,0.003528,0.0395685,0.00617934,0.00694307,0.0373703,0.0213811,0.00424803,0.00650413,0.0180977,0.0195532,0,0,0,0,0,0,0,0,0,0
45,0.0131475,0.0274033,0,0,0,0,0,0.0305637,0.0180254,0.0152359,0.00685198,0,0,0.0275508,0,0.0246335,0.0121657,0.0507768,0.0148208,0.021178,0.0130027,0.0160394,0.0157294,0.0111377,0.00980335,0.00614019,0.0390014,0.00979931,0.00998558,0.00754332,0.0407374,0.035369,0.026717,0.0188126,0.00711257,0.0368652,0.0121458,0.0184628,0.0101925,0.0301005,0,0,0.0240704,0,0.0050883,0.00308357,0.0503628,0.0166712,0.0236258,0.0111938,0.014066,0.0452718,0.00598492,0.0283859,0.00630622,0.00694518,0.00299694,0.0393478,0.0060947,0.0068314,0.0373112,0.0248473,0.00430285,0.00688712,0.0296818,0.0220901,0,0,0,0,0,0,0,0,0,0
46,0.0133828,0.0279761,0,0,0,0,0,0.030654,0.018064,0.0152745,0.00658286,0,0,0.027636,0,0.0246168,0.012102,0.0505757,0.0148853,0.0211995,0.0131013,0.0161014,0.0164839,0.0109387,0.0097191,0.00615204,0.0390352,0.00994596,0.0101474,0.00756853,0.0407919,0.035645,0.0272902,0.0187955,0.00701958,0.0369627,0.0122987,0.0185289,0.0101063,0.0314954,0,0,0.0242126,0,0.00503135,0.00357,0.0502832,0.016709,0.0237067,0.0111478,0.0140542,0.0465689,0.00579114,0.0284714,0.00659949,0.00687598,0.0031384,0.0394249,0.00612563,0.00688776,0.0373307,0.0253129,0.00440513,0.00697487,0.0304093,0.0227256,0,0,0,0,0,0,0,0,0,0
47,0.0139017,0.0286641,0,0,0,0,0,0.0307581,0.0180491,0.0152942,0.00659304,0,0,0.0277684,0,0.0246469,0.0120954,0.0504793,0.0149112,0.021215,0.0131971,0.0160865,0.0171367,0.0108417,0.00968267,0.00615021,0.0391481,0.0100846,0.0103533,0.00761621,0.040847,0.0361091,0.0277507,0.0187699,0.00694974,0.037206,0.0125047,0.018696,0.0100859,0.0330289,0,0,0.024185,0,0.00493922,0.00405867,0.0501588,0.017004,0.023713,0.0111451,0.0140345,0.0478676,0.00550409,0.0289183,0.00727318,0.00691317,0.00368149,0.0394684,0.00602086,0.00680393,0.0375204,0.0256323,0.0044544,0.0070104,0.0311962,0.0234955,0,0,0,0,0,0,0,0,0,0
48,0.0146663,0.0294563,0,0,0,0,0,0.0307642,0.0180205,0.0153119,0.00662907,0,0,0.0277062,0,0.0247102,0.012056,0.0504742,0.014961,0.0211605,0.0132577,0.0161251,0.017717,0.0107431,0.00970478,0.00609122,0.0392499,0.0101871,0.0105048,0.00761822,0.0408817,0.0361629,0.0280187,0.0187709,0.00689015,0.0372506,0.0127785,0.0187833,0.0100832,0.0348879,0,0,0.02409,0,0.00482551,0.00473391,0.0500989,0.0170755,0.0238177,0.0110954,0.0139456,0.0493864,0.00541806,0.0288965,0.00746827,0.00702562,0.0038123,0.0395106,0.00598321,0.00663637,0.0375515,0.0260064,0.00453847,0.00704226,0.0320938,0.024486,0,0,0,0,0,0,0,0,0,0
49,0.0155387,0.0300631,0,0,0,0,0,0.0306752,0.0180017,0.0153252,0.0068745,0,0,0.027406,0,0.0247765,0.0119723,0.0505514,0.0150346,0.0211002,0.0132319,0.0162743,0.0179364,0.0106009,0.00964168,0.0059946,0.0392854,0.0102355,0.010568,0.00758201,0.0409008,0.0357586,0.0280162,0.0188111,0.00682699,0.036937,0.0131258,0.0186109,0.0100549,0.0364305,0,0,0.0238993,0,0.00468059,0.00540859,0.0501319,0.016787,0.0239989,0.0109867,0.0138117,0.050643,0.00546118,0.0283654,0.00681306,0.00710209,0.00359985,0.0396159,0.00606373,0.00654056,0.0372495,0.0262737,0.00460031,0.00722274,0.0327916,0.0254732,0,0,0,0,0,0,0,0,0,0
50,0.0163708,0.0303301,0,0,0,0,0,0.0305788,0.0179122,0.0152785,0.0069098,0,0,0.0268084,0,0.0248875,0.0117861,0.050655,0.0150286,0.0210185,0.0131467,0.0164038,0.0178304,0.0104224,0.0095379,0.0059512,0.0391977,0.01026,0.0105749,0.00755322,0.0409204,0.0355066,0.0276798,0.0188844,0.00671051,0.036645,0.0134915,0.0183976,0.0100601,0.0376332,0,0,0.0235848,0,0.0046105,0.00620954,0.0501545,0.01654,0.0240622,0.0108664,0.0138446,0.0513457,0.0054977,0.0279437,0.00568796,0.00718036,0.00341066,0.0396196,0.00616474,0.00652579,0.036967,0.0262138,0.00475151,0.00744496,0.0331224,0.0263503,0,0,0,0,0,0,0,0,0,0
51,0.021031,0.00754398,0,0,0,0,0,0.032585,0.0158937,0.0162683,0.00434958,0,0,0.0156179,0,0.027108,0.00625678,0.0505328,0.015758,0.0258763,0.0132677,0.00268896,0.0162826,0.0102645,0.0104335,0.00727149,0.0385093,0.0114226,0.0119341,0.00813746,0.0414719,0.0376193,0.0144556,0.0199402,0.00627098,0.037306,0.0118232,0.0187679,0.00555703,0.0198714,0,0,0.0235297,0,0.00491544,0.00200607,0.0501801,0.0165934,0.0286317,0.0100193,0.00303812,0.0393321,0.00530785,0.0271478,0.00553185,0.00752584,0.00347789,0.0401297,0.00673581,0.00673916,0.0376996,0.0254999,0.00444649,0.00729821,0.00699877,0.020615,0,0,0,0,0,0,0,0,0,0
52,0.0166743,0.0307123,0,0,0,0,0,0.0305416,0.0178262,0.0150757,0.00686916,0,0,0.026279,0,0.0250981,0.0118046,0.0507209,0.0147274,0.0209899,0.0130796,0.0163505,0.0182896,0.010073,0.00938547,0.00587771,0.0390854,0.0102739,0.0104768,0.00755805,0.0409061,0.0355133,0.0276074,0.0189671,0.00665161,0.0367229,0.0134374,0.0186097,0.00990435,0.0386011,0,0,0.0243232,0,0.00475915,0.007065,0.0500582,0.0168339,0.0240144,0.0107877,0.0139976,0.0525719,0.0054822,0.0280994,0.0052124,0.0073401,0.00353485,0.0395281,0.00593025,0.00625162,0.0369118,0.0270206,0.00506849,0.00751931,0.0336053,0.0267736,0,0,0,0,0,0,0,0,0,0
53,0.0156843,0.0304878,0,0,0,0,0,0.0304048,0.0178985,0.0148826,0.00693333,0,0,0.0266062,0,0.0249748,0.0121129,0.0506959,0.0144895,0.0210937,0.0130391,0.0160594,0.0178304,0.00990268,0.0093621,0.00583047,0.0390242,0.0102512,0.0104608,0.00756375,0.0409139,0.0355592,0.0275601,0.0188702,0.0066282,0.0367793,0.012963,0.0186995,0.00966521,0.0367908,0,0,0.024641,0,0.00484671,0.00605723,0.0501063,0.0169629,0.0241276,0.0108829,0.0137753,0.0513431,0.00552449,0.0282501,0.00529787,0.00743,0.00384239,0.0395405,0.00569953,0.00607964,0.036904,0.027107,0.00487316,0.00717282,0.0330863,0.025587,0,0,0,0,0,0,0,0,0,0
54,0.0146694,0.0298577,0,0,0,0,0,0.0302873,0.0179091,0.0147285,0.00717069,0,0,0.0263922,0,0.0249102,0.0121422,0.05075,0.0142388,0.0211681,0.0130107,0.0158322,0.0173287,0.00982193,0.00932075,0.0056999,0.0391336,0.0102014,0.0103983,0.00755437,0.0409236,0.0355829,0.0273015,0.0188216,0.00656056,0.036715,0.0125106,0.0186911,0.00947752,0.0347686,0,0,0.0250233,0,0.00497202,0.00547925,0.050151,0.0170181,0.0242183,0.0108932,0.0135282,0.0499634,0.00557825,0.0283018,0.00533058,0.00743808,0.0040431,0.0395006,0.00557049,0.00603636,0.0367883,0.0271822,0.00474071,0.00694672,0.0322323,0.0243972,0,0,0,0,0,0,0,0,0,0
55,0.0137168,0.0290431,0,0,0,0,0,0.030208,0.0178738,0.0145205,0.00699268,0,0,0.0257768,0,0.0248885,0.0119342,0.0507169,0.013902,0.0212033,0.0129726,0.0156701,0.0168913,0.00969646,0.00925372,0.00553529,0.0391996,0.0101378,0.0103041,0.00755492,0.0409038,0.0357462,0.0267342,0.0188052,0.00646935,0.0366081,0.0121312,0.0185925,0.00928252,0.0328361,0,0,0.0254299,0,0.00508789,0.00524403,0.05018,0.0169347,0.0242731,0.0107934,0.0132584,0.0487118,0.00563924,0.0281859,0.00521394,0.00748555,0.00403557,0.0393652,0.00554556,0.00604981,0.036706,0.0272098,0.00464766,0.00677397,0.0312903,0.0233207,0,0,0,0,0,0,0,0,0,0
56,0.0127938,0.0282013,0,0,0,0,0,0.0301313,0.0177931,0.0143272,0.00685914,0,0,0.0249219,0,0.0248997,0.0115785,0.050642,0.0135307,0.021261,0.012932,0.0155687,0.0165755,0.00961196,0.0091099,0.00541707,0.0391679,0.0100539,0.0102002,0.00751992,0.0408472,0.0358302,0.0260986,0.0188004,0.00637231,0.0364489,0.0118944,0.0184372,0.00912553,0.0313481,0,0,0.0257916,0,0.0052302,0.00519314,0.0501891,0.0167373,0.0243307,0.0106456,0.0130386,0.0476753,0.00567492,0.0279242,0.00503886,0.00749397,0.00393315,0.0392628,0.00557197,0.00608357,0.0366085,0.0271715,0.0045873,0.00660137,0.0304269,0.0223825,0,0,0,0,0,0,0,0,0,0
57,0.0118609,0.0274369,0,0,0,0,0,0.0301082,0.017706,0.0141867,0.00691407,0,0,0.0239517,0,0.0248564,0.01114,0.0505717,0.0131519,0.021341,0.0128661,0.0153921,0.0165992,0.00955632,0.00893203,0.00528864,0.0392756,0.00992803,0.0100955,0.00744888,0.0407583,0.0358505,0.0255665,0.01876,0.00628138,0.0363344,0.0118041,0.0184397,0.00897421,0.0302086,0,0,0.0259442,0,0.00537792,0.00485598,0.0501199,0.016818,0.0243812,0.0104944,0.0126798,0.0470042,0.00563026,0.0278733,0.00497467,0.00752216,0.00381008,0.0392629,0.00550767,0.0059923,0.0364557,0.0271836,0.00452777,0.00639644,0.0297765,0.0216141,0,0,0,0,0,0,0,0,0,0
58,0.011911,0.0269985,0,0,0,0,0,0.0300613,0.0176634,0.0140342,0.00720719,0,0,0.0238833,0,0.0248865,0.0111826,0.0505241,0.0126943,0.0213391,0.0127612,0.015361,0.0161599,0.00948097,0.00880825,0.0052044,0.0394858,0.00972743,0.0099339,0.00737414,0.040651,0.0357994,0.0251634,0.0188058,0.00639433,0.0361441,0.0116935,0.0183665,0.00891872,0.02945,0,0,0.0262985,0,0.00550741,0.00474622,0.0499925,0.0168841,0.0244135,0.0103887,0.0125097,0.0466573,0.00562,0.027938,0.00501521,0.00758691,0.00389473,0.0392499,0.00537564,0.00585153,0.0362441,0.0274417,0.00458805,0.00640778,0.0292617,0.0213996,0,0,0,0,0,0,0,0,0,0
59,0.0121116,0.0266616,0,0,0,0,0,0.0300054,0.0176426,0.0138642,0.007355,0,0,0.0237543,0,0.0249682,0.0111915,0.0505394,0.0121049,0.0212403,0.0126955,0.0154827,0.0156197,0.00947162,0.00877097,0.00530052,0.0396114,0.00952038,0.00968923,0.00728575,0.0405212,0.0357091,0.0247873,0.0188643,0.00646419,0.0359846,0.0116223,0.0182797,0.00896305,0.0289919,0,0,0.0265836,0,0.00556573,0.00466481,0.0499072,0.0168497,0.024464,0.0102213,0.0125143,0.0463464,0.00566795,0.0277816,0.0050122,0.00771616,0.00375139,0.0391076,0.00526871,0.00563997,0.0360889,0.0276252,0.00462269,0.00646352,0.0288587,0.0213625,0,0,0,0,0,0,0,0,0,0
60,0.0124523,0.0265198,0,0,0,0,0,0.0297877,0.0176352,0.0136519,0.00780687,0,0,0.023673,0,0.0250404,0.0112246,0.0506977,0.0115955,0.0211007,0.0126148,0.0157013,0.0150236,0.00962325,0.00874193,0.00539565,0.0397155,0.0093001,0.00941311,0.00716615,0.0403801,0.0354919,0.0244995,0.0188948,0.00649128,0.0358204,0.0115725,0.0181884,0.0090132,0.0290207,0,0,0.0267122,0,0.00553074,0.00461539,0.0497865,0.0168514,0.0244933,0.0100567,0.0125892,0.0462413,0.00563542,0.0277497,0.00495807,0.00775409,0.00359813,0.0390022,0.00512935,0.00543435,0.0359107,0.0277077,0.00462839,0.00650089,0.028679,0.02153,0,0,0,0,0,0,0,0,0,0
61,0.0129322,0.0266513,0,0,0,0,0,0.0296972,0.0176341,0.0134136,0.00809173,0,0,0.0237164,0,0.0250781,0.0112647,0.0507359,0.011002,0.0209467,0.0125471,0.015929,0.0144332,0.00968351,0.00861809,0.0051487,0.0398207,0.00907098,0.00918586,0.00702082,0.0401875,0.035327,0.0241154,0.0189084,0.0064587,0.0356256,0.0115041,0.0181661,0.00911245,0.0295893,0,0,0.0266631,0,0.00541245,0.00472317,0.0496901,0.01695,0.0244563,0.00993788,0.0125732,0.0463811,0.00553509,0.0278391,0.00500181,0.00771374,0.00365777,0.0388917,0.00492335,0.00518641,0.0356747,0.0276195,0.0046363,0.00646972,0.0288164,0.0219448,0,0,0,0,0,0,0,0,0,0
62,0.0174954,0.0135766,0,0,0,0,0,0.0301564,0.016026,0.0133888,0.00666105,0,0,0.0163683,0,0.0268818,0.00787001,0.0508864,0.0100971,0.022042,0.012816,0.0131785,0.0143611,0.00934983,0.00845239,0.0047313,0.0400018,0.00899959,0.00925824,0.00684463,0.0399241,0.0359319,0.0138682,0.0197751,0.0059702,0.0357863,0.00952853,0.0185277,0.00804314,0.0180729,0,0,0.0259164,0,0.0060787,0.0034363,0.0493344,0.0169863,0.0251603,0.00947925,0.0100246,0.0328928,0.0051501,0.0273689,0.00538872,0.00775619,0.00403091,0.0390642,0.00489249,0.0051226,0.0356392,0.022584,0.00425096,0.00568096,0.0149715,0.0200899,0,0,0,0,0,0,0,0,0,0
63,0.0191038,0.0104109,0,0,0,0,0,0.0302071,0.0156677,0.0132442,0.00599031,0,0,0.0142815,0,0.0273131,0.0069891,0.0506775,0.0092739,0.0226884,0.0128522,0.0111479,0.0158181,0.00892888,0.00846571,0.00477628,0.0399263,0.00891292,0.00938325,0.00668757,0.0397386,0.0361959,0.0122183,0.0199634,0.00598346,0.0357061,0.00933785,0.0186527,0.00731211,0.0180393,0,0,0.0257658,0,0.00621493,0.00381883,0.049115,0.0171145,0.0258586,0.00921206,0.00835363,0.0333833,0.00497756,0.0272621,0.00543669,0.00793123,0.00432955,0.0389816,0.00458658,0.00486798,0.0354725,0.0225506,0.0042704,0.00590164,0.0119487,0.0203632,0,0,0,0,0,0,0,0,0,0
64,0.0205395,0.00822743,0,0,0,0,0,0.0301817,0.0153726,0.0130584,0.00559951,0,0,0.0125014,0,0.0276914,0.00625102,0.0504847,0.00837965,0.0232971,0.0128999,0.00921427,0.0170815,0.00848145,0.00852329,0.00505132,0.0397537,0.00885295,0.00938839,0.00655867,0.0395325,0.0362958,0.0110922,0.0201334,0.00605865,0.0355727,0.00934324,0.018817,0.00672431,0.0189552,0,0,0.0255738,0,0.00627632,0.0039159,0.0489261,0.0171723,0.0265532,0.00901072,0.00681414,0.0348953,0.00487586,0.0271271,0.00541478,0.00804595,0.00465267,0.038882,0.0042013,0.0045925,0.0352515,0.0230446,0.00429079,0.00623687,0.00981967,0.0208203,0,0,0,0,0,0,0,0,0,0
65,0.0215992,0.00718644,0,0,0,0,0,0.0300322,0.0151596,0.0128199,0.00538435,0,0,0.0112116,0,0.0280078,0.005708,0.0502578,0.00751155,0.0238331,0.0129231,0.00748181,0.018097,0.00802688,0.00862986,0.00530531,0.0395186,0.00874367,0.00929281,0.00648064,0.0393305,0.0361456,0.010269,0.0202986,0.00617853,0.0353835,0.00947257,0.019036,0.00637299,0.0201205,0,0,0.0254222,0,0.00619706,0.00367269,0.0486139,0.0174395,0.0271626,0.00893749,0.00536514,0.0368965,0.00479685,0.0271361,0.0055257,0.00811665,0.00511198,0.0387733,0.0037228,0.00438611,0.0349691,0.0240064,0.00437168,0.00644615,0.00858437,0.0211997,0,0,0,0,0,0,0,0,0,0
66,0.0224606,0.00710449,0,0,0,0,0,0.0298572,0.0150249,0.0125504,0.00530407,0,0,0.0103324,0,0.0282592,0.005374,0.049972,0.0066526,0.0242973,0.0128787,0.00587742,0.0188841,0.00750405,0.0088272,0.00548681,0.0392251,0.00859339,0.00912704,0.0064254,0.0391164,0.0358221,0.00994558,0.0204273,0.00633933,0.0353079,0.00974544,0.0193131,0.00631745,0.0212293,0,0,0.0252095,0,0.00600787,0.00331265,0.0480605,0.0183113,0.0275799,0.00914472,0.00434245,0.0389449,0.00461661,0.0276719,0.00583928,0.00812935,0.00599389,0.0385548,0.00309205,0.00436515,0.0347401,0.0250492,0.00447464,0.0067048,0.00796108,0.021511,0,0,0,0,0,0,0,0,0,0
67,0.0185386,0.0107395,0,0,0,0,0,0.0301067,0.016584,0.0124313,0.00579523,0,0,0.0186684,0,0.026241,0.00819922,0.0493594,0.0059526,0.0248417,0.0130375,0.00341931,0.0143226,0.00646858,0.0100043,0.00670621,0.0383109,0.00885432,0.00941745,0.00638642,0.0390722,0.0360398,0.0161206,0.0194378,0.00629713,0.0356038,0.0125006,0.0196745,0.00650741,0.0181317,0,0,0.0214032,0,0.00445008,0.00163123,0.0483603,0.0186578,0.0289327,0.00962182,0.00219216,0.0355023,0.00449153,0.0283039,0.0056609,0.00802374,0.00682226,0.0378655,0.00197484,0.00401892,0.0348885,0.0227889,0.00399712,0.00715365,0.00976738,0.0196014,0,0,0,0,0,0,0,0,0,0
68,0.0186839,0.0105981,0,0,0,0,0,0.0295939,0.0165706,0.0121673,0.00582408,0,0,0.0186268,0,0.0262674,0.00816623,0.049219,0.00505406,0.0247303,0.0128886,0.00337932,0.0142617,0.00594283,0.0103461,0.00687663,0.0381398,0.00858162,0.00909054,0.00620964,0.0387112,0.0355545,0.0161314,0.0194379,0.00629494,0.0350351,0.012569,0.0196467,0.00647598,0.0181741,0,0,0.0209856,0,0.00438444,0.00134076,0.0481984,0.0187292,0.0290306,0.00962571,0.00216196,0.0353338,0.00443252,0.0282528,0.00536795,0.00792492,0.0072464,0.0375513,0.00144838,0.00411243,0.0342682,0.0223885,0.00398694,0.00727398,0.00943115,0.0197082,0,0,0,0,0,0,0,0,0,0
69,0.0188712,0.0104981,0,0,0,0,0,0.0291263,0.0165503,0.0119962,0.00587146,0,0,0.0186497,0,0.0262792,0.00814185,0.0490343,0.00437343,0.0246156,0.0128895,0.00345207,0.0142028,0.0054307,0.0108846,0.0070713,0.0379863,0.00837686,0.00885274,0.00605997,0.0383121,0.0351756,0.0159436,0.0194427,0.00627083,0.0344118,0.0126131,0.0194688,0.00637325,0.018252,0,0,0.020496,0,0.00430671,0.00122791,0.0477636,0.0187655,0.0291964,0.00943666,0.0021785,0.0351511,0.00451515,0.0279849,0.00515412,0.00805156,0.00766452,0.0371233,0.00095716,0.00414628,0.0335838,0.0220998,0.00402126,0.00736809,0.00912568,0.019857,0,0,0,0,0,0,0,0,0,0
70,0.0189344,0.0104427,0,0,0,0,0,0.028494,0.0165266,0.0116405,0.00588916,0,0,0.0187083,0,0.0263059,0.00810841,0.0487742,0.00373904,0.0245487,0.0126694,0.00351316,0.0141906,0.00506042,0.0113415,0.00715271,0.0378762,0.0080753,0.00857709,0.00589341,0.0378893,0.0346306,0.0156899,0.0194519,0.00622768,0.0335609,0.0126825,0.0190646,0.00626777,0.0182435,0,0,0.0201089,0,0.00426759,0.00121149,0.0475134,0.0184853,0.0292996,0.00909342,0.00224074,0.0348865,0.00475069,0.0277259,0.00489044,0.00829532,0.00799631,0.0365972,0.000637765,0.00411989,0.0327767,0.0217232,0.00398834,0.00745815,0.00883306,0.0199092,0,0,0,0,0,0,0,0,0,0
