Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,LASI,RASI
9,0,0,0,0,0,0,0.034783,0.0199645,0,0,0,0.02116,0.0210658,0.00627467,0,0,0.00694245,0,0.0228498,0.00836492,0.049339,0.0173546,0.0425532,0.0325277,0.00896762,0.0126843,0.0162285,0.0228948,0.011635,0.0322649,0.0133927,0.0170036,0.0109311,0.03071,0.0285361,0.00579599,0.0185412,0.0102949,0.0218022,0.0180937,0.0162911,0.0405119,0,0,0.0808465,0,0.0110944,0.0439325,0.0348987,0.0205291,0.0303855,0.0318359,0.00664777,0.0186287,0.0200335,0.0248796,0.0182823,0.0259746,0.0217879,0.0320204,0.0158013,0.0205105,0.0214989,0.0379112,0.015174,0.032329,0.0209933,0.0460326,0,0,0,0,0
10,0,0,0,0,0,0,0.0347402,0.0198545,0,0,0,0.021302,0.0210478,0.00631502,0,0,0.0070109,0,0.022912,0.00837304,0.0496427,0.01763,0.0425005,0.0324284,0.00865762,0.0127278,0.0164221,0.0230887,0.0116171,0.0323737,0.0134683,0.017125,0.0109814,0.0308362,0.0287607,0.00582305,0.0185615,0.0102475,0.0220396,0.0181457,0.0162855,0.0404577,0,0,0.080643,0,0.0111854,0.0438213,0.0348165,0.0205532,0.0307741,0.0317642,0.00634369,0.0185754,0.019922,0.0249974,0.0181714,0.0259492,0.0221224,0.0321847,0.0159504,0.0209077,0.0220519,0.03783,0.0152938,0.0323383,0.0209323,0.0459647,0,0,0,0,0
11,0,0,0,0,0,0,0.0345738,0.0196266,0,0,0,0.0215298,0.0210334,0.0063896,0,0,0.00682735,0,0.0229213,0.00822944,0.0499655,0.0179491,0.0423713,0.0323036,0.00825046,0.0123299,0.0165876,0.0231914,0.0115657,0.0324572,0.0135652,0.0172683,0.0110393,0.0309972,0.0291504,0.00569023,0.0185852,0.010281,0.0224311,0.0182674,0.0163813,0.040309,0,0,0.0804186,0,0.0113484,0.0437225,0.0347801,0.0206929,0.0312727,0.0316985,0.0059974,0.0183189,0.0198252,0.0250674,0.0180976,0.0259569,0.0225691,0.0323853,0.0161147,0.0214029,0.0227796,0.0376986,0.015465,0.0323458,0.020651,0.0457267,0,0,0,0,0
12,0,0,0,0,0,0,0.0345867,0.0195471,0,0,0,0.0213015,0.0210607,0.00629764,0,0,0.00673948,0,0.0228592,0.00792527,0.0496912,0.0178014,0.0425188,0.0324269,0.00866882,0.0122175,0.0165514,0.0230063,0.0116461,0.0324409,0.013492,0.0171492,0.0109886,0.0308969,0.0288495,0.00560565,0.0185543,0.0102832,0.0221077,0.0182864,0.016343,0.040247,0,0,0.0803525,0,0.0113524,0.0436507,0.0349234,0.0206395,0.0307922,0.0316396,0.006341,0.0183139,0.0198366,0.0250183,0.0181692,0.025797,0.0221879,0.0321291,0.0159352,0.0209779,0.0220567,0.0375612,0.0155731,0.0322498,0.0204422,0.0456445,0,0,0,0,0
13,0,0,0,0,0,0,0.0345641,0.019523,0,0,0,0.0211587,0.0211024,0.00622881,0,0,0.00679322,0,0.0228248,0.00775975,0.0495408,0.0176894,0.0425709,0.0324596,0.00896109,0.0122096,0.0165337,0.0229769,0.0117124,0.0324176,0.0134705,0.0170247,0.0109781,0.030836,0.0286523,0.00559494,0.0185558,0.0102877,0.0219246,0.0182147,0.0163358,0.0401126,0,0,0.0802785,0,0.0111855,0.0435197,0.0350417,0.0206311,0.0304299,0.0315837,0.00658905,0.0184273,0.0198164,0.0250199,0.0182039,0.0256939,0.0219506,0.0319804,0.0157992,0.0207005,0.0215987,0.037479,0.0156319,0.0320832,0.0203388,0.045548,0,0,0,0,0
14,0,0,0,0,0,0,0.0345294,0.0194523,0,0,0,0.0210273,0.0211311,0.00616166,0,0,0.00682865,0,0.0228023,0.00765982,0.0494319,0.0176183,0.0425966,0.0325021,0.00926645,0.0121871,0.0164797,0.0230155,0.0117598,0.0323969,0.0134544,0.0168623,0.0109818,0.0307932,0.0284632,0.00558464,0.0185499,0.0102667,0.0218034,0.0182241,0.0163743,0.0399593,0,0,0.0800957,0,0.0111679,0.0433888,0.0351324,0.0206692,0.0301003,0.031504,0.00683573,0.0185494,0.0197732,0.0250202,0.01823,0.0255979,0.0217264,0.0318837,0.0156759,0.0204452,0.0212197,0.037337,0.0157525,0.0319907,0.0202204,0.045445,0,0,0,0,0
15,0,0,0,0,0,0,0.0344895,0.0193244,0,0,0,0.0209368,0.0211184,0.00621561,0,0,0.00682173,0,0.0228286,0.00757001,0.049364,0.0176164,0.0426043,0.0325512,0.00955211,0.0121335,0.0164033,0.0229553,0.0117967,0.0324088,0.013457,0.0169399,0.0109716,0.030796,0.0283066,0.00556838,0.0185387,0.0102414,0.0217017,0.018286,0.0164171,0.0397627,0,0,0.0798352,0,0.0112807,0.0432743,0.0352109,0.0206855,0.0298382,0.0314534,0.0070332,0.0186823,0.0197611,0.024991,0.0182466,0.0255122,0.0215315,0.0317988,0.0155914,0.0202277,0.0208776,0.0371901,0.0158933,0.0319796,0.0200986,0.0453231,0,0,0,0,0
16,0,0,0,0,0,0,0.034443,0.0191745,0,0,0,0.0209006,0.0210807,0.0062907,0,0,0.00684242,0,0.0228499,0.00751235,0.049324,0.0176919,0.0425785,0.032552,0.00978585,0.0121059,0.0162901,0.0228373,0.0118154,0.032448,0.0134842,0.0170254,0.0109757,0.0308305,0.0282068,0.00561223,0.0185498,0.0102635,0.0215866,0.0182865,0.0164247,0.0395351,0,0,0.0796061,0,0.0112807,0.0431582,0.0352902,0.0206622,0.0296465,0.0314573,0.00716451,0.0188371,0.0197488,0.0248796,0.0182402,0.025403,0.0213484,0.0317028,0.0155245,0.0200328,0.0205818,0.0370791,0.0159997,0.0319,0.0200197,0.0451785,0,0,0,0,0
17,0,0,0,0,0,0,0.0343829,0.0190097,0,0,0,0.0208748,0.0210361,0.00634361,0,0,0.00688965,0,0.0228656,0.0074624,0.049306,0.0177822,0.042519,0.0325028,0.00996641,0.0121022,0.0162328,0.0227029,0.0118245,0.0324891,0.0135333,0.0169982,0.0110165,0.0308616,0.0281484,0.00569842,0.0185469,0.0102824,0.0214961,0.0183564,0.0163925,0.0393112,0,0,0.0793757,0,0.0114041,0.0430529,0.0353698,0.02068,0.0294912,0.0313913,0.00726854,0.0189849,0.0197312,0.0247962,0.0182671,0.0253321,0.0211843,0.0316204,0.0154504,0.0198558,0.020394,0.0369337,0.0161294,0.0319119,0.0199454,0.0450373,0,0,0,0,0
18,0,0,0,0,0,0,0.034336,0.0188916,0,0,0,0.0208139,0.0210246,0.00637039,0,0,0.00691688,0,0.0228915,0.00739657,0.049339,0.0178075,0.0424345,0.0324124,0.0101009,0.0121549,0.0162304,0.0226859,0.0118125,0.0325425,0.0135729,0.0168432,0.0110749,0.0309063,0.0281225,0.00583897,0.0185395,0.010247,0.0214102,0.0183774,0.0162445,0.0391295,0,0,0.0792335,0,0.0114155,0.0429396,0.0354449,0.0206551,0.0293968,0.0312369,0.00733029,0.0191156,0.01969,0.0247486,0.0182921,0.0252653,0.0210382,0.0315501,0.0153763,0.019715,0.0202686,0.0368225,0.01623,0.0318627,0.0198894,0.0448971,0,0,0,0,0
19,0,0,0,0,0,0,0.0342743,0.0188318,0,0,0,0.0208084,0.021033,0.00637408,0,0,0.00691221,0,0.0229361,0.0072802,0.0494117,0.0177557,0.0423761,0.0323407,0.0101933,0.0122397,0.0162632,0.0226744,0.0117931,0.0325771,0.0136115,0.0168101,0.0111134,0.0309521,0.0281465,0.00598282,0.0185564,0.0101891,0.0213354,0.018297,0.0161582,0.0389826,0,0,0.0791425,0,0.0112637,0.04289,0.0354921,0.0205786,0.0293916,0.0310908,0.00733739,0.0192106,0.0196177,0.0246692,0.0182963,0.0251987,0.0209467,0.031493,0.0153292,0.01963,0.0201984,0.0367345,0.0163044,0.0316757,0.0198453,0.0447303,0,0,0,0,0
20,0,0,0,0,0,0,0.0341951,0.0187485,0,0,0,0.0208582,0.0210109,0.00645998,0,0,0.00688281,0,0.0229783,0.00715644,0.0495364,0.0179084,0.0423027,0.0322293,0.0102194,0.0123077,0.0163387,0.0225756,0.0117631,0.0326235,0.0136699,0.0168567,0.0111397,0.0310131,0.0282113,0.00604104,0.0185698,0.0101371,0.0212971,0.0182442,0.0160837,0.0388499,0,0,0.0789279,0,0.0112212,0.0428847,0.0355387,0.0204937,0.0294648,0.0309653,0.00726999,0.0193288,0.0195262,0.0245282,0.0182941,0.0251431,0.0209164,0.0314612,0.0153316,0.0196183,0.020218,0.0365817,0.0163987,0.0315652,0.0197446,0.0445882,0,0,0,0,0
21,0,0,0,0,0,0,0.0341158,0.0185943,0,0,0,0.0209418,0.0209738,0.00652435,0,0,0.00686468,0,0.0230144,0.00704613,0.0496847,0.0181922,0.0422443,0.0320653,0.0102289,0.0123306,0.0163866,0.0225461,0.0117149,0.0326963,0.0137503,0.0169245,0.0111825,0.0310922,0.0283399,0.00609884,0.0185836,0.0101222,0.0213348,0.0182579,0.0160233,0.0387004,0,0,0.0786098,0,0.0112891,0.0426435,0.0355769,0.0204325,0.0295942,0.0308769,0.00719136,0.0194938,0.0194682,0.0245111,0.0183226,0.0250897,0.0209685,0.0314767,0.0153499,0.0196931,0.0203596,0.0363534,0.0163875,0.0316168,0.0195805,0.0444364,0,0,0,0,0
22,0,0,0,0,0,0,0.0340048,0.0183354,0,0,0,0.0210167,0.0209207,0.00662771,0,0,0.0069285,0,0.0230727,0.00700308,0.0498672,0.0183337,0.0421869,0.0318315,0.0101786,0.0122469,0.0163808,0.022578,0.0116829,0.0327834,0.0138433,0.0170011,0.0112184,0.0311891,0.0285097,0.00614952,0.0186053,0.010182,0.0214531,0.0182817,0.0160037,0.0385149,0,0,0.0782162,0,0.0114163,0.0423911,0.0355893,0.0204045,0.0297788,0.0307887,0.00703963,0.0196904,0.0194032,0.0245808,0.0183414,0.0250345,0.0210683,0.0315213,0.0153556,0.0198204,0.0206363,0.0360607,0.0163227,0.0316821,0.0193508,0.0442265,0,0,0,0,0
23,0,0,0,0,0,0,0.0338413,0.0179898,0,0,0,0.0210484,0.020873,0.00671863,0,0,0.00711531,0,0.0231391,0.0069676,0.0501006,0.018533,0.0421343,0.0316132,0.0100613,0.0120967,0.0163665,0.022681,0.0116969,0.0329267,0.01392,0.0170813,0.0112548,0.031295,0.028683,0.00614427,0.0186295,0.0102077,0.021633,0.0182005,0.0160052,0.038252,0,0,0.0778959,0,0.0113421,0.0421629,0.0355905,0.0204409,0.0300353,0.0306004,0.0068267,0.0198593,0.0193092,0.0246309,0.0183438,0.0249861,0.0211951,0.0315743,0.0153576,0.019983,0.0210444,0.0358444,0.0161998,0.031634,0.019095,0.043945,0,0,0,0,0
24,0,0,0,0,0,0,0.0337192,0.0175955,0,0,0,0.0210586,0.0208333,0.00670697,0,0,0.00718579,0,0.0231889,0.006907,0.0502874,0.0188672,0.0421989,0.0315345,0.0101088,0.0119592,0.0164625,0.0229132,0.0117632,0.0331675,0.0139495,0.01715,0.0112531,0.0314077,0.0289176,0.00605494,0.0186514,0.0102384,0.0216239,0.018176,0.0159058,0.038047,0,0,0.0775553,0,0.0113568,0.0419904,0.035599,0.020389,0.0302606,0.0304149,0.00668893,0.019908,0.019185,0.0247133,0.0183132,0.024855,0.0212045,0.0315524,0.01536,0.0200743,0.0212311,0.0356141,0.0161492,0.0316047,0.0187737,0.0436991,0,0,0,0,0
25,0,0,0,0,0,0,0.0336531,0.0173072,0,0,0,0.0207881,0.0208013,0.00665015,0,0,0.00721492,0,0.0232544,0.00681963,0.0500468,0.0187636,0.0423509,0.0315219,0.010591,0.0118474,0.0163137,0.0225528,0.0118199,0.0332856,0.0138732,0.0171204,0.0112245,0.031329,0.028642,0.00608983,0.0186535,0.0101593,0.0213762,0.0182065,0.015851,0.0378852,0,0,0.0770143,0,0.0115537,0.0418063,0.0358653,0.0203166,0.0298214,0.0302048,0.00714438,0.020115,0.0191387,0.0246438,0.0183635,0.0245817,0.0206952,0.0312747,0.0150821,0.0195591,0.0207315,0.035299,0.0161547,0.0316697,0.0185843,0.0434939,0,0,0,0,0
26,0,0,0,0,0,0,0.0335356,0.01707,0,0,0,0.0205441,0.0207461,0.00659969,0,0,0.00716892,0,0.0233482,0.00672319,0.0498741,0.0187791,0.0424796,0.0314805,0.0109858,0.0116754,0.0161563,0.022307,0.0118525,0.0332931,0.0137989,0.0171303,0.0112035,0.0312354,0.0283206,0.00614226,0.0186844,0.0100299,0.0211416,0.0181937,0.0157925,0.0376981,0,0,0.076478,0,0.0116607,0.0415962,0.0361209,0.0201766,0.0294278,0.0300282,0.00754648,0.0203449,0.0191013,0.024573,0.0184058,0.0243451,0.0201977,0.030986,0.0147884,0.0190579,0.0202769,0.0350761,0.0161052,0.0316714,0.0184451,0.0432603,0,0,0,0,0
27,0,0,0,0,0,0,0.0333729,0.0168623,0,0,0,0.0203839,0.0206695,0.00656807,0,0,0.00718982,0,0.023398,0.00664169,0.0497973,0.0187368,0.0425583,0.0314109,0.0113217,0.0115167,0.0160568,0.0221959,0.0118821,0.0333068,0.0137297,0.0169966,0.0111978,0.0311422,0.0280303,0.00621044,0.0187148,0.00997339,0.0209382,0.0181383,0.0157436,0.0374769,0,0,0.0760491,0,0.0116723,0.0413499,0.0363421,0.0200443,0.0290979,0.0298207,0.00792492,0.0205617,0.0190363,0.0244839,0.0184121,0.0241016,0.0197486,0.0307203,0.0144978,0.0186,0.0199154,0.0349162,0.0160195,0.0316222,0.0183339,0.0430036,0,0,0,0,0
28,0,0,0,0,0,0,0.0331746,0.0166621,0,0,0,0.0203029,0.020606,0.00648195,0,0,0.00734745,0,0.0234858,0.0065509,0.049777,0.018608,0.0426046,0.0313204,0.0116082,0.011419,0.0159847,0.0219657,0.0119155,0.0333803,0.0136808,0.016932,0.0111965,0.0310669,0.0277208,0.00627612,0.0187422,0.00984573,0.0207613,0.0180406,0.0155818,0.0372067,0,0,0.0756943,0,0.0116251,0.0410909,0.03653,0.0199086,0.0288343,0.0295579,0.00819125,0.0208025,0.0189243,0.0243847,0.018381,0.0238014,0.019333,0.0304662,0.0142165,0.0181993,0.0196336,0.0347659,0.0159216,0.0315268,0.0182572,0.0427153,0,0,0,0,0
29,0,0,0,0,0,0,0.0329905,0.0165021,0,0,0,0.0202783,0.0205393,0.00638609,0,0,0.0075513,0,0.0235938,0.0064523,0.0497155,0.0184319,0.0426484,0.0312167,0.0118667,0.0113601,0.015856,0.0218351,0.0119386,0.0334792,0.0136569,0.0168335,0.0112042,0.0310201,0.0273298,0.00632177,0.0187723,0.00957787,0.0205814,0.0179197,0.0154358,0.0369193,0,0,0.0752381,0,0.0115576,0.0408773,0.0367189,0.0197357,0.0286174,0.0292773,0.00846356,0.0210659,0.0187902,0.0243487,0.0183282,0.0234966,0.0189052,0.0302253,0.0139319,0.0178184,0.0193905,0.0346185,0.015809,0.0314353,0.0181818,0.0424329,0,0,0,0,0
30,0,0,0,0,0,0,0.0327998,0.01628,0,0,0,0.0200567,0.0204655,0.00635631,0,0,0.00762317,0,0.0237015,0.00636371,0.0496361,0.0184762,0.0426998,0.0310115,0.0120615,0.0112039,0.0156241,0.0216592,0.0119768,0.0336055,0.0136284,0.0168651,0.0112071,0.0310085,0.0269022,0.00628663,0.0188131,0.00923458,0.0204173,0.0179286,0.0153092,0.0365982,0,0,0.0746105,0,0.0116699,0.0407308,0.036931,0.0195477,0.0284567,0.0289464,0.00871792,0.0213027,0.0187101,0.0243562,0.0182896,0.0232297,0.0185122,0.0299473,0.0136395,0.0174343,0.0192156,0.034385,0.0156715,0.0315454,0.0180007,0.042082,0,0,0,0,0
31,0,0,0,0,0,0,0.0325855,0.0160734,0,0,0,0.0198066,0.0203633,0.00637348,0,0,0.0075984,0,0.023839,0.00630125,0.0495424,0.0185579,0.0427365,0.0308268,0.0122398,0.0110525,0.0154187,0.0213318,0.0120028,0.0337529,0.0135955,0.0167863,0.0112164,0.0309885,0.0268551,0.00627994,0.0188581,0.00932891,0.0202579,0.0179017,0.0150494,0.0362642,0,0,0.0740881,0,0.0117668,0.0406603,0.0371773,0.0193174,0.0283291,0.0286083,0.00891497,0.0215607,0.0186822,0.0244016,0.0182372,0.0229475,0.0180835,0.0296272,0.0132874,0.0170211,0.0190817,0.0341741,0.0155385,0.0315927,0.0177737,0.0417288,0,0,0,0,0
32,0,0,0,0,0,0,0.0323972,0.0158578,0,0,0,0.0196453,0.0202341,0.00654737,0,0,0.00759972,0,0.0239683,0.00627821,0.0495714,0.0186496,0.0427285,0.0306906,0.0123906,0.0108383,0.0152936,0.0211321,0.0119857,0.0339175,0.0135969,0.016589,0.0112293,0.0310061,0.0269764,0.00630491,0.0189071,0.00938409,0.019996,0.0178242,0.0147476,0.0359397,0,0,0.0736056,0,0.0118002,0.0406191,0.0374718,0.0189809,0.0282486,0.028309,0.00904576,0.0218511,0.018607,0.0243887,0.0181845,0.0226319,0.0176337,0.0292348,0.0129389,0.0166368,0.0188693,0.0339539,0.0153881,0.031524,0.0175239,0.0414097,0,0,0,0,0
33,0,0,0,0,0,0,0.0322264,0.0157092,0,0,0,0.01956,0.0200992,0.00666551,0,0,0.00770971,0,0.0240897,0.00621879,0.04966,0.0187113,0.0427009,0.0304684,0.0124578,0.0106565,0.0152459,0.0209672,0.0119604,0.0340687,0.0136278,0.0165511,0.0112698,0.0310415,0.0269074,0.0063731,0.0189558,0.00927291,0.0197166,0.017704,0.0145323,0.0355971,0,0,0.0732067,0,0.0117248,0.0403333,0.0376839,0.0186378,0.0282333,0.0280011,0.00916325,0.0221263,0.0184283,0.024274,0.0181044,0.0222369,0.0171925,0.0288729,0.0126116,0.0162696,0.0186903,0.03383,0.0152068,0.0314611,0.0173056,0.0410607,0,0,0,0,0
34,0,0,0,0,0,0,0.0319842,0.0155478,0,0,0,0.0194816,0.0199764,0.00673251,0,0,0.00794778,0,0.0241747,0.00607812,0.0497661,0.0187599,0.0426982,0.0301344,0.0124257,0.010509,0.0151702,0.0207247,0.0119595,0.0342442,0.0136605,0.0166368,0.0113263,0.0310709,0.0267297,0.00646687,0.0189666,0.00912124,0.0194771,0.0175753,0.0142552,0.035201,0,0,0.072776,0,0.0116283,0.0400584,0.0377984,0.0182808,0.0282852,0.027577,0.00926798,0.0224211,0.0181767,0.0241375,0.0179945,0.0217787,0.0168168,0.0285595,0.0123166,0.0159785,0.0185965,0.0337259,0.0150218,0.0314474,0.0170776,0.0405628,0,0,0,0,0
35,0,0,0,0,0,0,0.0316834,0.0152481,0,0,0,0.0193873,0.0199275,0.00676294,0,0,0.00812888,0,0.0242469,0.00592206,0.0499066,0.0188052,0.042682,0.029748,0.0123901,0.010262,0.0150804,0.0205466,0.0119687,0.0344598,0.0136808,0.0168189,0.011343,0.0311105,0.0265778,0.00651425,0.0189818,0.00906442,0.0192272,0.0175311,0.0138906,0.0347988,0,0,0.0721977,0,0.0117541,0.0398566,0.0378709,0.0178919,0.0283862,0.0270715,0.00934636,0.0226371,0.0179001,0.0240104,0.0178343,0.0212864,0.0164508,0.0282545,0.0120526,0.0157662,0.0185325,0.0335084,0.0149228,0.0315699,0.016733,0.040072,0,0,0,0,0
