Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71
130,0,0,0,0,0.00907068,0.0103986,0,0,0,0.0337294,0.0183139,0.009653,0.00384159,0,0,0.0213789,0,0.0186214,0.0119071,0.0256691,0.025304,0.0258883,0.00810415,0.00290992,0.0229895,0.00686014,0.00773072,0.00596825,0.0195988,0.00707295,0.0145311,0.00330848,0.0291581,0.0572296,0.0158088,0.0145074,0.00586347,0.0108607,0.0103958,0.0191324,0.0141499,0.00822288,0,0,0.00139472,0,0.0108268,0.00160566,0.0399132,0.0175487,0.0429181,0.00532574,0.0179918,0.00284182,0.0116941,0.0244169,0.00960749,0.00896261,0.0169374,0.0736407,0.0166819,0.0199484,0.0207455,0.000878565,0.0020696,0.00354931,0.0104237,0.00952297,0,0,0,0
131,0,0,0,0,0.00802204,0.00978128,0,0,0,0.0308752,0.0182928,0.00969544,0.00385645,0,0,0.0214138,0,0.0187116,0.0118271,0.0261284,0.025116,0.0256361,0.00836183,0.00361204,0.0220551,0.00668839,0.00657475,0.00519604,0.0195371,0.00678361,0.0133217,0.00264062,0.0287452,0.0539891,0.0155132,0.0145356,0.00575228,0.0111322,0.0103546,0.0186017,0.0141815,0.00739005,0,0,0.000957093,0,0.010722,0.00189938,0.0392991,0.0179063,0.0431099,0.00298486,0.0180601,0.0027705,0.0101001,0.0234763,0.00765799,0.00652918,0.0166697,0.0741345,0.0164903,0.0188433,0.0191537,0.00115003,0.00212332,0.00338983,0.00993806,0.00840261,0,0,0,0
132,0,0,0,0,0.00719524,0.00912798,0,0,0,0.0276312,0.0182866,0.0100672,0.00380278,0,0,0.0214977,0,0.0187848,0.0118078,0.0265046,0.0244547,0.0252244,0.00828732,0.00450491,0.0212767,0.00645095,0.005434,0.00442055,0.019433,0.00651678,0.0118907,0.00212115,0.0283456,0.0501265,0.0150997,0.0145577,0.00576296,0.0103083,0.0103677,0.0166808,0.0147075,0.00667226,0,0,0.00100628,0,0.0106519,0.00237511,0.0385918,0.0166709,0.0428256,0.000591468,0.0176776,0.00270668,0.00837413,0.0222821,0.00601835,0.00384874,0.0149827,0.0737774,0.0152864,0.0161803,0.0180563,0.00164995,0.00232314,0.00326226,0.00927638,0.00746079,0,0,0,0
133,0,0,0,0,0.00670064,0.00848913,0,0,0,0.023685,0.0183425,0.0105952,0.00367229,0,0,0.021605,0,0.0187429,0.0120184,0.0266396,0.0235251,0.0247651,0.00791943,0.00529929,0.0206506,0.00627951,0.00440629,0.00368864,0.0192578,0.00632396,0.0100286,0.00187976,0.0279771,0.0453746,0.0146726,0.0145529,0.00565268,0.0096765,0.0104098,0.014401,0.0156396,0.00614545,0,0,0.00173299,0,0.0105789,0.0029256,0.0380607,0.0136644,0.0422853,0.0019815,0.0169819,0.00272459,0.00681684,0.0214091,0.00613208,0.00205848,0.01299,0.0727955,0.013538,0.0127396,0.0188142,0.00249682,0.00286569,0.00316602,0.00850997,0.00682742,0,0,0,0
134,0,0,0,0,0.00639279,0.00788661,0,0,0,0.0189906,0.0184286,0.0117448,0.00355128,0,0,0.0217554,0,0.0186109,0.0123383,0.0265777,0.0228032,0.0243218,0.00742603,0.00593231,0.0201112,0.00630269,0.00365908,0.00308549,0.0192266,0.00600016,0.00795401,0.00211133,0.0276988,0.0399203,0.0143485,0.0145433,0.00537611,0.011347,0.0104444,0.0124085,0.0165482,0.00584447,0,0,0.00314999,0,0.0104682,0.00348952,0.0377781,0.0116226,0.0418363,0.00496589,0.0163709,0.00299527,0.00611227,0.0210279,0.0067607,0.00173171,0.0117556,0.0717236,0.0120521,0.00996997,0.0206608,0.00374356,0.00357164,0.00312739,0.00781295,0.00648662,0,0,0,0
135,0,0,0,0,0.00619993,0.00722685,0,0,0,0.0142121,0.01853,0.0135353,0.0035058,0,0,0.0219034,0,0.0183992,0.0126093,0.0264543,0.0225657,0.0239123,0.00716414,0.00615351,0.0196755,0.00668031,0.00355016,0.0025295,0.0194992,0.00577901,0.00622459,0.00287062,0.0275247,0.0341944,0.0141826,0.0145183,0.00551421,0.0132548,0.0104802,0.0110192,0.0170391,0.00568909,0,0,0.00481187,0,0.0103188,0.00409503,0.0375685,0.0109495,0.0417196,0.00789524,0.0158001,0.00357069,0.00587807,0.0207621,0.00690573,0.00161,0.0112406,0.0706509,0.0109801,0.00859531,0.0218287,0.00519195,0.00419058,0.00311991,0.00716221,0.00654042,0,0,0,0
136,0,0,0,0,0.0062842,0.00663997,0,0,0,0.009961,0.0185284,0.015757,0.003787,0,0,0.0214219,0,0.018312,0.0125054,0.0264397,0.0225352,0.0234961,0.00717016,0.00604809,0.0193522,0.00718197,0.00430976,0.00208349,0.0199301,0.00621702,0.0057279,0.00372767,0.0273507,0.0294598,0.0139392,0.014491,0.00590101,0.0136722,0.0105584,0.0104586,0.0172873,0.00550752,0,0,0.00369815,0,0.0104418,0.00374084,0.0373607,0.00901558,0.0418213,0.00982732,0.0153992,0.0022549,0.00537908,0.0202774,0.00681374,0.00186016,0.0108469,0.0696095,0.0101281,0.00812544,0.020944,0.00396322,0.00372018,0.00328758,0.00666124,0.00688002,0,0,0,0
137,0,0,0,0,0.00642405,0.00644499,0,0,0,0.0073644,0.018487,0.018345,0.00463218,0,0,0.0212115,0,0.0183314,0.012364,0.0264756,0.0222871,0.023135,0.00717908,0.00598064,0.0187097,0.00756101,0.00578893,0.00192877,0.0203263,0.00702172,0.00634108,0.00433169,0.027067,0.0266544,0.013789,0.0144896,0.0059304,0.0140147,0.0105682,0.011065,0.0177791,0.00525243,0,0,0.00260136,0,0.0105537,0.00332632,0.037228,0.00916013,0.0418064,0.0114649,0.0152126,0.00136037,0.00466302,0.019634,0.00773122,0.00346779,0.0104629,0.0686882,0.00905077,0.00794493,0.020169,0.00240998,0.00304349,0.00347873,0.00662923,0.00714795,0,0,0,0
138,0,0,0,0,0.00601422,0.00598699,0,0,0,0.00703029,0.0184602,0.0204265,0.00553981,0,0,0.0210606,0,0.0184037,0.0123447,0.0265734,0.0220082,0.0227672,0.00726727,0.00571584,0.0179466,0.00773749,0.00808312,0.00244393,0.0207389,0.00816101,0.00766765,0.00492113,0.0267607,0.0251193,0.0136532,0.0145421,0.00591107,0.0150629,0.0105487,0.011554,0.0178149,0.00500281,0,0,0.00351383,0,0.0104369,0.00365023,0.0371449,0.00929022,0.0419512,0.0115267,0.0149976,0.00147376,0.00402204,0.0190063,0.00898753,0.00426132,0.00962664,0.0682978,0.0081478,0.00795563,0.0203962,0.0032351,0.00319016,0.00344028,0.00630101,0.00740369,0,0,0,0
139,0,0,0,0,0.00557803,0.00550394,0,0,0,0.00914357,0.0184016,0.0221102,0.00644184,0,0,0.0208185,0,0.018473,0.0122444,0.0266522,0.0213732,0.0224206,0.00741116,0.00558515,0.0169262,0.00797998,0.0107359,0.00365545,0.0211144,0.0093021,0.00911001,0.00544563,0.0264726,0.0248026,0.0133555,0.0145526,0.00578831,0.016064,0.0105766,0.0120856,0.0176873,0.0045486,0,0,0.00484256,0,0.0103105,0.00410515,0.037058,0.00999654,0.0420997,0.0112803,0.0148121,0.00179168,0.00342351,0.0185347,0.0102249,0.0048732,0.00865381,0.0682061,0.00737659,0.00834681,0.0206032,0.00428766,0.00403882,0.00348472,0.00584876,0.0075552,0,0,0,0
140,0,0,0,0,0.00513194,0.00506607,0,0,0,0.0129179,0.0183048,0.0233375,0.007281,0,0,0.0205553,0,0.018521,0.012145,0.0268198,0.0199826,0.0222244,0.00760021,0.00557469,0.0155419,0.00832256,0.0133467,0.00509915,0.0214277,0.0100852,0.0101171,0.00562047,0.026258,0.0250806,0.0127674,0.014578,0.00568021,0.0162339,0.0105371,0.0125527,0.0175339,0.00386037,0,0,0.00644304,0,0.010116,0.00465377,0.0368232,0.0113262,0.0422656,0.0111068,0.0142273,0.00229687,0.0029192,0.0181903,0.0110498,0.00587829,0.00802905,0.0681461,0.00692938,0.00872488,0.0197288,0.00545908,0.00488622,0.0034573,0.00542223,0.00733181,0,0,0,0
141,0,0,0,0,0.00493484,0.00477149,0,0,0,0.017268,0.0181179,0.0240513,0.00778361,0,0,0.0199277,0,0.0187165,0.0118481,0.0270885,0.0181112,0.0222108,0.00782157,0.00555601,0.0141597,0.00854631,0.0154456,0.00644773,0.0216725,0.010435,0.0108411,0.00545163,0.0261749,0.0263455,0.0117278,0.0146823,0.00574133,0.0162558,0.0105188,0.0123387,0.0171311,0.00331506,0,0,0.00592314,0,0.00996938,0.00453974,0.0363774,0.0112966,0.0424971,0.010449,0.013328,0.00155615,0.00252996,0.0178453,0.011222,0.00656516,0.0078352,0.0681417,0.00700697,0.00855892,0.0177067,0.00454916,0.0048115,0.0035842,0.0051093,0.00681875,0,0,0,0
142,0,0,0,0,0.0049326,0.00477677,0,0,0,0.0204595,0.017926,0.0235257,0.00813552,0,0,0.0190174,0,0.0191597,0.0113532,0.027371,0.0163747,0.0224077,0.00793268,0.00576935,0.0127919,0.00862118,0.0171713,0.00769794,0.0217784,0.010549,0.0120273,0.0055722,0.0261164,0.0276267,0.0103843,0.0148482,0.00567794,0.0159995,0.0105199,0.0120636,0.0165014,0.00283693,0,0,0.00569058,0,0.00993063,0.00456857,0.035975,0.0116201,0.042715,0.00984452,0.0127287,0.00155063,0.00225092,0.0175592,0.0109407,0.00658987,0.00773424,0.0680897,0.00727258,0.00790731,0.0159091,0.00382912,0.00475622,0.00367134,0.00518002,0.00660131,0,0,0,0
143,0,0,0,0,0.00492645,0.00503748,0,0,0,0.0225635,0.0176785,0.0227005,0.00823535,0,0,0.0178755,0,0.0198336,0.0107175,0.0274436,0.0155593,0.0226619,0.00807218,0.0062961,0.0115339,0.00858885,0.0186217,0.00887015,0.0216987,0.0107638,0.0140984,0.00617816,0.0261622,0.0287244,0.00890268,0.0150239,0.00542712,0.015498,0.0104371,0.0117686,0.015494,0.0025324,0,0,0.00539099,0,0.00993738,0.0045017,0.035654,0.0117316,0.0428688,0.00930152,0.0123607,0.00204834,0.00207016,0.0173448,0.00981639,0.00597804,0.00762044,0.0680355,0.00770566,0.00729277,0.0140552,0.00316088,0.00467966,0.00362824,0.00564882,0.00657056,0,0,0,0
144,0,0,0,0,0.00487667,0.00543728,0,0,0,0.0237199,0.017288,0.0219442,0.00822585,0,0,0.0166929,0,0.0202615,0.0100082,0.0273043,0.0153271,0.0229521,0.00827962,0.00713861,0.0104116,0.00845109,0.0199902,0.0099842,0.0214196,0.0112038,0.0165704,0.00702495,0.0262243,0.0291551,0.00751507,0.0151783,0.00521101,0.0148867,0.0104151,0.0115281,0.0141633,0.0024218,0,0,0.00492971,0,0.0100409,0.00439309,0.0354234,0.0120629,0.0429882,0.0086521,0.0117484,0.0026789,0.00196598,0.0172325,0.00777149,0.00508967,0.00770966,0.068011,0.00821573,0.00693584,0.0120972,0.00262024,0.00467582,0.00365639,0.00639813,0.00652884,0,0,0,0
145,0,0,0,0,0.00466353,0.00577849,0,0,0,0.0239077,0.0169516,0.0213412,0.0082594,0,0,0.0156555,0,0.0206702,0.00933774,0.0270593,0.0153327,0.0232551,0.00846321,0.0079946,0.00942564,0.00813999,0.0212783,0.0109229,0.0210736,0.0116851,0.0186602,0.00774144,0.0262314,0.0289077,0.00644996,0.0153918,0.00507951,0.014532,0.0104191,0.0115465,0.0127538,0.00237289,0,0,0.00454103,0,0.01011,0.00428899,0.035178,0.0126173,0.0430943,0.00821831,0.0111588,0.0032953,0.00193991,0.0171795,0.00602657,0.00430059,0.00804317,0.068037,0.00860999,0.00688783,0.0102471,0.00214881,0.00480923,0.00367198,0.00716036,0.00633835,0,0,0,0
146,0,0,0,0,0.00442167,0.00582515,0,0,0,0.0235967,0.0168111,0.0207321,0.0082641,0,0,0.0146551,0,0.0210141,0.00886779,0.0267412,0.0150823,0.0235096,0.00903628,0.0083663,0.00862025,0.00788653,0.0224976,0.0117581,0.0208261,0.0121326,0.0200841,0.00840993,0.0261422,0.027994,0.00582453,0.0155143,0.0049596,0.0129834,0.0103395,0.0119064,0.011388,0.00235434,0,0,0.0068331,0,0.00987222,0.00518091,0.0350019,0.0156631,0.0433139,0.00742095,0.010681,0.00167496,0.00193381,0.0170738,0.00578303,0.00376068,0.00860278,0.0680705,0.00867347,0.00700241,0.00861508,0.00465665,0.00608331,0.0034687,0.00755819,0.00608299,0,0,0,0
147,0,0,0,0,0.00414925,0.00598316,0,0,0,0.0229037,0.0165774,0.0201383,0.00844924,0,0,0.0138156,0,0.0214595,0.00835166,0.0264081,0.014287,0.0236933,0.00919983,0.0086724,0.0078427,0.00766055,0.0236556,0.0126983,0.0206269,0.0124781,0.0207722,0.00867148,0.0259589,0.0272541,0.00545562,0.0156687,0.00477086,0.0136471,0.0103619,0.0121036,0.0103814,0.00244023,0,0,0.00609983,0,0.00992793,0.00506888,0.0348394,0.0160689,0.0434077,0.00654493,0.01036,0.00236119,0.0018537,0.0169091,0.0056871,0.00360671,0.00877676,0.0681791,0.00866225,0.00740162,0.00714735,0.00381001,0.00610649,0.00360601,0.00792731,0.00599421,0,0,0,0
148,0,0,0,0,0.00397683,0.00606277,0,0,0,0.0220075,0.0163309,0.0194552,0.00859475,0,0,0.0129705,0,0.0219699,0.00778751,0.0261589,0.0132978,0.0237421,0.0093842,0.00861487,0.00724242,0.00744293,0.0245691,0.013732,0.0204218,0.0127549,0.0208908,0.00861393,0.0256369,0.0267471,0.00511193,0.0158219,0.00459098,0.0140987,0.0104138,0.0124187,0.00945941,0.00256065,0,0,0.00566869,0,0.00995723,0.00503652,0.0348234,0.0169919,0.0435682,0.00557141,0.00972132,0.00311855,0.0017188,0.0166101,0.00535179,0.0036498,0.0086448,0.0683466,0.00844993,0.00806749,0.00622302,0.00325862,0.00615275,0.00374105,0.0080112,0.00602503,0,0,0,0
