Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71
56,0,0,0,0,0.00544317,0.00493933,0,0,0,0.0282538,0.0165193,0.0238962,0.00745411,0,0,0.00567459,0,0.0185518,0.00522598,0.0275746,0.0290886,0.0269953,0.018545,0.00612089,0.0119001,0.014248,0.0252883,0.0219995,0.0123177,0.0147318,0.00846659,0.00797398,0.0237265,0.0322356,0.00475075,0.0149274,0.00502264,0.0274613,0.0110454,0.0215787,0.0239751,0.00660572,0,0,0.0125376,0,0.0100884,0.00631879,0.0343289,0.0198997,0.043623,0.0286723,0.0122566,0.00634776,0.00505793,0.0185765,0.0116097,0.00949129,0.0250422,0.0658068,0.0153439,0.024338,0.0314177,0.00599444,0.00354063,0.00424076,0.00369217,0.00319655,0,0,0,0
57,0,0,0,0,0.0130354,0.00843852,0,0,0,0.0243004,0.0157005,0.0198078,0.00646263,0,0,0.0146407,0,0.0204739,0.0073001,0.027603,0.0227081,0.0278206,0.0131977,0.006548,0.0138504,0.0122881,0.0209036,0.016823,0.0113697,0.0117722,0.00669899,0.00523449,0.0258711,0.0294975,0.00840432,0.0152024,0.00230954,0.0197245,0.0107616,0.0204549,0.0223477,0.012353,0,0,0.0115099,0,0.0113971,0.00579154,0.0340924,0.0227322,0.0438128,0.0269812,0.00958761,0.00608576,0.00467732,0.0178285,0.0106543,0.00809221,0.024082,0.0667346,0.0139425,0.023443,0.0258666,0.00649727,0.00715405,0.00451624,0.00800294,0.00974155,0,0,0,0
58,0,0,0,0,0.013366,0.00862656,0,0,0,0.0219403,0.0151373,0.019146,0.00562235,0,0,0.0114237,0,0.0205071,0.00499326,0.0275592,0.020338,0.0282689,0.0113971,0.00506484,0.014862,0.0102767,0.0189766,0.0140099,0.0116912,0.0110931,0.00769179,0.00387413,0.0267482,0.0248004,0.00723504,0.0154484,0.00226451,0.0259396,0.0107061,0.024054,0.0235721,0.012706,0,0,0.011483,0,0.0104283,0.00569015,0.0347081,0.0223586,0.0436562,0.0281416,0.0105622,0.00486246,0.00429335,0.0178083,0.0108187,0.00817225,0.0254745,0.0665188,0.0159623,0.0249902,0.0310252,0.00618695,0.00487041,0.00399279,0.00726542,0.00973347,0,0,0,0
59,0,0,0,0,0.0139322,0.00890322,0,0,0,0.0215823,0.0143187,0.0199931,0.00502198,0,0,0.010811,0,0.0212581,0.00312759,0.0271429,0.0200548,0.0293938,0.00712848,0.00443809,0.0155544,0.00808684,0.0136776,0.00855762,0.0127632,0.0100322,0.00921328,0.00505518,0.029895,0.0239696,0.00789352,0.0159239,0.00271883,0.029682,0.0103918,0.0257097,0.0238967,0.0134304,0,0,0.0108726,0,0.0102628,0.00535344,0.0351007,0.0232783,0.0433483,0.0286033,0.0105993,0.00429666,0.00366689,0.0175896,0.0108231,0.00799817,0.0262923,0.0666056,0.0169044,0.0259254,0.0354504,0.00580483,0.00356084,0.00360414,0.00697885,0.010264,0,0,0,0
60,0,0,0,0,0.0145231,0.00922315,0,0,0,0.0251441,0.0135365,0.0224504,0.00509011,0,0,0.0117084,0,0.0221565,0.00238955,0.0274136,0.0215382,0.0299355,0.00747527,0.00401,0.016257,0.0073051,0.0124371,0.0071975,0.0142594,0.0112302,0.0113137,0.0069025,0.031504,0.0231555,0.0091903,0.0163338,0.00290956,0.0325703,0.01024,0.0268056,0.0240287,0.0139901,0,0,0.010266,0,0.0101882,0.00506785,0.0355266,0.024375,0.043063,0.0289682,0.0107863,0.00435328,0.00312246,0.0173505,0.0107947,0.00790016,0.0270233,0.0667615,0.0177549,0.026886,0.0392453,0.00546267,0.0028188,0.00356123,0.0069648,0.0109494,0,0,0,0
61,0,0,0,0,0.0149624,0.00939255,0,0,0,0.0309328,0.0127216,0.0256669,0.00520441,0,0,0.0133797,0,0.0231886,0.00282339,0.027875,0.0230277,0.0304474,0.00845356,0.00357209,0.0167928,0.00705541,0.0125009,0.00736417,0.0157966,0.012665,0.013323,0.008576,0.0329245,0.0257156,0.0107053,0.0167329,0.00299977,0.0339699,0.010158,0.0270003,0.0240981,0.014383,0,0,0.00982823,0,0.010154,0.00479465,0.0360899,0.024565,0.0429157,0.029188,0.0110065,0.00448578,0.00238442,0.0173043,0.0108399,0.00791878,0.0276745,0.0668245,0.0183071,0.0277413,0.0420513,0.00514687,0.00219619,0.00347811,0.00688756,0.0115688,0,0,0,0
62,0,0,0,0,0.0165829,0.0101452,0,0,0,0.0356023,0.0118955,0.0281751,0.00536196,0,0,0.0202587,0,0.0248833,0.00580714,0.0282067,0.0238221,0.0312427,0.00886341,0.0037832,0.0166008,0.0072244,0.0122404,0.00746434,0.0170301,0.0143051,0.0154664,0.010663,0.0349736,0.0292155,0.0140886,0.0169781,0.00227637,0.029689,0.0100307,0.0257425,0.023899,0.0157671,0,0,0.0104618,0,0.0103407,0.00480652,0.0367555,0.0236529,0.0426442,0.0288031,0.0109595,0.00425213,0.00165412,0.0169824,0.0106843,0.00768005,0.0274891,0.0666282,0.0178595,0.0276322,0.0389444,0.00598442,0.00331287,0.00333555,0.00788766,0.0133957,0,0,0,0
63,0,0,0,0,0.0183084,0.0115124,0,0,0,0.0417117,0.0109459,0.0315883,0.00478251,0,0,0.0237973,0,0.0263167,0.00824565,0.0291514,0.0252982,0.0312056,0.0108119,0.00440103,0.0165822,0.00728063,0.013683,0.00880896,0.0176541,0.0160453,0.0174511,0.0117401,0.0356087,0.0346628,0.0156932,0.0174664,0.0034461,0.0242512,0.00961655,0.0217916,0.022954,0.0170324,0,0,0.00970469,0,0.011731,0.0043741,0.0367238,0.0240101,0.0422456,0.0273302,0.0105453,0.0055113,0.00163173,0.0164218,0.0101392,0.0067107,0.0260287,0.0667922,0.0157988,0.0262357,0.0367636,0.00462654,0.00652323,0.004492,0.00885008,0.0150421,0,0,0,0
64,0,0,0,0,0.0171121,0.0102767,0,0,0,0.0454374,0.0105138,0.0350601,0.00569876,0,0,0.0227115,0,0.02652,0.00765374,0.0292649,0.0283964,0.031717,0.0122664,0.00368057,0.0166091,0.00687927,0.0135249,0.00974255,0.0186041,0.017436,0.0192468,0.0128594,0.03629,0.0381596,0.0154687,0.0177549,0.00268845,0.0279975,0.00961114,0.0230894,0.0240501,0.0161805,0,0,0.0097684,0,0.0106752,0.0043323,0.0375562,0.0225957,0.0419684,0.0289656,0.0116757,0.00471112,0.000990821,0.0166417,0.010797,0.00773606,0.026798,0.0659917,0.0172176,0.0273473,0.0396647,0.00508924,0.0037457,0.00363525,0.00762276,0.0140421,0,0,0,0
65,0,0,0,0,0.0163407,0.00950655,0,0,0,0.0468506,0.0101491,0.0367673,0.0062487,0,0,0.0229024,0,0.0271131,0.0081173,0.029332,0.0306424,0.0322379,0.0128868,0.00362199,0.0164178,0.00662167,0.0133789,0.0101089,0.0190252,0.0183928,0.0205554,0.0138512,0.0370285,0.0396799,0.0157642,0.0181391,0.0033443,0.0299127,0.00948972,0.0216795,0.0246935,0.0156545,0,0,0.00957994,0,0.0103149,0.00427303,0.0380946,0.0210541,0.0415746,0.0293205,0.0123495,0.00455783,0.000620338,0.0166574,0.0110531,0.00804519,0.0267471,0.065492,0.0170968,0.0273904,0.0409342,0.00521696,0.00220355,0.00322429,0.00687018,0.0133741,0,0,0,0
66,0,0,0,0,0.0155691,0.0087719,0,0,0,0.046646,0.00977724,0.0373398,0.00669489,0,0,0.0235583,0,0.0278539,0.00895054,0.029236,0.0319954,0.0326237,0.0130346,0.00370782,0.016013,0.006437,0.0133422,0.0101989,0.0191268,0.0188774,0.0212398,0.0144597,0.0375062,0.0397513,0.0162139,0.0185023,0.00386682,0.0326522,0.00937908,0.0196766,0.0253124,0.0150552,0,0,0.00923182,0,0.0101712,0.00410888,0.0385871,0.0194611,0.0412015,0.0295888,0.0129201,0.00474301,0.000479043,0.0166875,0.0114082,0.00831311,0.0265485,0.0650893,0.0166059,0.0270519,0.0415163,0.00526143,0.00128127,0.00303795,0.00624518,0.0127105,0,0,0,0
67,0,0,0,0,0.0149404,0.00790583,0,0,0,0.0453804,0.00957703,0.0370289,0.00713239,0,0,0.0239541,0,0.0283718,0.00952702,0.0290669,0.0323334,0.0328425,0.0128716,0.00366544,0.0157019,0.0063291,0.0133543,0.0101138,0.0189618,0.0189647,0.0213383,0.0146592,0.0377221,0.0388204,0.016305,0.018787,0.00395426,0.0338584,0.00916221,0.0176323,0.025961,0.0145966,0,0,0.00853437,0,0.0101796,0.00383524,0.0390647,0.0178882,0.0408207,0.0303278,0.0135889,0.00492714,0.000432233,0.016952,0.0120977,0.00881951,0.0264686,0.064809,0.0157726,0.02639,0.0419771,0.00465345,0.00100366,0.00292349,0.00546324,0.01206,0,0,0,0
68,0,0,0,0,0.0160241,0.00840199,0,0,0,0.044616,0.00903308,0.0362825,0.00696515,0,0,0.0286584,0,0.029449,0.0114543,0.0294318,0.0317112,0.0325946,0.0132468,0.00332756,0.0145029,0.00609527,0.0145748,0.0102257,0.0183035,0.018719,0.0208435,0.0140095,0.037082,0.038398,0.0183018,0.0190072,0.00439385,0.0297729,0.00891362,0.0142426,0.0260169,0.0154412,0,0,0.00869543,0,0.0108533,0.00392013,0.0393117,0.022911,0.0403808,0.030683,0.0138362,0.00499222,0.00049712,0.0170959,0.0127186,0.00898241,0.0257909,0.0648225,0.0137223,0.0246411,0.0385057,0.00446099,0.00354121,0.00398506,0.00586455,0.0130453,0,0,0,0
69,0,0,0,0,0.0150451,0.00725083,0,0,0,0.0418687,0.00908531,0.0348647,0.00763776,0,0,0.0273308,0,0.0295306,0.0110573,0.0290276,0.0307707,0.0327584,0.012199,0.00298264,0.0148121,0.00604949,0.0136282,0.00882948,0.0174956,0.0181109,0.0200341,0.0136331,0.0370583,0.0361433,0.0177151,0.0193626,0.00417247,0.0312362,0.00875358,0.0115989,0.0267847,0.0147654,0,0,0.00871776,0,0.0103606,0.00397799,0.0398334,0.020599,0.0397828,0.0322142,0.0150786,0.00489113,0.000460545,0.0177792,0.0139964,0.010125,0.0260282,0.0639042,0.0130267,0.0241918,0.0386427,0.00466315,0.00200789,0.00310084,0.00479864,0.0122151,0,0,0,0
70,0,0,0,0,0.0142263,0.00640106,0,0,0,0.0390521,0.00905562,0.0330653,0.00785264,0,0,0.0268125,0,0.0298752,0.0111504,0.0285938,0.0293452,0.0327492,0.0110794,0.00262305,0.0148016,0.00629514,0.0127264,0.00725898,0.0162599,0.0171845,0.0189417,0.0128032,0.0365781,0.0340304,0.0175156,0.0196426,0.00437508,0.0274631,0.00857801,0.00730849,0.0270756,0.0140912,0,0,0.00844584,0,0.0101479,0.00396114,0.040164,0.0216218,0.0391459,0.0322424,0.0162464,0.00490801,0.000432336,0.0179448,0.0143644,0.0102875,0.0245974,0.0628388,0.0121614,0.0240002,0.0385384,0.00455648,0.00171459,0.00252658,0.003876,0.0115056,0,0,0,0
71,0,0,0,0,0.00792897,0.00282205,0,0,0,0.0368384,0.00873136,0.0312268,0.00805592,0,0,0.0199466,0,0.0301177,0.0114629,0.0281281,0.0276108,0.0325186,0.0102111,0.00247768,0.0149811,0.00659451,0.0124124,0.0061432,0.0148242,0.0159962,0.0174847,0.0114657,0.0355161,0.0323109,0.0150018,0.0197969,0.00465444,0.0262755,0.0085497,0.00929522,0.0275651,0.0086371,0,0,0.00358585,0,0.0101976,0.00267372,0.0405203,0.0176381,0.0384735,0.0332634,0.0180598,0.00643534,0.000798804,0.0184579,0.0154027,0.0110326,0.0238903,0.0620613,0.0114111,0.0236663,0.0423408,0.000224032,0.00307344,0.00261414,0.00171592,0.00619772,0,0,0,0
72,0,0,0,0,0.00798591,0.00227452,0,0,0,0.0345321,0.00865413,0.0291204,0.00784541,0,0,0.0199578,0,0.0303961,0.0115338,0.0275779,0.0264982,0.0321764,0.00884052,0.0028245,0.0150286,0.00683505,0.0114061,0.0049336,0.0132315,0.0147405,0.0159569,0.0103181,0.0345871,0.0301147,0.0149075,0.0199248,0.00467827,0.0211021,0.00825343,0.0161844,0.0276527,0.00856748,0,0,0.0032122,0,0.0100147,0.00318931,0.0407454,0.0250078,0.0381757,0.0343442,0.0190734,0.00582584,0.00124103,0.0190153,0.016858,0.0119964,0.0232664,0.061916,0.00960569,0.0224903,0.0432805,0.000481669,0.00363265,0.00257504,0.00143501,0.0063076,0,0,0,0
73,0,0,0,0,0.00782211,0.0017233,0,0,0,0.0328468,0.00848195,0.02698,0.00767675,0,0,0.0200596,0,0.0307671,0.011763,0.0269403,0.0266251,0.0319482,0.0073736,0.00340509,0.0148175,0.00680411,0.0101082,0.0040476,0.0116081,0.0140262,0.0150362,0.0097665,0.0341883,0.0280608,0.0149309,0.0201718,0.00485541,0.0193367,0.00778335,0.0202075,0.0276004,0.00823888,0,0,0.003036,0,0.0101577,0.00344937,0.040806,0.029194,0.037886,0.0347515,0.0198413,0.00564875,0.001713,0.0194885,0.0182757,0.0128239,0.0225448,0.0622121,0.00845792,0.0209789,0.0451116,0.000742707,0.00388998,0.00236379,0.00134642,0.00633878,0,0,0,0
74,0,0,0,0,0.00794938,0.00130711,0,0,0,0.0320825,0.00834304,0.0266809,0.00791591,0,0,0.0203579,0,0.0311354,0.0120404,0.0264171,0.0262802,0.0320784,0.00709965,0.00361431,0.0145326,0.0065373,0.00960156,0.00438455,0.0103804,0.0142407,0.0152768,0.00971161,0.0339852,0.0283887,0.0149784,0.0204198,0.00513098,0.0207749,0.00728531,0.0183298,0.0275788,0.00812623,0,0,0.00334017,0,0.0102047,0.00404697,0.0406961,0.0265966,0.0374794,0.032502,0.0203982,0.00582678,0.002139,0.0190802,0.0175357,0.0126805,0.0203395,0.062558,0.00778193,0.0187682,0.0462506,0.00127013,0.00423865,0.00218467,0.00192138,0.00664833,0,0,0,0
75,0,0,0,0,0.00702734,0.00224422,0,0,0,0.0279209,0.00806039,0.0278716,0.00825277,0,0,0.0189542,0,0.0314281,0.0128273,0.026155,0.0239507,0.0323925,0.00844493,0.00307064,0.0144147,0.00598338,0.0096308,0.00503812,0.0103021,0.0148492,0.0163504,0.0102295,0.0341923,0.0298817,0.0143991,0.0206344,0.00548874,0.022997,0.00675947,0.0146321,0.0272123,0.00690639,0,0,0.00430567,0,0.0101768,0.00494669,0.0404793,0.023844,0.0371458,0.0282045,0.0202802,0.0062165,0.00262454,0.0180961,0.015776,0.0118401,0.0169814,0.0632117,0.00653277,0.015251,0.0455841,0.00172169,0.00435799,0.0021967,0.00424922,0.00624402,0,0,0,0
76,0,0,0,0,0.00709752,0.0028032,0,0,0,0.0205802,0.00789667,0.0275873,0.0080723,0,0,0.0186887,0,0.031688,0.0131067,0.0259654,0.0212314,0.0324585,0.00921748,0.00233593,0.0144971,0.00444137,0.00934625,0.00615258,0.0119367,0.0144046,0.0163107,0.0109589,0.0345408,0.0284368,0.0141099,0.0208773,0.0057234,0.0274085,0.00621861,0.00951453,0.0261924,0.00702249,0,0,0.00534491,0,0.0102539,0.00580353,0.0401033,0.018242,0.0370643,0.0220827,0.0193365,0.00695847,0.00363285,0.0165745,0.0129894,0.0103608,0.0125611,0.0638788,0.00480405,0.0115879,0.0449924,0.00237553,0.00447031,0.00243227,0.00533307,0.00652708,0,0,0,0
77,0,0,0,0,0.00709509,0.00320685,0,0,0,0.0149413,0.00777475,0.0229638,0.0067948,0,0,0.0182958,0,0.0318924,0.0131514,0.0257494,0.0207279,0.0320965,0.00737737,0.00160841,0.0146851,0.00254512,0.00838976,0.00724455,0.0144351,0.0133175,0.0160223,0.0110363,0.0344697,0.0227608,0.0138032,0.0211198,0.00593383,0.0345704,0.00576767,0.00550703,0.0241753,0.00718105,0,0,0.00641251,0,0.0103656,0.00655284,0.0395276,0.0123488,0.0370326,0.0153797,0.0173731,0.00772071,0.00531859,0.0144701,0.00987161,0.00923594,0.00866103,0.0643198,0.00341663,0.00820025,0.0447948,0.0028678,0.00455665,0.00263659,0.00588922,0.00654466,0,0,0,0
78,0,0,0,0,0.00715838,0.00320616,0,0,0,0.0124997,0.00772174,0.0182281,0.00494974,0,0,0.0180326,0,0.0320023,0.0129478,0.025608,0.0207994,0.0314867,0.00548476,0.00100842,0.0149487,0.00191525,0.00759799,0.00809493,0.0162304,0.0125692,0.0166907,0.0102703,0.0336458,0.0177542,0.0136555,0.0213131,0.00604889,0.0446614,0.00548024,0.0107735,0.0215773,0.00728833,0,0,0.00718681,0,0.0104974,0.0071511,0.038949,0.013012,0.0369279,0.00914276,0.0151578,0.00819561,0.00742606,0.0117726,0.00679528,0.00965373,0.00965453,0.0642614,0.00403952,0.00946687,0.0461617,0.00312066,0.00468601,0.00269336,0.00578459,0.00642768,0,0,0,0
79,0,0,0,0,0.00719609,0.00390847,0,0,0,0.0112756,0.00756225,0.0164106,0.00314366,0,0,0.0183323,0,0.031845,0.0126883,0.0257125,0.0196204,0.0311001,0.00469206,0.000811203,0.0140932,0.00192476,0.00675742,0.00807592,0.0164976,0.011805,0.0168465,0.00920308,0.0323741,0.0158966,0.0135853,0.0215463,0.00579741,0.0565752,0.00547046,0.0194442,0.0187831,0.00732515,0,0,0.00712545,0,0.0104279,0.00748634,0.0381215,0.0202466,0.0366449,0.00504984,0.0132941,0.00930848,0.00973499,0.00905073,0.00289456,0.0108421,0.0156822,0.0629764,0.00665151,0.0154235,0.048388,0.00253541,0.00486031,0.00289805,0.00609358,0.00651411,0,0,0,0
80,0,0,0,0,0.00670247,0.00350655,0,0,0,0.0104956,0.00770718,0.0152974,0.00167347,0,0,0.0161372,0,0.0317866,0.0123571,0.0255015,0.0180592,0.0306314,0.00524771,0.00166161,0.0162124,0.00232682,0.00573534,0.00751203,0.0159316,0.0110939,0.0161798,0.00823073,0.0313142,0.016112,0.0133022,0.0212077,0.00582774,0.0670903,0.00514619,0.0266945,0.0154595,0.00630216,0,0,0.00848507,0,0.0107425,0.00766041,0.037498,0.0269421,0.0360945,0.0105603,0.0115761,0.00840047,0.0118704,0.0071826,0.00278196,0.0120303,0.0219315,0.0605779,0.0103049,0.0214547,0.0505554,0.00401658,0.005067,0.00243886,0.00522408,0.00572357,0,0,0,0
81,0,0,0,0,0.0064139,0.00309249,0,0,0,0.00988187,0.0079016,0.0148234,0.0022543,0,0,0.0157759,0,0.0314671,0.0116217,0.0255407,0.0165685,0.0305118,0.00578832,0.00244821,0.017058,0.00289757,0.00450715,0.00644805,0.0149522,0.0102206,0.0150862,0.00724331,0.030298,0.0165922,0.0133593,0.0209404,0.00529281,0.072881,0.00512498,0.0309302,0.0123976,0.00594051,0,0,0.00865943,0,0.010763,0.00747114,0.0368579,0.0316552,0.035447,0.0158674,0.01063,0.0082654,0.012962,0.00643027,0.00567711,0.0124387,0.0260926,0.0580244,0.0138139,0.0255255,0.0519571,0.00418645,0.00514208,0.00236163,0.0047664,0.00514123,0,0,0,0
82,0,0,0,0,0.00588183,0.00315191,0,0,0,0.00950997,0.00823312,0.014378,0.00334728,0,0,0.0154417,0,0.0310346,0.0106747,0.0256214,0.0153147,0.0305761,0.00582774,0.00305794,0.0180044,0.00344084,0.00339338,0.00561954,0.0142715,0.00943978,0.0141838,0.0066713,0.0295409,0.0164714,0.0134409,0.0205623,0.00457255,0.0751196,0.00520335,0.0330452,0.00979649,0.0053962,0,0,0.00684011,0,0.0106401,0.00693653,0.0364521,0.0344303,0.0348296,0.0192044,0.0102661,0.00783121,0.0133415,0.00652096,0.00776447,0.0125489,0.0279441,0.0554984,0.0168913,0.0276475,0.052811,0.00242589,0.00473821,0.00286295,0.00494987,0.00416466,0,0,0,0
83,0,0,0,0,0.00538612,0.00411641,0,0,0,0.00958605,0.00857771,0.0137398,0.00461395,0,0,0.0145881,0,0.0306803,0.0100416,0.0257009,0.0142073,0.0308018,0.00559196,0.00423919,0.0188414,0.00371251,0.00241109,0.00540381,0.0141418,0.008786,0.0134133,0.00652501,0.0291809,0.0162361,0.0134168,0.0201956,0.00391821,0.0745732,0.00543483,0.0342726,0.00702405,0.0047144,0,0,0.00602552,0,0.0104887,0.00632786,0.0361317,0.0368554,0.0342595,0.0225903,0.00949747,0.00771063,0.0132605,0.00724697,0.00898129,0.0121964,0.0287805,0.0530092,0.0197856,0.0289696,0.0537473,0.00208832,0.00453558,0.00294385,0.00600177,0.00304487,0,0,0,0
84,0,0,0,0,0.00477941,0.00503449,0,0,0,0.0104191,0.00898825,0.0133258,0.00544008,0,0,0.0137833,0,0.0302902,0.00943988,0.0256403,0.0126475,0.031219,0.00554166,0.00524201,0.0196357,0.00386886,0.00209555,0.00585175,0.0145374,0.00828443,0.0128871,0.00655183,0.0292471,0.0169058,0.0133253,0.0198162,0.00332538,0.0720173,0.00580424,0.0343782,0.00462318,0.00406463,0,0,0.00504049,0,0.0102843,0.00562362,0.0359497,0.0387334,0.0338398,0.0247786,0.0083504,0.00750644,0.0126735,0.008423,0.00937001,0.0120805,0.0313438,0.0506953,0.0221302,0.0310737,0.054232,0.00197682,0.00424845,0.00297909,0.00728111,0.00219081,0,0,0,0
85,0,0,0,0,0.00500595,0.00603905,0,0,0,0.0113847,0.00957977,0.0130414,0.00592798,0,0,0.0137107,0,0.0298159,0.00846858,0.0253804,0.0109502,0.0317111,0.00563182,0.00591119,0.0201345,0.004085,0.00221475,0.00645899,0.0151089,0.0080069,0.0126131,0.00655689,0.0294786,0.0180866,0.0132942,0.0194195,0.00258105,0.0698719,0.00625603,0.0347065,0.00345781,0.00445789,0,0,0.004866,0,0.0101576,0.00482003,0.0359049,0.0424526,0.0336736,0.0261788,0.00693683,0.00702754,0.0121107,0.00960834,0.00990089,0.0124384,0.0324791,0.0483657,0.0245221,0.0325214,0.0526587,0.00260812,0.00413015,0.00292863,0.00895178,0.00291531,0,0,0,0
86,0,0,0,0,0.0047691,0.00632024,0,0,0,0.0123317,0.0101612,0.0126349,0.00611887,0,0,0.0119784,0,0.0291828,0.00746744,0.0248879,0.00918376,0.032123,0.00558546,0.00612904,0.0205707,0.0044391,0.00234731,0.00669445,0.0153791,0.00786426,0.0124812,0.00649824,0.0296483,0.0189681,0.0127335,0.0189618,0.00208032,0.0701156,0.0068084,0.036223,0.00408159,0.00391098,0,0,0.00333605,0,0.00996259,0.00399118,0.0360012,0.0463283,0.0336575,0.0268627,0.00540558,0.00630783,0.0114184,0.0107749,0.0109038,0.0128908,0.0318611,0.0459684,0.0270511,0.0333256,0.0493493,0.0021448,0.0035846,0.00313815,0.00948253,0.00337751,0,0,0,0
87,0,0,0,0,0.00487403,0.00641103,0,0,0,0.0132086,0.0107225,0.0120229,0.00616128,0,0,0.0103158,0,0.0286098,0.006367,0.024143,0.00744447,0.0323875,0.00536058,0.00618424,0.0207172,0.00483903,0.00256158,0.00650584,0.0152093,0.00764554,0.0121781,0.00630619,0.029644,0.0198431,0.0121505,0.0185681,0.00186277,0.0689115,0.0073591,0.0374238,0.0054039,0.0036061,0,0,0.00205882,0,0.00982282,0.0033311,0.0360708,0.0495362,0.0337042,0.0279767,0.00379883,0.00544716,0.0113947,0.0118996,0.0118887,0.01128,0.0329031,0.043711,0.0292026,0.0349877,0.0443358,0.00170659,0.00300376,0.00340919,0.00969293,0.00405694,0,0,0,0
88,0,0,0,0,0.00510371,0.0063764,0,0,0,0.0141918,0.0112768,0.0115042,0.00602262,0,0,0.00891737,0,0.0279963,0.00521698,0.0233276,0.00597011,0.0325511,0.00503405,0.00605145,0.0205591,0.00521788,0.0031518,0.00620636,0.0148162,0.0073989,0.0117949,0.00602675,0.029543,0.0212005,0.0116158,0.0182002,0.0018758,0.0655761,0.00789818,0.0386046,0.00668928,0.00355304,0,0,0.00125374,0,0.00974262,0.0029682,0.0360906,0.052092,0.0338431,0.0298331,0.00277697,0.00470764,0.0113182,0.0127986,0.0127451,0.0100437,0.0333427,0.0415659,0.0308904,0.0363017,0.0395074,0.00127676,0.00240588,0.00371804,0.00956622,0.00459539,0,0,0,0
89,0,0,0,0,0.00528574,0.00622834,0,0,0,0.0153108,0.0118308,0.0113872,0.00571002,0,0,0.00784838,0,0.0273308,0.00415194,0.022703,0.00510147,0.0326351,0.004785,0.00578432,0.0201398,0.00549699,0.00391761,0.00612518,0.0145496,0.00727566,0.0117613,0.00579176,0.0294644,0.0228196,0.0110916,0.0178642,0.00195169,0.0616826,0.0083855,0.0396645,0.0076633,0.00358455,0,0,0.00134588,0,0.00974091,0.00291352,0.0360856,0.0536095,0.0339736,0.0316613,0.00285001,0.00457263,0.0110673,0.0134907,0.0133671,0.00981734,0.034018,0.0396536,0.0323387,0.0375986,0.0353476,0.000904837,0.00195134,0.00396801,0.00910237,0.00488562,0,0,0,0
90,0,0,0,0,0.00738838,0.00764457,0,0,0,0.0164717,0.0125663,0.0113212,0.00548898,0,0,0.00821669,0,0.0267486,0.00357102,0.0221166,0.00518372,0.0326741,0.00463368,0.00580565,0.0196046,0.0056954,0.00448967,0.00625693,0.0146448,0.00733193,0.0123225,0.00577264,0.0294634,0.0244034,0.0108465,0.0176298,0.00186619,0.0588592,0.00883493,0.0405214,0.00860227,0.00529665,0,0,0.00342018,0,0.00968178,0.0035615,0.0360241,0.0539017,0.0341282,0.0333798,0.00392064,0.00432229,0.0109035,0.0141999,0.0137966,0.0109394,0.0342559,0.0378894,0.0335,0.0384307,0.0328158,0.00146024,0.00118792,0.00407115,0.0105166,0.00609078,0,0,0,0
91,0,0,0,0,0.00615468,0.0065956,0,0,0,0.0178449,0.0129421,0.0112965,0.00566397,0,0,0.00519752,0,0.0259242,0.0020059,0.0211981,0.00629825,0.0325606,0.00456745,0.0056986,0.0185871,0.00591589,0.00478324,0.00647068,0.0148781,0.00755222,0.0134117,0.00598113,0.0295243,0.0262538,0.00942868,0.0173268,0.00196356,0.0583099,0.00911022,0.0414975,0.0098259,0.00409869,0,0,0.00190226,0,0.0100106,0.00285699,0.035862,0.0528198,0.0339898,0.0351551,0.00461243,0.00535613,0.0106698,0.0147459,0.0140869,0.0111518,0.034086,0.036204,0.0343409,0.0389182,0.0332389,0.00119648,0.00175972,0.00420121,0.00891592,0.00536195,0,0,0,0
92,0,0,0,0,0.00609196,0.0064795,0,0,0,0.0192374,0.0134752,0.0113806,0.00577266,0,0,0.00443347,0,0.0251902,0.00172582,0.020702,0.00769719,0.0324307,0.00439316,0.00569804,0.0175545,0.0059914,0.00495576,0.00669051,0.0152271,0.00773115,0.0145249,0.00617496,0.029528,0.0282171,0.00859311,0.0169845,0.00217254,0.057301,0.00941799,0.0416635,0.0108607,0.00401087,0,0,0.00267992,0,0.0100316,0.00314708,0.0357707,0.0523388,0.0341033,0.0360207,0.00488462,0.0048958,0.0102917,0.0152498,0.0138516,0.0111119,0.035526,0.0350055,0.0343137,0.0398479,0.0323407,0.000901765,0.00170866,0.00428714,0.00877216,0.00541564,0,0,0,0
