Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,IMU_B
10,0,0,0,0,0.0207679,0.0319797,0,0,0.0374542,0.0185672,0.00872745,0.00753792,0,0,0.0358046,0,0.0214479,0.0115433,0.0300625,0.0134493,0.0193286,0.010461,0.0289068,0.0205783,0.0106099,0.0138226,0.00993304,0.0185512,0.0123879,0.0162374,0.0088178,0.0258259,0.0424903,0.024032,0.0149273,0.00789064,0.0326054,0.014315,0.0376958,0.00513544,0.0144384,0,0,0.017941,0,0.00841442,0.0106518,0.0282758,0.0312725,0.0408403,0.0198265,0.0178177,0.0150334,0.00958073,0.0132608,0.016982,0.0156095,0.0103887,0.0624907,0.00470678,0.0115706,0.0426044,0.00572413,0.0118504,0.00605656,0.0331364,0.0186919,0,0,0,0
11,0,0,0,0,0.0210281,0.0317897,0,0,0.0427876,0.0186968,0.00973235,0.00717494,0,0,0.0365523,0,0.0214296,0.0118232,0.0301159,0.014831,0.0194474,0.0109078,0.0278436,0.0209092,0.0103903,0.0150209,0.0108022,0.0181459,0.0124477,0.0172366,0.00857989,0.0259802,0.0495135,0.024159,0.0149409,0.00802849,0.032178,0.0143591,0.0375872,0.00571057,0.0147148,0,0,0.0179663,0,0.00847662,0.0105732,0.0283772,0.0310027,0.0409549,0.0194298,0.0180073,0.0153371,0.00954406,0.0132024,0.0163298,0.0151011,0.0106426,0.06224,0.00468276,0.0119341,0.0422992,0.00572893,0.0120343,0.00607855,0.0327692,0.0189207,0,0,0,0
12,0,0,0,0,0.0213015,0.0316816,0,0,0.0470437,0.0188319,0.0122758,0.00712098,0,0,0.0370234,0,0.0212886,0.0119669,0.0298442,0.0166951,0.0192447,0.0114897,0.0268478,0.0213361,0.00984341,0.0157889,0.0114214,0.0178047,0.0125158,0.0187826,0.00858534,0.026284,0.055671,0.0241645,0.0148543,0.00814809,0.0317682,0.0143538,0.0373513,0.00638203,0.0148923,0,0,0.0178592,0,0.00851402,0.010607,0.0287025,0.0304931,0.0411022,0.0190937,0.0183463,0.0155384,0.00964351,0.0131365,0.0159779,0.0146562,0.0103691,0.0621391,0.00457573,0.0116624,0.0418481,0.00569184,0.0121843,0.00605447,0.0325506,0.0191022,0,0,0,0
13,0,0,0,0,0.0214979,0.0316148,0,0,0.0499343,0.0189602,0.0153131,0.00719393,0,0,0.0373095,0,0.0210674,0.0120478,0.0295881,0.0190123,0.0189073,0.0121073,0.0261106,0.0217916,0.00945339,0.0165989,0.012132,0.0174047,0.012657,0.0208625,0.0087212,0.026589,0.0603024,0.024039,0.0147317,0.00828452,0.0313051,0.0143485,0.0366697,0.00726069,0.0150366,0,0,0.0176482,0,0.0085345,0.0108585,0.0290802,0.0296837,0.0410611,0.018328,0.0188158,0.01577,0.00982771,0.0131149,0.0157867,0.0143746,0.00929706,0.0621954,0.0045514,0.0108467,0.0412593,0.00557372,0.0123927,0.0060136,0.0324308,0.0192373,0,0,0,0
14,0,0,0,0,0.021593,0.0315781,0,0,0.0522718,0.0190559,0.0183465,0.00719114,0,0,0.0375895,0,0.0209538,0.0121728,0.0294937,0.0215464,0.0186912,0.0127295,0.0256182,0.0222369,0.00932844,0.0172885,0.0127449,0.0170192,0.0127402,0.0229664,0.00883729,0.0268857,0.0631211,0.0239146,0.0147131,0.00842653,0.0309303,0.0143308,0.0355247,0.00821168,0.0152121,0,0,0.0173452,0,0.00855621,0.0109202,0.0293926,0.0287346,0.0410906,0.0171804,0.0192935,0.0159101,0.0100841,0.0130392,0.015641,0.014295,0.0077999,0.0623482,0.00475582,0.0099195,0.0405997,0.00537024,0.0126144,0.00594717,0.0324273,0.0193197,0,0,0,0
15,0,0,0,0,0.0215301,0.0316816,0,0,0.0533748,0.0191344,0.0209821,0.00706528,0,0,0.0378498,0,0.0208659,0.0122956,0.0294887,0.0239194,0.018552,0.0133325,0.0253213,0.0226808,0.00943549,0.0183269,0.0132872,0.016619,0.01291,0.024814,0.0089436,0.0270534,0.0646162,0.0238623,0.0146729,0.00852695,0.0306339,0.0142945,0.0342404,0.00915804,0.0152787,0,0,0.0170314,0,0.00856166,0.0106948,0.0295225,0.0278913,0.0412071,0.0157893,0.019707,0.0162169,0.0102831,0.0129413,0.0154224,0.0143459,0.00661369,0.0625739,0.00508829,0.00925796,0.0399287,0.00510835,0.0127058,0.00583425,0.0325857,0.0192937,0,0,0,0
16,0,0,0,0,0.0212992,0.0318648,0,0,0.0532957,0.0191594,0.0229477,0.00696495,0,0,0.0380919,0,0.0209126,0.0124357,0.0293741,0.0253919,0.0186507,0.0138759,0.0251689,0.0231136,0.00914712,0.0190563,0.0134885,0.0165085,0.0128885,0.0256484,0.00899106,0.0273398,0.0646308,0.0239042,0.0147017,0.00857614,0.0303665,0.0142552,0.0328831,0.0101491,0.0152311,0,0,0.0166526,0,0.00858012,0.0104662,0.0294977,0.0273312,0.0413422,0.0142537,0.0201112,0.0164769,0.0103209,0.0128067,0.0149827,0.0143208,0.00523971,0.0628729,0.00542574,0.00880761,0.0393136,0.00484415,0.0127008,0.00569029,0.0328219,0.0191553,0,0,0,0
17,0,0,0,0,0.0210128,0.0320788,0,0,0.0523081,0.0191506,0.0239029,0.00689633,0,0,0.038327,0,0.0209371,0.0124409,0.0292484,0.0259546,0.0186927,0.0142177,0.0252104,0.0235951,0.00884182,0.0198621,0.0136341,0.0163959,0.012772,0.0257392,0.00900854,0.0274639,0.0638385,0.023977,0.0146624,0.00859379,0.0298265,0.0142637,0.0314093,0.0112162,0.0151372,0,0,0.0162846,0,0.00856663,0.0103017,0.0296416,0.0269294,0.0415519,0.0123968,0.0206014,0.0165542,0.0102091,0.0126491,0.0140745,0.0136314,0.00360019,0.0632813,0.00577627,0.00819359,0.0384087,0.00457881,0.0127655,0.0055679,0.0331187,0.0189916,0,0,0,0
18,0,0,0,0,0.0207663,0.0322825,0,0,0.0509934,0.0191433,0.0237356,0.00670439,0,0,0.0386868,0,0.0210229,0.0125312,0.0290649,0.0257809,0.0186614,0.0144386,0.0253453,0.0240974,0.00862769,0.0204241,0.0138653,0.0161964,0.0125833,0.0251946,0.00889827,0.0273689,0.0624168,0.0241412,0.0146744,0.00863725,0.0292318,0.0142353,0.0301108,0.0123008,0.015048,0,0,0.0159999,0,0.00854041,0.0101892,0.0299091,0.0267738,0.0417622,0.0105549,0.0212594,0.0167421,0.0101717,0.0125499,0.0131723,0.0129187,0.002008,0.0637485,0.00617205,0.00748382,0.0372828,0.00434408,0.0129907,0.00553112,0.0334361,0.0188298,0,0,0,0
19,0,0,0,0,0.020628,0.0324623,0,0,0.0492358,0.0191136,0.0226137,0.00646869,0,0,0.0392028,0,0.0211397,0.0126158,0.0288432,0.0250659,0.0186023,0.014541,0.0255109,0.0245776,0.00848482,0.0207765,0.0140406,0.0159319,0.0122781,0.0241968,0.00870182,0.0271188,0.0606147,0.0244243,0.0147335,0.00865474,0.028581,0.0141956,0.0288041,0.0134339,0.0149889,0,0,0.0157689,0,0.00851025,0.0102833,0.0302392,0.026705,0.0419416,0.00844325,0.022082,0.0169717,0.0101785,0.0125096,0.0119612,0.0122909,0.000561391,0.0642343,0.00667374,0.00675721,0.0358431,0.0041083,0.0131329,0.00555608,0.0337627,0.0186763,0,0,0,0
20,0,0,0,0,0.0205382,0.0323976,0,0,0.0472352,0.0190287,0.0208744,0.00629073,0,0,0.0394899,0,0.0210928,0.0126432,0.0287376,0.0240955,0.0186505,0.0145293,0.0256193,0.0249442,0.00832692,0.0213623,0.0139424,0.0156271,0.0118348,0.0227874,0.00847171,0.0267721,0.0587904,0.0246388,0.0146813,0.00859747,0.0280198,0.0141461,0.0273154,0.0146364,0.0148931,0,0,0.0155399,0,0.00844792,0.0102113,0.0304608,0.0266918,0.0418432,0.00622448,0.0229581,0.0170817,0.0102974,0.0125804,0.0111008,0.0117576,0.00142423,0.0647416,0.00722098,0.00625624,0.0342169,0.00392827,0.0132738,0.005598,0.0339133,0.0184661,0,0,0,0
21,0,0,0,0,0.0204506,0.031995,0,0,0.0452874,0.0188606,0.0189171,0.00627319,0,0,0.0396616,0,0.0210949,0.0126606,0.0286766,0.0230996,0.0186711,0.0144314,0.025647,0.0252894,0.0080317,0.0214381,0.0135034,0.0152739,0.0111117,0.0208823,0.0081002,0.0264017,0.0570637,0.0247984,0.0146683,0.00849355,0.02755,0.0140363,0.0256231,0.0159,0.0146687,0,0,0.0150959,0,0.00835194,0.0100314,0.0306998,0.0269366,0.0412665,0.00415868,0.0238507,0.0169559,0.0103875,0.0127002,0.00994485,0.0113519,0.00312735,0.0652325,0.00750375,0.00643592,0.0326636,0.00374495,0.0134542,0.00564783,0.033737,0.0181634,0,0,0,0
22,0,0,0,0,0.0204589,0.0317376,0,0,0.0440468,0.0187353,0.0174242,0.00615128,0,0,0.0399269,0,0.021191,0.0128582,0.0283837,0.0224171,0.0185946,0.0143085,0.0258744,0.0256717,0.00769471,0.0212243,0.0130452,0.0148465,0.0101766,0.0189576,0.00773997,0.0260003,0.0561674,0.0250368,0.0146981,0.00840926,0.0273907,0.013939,0.0244955,0.017155,0.0145533,0,0,0.0149136,0,0.00822562,0.010017,0.0310325,0.0274496,0.0409184,0.00282515,0.0249407,0.0169052,0.0103442,0.0127261,0.00870321,0.0109532,0.00514811,0.0656133,0.00852011,0.00770406,0.0311676,0.00352288,0.0135011,0.00574233,0.0336393,0.01798,0,0,0,0
23,0,0,0,0,0.0205164,0.0318317,0,0,0.0436251,0.0186734,0.0166392,0.00615081,0,0,0.0405198,0,0.0213438,0.0132552,0.0279743,0.022257,0.0184595,0.0142253,0.0264224,0.0260107,0.0072557,0.0206243,0.0124899,0.0143895,0.00918918,0.0172983,0.00742933,0.025642,0.0563056,0.0253677,0.0147582,0.00837895,0.0277842,0.013902,0.0242282,0.0185156,0.0146123,0,0,0.0151506,0,0.00809464,0.0101922,0.0314149,0.0283904,0.0408008,0.00391973,0.0262061,0.0169992,0.0101616,0.0127716,0.00742519,0.0105023,0.00765016,0.0656796,0.0100834,0.0100204,0.0303506,0.00327966,0.0136946,0.00590164,0.0338333,0.0179415,0,0,0,0
24,0,0,0,0,0.0205592,0.0322913,0,0,0.0438645,0.0187155,0.0164993,0.00655695,0,0,0.0415014,0,0.0213705,0.0138362,0.0275891,0.0226619,0.0182811,0.0141258,0.0274121,0.0263773,0.00684104,0.0193758,0.0117022,0.0138808,0.00814851,0.0158683,0.00714707,0.025317,0.057104,0.0257965,0.0147892,0.0084153,0.0279018,0.0139759,0.023317,0.0202441,0.0148095,0,0,0.0160517,0,0.00802831,0.0107298,0.0319022,0.0289715,0.0409467,0.00660907,0.0277689,0.0175772,0.00998495,0.0129331,0.00646538,0.0102486,0.0100878,0.0657234,0.0112803,0.0121896,0.0293002,0.00305906,0.0141115,0.00612938,0.0345096,0.0180596,0,0,0,0
25,0,0,0,0,0.0205927,0.0327873,0,0,0.0442716,0.0187365,0.0170951,0.0072278,0,0,0.0423107,0,0.0212916,0.0142953,0.0271812,0.0235746,0.0181832,0.0140338,0.0284005,0.0267431,0.00638625,0.0175742,0.0105863,0.013381,0.00693221,0.0144915,0.00683082,0.0250979,0.0579761,0.0261151,0.0147471,0.00841884,0.0278515,0.0140491,0.0219258,0.0220885,0.0150904,0,0,0.0170442,0,0.00802844,0.0113808,0.0325326,0.0295429,0.0411578,0.00953788,0.0293307,0.018781,0.00971565,0.0132107,0.00585208,0.0100804,0.0122695,0.0657823,0.0120224,0.0140751,0.0279242,0.0029953,0.0145789,0.0063538,0.0352547,0.0182092,0,0,0,0
26,0,0,0,0,0.0206792,0.0334532,0,0,0.0451599,0.0187657,0.0187752,0.00804379,0,0,0.0430903,0,0.0210477,0.0147486,0.0266473,0.0251431,0.0180983,0.0140352,0.0295045,0.027141,0.00578019,0.0155826,0.00942221,0.0127407,0.00562069,0.0134572,0.00652151,0.0249137,0.059234,0.0263904,0.0146317,0.00844574,0.027801,0.0141323,0.0205153,0.0240316,0.0154976,0,0,0.0184173,0,0.00806433,0.012189,0.0332655,0.0301896,0.0416463,0.012585,0.0310177,0.0203811,0.00976546,0.0136205,0.00564439,0.00994688,0.0142998,0.0657507,0.012526,0.01587,0.0262401,0.00315008,0.015015,0.00657563,0.036275,0.0184578,0,0,0,0
27,0,0,0,0,0.0207384,0.0338953,0,0,0.0461324,0.0187709,0.0211182,0.0088777,0,0,0.0437736,0,0.0208006,0.0151307,0.0262546,0.0273835,0.0179938,0.0140993,0.0304291,0.027443,0.00522172,0.0134059,0.00844507,0.0120183,0.00435923,0.0127299,0.00615291,0.0247202,0.0604852,0.026567,0.0145508,0.00846948,0.0279018,0.0141486,0.0195753,0.0258111,0.0158059,0,0,0.0194267,0,0.0080789,0.0127388,0.0339619,0.0309163,0.0416181,0.0159464,0.032615,0.0216121,0.00969011,0.0142291,0.00610199,0.0100732,0.0165158,0.0655339,0.0131657,0.0178282,0.024637,0.00329646,0.0152934,0.00674417,0.0369575,0.0186449,0,0,0,0
28,0,0,0,0,0.0208088,0.0341845,0,0,0.04674,0.0188103,0.0235944,0.00977891,0,0,0.0444169,0,0.0207279,0.0155951,0.0259402,0.0299174,0.0179359,0.0142085,0.0311799,0.0277539,0.00469314,0.0112852,0.00773631,0.0112341,0.00323983,0.0120289,0.00563565,0.0245487,0.0610415,0.0267962,0.0145583,0.00850523,0.0281128,0.0141154,0.0190637,0.0274717,0.0160057,0,0,0.0201101,0,0.00804842,0.0130314,0.0346513,0.0316992,0.0411711,0.0193525,0.0341697,0.0225915,0.0095546,0.0149713,0.00716956,0.0104589,0.0187188,0.0650918,0.0136953,0.0197886,0.0234117,0.00334501,0.0154238,0.00689819,0.0373998,0.0187987,0,0,0,0
29,0,0,0,0,0.0208306,0.0344373,0,0,0.0471262,0.0188451,0.0263646,0.0107789,0,0,0.0450374,0,0.0206664,0.0160597,0.0256593,0.0324687,0.0178844,0.0142765,0.0318024,0.0280389,0.00428549,0.00918668,0.00749881,0.0104216,0.00241546,0.0114491,0.00515225,0.0243973,0.0610045,0.0269894,0.0145191,0.00849411,0.0283263,0.0141043,0.0187891,0.0290956,0.0161799,0,0,0.0206306,0,0.00802677,0.0133063,0.0353573,0.0324459,0.040646,0.0224332,0.0357158,0.0233824,0.00949221,0.0156231,0.00838246,0.0109546,0.0204373,0.0644967,0.0140876,0.021593,0.0221776,0.00342517,0.0154877,0.0070894,0.0377915,0.018936,0,0,0,0
30,0,0,0,0,0.0208553,0.0346562,0,0,0.0474455,0.0188914,0.0292984,0.0117303,0,0,0.045644,0,0.0205712,0.0164822,0.0254845,0.0349656,0.0178432,0.0142634,0.0324061,0.0282829,0.00427747,0.00779031,0.00780814,0.00964521,0.00251477,0.0111291,0.00482225,0.0242582,0.0605807,0.0271467,0.0144223,0.00848297,0.0287391,0.014122,0.018949,0.0305654,0.0164,0,0,0.0211318,0,0.0080421,0.0136058,0.0359621,0.0337224,0.0400646,0.0258341,0.0372851,0.0240908,0.00930526,0.0161703,0.00982897,0.011485,0.0226709,0.0638343,0.0145667,0.0238272,0.0210329,0.00358693,0.0154754,0.00725185,0.0381649,0.0190637,0,0,0,0
31,0,0,0,0,0.0209161,0.0348233,0,0,0.0471095,0.0188951,0.0318064,0.0125675,0,0,0.0462912,0,0.0205331,0.0169007,0.02544,0.0372748,0.0178339,0.0143102,0.0328869,0.0285008,0.00454876,0.00760946,0.00859746,0.00896806,0.0032837,0.0105817,0.00448859,0.024095,0.0591469,0.0273447,0.0144039,0.00846794,0.0288757,0.014103,0.0193189,0.0318501,0.0165823,0,0,0.021556,0,0.00808333,0.0138429,0.0364928,0.0347833,0.0394745,0.0284271,0.0387014,0.0246967,0.00886557,0.0166496,0.0108417,0.0118667,0.0245445,0.0631352,0.0148679,0.0257079,0.0199196,0.00376979,0.0153428,0.00736258,0.0384287,0.0191849,0,0,0,0
32,0,0,0,0,0.0210049,0.034984,0,0,0.045607,0.0188804,0.0335073,0.0133683,0,0,0.0470201,0,0.0205922,0.0174387,0.0255501,0.0385699,0.0178036,0.014476,0.033437,0.0286914,0.00498755,0.00878828,0.00974453,0.00849182,0.00438304,0.00942299,0.0040279,0.0238861,0.0561688,0.0276406,0.0144692,0.00846293,0.0287997,0.0141072,0.0195789,0.0330378,0.0167595,0,0,0.0220137,0,0.00814206,0.0140159,0.0369722,0.0354552,0.0388598,0.030629,0.0401539,0.0254946,0.00864541,0.0170687,0.0116919,0.0121928,0.0261378,0.0624188,0.0153002,0.0272812,0.0188979,0.00396759,0.0152166,0.0074898,0.0386642,0.0192794,0,0,0,0
33,0,0,0,0,0.0210506,0.0349463,0,0,0.0431118,0.0188409,0.0342727,0.0140887,0,0,0.0474466,0,0.0205475,0.0178657,0.0257256,0.0386938,0.0178595,0.0148044,0.0339654,0.0288454,0.00545869,0.0108807,0.0110456,0.00821088,0.00575183,0.00763168,0.00347543,0.0236223,0.0515926,0.0277938,0.0144604,0.00845407,0.0286829,0.0141227,0.0199217,0.0340277,0.0169007,0,0,0.0223588,0,0.00818462,0.0141376,0.0373917,0.036209,0.0382621,0.0330912,0.0413419,0.0263123,0.00844685,0.0174132,0.0127925,0.0125966,0.0279379,0.0616488,0.01616,0.0289772,0.0179962,0.00412433,0.0151127,0.00759564,0.0386968,0.0192867,0,0,0,0
34,0,0,0,0,0.0210341,0.0346294,0,0,0.0403148,0.0187338,0.0343858,0.0143848,0,0,0.047541,0,0.0205875,0.0179536,0.0259848,0.0381338,0.0179815,0.0152983,0.0340041,0.0288713,0.00574386,0.0129829,0.0119952,0.0082937,0.00725501,0.00590727,0.00289838,0.0232236,0.0461766,0.0277421,0.0144487,0.00834906,0.0273662,0.0140518,0.0191894,0.0347006,0.0168665,0,0,0.0223754,0,0.00813712,0.0140677,0.0376435,0.0330469,0.0379248,0.0339436,0.0418802,0.0265436,0.00815115,0.0172981,0.0130943,0.0125968,0.0293013,0.0614676,0.0176245,0.0303948,0.0162947,0.00408269,0.0149677,0.00767923,0.0384311,0.0191917,0,0,0,0
