Timestep,,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,x77,LANK,C7
1050,0,0.0196623,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254864,0.0242453,0.0028346,0,0,0.0780326,0,0.0507607,0.0277253,0.0564023,0.0188656,0.0421898,0.014949,0.0140539,0.0514025,0.00946315,0.0118394,0.0169471,0.0381156,0.0169272,0.0151857,0.011601,0.00792955,0.0286702,0,0.0486216,0.0133608,0.0242802,0.0170719,0.0111137,0.00669537,0.0191581,0,0,0.0496137,0,0.018179,0.0520183,0.061066,0.0100611,0.0121913,0.0159548,0.0180594,0.0284123,0.00854684,0.0572519,0.0126086,0.0131035,0.00944312,0.0252233,0.005658,0.0100081,0.0269033,0.0157762,0,0.0444669,0.0171046,0.00782345,0,0,0,0,0.0167279,0
1051,0,0.0197395,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256517,0.0244027,0.00286592,0,0,0.0779819,0,0.0505336,0.0277187,0.0564572,0.0190155,0.0421357,0.0149485,0.0140524,0.0514427,0.00930596,0.0118316,0.0170126,0.0381175,0.01681,0.015077,0.0114846,0.00799489,0.0288447,0,0.0483759,0.0133497,0.0244124,0.01707,0.0110787,0.006712,0.0191566,0,0,0.0496181,0,0.018202,0.0520508,0.0610533,0.00995714,0.0122427,0.0159504,0.017996,0.0285662,0.00855095,0.0572657,0.0128249,0.0131134,0.00943394,0.025242,0.00563998,0.00995086,0.0269796,0.0155776,0,0.044781,0.0172504,0.00770005,0,0,0,0,0.0167458,0
1052,0,0.0198459,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0258769,0.0245452,0.00284324,0,0,0.0777916,0,0.0508066,0.0277169,0.0567079,0.0192002,0.0420742,0.0149161,0.0140669,0.0514074,0.00895685,0.0117752,0.0170558,0.0382088,0.0167044,0.014975,0.0113617,0.00811158,0.0291198,0,0.0481427,0.0133678,0.0245708,0.0170805,0.0110938,0.00658522,0.0194566,0,0,0.049636,0,0.0182413,0.0520407,0.0610582,0.00991184,0.0122558,0.015969,0.0179614,0.0287704,0.00861083,0.0572558,0.0129563,0.013134,0.00944952,0.0252633,0.00563651,0.00992166,0.0270281,0.0155064,0,0.0450701,0.0175357,0.00760153,0,0,0,0,0.0167895,0
1053,0,0.0181035,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307641,0.0247075,0.00985246,0,0,0.0776232,0,0.0528804,0.0276797,0,0.0264846,0.0504217,0.017074,0.00797814,0.0547499,0.0127715,0.0128498,0.0191245,0.033239,0.0115941,0.00880636,0.00570528,0.0101541,0.0346309,0,0.0488429,0.0137,0.0218762,0.0170745,0.0105175,0.00647343,0.0217924,0,0,0.0503487,0,0.0180989,0.0522674,0.0611791,0.00957081,0.0113131,0.01454,0.0170885,0.0328551,0.00694866,0.0566363,0.0116939,0.0111308,0.00788746,0.0259678,0.00461215,0.0079795,0.0241786,0.0192,0,0.0448591,0.0140123,0.00855937,0,0,0,0,0.0185379,0
1054,0,0.018176,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314937,0.0245743,0.0101981,0,0,0.0765427,0,0.0533199,0.026967,0,0.0265346,0.050561,0.0170073,0.00792664,0.0547736,0.0127202,0.0126089,0.0191672,0.0330828,0.0112266,0.00862454,0.00571863,0.0103659,0.035502,0,0.0490189,0.01329,0.0205874,0.017093,0.0107666,0.00653377,0.0218231,0,0,0.0501745,0,0.0181084,0.0521578,0.0612335,0.0101321,0.0113106,0.0143804,0.0172387,0.0331407,0.00695284,0.0564211,0.0115059,0.0107397,0.00755604,0.0257564,0.00451073,0.00724751,0.022801,0.0193273,0,0.0450791,0.0139568,0.00858807,0,0,0,0,0.01894,0
1055,0,0.0183118,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327666,0.0244184,0.0101467,0,0,0.0756313,0,0.0528814,0.0262975,0,0.026398,0.0502605,0.0166928,0.007798,0.0549354,0.0123464,0.011883,0.0191543,0.033016,0.0108726,0.00862803,0.00582698,0.0103625,0.0371718,0,0.0495609,0.012933,0.0227978,0.017097,0.00999789,0.00628187,0.0220349,0,0,0.0499347,0,0.0181874,0.0521876,0.0610258,0.00874043,0.0112238,0.0149423,0.0170645,0.0332701,0.00701568,0.056942,0.0118283,0.011688,0.00827768,0.0258834,0.0044222,0.00876094,0.0254303,0.0194159,0,0.0453204,0.0139065,0.00857161,0,0,0,0,0.0191777,0
1056,0,0.0181706,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365499,0.0368468,0.00399649,0,0,0.0856211,0,0.0296126,0.0431132,0.0565203,0.0256946,0.0414746,0.0132428,0.0126018,0.0517531,0.00513335,0.00880638,0.0167003,0.0373893,0.0100711,0.0113463,0.00864138,0.013009,0.0420002,0,0.0411136,0.032728,0.0347435,0.0175913,0.0150026,0.00888971,0.0185029,0,0,0.0505239,0,0.0180919,0.0537684,0.06191,0.0115457,0.0143052,0.0163941,0.0150395,0.0291336,0.00758904,0.0579964,0.0134745,0.0138449,0.00624575,0,0.00566142,0.0080107,0.0384052,0.0178407,0,0.0471947,0.0154559,0.00829711,0,0,0,0,0.0212052,0
1057,0,0.0206449,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366018,0.0242034,0.00267768,0,0,0.0751842,0,0.0536975,0.0260134,0.0559651,0.0254169,0.0420428,0.0135884,0.0138127,0.0521412,0.00551737,0.00962148,0.0172325,0.0385085,0.0108707,0.0120623,0.00939764,0.0131321,0.0419677,0,0.0494414,0.0124043,0.0264757,0.0171262,0.0103965,0.00644347,0.0197595,0,0,0.0490219,0,0.0185066,0.0519526,0.0610105,0.00894153,0.0119768,0.0167438,0.0176781,0.0298368,0.00903327,0.0576581,0.0136337,0.0137811,0.0101941,0.0252169,0.00549932,0.0114574,0.0293453,0.0159785,0,0.046077,0.0176727,0.00748138,0,0,0,0,0.021517,0
1058,0,0.0185637,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0368141,0.0367779,0.00381688,0,0,0.0848299,0,0.028482,0.0426307,0.0562593,0.0257223,0.041436,0.0131152,0.0126234,0.0521845,0.0048955,0.00873048,0.0166157,0.0375417,0.0102079,0.011554,0.00871094,0.0130236,0.0423719,0,0.0414931,0.0326786,0.0371652,0.0176196,0.0142556,0.00881905,0.0180378,0,0,0.0503815,0,0.0181738,0.0537744,0.0618371,0.00992802,0.0143003,0.0169612,0.0149192,0.0293267,0.00764216,0.0586507,0.0141334,0.0142701,0.00695441,0,0.00530336,0.00985105,0.0409446,0.0179934,0,0.0473108,0.0155754,0.00850859,0,0,0,0,0.0213093,0
1059,0,0.0187856,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367538,0.0368473,0.00390122,0,0,0.0847432,0,0.0283208,0.0425487,0.0562543,0.0257651,0.0414028,0.0131377,0.0126506,0.0523455,0.00495431,0.00881764,0.0166027,0.0375011,0.0102606,0.011575,0.00872135,0.0130668,0.0422888,0,0.041566,0.032761,0.0363369,0.0176315,0.0144428,0.00866572,0.0180016,0,0,0.0503157,0,0.0181936,0.0537266,0.0618139,0.0104229,0.0142762,0.0169119,0.0149762,0.0293441,0.00771663,0.0585484,0.0140548,0.0140932,0.00682579,0,0.0053728,0.00946982,0.040107,0.0180849,0,0.0472056,0.0156367,0.00862427,0,0,0,0,0.0212532,0
1060,0,0.0170291,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337329,0.0373182,0.0100569,0,0,0.0844325,0,0.0283143,0.0427699,0,0.0272094,0.0494346,0.016187,0.00689698,0.0553891,0.0117469,0.0107273,0.0187097,0.0321251,0.010357,0.00816352,0.00527423,0.0108907,0.0386648,0,0.0416781,0.0331793,0.0335447,0.0171981,0.0139683,0.00800943,0.0199653,0,0,0.0510278,0,0.0185105,0.0538397,0.0619488,0.0104005,0.012884,0.0164106,0.0143526,0.0331629,0.00685874,0.058031,0.0138463,0.0129504,0.00519775,0,0.00487246,0.00744706,0.037326,0.0219823,0,0.0462982,0.0120427,0.00989788,0,0,0,0,0.0191911,0
1061,0,0.0190634,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363215,0.0369816,0.00411,0,0,0.0834747,0,0.0283724,0.0421891,0.0562983,0.0258215,0.0413978,0.0131598,0.0128234,0.0524656,0.00511662,0.00895443,0.0165275,0.0374816,0.0103157,0.0115547,0.00874777,0.013127,0.0416758,0,0.041288,0.0328902,0.0359262,0.0176641,0.0146569,0.00850939,0.0176275,0,0,0.0502051,0,0.0182682,0.0535368,0.0617346,0.0106783,0.0141064,0.0167339,0.0151819,0.0293815,0.00757104,0.0585824,0.0139032,0.0139117,0.00672755,0,0.00551078,0.00897729,0.0398432,0.0186166,0,0.0466662,0.0158078,0.00903186,0,0,0,0,0.0211898,0
1062,0,0.0178545,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330245,0.037126,0.0100509,0,0,0.0831112,0,0.0281848,0.0422864,0,0.0269426,0.0498948,0.0160468,0.0075965,0.0541793,0.0118442,0.0111986,0.0184904,0.0327718,0.0107939,0.00862552,0.0054777,0.0105646,0.0376273,0,0.0411776,0.032984,0.0242178,0.0175728,0.00985164,0.00722258,0.0195576,0,0,0.0509004,0,0.0182796,0.0537381,0.0605504,0.00832465,0.0114517,0.0151554,0.0164725,0.0326351,0.00668692,0.0576899,0.0121878,0.0114321,0.00871273,0.0261761,0.00466398,0.00977382,0.0271543,0.0219853,0,0.0459379,0.0137263,0.00872139,0,0,0,0,0.0191395,0
1063,0,0.0179656,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031845,0.0369812,0.0103666,0,0,0.0824059,0,0.0278324,0.0420135,0,0.0271503,0.0501903,0.0164465,0.00755381,0.0542137,0.0123522,0.0120493,0.0185688,0.0327603,0.0109745,0.00850839,0.00549078,0.0106947,0.0359965,0,0.0410851,0.0328173,0.0216841,0.0175398,0.0105439,0.00753886,0.0194713,0,0,0.0505425,0,0.0182588,0.0533422,0.0606749,0.00960222,0.0115638,0.0146157,0.016671,0.0327195,0.00665504,0.057153,0.0117565,0.0103758,0.00796765,0.0258255,0.00458615,0.00833518,0.0242008,0.022217,0,0.0454115,0.0138555,0.00898054,0,0,0,0,0.0191107,0
1064,0,0.0181312,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325239,0.0366785,0.0103284,0,0,0.0815801,0,0.0273391,0.041641,0,0.0271063,0.0500951,0.016299,0.00771665,0.0543535,0.0121392,0.0116923,0.0186032,0.0327734,0.0108244,0.00850881,0.00548662,0.0106766,0.036902,0,0.0410013,0.0325419,0.0215946,0.0174897,0.0104161,0.00760039,0.019303,0,0,0.050285,0,0.0182138,0.053009,0.0607152,0.00960472,0.0116904,0.0145573,0.0166796,0.0326679,0.0065958,0.05707,0.011591,0.0102807,0.00794471,0.0258279,0.00452868,0.00833747,0.0240004,0.0223751,0,0.0448728,0.0138459,0.00931907,0,0,0,0,0.0192101,0
1065,0,0.0201749,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035743,0.0363082,0.00355305,0,0,0.0810036,0,0.0281068,0.0409925,0.0557173,0.026209,0.0419653,0.0140239,0.0140848,0.0512885,0.00570677,0.0101741,0.0174089,0.0384712,0.0104867,0.0114934,0.00892618,0.0138711,0.0409859,0,0.0412403,0.0320255,0.025379,0.0170577,0.0106389,0.00690774,0.0168927,0,0,0.0488679,0,0.0186837,0.0518553,0.0607949,0.00983825,0.0121616,0.0167032,0.0177208,0.02876,0.00895608,0.057802,0.0135534,0.0132686,0.00980473,0.0253618,0.00545551,0.0107743,0.0281608,0.0187163,0,0.0443143,0,0.00927571,0,0,0,0,0.0212031,0
1066,0,0.0198963,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358607,0.0369327,0.00363447,0,0,0.0808711,0,0.0287371,0.0412944,0.0557512,0.0262622,0.0422264,0.0140253,0.013963,0.0511214,0.00568251,0.0101303,0.0174095,0.0384624,0.0104048,0.0114439,0.00888953,0.0138946,0.041089,0,0.0411546,0.0325072,0.0239765,0.0169646,0.0109092,0.0071185,0.0164559,0,0,0.0483039,0,0.0186467,0.0513238,0.060885,0.0105361,0.0121535,0.0166627,0.0176869,0.0284393,0.00901123,0.0575726,0.01363,0.0129568,0.00951832,0.0251274,0.0053831,0.00998091,0.0266764,0.0187768,0,0.0434776,0.0168277,0.00938889,0,0,0,0,0.0212158,0
1067,0,0.0198069,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364138,0.0374683,0.00431407,0,0,0.0812143,0,0.0285617,0.0420756,0.0560151,0.0260175,0.0416428,0.0132202,0.0132232,0.0528055,0.00512814,0.00912744,0.0166355,0.0377872,0.0104032,0.0116645,0.00893373,0.013352,0.0418167,0,0.0408259,0.0330339,0.0331955,0.0173732,0.0151373,0.00889614,0.0167435,0,0,0.0477209,0,0.017999,0.050862,0.0617064,0.0122683,0.0141359,0.0163103,0.0155236,0.0291092,0.00777785,0.0581074,0.0135025,0.0130481,0.00626727,0,0.00570492,0.0077049,0.0368284,0.018814,0,0.0428707,0.0159462,0.010391,0,0,0,0,0.0213368,0
1068,0,0.0198156,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364309,0.0374119,0.00435231,0,0,0.0805818,0,0.0283791,0.0418772,0.0558938,0.0260007,0.0414743,0.013152,0.0131481,0.0527409,0.00500692,0.00907869,0.0166002,0.0377554,0.0103962,0.0117495,0.00896635,0.0133447,0.0420513,0,0.0406298,0.0324319,0.035248,0.0172654,0.0143914,0.00872152,0.0166174,0,0,0.0468693,0,0.0178852,0.0500985,0.0616467,0.0109319,0.014173,0.0166886,0.0152742,0.02901,0.00779076,0.0585814,0.0138427,0.0137885,0.00681967,0,0.00541649,0.00905988,0.0391194,0.0183598,0,0.0419963,0.0160796,0.0104923,0,0,0,0,0.0213602,0
1069,0,0.019921,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363429,0.0373229,0.00439105,0,0,0.0800628,0,0.0281456,0.0416611,0.0558487,0.0260101,0.0413383,0.0131118,0.0130839,0.0526573,0.00496838,0.0090468,0.0165564,0.0377041,0.01037,0.0119251,0.00900866,0.0133449,0.0420636,0,0.0405165,0.0323431,0.036294,0.0171476,0.014032,0.00846851,0.0165765,0,0,0.0457501,0,0.0177463,0.0491716,0.0616197,0.0102486,0.0142061,0.0168878,0.0150871,0.0289841,0.00773878,0.058792,0.0139885,0.0141687,0.00711161,0,0.00530709,0.00987222,0.0401478,0.0177778,0,0.0411924,0.0163238,0.0105193,0,0,0,0,0.0213626,0
1070,0,0.0202231,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0279034,0.0371808,0.00480116,0,0,0.0796957,0,0.0278131,0.0414877,0.0562883,0.023824,0.0409609,0.014575,0.0132532,0.0526474,0.00762143,0.0111756,0.0169178,0.0377303,0.0126056,0.0117448,0.00754782,0.010997,0.0317616,0,0.0404494,0.0323563,0.0362486,0.0170299,0.0139299,0.00836694,0.0165879,0,0,0.0445187,0,0.0176192,0.0482977,0.0614534,0.0101013,0.0144173,0.0168938,0.0151216,0.0287714,0.00763942,0.0589413,0.0139538,0.014102,0.00712327,0,0.00531323,0.00992948,0.0400236,0.0169915,0,0.0406105,0.0167123,0.0106965,0,0,0,0,0.0173585,0
1071,0,0.0202094,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361599,0.0371186,0.0047015,0,0,0.0792504,0,0.0276953,0.0413298,0.0558559,0.0261486,0.0411863,0.012971,0.0129799,0.052472,0.00509307,0.00904286,0.0164406,0.0377772,0.0105102,0.0122635,0.00892928,0.013321,0.0413101,0,0.0403802,0.0323161,0.0368851,0.0169503,0.0138412,0.0083741,0.0167334,0,0,0.0433577,0,0.0174786,0.0474361,0.0616487,0.00984005,0.0142237,0.0169604,0.0148795,0.028837,0.00769501,0.0589057,0.0139597,0.0143526,0.00722007,0,0.00520516,0.0100412,0.0406202,0.0166283,0,0.039896,0.0167825,0.010569,0,0,0,0,0.021182,0
1072,0,0.0203421,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365876,0.0371897,0.00485797,0,0,0.0790594,0,0.0277902,0.0414502,0.0558088,0.0259976,0.0411975,0.0129527,0.0128952,0.052284,0.00495807,0.00897262,0.0164964,0.0378254,0.010422,0.0122606,0.00894396,0.0132857,0.0417154,0,0.0402557,0.0324591,0.0370741,0.0168734,0.0138836,0.00841322,0.0167562,0,0,0.0424159,0,0.0173776,0.0466968,0.0616869,0.00972379,0.0142382,0.0169814,0.0148001,0.0287763,0.00763083,0.058931,0.0139944,0.0143802,0.00720721,0,0.00523932,0.0100805,0.0408353,0.0160748,0,0.0392808,0.0169879,0.0105921,0,0,0,0,0.0212636,0
1073,0,0.0181873,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336577,0.0371778,0.0104468,0,0,0.0787519,0,0.0283594,0.0414679,0,0.0276553,0.0491104,0.0153598,0.00724625,0.0546018,0.011715,0.0104337,0.018155,0.0322597,0.00988039,0.00853363,0.00532341,0.0108248,0.0380932,0,0.0405438,0.0324275,0.0329955,0.0166323,0.0138401,0.0087471,0.0179694,0,0,0.0426328,0,0.017647,0.0468171,0.0616741,0.0104399,0.0134406,0.0158179,0.014,0.0317964,0.00618295,0.0581799,0.0131362,0.0122569,0.00515045,0,0.00484268,0.00748782,0.0364864,0.0196248,0,0.03839,0.0133572,0.0115327,0,0,0,0,0.0194093,0
1074,0,0.0206849,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364787,0.0373138,0.00472853,0,0,0.0789093,0,0.0277694,0.0414577,0.0559117,0.0260336,0.0412857,0.0130042,0.0128793,0.0518048,0.00500468,0.0094443,0.0165416,0.0377454,0.0103013,0.0121305,0.00896786,0.0133224,0.0414989,0,0.0404167,0.0324012,0.0350586,0.0167967,0.0148504,0.00857608,0.0165894,0,0,0.0406699,0,0.0172432,0.0452513,0.061753,0.0111402,0.0143221,0.0165898,0.0148685,0.0288134,0.00761308,0.0583879,0.0136586,0.0135766,0.0066007,0,0.00547236,0.00880618,0.03866,0.0148992,0,0.0380186,0.0174293,0.0104972,0,0,0,0,0.0213506,0
1075,0,0.0207831,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358689,0.0369199,0.00398237,0,0,0.0780308,0,0.0279969,0.0405603,0.0555845,0.0263224,0.0418396,0.0139621,0.0135026,0.0498517,0.00553367,0.0106349,0.0174226,0.038472,0.0102894,0.0118229,0.00883363,0.0139073,0.0406928,0,0.0407312,0.0315791,0.0263999,0.016232,0.0105273,0.0067411,0.0160571,0,0,0.0396667,0,0.0178139,0.0442054,0.0607685,0.00968612,0.0122747,0.0170727,0.0169633,0.0278954,0.00908238,0.0580341,0.0139273,0.0139102,0.0100619,0.0255598,0.00541797,0.0114301,0.029615,0.0142785,0,0.0373148,0.0184975,0.00951525,0,0,0,0,0.0212333,0
1076,0,0.0209054,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363382,0.0372692,0.00462955,0,0,0.0787356,0,0.0276627,0.0413961,0.0556724,0.0260476,0.041259,0.0130748,0.0127757,0.0515816,0.00518418,0.00959905,0.0165678,0.0377082,0.0102754,0.0120519,0.00895159,0.0133502,0.0411922,0,0.040424,0.0322468,0.034565,0.0167329,0.0151903,0.00855323,0.0167682,0,0,0.0387592,0,0.0171939,0.0435293,0.0617159,0.0116857,0.0144149,0.0162968,0.0147963,0.0288112,0.00766198,0.0582055,0.0134781,0.0134429,0.00630169,0,0.00529618,0.00813118,0.0382248,0.0139754,0,0.0375391,0.0176957,0.0103836,0,0,0,0,0.0213534,0
1077,0,0.0209968,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356131,0.0368786,0.0040408,0,0,0.0780354,0,0.0279175,0.0405678,0.0553232,0.026332,0.0417859,0.0140037,0.0133765,0.0497093,0.00589183,0.0106363,0.0174811,0.0384867,0.0103201,0.0117727,0.00881067,0.0139126,0.0404189,0,0.0408111,0.0314713,0.0252984,0.0161697,0.0109498,0.00683809,0.0165176,0,0,0.0376343,0,0.0177796,0.042287,0.0609058,0.0101419,0.0124302,0.0167003,0.0168771,0.0280325,0.00920639,0.0576864,0.0136727,0.0132401,0.00947605,0.0252345,0.00494063,0.0102966,0.0281325,0.0133895,0,0.0367188,0.0187171,0.00935903,0,0,0,0,0.0211879,0
1078,0,0.0211581,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356123,0.036845,0.00407582,0,0,0.0780715,0,0.0279035,0.0405741,0.0553215,0.0263565,0.0417177,0.0139812,0.0133765,0.0496842,0.00593259,0.0106087,0.0174617,0.0385013,0.0103591,0.0118257,0.0088204,0.0139009,0.0404584,0,0.0407644,0.0314389,0.0255621,0.0161406,0.0111276,0.00686687,0.0167089,0,0,0.0364264,0,0.0176996,0.0411388,0.0609596,0.0101214,0.0124195,0.0165266,0.0168634,0.0281077,0.00892825,0.0577241,0.0135268,0.0129698,0.00933584,0.025196,0.00510665,0.0100539,0.0283295,0.0128434,0,0.0362238,0.0188714,0.00916158,0,0,0,0,0.0212233,0
1079,0,0.0213517,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355737,0.0368632,0.00412069,0,0,0.0782262,0,0.0279683,0.0406245,0.0553337,0.0263797,0.0416543,0.0139848,0.0133838,0.0495869,0.0058878,0.0106065,0.0174232,0.0385421,0.0104007,0.0118575,0.00883794,0.0138969,0.040424,0,0.040768,0.0314387,0.0254172,0.0160786,0.0111536,0.00678943,0.0169522,0,0,0.0351441,0,0.0175917,0.0397883,0.0609609,0.0101634,0.0124451,0.0164025,0.0168579,0.0282497,0.0087189,0.0577124,0.0135279,0.0128332,0.00926606,0.0255241,0.00516772,0.00988105,0.0282292,0.0122012,0,0.0356941,0.0190276,0.0089265,0,0,0,0,0.0212123,0
1080,0,0.0215129,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355066,0.0369208,0.00414578,0,0,0.0783713,0,0.0281775,0.0407847,0.055301,0.0264124,0.0416157,0.0139621,0.0134223,0.0495056,0.00579473,0.0106388,0.0174012,0.038565,0.0104325,0.0118937,0.00890368,0.0139402,0.0403407,0,0.0408065,0.0315101,0.0252742,0.0160841,0.0110787,0.00679396,0.0175008,0,0,0.0338482,0,0.0175673,0.0384005,0.0609547,0.010132,0.0124658,0.0163423,0.0168296,0.0283312,0.00872918,0.0576225,0.0134468,0.012811,0.00921981,0.0257396,0.00502017,0.00986479,0.0280103,0.0116539,0,0.0351006,0.0190902,0.00867205,0,0,0,0,0.0212546,0
1081,0,0.0216856,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354841,0.0369005,0.00424032,0,0,0.0782863,0,0.0282273,0.0408737,0.0552532,0.0264331,0.0416017,0.0139375,0.0134639,0.049413,0.00582336,0.0106452,0.0173992,0.038566,0.0104586,0.0119278,0.00896837,0.0139688,0.0402951,0,0.0408276,0.0315009,0.0252529,0.0161316,0.011009,0.00688555,0.0185542,0,0,0.0321632,0,0.0175538,0.0367942,0.0609448,0.0100745,0.0125113,0.0163109,0.0168201,0.028464,0.00876186,0.0574865,0.0133077,0.0127848,0.00909934,0.0257843,0.00498176,0.00995361,0.0279777,0.0110953,0,0.0346396,0.0190378,0.00848455,0,0,0,0,0.0213173,0
1082,0,0.021879,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354679,0.0368672,0.00440563,0,0,0.0782043,0,0.028208,0.0408311,0.0552196,0.0264014,0.0415926,0.0139199,0.0134619,0.0493372,0.00576039,0.0106554,0.0174113,0.0385438,0.0104706,0.0119407,0.00900254,0.0139776,0.0402558,0,0.0407921,0.0314671,0.0251435,0.0161976,0.0110504,0.00681902,0.0189825,0,0,0.0302771,0,0.017564,0.0349498,0.0609388,0.0100865,0.0125955,0.0162781,0.0168403,0.0287263,0.00875107,0.0574275,0.0132308,0.0127219,0.00886156,0.0257563,0.00508885,0.00999354,0.0279418,0.0105285,0,0.0341819,0.0190846,0.00829456,0,0,0,0,0.021211,0
1083,0,0.0220833,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354917,0.0368316,0.00437976,0,0,0.0781546,0,0.028186,0.0406291,0.0552087,0.0263836,0.0416051,0.0139377,0.0134763,0.0492713,0.00572349,0.0106658,0.0174155,0.038571,0.0104682,0.0119312,0.00900257,0.0139913,0.0402294,0,0.0407283,0.0313995,0.0249418,0.0162978,0.0111178,0.00681324,0.0190441,0,0,0.0282731,0,0.017621,0.0329056,0.0609488,0.0101907,0.0126699,0.0162661,0.0168701,0.0290418,0.00875993,0.0573959,0.0132434,0.0126695,0.00864423,0.0257243,0.00511966,0.00982998,0.0278417,0.0100979,0,0.0337474,0.0192066,0.00805626,0,0,0,0,0.0210103,0
1084,0,0.0223389,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355257,0.0367721,0.00448803,0,0,0.0781362,0,0.0281186,0.040526,0.0551427,0.0263753,0.0415851,0.0139409,0.0135236,0.0491782,0.00573843,0.0106909,0.0174002,0.0386035,0.0104859,0.0119539,0.00901358,0.0139919,0.0402231,0,0.0405507,0.0313321,0.0247923,0.0164004,0.0111854,0.00696818,0.0198418,0,0,0.0260121,0,0.0176062,0.0304669,0.060963,0.0103472,0.0127159,0.0162707,0.0168942,0.0294212,0.00877898,0.0573806,0.0132846,0.0126401,0.00846489,0.0256254,0.00509021,0.00955055,0.0276474,0.00995587,0,0.0333034,0.0193679,0.00781873,0,0,0,0,0.0210175,0
1085,0,0.0226252,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354985,0.0367117,0.00454892,0,0,0.078084,0,0.0280477,0.0404835,0.0551032,0.0263652,0.0415443,0.0139803,0.0135488,0.0490289,0.00576233,0.0107301,0.0174411,0.0386445,0.0104789,0.0119508,0.0089983,0.0140188,0.0402049,0,0.0402674,0.0312802,0.0248136,0.0164801,0.0112227,0.00697958,0.0205503,0,0,0.0236531,0,0.0175612,0.0275806,0.0609866,0.0104355,0.0127144,0.0163,0.0169228,0.030003,0.00878797,0.0573691,0.0133278,0.0126525,0.00841763,0.0255501,0.00505827,0.009424,0.0275348,0.0103878,0,0.0327168,0.0195133,0.00760439,0,0,0,0,0.0210544,0
1086,0,0.0229052,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354731,0.0365591,0.00454607,0,0,0.0779114,0,0.0279478,0.0403998,0.0551943,0.0263558,0.0414941,0.013957,0.0135262,0.0488402,0.0057574,0.0107263,0.017421,0.0386715,0.0105087,0.0119833,0.00900513,0.0140935,0.0402238,0,0.0401147,0.0312438,0.0249311,0.0165365,0.0111819,0.00687538,0.0209865,0,0,0.0217682,0,0.0174235,0.024648,0.0610151,0.0103193,0.0127306,0.0162767,0.0169177,0.0306989,0.00874421,0.0573547,0.0132386,0.012631,0.0083914,0.0256232,0.005039,0.00949937,0.0275962,0.0113356,0,0.0320775,0.019633,0.00741799,0,0,0,0,0.0210373,0
