Timestep,,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,x77,LANK,C7
1634,0,0.00516218,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327762,0.0104652,0.0115503,0,0,0.0200851,0,0.0276791,0.0111132,0.0631463,0.0165985,0.0422691,0.0157618,0.00564394,0.00927592,0.0159564,0.0229151,0.00614278,0.0357637,0.013605,0.0185544,0.00589532,0.0102303,0.0368763,0.0211034,0.0156748,0.00447672,0.0253306,0.0184792,0.0218522,0.00618309,0.0046211,0,0,0.0485246,0,0.01897,0.0264343,0.0689468,0.0178388,0.0196657,0.0138643,0.00726765,0.00682309,0.00944655,0.0585476,0.0118313,0.0185911,0.0147086,0.033614,0.012381,0.0131795,0.0250857,0.0274489,0,0.00817508,0.00450127,0.0138523,0,0,0,0,0.0141263,0.00390011
1635,0,0.00529047,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359003,0.010425,0.0114584,0,0,0.0199436,0,0.0276944,0.0109562,0.0632487,0.0175654,0.0426445,0.0153304,0.00576349,0.00964145,0.0156811,0.0225389,0.00563106,0.0356945,0.0139951,0.0192169,0.00606066,0.0096407,0.0416222,0.0212142,0.0155699,0.004417,0.0248119,0.0179988,0.022234,0.0061573,0.00467557,0,0,0.0489705,0,0.019077,0.0269445,0.0689544,0.0182199,0.0190016,0.0142978,0.00685366,0.00729313,0.00910453,0.0586809,0.0121957,0.0178769,0.0134096,0.0331698,0.0121923,0.0118347,0.0247058,0.0279371,0,0.00780422,0.0045447,0.013729,0,0,0,0,0.0140475,0.00377101
1636,0,0.00558374,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0390166,0.0105653,0.011231,0,0,0.0199326,0,0.0276451,0.0109363,0.0632884,0.0187491,0.0429337,0.0149109,0.00560236,0.0097603,0.0156033,0.0220881,0.00542151,0.0355657,0.0143359,0.0197562,0.00611515,0.009078,0.0456682,0.0208547,0.0154695,0.0044326,0.024363,0.017939,0.0226176,0.00582984,0.00467864,0,0,0.0480213,0,0.0192604,0.0262692,0.0689043,0.0185314,0.0181069,0.0149326,0.00596362,0.00706069,0.00893981,0.0589771,0.0127571,0.0174775,0.0120972,0.0326774,0.0118505,0.0105727,0.0245124,0.0267664,0,0.00883718,0.00478956,0.0137034,0,0,0,0,0.0140959,0.00399941
1637,0,0.00575972,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424213,0.0106971,0.0111063,0,0,0.0197403,0,0.0275745,0.0107684,0.0632606,0.0197916,0.0433038,0.014911,0.00571212,0.00997256,0.015537,0.0220795,0.00465771,0.0355873,0.0148205,0.0206502,0.00623595,0.00844361,0.0508322,0.0205632,0.0153477,0.00440384,0.0242937,0.0176012,0.0231315,0.00562016,0.00468952,0,0,0.0483889,0,0.0192967,0.0266171,0.0687726,0.0189544,0.017372,0.0157501,0.00532923,0.00750901,0.00894157,0.0593946,0.0135195,0.0173612,0.0109588,0.0321719,0.0115788,0.00964643,0.0246791,0.0272348,0,0.00722294,0.0048159,0.0137757,0,0,0,0,0.0140809,0.00414867
1638,0,0.00610747,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0450925,0.0108087,0.0107212,0,0,0.019489,0,0.0274341,0.0104849,0.0633067,0.020572,0.0436234,0.0145707,0.00537888,0.010088,0.0153154,0.0215399,0.0045251,0.0355559,0.0150344,0.0210817,0.00614146,0.00804205,0.0542042,0.0206649,0.0151664,0.00451724,0.0241622,0.0175541,0.023124,0.0051853,0.0048918,0,0,0.0477058,0,0.0194938,0.0261139,0.0685415,0.0197719,0.0165639,0.0167476,0.0041015,0.00743903,0.00911568,0.059991,0.0145891,0.0174693,0.0101857,0.0318487,0.0114312,0.00915706,0.0249601,0.0263324,0,0.00633294,0.00509185,0.0139802,0,0,0,0,0.0139591,0.00431815
1639,0,0.00629998,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0479691,0.0106107,0.01048,0,0,0.0192042,0,0.0275299,0.010144,0.0631591,0.0214555,0.0438906,0.0146905,0.00500089,0.0101322,0.0153857,0.0215739,0.0048105,0.0355864,0.0153313,0.0217827,0.00602673,0.00760001,0.0581627,0.0209248,0.0151063,0.0044524,0.0234112,0.0172154,0.0230284,0.00505519,0.0050375,0,0,0.0480395,0,0.0194895,0.0263902,0.0682728,0.0204595,0.0161208,0.0177639,0.00346904,0.00796798,0.00945606,0.0607726,0.0159018,0.0176479,0.00980301,0.0317552,0.0113408,0.00901439,0.0242058,0.0260953,0,0.0061451,0.00524956,0.0141071,0,0,0,0,0.0137231,0.00459438
1640,0,0.00654423,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0508857,0.0106873,0.0100523,0,0,0.0188305,0,0.0275397,0.00984622,0.0629206,0.022276,0.0440915,0.0150587,0.00426897,0.0100142,0.0156778,0.021901,0.00510292,0.0356232,0.0158277,0.0225961,0.00618582,0.00695869,0.0621819,0.0207765,0.0150334,0.00478478,0.0215728,0.0170061,0.0230328,0.00489847,0.0052568,0,0,0.0480238,0,0.0195698,0.0264158,0.0679725,0.0211053,0.0157971,0.0187186,0.00312155,0.0081888,0.0100367,0.0616963,0.0173879,0.0178099,0.00970314,0.0317372,0.011189,0.00902485,0.022234,0.0251302,0,0.00614262,0.00556308,0.0141314,0,0,0,0,0.0137149,0.00472101
1641,0,0.00673702,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535713,0.0108571,0.00970037,0,0,0.0182953,0,0.0274528,0.00949851,0.0628148,0.0229314,0.0441576,0.0154064,0.00357696,0.00983767,0.0159528,0.0222369,0.00499082,0.0355874,0.0163559,0.02331,0.00641493,0.00638091,0.0659279,0.0203337,0.0149924,0.00487399,0.0194731,0.016845,0.0227336,0.00470207,0.00540293,0,0,0.0479092,0,0.0196922,0.0264001,0.0676928,0.0219247,0.0155394,0.0195057,0.00271648,0.00819964,0.010723,0.0626558,0.0189194,0.0178677,0.00969034,0.0317273,0.0108613,0.00887021,0.0196279,0.0255006,0,0.00629436,0.00583248,0.0140801,0,0,0,0,0.0138155,0.0046632
1642,0,0.00689084,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0562942,0.0110399,0.0094262,0,0,0.0176619,0,0.027359,0.00918025,0.0628035,0.0237695,0.0441241,0.0157946,0.0030691,0.00973701,0.0162803,0.0227603,0.00584004,0.0356758,0.0168935,0.0239932,0.00656356,0.00580833,0.0698219,0.0200414,0.01494,0.00483557,0.0170084,0.0166665,0.0222049,0.00449663,0.0055449,0,0,0.0478839,0,0.0198219,0.0264233,0.0674766,0.0229041,0.0154116,0.0200954,0.00232945,0.00805157,0.0114922,0.0636121,0.0203244,0.0177817,0.00953095,0.0316423,0.010336,0.00844435,0.016432,0.025336,0,0.00637974,0.00597552,0.013608,0,0,0,0,0.013873,0.00445593
1643,0,0.00702973,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0587479,0.0112848,0.00907069,0,0,0.0168986,0,0.0272215,0.00882861,0.062857,0.0250565,0.0440755,0.0162119,0.0028112,0.00989927,0.0167472,0.0234719,0.00617554,0.0356388,0.0172991,0.0245019,0.00651479,0.00542054,0.073572,0.0196162,0.0149354,0.00508841,0.0139889,0.0164303,0.0214535,0.00442161,0.00537681,0,0,0.047806,0,0.0200385,0.026452,0.0672599,0.0238588,0.0155279,0.0204471,0.00213488,0.00750167,0.012191,0.0646212,0.0215918,0.0174662,0.00904637,0.0315256,0.00973344,0.00787137,0.0123514,0.0257093,0,0.0064382,0.00613891,0.0126121,0,0,0,0,0.0135649,0.0051183
1644,0,0.00740888,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0607788,0.0116064,0.00821538,0,0,0.015829,0,0.0270599,0.00831205,0.0628778,0.0258295,0.0440536,0.016912,0.00233276,0.0104186,0.0172424,0.0240785,0.0063819,0.0350159,0.0175621,0.0250383,0.00633445,0.00525883,0.0765948,0.0192639,0.0148586,0.0061532,0.0109433,0.0160642,0.0202857,0.0043859,0.00526983,0,0,0.0478397,0,0.0203969,0.026598,0.067092,0.0240073,0.0156495,0.0202593,0.00158089,0.00682941,0.0126118,0.0655011,0.0225355,0.0168973,0.00827464,0.0314121,0.00908465,0.00727219,0.00816165,0.025909,0,0.0065396,0.00662988,0.0120228,0,0,0,0,0.0133632,0.00890395
1645,0,0.00752422,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063389,0.011615,0.00774383,0,0,0.0154039,0,0.0269862,0.00811726,0.0626966,0.0264489,0.0439395,0.0179476,0.0023484,0.0108462,0.0177099,0.0249181,0.00736791,0.0343186,0.0179209,0.026013,0.00626305,0.00508689,0.0798356,0.0191748,0.0148807,0.00606094,0.00793668,0.0159437,0.0191678,0.0045339,0.00563089,0,0,0.0480953,0,0.0205443,0.0268188,0.0669458,0.0232604,0.0160116,0.01936,0.00156688,0.00692843,0.0126349,0.0660166,0.0227598,0.0159643,0.00711209,0.0311822,0.00843892,0.00686398,0.00380999,0.0262298,0,0.00665755,0.00669997,0.0121924,0,0,0,0,0.0132738,0.0109808
1646,0,0.00776816,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0654122,0.0117288,0.00646939,0,0,0.0152305,0,0.0268927,0.00805032,0.0627927,0.0273502,0.0439876,0.0187539,0.00140666,0.0110695,0.0182746,0.0256459,0.00779913,0.0347714,0.0182543,0.0265325,0.00589769,0.00496819,0.0827921,0.0191059,0.0148376,0.00590888,0.00904162,0.0158322,0.0189209,0.00480977,0.00580194,0,0,0.0484346,0,0.020646,0.0271045,0.0667194,0,0.0160626,0.0181316,0.000923963,0.00721541,0.0121323,0.0662726,0.0222302,0.0144105,0.00593791,0.030772,0.00831825,0.00782213,0.00467284,0.0266597,0,0.00669528,0.00713948,0.0121337,0,0,0,0,0.0131108,0.0111985
1647,0,0.00771299,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0676132,0.0118122,0.00573126,0,0,0.0149633,0,0.0269009,0.00791324,0.0627294,0.0280972,0.04391,0.0197337,0.00115923,0.0111439,0.0188358,0.0264902,0.0079778,0.0347112,0.018629,0.0273819,0.00598497,0.00497479,0.0858013,0.0192551,0.014796,0.00590531,0.00931723,0.0157334,0.0177464,0.0052562,0.00563386,0,0,0.0487552,0,0.0206925,0.0274056,0.0664992,0,0.0163102,0.0161459,0.00106783,0.00743571,0.0113488,0.0657549,0.0208635,0.0129057,0.0054881,0.0302909,0.00815892,0.00961277,0.00601581,0.027091,0,0.00677676,0.00746886,0.0122024,0,0,0,0,0.0131018,0.011333
1648,0,0.00751948,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0697884,0.0118361,0.00561715,0,0,0.014702,0,0.0269074,0.00778148,0.062572,0.0289215,0.0436982,0.0207476,0.00146792,0.0111773,0.0192331,0.0273756,0.00857674,0.0337629,0.01893,0.0284104,0.00635438,0.00502469,0.0886557,0.0192769,0.0147591,0.00602578,0.0114966,0.0156333,0.0167193,0.00556712,0.00557399,0,0,0.0491298,0,0.0207548,0.0277285,0.0665353,0,0.0166785,0.0134112,0.00102816,0.00764845,0.00996076,0.064746,0.0188287,0.0114163,0.00636101,0.0296248,0.00842479,0.0121552,0.00878596,0.0275807,0,0.00672431,0.00795569,0.0123936,0,0,0,0,0.0130741,0.0117839
1649,0,0.00771397,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716375,0.011782,0.00494025,0,0,0.0146266,0,0.0269652,0.00775487,0.0627483,0.0298478,0.0437519,0.0215426,0.0013354,0.0110125,0.0195085,0.0280825,0.00941741,0.0336113,0.0191296,0.0289827,0.00643163,0.00521529,0.0915813,0.0191788,0.0147628,0.00599186,0.0134765,0.0155786,0,0.0059615,0.00632756,0,0,0.0494733,0,0.0208438,0.0279699,0.0667038,0,0.0168027,0.0101095,0.00137479,0.007996,0.00818187,0.0633618,0.0162018,0.0102569,0.00842253,0.0286547,0.00923124,0.0148194,0.0109102,0.0280413,0,0.0069892,0.00839853,0.0122778,0,0,0,0,0.0129386,0.0123065
1650,0,0.00636977,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0765498,0.0131403,0.00735769,0,0,0.00973923,0,0.0260947,0.00633625,0.0621977,0.0328044,0.0415546,0.0245521,0.00581989,0.00837852,0.022029,0.0319989,0.0114734,0.0344138,0.0204086,0.0309169,0.00645242,0.00508708,0.0989014,0.01653,0.0147645,0.00672323,0.00569997,0.016266,0.0092362,0.00825651,0.00507249,0,0,0.0500714,0,0.0199641,0.0282621,0,0.00623688,0.0219738,0.00772736,0.0079222,0.00901567,0.0128444,0.0492198,0.0112566,0.0115335,0.0129475,0.0332789,0.012161,0.0146371,0.00470204,0.0287271,0,0.00714361,0.0070225,0.00865432,0,0,0,0,0.0125929,0.0116783
1651,0,0.00883888,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0753862,0.0116234,0.0035458,0,0,0.0148378,0,0.0271173,0.00772397,0.0632906,0.0303895,0.043869,0.0229698,0.0013334,0.0108349,0.0199116,0.0289174,0.0107439,0.0324386,0.0192033,0.0295371,0.00636275,0.00590498,0.0966511,0.0203177,0.014663,0.00601449,0.0141097,0.0152688,0.0120134,0.00726608,0.00725841,0,0,0.0500849,0,0.021145,0.0284339,0.0674454,0.013386,0.0174401,0.00449772,0.00162292,0.00827577,0.00752333,0.0584637,0.00946631,0.010745,0.0114355,0.0260191,0.00979702,0.0153851,0.011616,0.028777,0,0.00719631,0.00917089,0.0119129,0,0,0,0,0.0126049,0.0132016
1652,0,0.00899167,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778287,0.0116613,0.00339049,0,0,0.014733,0,0.0271247,0.00752834,0.063524,0.0309843,0.0440644,0.0238963,0.0014957,0.0110803,0.0204536,0.029696,0.0113335,0.0320353,0.0194016,0.0299518,0.00629721,0.00619793,0.0998446,0.0214413,0.0145573,0.00610391,0.016048,0.015073,0.0114227,0.00802147,0.00754056,0,0,0.0502636,0,0.0213228,0.028546,0.0679553,0.0116884,0.0178676,0.00727039,0.0018038,0.00790532,0.00878097,0.056069,0.00876254,0.0121366,0.0128676,0.0247594,0.0107318,0.0154395,0.0122437,0.0287987,0,0.00721487,0.00953214,0.0123877,0,0,0,0,0.0124684,0.0133795
1653,0,0.008885,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0801706,0.0117577,0.00396601,0,0,0.0146958,0,0.0270645,0.0073499,0.0637038,0.0324037,0.0442612,0.0247226,0.00157885,0.0112962,0.021428,0.0305553,0.0115643,0.0327053,0.0197832,0.0304632,0.00611365,0.00639392,0.103565,0.0220257,0.0144732,0.00615859,0.0181356,0.0149966,0.0110702,0.00912046,0.00725097,0,0,0.0504332,0,0.0213815,0.0286516,0.0684417,0.0109067,0.0184213,0.0111687,0.00222837,0.00763028,0.0103577,0.0539236,0.010539,0.0133217,0.0139567,0.0237216,0.0117046,0.0151487,0.0130625,0.0288104,0,0.00727809,0.00937388,0.0125921,0,0,0,0,0.012212,0.013458
1654,0,0.0089364,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0827326,0.0118442,0.00491002,0,0,0.0149155,0,0.0270074,0.00732561,0.0637753,0.0337881,0.0442567,0.0255124,0.00181488,0.0114538,0.0223115,0.0312856,0.0117874,0.033266,0.0201245,0.0310542,0.00588791,0.00658944,0.107031,0.0223861,0.014405,0.00618701,0.0231085,0.0148363,0.0133234,0.00960564,0.0064841,0,0,0.0506585,0,0.0214524,0.0288764,0.0686772,0.0111384,0.0187318,0.0148956,0.00157625,0.00736198,0.0121175,0.0526388,0.0134534,0.0153432,0.0163488,0.0230447,0.0134072,0.0168552,0.0178128,0.0288288,0,0.00725546,0.00948763,0.0125332,0,0,0,0,0.012096,0.0133642
1655,0,0.00904895,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0855448,0.0119133,0.0054369,0,0,0.0151715,0,0.0269935,0.00729717,0.0638905,0.0350514,0.0442228,0.0265231,0.00185675,0.0115996,0.022903,0.0322672,0.0124405,0.0337297,0.0206207,0.0319204,0.00585774,0.0068183,0.111077,0.0228635,0.0143328,0.00592211,0.0336246,0.0147114,0.023976,0.00980442,0.00687851,0,0,0.0508741,0,0.0215113,0.0290254,0.0687133,0,0.019091,0.0186117,0.00275976,0.00718898,0.0140271,0.0516756,0.0165145,0.01817,0.0216129,0.0240356,0.0187726,0,0.028958,0.0288933,0,0.00727616,0.00974179,0.0125311,0,0,0,0,0.0120848,0.013052
1656,0,0.00928855,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0878825,0.0118827,0.00517375,0,0,0.0157094,0,0.0270182,0.00731683,0.0640099,0.0358787,0.0442576,0.0275855,0.00210175,0.0119358,0.0233093,0.0331305,0.013231,0.0338135,0.0210017,0.0326471,0.00589788,0.00707593,0.114376,0.0233846,0.0142696,0.00617085,0.0434525,0.0145661,0.0316647,0.00985477,0.00759099,0,0,0.0511119,0,0.0216313,0.02918,0.0683957,0.0277747,0.0191434,0.0213328,0.00385501,0.00718378,0.0162074,0.0513112,0.0196326,0.0207134,0.0252934,0.025646,0.0227576,0.0266757,0.0389294,0.0290323,0,0.00729787,0.00986828,0.0128084,0,0,0,0,0.011952,0.0127016
1657,0,0.00950015,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0897301,0.0118543,0.00505282,0,0,0.0162106,0,0.0270219,0.00743539,0.0641011,0.0368737,0.0443795,0.0286306,0.0022422,0.012219,0.0237404,0.0339445,0.0141635,0.0334574,0.0213455,0.0332424,0.00590993,0.00720131,0.116987,0.0238826,0.0142315,0.00680662,0.0516607,0.0144359,0.037856,0.00989824,0.00832563,0,0,0.0513056,0,0.021721,0.0292853,0.0681258,0.0339254,0.0191249,0.0234264,0.00412964,0.00722768,0.0185424,0.0509761,0.0222982,0.0231432,0.0292716,0.0277049,0.0267591,0.0314084,0.0466191,0.0292075,0,0.00728169,0.00998347,0.0130255,0,0,0,0,0.0114393,0.012399
1658,0,0.0096259,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0914669,0.0118285,0.00522801,0,0,0.0167834,0,0.0270097,0.00804822,0.0641626,0.0380338,0.0445494,0.0296989,0.0023764,0.0123912,0.0242609,0.0347186,0.0148691,0.033329,0.0218337,0.0338867,0.00595397,0.0074395,0.119434,0.024102,0.0142008,0.0074764,0.056701,0.0143308,0.0412905,0.00998855,0.00887513,0,0,0.0514537,0,0.0218012,0.0293839,0.0679023,0.036792,0.0191243,0.0245908,0.00431414,0.00732222,0.0207013,0.0507636,0.0241462,0.0246733,0.0319948,0.0291635,0.0293072,0.0344853,0.0508958,0.0293888,0,0.00724564,0.0101035,0.013156,0,0,0,0,0.0109328,0.0121419
1659,0,0.00958218,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0931845,0.0118148,0.00553968,0,0,0.0177448,0,0.0270078,0.00948462,0.0642368,0.0392744,0.0447103,0.0307551,0.00256865,0.0122998,0.0247907,0.0355869,0.0154012,0.0336409,0.0223682,0.0345412,0.00610719,0.00776661,0.122153,0.0245772,0.0141557,0.0081091,0.0585313,0.0142481,0.0412874,0.00995034,0.00915573,0,0,0.0516213,0,0.021875,0.0294705,0.0678249,0,0.0191282,0.0250527,0.00437285,0.00751644,0.0223987,0.0505412,0.0250741,0.025406,0.0334371,0.0294979,0.0301107,0.0361316,0.0515494,0.0295878,0,0.00719231,0.010084,0.0131328,0,0,0,0,0.0104785,0.0117567
1660,0,0.00951117,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0949113,0.0118552,0.00573602,0,0,0.0193347,0,0.0269836,0.010463,0.0642794,0.0403727,0.0449493,0.0318791,0.00269494,0.0120993,0.0254691,0.0365234,0.0161259,0.0341124,0.0228906,0.0351552,0.00628476,0.0081679,0.124878,0.0250267,0.0141504,0.00856653,0.0568316,0.0141983,0.0383066,0.0101421,0.00935038,0,0,0.0518275,0,0.0219226,0.0295631,0.0679199,0.0341378,0.0193084,0.0242842,0.00443857,0.00784487,0.0229717,0.0503337,0.0247476,0.0244684,0.0324918,0.0284786,0.0285499,0.0348418,0.0506384,0.0298788,0,0.00712077,0.00999953,0.0130052,0,0,0,0,0.0101225,0.0112529
1661,0,0.00981217,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0967112,0.0117829,0.00530817,0,0,0.0207999,0,0.0270759,0.0114005,0.064161,0.0416241,0.0452449,0.0331381,0.00190892,0.0119076,0.0263133,0.0377866,0.0171123,0.0347366,0.0234304,0.0358537,0.00629716,0.00850384,0.127727,0.0252239,0.0141646,0.00894974,0.0527441,0.0143507,0.0328971,0.0106286,0.00972894,0,0,0.052268,0,0.0216658,0.0297262,0.0682262,0.0295125,0.0196032,0.022853,0.0040781,0.00897418,0.0225073,0.0498972,0.0234974,0.0226813,0.0305046,0.0267743,0.0257109,0.0325644,0.0480244,0.0306648,0,0.0068777,0.0103191,0.0125269,0,0,0,0,0.00978415,0
1662,0,0.0103168,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0983771,0.0116595,0.00441439,0,0,0.0221073,0,0.0271264,0.0121428,0.0637845,0.0433714,0.045894,0.0346047,0.00100678,0.0121077,0.0273345,0.0393479,0.0181564,0.0354227,0.0239608,0.0365446,0.00614427,0.00861043,0.130622,0.026503,0.0142492,0.00959188,0.0479153,0.0143081,0.0258735,0.0112672,0.00936508,0,0,0.0523241,0,0.0217151,0.0298058,0.0684801,0,0.0197754,0.0210451,0.00354376,0.00937816,0.0211412,0.04954,0.0217221,0.020279,0.0278618,0.0246652,0.0220668,0.0299148,0.044317,0.0309853,0,0.00694533,0.011049,0.0118713,0,0,0,0,0.0090708,0
1663,0,0.00750186,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112339,0.0120809,0.0188983,0,0,0.0223256,0,0.0267667,0.012448,0.0712741,0.0472627,0,0.046059,0.0157969,0.00984731,0.0345482,0.0508272,0.0266773,0.0291441,0.0290964,0.0450515,0.0108165,0.0124601,0.147467,0.0272416,0.0145395,0.00933286,0.0407758,0.0177037,0.0203936,0.0090036,0.0072995,0,0,0.0530044,0,0.0178526,0.0298888,0.0663271,0.0192174,0.0107239,0.0176511,0.0148117,0.0134441,0.0176581,0.0513216,0.0187214,0.0155382,0.0233158,0.020927,0.0176554,0.0247403,0.0384277,0.03211,0,0.00679402,0.0112397,0.00533053,0,0,0,0,0.0119804,0
1664,0,0.00967219,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0991035,0.0114889,0.0052838,0,0,0.0253262,0,0.0271942,0.0139911,0.0638319,0.0459858,0.0454492,0.0366448,0.00198185,0.012777,0.0284947,0.0409105,0.0205501,0.0363638,0.0242516,0.0366308,0.00610874,0.0092001,0.132894,0.030431,0.0146222,0.00940727,0.0402239,0.0144363,0.0138047,0.0100764,0.00942754,0,0,0.0524949,0,0.0214477,0.0296811,0.0688321,0.0171068,0.0186523,0.0156247,0.00353006,0.0101223,0.0159413,0.0492511,0.0168197,0.0134423,0.0202503,0.0223667,0.0140336,0.0222774,0.040315,0.0312456,0,0.00666013,0.0102051,0.0119363,0,0,0,0,0.00748459,0
1665,0,0.00955808,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10385,0.0113835,0.0107264,0,0,0.0266629,0,0.0272606,0.0152467,0.0593291,0.0437499,0.0403363,0.0415872,0.00616747,0.0140519,0.0318136,0.044858,0.0261779,0,0.027505,0.0410762,0.00664506,0.00447602,0.13824,0.0317781,0.0147837,0.00998217,0.045721,0.0141139,0.0155396,0.00997875,0.0114719,0,0,0.0527071,0,0.0219939,0.0298006,0.0693768,0.0206448,0.0214421,0.0135472,0.00872617,0.0110812,0.0150095,0.0499367,0.0154395,0.0141558,0.0197238,0.0231248,0.0136081,0.0234707,0.0477054,0.0317223,0,0.00702207,0.00884611,0.0162298,0,0,0,0,0.0101465,0
1666,0,0.00918004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100543,0.0116696,0.00569245,0,0,0.0282368,0,0.0270294,0.0162284,0.0636649,0.0495888,0.0451867,0.0391358,0.00341179,0.0127874,0.0305095,0.0425956,0.0230581,0.0393071,0.0252165,0.0370339,0.00604592,0.00990718,0.136244,0.0319549,0.0149834,0.0104962,0.0433163,0.0147595,0.0162071,0.00919974,0.00737689,0,0,0.0530079,0,0.0209325,0.0297589,0.068291,0.0217532,0.0180058,0.0105719,0.003737,0.0106406,0.0116176,0.0512864,0.0135185,0.0119042,0.0151828,0.0244231,0.0110127,0.0188399,0.0461717,0.0315819,0,0.00636067,0.00933502,0.0124276,0,0,0,0,0.00629789,0
1667,0,0.00983486,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101553,0.0112341,0.00955304,0,0,0.0311418,0,0.0272791,0.0177557,0.0590612,0.0469268,0.0403229,0.0438367,0.00506894,0.0142855,0,0.045863,0.0296649,0,0.0271375,0.0399539,0.00532011,0.00573174,0.13675,0.0328585,0.0152573,0.0109282,0.0497662,0.0142582,0.0198699,0.00876922,0.0100434,0,0,0.0531804,0,0.0216487,0.0299537,0.0680814,0.0270273,0.020271,0.0104344,0.00629535,0.0108845,0.0118066,0.0534138,0.0145866,0.0139758,0.0135907,0.0265116,0.0109142,0.0194897,0.0543933,0.0319614,0,0.00693689,0.00927781,0.0156751,0,0,0,0,0.00792813,0
1668,0,0.00941807,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0926558,0.011324,0.00701167,0,0,0.0324337,0,0.0271346,0.0184433,0.063689,0.053185,0.0451149,0.0374107,0.00358201,0.0134206,0.0283067,0.0391509,0.0243137,0.0440566,0.0226712,0.0321729,0.00734718,0.012517,0.128549,0.0328694,0.0156573,0.0109399,0.046013,0.0148628,0.0207308,0.00873114,0.00690639,0,0,0.0535244,0,0.0206805,0.0299817,0.065879,0.0262163,0.016926,0.0103613,0.00354121,0.0104738,0.0115377,0.056062,0.0155328,0.0145551,0.00914066,0.0287787,0.00937544,0.015336,0.0511794,0.0319274,0,0.00644868,0.00997233,0.0114198,0,0,0,0,0.00602721,0
1669,0,0.00607408,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403871,0.0121033,0.00794229,0,0,0.0325976,0,0.0264207,0.0185581,0,0.0221718,0.0527034,0.0139981,0.00710742,0.0116903,0,0.0237769,0.010005,0.0290293,0.0151587,0.0112599,0.0145475,0.0215526,0.0530302,0.0323794,0.0162049,0.0103113,0.0427755,0.0165169,0.0206483,0.00682755,0.00519372,0,0,0.0541105,0,0.0187004,0.0301568,0.0649493,0.0283594,0.0158942,0.0115622,0.000966769,0.0121555,0.014429,0.0580619,0.0178109,0.0166592,0.00793533,0.0317069,0.00976865,0.0147373,0.0491208,0.0326729,0,0.00615775,0.0068309,0.0079264,0,0,0,0,0.0122842,0
