Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,LILC,x77,
598,0.0114901,0.0111656,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188161,0.0408135,0.0169166,0.0626563,0,0,0.0792758,0,0.0645566,0.0561253,0,0.00471945,0.0123646,0,0.0156603,0.0208314,0.018764,0.0140098,0.0312152,0.00875174,0.00668916,0.00636575,0.0133516,0.0248244,0.0410087,0,0.0413804,0.0204773,0.0190326,0.0222021,0.0256106,0.0124923,0,0,0.0594259,0,0.0152417,0.0420933,0.0790961,0.0272607,0,0.040963,0.0527693,0.0247937,0.0342568,0.0702706,0.0394968,0.0401369,0.0203398,0.0428532,0.0105161,0.0121941,0.017272,0.0451681,0.0140076,0.0142459,0.0138544,0.013816,0,0,0,0.0866672,0,0
599,0.0113219,0.01142,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017893,0.0407382,0.0167206,0.0629182,0,0,0.0795847,0,0.0645524,0.056021,0,0.00508377,0.0128383,0,0.0152143,0.0207528,0.0191426,0.0141984,0.0310337,0.00902496,0.00688542,0.00659584,0.0131426,0.0229077,0.0409616,0,0.04139,0.016915,0.018045,0.0223742,0.0256523,0.0125452,0,0,0.0595257,0,0.0160446,0.0417999,0.0790618,0.0289447,0,0.0406456,0.052519,0.0256444,0.0339493,0.0701064,0.0392186,0.0392861,0.0189865,0.0427316,0.00988913,0.0107153,0.0131282,0.0458598,0,0.0140729,0.0140633,0.0139544,0,0,0,0.0866093,0,0
600,0.011194,0.0117929,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167093,0.0408183,0.0164125,0.0627667,0,0,0.080036,0,0.0646413,0.0559714,0,0.00558439,0.0133125,0,0.0148318,0.0206263,0.0195521,0.0142889,0.0309755,0.00928563,0.0068816,0.00696764,0.0130406,0.0209422,0.0407338,0,0.0414163,0.0135024,0.0180998,0.0225602,0.0252245,0.0126764,0,0,0.0597613,0,0.0159687,0.0420199,0.0788262,0.0307443,0,0.0404109,0.0521157,0.0260005,0.0335391,0.0699624,0.0389786,0.0382614,0.0177856,0.0426479,0.00923283,0.00950425,0.00908387,0.0462857,0,0.0144234,0.0143249,0.0140846,0,0,0,0.0866336,0,0
601,0.0109642,0.0121369,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155769,0.0408129,0.0160787,0.0627698,0,0,0.080165,0,0.0646203,0.0559707,0,0.00604588,0.013901,0,0.0143256,0.0205593,0.02005,0.0144533,0.0309669,0.00961621,0.0069238,0.00701831,0.0129984,0.0192169,0.0407935,0,0.041381,0.0105199,0.0181643,0.0226085,0.025016,0.0128547,0,0,0.0600515,0,0.0159361,0.0422658,0.0785843,0.0322438,0,0.0399454,0.0518494,0.0263291,0.0327782,0.0695591,0.0384469,0.0369623,0.0167178,0.0425962,0.00872819,0.00890043,0.00544981,0.0467783,0,0.0146705,0.0143828,0.0143541,0,0,0,0.0865807,0,0
602,0.010938,0.0125662,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149583,0.0406775,0.0158801,0.0629798,0,0,0.0802265,0,0.0645673,0.0558953,0,0.00676422,0.0147174,0,0.0137862,0.0206789,0.0209746,0.014864,0.0309306,0.010039,0.00698159,0.00717062,0.0127022,0.017766,0.0414506,0,0.0412723,0.00789256,0.0182006,0.0226364,0.025311,0.0130064,0,0,0.0604349,0,0.0159085,0.0425798,0.0783617,0.033446,0,0.0392548,0.0517174,0.0268801,0.0317906,0.0693738,0.037722,0.0354929,0.0158663,0.0424766,0.00843553,0.00903002,0.00276383,0.0474548,0,0.0148792,0.0138561,0.0145888,0,0,0,0.0866137,0,0
603,0.0111342,0.0132225,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140484,0.0406791,0.0155413,0.0628553,0,0,0.0802838,0,0.0645251,0.0556824,0,0.00748609,0.015326,0,0.0134115,0.0207365,0.0220083,0.0151856,0.0309584,0.0105623,0.00710609,0.00738456,0.0124468,0.0156728,0.0425001,0,0.0410685,0.00630104,0.0182867,0.0226817,0.0249374,0.0131431,0,0,0.0607392,0,0.0158766,0.0428383,0.0784266,0.0347119,0,0.0386144,0.0512254,0.0272626,0.0307792,0.0697292,0.0371647,0.033958,0.0151804,0.0422917,0.00824813,0.00940705,0.00344704,0.0479726,0,0.0150181,0.0137279,0.0148083,0,0,0,0.0869781,0,0
604,0.0109185,0.0129331,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133562,0.0407061,0.0152871,0.0630648,0,0,0.080405,0,0.0644623,0.0558191,0,0.00808691,0.016062,0,0.0127407,0.0209044,0.0235364,0.0155232,0.031047,0.0110358,0.00726725,0.00760981,0.0124957,0.0140353,0.0425302,0,0.0410387,0.00622075,0.018345,0.0226073,0.0242925,0.0133657,0,0,0.0612004,0,0.0158675,0.0431956,0.0790753,0.0355881,0,0.0375745,0.0505752,0.0278907,0.0296681,0.0701396,0.0364766,0.0321064,0.0146603,0.0420671,0.00821022,0.00940246,0.00642909,0.0487033,0,0.0151649,0.0136644,0.0151313,0,0,0,0.0873418,0,0
605,0.0105254,0.0109961,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133051,0.0403893,0.0156034,0.0642187,0,0,0.0808943,0,0.0643386,0.0562036,0,0.00849412,0.017337,0,0.0120428,0.0213548,0.0252308,0.0161112,0.0309826,0.011631,0.00780013,0.00778995,0.0125542,0.0131206,0.0430358,0,0.0409656,0.00741563,0.0189633,0.0222746,0.0248545,0.0132143,0,0,0.0713851,0,0.0153901,0.05138,0.0790217,0.0358449,0,0.0363194,0.0500338,0.0328754,0.028309,0.070157,0.0354833,0.0297905,0.014107,0.0418322,0.00832819,0.00949648,0.00966908,0.0584648,0.00331916,0.0138051,0.0135524,0.0152364,0,0,0,0.0876448,0,0
606,0.0122314,0.0144725,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134378,0.0396832,0,0.0617369,0,0,0.0821417,0,0.064045,0.0568487,0,0.0107123,0.0173461,0,0.0135321,0.0196459,0.0244326,0.0151135,0.0306288,0.0123916,0.00838072,0.00859025,0.012846,0.0127565,0.0447104,0,0.0405861,0.00567729,0.0207396,0.0199678,0.0169538,0.0128359,0,0,0.0712959,0,0.0138752,0.051082,0.0733318,0.0325589,0.027532,0.0327203,0.0407852,0.0344569,0.0258233,0.0714446,0.0320076,0.0273474,0.0117136,0.037889,0.00547704,0.00735247,0.00931307,0.0578988,0.00500224,0.0143607,0.0184299,0.016454,0,0,0,0.0948175,0,0
607,0.0121105,0.0148264,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127751,0.0394334,0,0.0605574,0,0,0.0823075,0,0.0637625,0.0567133,0,0.0118705,0.0174215,0,0.013392,0.0194626,0.0245851,0.0150577,0.0311349,0.0124324,0.00850526,0.00883537,0.0127025,0.0113301,0.045355,0,0.0403287,0.00705741,0.0209829,0.0194402,0.0165313,0.0129111,0,0,0.0680679,0,0.0135786,0.0486884,0.0728009,0.0320078,0.0269827,0.0317179,0.0405149,0.0332556,0.0245482,0.0711662,0.0314416,0.0258264,0.0110635,0.0375774,0.00559478,0.00750815,0.0110257,0.0551662,0.00602248,0.0148276,0.0182919,0.0165931,0,0,0,0.0950216,0,0
608,0.0119067,0.0154285,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124263,0.0391682,0,0.0606415,0,0,0.0822982,0,0.0634652,0.0566418,0,0.0127081,0.017847,0,0.0129711,0.0196331,0.0251811,0.0152514,0.0312076,0.0126164,0.00898447,0.00898918,0.0124988,0.0107054,0.0452268,0,0.0403229,0.00884164,0.0210522,0.0190126,0.0166034,0.0128753,0,0,0.0686965,0,0.013636,0.0489844,0.0725938,0.0314953,0.0268234,0.0303946,0.0403376,0.033235,0.023284,0.0706273,0.0305917,0.0242533,0.0104248,0.0372731,0.00570803,0.00785256,0.0128366,0.0556587,0.00630494,0.0148886,0.0180398,0.0167139,0,0,0,0.0950086,0,0
609,0.0117716,0.0153426,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122694,0.0388505,0.0148667,0.0608598,0,0,0.0824669,0,0.0630925,0.056805,0,0.013203,0.0180833,0,0.0124705,0.0197521,0.0257043,0.0154015,0.0313006,0.0131742,0.00926835,0.00922134,0.0121763,0.0105151,0.0451976,0,0.0402697,0.0108644,0.0211779,0.0186637,0.0165471,0.0129284,0,0,0.0696158,0,0.0138852,0.0494681,0.0724305,0.0310261,0.0266808,0.0290227,0.0402301,0.0333827,0.022059,0.0700312,0.0298103,0.0227452,0.00981633,0.0370009,0.00575964,0.00837401,0.014998,0.0563857,0.00668743,0.0150331,0.0178103,0.016856,0,0,0,0.0948923,0,0
610,0.0118368,0.0148958,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126095,0.0386188,0.0147342,0.0608818,0,0,0.0828066,0,0.0629196,0.0571257,0,0.0139792,0.0185285,0,0.0120279,0.0203011,0.0265339,0.0156943,0.0314159,0.0136634,0.00945095,0.00959315,0.0122254,0.0109341,0.0454949,0,0.0400793,0.0129189,0.0212181,0.0183681,0.0166351,0.0128554,0,0,0.0704764,0,0.0139989,0.0498907,0.0723444,0.0304562,0.0265996,0.0275908,0.0401345,0.0334916,0.0209585,0.0693965,0.0290209,0.021281,0.00926109,0.0367279,0.00592808,0.00904633,0.0171523,0.0570129,0.00671276,0.0151021,0.0176094,0.0169882,0,0,0,0.0948533,0,0
611,0.012173,0.0145263,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012993,0.0383978,0.0149718,0.0609393,0,0,0.0834011,0,0.0628383,0.057246,0,0.0147292,0.0190811,0,0.0115511,0.0212408,0.0270615,0.0161329,0.0315884,0.0139432,0.00944876,0.0100039,0.0123734,0.011464,0.0460761,0,0.0398591,0.0148422,0.0211761,0.0180378,0.0169114,0.0127739,0,0,0.0712258,0,0.0140224,0.0502451,0.0723065,0.0297269,0.0264955,0.0260154,0.0400359,0.033503,0.019822,0.068879,0.0278321,0.019736,0.00875108,0.0363397,0.00619355,0.00971834,0.0188951,0.057489,0.00674455,0.0151024,0.0173547,0.0170075,0,0,0,0.094774,0,0
612,0.0119999,0.0143594,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133315,0.0381588,0.0149529,0.0611511,0,0,0.0838465,0,0.0627622,0.0568097,0,0.0154096,0.019592,0,0.0111109,0.0218416,0.0279728,0.0164447,0.0317605,0.0140662,0.00904999,0.0101442,0.0124961,0.0121257,0.0467259,0,0.0398696,0.0170408,0.0211424,0.0176899,0.017146,0.0126629,0,0,0.0718742,0,0.0140282,0.0505665,0.0722076,0.0287964,0.0263626,0.0244748,0.0399487,0.0334801,0.018614,0.0682999,0.0264593,0.0182296,0.00833227,0.0357788,0.00646639,0.0104188,0.0206752,0.0578227,0.00682398,0.0150774,0.0171044,0.0169196,0,0,0,0.0946672,0,0
613,0.0117379,0.0142536,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138503,0.0377783,0.0146966,0.0611916,0,0,0.0845249,0,0.0625765,0.0563121,0,0.0160103,0.0200644,0,0.0107683,0.0221815,0.0286081,0.0166859,0.0319261,0.0145248,0.00901976,0.00999286,0.0125674,0.0129698,0.0474089,0,0.0398463,0.0193972,0.0211577,0.0170836,0.0170863,0.0125736,0,0,0.0724136,0,0.0140479,0.0508088,0.0720834,0.0275765,0.0262702,0.0225102,0.0400104,0.03333,0.0173003,0.0674687,0.0248089,0.0169343,0.00798684,0.0351242,0.00672353,0.0111393,0.0226973,0.0579756,0.00690052,0.0150551,0.0169071,0.016806,0,0,0,0.0945446,0,0
614,0.0116005,0.0140921,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142832,0.0372061,0.0142687,0.061121,0,0,0.0854022,0,0.0622015,0.0565657,0,0.0164453,0.0205006,0,0.0106214,0.022345,0.0290584,0.0169453,0.0321096,0.0147879,0.00942361,0.0103535,0.0126648,0.0137987,0.0481145,0,0.0395413,0.0220376,0.0211772,0.016311,0.0167856,0.012491,0,0,0.0727568,0,0.0140407,0.050913,0.0720359,0.0259209,0.0262557,0.0200684,0.040144,0.0329003,0.0159111,0.0663932,0.0227826,0.0159111,0.00777787,0.0343909,0.00691742,0.0117166,0.0249218,0.0578831,0.00693791,0.0150259,0.0167593,0.0168003,0,0,0,0.0944211,0,0
615,0.0114511,0.0138637,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147225,0.0366649,0.0141139,0.0610164,0,0,0.0864096,0,0.0618806,0.0571138,0,0.0168029,0.0208672,0,0.0104554,0.0224438,0.0296808,0.0173446,0.0323513,0.0149009,0.00968599,0.0106886,0.0127874,0.0146333,0.04875,0,0.0395756,0.024365,0.0212197,0.0153823,0.0164991,0.0123804,0,0,0.0729887,0,0.0140512,0.0509761,0.0721086,0.0241112,0.0263072,0.0173094,0.0403934,0.0323475,0.0145151,0.0649641,0.020475,0.0145151,0.007855,0.0336193,0.00709269,0.0122583,0.0274594,0.0576567,0.0069452,0.014995,0.0165764,0.0166791,0,0,0,0.0943205,0,0
616,0.0114234,0.0137939,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152413,0.0361544,0.0139114,0.0614424,0,0,0.0873115,0,0.0616812,0.0575773,0,0.0170183,0.0212022,0,0.010658,0.0226573,0.0304507,0.0177375,0.0326527,0.0149617,0.00982994,0.0107263,0.0129139,0.0155817,0.0491996,0,0.0398434,0.0261035,0.0213475,0.0141078,0.016431,0.0122733,0,0,0.0728952,0,0.0140217,0.0508207,0.0724815,0.021584,0.0264675,0.0140524,0.0410033,0.0313136,0.013237,0.062859,0.0176956,0.0129648,0.00832618,0.0327519,0.00728767,0.0127637,0.0297856,0.0570342,0.00693901,0.0149184,0,0.0164835,0,0,0,0.0938232,0,0
617,0.0113272,0.0135452,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159873,0.0357052,0.0138318,0.0614254,0,0,0.088279,0,0.0614738,0.0578833,0,0.0173325,0.0215296,0,0.0105499,0.0226825,0.0308443,0.0178671,0.033105,0.0150255,0.00996621,0.0106807,0.0130329,0.0170095,0.0500911,0,0.040069,0.0290706,0.0213226,0.0130191,0,0.0122285,0,0,0.0728733,0,0.0140314,0.0507553,0.0729395,0.0194192,0.0269737,0.0109711,0.0415502,0.030485,0.0122981,0.0607189,0.0151973,0.0117488,0.00922992,0.0319408,0.00766859,0.013825,0.0328739,0.0566071,0.00693147,0.0148614,0,0.0162523,0,0,0,0.093433,0,0
618,0.0113786,0.0136388,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016086,0.0352514,0.0138249,0.0609674,0,0,0.0894069,0,0.0613594,0.0580647,0,0.0171958,0.0222333,0,0.010517,0.0229475,0.0313396,0.0180353,0.0330049,0.0150953,0.0099617,0.0106592,0.0132527,0.0174035,0.051159,0,0.0402307,0.0297918,0.0214577,0.0109778,0.0147453,0.0120017,0,0,0.0726087,0,0.0139343,0.0505019,0.0729444,0.0150575,0.0269107,0.00757067,0.0412463,0.0299012,0.0115199,0.0582058,0.0120555,0.0109829,0.0097947,0.0305807,0.00733863,0.013571,0.0332687,0.0559619,0.00696578,0.0148147,0,0.0159114,0,0,0,0.0936011,0,0
619,0.0114756,0.0135693,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166599,0.0347305,0.0135499,0.0604626,0,0,0.0908539,0,0.0611672,0.058363,0,0.0172013,0.022258,0,0.0103183,0.0230224,0.0312643,0.0179069,0.0328829,0.0152001,0.00976366,0.0105151,0.0134009,0.0185549,0.0523264,0,0.0405535,0.0308069,0.0215332,0.00967011,0.0134384,0.0118083,0,0,0.0722983,0,0.0138509,0.0502624,0.0731043,0.0115309,0.0272498,0.00557581,0.0410453,0.0294406,0.0113268,0.0560123,0.0102437,0.0108855,0.010617,0.0293713,0.00715143,0.0136332,0.0339606,0.0553841,0.00708395,0.0148136,0,0.015603,0,0,0,0.0937563,0,0
620,0.0113816,0.0132643,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172597,0.0342501,0.0132038,0.0602862,0,0,0.0922917,0,0.0609735,0.0586954,0,0.0173197,0.0221194,0,0.0100051,0.023285,0.0318301,0.01814,0.0327151,0.0148351,0.00954117,0.0105285,0.0135756,0.0198188,0.0533746,0,0.0412625,0.0314504,0.0215714,0.00906704,0.0126686,0.0116239,0,0,0.0718625,0,0.0138256,0.0499557,0.073518,0.00891057,0.027024,0.00538216,0.0411297,0.0289664,0.0118128,0.0540938,0.0102313,0.0112772,0.0114617,0.0283498,0.00704241,0.0136133,0.0340902,0.0548064,0.0071791,0.0147999,0,0.0153001,0,0,0,0.0936303,0,0
621,0.0109865,0.013043,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181178,0.0339152,0.0127788,0.0601381,0,0,0.0931086,0,0.0608618,0.0591378,0,0.0176503,0.0224461,0,0.00984697,0.0236644,0.032351,0.0184423,0.032784,0.0146064,0.00950346,0.0106702,0.013799,0.0213037,0.0544763,0,0.0420563,0.0318876,0.0215997,0.00908727,0.0120542,0.0113821,0,0,0.0713136,0,0.0137915,0.0495634,0.0739426,0.00745452,0.0267763,0.00611365,0.0413615,0.0282904,0.0128056,0.0526799,0.0112195,0.011883,0.0119346,0.0275841,0.007022,0.0134235,0.0338138,0.054178,0.00727938,0.0147761,0,0.0148857,0,0,0,0.093385,0,0
622,0.0106519,0.0129959,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190815,0.0335894,0.0125211,0.060009,0,0,0.0940354,0,0.0607542,0.0596591,0,0.017819,0.0226974,0,0.00983303,0.0240118,0.0327349,0.0185156,0.032943,0.0145215,0.00946575,0.0108482,0.0139679,0.0229543,0.0555656,0,0.0429604,0.0323015,0.0216889,0.00920748,0.011469,0.0109128,0,0,0.0706467,0,0.0137552,0.0491121,0.0740781,0.00711078,0.0268051,0.00692355,0.0414004,0.0275832,0.0139247,0.0518038,0.0122456,0.0125131,0.0119852,0.0271791,0.00689382,0.0129561,0.0338946,0.0534791,0.00738278,0.014753,0,0.0144347,0,0,0,0.0931862,0,0
623,0.0103868,0.0130203,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195493,0.0332796,0,0.059675,0,0,0.0951785,0,0.0606431,0.0600175,0,0.0177073,0.0232407,0,0.0101482,0.0245382,0.0333552,0.0185798,0.0330722,0.0148311,0.00950083,0.0113427,0.0142762,0.0244311,0.0567044,0,0.0440127,0.0337774,0.0217904,0.00939197,0.0109387,0.010434,0,0,0.0701411,0,0.0137161,0.048828,0.0738135,0.00742781,0.0269003,0.0076468,0.0411378,0.0270398,0.0148524,0.051274,0.0130429,0.013292,0.0120012,0.0271586,0.00681039,0.0128212,0.0356668,0.0529164,0.00755132,0.0148393,0,0.0138991,0,0,0,0.0932267,0,0
624,0.0102932,0.0130985,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206153,0.0330397,0.0114791,0.0597282,0,0,0.0961755,0,0.0606037,0.0600135,0,0.0176195,0.0230515,0,0.0105327,0.0246136,0.033316,0.0184079,0.0333327,0.014905,0.00944093,0.0113948,0.0142908,0.0264475,0.0578309,0,0.0451442,0.0340582,0.0218685,0.00913838,0.0106717,0.010195,0,0,0.0696106,0,0.0137758,0.0484681,0.0735713,0.00789633,0.026989,0.00780122,0.041197,0.0265937,0.0154368,0.0507365,0.0133613,0.0137397,0.0121037,0.027079,0.00636093,0.0122108,0.0364732,0.0524221,0.00756167,0.014932,0,0.0136108,0,0,0,0.0931963,0,0
625,0.0102472,0.0132456,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214285,0.0329239,0,0.0595932,0,0,0.0974349,0,0.0606281,0.060276,0,0.0172905,0.023733,0,0.0109732,0.0251326,0.0337695,0.0185183,0.033432,0.0149638,0.0098851,0.0113869,0.0146102,0.0276902,0.0590025,0,0.0462987,0.0330252,0.0220231,0.00842686,0.0103227,0.00983607,0,0,0.0690771,0,0.0138549,0.0481448,0.0734288,0.008395,0.0269808,0.00738266,0.0411613,0.026179,0.0154635,0.0509624,0.0131077,0.0137124,0.0118349,0.0269651,0.00577051,0.011456,0.0357801,0.0518997,0.00766602,0.0150842,0,0.0132822,0,0,0,0.0935536,0,0
626,0.0101633,0.0133559,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02233,0.03288,0.0105902,0.0596404,0,0,0.0986436,0,0.0607612,0.0607384,0,0.017244,0.0238623,0,0.011312,0.0252201,0.0336843,0.0180249,0.0338347,0.0145026,0.0100242,0.0112868,0.014722,0.0290874,0.0602022,0,0.0474026,0.0297572,0.0220666,0.00906355,0.0102089,0.00954718,0,0,0.068447,0,0.0138317,0.0477127,0.0737102,0.00847916,0.0270583,0.00658896,0.0412677,0.0257567,0.0152246,0.0523737,0.0122281,0.0132041,0.0116575,0.026629,0.005709,0.0108493,0.0318394,0.0513078,0.00782451,0.0150669,0,0.0130418,0,0,0,0.0935589,0,0
627,0.0099998,0.0135324,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232785,0.0328763,0.00983234,0.0595027,0,0,0.0996627,0,0.0608993,0.0612465,0,0.016712,0.0242956,0,0.0116399,0.0254608,0.0344189,0.0175823,0.0342876,0.0143988,0.0102143,0.0111495,0.0148716,0.0306001,0.0609,0,0.0483836,0.0259623,0.0219436,0.00812299,0.0105861,0.0092159,0,0,0.0675853,0,0.0136013,0.0470345,0.0740018,0.00875502,0.0271293,0.00567604,0.0413681,0.025451,0.0146831,0.0528369,0.0109236,0.0125232,0.0109599,0.0262772,0.00435458,0.00990172,0.0276509,0.0505489,0.00791779,0.014888,0,0.0127249,0,0,0,0.093562,0,0
628,0.00984652,0.0139274,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239446,0.0328057,0,0.0596445,0,0,0.100533,0,0.0609626,0.0615672,0,0.0153029,0.025708,0,0.0119268,0.0262441,0.0360674,0.0177727,0.034591,0.0148466,0.0108383,0.0109099,0.0150946,0.031504,0.0613208,0,0.0492869,0.0228267,0.0219374,0.00741246,0.0114074,0.00893485,0,0,0.0664968,0,0.0135404,0.0461722,0.0742581,0.00754574,0.0271669,0.00475545,0.0415079,0.0253161,0.0141582,0.0525114,0.00942444,0.0119171,0.0100343,0.026057,0.00287599,0.00867051,0.0242617,0.049665,0.007654,0.0147285,0,0.0124563,0,0,0,0.0934323,0,0
629,0.0098438,0.0144591,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249133,0.032803,0.00866587,0.0599532,0,0,0.101183,0,0.0609849,0.0618121,0,0.0145772,0.0266322,0,0.0122431,0.0266492,0.0368705,0.0177408,0.0350217,0.0149006,0.0112526,0.0106801,0.0153647,0.0328519,0.0614474,0,0.0500516,0.0217463,0.0220669,0.00729625,0.012349,0.0088905,0,0,0.0653691,0,0.0137775,0.0453109,0.0741422,0.00493479,0.0271834,0.00382374,0.0416508,0.0252661,0.0136989,0.0527431,0.00817349,0.0114271,0.00913368,0.0263036,0.00291902,0.00754318,0.023882,0.0488734,0.00695743,0.0146735,0,0.0123815,0,0,0,0.0932279,0,0
630,0.0102347,0.0150902,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254357,0.0328321,0,0.0603605,0,0,0.101534,0,0.0609586,0.0619626,0,0.0128179,0.0291968,0,0.0123932,0.0280872,0.0393186,0.018555,0.0354125,0.0154885,0.0122735,0.0103741,0.0158933,0.0329508,0.0617464,0,0.0507779,0.0226672,0.0222528,0.00722098,0.0136129,0.0088468,0,0,0.0637979,0,0.0139089,0.0441686,0.0734995,0.00413199,0.0271312,0.00320036,0.0416284,0.0251507,0.0133698,0.0542056,0.00782091,0.0112849,0.00810106,0.0274795,0.00339733,0.0068552,0.0258684,0.0477285,0.0069354,0.0147669,0,0.0123796,0,0,0,0.0931806,0,0
631,0.0105588,0.0154257,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0266654,0.0328783,0,0.0608251,0,0,0.101905,0,0.060849,0.0620282,0,0.0138864,0.0300745,0,0.0124047,0.0280914,0.0392472,0.0185117,0.0359056,0.0159919,0.0134292,0.0109457,0.016233,0.0351321,0.0623042,0,0.051391,0.0243796,0.0224294,0.00890395,0.0151591,0.00885066,0,0,0.0608863,0,0.0137965,0.0421566,0.0721092,0.00642232,0.0269102,0.00441094,0.0414192,0.0244999,0.0135204,0.0569794,0.00933203,0.0118328,0.00727235,0.029762,0.00416532,0.0063711,0.0284828,0.0454171,0.00736349,0.0150619,0,0.0125557,0,0,0,0.0931018,0,0
632,0.0105559,0.0152456,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0268365,0.0328938,0,0.0611168,0,0,0.102193,0,0.0606963,0.0620711,0,0.0148334,0.0311419,0,0.0121292,0.0283028,0.0397028,0.0184624,0.0367532,0.0166647,0.0148363,0.0114144,0.0165923,0.0368361,0.0626547,0,0.0519391,0.0242532,0.0224217,0.0112318,0.0163789,0.00862648,0,0,0.0608391,0,0.0138525,0.0420481,0.0706484,0.00933915,0.0263759,0.00646055,0.0409334,0.0242262,0.0150428,0.0595119,0.0117187,0.0132509,0.00749742,0.0323064,0.00597058,0.00620662,0.0281358,0.045096,0.00724483,0.0147374,0,0.0126781,0,0,0,0.0932451,0,0
633,0.0104428,0.0157938,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256265,0.0331751,0.00794451,0.0621123,0,0,0.103391,0,0.0604804,0.0621316,0,0.0157591,0.0324839,0,0.0113369,0.0287255,0.0409707,0.0185706,0.0381243,0.0176815,0.0171533,0.0119209,0.0172709,0.0369131,0.0643198,0,0.0518571,0.0251489,0.0224692,0.0129684,0.018065,0.00821734,0,0,0.0601299,0,0.0139016,0.0414813,0.0693917,0.0127638,0.0261372,0.00917818,0.0406659,0.0241284,0.0164296,0.0618496,0.0148341,0.0144423,0.00825869,0.0347322,0.00805664,0.00741041,0.0294278,0.0443323,0.00739397,0.0142985,0,0.0128181,0,0,0,0.0933602,0,0
634,0.010726,0.0167595,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232674,0.0332479,0.00936613,0.0622554,0,0,0.102908,0,0.0604646,0.0621068,0,0.0175051,0.0350231,0,0.0109548,0.0302009,0.0434658,0.020014,0.0397417,0.0196925,0.0207257,0.0129269,0.0183369,0.0353578,0.0641638,0,0.0521575,0.022918,0.0224395,0.0127543,0.0194155,0.00788544,0,0,0.058594,0,0.0139028,0.0404051,0.0692951,0.014619,0.0261865,0.0104268,0.040463,0.0237448,0.0170166,0.0622211,0.0160162,0.0149456,0.00892554,0.0356643,0.0092472,0.00886052,0.0272939,0.0429981,0.00807834,0.0141337,0,0.0127415,0,0,0,0.0938579,0,0
