Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,LILC,x77,
35,0.0140836,0.0118485,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0808193,0.0102601,0.0158178,0.0344397,0,0,0.0295162,0,0.0309024,0.0141607,0,0.0223796,0.0379364,0.0275078,0.0142339,0,0.0360088,0.0319295,0.0182894,0.0143074,0.0277162,0.0119677,0.0187021,0.0931776,0.034409,0.0094394,0.00714903,0.020025,0.0187896,0.00349227,0.00570212,0.0152251,0,0,0.0145551,0,0.0194426,0.0165939,0.0692542,0.00640125,0.00551081,0.0156677,0.0229079,0.0223206,0.0144319,0.0676838,0.0176744,0.0116186,0.0154005,0.0315821,0.00959209,0.0171062,0.0205457,0.0165977,0.0184479,0.00879709,0.0109508,0.0114134,0,0,0,0,0,0
36,0.0141751,0.0120959,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0800641,0.0104023,0.0158363,0.0343215,0,0,0.0306625,0,0.0308055,0.014758,0,0.0225702,0.0375521,0.0275897,0.0146884,0,0.0354415,0.0317473,0.0182134,0.0144142,0.0273661,0.0122206,0.0188087,0.0922964,0.0353271,0.00929523,0.00751516,0.0185885,0.0187723,0.00309211,0.00541011,0.0151554,0,0,0.0145882,0,0.0194811,0.016611,0.0693744,0.00650677,0.00559168,0.0146296,0.022726,0.0222149,0.0136519,0.0671302,0.0166108,0.0106457,0.014001,0.0309857,0.00886168,0.015707,0.0190882,0.016814,0.018589,0.0088381,0.0109546,0.0115493,0,0,0,0,0,0
37,0.00787148,0.00918917,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0681161,0.00833164,0.00981747,0.012753,0,0,0.0312405,0,0.0334308,0.0156039,0.0726147,0.014081,0.0246673,0.0224221,0.0161178,0,0.0271948,0.0207314,0.023295,0.00711707,0.0188552,0.0064091,0.0133866,0.0801886,0.0365387,0.00737909,0.00925123,0.0107721,0.0160827,0.00274396,0.00862151,0.00559554,0,0,0.0101952,0,0.0221195,0.0104277,0.0720477,0.00274383,0.00542829,0.0130194,0.0165935,0.0160369,0.00982232,0.0655588,0.0148975,0.00715328,0.0104037,0.0308308,0.00663588,0.0104258,0.010162,0.0149343,0.0165945,0.00549671,0.00695173,0.0118852,0,0,0,0,0,0
38,0.00799285,0.00913185,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0682327,0.00848794,0.00982425,0.0129748,0,0,0.0320615,0,0.033399,0.0159748,0.0725067,0.0144637,0.0247079,0.0223771,0.016313,0,0.0270582,0.02074,0.0231382,0.00728427,0.0187599,0.0066091,0.013438,0.0801665,0.037198,0.00736617,0.00954282,0.00961244,0.0161089,0.0024601,0.00830752,0.00565832,0,0,0.0103316,0,0.0221814,0.0104453,0.0721784,0.00271462,0.00570859,0.0115812,0.016553,0.015951,0.00855113,0.0647106,0.0134191,0.00599275,0.00857055,0.0302362,0.00569958,0.00846003,0.00800147,0.0150598,0.0168752,0.00562311,0.00682768,0.0118365,0,0,0,0,0,0
39,0.00813303,0.00924476,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0681517,0.00862944,0.00974154,0.013407,0,0,0.0328469,0,0.0333607,0.0164213,0.0723102,0.0146608,0.0242336,0.0225524,0.0165202,0,0.0265778,0.0205706,0.0231034,0.00749022,0.0184278,0.00690843,0.0134945,0.0796038,0.0378554,0.00740435,0.0097807,0.00818689,0.0161966,0.00226484,0.00808569,0.00572705,0,0,0.0106039,0,0.0222501,0.0106835,0.0722684,0.00284068,0.00594579,0.00993262,0.016688,0.0159197,0.00710789,0.0637362,0.0117013,0.00476406,0.00663616,0.029616,0.00465223,0.00635336,0.00585014,0.015228,0.0168442,0.00583691,0.00678853,0.0118623,0,0,0,0,0,0
40,0.00658543,0.0069033,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0672515,0.0090453,0.00931436,0.0140979,0,0,0.0222787,0,0.0316345,0.0125929,0.071819,0.0147364,0.0235172,0.0213934,0.0148882,0.0203789,0.0254721,0.0203492,0.0234188,0.00727823,0.0176666,0.00690299,0.0135223,0.0782036,0.0278222,0.0114052,0.00688235,0.00680115,0.0164612,0.00232849,0.00687875,0.00536308,0,0,0.0107161,0,0.0221774,0.0113362,0.0719067,0.00351132,0.00562501,0.008098,0.0171094,0.0143921,0.00577785,0.0628441,0.00989409,0.0041341,0.0045769,0.0285666,0.00356873,0.00429609,0.00437703,0.0146114,0.0167031,0.00636895,0.00493104,0.0111235,0,0,0,0,0,0
41,0.00556669,0.00605358,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0659916,0.00880217,0.00915041,0.0143143,0,0,0.02969,0,0.0317443,0.0126872,0.0718375,0.0145193,0.0224906,0.0209715,0.00897872,0.0202993,0.0239772,0.0200039,0.0232774,0.00772047,0.0169224,0.00741532,0.0136229,0.0764421,0.0266506,0.0122478,0.0037814,0.00585112,0.0165641,0.00227491,0.00601031,0.00503098,0,0,0.0109217,0,0.022259,0.0115496,0.0719795,0.00368851,0.00591764,0.00613686,0.0171284,0.0138788,0.00417443,0.0615665,0.0079086,0.00381678,0.00273524,0.0280483,0.0025683,0.00251513,0.0027808,0.0145449,0.0166762,0.00663151,0.00453489,0.0102992,0,0,0,0,0,0
42,0.00828026,0.00884563,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0626308,0.008845,0.00897953,0.0127062,0,0,0.0338743,0,0.0333424,0.0171281,0.0724708,0.0139183,0.020332,0.0221008,0.0170245,0.0203464,0.0214968,0.0191684,0.022909,0.00926471,0.0156675,0.00872038,0.0139494,0.0728694,0.0386426,0.00747982,0.0105594,0.00484705,0.0162452,0.0022775,0.00696871,0.00583824,0,0,0.0113765,0,0.0227066,0.0110356,0.072453,0.00342288,0.00732036,0.0040801,0.0164593,0.0153151,0.00235641,0.0598605,0.00587083,0.00403693,0.0010912,0.0279556,0.00146803,0.00132711,0.00170171,0.015642,0.0168925,0.00639427,0.00624526,0.0119813,0,0,0,0,0,0
43,0.00867339,0.0047063,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0454853,0.00861197,0.0027001,0.00821434,0,0,0.0280356,0,0.031822,0.0124853,0.0627902,0.0163158,0.00822796,0.0137555,0.0112878,0.012429,0.0112111,0.00992486,0.0294842,0.0100124,0.00789841,0.00794323,0.0119413,0.0555823,0.0264864,0.0126752,0.00428886,0.00450062,0.0149391,0.00239586,0.00572382,0.012778,0,0,0.0141613,0,0.0253926,0.00965266,0.074454,0.00324506,0.0145824,0.00198803,0.00936203,0.00970558,0.00218345,0.05721,0.0035105,0.00600503,0.00201237,0.0288094,0.00109615,0.00290719,0.0039452,0.0150683,0.0148837,0.00719835,0.00236791,0.0171783,0,0,0,0.0489915,0,0
44,0.00576248,0.00583253,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0593989,0.00870771,0.00859459,0.014066,0,0,0.0285657,0,0.0319302,0.0119313,0.072351,0.0138152,0.0187072,0.020691,0.00968753,0.0197244,0.0194888,0.0184585,0.0227503,0.0103616,0.0141422,0.00962331,0.0142042,0.069284,0.0258514,0.0126807,0.00450624,0.00507882,0.0166553,0.00273104,0.0053483,0.00514052,0,0,0.0113921,0,0.0226438,0.0117542,0.0721715,0.00423598,0.00719638,0.00204157,0.0171422,0.0135638,0.00341147,0.0571238,0.00167039,0.00658775,0.002209,0.026249,0.000901461,0.00257028,0.00277303,0.0148619,0.0169117,0.00728094,0.00438419,0.0107215,0,0,0,0,0,0
45,0.00827793,0.00451404,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0562307,0.00898516,0.0180798,0.00643288,0,0,0.0274539,0,0.031665,0.0120668,0.0628027,0.0179125,0.00707697,0.0137208,0.0111742,0.0137888,0.0125141,0.00601427,0.0294765,0.0100597,0.015166,0.00448139,0.0117232,0.0676257,0.0264344,0.0128557,0.00443786,0.00484078,0.0150825,0.00270897,0.00677308,0.0123849,0,0,0.0142657,0,0.0254633,0.0100409,0.0742623,0.00409993,0.0152485,0.00286524,0.00904462,0.00992466,0.00504124,0.0541522,0.00163135,0.00792984,0.00382816,0.0275363,0.00162815,0.00445446,0.00581632,0.0151834,0.0153003,0.00756318,0.00309346,0.0167451,0,0,0,0.0503514,0,0
46,0.00823271,0.00444132,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05627,0.0100433,0.0184225,0.00625244,0,0,0.0279274,0,0.0312457,0.0129186,0.0628815,0.0180451,0.00721749,0.0133844,0.0113564,0.0137438,0.0122902,0.00625033,0.0293587,0.0100178,0.0150241,0.0047463,0.0119495,0.0678163,0.027188,0.0122832,0.00480618,0.0054351,0.01511,0.00301201,0.00698881,0.0123674,0,0,0.014507,0,0.0255317,0.0103348,0.0743764,0.00459138,0.015438,0.00459799,0.00886287,0.00995101,0.00673357,0.0528353,0.00350183,0.00897242,0.00470782,0.0270333,0.00215979,0.00510146,0.00641335,0.0152996,0.0154768,0.0077946,0.0033739,0.0167077,0,0,0,0.0504412,0,0
47,0.00824491,0.00441445,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0567202,0.0105599,0.0187863,0.00617191,0,0,0.0283169,0,0.0309244,0.0134483,0.0630274,0.0181645,0.0072436,0.0131108,0.011694,0.0136732,0.0122587,0.00631639,0.0292626,0.00986946,0.0150922,0.00502278,0.0121853,0.0684255,0.0276162,0.0120697,0.00527326,0.00614955,0.0151735,0.00319502,0.00702202,0.0123645,0,0,0.0146627,0,0.0256392,0.0104327,0.0745001,0.00505869,0.0155418,0.00618467,0.0085623,0.00983068,0.00824375,0.051718,0.00528699,0.00970374,0.0056069,0.0266017,0.00260912,0.00575521,0.006865,0.0153093,0.0158193,0.00801326,0.0030692,0.0167348,0,0,0,0.0504494,0,0
48,0.00826262,0.00428249,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0549543,0.0107039,0.0188613,0.0060932,0,0,0.0286352,0,0.0306762,0.013705,0.0632889,0.0187557,0.00807147,0.0128249,0.0118373,0.0139298,0.0119256,0.00717509,0.0292235,0.0105541,0.0143932,0.00480264,0.0120477,0.0661665,0.028023,0.0119815,0.005559,0.00651407,0.0152495,0.00319279,0.00712481,0.0123656,0,0,0.014811,0,0.0258102,0.0105511,0.0745153,0.00567977,0.0158439,0.00760726,0.00819039,0.00970836,0.00959527,0.0508049,0.0067312,0.00999845,0.00638102,0.0261519,0.00298066,0.00616371,0.00683774,0.0153057,0.0161501,0.00821735,0.00304464,0.0167567,0,0,0,0.0505155,0,0
49,0.00821276,0.00420231,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0552306,0.0108088,0.0191818,0.00599006,0,0,0.0288779,0,0.0305266,0.0138154,0.0631962,0.0187479,0.0081886,0.0126636,0.0118416,0.0140028,0.0119506,0.00741004,0.0291341,0.0105373,0.0143793,0.00500096,0.0122862,0.0661016,0.0283133,0.0119759,0.00573488,0.00668448,0.0152814,0.00318054,0.00729298,0.0122781,0,0,0.0148463,0,0.0258564,0.0107365,0.0745098,0.00640945,0.0160724,0.00882463,0.00801385,0.00965514,0.0107665,0.0501094,0.00800336,0.010529,0.00698883,0.0257939,0.00326789,0.00646441,0.00651115,0.0152444,0.0166384,0.0083947,0.00329059,0.0166675,0,0,0,0.0506206,0,0
50,0.00817479,0.00415285,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0550615,0.0103779,0.0193782,0.00617977,0,0,0.0284234,0,0.0307108,0.0133572,0.0630238,0.0187035,0.00828203,0.012638,0.011923,0.0141129,0.0119363,0.00761405,0.0290791,0.0104043,0.0142982,0.00516956,0.0125165,0.0660804,0.0281336,0.0124664,0.00553348,0.0072717,0.0153308,0.00322673,0.00755373,0.0122637,0,0,0.0150001,0,0.0258591,0.0108801,0.0745002,0.00709328,0.0162037,0.00976793,0.00794174,0.00956703,0.0117711,0.0495612,0.00908614,0.0111696,0.00749288,0.0255677,0.00348539,0.00668365,0.00569181,0.0151998,0.0167266,0.00865008,0.00370549,0.01664,0,0,0,0.0506917,0,0
51,0.00797907,0.00403817,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0550694,0.00912671,0.0195082,0.00621865,0,0,0.0272057,0,0.0313432,0.0121974,0.0628672,0.0186258,0.0083858,0.0124524,0.0119976,0.0142856,0.0120258,0.00776818,0.0289969,0.0102092,0.0141195,0.00530761,0.0127431,0.0661641,0.027424,0.0137505,0.00541615,0.00725895,0.0154315,0.00328401,0.0077822,0.0121584,0,0,0.0150179,0,0.0259371,0.0110406,0.0744507,0.00814982,0.0163193,0.0104942,0.00786133,0.00931584,0.0126426,0.0491619,0.00992145,0.0116326,0.00778257,0.0254609,0.00351739,0.006666,0.00465159,0.0150187,0.0171438,0.00883651,0.00365249,0.0165435,0,0,0,0.0507665,0,0
52,0.00777747,0.00395927,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0552553,0.00864478,0.0196152,0.00604292,0,0,0.0269807,0,0.0314006,0.011914,0.0626959,0.0186067,0.00849322,0.0122229,0.0119019,0.0144386,0.0121652,0.00789625,0.028937,0.010126,0.0139326,0.00542271,0.0129078,0.0662903,0.0272583,0.0143686,0.00580633,0.00729137,0.0154892,0.0034639,0.00797113,0.0120793,0,0,0.0152029,0,0.0259982,0.011393,0.0743703,0.00946473,0.0164437,0.0110234,0.00778465,0.00902195,0.0132778,0.0488734,0.0105097,0.0118432,0.00773351,0.0254608,0.0033862,0.00643785,0.00358303,0.0148999,0.0169509,0.00908321,0.00388821,0.0163981,0,0,0,0.0509503,0,0
53,0.00764601,0.00393486,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055634,0.00872208,0.0197138,0.00588723,0,0,0.0272215,0,0.0313397,0.0120627,0.0625513,0.01864,0.00886102,0.0120933,0.0118035,0.0145525,0.0122855,0.00801875,0.0288973,0.0101204,0.0139218,0.0055082,0.0130153,0.0666639,0.0273795,0.0144877,0.00606605,0.00751477,0.015461,0.00368945,0.00820635,0.0120356,0,0,0.0155891,0,0.0260143,0.0116976,0.0742862,0.0109344,0.0166721,0.0113937,0.00777392,0.00876126,0.0136334,0.0486732,0.0108573,0.011881,0.00721364,0.0254854,0.00311792,0.00606235,0.00298702,0.0149079,0.0164223,0.00938471,0.00400002,0.0162347,0,0,0,0.0512276,0,0
54,0.00512926,0.00424836,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0681704,0.00889203,0.0249058,0.0183498,0,0,0.0271516,0,0.0310195,0.0119979,0.0727429,0.0198886,0.0174289,0.0211642,0.00988795,0.0212398,0.0191921,0.015659,0.0214922,0.013592,0.0191103,0.0131551,0.0180372,0.0796348,0.0264182,0.0146409,0.00594349,0.00930232,0.0171521,0.00408538,0.00504128,0.00633114,0,0,0.0130378,0,0.0231987,0.0140598,0.0717688,0.0131704,0.01088,0.0111706,0.0184327,0.011662,0.0129679,0.0505351,0.0106207,0.0108599,0.00571015,0.0233475,0.00172466,0.00388297,0.00457031,0.014502,0.018527,0.00985258,0.00510476,0.00819772,0,0,0,0,0,0
55,0.00758054,0.00397342,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0572153,0.00858544,0.0201792,0.0063573,0,0,0.026817,0,0.0312117,0.0126735,0.0623347,0.0184886,0.00924132,0.013253,0.0120401,0.0147256,0.0126905,0.00806391,0.0289267,0.0101583,0.0141197,0.0056897,0.0131429,0.0680559,0.0274252,0.0148746,0.00616482,0.00826798,0.0155909,0.00457126,0.00871539,0.0120854,0,0,0.0156852,0,0.0261375,0.0119266,0.0741385,0.0143696,0.0172924,0.0118315,0.00861474,0.00845019,0.0138825,0.048469,0.0111251,0.011495,0.00576295,0.0255099,0.0023266,0.00532704,0.00393686,0.0143363,0.017038,0.00967684,0.00444286,0.0161265,0,0,0,0.0514165,0,0
56,0.00743179,0.00394525,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0574829,0.00844268,0.020229,0.00642408,0,0,0.026514,0,0.0312786,0.0126506,0.0623367,0.0183674,0.00910454,0.0135147,0.0120878,0.0148973,0.0129351,0.00810808,0.0287812,0.0102675,0.0141793,0.0058182,0.013281,0.0686436,0.0274458,0.0152896,0.00639651,0.00864789,0.0156589,0.00557299,0.00879057,0.0120428,0,0,0.0158685,0,0.0262612,0.0121688,0.0740272,0.016238,0.0174593,0.0118396,0.00871931,0.00819994,0.0138081,0.0485007,0.011078,0.0113247,0.00507424,0.0256194,0.00210927,0.00527071,0.0044868,0.0140786,0.0169624,0.00981509,0.00435138,0.015984,0,0,0,0.051524,0,0
57,0.00831404,0.00522197,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0589897,0.00765397,0.0205101,0.00809313,0,0,0.0361647,0,0.0331668,0.0193727,0.0625515,0.0184314,0.00912778,0.0167135,0.0171318,0.0149048,0.0132033,0.00810757,0.0288232,0.0105002,0.0146449,0.00592399,0.013245,0.0704771,0.0390612,0.0109097,0.0128584,0.00880226,0.0154146,0.00706354,0.0105479,0.0122523,0,0,0.0170656,0,0.0265557,0.0126327,0.0743023,0.0183828,0.0193185,0.0116933,0.0113904,0.00987913,0.0135667,0.0481159,0.0108474,0.0109993,0.00473035,0.0263106,0.00279858,0.00617218,0.00505251,0.0154134,0.0168479,0.00991444,0.00296128,0.0160367,0,0,0,0.0518746,0,0
58,0.00808166,0.00523634,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0595455,0.00749329,0.0205448,0.00811577,0,0,0.0365215,0,0.0331528,0.0196437,0.0625763,0.0183664,0.00915589,0.0168881,0.0168793,0.014975,0.0133696,0.00805885,0.0287661,0.0105671,0.0147529,0.00596917,0.0133152,0.0711203,0.0391997,0.0111472,0.0129178,0.0092965,0.0153351,0.00847436,0.0107957,0.0122467,0,0,0.0173295,0,0.0265215,0.0128707,0.0740343,0.0208252,0.0193195,0.01144,0.0114349,0.00949245,0.0132448,0.0482698,0.0105251,0.0105672,0.00403028,0.0266311,0.0034136,0.00710495,0.0058332,0.0152202,0.0163713,0.0100971,0.00331217,0.0158656,0,0,0,0.0521248,0,0
59,0.00754996,0.00457468,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0597787,0.0125787,0.0204032,0.00775278,0,0,0.039178,0,0.0251541,0.0235249,0.0623518,0.0181408,0.00904693,0.0161811,0.0128381,0.0149707,0.0135342,0.00782391,0.028807,0.0105998,0.0146875,0.005866,0.0133392,0.0715583,0.036646,0,0.0107814,0.0102385,0.0154786,0.00990674,0.0105716,0.0123568,0,0,0.0169105,0,0.0262506,0.0130497,0.0736703,0.0232722,0.0189662,0.0111347,0.0106252,0.00787253,0.0129908,0.0484907,0.0102173,0.0100599,0.00338726,0.0267315,0.00418426,0.00830623,0.00681693,0.013957,0.0156033,0.0102823,0.00455275,0.0157882,0,0,0,0.0522433,0,0
60,0.00807762,0.00546818,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0608885,0.0076524,0.0203442,0.00848625,0,0,0.0359757,0,0.0328286,0.0196188,0.062287,0.0181905,0.00902293,0.0178183,0.0162506,0.0150344,0.0139454,0.00760448,0.0288797,0.0107612,0.0149092,0.00584468,0.0132992,0.0727998,0.0382838,0.0112236,0.0128751,0.0108669,0.015351,0.0111311,0.0113571,0.0123367,0,0,0.0176982,0,0.0264816,0.0133128,0.0737678,0.0252392,0.0199155,0.0107401,0.0119368,0.00887014,0.0127307,0.048477,0.00992084,0.00960461,0.00355271,0.0271576,0.00522419,0.00963958,0.00750363,0.0147688,0.0155156,0.0103839,0.00381981,0.0157154,0,0,0,0.0526878,0,0
61,0.00760308,0.00452685,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0603788,0.00841665,0.0198093,0.00717526,0,0,0.0251078,0,0.0305726,0.0126325,0.0617785,0.0180881,0.00897369,0.015335,0.0118198,0.0151355,0.0142094,0.0072577,0.0289719,0.0106949,0.0146692,0.00566695,0.0133666,0.0724629,0.0269444,0.0164256,0.00668129,0.0116944,0.0155601,0.0121153,0.0102623,0.0124348,0,0,0.016891,0,0.0261419,0.0134108,0.0730682,0.0268547,0.0180833,0.0104117,0.0096429,0.00665484,0.0123829,0.049342,0.00962819,0.0092204,0.00326048,0.0268042,0.00571673,0.0104127,0.00844685,0.0130018,0.01493,0.0105091,0.00568507,0.0157258,0,0,0,0.0528084,0,0
62,0.0080245,0.00574557,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0616529,0.00773925,0.0196878,0.00905741,0,0,0.0362865,0,0.0325077,0.019844,0.0616464,0.0183251,0.00904788,0.0185287,0.0157671,0.0150223,0.0147275,0.00692255,0.0293063,0.0109351,0.0151596,0.00554807,0.0131597,0.0744625,0.0379454,0.0114288,0.0127688,0.0114741,0.0152785,0.01272,0.0118875,0.0122928,0,0,0.017792,0,0.0262089,0.0137301,0.0729238,0.0276339,0.0195236,0.0099897,0.0124936,0.00808397,0.0118707,0.0490798,0.00929503,0.00891261,0.00398311,0.0275636,0.00643215,0.0112715,0.00880282,0.0142584,0.0150398,0.0105497,0.00434138,0.0155428,0,0,0,0.0531858,0,0
63,0.00783545,0.00557001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0621589,0.00768246,0.0193081,0.00893138,0,0,0.036804,0,0.0324186,0.0202188,0.0612205,0.0185199,0.00931688,0.0184019,0.01548,0.0150382,0.0152343,0.00667213,0.0295232,0.011031,0.0154088,0.00534132,0.0130951,0.0752231,0.038092,0.0116087,0.01269,0.0116914,0.0151814,0.013252,0.0116606,0.0121266,0,0,0.0177872,0,0.0259743,0.0139393,0.0719602,0.0284936,0.0190841,0.009576,0.0123233,0.00764337,0.0115255,0.0491602,0.0090421,0.00850502,0.00439643,0.0278652,0.00695531,0.0120462,0.00989053,0.0140148,0.0148721,0.0105551,0.00432178,0.0153528,0,0,0,0.0532799,0,0
64,0.00789308,0.00570703,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0626238,0.00764906,0.0188297,0.00916438,0,0,0.0370068,0,0.032153,0.0204831,0.0607046,0.0187621,0.0096073,0.0186716,0.0153019,0.015013,0.0157513,0.00643832,0.0298717,0.0112649,0.0157347,0.00505158,0.0129726,0.0760344,0.0380904,0.011765,0.0125822,0.0100545,0.0152685,0.0126289,0.0117999,0.0120962,0,0,0.0178422,0,0.0259519,0.0141916,0.071975,0.0263868,0.0187249,0.00891126,0.0124496,0.00728017,0.0111899,0.0501807,0.00849025,0.0092111,0.00390502,0.028238,0.00652669,0.0105666,0.0068391,0.0137183,0.0147646,0.0104692,0.0045502,0.0153064,0,0,0,0.0533614,0,0
65,0.0078178,0.00571601,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062851,0.00759936,0.0183093,0.00894474,0,0,0.0368192,0,0.0318204,0.0204772,0.0601863,0.0190706,0.00980521,0.0185879,0.0150968,0.0151305,0.0164088,0.00634097,0.0302038,0.011635,0.0159609,0.00479697,0.0128676,0.0769463,0.0377799,0.0118547,0.0125089,0.00902726,0.0153269,0.0124852,0.011413,0.0118709,0,0,0.0179511,0,0.0259321,0.014386,0.0709652,0.0254263,0.0180446,0.00849087,0.0121422,0.00680348,0.010867,0.0506435,0.00818942,0.00944317,0.00398299,0.0285888,0.0066471,0.0102259,0.00540435,0.0133843,0.014766,0.0103531,0.00461172,0.015118,0,0,0,0.0534573,0,0
66,0.00765994,0.00559925,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0627703,0.00754614,0.017788,0.0085702,0,0,0.0366468,0,0.0315247,0.0203659,0.0597278,0.0193031,0.0101492,0.0182705,0.0149612,0.015323,0.0171563,0.00642913,0.030519,0.0119264,0.0161789,0.00461616,0.0128057,0.0776987,0.0374705,0.0119536,0.0124668,0.00715396,0.0153452,0.0123571,0.0109285,0.0115662,0,0,0.0182108,0,0.0258858,0.0146846,0.0702899,0.0241826,0.0172931,0.00780761,0.0116291,0.0062304,0.0103372,0.0512006,0.00759291,0.00950638,0.00413098,0.028953,0.00699443,0.00992251,0.00410684,0.0131241,0.0147056,0.0103636,0.00434276,0.0148951,0,0,0,0.0535692,0,0
67,0.00750956,0.00541779,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062662,0.00764116,0.0172075,0.00808357,0,0,0.0367784,0,0.031465,0.0204209,0.0593144,0.0195439,0.0107203,0.017901,0.0147874,0.0154491,0.0178089,0.00668731,0.0308321,0.012035,0.0163444,0.0044558,0.0127859,0.0780523,0.0373834,0.0121027,0.0125269,0.00515025,0.0153532,0.0129313,0.0107133,0.0113387,0,0,0.0185207,0,0.025805,0.0150662,0.0700272,0.0238967,0.0166527,0.00702134,0.0111696,0.0057299,0.00958645,0.0517631,0.00662765,0.00899594,0.00465398,0.0294554,0.00791271,0.0102009,0.00398155,0.012927,0.0146792,0.0104505,0.00416967,0.0147094,0,0,0,0.0537295,0,0
68,0.00734963,0.00524498,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0623002,0.00769963,0.0164883,0.00755252,0,0,0.0368323,0,0.0313627,0.0205227,0.0589002,0.0196864,0.0113073,0.0174079,0.0144449,0.0155854,0.0183843,0.00705858,0.0311338,0.0120288,0.0163668,0.0043773,0.0128778,0.0779224,0.0372868,0.0122143,0.0125826,0.00432893,0.0153807,0.0141058,0.0106535,0.0112009,0,0,0.0189094,0,0.0257512,0.0155174,0.069855,0.0248279,0.0160428,0.00632254,0.0106313,0.00538855,0.00871107,0.0522758,0.00570633,0.00816877,0.00565782,0.030301,0.00909867,0.0110348,0.00471104,0.0128147,0.0146852,0.010544,0.00409567,0.0145527,0,0,0,0.0539906,0,0
69,0.00715588,0.00510794,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0614534,0.00760233,0.0155507,0,0,0,0.0368549,0,0.0312998,0.0206071,0.0585718,0.0196668,0.0119559,0.0165409,0.0140774,0.0158369,0.0188959,0.00760507,0.0312716,0.0119105,0.01624,0.00451456,0.0131684,0.077189,0.037203,0.0122708,0.0126236,0.00508521,0.0153708,0.0150497,0.0103109,0.0109573,0,0,0.0193631,0,0.0257207,0.0160368,0.0694855,0.0261932,0.015634,0.00622782,0.00953599,0.00518,0.00795072,0.0527596,0.00581616,0.00775046,0.00684767,0.0313599,0.00980097,0.0120048,0.00521367,0.0128217,0.0148492,0.0106224,0.00359961,0.0142977,0,0,0,0.0545007,0,0
70,0.00708101,0.00516247,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0600919,0.00757693,0.0144649,0.0072051,0,0,0.0370014,0,0.0312601,0.0205945,0.0578937,0.0197966,0.0126019,0.0162306,0.0137913,0.0160144,0.0194826,0.00823065,0.0318107,0.0117502,0.0159342,0.00449779,0.0133398,0.076069,0.0372224,0.0123438,0.0126039,0.00562808,0.0153848,0.0153902,0.0105776,0.0108564,0,0,0.0198014,0,0.0256319,0.0164174,0.0691484,0.0267439,0.0156603,0.00718678,0.00910591,0.00505548,0.00783598,0.053503,0.00721587,0.00856392,0.00734307,0.0321393,0.00959903,0.0120905,0.00429744,0.0129025,0.0148126,0.0107045,0.00349868,0.0142182,0,0,0,0.05469,0,0
