Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,LTHI,,LEAR
190,0.0158598,0.0112059,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018393,0.00903916,0.010707,0.0303755,0,0.0157083,0,0.0282309,0.0111867,0.0514812,0.0241854,0.0275087,0.0160269,0.0198211,0.0149385,0.0149616,0.0137923,0.0480934,0.016498,0.0180853,0.00981438,0.00819961,0.0258095,0.0154752,0.0117132,0.0106489,0.0121731,0.0275459,0.0150016,0.0164913,0.0167072,0,0,0.0487206,0,0.0335449,0.0287505,0.066708,0.018763,0.0296017,0.0122812,0.0215714,0.0306423,0.0149414,0.0665345,0.0154687,0.0189733,0.0140711,0.0214338,0.00964452,0.0208935,0.0132176,0.0300426,0.0557295,0.0287202,0.0115616,0.0252607,0,0,0,0,0,0
191,0.0159314,0.0109868,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018572,0.00941711,0.0117697,0.0305621,0,0.0156121,0,0.0279824,0.0112446,0.0514297,0.0243594,0.0277653,0.0163539,0.01993,0.0150078,0.0151054,0.0139119,0.0481274,0.0170276,0.0189144,0.0100075,0.00811655,0.0255382,0.0154434,0.0116502,0.0111988,0.0142298,0.0274796,0.0135783,0.0165193,0.0165612,0,0,0.0493774,0,0.0337887,0.0294543,0.066423,0.0164932,0.0293161,0.0123847,0.0216004,0.0307146,0.0154826,0.0669446,0.0159805,0.0198447,0.0131116,0.0219659,0.00849106,0.0192326,0.0160782,0.0303054,0.0563951,0.0292898,0.011953,0.0253857,0,0,0,0.0105821,0,0
192,0.0159844,0.0109085,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188562,0.00972161,0.0126968,0.030757,0,0.01523,0,0.0278732,0.0111269,0.0513635,0.0245867,0.0280813,0.0168535,0.0200449,0.0151048,0.0156926,0.0141416,0.0482001,0.0175234,0.0197469,0.0102247,0.00818902,0.0254695,0.0150299,0.0117876,0.0118217,0.0166738,0.0271073,0.0129731,0.0166754,0.0164192,0,0,0.0501652,0,0.0337079,0.0303049,0.0662268,0.0148519,0.0290392,0.0124418,0.0215804,0.0306273,0.0160689,0.0672414,0.016381,0.020763,0.0126826,0.0224903,0.00764575,0.0181743,0.0188262,0.0304962,0.0567914,0.0301247,0.0123408,0.0254601,0,0,0,0.0115308,0,0
193,0.0159846,0.0109132,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188477,0.00981014,0.0134138,0.0309118,0,0.0144626,0,0.0278107,0.0108372,0.051248,0.0246948,0.028396,0.017382,0.0201764,0.0152455,0.0164998,0.0144202,0.0483498,0.0177726,0.0202969,0.0104089,0.00840853,0.0251672,0.0143604,0.0121236,0.0124279,0.0192259,0.0270358,0.0127607,0.0168379,0.0162438,0,0,0.0509427,0,0.0337892,0.0307256,0.0661118,0.0139452,0.0287273,0.0124834,0.0215837,0.030487,0.0165668,0.0674108,0.0166608,0.0217211,0.0127718,0.0229836,0.00705402,0.0177539,0.0217472,0.0306334,0.057104,0.03054,0.0126691,0.0254667,0,0,0,0.0124838,0,0
194,0.0160027,0.0109697,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185717,0.0101546,0.0138217,0.0310983,0,0.0142623,0,0.0274384,0.0110455,0.051109,0.0246993,0.0287044,0.0179093,0.0202937,0.0154486,0.0174835,0.0147935,0.0485049,0.0178194,0.0205752,0.0105607,0.00874374,0.0247863,0.0142222,0.0119263,0.0128092,0.0217147,0.0269956,0.0125435,0.016969,0.016063,0,0,0.0517359,0,0.0338181,0.0308957,0.0660788,0.0136528,0.0284277,0.012524,0.0215858,0.0304065,0.0169704,0.0675332,0.0168581,0.0227032,0.0131663,0.0234986,0.00674998,0.0178982,0.024693,0.0308055,0.0573802,0.0307372,0.0129273,0.02543,0,0,0,0.0133754,0,0
195,0.0160147,0.0110311,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182438,0.0103098,0.0140685,0.0313607,0,0.0142255,0,0.0271419,0.0113147,0.0510079,0.0246868,0.0289588,0.0183374,0.0203985,0.0157001,0.0184521,0.015181,0.0485621,0.0177628,0.0206693,0.010666,0.00916041,0.0244402,0.0143263,0.0117905,0.0129506,0.0240679,0.0268151,0.0123075,0.0171565,0.015943,0,0,0.0523199,0,0.033787,0.0313124,0.066151,0.0138342,0.0281601,0.0124953,0.0215669,0.0303769,0.0173016,0.06753,0.0169509,0.0236621,0.0137543,0.0240567,0.00650057,0.018482,0.0274899,0.0309718,0.0574646,0.0308366,0.0130886,0.0253826,0,0,0,0.0142803,0,0
196,0.0160336,0.0110734,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180204,0.01034,0.0141613,0.0316305,0,0.0142203,0,0.0270376,0.0114646,0.0507049,0.0246925,0.0292399,0.0185982,0.0204651,0.0158841,0.0192863,0.0154701,0.0485312,0.0177058,0.0207037,0.0107776,0.00955911,0.0242246,0.014313,0.0118161,0.0129931,0.0260815,0.0266094,0.0119385,0.0174803,0.0158642,0,0,0.0524581,0,0.0337892,0.031782,0.0663131,0.0144256,0.0279114,0.0123319,0.0215595,0.0303052,0.0175218,0.0673546,0.0168777,0.0244776,0.01444,0.0246229,0.00619577,0.0193046,0.0299521,0.0312253,0.0574042,0.0309279,0.0131359,0.0253568,0,0,0,0.0151142,0,0
197,0.0160646,0.011088,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01797,0.0103937,0.0142895,0.0319154,0,0.0141513,0,0.0270087,0.0114774,0.0502757,0.0246683,0.0295643,0.0187126,0.0205354,0.0159843,0.0198458,0.015578,0.048441,0.0176959,0.02088,0.0109311,0.00988387,0.0241564,0.0140336,0.0118729,0.0129632,0.0276144,0.027037,0.0114222,0.0177503,0.0157508,0,0,0.0522616,0,0.0341246,0.031553,0.0665455,0.0153788,0.0276961,0.0119872,0.0215454,0.0303152,0.0175853,0.0670055,0.0166854,0.0250997,0.0150338,0.0252143,0.00593981,0.0201756,0.0320831,0.0313092,0.0578876,0.0310858,0.0131452,0.0253904,0,0,0,0.0157393,0,0
198,0.0161219,0.0110909,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180155,0.0103945,0.0145717,0.0322317,0,0.0141075,0,0.0269415,0.0113427,0.0499708,0.0245571,0.0299329,0.0186509,0.0208535,0.0159544,0.0201103,0.0155368,0.0483892,0.0177842,0.0211686,0.0111061,0.0101437,0.0243208,0.0137517,0.011894,0.0129029,0.0288204,0.0275586,0.0107493,0.0181362,0.0156683,0,0,0.0519108,0,0.0345756,0.0313446,0.0669069,0.0166755,0.0275354,0.0113904,0.0215057,0.0303657,0.0173961,0.0664156,0.016354,0.0253651,0.0154209,0.0258066,0.00579197,0.0210328,0.0340871,0.0311343,0.0583799,0.0312975,0.0132108,0.0255054,0,0,0,0.0161085,0,0
199,0.0162092,0.0111192,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018183,0.0103438,0.0149754,0.0323499,0,0.0140538,0,0.0268431,0.0112002,0.0497966,0.0245504,0.0303208,0.0185043,0.0211351,0.0157196,0.0202326,0.0154557,0.0484107,0.0179539,0.0213304,0.0113075,0.0103256,0.0246613,0.0136581,0.0118705,0.0127738,0.0295496,0.028005,0.0100884,0.0185636,0.0156858,0,0,0.0516939,0,0.0350163,0.0311802,0.0673326,0.018177,0.027385,0.010863,0.0214295,0.0304248,0.0171092,0.065811,0.016025,0.0254307,0.0159349,0.0264269,0.0058616,0.0219581,0.0353936,0.0309876,0.0588219,0.0313091,0.013291,0.0256697,0,0,0,0.0162178,0,0
200,0.0163236,0.011165,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184687,0.0101983,0.0154138,0.0323472,0,0.0139438,0,0.0267558,0.010984,0.0497464,0.0246404,0.0307445,0.018349,0.0212803,0.0156249,0.0200502,0.0153767,0.0484899,0.0181956,0.0215423,0.0115601,0.0104697,0.0250678,0.0136805,0.0118869,0.0126201,0.0297233,0.0282775,0.00948826,0.0189797,0.0158106,0,0,0.0516652,0,0.0353307,0.031023,0.0677173,0.0197054,0.0272375,0.0104884,0.0213391,0.0304956,0.0168174,0.0653076,0.0157261,0.0253184,0.0166941,0.0270846,0.00622216,0.0230331,0.0357239,0.0309348,0.0591372,0.0311667,0.0133366,0.0258464,0,0,0,0.0161432,0,0
201,0.0164896,0.011088,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190126,0.010158,0.0158214,0.0322861,0,0.0139192,0,0.0267807,0.010941,0.0496806,0.0247947,0.0311441,0.0182425,0.021338,0.0159206,0.0197459,0.0153444,0.0484888,0.0184903,0.0218561,0.0118766,0.0105884,0.0256322,0.0137299,0.0119103,0.0125901,0.0294584,0.0279072,0.00895819,0.0193632,0.0159803,0,0,0.0520105,0,0.0351044,0.0310925,0.0680715,0.0213336,0.0271049,0.0100029,0.0212063,0.0305706,0.0164139,0.0648487,0.0154312,0.024912,0.0174795,0.0277187,0.00678302,0.0241538,0.0356457,0.0310669,0.0592322,0.0314658,0.0133973,0.0260408,0,0,0,0.0160676,0,0
202,0.0166439,0.0110568,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195597,0.0101733,0.0161627,0.0321312,0,0.0139535,0,0.0267836,0.0110662,0.0496935,0.0249666,0.0314413,0.0181144,0.0212944,0.0161099,0.0195682,0.0152744,0.0485781,0.018712,0.0220831,0.0121617,0.0107197,0.0262875,0.0137385,0.011901,0.0126255,0.0286174,0.028107,0.00883137,0.0194769,0.0160922,0,0,0.0519548,0,0.0352198,0.030618,0.0683979,0.0230756,0.0269783,0.0094615,0.0209912,0.0306626,0.0159585,0.064393,0.0153535,0.0243602,0.0183101,0.0282692,0.00752463,0.0252854,0.0352616,0.0310354,0.0595293,0.0315257,0.0134769,0.0261614,0,0,0,0.015992,0,0
203,0.0167877,0.0111257,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200755,0.0101888,0.0164486,0.0319007,0,0.0140233,0,0.0268034,0.011041,0.049807,0.0251826,0.0316486,0.017907,0.0211776,0.0161736,0.0193969,0.0152028,0.0487352,0.0188677,0.0221869,0.0123424,0.0108956,0.0269881,0.0137813,0.0119276,0.0126983,0.0273229,0.0279777,0.00938479,0.0195801,0.0161936,0,0,0.0514552,0,0.0350818,0.0309257,0.068704,0.025123,0.0268687,0.00898579,0.0206657,0.0307261,0.0154589,0.0638454,0.0153809,0.0236829,0.019103,0.0286829,0.00833387,0.0264417,0.0347587,0.0307275,0.0595569,0.0313855,0.0135481,0.0262355,0,0,0,0.0158887,0,0
204,0.0169259,0.0111959,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205037,0.0102894,0.0166407,0.0318345,0,0.01408,0,0.0267855,0.0109276,0.0498638,0.025321,0.0320428,0.0176188,0.0213206,0.0162886,0.0192083,0.0151157,0.0487492,0.0189639,0.0222824,0.0125201,0.0111054,0.0276348,0.0138417,0.0119188,0.0127554,0.0257864,0.0287066,0.00995598,0.0197808,0.0162925,0,0,0.0505714,0,0.0355501,0.0304875,0.0689603,0.0272256,0.0267583,0.00866775,0.0204408,0.030851,0.0149247,0.0633956,0.0153673,0.0229163,0.0197924,0.02907,0.00915578,0.0275133,0.0342323,0.0303596,0.0599154,0.0308704,0.013698,0.026341,0,0,0,0.0157473,0,0
205,0.0171014,0.0112532,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207191,0.0104613,0.0167594,0.0321431,0,0.0141183,0,0.0266728,0.011022,0.050018,0.0252678,0.0328132,0.0172288,0.0220666,0.0165593,0.0187981,0.0150427,0.0486632,0.0190521,0.0222542,0.0127598,0.0114262,0.0279675,0.013895,0.0117896,0.0128293,0.0247027,0.0288363,0.0103212,0.0200648,0.016569,0,0,0.0502102,0,0.0356173,0.0303079,0.0691977,0.0286509,0.0266131,0.00818347,0.0204794,0.0309437,0.0143647,0.0629284,0.015281,0.0219173,0.0203269,0.0294854,0.00984634,0.0282336,0.0338018,0.0302965,0.0599308,0.0307886,0.0138475,0.0266563,0,0,0,0.015556,0,0
206,0.017277,0.0112685,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212437,0.0106124,0.0168457,0.0323323,0,0.0142352,0,0.0265627,0.0110099,0.0501214,0.0252877,0.0332116,0.0169065,0.0225291,0.0167878,0.0186132,0.015162,0.0485538,0.0191601,0.0222104,0.0129761,0.011679,0.0286664,0.0140128,0.0116963,0.0129966,0.0234753,0.0284095,0.0111725,0.0202969,0.0167663,0,0,0.0502134,0,0.0352812,0.0304451,0.0694673,0.0299579,0.0264676,0.00804036,0.0204087,0.0309954,0.0139156,0.0624828,0.0152814,0.0209178,0.020697,0.0297083,0.010394,0.0287036,0.0328873,0.030219,0.0597045,0.0309902,0.0138844,0.0268971,0,0,0,0.0154804,0,0
207,0.0173397,0.0112253,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219984,0.0107523,0.0168932,0.0323492,0,0.0143413,0,0.0264761,0.0108733,0.0498252,0.0253776,0.0333574,0.0164119,0.0227976,0.0169061,0.0183336,0.0152019,0.048438,0.0191674,0.0221189,0.0131021,0.0118399,0.0295249,0.0140001,0.0116529,0.0131131,0.0221837,0.0292886,0.0121203,0.0205411,0.0168916,0,0,0.0496212,0,0.0359174,0.0295553,0.0697031,0.0311362,0.0262982,0.0083263,0.0202937,0.0310849,0.0134881,0.0620443,0.0153034,0.0199753,0.0209206,0.0299489,0.0109429,0.0289531,0.0319968,0.0298268,0.0599895,0.0304792,0.0138768,0.0269744,0,0,0,0.0153065,0,0
208,0.0173561,0.0111747,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022696,0.0108303,0.0169754,0.0323994,0,0.014348,0,0.0264179,0.0108879,0.0495312,0.0255183,0.0334119,0.0158875,0.0231447,0.0170476,0.0180886,0.0146752,0.0482822,0.0192201,0.0220917,0.0132256,0.0119751,0.0305607,0.0140032,0.0116314,0.0131604,0.0208971,0.029512,0.0129416,0.0207739,0.0169601,0,0,0.0493654,0,0.0359137,0.0290816,0.0699208,0.0321454,0.0261568,0.00846486,0.0201588,0.031161,0.0130686,0.0616517,0.015328,0.0191699,0.0210139,0.0301495,0.0120015,0.0288522,0.0312383,0.0296951,0.060121,0.0301357,0.0138463,0.0270643,0,0,0,0.0151092,0,0
209,0.0175159,0.0111171,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236062,0.0108974,0.0171343,0.0325499,0,0.0143038,0,0.0263174,0.010917,0.0493989,0.0256911,0.0334741,0.0153956,0.0235839,0.0172692,0.0178481,0.0142806,0.0480835,0.0193179,0.0221205,0.0133765,0.0121267,0.0315694,0.0138685,0.0116103,0.0131337,0.0197242,0.0290253,0.0136679,0.0209708,0.0170475,0,0,0.0494888,0,0.0351978,0.0288999,0.0701484,0.0331669,0.0260644,0.00845091,0.0200643,0.0312317,0.0126882,0.0612086,0.0152806,0.0184894,0.0207264,0.0301612,0.0125536,0.0284494,0.0305772,0.0297784,0.0600102,0.0300203,0.0137616,0.0272367,0,0,0,0.0149328,0,0
210,0.0176743,0.0110664,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249447,0.0110409,0.017296,0.0324755,0,0.0143998,0,0.026245,0.0109406,0.0490051,0.0259086,0.0337968,0.01495,0.0236796,0.0174507,0.0175946,0.0140422,0.0478033,0.0193924,0.0221108,0.0134794,0.012272,0.0331048,0.0137549,0.0115176,0.013189,0.0185011,0.028955,0.0142506,0.0212571,0.0171732,0,0,0.0495493,0,0.0350533,0.0286196,0.0702788,0.0339513,0.0259453,0.00873428,0.0199209,0.0313644,0.0124822,0.0607845,0.0153635,0.0180891,0.0201666,0.0301888,0.0128525,0.02798,0.0295052,0.029851,0.0598163,0.0300656,0.0136457,0.0273894,0,0,0,0.0148332,0,0
211,0.0177892,0.0109423,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0259517,0.0111675,0.0173656,0.0323124,0,0.0144583,0,0.0262582,0.010794,0.0486345,0.0259951,0.0340691,0.014378,0.0232757,0.0174441,0.0171435,0.0138566,0.0476216,0.0194062,0.0219372,0.01361,0.0124674,0.034262,0.0139171,0.0115115,0.0133078,0.0174417,0.029173,0.0147957,0.0215113,0.0173437,0,0,0.0491746,0,0.0351794,0.0282114,0.0703854,0.0346741,0.025878,0.00896378,0.0198415,0.0315623,0.0121722,0.06032,0.0153888,0.0176728,0.0196436,0.0301041,0.0132103,0.0276159,0.0284831,0.0296921,0.0596763,0.0299875,0.013587,0.027498,0,0,0,0.0145986,0,0
212,0.0178808,0.0107363,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265944,0.0112549,0.0174617,0.0322085,0,0.0145445,0,0.0263965,0.010795,0.0486791,0.0260343,0.0342083,0.0138529,0.0231303,0.0171951,0.0166813,0.0137239,0.047476,0.019457,0.0216607,0.013859,0.012696,0.0351935,0.0141856,0.0115592,0.0133636,0.0168535,0.0295026,0.015173,0.0215811,0.0174584,0,0,0.0485089,0,0.0353417,0.0277839,0.0704781,0.0350959,0.0258373,0.00914808,0.0198167,0.0317657,0.0118232,0.0598121,0.0153732,0.0172589,0.0190664,0.030189,0.013389,0.0272106,0.0280647,0.0293937,0.0595024,0.0296734,0.013752,0.0275657,0,0,0,0.0143459,0,0
213,0.0179392,0.0105946,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269242,0.0113675,0.0175859,0.0320996,0,0.014566,0,0.0265273,0.0107126,0.0487473,0.0260628,0.0343273,0.0135147,0.0231331,0.0168762,0.0163331,0.0136246,0.0472958,0.0195722,0.021406,0.0140132,0.0129299,0.0361679,0.0144142,0.0116183,0.0134778,0.0167833,0.0298623,0.0157072,0.0216378,0.0176416,0,0,0.0476843,0,0.0354567,0.0272723,0.0705468,0.0356011,0.0257896,0.00952136,0.019738,0.031827,0.0114807,0.0592919,0.0154413,0.0169392,0.0185103,0.0303865,0.0130363,0.0267493,0.0277036,0.0290333,0.0592781,0.0294113,0.0143588,0.0276416,0,0,0,0.0141324,0,0
214,0.0180498,0.0107958,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274315,0.0115252,0.0177871,0.0320024,0,0.01439,0,0.0266172,0.0106548,0.0486437,0.0261902,0.0344429,0.0132783,0.0230818,0.0169257,0.0160654,0.0136225,0.0472538,0.0197532,0.0214167,0.0141494,0.0131873,0.0370507,0.0142019,0.011638,0.0135554,0.0164339,0.0302036,0.0162065,0.0217254,0.0179118,0,0,0.0478804,0,0.035002,0.0274534,0.0705645,0.0362823,0.0257572,0.00989856,0.0195704,0.0318894,0.0111501,0.0587965,0.0155788,0.0166485,0.0179644,0.0305418,0.0126131,0.02641,0.0271452,0.0292686,0,0.0300418,0.0144554,0.0278548,0,0,0,0.0139706,0,0
215,0.018169,0.0108506,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280993,0.0116327,0.0179728,0.0319587,0,0.014047,0,0.0265347,0.010395,0.0485485,0.0263404,0.0347313,0.0130452,0.023129,0.0174237,0.0157579,0.0136122,0.0472068,0.0198967,0.0214808,0.0142422,0.0133994,0.0378891,0.0137113,0.0116062,0.013485,0.0158952,0.0301652,0.0166667,0.0219775,0.0182226,0,0,0.0476489,0,0.0348514,0.0272844,0.070547,0.0369146,0.0258685,0.00989627,0.0195706,0.0317031,0.0109267,0.0583553,0.0153903,0.0164397,0.0173335,0.0305773,0.0125237,0.0262304,0.0268452,0.0291813,0,0.0300095,0.0140927,0.0281266,0,0,0,0.0137982,0,0
216,0.0182646,0.0108046,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287916,0.0116937,0.018158,0.0317709,0,0.0138303,0,0.0264322,0.0103649,0.0481627,0.026485,0.0349741,0.012865,0.0231169,0.0178391,0.0154581,0.0135865,0.0471189,0.0200248,0.0216333,0.0143732,0.0135416,0.0388319,0.0134686,0.0115662,0.0134323,0.0152465,0.0301186,0.0168947,0.022283,0.0184712,0,0,0.0474918,0,0.0347197,0.027205,0.0704433,0.0371555,0.0258875,0.0100209,0.0195322,0.031574,0.010809,0.0579176,0.0151887,0.0162816,0.016792,0.0304612,0.012713,0.0260884,0.0266397,0.0291678,0,0.0301051,0.0139074,0.0283551,0,0,0,0.0136045,0,0
217,0.0183702,0.010769,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292559,0.0117095,0.0183456,0.0314665,0,0.0139106,0,0.0264753,0.0104701,0.0478485,0.0266281,0.035113,0.0127293,0.0230487,0.0179796,0.0152257,0.0135488,0.0470275,0.0201073,0.0218477,0.0144822,0.0136443,0.0397754,0.0133799,0.0115867,0.0133991,0.0145868,0.0300215,0.0171026,0.0225818,0.01861,0,0,0.0474857,0,0.0346442,0.0272078,0.0702742,0.0373032,0.0257068,0.0104921,0.0194405,0.031526,0.0108046,0.0575343,0.0152755,0.0162029,0.0163695,0.0304889,0.0129071,0.0259318,0.0260069,0.0292508,0,0.0304147,0.0137518,0.0285189,0,0,0,0.0134364,0,0
218,0.0184287,0.0107175,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300063,0.0117401,0.0185947,0.0314178,0,0.0140976,0,0.026562,0.0106129,0.0475856,0.0269554,0.0352652,0.0127232,0.0230259,0.017937,0.0152026,0.01358,0.0470922,0.0202963,0.0223013,0.0146841,0.0137808,0.0413346,0.0131579,0.0116374,0.0133613,0.0187013,0.0299901,0.0105276,0.022739,0.01867,0,0,0.0475016,0,0.0346208,0.027156,0.0697232,0.0285615,0.0251608,0.00985482,0.0192009,0.0315421,0.010662,0.0575622,0.0144149,0.0150309,0.0134929,0.0288617,0.00864872,0.0210839,0.0271124,0.0292738,0,0.0306672,0.0135906,0.0285606,0,0,0,0.0133814,0,0
219,0.0184915,0.0106591,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300623,0.0117134,0.0186996,0.0310537,0,0.0142201,0,0.026613,0.0106385,0.0475465,0.026925,0.035348,0.0125647,0.0230282,0.0177982,0.0149534,0.0134777,0.0469852,0.0202818,0.0224996,0.014704,0.0138751,0.0416339,0.0132082,0.0117013,0.0132374,0.0131873,0.0299599,0.0176243,0.0229273,0.0188324,0,0,0.0473717,0,0.0346216,0.0271474,0.0701669,0.0376409,0.0255844,0.0113068,0.0192296,0.0316395,0.0106136,0.0566691,0.0157537,0.0157272,0.0157596,0.0304233,0.0129248,0.0255381,0.0241964,0.0293875,0,0.0304607,0.0134791,0.0286158,0,0,0,0.0132153,0,0
220,0.0185179,0.0105876,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308416,0.0117009,0.0189172,0.0308374,0,0.0142415,0,0.0267214,0.0106856,0.0473809,0.0271538,0.0354353,0.0125059,0.0229905,0.0176182,0.0150189,0.0135043,0.0469339,0.0203852,0.0228621,0.0147843,0.013948,0.0427504,0.013414,0.0117881,0.0131687,0.0123408,0.029854,0.0180516,0.0230606,0.0190124,0,0,0.0471372,0,0.0345097,0.0270311,0.0701427,0.0380918,0.0257159,0.0115839,0.0191384,0.0316985,0.010493,0.056198,0.0158511,0.0152452,0.0153622,0.0301913,0.0128019,0.0254126,0.0237682,0.0295316,0,0.0302449,0.0133627,0.0286339,0,0,0,0.0132202,0,0
221,0.0186062,0.010357,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031671,0.0116896,0.0190911,0.0305871,0,0.0142688,0,0.0268076,0.0108948,0.04725,0.027322,0.0356727,0.0124034,0.0230079,0.0174513,0.0151329,0.0134537,0.046813,0.0204183,0.0232415,0.0147645,0.0139708,0.043769,0.013429,0.0118382,0.0129896,0.0117982,0.0296625,0.0184466,0.023314,0.0192353,0,0,0.0464253,0,0.0347276,0.0264643,0.0701092,0.0382533,0.0257362,0.012022,0.0191387,0.0314715,0.0104162,0.0557508,0.0160737,0.0147431,0.0148258,0.029993,0.0126177,0.0252151,0.0231027,0.0291292,0.059521,0.0292044,0.0130965,0.0286853,0,0,0,0.0131687,0,0
222,0.0185817,0.0102127,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332816,0.0115394,0.0194654,0.0308534,0,0.0144639,0,0.0268975,0.0109493,0.0469409,0.0277324,0.0361236,0.01248,0.0231423,0.0172988,0.0153521,0.0135814,0.0469266,0.020677,0.0239269,0.0149498,0.0141468,0.0455712,0.0135597,0.0119618,0.0126163,0.0181297,0.02976,0.00655889,0.0236776,0.0194609,0,0,0.0462456,0,0.034678,0.0262106,0.0693066,0.0208187,0.0247194,0.010802,0.0187149,0.0313448,0.010452,0.0561685,0.0143753,0.0125474,0.00880021,0.0274143,0.00492141,0.014923,0.0242587,0.0289398,0.0591613,0.0290196,0.0128879,0.0287572,0,0,0,0.0132041,0,0
223,0.0198306,0.00962964,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033478,0.011163,0.019528,0.0302706,0,0.0154222,0,0.0271485,0.0114083,0.0468992,0.0275525,0.0357835,0.012304,0.0230212,0.0177632,0.0151163,0.013471,0.0466984,0.0205161,0.0233929,0.014939,0.0142191,0.0452487,0.0142517,0.0121511,0.012322,0.010152,0.00544805,0.0191627,0.0236364,0.020728,0,0,0.0688927,0,0,0.0333985,0.0700048,0.0382768,0.0255937,0.0133408,0.0188589,0.0332596,0.0103923,0.0549364,0.0168774,0.0138176,0.0133924,0.0296475,0.0120071,0.0241229,0.0199284,0.0439374,0.0683373,0.0184934,0.0121331,0.0301203,0,0,0,0.0131038,0,0
224,0.0185857,0.0101883,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345467,0.0113059,0.0195579,0.0299533,0,0.0142752,0,0.0268999,0.0108508,0.0468857,0.027538,0.0361462,0.0119754,0.0230302,0.0170667,0.0150149,0.0132637,0.0464466,0.0203868,0.023115,0.0148942,0.0141524,0.0462808,0.0132092,0.0122882,0.0120101,0.0118458,0.0300881,0.0217593,0.0235638,0.0200997,0,0,0.0461713,0,0.0349635,0.0259459,0.0701583,0.041606,0.025699,0.0138578,0.0188672,0.0316582,0.0106324,0.0545377,0.017174,0.0131075,0.0127599,0.0289887,0.0121591,0.0240777,0,0.0290327,0.0589541,0.0290332,0.0126995,0.028983,0,0,0,0.0130351,0,0
225,0.0185136,0.010198,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354247,0.0112547,0.0196976,0.0297989,0,0.0143215,0,0.0268962,0.0107948,0.0467221,0.0276643,0.0363602,0.0118057,0.0230604,0.0169382,0.0150777,0.0132173,0.0463758,0.0206475,0.0232638,0.0148991,0.0141393,0.0474684,0.0134195,0.0123367,0.0118272,0.0114871,0.0300977,0.0215502,0.0236104,0.0203087,0,0,0.0459083,0,0.0350412,0.0256325,0.0702044,0.0405574,0.0256272,0.0145617,0.0187665,0.0317958,0.0109494,0.0545031,0.0174267,0.0125511,0.0116063,0.0285786,0.0118993,0.0228366,0,0.0288741,0.0586061,0.0288268,0.0125429,0.0290238,0,0,0,0.0129638,0,0
