Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,LTHI,,LEAR
154,0.0150527,0.00298132,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366559,0.00801735,0.0159774,0.0297256,0,0.0235389,0,0.0319946,0.0158498,0.051148,0.0281452,0.0332831,0.0194915,0.019505,0.00798785,0.0132749,0.0174144,0.0534712,0.0200236,0.0219811,0.0109667,0.0101344,0.0501766,0.0213757,0.01358,0.00782417,0.0113976,0.0155777,0.00776704,0.0225707,0.0175903,0,0,0.0216669,0,0.0211819,0.010833,0.0680307,0.011591,0.0242063,0.0186915,0.0207444,0.024825,0.0140128,0.053693,0.0166478,0.0218712,0.0183191,0.0144753,0.0121809,0.0155679,0.0127504,0.0131026,0.00597979,0.005413,0.00784526,0.0250265,0,0,0,0.0106807,0,0
155,0.0149366,0.00303326,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393054,0.0080438,0.017843,0.0298106,0,0.0235798,0,0.0321184,0.0159408,0.0516777,0.0285505,0.0336413,0.017642,0.0196801,0.00801356,0.0123623,0.0165761,0.0531298,0.0211755,0.0228479,0.0121372,0.010792,0.0527026,0.0214234,0.0136326,0.00779321,0.0120584,0.0154881,0.00772798,0.0221826,0.0172653,0,0,0.0209641,0,0.0212312,0.0103317,0.0681998,0.0114781,0.0239507,0.019003,0.020747,0.025103,0.0140533,0.0534398,0.0169022,0.0222716,0.0186513,0.0144522,0.012302,0.0159514,0.0133718,0.0128096,0.00572189,0.00559626,0.00790823,0.024608,0,0,0,0.0108486,0,0
156,0.014837,0.00308758,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412635,0.00801578,0.019447,0.0298414,0,0.0238638,0,0.0321972,0.0161292,0.0521156,0.0288179,0.033864,0.0160817,0.0198122,0.0081195,0.0120193,0.0162939,0.0529578,0.0216936,0.023319,0.0130632,0.0113686,0.0541032,0.0215822,0.013582,0.00787041,0.0127416,0.015348,0.00797865,0.0218131,0.0169032,0,0,0.0203349,0,0.0212202,0.00997009,0.0685143,0.0117718,0.0237501,0.0189699,0.0207197,0.025353,0.0138721,0.0531376,0.0169222,0.0221204,0.0183098,0.0146451,0.0117772,0.015394,0.0141755,0.0125348,0.00565549,0.00577618,0.00794879,0.0243253,0,0,0,0.011587,0,0
157,0.0147627,0.0031606,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424117,0.00791916,0.0205157,0.029888,0,0.0243956,0,0.0322042,0.0164516,0.052573,0.0286991,0.0339876,0.0148932,0.0199215,0.00818336,0.0123633,0.0165459,0.0529071,0.0216875,0.0233746,0.0137291,0.0117471,0.0546905,0.0219217,0.0134127,0.00793496,0.0126515,0.0152592,0.0075572,0.0216142,0.0165717,0,0,0.0197602,0,0.0212306,0.00970124,0.0686327,0.0113264,0.0235409,0.0195462,0.0207149,0.0255691,0.0143552,0.0529042,0.0174432,0.0229544,0.019038,0.0144463,0.0121949,0.0163001,0.0139851,0.0121673,0.00564876,0.00610616,0.00801719,0.0241676,0,0,0,0.0127474,0,0
158,0.0147001,0.00323539,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038695,0.00786939,0.019176,0.0301517,0,0.0248441,0,0.0323033,0.0167465,0.0529861,0.0261009,0.0341405,0.014205,0.0201746,0.00820697,0.0138093,0.017639,0.0529098,0.0217214,0.0223053,0.0140151,0.0112497,0.0504318,0.022239,0.0132975,0.00800498,0.0129695,0.015335,0.00740896,0.0212544,0.0163595,0,0,0.0192984,0,0.0213495,0.0094734,0.0688323,0.0112849,0.0233924,0.0197651,0.0207279,0.0256903,0.0147608,0.0526526,0.0176907,0.0231693,0.01912,0.0145473,0.0121732,0.0163707,0.0140428,0.0119388,0.00581485,0.00646135,0.00813587,0.0240758,0,0,0,0.0147702,0,0
159,0.0148805,0.0033281,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219577,0.00786271,0.0169504,0.0310349,0,0.0256241,0,0.0325862,0.0172583,0.0535098,0.0232565,0.0341868,0.0177087,0.0206459,0.00830376,0.0189154,0.0217924,0.0531535,0.0243046,0.0219313,0.0178937,0.0128119,0.032759,0.0227357,0.0132206,0.00829193,0.0135129,0.0153485,0.00713871,0.0205202,0.0164189,0,0,0.018878,0,0.0214627,0.00918952,0.0693277,0.0109493,0.0230563,0.0199302,0.0204569,0.0255475,0.0153855,0.0523029,0.0180177,0.0234702,0.0189958,0.0149022,0.0119813,0.0162247,0.0144712,0.0117817,0.00620448,0.00692823,0.00837876,0.0241901,0,0,0,0.0192832,0,0
160,0.0147141,0.00340765,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273424,0.00786016,0.0170965,0.0308759,0,0.0256865,0,0.0326505,0.0173602,0.0536883,0.0227347,0.0343814,0.0175513,0.0207511,0.00832914,0.0191397,0.0218368,0.0532937,0.0237073,0.0217388,0.0160645,0.0118296,0.037534,0.022754,0.013219,0.00835904,0.0136085,0.0153721,0.00705763,0.0203222,0.0161292,0,0,0.0183499,0,0.0215267,0.0090182,0.0693092,0.0109036,0.0229566,0.0197763,0.0203449,0.02545,0.0153708,0.0523904,0.0179438,0.0233859,0.0192034,0.0148945,0.0123147,0.016617,0.014617,0.0115201,0.00677757,0.00733664,0.00850677,0.0239396,0,0,0,0.0198396,0,0
161,0.0146371,0.0035008,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232894,0.0078536,0.0174103,0.0312663,0,0.0259251,0,0.032801,0.0175652,0.0538011,0.0211978,0.0343954,0.0196568,0.0210208,0.00832915,0.0215908,0.0235752,0.0535604,0.0251658,0.0227074,0.0178838,0.0128896,0.0327739,0.0229617,0.0131833,0.00848499,0.0136514,0.0154608,0.00693854,0.0200328,0.0159838,0,0,0.0178205,0,0.0216007,0.00894324,0.0694167,0.0110177,0.0228029,0.0197524,0.0204054,0.0252082,0.0155267,0.0523635,0.0179548,0.0233522,0.0192876,0.0150208,0.0123297,0.016863,0.0145069,0.0112882,0.00744488,0.00773771,0.00872101,0.0238279,0,0,0,0.0217378,0,0
162,0.0144129,0.00361576,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224829,0.0078555,0.0182923,0.0314472,0,0.0260288,0,0.0328572,0.0176924,0.0538463,0.0173593,0.0343881,0.0200623,0.0212179,0.00840116,0.0223509,0.0241031,0.053737,0.025988,0.0234507,0.0191176,0.0130723,0.0320066,0.0231476,0.0131457,0.00856931,0.013635,0.0155077,0.00700406,0.0198265,0.0157532,0,0,0.0174739,0,0.0215472,0.00909281,0.0694117,0.0113522,0.0226245,0.0196067,0.0205003,0.0253221,0.0155473,0.0524407,0.0174905,0.0234683,0.0194852,0.0150573,0.0125459,0.0172926,0.014367,0.0111651,0.00808988,0.00811974,0.00891797,0.0236136,0,0,0,0.0223171,0,0
163,0.0141064,0.00378384,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02283,0.00783982,0.0190743,0.0316073,0,0.0261663,0,0.0328832,0.017797,0.0539427,0.0154245,0.0342492,0.0201416,0.0213323,0.00844283,0.0225133,0.0243148,0.0538122,0.0263973,0.0238742,0.019851,0.0131559,0.0321997,0.0231489,0.0130646,0.00872638,0.0138014,0.0155568,0.00731789,0.0196976,0.0156061,0,0,0.0171334,0,0.021448,0.00902187,0.0693773,0.0120659,0.022626,0.0191839,0.0206508,0.0253425,0.015506,0.0525932,0.0169648,0.0236579,0.019708,0.0151056,0.0129096,0.0178164,0.0143987,0.0110678,0.00888577,0.00858916,0.00914147,0.0234199,0,0,0,0.0225571,0,0
164,0.0140221,0.0039271,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230254,0.00778865,0.0192017,0.0318152,0,0.0261379,0,0.0329411,0.0178529,0.0540085,0.0149044,0.0340678,0.0199565,0.0214295,0.00840034,0.0221946,0.0241539,0.0537123,0.0263123,0.0238605,0.0197811,0.0129771,0.0324609,0.0230795,0.0130015,0.00898364,0.014067,0.0156584,0.00794569,0.0196042,0.0155494,0,0,0.0166987,0,0.0213032,0.00852309,0.0693543,0.0131519,0.0227384,0.0187452,0.0209069,0.025184,0.015423,0.0528513,0.0164615,0.0238296,0.0199709,0.0150917,0.0133908,0.0183912,0.0145684,0.0109053,0.00987602,0.00913669,0.00936193,0.0232654,0,0,0,0.0224507,0,0
165,0.0139005,0.00400841,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230366,0.00766916,0.0184635,0.0320244,0,0.025927,0,0.0329632,0.0179359,0.0540069,0.0153881,0.033855,0.0196968,0.021514,0.00838642,0.0215457,0.0236843,0.053451,0.0257703,0.0234497,0.0190176,0.0125528,0.0326545,0.0229831,0.0129767,0.00940821,0.0143109,0.0159515,0.0088761,0.0194813,0.0155698,0,0,0.0162228,0,0.0212025,0.00821992,0.0692772,0.0146651,0.0229504,0.0183629,0.0211083,0.0248976,0.0153315,0.0531595,0.0159746,0.0239632,0.0203334,0.015034,0.0140323,0.0190661,0.0146611,0.0105828,0.0109801,0.00987077,0.00956725,0.0231376,0,0,0,0.0220194,0,0
166,0.0137273,0.0041563,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232253,0.00759935,0.0169691,0.0322241,0,0.0254636,0,0.0329963,0.0178735,0.0539464,0.0178023,0.0335607,0.0194393,0.0214764,0.00851462,0.0205918,0.0228627,0.0530646,0.0248573,0.0226547,0.0178022,0.0121367,0.033116,0.0226471,0.013043,0.010016,0.015216,0.0163902,0.00841342,0.0191882,0.0156134,0,0,0.0157869,0,0.0211498,0.00839633,0.069574,0.0136424,0.0233691,0.0167488,0.0213712,0.0246374,0.0139411,0.0531821,0.0146003,0.021589,0.0176464,0.0155611,0.011816,0.0155186,0.0160628,0.0102207,0.0121558,0.0108491,0.00969787,0.0229702,0,0,0,0.021095,0,0
167,0.0135042,0.00414719,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229624,0.00753842,0.0157551,0.0320259,0,0.025466,0,0.0328542,0.0180935,0.0535324,0.0211688,0.0331206,0.0187333,0.0209588,0.0086502,0.0191761,0.0216048,0.0525518,0.0238597,0.0219143,0.016829,0.0119876,0.0338247,0.022639,0.0127444,0.0107171,0.0187237,0.0168702,0.0188925,0.0184588,0.0155161,0,0,0.0157153,0,0.0212441,0.00874031,0.0710414,0.0239919,0.0243567,0.0121201,0.0215145,0.0244173,0.00929086,0.0523946,0.011118,0.0131701,0.00999054,0.0208216,0.0103979,0.00817721,0.0202821,0.0100533,0.0133698,0.0119835,0.00980621,0.0226779,0,0,0,0.0193762,0,0
168,0.0134627,0.00410319,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229312,0.0074751,0.0148433,0.0321943,0,0.0253067,0,0.0326204,0.0182014,0.0533829,0.0214952,0.0326075,0.0173661,0.0208049,0.00876534,0.0173948,0.0203921,0.0520535,0.0231752,0.0213374,0.0165718,0.0116872,0.0346802,0.0225572,0.0124934,0.0113593,0.0180823,0.0173252,0.0181234,0.0183891,0.0155975,0,0,0.0160236,0,0.0214057,0.00893381,0.0709968,0.023223,0.0246316,0.0119494,0.0216998,0.02427,0.00914729,0.0525964,0.0108963,0.0129881,0.00989587,0.0204522,0.0101842,0.0081487,0.0196671,0.0101124,0.0147856,0.0132092,0.00996918,0.0226229,0,0,0,0.0177107,0,0
169,0.0134321,0.00416793,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226537,0.00737233,0.0140408,0.0323103,0,0.0252407,0,0.0323392,0.0182738,0.0531306,0.0216346,0.0320218,0.0159399,0.0205657,0.00892669,0.0155166,0.0191071,0.0515253,0.0222651,0.0205406,0.0160686,0.0114584,0.0349996,0.0223406,0.0122158,0.0119619,0.0172006,0.0178355,0.0172948,0.0183665,0.015744,0,0,0.0163619,0,0.0216217,0.00954545,0.0709638,0.022293,0.0249429,0.0119633,0.021827,0.024195,0.00903206,0.0527911,0.0108559,0.0128321,0.00996016,0.0199998,0.00998884,0.00810145,0.0188662,0.0101257,0.0163776,0.0143135,0.00996408,0.0226136,0,0,0,0.0160896,0,0
170,0.0134345,0.00421378,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212665,0.00730894,0.0130868,0.032343,0,0.0251094,0,0.0320955,0.0182212,0.052728,0.0221592,0.0314218,0.0147718,0.0203072,0.00916941,0.0139494,0.0180043,0.0509271,0.0209423,0.0193312,0.0155526,0.0112977,0.0343171,0.0220045,0.0120398,0.0125021,0.0160446,0.0183285,0.0167363,0.0184251,0.0160386,0,0,0.0169378,0,0.0217901,0.0106877,0.0708957,0.0218076,0.0253286,0.0121374,0.0218457,0.0242024,0.00889419,0.0529677,0.0110023,0.0125026,0.0100129,0.0195271,0.00990653,0.00819106,0.0177588,0.0101974,0.0181494,0.0150737,0.0099977,0.0227162,0,0,0,0.0144126,0,0
171,0.0135027,0.00425839,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200543,0.00728653,0.0122519,0.0323557,0,0.0249411,0,0.0319214,0.0180142,0.0522899,0.0237213,0.0308714,0.0135525,0.0200342,0.00946075,0.012876,0.0171641,0.0502138,0.0193251,0.0179399,0.0153779,0.010914,0.0329227,0.0217187,0.0119292,0.0129268,0.0146251,0.0184949,0.0162313,0.0184939,0.0164884,0,0,0.0180798,0,0.0218576,0.0124533,0.0708364,0.0214494,0.0258695,0.0123724,0.02173,0.0242989,0.00888509,0.0531948,0.0112168,0.0121018,0.00997182,0.019012,0.00983957,0.00833689,0.0164359,0.0105524,0.0202075,0.0161142,0.00994939,0.022896,0,0,0,0.0127107,0,0
172,0.0135619,0.00444502,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195458,0.00729486,0.011203,0.0323828,0,0.0247408,0,0.031792,0.0177437,0.0518478,0.0255929,0.0303013,0.0121458,0.019697,0.00979747,0.0123571,0.016607,0.0495488,0.0183602,0.0172089,0.0154871,0.00997352,0.0316773,0.0215284,0.0118851,0.0132058,0.0128741,0.018516,0.0157714,0.0186285,0.0171115,0,0,0.0196342,0,0.021918,0.014378,0.0708641,0.0212953,0.0264256,0.0127567,0.0216425,0.0244719,0.00876391,0.0535005,0.0116247,0.0116998,0.00977642,0.0185594,0.009689,0.0085011,0.0148062,0.0111166,0.0225687,0.0173911,0.00986161,0.0231349,0,0,0,0.0111959,0,0
173,0.0135984,0.00446589,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208284,0.00730325,0.00917322,0.0331366,0,0.0239332,0,0.0314272,0.0170278,0.0519155,0.0266463,0.0298928,0.0105824,0.0200128,0.0102503,0.0120055,0.0162721,0.0490762,0.0185087,0.0173879,0.0152137,0.00879581,0.03249,0.0210466,0.011887,0.0132494,0.00797268,0.0186339,0.0170459,0.0193275,0.0179089,0,0,0.0211441,0,0.0220182,0.0159023,0.0685855,0.0230547,0.0259019,0.0171058,0.0218585,0.02492,0.0135401,0.0555702,0.0144347,0.0203846,0.0209207,0.0141794,0.0179525,0.01933,0.0062321,0.0116651,0.0252474,0.0187614,0.0097738,0.0235605,0,0,0,0.0101567,0,0
174,0.0136461,0.00455733,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192261,0.00731446,0.00804009,0.0322394,0,0.0241224,0,0.0313885,0.0169871,0.0512531,0.0268245,0.0294278,0.00997177,0.0189885,0.0108561,0.0119251,0.0156702,0.0489455,0.0189721,0.0178247,0.0148702,0.00821229,0.0296048,0.021198,0.0117624,0.0134698,0.00914939,0.0186968,0.0155831,0.0190454,0.018157,0,0,0.0230869,0,0.0221418,0.0173315,0.0709863,0.0222451,0.0273321,0.0137958,0.0213944,0.0255183,0.00778846,0.0542589,0.0128531,0.0110397,0.00901028,0.0179841,0.00947111,0.00950395,0.0112837,0.0127285,0.0280815,0.0199431,0.00970365,0.023596,0,0,0,0.00910546,0,0
175,0.0138901,0.00468919,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190874,0.00730093,0.00667557,0.0319858,0,0.0238592,0,0.0312331,0.0166877,0.0513787,0.0264837,0.0290962,0.00957978,0.0188418,0.0113907,0.0114841,0.0149835,0.0488008,0.019168,0.018085,0.0143011,0.00786988,0.0287373,0.0208844,0.0116988,0.0134053,0.00734985,0.0188693,0.0156559,0.0191897,0.0185101,0,0,0.0254149,0,0.0222951,0.0183608,0.0710015,0.023177,0.027747,0.0144787,0.0214504,0.0263258,0.00770184,0.0547047,0.013669,0.0112123,0.00857292,0.0178351,0.00934848,0.0105198,0.00953078,0.0140856,0.0306714,0.0199898,0.00962427,0.02388,0,0,0,0.00863644,0,0
176,0.0142366,0.00507678,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192565,0.00736177,0.00600596,0.0317555,0,0.0232297,0,0.0310075,0.0161246,0.0516394,0.0258467,0.0287818,0.00961345,0.0188884,0.0118926,0.0110751,0.0141844,0.0485495,0.0191165,0.018147,0.0138354,0.00768918,0.0286297,0.0203203,0.0116824,0.0132394,0.00567812,0.0195422,0.015734,0.0192737,0.0190142,0,0,0.0276436,0,0.0229235,0.0191295,0.0709693,0.024312,0.0281342,0.0153289,0.0216969,0.027138,0.00793237,0.0552034,0.0147524,0.0119781,0.00821346,0.0177354,0.00922089,0.0119066,0.00781053,0.0156001,0.0331078,0.0205706,0.00940137,0.0242461,0,0,0,0.00833211,0,0
177,0.0145863,0.0056393,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195706,0.00744864,0.00588057,0.0315579,0,0.0224891,0,0.0307885,0.0154927,0.0519227,0.0251747,0.0284292,0.00996891,0.0191342,0.0124785,0.0107489,0.0133792,0.0481327,0.0188619,0.0180521,0.0135077,0.00768113,0.0288098,0.0197139,0.011676,0.0129774,0.00450496,0.0202425,0.0159136,0.0192467,0.019582,0,0,0.0297858,0,0.0236991,0.0201605,0.0709496,0.0257467,0.0283886,0.016155,0.0218998,0.0278926,0.00835939,0.0557621,0.0158893,0.0130236,0.00795857,0.0177922,0.00914601,0.0135533,0.00629085,0.0173808,0.0353023,0.0216759,0.00919954,0.0246996,0,0,0,0.00785779,0,0
178,0.0149532,0.00629522,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198556,0.00757032,0.00608421,0.0314619,0,0.0216797,0,0.0306101,0.014883,0.0521359,0.0247364,0.0280325,0.010595,0.0193357,0.013094,0.0104443,0.0125843,0.0475402,0.0186026,0.0182312,0.0133806,0.00784243,0.0289654,0.0191682,0.0117068,0.0127203,0.00405796,0.0206514,0.0161975,0.0191823,0.0200637,0,0,0.0320794,0,0.0243608,0.0216846,0.0710199,0.0274626,0.0285152,0.0171146,0.0219632,0.0284861,0.00894341,0.0563124,0.0170908,0.0141708,0.0078893,0.0179493,0.00907498,0.0153246,0.00500182,0.0193508,0.0373982,0.0228905,0.00940597,0.0251651,0,0,0,0.00712039,0,0
179,0.0153114,0.00699994,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199579,0.00773415,0.00650235,0.0315244,0,0.0208453,0,0.030515,0.0142259,0.0522136,0.0246541,0.0277811,0.011258,0.0195721,0.0137787,0.0103585,0.0119284,0.0470142,0.0184369,0.0186852,0.0133894,0.00804142,0.0289224,0.0186443,0.0118292,0.0124241,0.0045323,0.0212036,0.0165914,0.0191354,0.0202971,0,0,0.0339273,0,0.0251293,0.0229485,0.0709681,0.0294688,0.0287312,0.0179114,0.0219931,0.0289662,0.00955297,0.056868,0.0181933,0.0152373,0.00811667,0.0181456,0.0091118,0.0170199,0.0042632,0.0208829,0.0395179,0.0235835,0.00950446,0.02546,0,0,0,0.00637691,0,0
180,0.0156756,0.00760458,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198633,0.00782811,0.00697314,0.0315632,0,0.0203405,0,0.0304483,0.0137459,0.052228,0.0247582,0.0277168,0.0117873,0.0198039,0.0144362,0.0106424,0.0115357,0.046741,0.0183578,0.0191298,0.0132994,0.00812594,0.0285923,0.0181128,0.011856,0.0120576,0.00549135,0.0216819,0.0172388,0.0190708,0.0202692,0,0,0.0358264,0,0.0257746,0.0240226,0.0707833,0.0315693,0.0290116,0.0184745,0.0219435,0.0293202,0.010265,0.0574254,0.019179,0.016244,0.00860242,0.0183934,0.00925256,0.0187734,0.00375249,0.02254,0.041214,0.0238642,0.00968539,0.0255768,0,0,0,0.00646077,0,0
181,0.015946,0.00813545,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197065,0.00786706,0.0073549,0.031549,0,0.0201405,0,0.030409,0.0134728,0.0521153,0.0249649,0.0276705,0.0123521,0.0198988,0.0149449,0.0113752,0.011509,0.046704,0.0183301,0.0192361,0.0131137,0.00800616,0.0280496,0.0178093,0.0117843,0.0117039,0.00670228,0.0219996,0.0180358,0.018893,0.0200565,0,0,0.0377051,0,0.0261803,0.0248789,0.0705621,0.0334007,0.0292413,0.0185074,0.0218718,0.0296184,0.010859,0.0579835,0.0196685,0.0168446,0.009393,0.0187179,0.00949341,0.0204961,0.00352024,0.0243249,0.0425819,0.0240561,0.00983385,0.0255451,0,0,0,0.00724235,0,0
182,0.016013,0.00863215,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194633,0.00794766,0.00762775,0.0313386,0,0.0197331,0,0.0303418,0.0130838,0.0520266,0.0250193,0.0275971,0.0129042,0.0197482,0.0153389,0.0121813,0.0116902,0.046727,0.0181896,0.0190063,0.0126916,0.00773079,0.0276637,0.0175111,0.0117737,0.0112394,0.00759529,0.022696,0.0201773,0.0184177,0.0196557,0,0,0.0391614,0,0.0269057,0.0251706,0.0698448,0.0352529,0.0296153,0.0162787,0.0217701,0.0298525,0.0109667,0.0591022,0.0179476,0.0164375,0.0119102,0.0194528,0.0111623,0.0230568,0.00349946,0.0256737,0.0440118,0.0242553,0.00999451,0.0253617,0,0,0,0.00793742,0,0
183,0.0165313,0.00848357,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189979,0.00805007,0.00785482,0.0310626,0,0.0200192,0,0.0305204,0.0131813,0.0520136,0.0249243,0.0273589,0.0132912,0.0197051,0.0158911,0.0127642,0.0119694,0.0469221,0.0178338,0.0184574,0.0121308,0.00759385,0.0270687,0.0179125,0.0117473,0.0109203,0.00861417,0,0.0219603,0.0177906,0.0190255,0,0,0.0543714,0,0.0100755,0.0428638,0.0694089,0.0357562,0.0301374,0.0135083,0.0216804,0.029226,0.0109735,0.060359,0.0156411,0.0157073,0.014657,0.0201423,0.0128254,0.0252263,0.00499217,0.0331559,0.0557589,0.0433657,0.00958676,0.0257846,0,0,0,0.00831339,0,0
184,0.015725,0.00954815,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184797,0.00808082,0.00787179,0.030594,0,0.017925,0,0.0300287,0.0119064,0.0521448,0.0248264,0.027337,0.013456,0.0196702,0.0155143,0.0130171,0.0121736,0.0470366,0.0171698,0.0177674,0.0114365,0.00763138,0.0265485,0.0165022,0.0119375,0.0102349,0.0116742,0.0251427,0.0238224,0.0171849,0.0184335,0,0,0.0412654,0,0.0293692,0.0249939,0.0684109,0.0350236,0.0304756,0.0116143,0.0214932,0.0302347,0.0117843,0.0627647,0.0139412,0.0160343,0.0177758,0.0213089,0.0151211,0.0274437,0.00892862,0.0265944,0.0471967,0.0246688,0.0102669,0.0247819,0,0,0,0.00847915,0,0
185,0.0156571,0.00998869,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179647,0.00810411,0.00810906,0.0304605,0,0.0173423,0,0.0298684,0.0116091,0.0520959,0.0247776,0.027291,0.0137827,0.0197113,0.0153317,0.0131897,0.0125299,0.0472034,0.0166013,0.017214,0.0109021,0.00797398,0.0257849,0.0161091,0.0119926,0.009787,0.0119568,0.0252033,0.0231409,0.0168757,0.0179417,0,0,0.0429246,0,0.0298134,0.0261236,0.0683206,0.0329362,0.0306897,0.0113565,0.0214543,0.0302834,0.0122133,0.0635328,0.0140874,0.0161548,0.0183378,0.0211493,0.0149976,0.0278275,0.00759674,0.0271101,0.0482985,0.0256431,0.0104775,0.0246507,0,0,0,0.00874317,0,0
186,0.0156449,0.0103575,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01745,0.0081328,0.00825253,0.0302748,0,0.0167733,0,0.0296587,0.0114293,0.0520099,0.0245172,0.0272892,0.0142447,0.0196364,0.0151484,0.0134128,0.0128195,0.047387,0.0161054,0.0167679,0.0103907,0.00829911,0.0252798,0.0157795,0.012029,0.00954929,0.0113868,0.0251615,0.0218971,0.0166164,0.0175187,0,0,0.0447132,0,0.0303334,0.0274642,0.0681166,0.0304085,0.0308032,0.0113736,0.0213806,0.0302165,0.012709,0.064199,0.0142468,0.0164153,0.0183516,0.0210553,0.0144483,0.027544,0.00581147,0.0278442,0.0494541,0.0267881,0.0106658,0.024655,0,0,0,0.00905241,0,0
187,0.0156456,0.0106988,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171903,0.00819638,0.00837724,0.0301356,0,0.0164071,0,0.0293503,0.0113484,0.0519076,0.0241878,0.0273378,0.0147277,0.0196159,0.0149604,0.0137291,0.013057,0.0475804,0.0158104,0.0165594,0.00995359,0.0084967,0.0249459,0.0156043,0.0119695,0.00953036,0.010794,0.0260212,0.0203244,0.0164518,0.0171639,0,0,0.0458018,0,0.0313287,0.0277549,0.0678217,0.0273888,0.0307971,0.0115567,0.0213431,0.0302417,0.0132544,0.0648068,0.0144142,0.016812,0.0177709,0.0210011,0.0135408,0.0266249,0.00494819,0.0284642,0.0513879,0.0274719,0.010863,0.024723,0,0,0,0.00936889,0,0
188,0.0156807,0.0109853,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172892,0.00835321,0.00883125,0.0301527,0,0.0160801,0,0.0289548,0.0112403,0.0518062,0.0239062,0.0273915,0.0151829,0.0196675,0.0148639,0.014123,0.0133226,0.0477327,0.0157751,0.0167235,0.00971477,0.00850284,0.0248793,0.0154864,0.0118709,0.00970685,0.0104814,0.0269675,0.018606,0.0164126,0.0169467,0,0,0.0469297,0,0.0323773,0.0277643,0.0674574,0.0242608,0.0305719,0.0117761,0.0213657,0.0303395,0.0137983,0.0654167,0.0146618,0.0173548,0.0167056,0.0210076,0.012361,0.0250206,0.00659385,0.029103,0.0533185,0.0278073,0.0110413,0.024867,0,0,0,0.00968399,0,0
189,0.0165846,0.0107662,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176074,0.00847186,0.00966313,0.0303078,0,0.0169004,0,0.0288593,0.0117581,0.0516314,0.0238447,0.0271998,0.015537,0.0197902,0.0154021,0.014432,0.0135808,0.0479988,0.0160088,0.0172273,0.00972801,0.00843156,0.0250044,0.0162188,0.0117228,0.0101745,0.0107909,0,0.0165762,0.0164192,0.0172226,0,0,0.0622772,0,0.0131884,0.047916,0.0671209,0.0213484,0.0301471,0.0119409,0.021512,0.0294134,0.0142744,0.0659266,0.0149011,0.0180161,0.0154002,0.0211894,0.0109922,0.0229918,0.00996873,0.0356188,0.0636786,0.0495451,0.0108185,0.0260004,0,0,0,0.00988848,0,0
