Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,LASI,
35,0.00759376,0.0119527,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0522527,0.00762185,0.0189929,0,0,0.0447062,0,0.029246,0.0231552,0.0604834,0.0236327,0.0437252,0.0147543,0.00459955,0.0131233,0,0.021723,0.0119399,0.0409877,0.0153593,0.0206488,0.00356885,0.0119972,0.0718418,0.0315495,0.0235132,0.00870339,0.00767774,0.0249396,0.00666804,0.00532743,0.00286795,0,0,0.0612169,0,0.0191732,0.0286682,0.0692207,0,0.0123533,0.0172251,0.00840821,0.0243264,0.0163839,0.0508052,0.0166283,0.01398,0.0133506,0.0208088,0.00827593,0.010697,0.00816335,0.041136,0.0326556,0.0159261,0.013958,0.00757672,0,0,0,0.00604138,0
36,0.00690755,0.0114601,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505492,0.00727724,0.0181395,0,0,0.0461047,0,0.0295416,0.0235886,0.0603081,0.0236868,0.0439432,0.0159429,0.00440328,0.0118725,0,0.0216402,0.0125669,0.0414358,0.0142105,0.0194561,0.00364134,0.0125363,0.0700681,0.0309864,0.0232848,0.00835283,0.00725426,0.0248363,0.00435293,0.00578567,0.00379084,0,0,0.0624726,0,0.0192368,0.0293844,0.069273,0,0.0121035,0.0169492,0.00817751,0.022748,0.0146452,0.0508397,0.0159677,0.0124525,0.0116159,0.0221651,0.00731226,0.00943757,0.00833128,0.0418776,0.0321522,0.0160544,0.0136197,0.00796421,0,0,0,0.00629476,0
37,0.00596823,0.0107642,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0488808,0.0067867,0.0170063,0,0,0.0478987,0,0.0299654,0.0241369,0.0600866,0.0234696,0.0442862,0.0164566,0.00433207,0.0105869,0,0.0220123,0.0138926,0.0418988,0.0137882,0.0183028,0.00375515,0.0131026,0.0681954,0.0304195,0.0229269,0.00798511,0.00821465,0.0248029,0.00343422,0.00666072,0.00493315,0,0,0.0636683,0,0.0192509,0.0300175,0.0693411,0,0.0118626,0.0167184,0.00802082,0.0211221,0.0132035,0.0506015,0.0156521,0.0116506,0.0112392,0.0232305,0.00753075,0.00936103,0.00909055,0.0424114,0.0317698,0.0161593,0.0131852,0.00840682,0,0,0,0.00651962,0
38,0.00472096,0.0101114,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0477436,0.00646565,0.0159497,0,0,0.0494295,0,0.0303771,0.0244997,0.0596779,0.0234768,0.044739,0.0173926,0.00437571,0.00973737,0,0.0232291,0.0158961,0.042529,0.0135033,0.0174832,0.00397822,0.0135852,0.0671068,0.0296514,0.0223093,0.00767292,0.00769833,0.0248391,0.00342851,0.00817766,0.00592635,0,0,0.0653006,0,0.0194667,0.0308934,0.0695603,0,0.0120139,0.0163883,0.00791248,0.0199088,0.0125101,0.0498823,0.0156878,0.0115994,0.011943,0.0236673,0.00812652,0.010186,0.00885009,0.0432387,0.0315372,0.01592,0.0127834,0.00883305,0,0,0,0.00680217,0
39,0.00373007,0.0091609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048332,0.00610869,0.0148293,0,0,0.0508915,0,0.0308154,0.0250005,0.0589076,0.0239893,0.0456763,0.0190931,0.00408988,0.00946713,0,0.0257953,0.0154889,0.0433773,0.0128738,0.0176204,0.00410484,0.014015,0.068228,0.0291545,0.0215367,0.00731769,0.0064252,0.0247285,0.00348136,0.00900051,0.00678562,0,0,0.0656932,0,0.0195744,0.0310636,0.0700625,0,0.0126631,0.0155765,0.00742749,0.0185881,0.0121452,0.049019,0.0152758,0.0119984,0.0128319,0.0238099,0.00834558,0.011309,0.00807865,0.0430002,0.0317491,0.0161372,0.0120742,0.00917155,0,0,0,0.00688763,0
40,0.00299328,0.00804845,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0515863,0.00598074,0.01381,0,0,0.0517624,0,0.0310462,0.025397,0.0580312,0.0248878,0.0470187,0.0228452,0.00386411,0.00995328,0,0.0306498,0,0.0440526,0.0131465,0.0194127,0.00446108,0.014643,0.0723605,0.0289185,0.0209719,0.00712234,0.0057275,0.0246901,0.00320791,0.00914104,0.00762834,0,0,0.0663491,0,0.0197157,0.0314553,0.0707875,0,0.0129662,0.0142895,0.00699924,0.0174058,0.0112006,0.0485623,0.0143178,0.0116508,0.0130105,0.0239519,0.00804199,0.0118586,0.00769269,0.0429687,0.0319049,0.0162103,0.0112798,0.00919558,0,0,0,0.00645519,0
41,0.00277068,0.00732042,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501515,0.00587535,0.0125863,0,0,0.0523212,0,0.0312779,0.0256627,0.0578951,0.0248191,0.0478893,0.0243184,0.00379565,0.0108525,0,0.0316707,0,0.0452127,0.0122022,0.0182463,0.00449869,0.0151924,0.0705678,0.0288821,0.0205364,0.00710576,0.00510143,0.0246781,0.00263239,0.00982885,0.00841746,0,0,0.0675407,0,0.0199103,0.0321218,0.0712421,0.005599,0.0134539,0.0126891,0.00644621,0.0162688,0.00966084,0.0486904,0.012738,0.0107698,0.0127023,0.0238092,0.0076954,0.0120562,0.00428781,0.0434053,0.0319059,0.0161138,0.0107389,0.00961641,0,0,0,0.0064312,0
42,0.0034985,0.00657868,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0492682,0.00586425,0.0124257,0,0,0.052656,0,0.0313859,0.0259554,0.0568437,0.0264356,0.0474464,0.0261562,0.00494507,0.0114029,0,0.0326428,0.110006,0.0483328,0.0116122,0.0176866,0.00451415,0.0152148,0.0706939,0.0286868,0.0204246,0.00695553,0.00546594,0.0244769,0.00257085,0.012525,0.00871183,0,0,0.067719,0,0.0200265,0.032103,0.0715315,0,0.015426,0.010968,0.00494159,0.0148242,0.00790278,0.0492812,0.0106067,0.0100703,0.0128975,0.0235042,0.00814853,0.0130328,0.00859252,0.0430248,0.0320671,0.0164094,0.00964502,0.010449,0,0,0,0.00907929,0
43,0.00356134,0.00616213,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0458219,0.00602051,0.010825,0,0,0.0531269,0,0.0314929,0.0263657,0.0571429,0.0262393,0.0480693,0.0267045,0.00587878,0.012008,0,0.0326341,0.11783,0.0495358,0.00995193,0.0151563,0.0045801,0.0161974,0.0672593,0.0286856,0.0203044,0.00685801,0.00560416,0.0243104,0.00172173,0.0125788,0.00898845,0,0,0.0681239,0,0.0200381,0.0323274,0.0716339,0.00734104,0.0158186,0.00947875,0.00466141,0.0136623,0.00647113,0.0502699,0.00889988,0.00923484,0.0122243,0.0234681,0.00778791,0.0127728,0.00671405,0.0431126,0.0319691,0.0166034,0.00892101,0.0107547,0,0,0,0.00865826,0
44,0.00365565,0.00595825,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0411774,0.00574804,0.00941976,0,0,0.048176,0,0.0320386,0.0276107,0.05709,0.0261905,0.0484289,0.0267129,0.00595849,0.0140246,0,0.032181,0.115889,0.0503751,0.00813716,0.0118906,0.00481003,0.0174082,0.0625892,0.0239923,0.0208485,0.00708737,0.00680935,0.0240357,0.00120114,0.0119146,0.00900897,0,0,0.0682979,0,0.0199061,0.0323939,0.071666,0.00789095,0.015861,0.00806122,0.00431799,0.0126892,0.00607757,0.0511386,0.00761735,0.00879449,0.0120191,0.023628,0.00753026,0.0130632,0.0079086,0.043121,0.0318097,0.0168843,0.00842293,0.0109313,0,0,0,0.00790522,0
45,0.00363213,0.00566827,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365566,0.00602466,0.00923061,0,0,0.0480493,0,0.0319598,0.027851,0.0568505,0.0262956,0.0486497,0.0263514,0.00584469,0.0145779,0,0.0314579,0.114709,0.0509671,0.00697885,0.00868821,0.00467637,0.0185158,0.0576295,0.0239041,0.0209382,0.00692096,0.00768574,0.0236811,0.00105152,0.0109424,0.00873877,0,0,0.0684126,0,0.0196244,0.032355,0.0716376,0,0.0157686,0.00665633,0.0038932,0.0118366,0.00563007,0.051863,0.00697432,0.00840432,0.0120043,0.0242542,0.0071337,0.0135815,0.0124643,0.0430489,0.0315768,0.0171925,0.00788874,0.0108231,0,0,0,0.0071823,0
46,0.00369272,0.00521159,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323606,0.00680754,0.0103622,0,0,0.0531935,0,0.0314199,0.0273853,0.0565392,0.0268276,0.0488434,0.0258482,0.00589329,0.0133966,0,0.0305038,0.115062,0.051467,0.00659328,0.00641981,0.00371271,0.0191892,0.0527667,0.0278518,0.020678,0.00677329,0.010209,0.0235249,0.00124231,0.0103013,0.00846471,0,0,0.0685914,0,0.0195041,0.0323524,0.0713828,0.00716615,0.0154868,0.00530793,0.00383813,0.0109936,0.00493441,0.052745,0.00633051,0.0075826,0.0114621,0.0251169,0.00653916,0.0132693,0.012205,0.0431042,0.0313091,0.0175388,0.00733681,0.0106227,0,0,0,0.00652783,0
47,0.0037638,0.00464538,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280888,0.0072464,0.0104564,0,0,0.0527727,0,0.0312039,0.0274553,0.0564688,0.0249984,0.049006,0.0247766,0.00600429,0.0136969,0,0.0284174,0.113708,0.052098,0,0.00461014,0,0.0196967,0.0467166,0.0271934,0.0210253,0.00664997,0.0124834,0.0236658,0.00155613,0,0.00826835,0,0,0.0687157,0,0.0197047,0.032425,0.0710057,0.00749602,0.0148952,0.00388139,0.00379299,0.0101287,0.00457711,0.0536923,0.00610319,0.00703313,0.0106861,0.0261231,0.00620457,0.0125667,0.0143931,0.0431417,0.0309431,0.017705,0.00674486,0.0103077,0,0,0,0.00605438,0
48,0.00286216,0.00343813,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196799,0.00737294,0.0144128,0,0,0.0464656,0,0.0316374,0.0278687,0.0564009,0.0275846,0.0503114,0.0229701,0.0051302,0.0161104,0,0.0269819,0,0.0509238,0.00696369,0.00402538,0.00458896,0.0204591,0.0365329,0.0219744,0.0212261,0.00664207,0.0150194,0,0.00271812,0.00725092,0.00803012,0,0,0.0607278,0,0.003865,0.0285821,0.0712408,0.0074079,0.0124629,0.00327579,0.0038856,0.00845408,0.00487891,0.0540176,0.00674547,0.00751818,0.00906359,0.0276806,0.00537833,0.0109034,0.0170915,0.0370581,0.041902,0.0196778,0.00580629,0.00940684,0,0,0,0.00289584,0
49,0.00349474,0.00427062,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135167,0.00802837,0.0176318,0,0,0.0488996,0,0.0311349,0.0269978,0.0556487,0.0277121,0.0496773,0.0215746,0.00432258,0.0151603,0.0194655,0.0248976,0,0.0514235,0.006662,0.00455677,0.00592515,0.019963,0.0265598,0.0233929,0.0213634,0.00640917,0.0158737,0.0238205,0.00307898,0.00622112,0.00878729,0,0,0.0689743,0,0.0198657,0.032566,0.071033,0,0.0122569,0.00285327,0.00424962,0.00875387,0.00459099,0.0547811,0.00689683,0.00728041,0.00799785,0.0282321,0.00479542,0.00956378,0.0209278,0.0430455,0.0305297,0.0177147,0.00686372,0.010146,0,0,0,0.00270563,0
50,0.00329823,0.00402483,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00938496,0.00787666,0.0221831,0,0,0.0422256,0,0.0313027,0.0271004,0.0547309,0.0315564,0.0500476,0.0241422,0.00401521,0.017254,0,0.0267693,0,0.0525741,0.00628598,0.00426361,0.00780181,0.0188365,0.0197406,0.0187078,0.0218675,0.00640065,0.017272,0.0238758,0.00356911,0.0059925,0.00896638,0,0,0.0691624,0,0.0199188,0.0326391,0.071097,0,0.0121387,0.00271302,0.00433614,0.00808137,0.00461099,0.0553259,0.00710154,0.00706829,0.00710633,0.0286195,0.00410772,0.00837189,0.0235161,0.0428515,0.0307155,0.0176393,0.00683872,0.0102907,0,0,0,0.00250523,0
51,0.00323291,0.00351071,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101701,0.00827084,0.0286812,0,0,0.0404004,0,0.0312549,0.0267908,0.054178,0.0376011,0.0503706,0.0264633,0.00403469,0.0176269,0.0208098,0.0282231,0,0.0536834,0.0057529,0.00472097,0.0115604,0.0179771,0.0114746,0.0175637,0.0221275,0.00667084,0.0184191,0.0239079,0.00393961,0.00635124,0.0091861,0,0,0.0693552,0,0.0199624,0.0327289,0.07115,0,0.0117518,0.00268295,0.00400842,0.00714437,0.00467861,0.055843,0.00718928,0.00696698,0.00664557,0.028957,0.00365172,0.00781694,0.0247434,0.0424656,0.0309645,0.0177945,0.00651377,0.0102837,0,0,0,0.0026563,0
52,0.00333232,0.00309184,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136974,0.00855855,0.0324181,0,0,0.0391229,0,0.031186,0.0266173,0.0538684,0.0416249,0.050493,0.0284823,0.00420323,0.0180896,0.0215536,0.0293968,0,0.0549448,0.00571299,0.0052728,0.0137585,0.0183031,0.00647054,0.0169722,0.0222214,0.006714,0.0192294,0.023876,0.00428579,0.00678897,0.00944079,0,0,0.0692495,0,0.0200046,0.0327882,0.0713102,0,0.0114135,0.00279135,0.00346978,0.00614442,0.00504938,0.0560268,0.00740411,0.00720847,0.00657431,0.0291977,0.00349762,0.00800904,0.0252823,0.041923,0.0311676,0.0179436,0.00613191,0.0103091,0,0,0,0.00258591,0
53,0.00348405,0.00295427,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156391,0.00866218,0.0338833,0,0,0.0382774,0,0.03124,0.0265527,0.0538527,0.0431334,0.0505632,0.0292869,0.00434124,0.0186464,0.0208029,0.0285395,0,0.055942,0.00607639,0.0061094,0.014374,0.0193477,0.00407472,0.0167188,0.02228,0.00668014,0.0194028,0.0238519,0.00459643,0.00710565,0.00979425,0,0,0.06908,0,0.0200829,0.0327981,0.0715002,0,0.0113638,0.00284421,0.00289052,0.00513749,0.00544069,0.0559632,0.00747177,0.00708576,0.00693241,0.0292961,0.00367334,0.00888056,0.0251621,0.0412625,0.0313821,0.0181247,0.00595542,0.0103057,0,0,0,0.00256603,0
54,0.00365721,0.00347709,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170134,0.00839523,0.0225561,0,0,0.0377752,0,0.0316005,0.0266001,0.0556811,0.0246153,0.050211,0.0195648,0.00460052,0.0193847,0.0132655,0.0169266,0,0.0551743,0,0,0.00705816,0.0204439,0.0118239,0.0167272,0.0223351,0.00690418,0.0184774,0.023806,0.005243,0.00660812,0.0101065,0,0,0.0690816,0,0.020257,0.0325187,0.0715778,0,0.0114246,0.00263801,0.0031115,0.0041849,0.00540279,0.0558882,0.00718507,0.00674887,0.00732523,0.0291294,0.00388873,0.0094734,0.0245607,0.0405594,0.0318486,0.0185141,0.00602089,0.0104757,0,0,0,0.00346224,0
55,0.00355142,0.00407735,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205339,0.00884288,0.035341,0,0,0.0375618,0,0.0313704,0.0267298,0.0537984,0.0452387,0.0503741,0.0287857,0.00536295,0.0197174,0.0208079,0.0262653,0,0.0569388,0.00935087,0.00850156,0.01509,0.0215396,0.00681925,0.0172129,0.0228088,0.00660183,0.0190045,0.0237616,0.00558348,0.00781775,0.0103466,0,0,0.0692819,0,0.0204362,0.0322909,0.0718846,0,0.012021,0.0028162,0.00201524,0.00361886,0.00575659,0.0560992,0.00732881,0.00657304,0.00827961,0.0290811,0.00437604,0.0108111,0.0251451,0.0397339,0.0323468,0.0186893,0.00529693,0.0102207,0,0,0,0.00296288,0
56,0.00335391,0.00439588,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227613,0.00859711,0.0356492,0,0,0.0374912,0,0.0315322,0.0270165,0.0540119,0.0454225,0.0501122,0.0276211,0.00608079,0.020225,0.020944,0.0249387,0,0.0571237,0.0113271,0.010293,0.0155131,0.022426,0.0105729,0.0179452,0.0229161,0.00684903,0.0187821,0.023669,0.00603181,0.00815711,0.0105675,0,0,0.0692612,0,0.0206219,0.0319632,0.0720813,0,0.0124512,0.00289141,0.00202211,0.00322764,0.00508387,0.0563513,0.00722081,0.00618441,0.00866902,0.0289405,0.00447301,0.0112845,0.0247227,0.0390616,0.0328493,0.0185205,0.00490031,0.0100488,0,0,0,0.0032273,0
57,0.00316639,0.00427646,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246769,0.00843044,0.0359007,0,0,0.0377175,0,0.0315589,0.0274094,0.0542675,0.045238,0.0499207,0.0268852,0.00648498,0.0207488,0.0206847,0.0235869,0,0.0570987,0.0127698,0.0119579,0.0157518,0.0230167,0.013845,0.0187925,0.0230603,0.00697732,0.0182628,0.0238055,0.0063583,0.00812735,0.0108782,0,0,0.06895,0,0.0209802,0.0315977,0.072123,0,0.0129375,0.00289751,0.00231569,0.00311872,0.00502176,0.0564826,0.00700945,0.00595459,0.00862613,0.0289229,0.00427814,0.0111346,0.0239491,0.0383888,0.0333234,0.0183786,0.00474731,0.00977005,0,0,0,0.00317955,0
58,0.00289892,0.00412567,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262521,0.00824548,0.0361851,0,0,0.0381671,0,0.0314661,0.0278958,0.0545179,0.0449029,0.0497972,0.026287,0.00678844,0.0212543,0.0203283,0.0225875,0,0.0569088,0.0135157,0.0135028,0.015849,0.0233455,0.0168249,0.0197774,0.0231652,0.00705172,0.0179692,0.0241298,0.00664871,0.00813398,0.0111231,0,0,0.0684564,0,0.0214874,0.031073,0.0720304,0,0.0134466,0.00295654,0.00261195,0.00320668,0.00485361,0.0565816,0.00669945,0.00596956,0.00839302,0.0287869,0.00395642,0.0108348,0.0234972,0.0378001,0.0337652,0.0184268,0.0046851,0.00954101,0,0,0,0.00305367,0
59,0.00262947,0.00404377,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274365,0.00799347,0.0360104,0,0,0.0387835,0,0.0313449,0.0284561,0.0547582,0.0439796,0.0496604,0.0254525,0.00696157,0.021827,0.0198088,0.0216653,0,0.0566757,0.0144486,0.0147461,0.0152913,0.0237362,0.019659,0.0208459,0.0232087,0.00704126,0.0183597,0.024193,0.00669693,0.00837991,0.0112758,0,0,0.0679993,0,0.0217601,0.0306342,0.0718506,0.0115835,0.0138744,0.00299155,0.00318457,0.00343044,0.00453549,0.0565359,0.00642086,0.00607026,0.00798452,0.0284144,0.00368923,0.010046,0.0218356,0.0373196,0.0341373,0.0185715,0.00461397,0.00942339,0,0,0,0.0030592,0
60,0.00234592,0.0038922,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288592,0.00775876,0,0,0,0.0395302,0,0.0311729,0.0290806,0.055146,0.0435142,0.04943,0.0239358,0.00715628,0.0223727,0.0187991,0.0202977,0,0.0560438,0.0151916,0.0153722,0.0152163,0.0240145,0.0219787,0.0219398,0.02328,0.00699098,0.0187472,0.0241276,0.00688147,0.00863713,0.0114145,0,0,0.0676842,0,0.021901,0.0304574,0.0716575,0.0113062,0.0138931,0.00267731,0.00421713,0.00387424,0.00429774,0.05649,0.00618881,0.0060887,0.00797299,0.0280116,0.0035417,0.00986623,0.0219215,0.0367573,0.0345144,0.0187809,0.00441836,0.00926361,0,0,0,0.00314851,0
61,0.00216929,0.00385125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0277202,0.00759679,0.0340171,0,0,0.0404074,0,0.0309144,0.0298685,0.0553121,0.0414743,0.0491279,0.0236503,0.00721085,0.0228233,0.0185454,0.0201289,0,0.0555809,0.0147486,0.015385,0.0144407,0.0244157,0.0206069,0.0230091,0.0233359,0.00710601,0.0191356,0.0244225,0.00707529,0.00869841,0.0116161,0,0,0.0674948,0,0.0223648,0.0302549,0.0714827,0.0112121,0.0143213,0.00227395,0.00485478,0.00458334,0.00406717,0.0564336,0.00602188,0.00567549,0.00839799,0.0276155,0.00363366,0.0103908,0.0223825,0.0360436,0.0351815,0.0190118,0.0044034,0.00913094,0,0,0,0.00321658,0
62,0.00232936,0.00401639,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264219,0.00743164,0.0317909,0,0,0.0412992,0,0.0307251,0.0306471,0.0556863,0.0391553,0.0489617,0.0227558,0.00693679,0.0231303,0.0177863,0.0195347,0,0.0547142,0.01437,0.0154245,0.0139758,0.0247558,0.0193044,0.0239606,0.0233855,0.00725003,0.0194594,0.0251312,0.00732597,0.00814051,0.01198,0,0,0.0673779,0,0.0231603,0.0299719,0.0714226,0.0113903,0.0152767,0.00192612,0.0046585,0.00543735,0.0039076,0.0562269,0.00578946,0.00545957,0.00924828,0.0273052,0.00397922,0.0116572,0.0228295,0.0353291,0.0360151,0.0192988,0.00469086,0.00886102,0,0,0,0.00294435,0
63,0.00253073,0.00425126,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241177,0.00724044,0.0286636,0,0,0.0420916,0,0.0306504,0.0313809,0.0561213,0.0360574,0.0487314,0.0217918,0.00649851,0.0233696,0.0167825,0.0188914,0,0.0537713,0.014264,0.0148516,0.0127848,0.0253199,0.0172512,0.0248873,0.0234976,0.00739831,0.0197293,0.0252699,0.00759997,0.00748077,0.0122921,0,0,0.0671092,0,0.0234229,0.0296451,0.0713513,0.0117778,0.0159869,0.00169158,0.00424661,0.00619569,0.00376295,0.0558951,0.00555831,0.00539841,0.0101789,0.0269949,0.00443128,0.0127553,0.0233131,0.0346156,0.0365277,0.0194206,0.00501157,0.00857511,0,0,0,0.00275817,0
64,0.00254416,0.00429252,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022106,0.0070471,0,0,0,0.0427376,0,0.0305258,0.0321026,0.0564794,0.0327906,0.0485187,0.0205984,0.00614597,0.0237211,0.015397,0.0180718,0,0.0527257,0.0139837,0.014153,0.0115672,0.0259161,0.0153473,0.0259718,0.0237358,0.00750041,0.0198615,0.0250259,0.00770874,0.0072107,0.0123678,0,0,0.0668039,0,0.0233723,0.0293642,0.0712601,0.0139404,0.0158506,0.00153239,0.00432841,0.00683516,0.00370568,0.0555006,0.00531431,0.00540175,0.01083,0.0266224,0.004697,0.0135218,0.0235167,0.0339276,0.0369619,0.0195479,0.00510359,0.00842351,0,0,0,0.00267628,0
65,0.00242131,0.0042147,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192895,0.0069139,0.0223048,0,0,0.0434096,0,0.0304549,0.0327955,0.0564918,0.0297326,0.0482654,0.0208066,0.0059207,0.0241208,0.0150006,0.0186351,0,0.0520798,0.0131586,0.0126355,0.0107589,0.0262912,0.0127757,0.0271374,0.0239647,0.00756828,0.0199242,0.0248028,0.00787931,0.00727546,0.0125371,0,0,0.0664566,0,0.0233715,0.0290089,0.0712995,0.0153447,0.0156441,0.00134878,0.00481912,0.00743316,0.00374248,0.055282,0.00502542,0.0054257,0.0113853,0.0264006,0.005005,0.0142353,0.0237138,0.0333258,0.0374178,0.0197507,0.00506972,0.0084389,0,0,0,0.00277637,0
66,0.00246575,0.00414678,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169916,0.00672031,0.0196817,0,0,0.0443133,0,0.0304057,0.0334492,0.0567925,0.0270125,0.0479758,0.0205075,0.00565402,0.0245012,0.014186,0.0186649,0,0.0513113,0.0130434,0.0115375,0.0101347,0.0262875,0.0112255,0.0279804,0.0240733,0.0076985,0.0202048,0.025026,0.00815834,0.00724497,0.0127356,0,0,0.0658606,0,0.023751,0.0286213,0.0713613,0.0153798,0.0156464,0.00126646,0.00532658,0.00810016,0.00380187,0.0549891,0.00479625,0.00548065,0.0118501,0.0262646,0.00533077,0.0148732,0.0245251,0.032643,0.0379137,0.0198917,0.00512673,0.00851582,0,0,0,0.00296649,0
67,0.00261032,0.00409307,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156894,0.00647786,0.0173743,0,0,0.0453131,0,0.0305553,0.0340273,0.0572023,0.0247953,0.0476394,0.0203874,0.00547076,0.0248078,0.0134559,0.0187917,0,0.0506463,0.0132802,0.0105383,0.00889947,0.0262292,0.0105812,0.028681,0.024237,0.00782209,0.0204812,0.0251056,0.00845106,0.00718608,0.0130899,0,0,0.0652074,0,0.0240193,0.0282817,0.0714128,0.0152375,0.0157847,0.00128692,0.00580302,0.00873834,0.00378832,0.054744,0.00458515,0.00549275,0.0123162,0.0261183,0.00559505,0.0154036,0.0253048,0.0320999,0.038369,0.020034,0.0052197,0.00858039,0,0,0,0.0029896,0
68,0.00284593,0.00404956,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152133,0.00620129,0.0149367,0,0,0.0461546,0,0.0308531,0.0345671,0.0576431,0.0227356,0.0473757,0.0198658,0.00547546,0.0250952,0.0131059,0.0187948,0,0.0499862,0.0131265,0.00983526,0.00850532,0.0259063,0.011052,0.0292933,0.0244777,0.00796288,0.020817,0.0249157,0.00861612,0.00718297,0.0135355,0,0,0.0646476,0,0.0241165,0.0279418,0.0714491,0.0164175,0.0160239,0.00142116,0.00620842,0.0093635,0.00372382,0.0543414,0.00445126,0.00544781,0.0127485,0.0259434,0.00590924,0.0158802,0.0257702,0.0316293,0.0389276,0.0202425,0.00527663,0.00866715,0,0,0,0.00305673,0
69,0.00314875,0.00399813,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146296,0.00594988,0.0124036,0,0,0.0468991,0,0.0312005,0.0350744,0.05806,0.0201687,0.047083,0.0191551,0.00563425,0.0254628,0.0133705,0.0185639,0,0.049268,0.0127067,0.00944724,0.00836225,0.0256321,0.0118516,0.0298026,0.0246656,0.00813011,0.0211552,0.0250315,0.00879374,0.00728217,0.0140185,0,0,0.0641166,0,0.0244715,0.0275297,0.0715062,0.0177607,0.0163261,0.0016645,0.006642,0.00997091,0.00375127,0.053983,0.00439757,0.00540737,0.0132168,0.0258359,0.00624909,0.016396,0.0260918,0.031096,0.0397449,0.020439,0.0053245,0.00881769,0,0,0,0.00329035,0
70,0.00342986,0.00394979,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145864,0.00574012,0.0104405,0,0,0.0475466,0,0.0315624,0.0356002,0.0584566,0.0173903,0.0468077,0.0185409,0.00582359,0.0258639,0.0133539,0.0183265,0,0.0485923,0.0120375,0.00895698,0.00813174,0.0253618,0.0125049,0.0302137,0.0247887,0.00835942,0.0215196,0.025434,0.00902832,0.00755102,0.0144299,0,0,0.06365,0,0.0250695,0.0271315,0.0715997,0.0190899,0.0167018,0.00192881,0.00723129,0.0105439,0.00383029,0.053687,0.00440869,0.00538712,0.0137183,0.0258082,0.00660803,0.0169977,0.0266076,0.0303401,0.0407751,0.0205882,0.00535386,0.00896548,0,0,0,0.00357334,0
71,0.00371636,0.00392914,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144514,0.00561384,0.00935847,0,0,0.0481836,0,0.0319853,0.0361241,0.0589051,0.0150209,0.0464841,0.0177093,0.00608264,0.0263051,0.013029,0.0179594,0,0.0479599,0.0112878,0.0083833,0.00801414,0.0255633,0.0128739,0.0305714,0.0249026,0.00862448,0.0219325,0.0256169,0.00939122,0.00788718,0.0147021,0,0,0.0633779,0,0.0255389,0.0269501,0.0717522,0.0200874,0.017174,0.00216908,0.00789307,0.0111364,0.00389679,0.0534427,0.00440666,0.00531099,0.0142351,0.0258181,0.00696366,0.0176775,0.0271345,0.0295033,0.0418368,0.0208275,0.00546481,0.00904657,0,0,0,0.00392553,0
