Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,LASI,
735,0.00615187,0.00927955,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00186211,0.0158342,0.010704,0,0,0.0671218,0,0.026839,0.0379448,0.0607186,0.00686718,0.048179,0.0151873,0.0046453,0.0111878,0.0111603,0.0148956,0.0105016,0.0394269,0.00515752,0.00427742,0.00558604,0.019683,0.00164876,0.0688794,0.0190227,0.019312,0.0295944,0.0201907,0,0.00554738,0.00759323,0,0,0.0321686,0,0.0207363,0.0137444,0.0678628,0.0207072,0.0152517,0.00605775,0.00383518,0.00733848,0.00325883,0.062099,0.00929206,0.00477044,0.00860872,0.0268639,0.00499609,0.0139347,0.0327757,0.0145597,0.0100143,0.00375212,0.00658225,0.0080918,0,0,0,0,0
736,0.00576158,0.00900316,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125596,0.0157243,0.00645234,0,0,0.0670577,0,0.0267932,0.037978,0.0613456,0.0116002,0.0479493,0.0108986,0.00468003,0.0107796,0.00965578,0.0120397,0.00712568,0.0379826,0.00547238,0.00517718,0.00429489,0.0138217,0.013173,0.068971,0.019037,0.0192411,0.0308914,0.019715,0,0.00558733,0.0069981,0,0,0.029999,0,0.0202889,0.0135399,0.0674402,0.0202018,0.015393,0.00609815,0.00387929,0.00718624,0.00349802,0.0616777,0.0093305,0.00568215,0.00867183,0.027142,0.00481613,0.0143145,0.0341168,0.0134928,0.0105675,0.00286685,0.00610937,0.00799449,0,0,0,0.00322761,0
737,0.00825299,0.0107129,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00676254,0.0143847,0.00934828,0,0,0.06669,0,0.0271946,0.0370544,0.0561446,0.00969159,0.0407441,0.0200927,0.00747115,0.0119827,0.0142172,0.0191698,0.0156084,0,0.00914734,0.00956952,0.00326728,0.0164047,0.00989522,0.0683049,0.0189729,0.0177733,0.0333746,0.0186425,0,0.00657212,0.0103665,0,0,0.0275853,0,0.0219081,0.0126949,0.0666774,0.0210868,0.0182708,0.00665839,0.00694871,0.00435294,0.00404356,0.0618354,0.00955292,0.00729404,0.00994767,0.02661,0.00577276,0.01598,0.0369012,0.0119002,0.00864501,0.00241073,0.00786596,0.012504,0,0,0,0.0105779,0
738,0.00531437,0.00818666,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271603,0.0149505,0.0158827,0,0,0.0661536,0,0.0268629,0.0373334,0.0622397,0.0253872,0.0480472,0.00679157,0.00440365,0.00994392,0.00735987,0.00748795,0.00359964,0.0366398,0.00895659,0.011577,0.0108445,0.00835121,0.0282352,0.068383,0.0191183,0.0186882,0.0331574,0.0200427,0,0.00528238,0.00631442,0,0,0.0244508,0,0.0199947,0.0114127,0.0669828,0.0196225,0.0153573,0.00667111,0.00299894,0.00706754,0.00462686,0.0605623,0.00979383,0.00761795,0.00907897,0.027554,0.00470501,0.0151472,0.0364686,0.0114865,0.00917541,0.00289796,0.00514873,0.00772731,0,0,0,0.00222491,0
739,0.00498965,0.00799292,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125361,0.0144709,0.00530619,0,0,0.0655091,0,0.0270164,0.0367226,0.0619312,0.0113692,0.0470485,0.00939109,0.00450867,0.00959933,0.0084316,0.0102216,0.0052529,0.0372073,0.00674183,0.006528,0.00473982,0.0120833,0.0120225,0.0678285,0.0191904,0.018293,0.0346204,0.0201655,0,0.00524934,0.00628184,0,0,0.0235704,0,0.0199472,0.0105237,0.0669298,0.0198895,0.0158217,0.00707353,0.00321505,0.00639877,0.00531975,0.059992,0.0101539,0.00857715,0.00957189,0.0275508,0.00486433,0.0158044,0.037991,0.0112969,0.00883838,0.00306073,0.00527428,0.00815944,0,0,0,0.00301455,0
740,0.00454323,0.00787165,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011386,0.0141901,0.00407521,0,0,0.06498,0,0.0272078,0.0361631,0.0624095,0.00953919,0.0467059,0.0098464,0.00469733,0.00924296,0.00802579,0.0100743,0.00520082,0.0373277,0.00755086,0.00715085,0.00456433,0.0118151,0.0119927,0.0672511,0.019203,0.0181091,0.0355055,0.0203061,0,0.00524557,0.00602629,0,0,0.0225241,0,0.0198083,0.00896336,0.0669655,0.0192959,0.015841,0.00726513,0.00293665,0.00603247,0.005844,0.0595264,0.0103216,0.00919154,0.0096793,0.0275983,0.00472921,0.0158862,0.0388402,0.0109495,0.00889665,0.00313561,0.00512866,0.00822846,0,0,0,0.00325777,0
741,0.0042476,0.00772865,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111292,0.0138944,0.00333549,0,0,0.0644667,0,0.0273018,0.0354706,0.0623701,0.00810689,0.0464373,0.0100123,0.00488774,0.00913381,0.00726234,0.00918692,0.0049405,0.0373573,0.00858738,0.00790487,0.00462219,0.011454,0.0135721,0.0664889,0.01918,0.0176605,0.0359629,0.0203442,0,0.00520136,0.00585006,0,0,0.0210343,0,0.0197775,0.00793496,0.0670887,0.0187593,0.0158169,0.00728182,0.00272243,0.00567318,0.00615561,0.0591292,0.0103407,0.00958362,0.00960593,0.0277353,0.00455459,0.0157147,0.0392148,0.0101536,0.00915234,0.00296088,0.00450297,0.00831504,0,0,0,0.00364847,0
742,0.00438805,0.00739655,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01142,0.013549,0,0,0,0.0636951,0,0.0272867,0.0346208,0.0619569,0.00993988,0.046265,0.0105603,0.00492382,0.00934817,0.00664682,0.00807501,0.0048557,0.0377019,0.00911996,0.00791855,0.00394021,0.0126928,0.0168871,0.065379,0.0191674,0.0165845,0.035969,0.0202173,0,0.00522753,0.00610807,0,0,0.0180499,0,0.0198893,0.00643919,0.0672363,0.0179701,0.015821,0.00729199,0.00266505,0.00527499,0.00618438,0.0587622,0.0101712,0.0097809,0.00946391,0.02766,0.00438487,0.0153342,0.0391673,0.00839105,0.00998145,0.00280273,0.00442832,0.00842486,0,0,0,0.00363214,0
743,0.00409647,0.00710942,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137968,0.0135255,0.0055923,0,0,0.0641371,0,0.027688,0.0348162,0.0619684,0.00993057,0.0462419,0.00945626,0.0051618,0.00935418,0.00514826,0.0061729,0.00360596,0.0379768,0.0101312,0.00898143,0.0046379,0.0115399,0.0194547,0.0656128,0.019012,0.0167048,0.0361339,0.0201753,0,0.00542108,0.00582179,0,0,0.016971,0,0.0198752,0.00598995,0.0674169,0.0169843,0.0158342,0.00737206,0.00286105,0.00497875,0.00597,0.0584945,0.00995001,0.0099274,0.00939097,0.0274589,0.00422176,0.0150117,0.0391145,0.00771842,0.0103436,0.00290059,0.00484984,0.00832132,0,0,0,0.00353107,0
744,0.00421331,0.00601339,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0766269,0.014376,0.0604917,0,0,0.0633359,0,0.0275124,0.0343562,0.06674,0.0753357,0.0510915,0.00735729,0.00448345,0.00831812,0.0118767,0.012264,0.0075267,0.036194,0.0283262,0.0380568,0.042385,0.0211773,0.0818101,0.0648652,0.0190897,0.0166545,0.0335323,0.021009,0,0.00545497,0.00461506,0,0,0.0137406,0,0.0189149,0.00579758,0.0677343,0.0136173,0.0133369,0.00706667,0.0014887,0.00707003,0.00542468,0.0575611,0.00914195,0.00923127,0.00817868,0.0276508,0.00305936,0.0128047,0.0358229,0.00658425,0.0115197,0.004388,0.00532321,0.00544212,0,0,0,0.00619485,0
745,0.00406826,0.00692866,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264089,0.0143666,0.0140499,0,0,0.0629405,0,0.0280136,0.0330951,0.0628396,0.0208894,0.0462218,0.0118916,0.00543752,0.00953211,0.00567866,0.00642237,0.00402742,0.0379694,0.0121272,0.0129968,0.00453576,0.0135959,0.0350232,0.0637407,0.0189351,0.0150301,0.0348483,0.0197786,0,0.00617992,0.00637997,0,0,0.0142034,0,0.0197416,0.00487722,0.067523,0.0141596,0.0161465,0.00737876,0.00329316,0.00405921,0.00556953,0.0578608,0.00909566,0.00994187,0.00928798,0.026743,0.00390325,0.0139849,0.0372928,0.0063893,0.0111076,0.00300466,0.00665874,0.00820752,0,0,0,0.00544117,0
746,0.00401944,0.00636785,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208298,0.0153569,0.00676875,0,0,0.0626467,0,0.0281997,0.032448,0.0632842,0.0137895,0.0462893,0.0083782,0.00551553,0.00970524,0.00495875,0.00325057,0.00140335,0.0370073,0.012676,0.0118672,0.00453202,0.00971366,0.0283748,0.0631216,0.0187896,0.0146162,0.0347715,0.0195746,0,0.00649447,0.0063533,0,0,0.0129797,0,0.0195838,0.00459747,0.0675725,0.013021,0.016222,0.0077453,0.00353691,0.00381026,0.00562068,0.0575861,0.00898234,0.0103426,0.00940557,0.026479,0.00384788,0.0138462,0.0370937,0.00579038,0.0117269,0.00328548,0.00599119,0.00824342,0,0,0,0.00521846,0
747,0.00705223,0.00507645,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344624,0.0171319,0.0163981,0,0,0.0616344,0,0.0277986,0.0313694,0.0727527,0.0231407,0,0.0126818,0.00995416,0.00705047,0.0131015,0.00968036,0.00757506,0.0282385,0.0150436,0.0156232,0.0122297,0.0183827,0.0434228,0.0608707,0.0189252,0.0147213,0.029502,0.0220721,0,0.00572459,0.00839483,0,0,0.00684245,0,0.0172558,0.00878388,0.0652294,0.011095,0.00865007,0.00769832,0.0120403,0.011359,0.00491614,0.0583769,0.00802217,0.00849573,0.00875789,0.0244007,0.0044292,0.0112853,0.0311396,0.00614059,0.0159086,0.00763404,0.00787328,0.00427641,0,0,0,0.0151467,0
748,0.00427673,0.00627782,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223954,0.0176581,0.0150951,0,0,0.0618804,0,0.027621,0.0303045,0.0655633,0.0150833,0.0472825,0.0079381,0.00562553,0.0101542,0.00966053,0.00810059,0.00654362,0.0354424,0.0182407,0.0180253,0.0166366,0.00280593,0.0217396,0.0609188,0.0187691,0.0132651,0.032755,0.019464,0,0.00599763,0.00704816,0,0,0.0103301,0,0.0195913,0.00469113,0.0674312,0.0100236,0.0157966,0.00853174,0.00251237,0.00303954,0.00604873,0.0565528,0.0088259,0.0106582,0.00925727,0.0259355,0.00340578,0.0125795,0.0345873,0.00482003,0.0146329,0.00459879,0.00874194,0.00799726,0,0,0,0.00622064,0
749,0.0047176,0.00605574,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247742,0.0191823,0.00865814,0,0,0.0620508,0,0.0273997,0.0294197,0.0643747,0.014133,0.0465784,0.00711835,0.00515275,0.0104995,0.00708826,0.00370303,0.00391552,0.0354512,0.0126522,0.0119695,0.0040755,0.00923063,0.0323773,0.0602001,0.0186283,0.0127111,0.0339321,0.019543,0,0.00607354,0.00770455,0,0,0.00931945,0,0.0197177,0.00537437,0.067496,0.00943683,0.0163851,0.00949556,0.00257071,0.00257087,0.00701949,0.0561449,0.00946336,0.0118568,0.00998942,0.0257163,0.00368004,0.0132578,0.0358412,0.00463563,0.0168148,0.00568525,0.00884728,0.00870028,0,0,0,0.00469268,0
750,0.00495837,0.00628381,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0260032,0.0206042,0.0089491,0,0,0.0623076,0,0.0272543,0.0285272,0.0644963,0.0140261,0.0465987,0.00685453,0.00501355,0.0106538,0.00754255,0.0039274,0.00502855,0.0351101,0.0124626,0.0118721,0.00405715,0.00913856,0.0336118,0.0593711,0.0184818,0.0118846,0.033596,0.01976,0,0.00579487,0.00804203,0,0,0.00800696,0,0.0198857,0.00624826,0.0673158,0.0082007,0.0162676,0.0103617,0.00235753,0.00254004,0.00774872,0.0554635,0.00993013,0.01241,0.0100472,0.0255081,0.0035278,0.0127742,0.0353056,0.00424608,0.0187512,0.00720953,0.0078539,0.00883423,0,0,0,0.00389224,0
751,0.00513871,0.00681395,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269816,0.0215213,0.00903293,0,0,0.062615,0,0.027019,0.0275416,0.0647443,0.0134873,0.0466611,0.00668348,0.00503638,0.0104531,0.00797968,0.00401252,0.00612659,0.0347565,0.0122653,0.0116544,0.00414294,0.00890157,0.0346372,0.0581767,0.0183046,0.0105817,0.0324675,0.0200673,0,0.00568013,0.00840443,0,0,0.00672128,0,0.0201479,0.0067758,0.0671812,0.00688154,0.0160471,0.0111428,0.00244835,0.00284506,0.00846425,0.0546334,0.0103974,0.0127369,0.00985351,0.0251987,0.00322881,0.0117748,0.0337849,0.00387849,0.0208449,0.00887373,0.00804356,0.00879749,0,0,0,0.00397156,0
752,0.0050343,0.00694133,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041842,0.0221011,0.0286217,0,0,0.0630007,0,0.026655,0.0266478,0.0660034,0.0275649,0.0485491,0.00763081,0.00496657,0.00998244,0.00785068,0.00560555,0.0112905,0.0341825,0.0166267,0.0199393,0,0.00690874,0.0405003,0.0568369,0.0181522,0.00937814,0.0301791,0.0207164,0,0.00602593,0.00807255,0,0,0.00471395,0,0.020167,0.0080822,0.0673046,0.00600956,0.0149531,0.011657,0.00363652,0.00407616,0.00886856,0.0536175,0.0107284,0.01243,0.00906458,0.0251007,0.00251925,0.0099416,0.0309733,0.0031146,0.0236123,0.0108876,0.00824932,0.0074089,0,0,0,0.0062779,0
753,0.00508396,0.00606208,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0482975,0.0216713,0.0348015,0,0,0.0639209,0,0.0265134,0.0259096,0.0661771,0.0353439,0.0490591,0.0101237,0.00539064,0.00958142,0.00890373,0.00748463,0.0133753,0.0341459,0.0173682,0.0218856,0.0246058,0.00921643,0.0464482,0.0553734,0.0178454,0.00757046,0.0283587,0.0208718,0,0.00644986,0.00812147,0,0,0.00385681,0,0.0203703,0.00884628,0.0674689,0.0064497,0.014571,0.0122919,0.00490592,0.00467931,0.00958242,0.0527582,0.0111917,0.0122974,0.00860607,0.0249097,0.00210832,0.00857777,0.0287299,0.00298039,0.0259375,0.0125011,0.0090745,0.00681701,0,0,0,0.00725689,0
754,0.00608965,0.00769743,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464431,0.0179052,0.0331153,0,0,0.0662199,0,0.029903,0.0459943,0.0659235,0.0336173,0.0498133,0.0113542,0.00787241,0.0163994,0.00968362,0.00852644,0.0142183,0.0339856,0.0167642,0.0210128,0.0234907,0.0085161,0.0444506,0.0361724,0.0302927,0.0115364,0.0212443,0.0202146,0,0.00695832,0.00833803,0,0,0.0049956,0,0.0210144,0.00861599,0.0677259,0.0119245,0.0130788,0.0126238,0.00901378,0.0049985,0.0098208,0.0512076,0.0115177,0.00989903,0.00650579,0.0239282,0.00229309,0.00381083,0.0203224,0.00436893,0.0295467,0.0127978,0.0100964,0.00529418,0,0,0,0.00911847,0
755,0.00548575,0.00774118,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0522005,0.0183492,0,0,0,0.0644078,0,0.0303493,0.0452842,0.0660861,0.0403742,0.0502886,0.0133572,0.00852224,0.0165037,0.0108323,0.010355,0.0160015,0.0339839,0.0179017,0.023316,0.0266698,0.0107256,0.0497332,0.0346073,0.0297746,0.0120368,0.019642,0.020214,0,0.00735203,0.00751572,0,0,0.00484109,0,0.021352,0.00946505,0.0680898,0.0135402,0.0128032,0.0131253,0.0100063,0.00592006,0.0101901,0.050342,0.0121447,0.00976834,0.00603621,0.0241907,0.00223299,0.0028688,0.0182538,0.00462004,0.0317029,0.0142228,0.00977163,0.00454585,0,0,0,0.0104662,0
756,0.00536169,0.00656036,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0786042,0.0189419,0,0,0,0.0624544,0,0.0304843,0.0445118,0.067779,0.0727039,0.0519848,0.0169299,0.00861171,0.0164961,0.0153243,0.0157947,0.0178267,0.0335633,0.0277583,0.0374826,0.0440428,0.0239368,0.0789255,0.0329891,0.0296552,0.0124775,0.0180069,0.0205943,0,0.0084603,0.00676782,0,0,0.00392892,0,0.0213325,0.0110209,0.0683566,0.0151748,0.0123167,0.0135856,0.0111234,0.00725919,0.0104009,0.0495974,0.0127243,0.00981417,0.0053701,0.0244729,0.00236048,0.00225608,0.0161532,0.0042316,0.0336146,0.0161292,0.00900441,0.00316119,0,0,0,0.0128651,0
757,0.00492147,0.00675563,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0796159,0.0187244,0,0,0,0.0606681,0,0.0309759,0.0437229,0.0678317,0.0730102,0.0521914,0.0180895,0.00929048,0.0167591,0.0157173,0.0162374,0.0191701,0.0336569,0.0274192,0.0372134,0.0441407,0.0239364,0.079455,0.031426,0.0290558,0.0127823,0.0174899,0.0205802,0,0.00900361,0.00608045,0,0,0.00424519,0,0.0218797,0.0121384,0.0683898,0.0153023,0.012308,0.0140912,0.0119716,0.00790021,0.0108591,0.0492017,0.0132657,0.0103599,0.005798,0.0244025,0.00175892,0.00242441,0.0159331,0.00464867,0.0343788,0.0179985,0.0094634,0.00289876,0,0,0,0.0130917,0
758,0.0115426,0.00607976,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056028,0.0166922,0,0,0,0,0,0.0278372,0.0269657,0.0746187,0.0332096,0,0.0197223,0.0181646,0.00306075,0.0174547,0.013162,0.0221985,0.0285596,0.0174506,0.0236253,0.0239707,0.0081336,0.0543947,0.0499142,0.0177064,0.00308854,0.0151979,0.0237193,0,0.00889239,0.013408,0,0,0.00684153,0,0.0201283,0.0193432,0.0655245,0.0169968,0.00594094,0.0139541,0.0228313,0.014103,0.0100218,0.0512968,0.0129786,0.0095208,0.00644417,0.022518,0.00382691,0.00292627,0.0141575,0.00379523,0.0365408,0.0227162,0.0107883,0.0071382,0,0,0,0.0270336,0
759,0.00394691,0.00642971,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0604653,0.0111238,0,0,0,0.0650877,0,0.0299059,0.0374132,0.0664656,0.0468365,0.0503301,0.0179626,0.00966508,0.0103173,0.0131555,0.0136143,0.0203759,0.0342213,0.0196877,0.0260199,0.03067,0.0134595,0.0577425,0.0340234,0.0222517,0.0104147,0.0204645,0.0202046,0,0.00898587,0.00483915,0,0,0.0071961,0,0.0229555,0.0143686,0.0679546,0.0153206,0.0131575,0.0152351,0.0112486,0.00781526,0.0126329,0.0487567,0.014561,0.0126947,0.00775791,0.0250838,0.00371824,0.005013,0.0197266,0.00637678,0.0333229,0.0214315,0.0101199,0.00420679,0,0,0,0.0107065,0
760,0.0110824,0.00672006,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0569598,0.0174752,0,0,0,0.0638705,0,0.0289368,0.0398167,0.0747622,0.0335422,0,0.0214469,0.0161051,0.0122325,0.0183779,0.0145906,0.0236566,0.0285942,0.0180739,0.0240074,0.0243839,0.00854754,0.0555591,0,0.0264994,0.0115915,0.0186137,0.0227443,0,0.0086938,0.0110972,0,0,0.00697319,0,0.0210435,0.0199481,0.0646365,0.0171489,0.00561687,0.0149317,0.0214739,0.014321,0.0115546,0.0508279,0.014074,0.0118264,0.00797691,0.0234457,0.00513895,0.00524107,0.0182347,0.00465796,0.0354401,0.0248442,0,0.0068088,0,0,0,0.0252421,0
761,0.00439127,0.0066531,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0605491,0.0120968,0,0,0,0.0589809,0,0.0310601,0.0375352,0.0666365,0.0455344,0.0503214,0.0197613,0.0113524,0.0128898,0.0135137,0.0147913,0.0218197,0.0337112,0.0194276,0.0255738,0.029946,0.0127856,0.0578491,0.0301071,0.0230431,0.0108586,0.0218489,0.0194767,0,0.0104549,0.0036147,0,0,0.00935635,0,0.0238088,0.0159794,0.0674158,0.0181421,0.0130676,0.015883,0.0130882,0.00831011,0.0133995,0.0480726,0.0152284,0.0139313,0.00852745,0.0259137,0.0059462,0.00634199,0.0218032,0.00757165,0.0334372,0.0235712,0.00956218,0.00374854,0,0,0,0.0114498,0
762,0.00472767,0.00595125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0812297,0.0116171,0,0,0,0.0569925,0,0.0313636,0.0371394,0.0679214,0.0707847,0.0515426,0.0227085,0.0107553,0.0137021,0.0164686,0.0185627,0.0240647,0.0336817,0.0256298,0.0354747,0.042786,0.0226411,0.0793591,0.0290171,0.0234073,0.0108735,0.0221175,0.0195532,0,0.0111282,0.00320685,0,0,0.00967487,0,0.0240452,0.0168847,0.0679475,0.0186284,0.0127586,0.0160681,0.0132748,0.00880132,0.0135339,0.0477636,0.0153142,0.0143664,0.00878462,0.0261774,0.00650495,0.00676544,0.0223174,0.00756477,0.0336747,0.0244304,0,0.00325195,0,0,0,0.0129852,0
763,0.0128332,0.00642774,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0631589,0.0137555,0,0,0,0.0545815,0,0.0306465,0.0370519,0.0755257,0.0384132,0,0.0244472,0.0189546,0.0138696,0.0199511,0.0170864,0.0266579,0.0286905,0.0188931,0.0257238,0.0265389,0.00950841,0.061359,0.0267511,0.0252186,0.01185,0.0190424,0.0218853,0,0.0106289,0.0121892,0,0,0.0086638,0,0.0220252,0.0208603,0.0649837,0.0199162,0.0048021,0.0152651,0.0242042,0.0144513,0.0118063,0.0504463,0.0142106,0.0127424,0.00816736,0.0240553,0.00642448,0.00604007,0.0197118,0.00538713,0.0357308,0.0262858,0.0106045,0.00818526,0,0,0,0.0278421,0
764,0.0144177,0.00731663,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0703162,0.0123901,0,0,0,0.0526497,0,0.0309274,0.0363504,0.0757335,0.0463291,0,0.0258562,0.022144,0.0138335,0.0205776,0.0179347,0.0281435,0.0293659,0.019939,0.0283909,0.0302847,0.0115729,0.0680531,0.0256621,0.0250084,0.0118921,0.0179499,0.0217646,0,0.0122964,0.0140189,0,0,0.00932941,0,0.0223607,0.0212619,0.0649474,0.0216778,0.00423016,0.0150429,0.0269049,0.0147013,0.0115071,0.0502503,0.0139446,0.012326,0.00793925,0.0239404,0.00678145,0.00602327,0.0193122,0.00580352,0.0355983,0.0264671,0.0112305,0.00980364,0,0,0,0.0306965,0
765,0.0149164,0.00838923,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0541089,0.00987908,0,0,0,0.0509931,0,0.0321192,0.0354963,0.0747325,0.023783,0,0.0203435,0.026553,0.0135994,0.0195963,0.0139288,0,0.0265094,0.0186554,0.0203622,0.0169281,0.0117061,0.0593813,0.0247475,0.0238348,0.0116763,0.0170819,0.0209844,0,0.0137187,0.0142599,0,0,0.00914021,0,0.0232371,0.020268,0.0648091,0.0214529,0.00505299,0.0150623,0.0291469,0.0134457,0.011464,0.0504071,0.0138526,0.0125218,0.00794907,0.0239229,0.00653967,0.00584356,0.0183323,0.00622816,0.0349499,0.0259334,0.0124344,0.0103214,0,0,0,0.0317832,0
766,0.0166351,0.00868982,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0635007,0.00850663,0,0,0,0.0505792,0,0.0323698,0.034619,0.0752608,0.0377238,0,0.0252412,0.0278476,0.0129454,0.0204079,0.0171654,0.0277537,0.0291567,0.018842,0.0256146,0.0262493,0.00913969,0.0623006,0.0247016,0.0236547,0.0110417,0.0145704,0.0211572,0,0.0154663,0.0164462,0,0,0.00887681,0,0.0228302,0.0203775,0.0647272,0.023177,0.00396217,0.0147168,0.0315099,0.0144136,0.0111473,0.0501738,0.0135486,0.0117445,0.0069554,0.0240313,0.00645588,0.00529936,0.0169153,0.00604014,0.0348877,0.0257234,0.0121017,0.0121189,0,0,0,0.0344186,0
767,0.0171219,0.00828061,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0779366,0.00567558,0,0,0,0.0497956,0,0.0334751,0.0329858,0.0766385,0.0605338,0,0.0268731,0.0273065,0.0125765,0.0225642,0.0199093,0.0287348,0.0285535,0.0255216,0.0351015,0.0386361,0.0183156,0.0755395,0.0242765,0.0226242,0.00922565,0.0124547,0.0211537,0,0.0157008,0.0175418,0,0,0.00912559,0,0.0225691,0.0204175,0.0646615,0.0234379,0.00300435,0.014383,0.0319959,0.015288,0.0110724,0.0500138,0.0132913,0.0114326,0.00590149,0.02429,0.0059357,0.00467191,0.0152115,0.00620199,0.0343511,0.0253348,0.0112618,0.012761,0,0,0,0.0358859,0
768,0.0172546,0.00808773,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0658853,0.00483142,0,0,0,0.0487612,0,0.0342193,0.0333812,0.0754104,0.0406918,0,0.0261295,0.0291734,0.0126191,0.0203067,0.0174088,0.028765,0.0291494,0.0190439,0.0266662,0.0276739,0.00972048,0.0645533,0.0234149,0.0226911,0.00987068,0.011117,0.0202975,0,0.0162265,0.0175738,0,0,0.00857183,0,0.0230987,0.0191968,0.0645647,0.0230599,0.00328838,0.0143053,0.0329814,0.0144578,0.0110768,0.0501665,0.0131795,0.0113904,0.00554938,0.0242723,0.00556671,0.00425607,0.0136456,0.00630904,0.0332909,0.0240618,0.0118151,0.0128601,0,0,0,0.0357711,0
769,0.0174934,0.00773109,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0566357,0.00492275,0,0,0,0.0490368,0,0.0340693,0.0343466,0.0750292,0.0301271,0,0.0248875,0.0307353,0.0128867,0.0201295,0.0163102,0.0272577,0.0284486,0.0178982,0.0230592,0.0226666,0.00766843,0.0570089,0,0.023564,0.0110779,0.00979726,0.0198281,0,0.017107,0.0178804,0,0,0.0079432,0,0.0234873,0.018237,0.0645947,0.0228637,0.0034298,0.014305,0.0339752,0.0141248,0.0106623,0.0503002,0.0130789,0.0111926,0.00520011,0.0242055,0.00517156,0.00392535,0.0121566,0.00638112,0.0320202,0.0228276,0.0122062,0.0132848,0,0,0,0.0360455,0
770,0.0177604,0.0076424,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0468071,0.00345135,0,0,0,0.0470358,0,0.0362585,0.0322751,0.0744436,0.0224877,0,0.022028,0.0326685,0.0115111,0.0202319,0.0147503,0.0225121,0.0265076,0.0174652,0.0179494,0.0150582,0.0105624,0.0522556,0.0219698,0.0217261,0.00903922,0.00915392,0.0193129,0,0.0174599,0.0182199,0,0,0.00715636,0,0.0239055,0.0171535,0.0643825,0.0223679,0.0036591,0.0142171,0.0349431,0.0133552,0.0100144,0.0506795,0.0130005,0.0111229,0.00507772,0.0239132,0.00462547,0.00345938,0.0106664,0.00611464,0.0305854,0.0214739,0.0128261,0.0133139,0,0,0,0.0361345,0
771,0.0179348,0.00702627,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0845144,0.00349178,0,0,0,0.0467659,0,0.0356774,0.0324248,0.0759817,0.0630007,0,0.0296999,0.0290508,0.0118457,0.021124,0.0193152,0.031851,0.0300758,0.0216798,0.0337002,0.037845,0.016522,0.0814072,0.0216926,0.0228078,0.00878128,0.00862097,0.0197664,0,0.0163763,0.0193322,0,0,0.00808166,0,0.0232944,0.0180065,0.0645685,0.0224382,0.00202406,0.0137731,0.0335774,0.015433,0.00980343,0.0505399,0.0126254,0.0107498,0.00462716,0.0239704,0.00412234,0.00331193,0.00973453,0.00642427,0.0298045,0.0210341,0.0109606,0.0136417,0,0,0,0.0372126,0
