Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LELB,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,LEAR,LFHD,
1043,0.0259313,0.0411696,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116129,0.0094686,0.0175522,0.015992,0,0.0273575,0.0293952,0.0140655,0.0444564,0.036151,0.0381156,0.0289584,0.0146061,0.0319794,0.0235152,0.0305448,0.0234824,0.0531777,0.0133534,0.0162086,0.0141088,0.0093961,0.00631176,0.0393104,0.0154004,0.00338694,0.0486838,0.0142403,0.0292827,0.0129523,0.0315858,0,0,0.0150988,0,0.0273198,0.00703936,0.0673479,0.0209695,0.0189852,0.0148808,0.013331,0.0361032,0.012816,0.0549805,0.0153098,0.0106789,0.0190623,0.024218,0.018865,0.0177533,0.0521405,0.0248484,0.0289579,0.00873564,0.0409895,0.0246344,0,0,0,0,0,0
1044,0.0254891,0.0407696,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117191,0.00936191,0.0170839,0.0162156,0,0.0276982,0.0296107,0.0141646,0.0448085,0.0356435,0.0380746,0.0289178,0.0145273,0.0316299,0.0234872,0.0307768,0.0232022,0.05299,0.0135107,0.0163144,0.0140393,0.00953749,0.0062664,0.0390182,0.0153283,0.00325851,0.0491382,0.0141268,0.0320312,0.0133173,0.0313876,0,0,0.0152685,0,0.0273224,0.00599255,0.0674036,0.022357,0.0190259,0.0149309,0.0134224,0.0351645,0.0133593,0.0547775,0.0155897,0.0108434,0.0195261,0.0250659,0.0202756,0.0187923,0.0517425,0.0240681,0.0292242,0.00832644,0.0406508,0.0245023,0,0,0,0,0,0
1045,0.0250728,0.0404654,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118532,0.00929382,0.0169186,0.0161319,0,0.0280531,0.0297663,0.0144402,0.0449849,0.035408,0.038117,0.0290096,0.0143937,0.0310908,0.0236003,0.031121,0.023086,0.0528875,0.0134555,0.0164182,0.0139766,0.00966116,0.00614701,0.0386504,0.0150984,0.00320718,0.0487747,0.0139769,0.0340205,0.0137661,0.0313391,0,0,0.0157289,0,0.0272625,0.0048432,0.0674958,0.0239592,0.0192023,0.0150139,0.01357,0.0343076,0.0138467,0.0546753,0.0157382,0.0109298,0.0198702,0.0256457,0.02136,0.0195984,0.0503973,0.0234028,0.030172,0.00781823,0.0403349,0.0244257,0,0,0,0,0,0
1046,0.0167159,0.0352332,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179163,0.010543,0.0144254,0.0118728,0,0.0235705,0.0285447,0.0123231,0.0518685,0.0344729,0,0.0279436,0.0131877,0.0264606,0.0214168,0.0301789,0.0195035,0.0459911,0.011228,0.0151798,0.0113165,0.00791417,0.0123101,0.0358128,0.0149669,0.00341162,0.0482997,0.0154161,0.0360786,0.014322,0.0279502,0,0,0.0149787,0,0.0234189,0.00294963,0.066332,0.02618,0.0154391,0.0159021,0.0143871,0.0317802,0.0144911,0.0557968,0.0161283,0.011959,0.0209308,0.0251409,0.0228572,0.0211835,0.0484108,0.0202854,0.0316479,0.00655277,0.0349555,0.0185954,0,0,0,0,0,0
1047,0.0234249,0.0400431,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124089,0.00937144,0.0165146,0.016446,0,0.0291262,0.0302666,0.0148329,0.045056,0.0348074,0.0383968,0.0288779,0.0142734,0.0305687,0.0236349,0.0312764,0.0228259,0.052734,0.0134776,0.0163759,0.0138201,0.00995694,0.00588968,0.0387851,0.0146715,0.00305526,0.0473825,0.0135239,0.0363157,0.0145523,0.031256,0,0,0.0170649,0,0.0272033,0.00321324,0.0673871,0.0292502,0.0194012,0.0148837,0.0136659,0.0328933,0.0134676,0.0542703,0.0152046,0.0106282,0.0195934,0.0259799,0.0223235,0.0205467,0.0470454,0.0224268,0.0320149,0.00708984,0.0401028,0.0239602,0,0,0,0,0,0
1048,0.0232698,0.0393022,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124105,0.00919668,0.0163379,0.0167512,0,0.0290256,0.0305134,0.0146737,0.0450457,0.0346434,0.0384631,0.0288363,0.0142863,0.0298726,0.0237024,0.0313089,0.0227506,0.0526918,0.0134481,0.0163395,0.0137964,0.0101083,0.00592681,0.0381208,0.0145353,0.00291529,0.0462491,0.013485,0.0370347,0.0148452,0.0310286,0,0,0.0172163,0,0.027113,0.00289236,0.0674357,0.0322184,0.0194843,0.014678,0.0136474,0.0318729,0.0130623,0.0541116,0.0147425,0.0102297,0.018968,0.0257876,0.0223175,0.0206999,0.0461673,0.0217736,0.0323881,0.00721774,0.0394072,0.0240824,0,0,0,0,0,0
1049,0.0228237,0.0384038,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126927,0.00902432,0.0161393,0.0170602,0,0.028988,0.0307727,0.0145909,0.045179,0.0344612,0.038327,0.028722,0.0143554,0.0292645,0.0236967,0.0313066,0.0225854,0.0525564,0.0133098,0.0162999,0.0137434,0.0102286,0.00600706,0.0374906,0.0143453,0.00278293,0.0451249,0.0134391,0.037742,0.0151281,0.0307222,0,0,0.0172563,0,0.0270554,0.00288693,0.0675527,0.0345598,0.0194977,0.0144931,0.0136071,0.0309526,0.0125699,0.0541219,0.0142787,0.00979896,0.0184449,0.0255244,0.022227,0.0209959,0.0461122,0.0210721,0.0328782,0.00751214,0.0387404,0.0240206,0,0,0,0,0,0
1050,0.0226148,0.0379431,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126643,0.00875942,0.015941,0.0175091,0,0.0289177,0.0310259,0.0144218,0.0454458,0.0343116,0.0380879,0.0286554,0.0145106,0.0286602,0.023697,0.0313094,0.0224438,0.0523822,0.0134051,0.0163593,0.0137642,0.0103335,0.00620638,0.0366144,0.0141504,0.00271739,0.0444044,0.0133603,0.0382461,0.0155781,0.0306797,0,0,0.0176211,0,0.0269544,0.00315516,0.0676812,0.0355286,0.0195983,0.0142307,0.0136485,0.0302252,0.0121399,0.0540425,0.0138794,0.00947526,0.0180429,0.0253461,0.0220558,0.0212793,0.0453079,0.0205742,0.0333999,0.00784018,0.0383198,0.0240097,0,0,0,0,0,0
1051,0.0221071,0.0373196,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124398,0.00852965,0.0158078,0.0178232,0,0.0291021,0.0312942,0.0143391,0.0455995,0.0341653,0.037993,0.0286603,0.0145359,0.0280656,0.0237097,0.03128,0.0222985,0.0522465,0.0135665,0.0165864,0.0138631,0.0104433,0.00640121,0.0360019,0.0139284,0.00269248,0.0440079,0.0133277,0.0386549,0.015995,0.0303528,0,0,0.017643,0,0.0269134,0.00353733,0.0677445,0.0361401,0.019769,0.0138914,0.0136951,0.0294313,0.0120744,0.0539055,0.0135659,0.00922273,0.0178631,0.0253481,0.0219902,0.0215717,0.044914,0.0199359,0.0337122,0.00837146,0.0377244,0.0238436,0,0,0,0,0,0
1052,0.0215264,0.0366228,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123118,0.00848321,0.01575,0.0182828,0,0.0291733,0.0316089,0.0142338,0.04567,0.0339462,0.0379737,0.0285218,0.0147756,0.0274205,0.0235839,0.0310879,0.0220321,0.0520674,0.01364,0.0168042,0.0139286,0.0105647,0.00661088,0.0353894,0.0136907,0.00267697,0.0438028,0.0133224,0.0391022,0.0163306,0.0300099,0,0,0.0174462,0,0.0268806,0.00385746,0.0677302,0.0365989,0.019939,0.0136356,0.0138156,0.0286864,0.0123583,0.0537054,0.01325,0.00911246,0.0178906,0.0255346,0.0220166,0.0219121,0.044706,0.0193131,0.0338913,0.00888882,0.0371039,0.0237142,0,0,0,0,0,0
1053,0.020901,0.0358754,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012276,0.00848328,0.0155722,0.0189029,0,0.0289495,0.0318913,0.0141463,0.0457301,0.0336486,0.0378759,0.027992,0.0153524,0.0268796,0.0233756,0.0306563,0.0216433,0.0517747,0.013615,0.016847,0.0139066,0.0106636,0.00685967,0.034903,0.0134788,0.00262638,0.0431963,0.0133276,0.0397619,0.0166369,0.0297214,0,0,0.0171562,0,0.026867,0.00413782,0.0677611,0.0374348,0.020052,0.0136397,0.0140575,0.0279844,0.0123103,0.0536306,0.0130874,0.00909653,0.0180847,0.0258585,0.0222433,0.0224231,0.0443548,0.0187376,0.0339546,0.00927411,0.0365913,0.0236401,0,0,0,0,0,0
1054,0.020299,0.0350776,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124357,0.00844528,0.0153431,0.019464,0,0.0284997,0.0322179,0.0141071,0.045749,0.0334146,0.0376964,0.0275382,0.0158632,0.0263525,0.0233228,0.030236,0.0212326,0.0514815,0.0135689,0.0168034,0.0138622,0.0107502,0.00719176,0.0343825,0.0133267,0.00260606,0.0424581,0.0133304,0.0404741,0.016954,0.0294149,0,0,0.0168215,0,0.026819,0.00432921,0.0678608,0.0386395,0.020237,0.0136867,0.0143529,0.0273165,0.0121998,0.0536646,0.0131226,0.00913685,0.0182284,0.0262007,0.0229566,0.0228736,0.0438819,0.0180796,0.0340841,0.00948867,0.0361567,0.0235812,0,0,0,0,0,0
1055,0.0198216,0.0341615,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124099,0.00836904,0.0151519,0.0195992,0,0.0283264,0.0326012,0.014017,0.0459718,0.0333077,0.0375726,0.0273938,0.0159041,0.025577,0.0236155,0.0301538,0.0209337,0.0512335,0.0137428,0.0169738,0.0138843,0.0108158,0.00773713,0.0336449,0.0131464,0.00276563,0.0414836,0.013398,0.040935,0.0171735,0.0289445,0,0,0.0159502,0,0.0268018,0.00431722,0.0679146,0.0398414,0.0205551,0.0138376,0.0145066,0.0267072,0.0122424,0.0536132,0.0131958,0.00921869,0.0184055,0.0265433,0.0235367,0.0229368,0.043024,0.0172707,0.0337406,0.00964174,0.0353876,0.0234978,0,0,0,0,0,0
1056,0.0192012,0.0334052,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122898,0.00836855,0.0149955,0.0197814,0,0.0287417,0.0329452,0.0139506,0.0461979,0.0331346,0.0375784,0.0272066,0.0160517,0.0248485,0.0236391,0.0302656,0.0206127,0.0509831,0.0138916,0.01719,0.013953,0.0109093,0.00825298,0.0332025,0.0128885,0.00293198,0.0405553,0.0133889,0.0412193,0.0171913,0.0286362,0,0,0.0153772,0,0.0268002,0.00444996,0.0679275,0.0411948,0.0207758,0.0138174,0.0146127,0.0262176,0.0124211,0.0535317,0.0132138,0.00927101,0.0186379,0.0268669,0.0239259,0.0230226,0.0426123,0.0166023,0.0333418,0.00961974,0.0346727,0.0234029,0,0,0,0,0,0
1057,0.0188184,0.0324172,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121764,0.00830982,0.0147933,0.0200561,0,0.0285236,0.0332241,0.0137518,0.0463758,0.0328588,0.0375716,0.0270162,0.0163029,0.0239967,0.0234654,0.0304175,0.0202899,0.050776,0.014048,0.0174014,0.0140016,0.0110192,0.00869558,0.0323916,0.0127004,0.00304996,0.0397014,0.0134209,0.0411789,0.0171341,0.0282092,0,0,0.0139864,0,0.0266818,0.00447638,0.0678955,0.0420702,0.0209306,0.0135835,0.0147134,0.0257487,0.012555,0.0534725,0.0131752,0.00934486,0.0187608,0.0270685,0.0241164,0.0230109,0.0418353,0.0156543,0.0325966,0.00949721,0.0336474,0.0234971,0,0,0,0,0,0
1058,0.0182789,0.0315772,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121281,0.00830027,0.0144673,0.0202454,0,0.0284198,0.033581,0.0135732,0.0465949,0.0323472,0.037602,0.0268038,0.0165101,0.0233914,0.0232629,0.0302709,0.0199504,0.0505845,0.0141795,0.0176362,0.0139536,0.0111555,0.00918339,0.0319585,0.0125383,0.00312018,0.038998,0.0134386,0.0408696,0.0170982,0.0278722,0,0,0.0133106,0,0.0266925,0.00453663,0.0678873,0.0425203,0.0210242,0.0134349,0.0147486,0.0253051,0.0126014,0.0533457,0.0130404,0.0093948,0.0187518,0.0272575,0.0241333,0.0228357,0.0412133,0.0149297,0.0314423,0.00947921,0.032746,0.0234734,0,0,0,0,0,0
1059,0.017854,0.0308044,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118639,0.0082776,0.0141337,0.0204063,0,0.0282313,0.0338945,0.0133813,0.0467992,0.0317216,0.0376598,0.0265899,0.0167291,0.0225706,0.0230957,0.0299833,0.0196952,0.0504358,0.014269,0.0178457,0.0138633,0.0113366,0.00949737,0.0314888,0.0124018,0.00318262,0.0382304,0.0135142,0.0405107,0.0171281,0.0275811,0,0,0.0127499,0,0.026657,0.00460064,0.06797,0.0427515,0.0211231,0.0134958,0.0148051,0.0248033,0.0126392,0.0532435,0.0129847,0.00943914,0.0186787,0.0272805,0.0240306,0.022683,0.0404747,0.0142563,0.0303458,0.00938578,0.032056,0.0234938,0,0,0,0,0,0
1060,0.0175571,0.030181,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117148,0.00826966,0.0138548,0.0204785,0,0.0280998,0.0341469,0.0133238,0.0469945,0.0312156,0.0377257,0.0264303,0.0168581,0.0217701,0.0228068,0.029886,0.0194506,0.0503229,0.0144258,0.0180905,0.0138909,0.0115181,0.00988452,0.0309936,0.012246,0.00322346,0.0375381,0.0136063,0.0400077,0.0171856,0.027334,0,0,0.0122644,0,0.0266073,0.00463174,0.0680363,0.0424709,0.0212547,0.0136273,0.0148418,0.0243922,0.012692,0.0531197,0.0128156,0.00940608,0.0185012,0.0271863,0.0237502,0.0224318,0.0397184,0.0136769,0.0292125,0.00923754,0.0315084,0.0235128,0,0,0,0,0,0
1061,0.0173705,0.0297033,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115382,0.00826245,0.0135783,0.0205522,0,0.0280469,0.0343595,0.0132531,0.047144,0.0307417,0.0377253,0.0262518,0.0169424,0.0210824,0.0222399,0.0299617,0.0191988,0.0501781,0.0146306,0.0183293,0.0139363,0.0116854,0.0103399,0.0304581,0.0120914,0.00329468,0.03674,0.0137036,0.0393409,0.0172741,0.0271239,0,0,0.0117911,0,0.0265476,0.00461596,0.0681475,0.041813,0.0213975,0.0136201,0.0148669,0.024093,0.0127738,0.0530986,0.0127121,0.00929432,0.0182327,0.0269231,0.0233222,0.0221331,0.0387537,0.0132082,0.0280526,0.00910443,0.0309669,0.023558,0,0,0,0,0,0
1062,0.0172764,0.0293604,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115983,0.00824179,0.0133796,0.0206439,0,0.0279327,0.0345452,0.0130628,0.0472553,0.0303156,0.0377059,0.0260093,0.0170974,0.0204753,0.0219329,0.0301211,0.0189626,0.0500115,0.0148106,0.0185379,0.0140457,0.0119011,0.0106538,0.0299285,0.0119691,0.00334574,0.0359707,0.0137846,0.0383194,0.0172745,0.0269433,0,0,0.0112213,0,0.0264588,0.00460765,0.0682536,0.0407729,0.0215279,0.0135122,0.0148934,0.023948,0.0126678,0.0529784,0.0127059,0.00918049,0.017872,0.0265434,0.0226491,0.0216697,0.0377487,0.0128512,0.0268602,0.00899104,0.030521,0.0236243,0,0,0,0,0,0
1063,0.0172917,0.0290683,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115128,0.00809014,0.0132538,0.0207576,0,0.0275371,0.0346475,0.0128795,0.0473598,0.0298481,0.0377033,0.025779,0.0172989,0.0200137,0.0218888,0.0301557,0.0187138,0.0498576,0.0150022,0.018754,0.0141761,0.0121489,0.0109379,0.0294319,0.0119358,0.00337308,0.0351671,0.0138407,0.0370514,0.0171633,0.0268018,0,0,0.0106015,0,0.0263334,0.00466652,0.0683646,0.0395641,0.0216425,0.0133995,0.0149092,0.0238789,0.0124468,0.0529286,0.0125322,0.0090012,0.0174672,0.0261143,0.0217638,0.0210633,0.0366603,0.0126175,0.0259116,0.0088321,0.0302142,0.023684,0,0,0,0,0,0
1064,0.01736,0.0287056,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115096,0.00785331,0.0131687,0.0209028,0,0.0273554,0.03464,0.0129129,0.0474689,0.0294439,0.0377899,0.0255751,0.0174537,0.0200143,0.0218248,0.0302593,0.018447,0.049787,0.015168,0.0190033,0.0143169,0.0124133,0.0111245,0.0290704,0.0119106,0.0033483,0.0342116,0.0139053,0.0356073,0.0172881,0.0266389,0,0,0.0100717,0,0.0262518,0.00473922,0.068512,0.0382682,0.0217348,0.0133226,0.0149509,0.0237391,0.0121497,0.053,0.0122018,0.00873724,0.017042,0.025691,0.0209221,0.0203541,0.0353924,0.012426,0.0250677,0.00872425,0.0299189,0.0237338,0,0,0,0,0,0
1065,0.0175154,0.0285468,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115513,0.00796429,0.0130927,0.0209549,0,0.0274846,0.0347255,0.0129747,0.0475716,0.0290081,0.037863,0.0253561,0.0175358,0.0203777,0.0218119,0.030284,0.0181904,0.0498118,0.0152606,0.019249,0.0144604,0.0127063,0.0112279,0.0288265,0.0118431,0.00338552,0.0329288,0.0139868,0.0338711,0.0174414,0.0265463,0,0,0.00955607,0,0.0261988,0.00479428,0.0686414,0.0366052,0.021773,0.0131309,0.0149766,0.0237416,0.0118422,0.0530753,0.0118361,0.00845188,0.0165237,0.0252363,0.0199207,0.0195253,0.0337995,0.0123232,0.0243259,0.00872339,0.029741,0.0237519,0,0,0,0,0,0
1066,0.0176827,0.028566,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115883,0.00794375,0.0130332,0.0209603,0,0.0275418,0.0348033,0.013014,0.0476621,0.0286031,0.0378766,0.0251061,0.0176419,0.0197433,0.0219466,0.0301881,0.01791,0.0497974,0.0153055,0.019304,0.0146071,0.0129962,0.0113507,0.0285519,0.0118654,0.00346374,0.0314864,0.01407,0.0318483,0.01747,0.026463,0,0,0.00908187,0,0.0261426,0.00488928,0.0687741,0.0350208,0.0218261,0.0130146,0.0150121,0.023813,0.0115521,0.0531387,0.0115587,0.00819283,0.0159263,0.0248025,0.0188066,0.0185479,0.0319896,0.0123128,0.0237944,0.00874617,0.0296152,0.0237806,0,0,0,0,0,0
1067,0.0179637,0.0287342,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115986,0.00795708,0.0129669,0.0209955,0,0.027665,0.0348568,0.0129935,0.0477284,0.0281776,0.0379214,0.024863,0.017727,0.0198383,0.0219291,0.0302233,0.0176705,0.0497651,0.0153831,0.0192391,0.0147357,0.013259,0.0115112,0.0284063,0.0118771,0.00355054,0.0299556,0.014155,0.0297973,0.0175108,0.0264431,0,0,0.0085984,0,0.0260979,0.00500568,0.0688785,0.0336919,0.0218856,0.0129545,0.0150397,0.0240179,0.0113043,0.0531999,0.0113819,0.00798049,0.0153371,0.0243535,0.0176127,0.0174228,0.0301197,0.0123965,0.0234264,0.00872026,0.0295758,0.0238674,0,0,0,0,0,0
1068,0.0183014,0.0288219,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115369,0.00786186,0.0128935,0.0212455,0,0.0275661,0.034734,0.0131411,0.0477276,0.0276718,0.0379911,0.0247176,0.0179312,0.0202314,0.0218923,0.0302364,0.0175713,0.0496044,0.0155415,0.0193619,0.014867,0.0134801,0.0116023,0.0283148,0.0118607,0.00361901,0.0285754,0.014213,0.0277859,0.0174788,0.0265074,0,0,0.00820508,0,0.0260566,0.00509707,0.0690012,0.0325529,0.0219145,0.0129518,0.0151198,0.0242311,0.0110398,0.0532955,0.0111966,0.00777937,0.0147834,0.0239006,0.0163579,0.0161821,0.0283915,0.0125297,0.0231522,0.00878674,0.0295933,0.0240587,0,0,0,0,0,0
1069,0.018588,0.0291625,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113718,0.0080961,0.0128912,0.0217123,0,0.0274496,0.0345627,0.0132933,0.0477006,0.0271821,0.0381841,0.0245853,0.0182907,0.0202368,0.021856,0.0302932,0.0175509,0.0495036,0.0156749,0.01956,0.0150326,0.0136935,0.0115066,0.0282588,0.011687,0.00369142,0.0275722,0.0142636,0.0257351,0.0174795,0.0266044,0,0,0.00788,0,0.02602,0.00518273,0.0691062,0.0315819,0.0219271,0.0130112,0.0152344,0.0242898,0.0106966,0.0534295,0.0109774,0.00757427,0.014187,0.023461,0.0150374,0.0148369,0.0268524,0.0127069,0.0229804,0.00889893,0.0296174,0.0242962,0,0,0,0,0,0
1070,0.0187621,0.0299959,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113952,0.00824407,0.0128164,0.0216948,0,0.027407,0.0344887,0.0134172,0.0477635,0.0266745,0.038125,0.0244762,0.0182763,0.0198677,0.0219116,0.0303713,0.017528,0.0493934,0.0157644,0.019792,0.0151147,0.0138217,0.0116017,0.0281203,0.0116597,0.00370377,0.0268787,0.0143646,0.0235087,0.0174945,0.0265934,0,0,0.00752703,0,0.0260004,0.00528917,0.0690951,0.0308123,0.022019,0.0131665,0.015252,0.0243161,0.0103179,0.0535137,0.01071,0.00737827,0.0133353,0.0230468,0.0136245,0.0134187,0.0256046,0.0128553,0.0228755,0.00895651,0.0295858,0.0243353,0,0,0,0,0,0
1071,0.0189967,0.030424,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113344,0.00827503,0.0127706,0.0217208,0,0.0272926,0.0344444,0.013563,0.0478223,0.0261678,0.038088,0.0243124,0.0183053,0.0196779,0.0220758,0.0303416,0.0174019,0.0494296,0.0157869,0.0198081,0.0151903,0.0139416,0.0115269,0.0280492,0.0117413,0.00369875,0.0265093,0.0144453,0.0214444,0.0175018,0.0266013,0,0,0.00712463,0,0.0259539,0.00537301,0.0689217,0.0302825,0.0221128,0.0134133,0.0153104,0.0244123,0.00997764,0.0534221,0.0104393,0.00722833,0.0124438,0.0226712,0.01221,0.0118885,0.024813,0.0130405,0.0228296,0.00909565,0.0296161,0.0244053,0,0,0,0,0,0
1072,0.0192894,0.0304129,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112069,0.00824975,0.0128006,0.0218641,0,0.027279,0.0343335,0.013621,0.0478903,0.0257752,0.0381086,0.0241779,0.0184388,0.0196949,0.021975,0.0301836,0.0172227,0.0495737,0.0157731,0.0197383,0.0152695,0.0140735,0.011319,0.0280326,0.0118328,0.00365566,0.0258811,0.0144995,0.0199141,0.0175429,0.0266694,0,0,0.00680404,0,0.0258902,0.00543274,0.0687009,0.0297399,0.0221484,0.0135428,0.0153829,0.0245775,0.00974722,0.0535542,0.0103703,0.00717822,0.0117574,0.0223998,0.0111956,0.0107682,0.0241881,0.013291,0.0228005,0.00918745,0.0297821,0.0245466,0,0,0,0,0,0
1073,0.0195076,0.0304125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110139,0.00819033,0.0128048,0.0221089,0,0.0272727,0.0341576,0.0135038,0.0479038,0.0253911,0.0380848,0.0241723,0.0185794,0.0196576,0.0218021,0.0300824,0.0171387,0.0495804,0.0158161,0.0197415,0.0153574,0.0141774,0.0112111,0.027927,0.0118953,0.00359811,0.024745,0.0145945,0.0188635,0.0174648,0.026724,0,0,0.00649558,0,0.0258631,0.00554399,0.0684058,0.0283309,0.0221199,0.0135613,0.0153969,0.0246684,0.00959966,0.0538462,0.0103024,0.00715807,0.011515,0.0222209,0.0106026,0.0102994,0.0234217,0.0134811,0.0227204,0.00917805,0.0298735,0.0247095,0,0,0,0,0,0
1074,0.0197044,0.0305658,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110225,0.00818728,0.0127523,0.0224384,0,0.0271263,0.0340183,0.0135605,0.0478391,0.0248716,0.03801,0.0241237,0.0187233,0.0196789,0.0216367,0.0300691,0.0171583,0.0493957,0.0160042,0.0199781,0.0154679,0.0142368,0.0114099,0.02788,0.011953,0.00357114,0.0236819,0.0146924,0.0178979,0.0174684,0.0267773,0,0,0.00625336,0,0.0258503,0.00561103,0.0682134,0.0269572,0.0220362,0.0135387,0.0153822,0.0247768,0.00944135,0.0540808,0.0102097,0.00715919,0.0113991,0.0220447,0.0100151,0.00984893,0.0228542,0.0135987,0.0225613,0.00921942,0.0299567,0.0249058,0,0,0,0,0,0
1075,0.0198883,0.0308091,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011075,0.00822571,0.0127727,0.0227365,0,0.0268046,0.0338608,0.0136669,0.0478005,0.0244057,0.0379621,0.0238363,0.0188326,0.0196808,0.0213988,0.0300583,0.0171938,0.0493121,0.016175,0.0201872,0.015556,0.0142916,0.0114432,0.0278688,0.0120131,0.00355447,0.022612,0.0147877,0.0168913,0.0175176,0.0267655,0,0,0.0061379,0,0.02581,0.00561536,0.0679449,0.0254829,0.0219137,0.0135057,0.0153893,0.0248686,0.00928434,0.0542687,0.0102325,0.00716603,0.0112591,0.0218828,0.00962959,0.00937228,0.022092,0.0137526,0.0224585,0.00923007,0.0300162,0.0250629,0,0,0,0,0,0
1076,0.0199837,0.0309871,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109937,0.0082542,0.0127543,0.0228139,0,0.0264631,0.0337696,0.0137994,0.0478126,0.0239035,0.0378707,0.0234651,0.0187822,0.0196442,0.0210832,0.0299584,0.0171297,0.0493539,0.0162763,0.0202988,0.0155949,0.014331,0.0114965,0.0278949,0.0121078,0.0035674,0.0214682,0.0149132,0.0158312,0.0174217,0.0266273,0,0,0.00604641,0,0.0257615,0.00561934,0.0676907,0.0239789,0.0217687,0.0136391,0.015323,0.0249772,0.00913371,0.0546008,0.0102958,0.00717024,0.0109918,0.0217284,0.0090796,0.00888147,0.0209591,0.0138958,0.022339,0.00931948,0.0300171,0.0250465,0,0,0,0,0,0
1077,0.0199699,0.0308952,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108397,0.00816649,0.0126983,0.0229843,0,0.0265468,0.0336883,0.0139036,0.0478087,0.0234158,0.0377825,0.023144,0.0187912,0.0195941,0.0208036,0.0297171,0.0171447,0.0493923,0.0163804,0.0204278,0.0156492,0.0143572,0.0115302,0.0279184,0.0121943,0.00359625,0.020228,0.0150064,0.0147318,0.0172167,0.0264553,0,0,0.00599168,0,0.0257204,0.0055964,0.0676325,0.0223722,0.0215645,0.013818,0.0152415,0.0250242,0.00893455,0.055055,0.0100777,0.00718061,0.0106945,0.0216522,0.00835639,0.00843,0.0201181,0.0139631,0.022161,0.00936455,0.0299705,0.024976,0,0,0,0,0,0
1078,0.0198808,0.0304058,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106908,0.00793852,0.0126963,0.0233672,0,0.0267302,0.0336073,0.0139678,0.0477951,0.0230667,0.0377226,0.0229511,0.0190161,0.0195459,0.0206597,0.0295782,0.0171813,0.0493866,0.0164877,0.0205355,0.0157379,0.0143926,0.0114817,0.0279575,0.0123249,0.00358786,0.0188272,0.0150775,0.013659,0.0170305,0.0263059,0,0,0.00598398,0,0.0256936,0.00554866,0.0676983,0.0207567,0.0214383,0.0138366,0.0152314,0.0250146,0.00868655,0.0555974,0.00980049,0.00719494,0.0103562,0.021567,0.00767618,0.00801489,0.0187067,0.0139812,0.0219555,0.00935382,0.0298603,0.024912,0,0,0,0,0,0
