Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,LFHD,
74,0.00324333,0.0029528,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344563,0.0111015,0.00811791,0.0082507,0,0,0.0633118,0.0274971,0.0333913,0.0506696,0.0334908,0.058943,0.022951,0.00847604,0.0139504,0.0184071,0.0232142,0.0224782,0.04769,0.00892342,0.0108933,0.00471911,0.0130194,0.0585149,0.0609575,0.0166843,0.014518,0.0450819,0.0240993,0.0118387,0.0110731,0.00830899,0,0,0.0257728,0,0.0183917,0.0111806,0.0712598,0.0184708,0.00730634,0.0193184,0.00537314,0.0285219,0.00930301,0.06693,0.0193092,0.00804982,0.010931,0.033671,0.00644489,0.0082014,0,0.0169355,0.032603,0.0206133,0.00453537,0.00776156,0,0,0,0,0
75,0.00322713,0.00285421,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295875,0.011244,0.0099015,0.00831806,0,0,0.0635736,0.0274724,0.0335614,0.0506604,0.033689,0.0589413,0.0234648,0.00845729,0.0142125,0.0183304,0.022967,0.0233946,0.0486838,0.00799342,0.00906464,0.00544883,0.0135995,0.0530086,0.0612786,0.0166931,0.0145507,0.0448609,0.023809,0.0122762,0.0108576,0.00822476,0,0,0.0265762,0,0.0180163,0.0115834,0.0713804,0.0185007,0.0072976,0.0193195,0.00514804,0.0282377,0.00932378,0.0666703,0.0191931,0.0080449,0.0104238,0.0336304,0.00646174,0.00756378,0,0.0176067,0.0327425,0.0203099,0.00439479,0.00760556,0,0,0,0,0
76,0.00287251,0.00257982,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240423,0.0111223,0.0124113,0.00830264,0,0,0.0641805,0.027573,0.0337638,0.0506266,0.0340598,0.0588941,0.0242591,0.00833214,0.0143876,0.0182435,0.0226613,0.0242421,0.0495481,0.00732788,0.00753024,0.00619766,0.014019,0.0469587,0.061847,0.01685,0.0145936,0.0458722,0.0239454,0.0125296,0.0106423,0.00828797,0,0,0.027294,0,0.0179475,0.0119607,0.0714384,0.018477,0.00730005,0.0191458,0.00492041,0.0281207,0.009261,0.0663334,0.0190179,0.00793488,0.00987372,0.0337324,0.00634685,0.00687014,0,0.018131,0.0331065,0.020464,0.004303,0.00747473,0,0,0,0,0
77,0.00275244,0.00227536,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177896,0.0109001,0.0151193,0.0081891,0,0,0.0648118,0.0278424,0.0338932,0.0503973,0.0346465,0.0588316,0.0244655,0.00809881,0.0147463,0.0180902,0.0222462,0.024902,0.0503439,0.0068435,0.00637959,0.00702306,0.0141914,0.0402646,0.0625049,0.0169451,0.0146547,0.0468262,0.0241536,0.0126529,0.0104872,0.00833381,0,0,0.0283335,0,0.0177004,0.0124362,0.0714171,0.0184209,0.00731456,0.0189742,0.00475611,0.0281179,0.00920482,0.0661903,0.018862,0.00776517,0.00937646,0.0338445,0.00626534,0.0063422,0,0.0188404,0.0333884,0.0206626,0.00424463,0.00732279,0,0,0,0,0
78,0.00278436,0.00232891,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106137,0.0110408,0.0179847,0.00806891,0,0,0.0652882,0.0280151,0.0337658,0.0499051,0.0355537,0.0587858,0.0246276,0.00787898,0.0149807,0.0178743,0.0218501,0.0253829,0.0511101,0.00662344,0.00567757,0.00799456,0.013964,0.0326669,0.0630314,0.0167236,0.0146578,0.0476222,0.0245747,0.0127306,0.0105152,0.00830738,0,0,0.0293313,0,0.0175518,0.0128985,0.0714248,0.0184187,0.00725767,0.0187591,0.00472045,0.0279822,0.00920147,0.0662011,0.0185807,0.00753378,0.00924583,0.0337797,0.006284,0.00588612,0,0.0195971,0.0338205,0.0211265,0.00402425,0.00716941,0,0,0,0,0
79,0.00292356,0.00218986,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00546445,0.0109613,0.0213526,0.00801688,0,0,0.0661862,0.0279166,0.0340418,0.0496921,0.0371005,0.0587858,0.0256918,0.00796091,0.0150526,0.0183962,0.0224921,0.0265094,0.0519876,0.00658304,0.00527974,0.00917304,0.0135796,0.0244639,0.0634559,0.0170756,0.01491,0.0484901,0.024343,0.0127551,0.010717,0.00820374,0,0,0.0299144,0,0.0175063,0.013146,0.0715858,0.0184493,0.00716216,0.0185665,0.00478368,0.0276331,0.0091525,0.066158,0.0184555,0.00724426,0.00934593,0.03369,0.00625216,0.00524288,0,0.0201855,0.0339292,0.0212202,0.00335996,0.00712365,0,0,0,0,0
80,0.00350411,0.00206737,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00660515,0.0106581,0.0247139,0.00772913,0,0,0.0669804,0.027985,0.0344703,0.0497042,0.0387646,0.0586283,0.027292,0.00813679,0.0149935,0.019389,0.0235809,0.0280935,0.053046,0.00584324,0.00484648,0.0106629,0.0135569,0.0165738,0.0638503,0.017576,0.0150414,0.0494248,0.0241003,0.012695,0.0109745,0.00815101,0,0,0.0306978,0,0.0173211,0.0135333,0.0718041,0.0184235,0.00703105,0.0181792,0.00490588,0.0274192,0.00889143,0.0661414,0.0183069,0.00697451,0.00899213,0.0336294,0.00608553,0.00475797,0,0.0210068,0.0339829,0.0211061,0.00304441,0.00702801,0,0,0,0,0
81,0.0034658,0.00188346,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125748,0.0104661,0.0279494,0.00719593,0,0,0.0674991,0.0280788,0.0347861,0.0493587,0.0406787,0.0584824,0.0288948,0.00842314,0.0150566,0.0204509,0.0245498,0.0296483,0.0541398,0.00528323,0.00430016,0.0124115,0.0139999,0.0112899,0.0641546,0.0177496,0.0149862,0.0502342,0.0242053,0.0125407,0.0112408,0.00803127,0,0,0.0314202,0,0.0173534,0.0139197,0.0718762,0.0183237,0.00696032,0.0178912,0.00499828,0.02726,0.00849786,0.0660696,0.0178595,0.0067562,0.00847891,0.0334744,0.00597588,0.00451313,0,0.0217763,0.0342678,0.0212107,0.00297845,0.00677477,0,0,0,0,0
82,0.0029368,0.00163734,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181647,0.0103931,0.0306779,0.006695,0,0,0.067802,0.0281425,0.034917,0.0491111,0.0419065,0.0583067,0.0299444,0.00868175,0.0151608,0.021319,0.0250234,0.0307922,0.0551382,0.00533158,0.00409207,0.0136004,0.0148863,0.011864,0.0643394,0.0177072,0.0149036,0.0509023,0.0243468,0.0123833,0.0113802,0.00788273,0,0,0.0322604,0,0.0174238,0.0143623,0.0718797,0.0181988,0.0071198,0.0178096,0.00504911,0.027035,0.00825817,0.065881,0.0171833,0.0065397,0.00786627,0.0331878,0.00585065,0.00424616,0,0.0225539,0.0345568,0.0212923,0.00293533,0.00645117,0,0,0,0,0
83,0.0029863,0.00156282,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227308,0.0103481,0.0323285,0.00640304,0,0,0.0679527,0.0281991,0.0349136,0.0491293,0.0423696,0.0580259,0.0302474,0.00877347,0.0151268,0.0217913,0.0248807,0.0312116,0.0559952,0.00599866,0.00476265,0.0141828,0.0159992,0.0150562,0.064422,0.0176034,0.014858,0.0515545,0.0244105,0.0123318,0.011319,0.0076847,0,0,0.0334475,0,0.0175403,0.0148782,0.071933,0.0181538,0.00760783,0.0175911,0.00507562,0.0267416,0.00844109,0.0656452,0.0169626,0.00623725,0.00717751,0.0329449,0.00562022,0.00363545,0,0.023331,0.0347206,0.0213157,0.00297012,0.00615455,0,0,0,0,0
84,0.00305958,0.00148638,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263881,0.0103503,0.0336829,0.00633282,0,0,0.0676916,0.0281742,0.0348136,0.0493869,0.0426148,0.0576471,0.0298666,0.00893551,0.0151319,0.0216631,0.0240392,0.0311857,0.0566926,0.00718763,0.00659123,0.0146309,0.017212,0.0188948,0.0642326,0.0174755,0.0148562,0.0523239,0.0243942,0.0122296,0.0115635,0.00746719,0,0,0.0347269,0,0.0176993,0.0154789,0.0719486,0.0182068,0.00805517,0.0172472,0.00501945,0.0263432,0.00832047,0.0653712,0.0164903,0.00591866,0.00655983,0.0327831,0.00538291,0.00289636,0,0.0241043,0.0347049,0.0213255,0.00316411,0.00602824,0,0,0,0,0
85,0.00284413,0.00143956,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293428,0.0101426,0.0350545,0.0057708,0,0,0.0674581,0.0281116,0.0346873,0.04974,0.0429477,0.0572353,0.0291522,0.00905145,0.0152048,0.0212986,0.0232511,0.0323362,0.0571993,0.00878986,0.00888267,0.0151076,0.0185038,0.0226338,0.0638621,0.0174048,0.0147106,0.0532195,0.0242477,0.0120629,0.0118417,0.00735094,0,0,0.0355859,0,0.0175493,0.0159452,0.0718966,0.0183588,0.00844764,0.0169512,0.00490452,0.0259401,0.0082173,0.0652937,0.0157255,0.00572867,0.00608748,0.0325274,0.0052869,0.00251318,0,0.0246832,0.0342913,0.0214727,0.00365152,0.00603471,0,0,0,0,0
86,0.0027893,0.00148029,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321858,0.00998793,0.0360167,0.0053102,0,0,0.0672368,0.0281667,0.0345362,0.0500716,0.0431117,0.0568019,0.0282403,0.00912762,0.0152886,0.0207644,0.0223111,0.0329178,0.0575203,0.0105564,0.0111198,0.0155288,0.0198108,0.0258333,0.0636031,0.0173288,0.0146977,0.0542304,0.0240813,0.0119193,0.0119642,0.00734572,0,0,0.0363096,0,0.01743,0.0163385,0.0718029,0.0183124,0.00887558,0.0166635,0.00480821,0.0254483,0.00821445,0.065351,0.0154701,0.00555602,0.0056249,0.0322476,0.00524181,0.00234004,0,0.0253568,0.0335551,0.021741,0.00382633,0.0061485,0,0,0,0,0
87,0.00296773,0.00162985,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348064,0.00994727,0.0365017,0.00508511,0,0,0.0671022,0.0283295,0.0344164,0.0504794,0.0429123,0.0563754,0.0273317,0.00914161,0.0153607,0.0199888,0.021065,0.032886,0.0576734,0.012205,0.0130843,0.015828,0.0211599,0.0285852,0.0634239,0.0172412,0.0148112,0.0553748,0.0239686,0.0117289,0.011845,0.0073495,0,0,0.0370918,0,0.0174227,0.0166778,0.0717113,0.017942,0.00926434,0.0161799,0.00472745,0.0250935,0.00801942,0.0652787,0.0156764,0.00530848,0.00492801,0.0320012,0.00499618,0.00223676,0,0.0260147,0.0331916,0.022049,0.00363004,0.00626508,0,0,0,0,0
88,0.00331014,0.00186626,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0368071,0.00990453,0.0367583,0.00479361,0,0,0.0669449,0.0284567,0.0343096,0.0510326,0.0426371,0.0559887,0.0262208,0.00904413,0.0155049,0.0190151,0.019531,0.0322544,0.0578447,0.0136542,0.0148023,0.0159648,0.0225014,0.0311385,0.0632036,0.0171012,0.0148954,0.0565007,0.0239532,0.011458,0.0115313,0.0073561,0,0,0.037897,0,0.0173529,0.0170203,0.071609,0.0181046,0.00965473,0.0156504,0.00463583,0.0249108,0.0078376,0.0651691,0.0156655,0.0050499,0.00432538,0.0317481,0.00477569,0.00242338,0,0.026422,0.0333526,0.0222456,0.0031483,0.00628148,0,0,0,0,0
89,0.00343427,0.00210843,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0382476,0.00983857,0.0369064,0.00424477,0,0,0.0667358,0.0285467,0.0341674,0.0515305,0.042513,0.0556375,0.0254438,0.00889254,0.0156222,0.0182195,0.0182581,0.0320483,0.0578618,0.01492,0.0160755,0.0159768,0.023577,0.0332251,0.0629552,0.0169522,0.0149346,0.0574537,0.0238744,0.0111893,0.0111018,0.00734982,0,0,0.0388158,0,0.0172528,0.0175238,0.0714123,0.0183243,0.0101358,0.0150428,0.00451755,0.0246426,0.00789112,0.0650766,0.0153624,0.00481033,0.00403721,0.031523,0.00466312,0.00272545,0,0.0268208,0.0332321,0.022285,0.00288739,0.00626469,0,0,0,0,0
90,0.00333665,0.00231185,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0391829,0.00981813,0.0369093,0.00383954,0,0,0.0665676,0.0286986,0.0340668,0.0519867,0.0423865,0.0552803,0.0249326,0.00864922,0.0155784,0.017637,0.0174275,0.0318951,0.0576999,0.0159948,0.0168875,0.015896,0.0243786,0.034957,0.0627469,0.0168578,0.0149715,0.0584446,0.0236989,0.0109049,0.0106213,0.00734913,0,0,0.0398188,0,0.0172415,0.018116,0.0712387,0.0184026,0.0106218,0.0145044,0.00443928,0.0242278,0.0078749,0.064995,0.0148333,0.00456029,0.00375676,0.0312997,0.00464105,0.00304111,0,0.0275133,0.0327243,0.0220562,0.00281409,0.00627806,0,0,0,0,0
91,0.0031557,0.00241342,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0391232,0.00985901,0.0367954,0.0038463,0,0,0.066598,0.0289968,0.0341116,0.0522194,0.042653,0.0548606,0.0256187,0.00849497,0.0155604,0.0181844,0,0.0324383,0.057739,0.0164443,0.0170221,0.0157212,0.0249252,0.0350426,0.0626848,0.0168605,0.0150121,0.0594562,0.0235111,0.010526,0.00993531,0.00739801,0,0,0.0404612,0,0.0172483,0.0185786,0.0711403,0.0184054,0.0109533,0.0141182,0.00438898,0.0237097,0.00767457,0.064837,0.0145217,0.0043378,0.00358287,0.0311141,0.00463256,0.00348093,0,0.0278895,0.0319504,0.0218726,0.0027535,0.00628802,0,0,0,0,0
92,0.00318737,0.00245181,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0392234,0.00964154,0.0360266,0.00374907,0,0,0.066456,0.0292071,0.0341075,0.0529548,0.0416661,0.0544061,0.0246203,0.00829847,0.0154743,0.0174205,0.0170046,0.0315212,0.057132,0.0164223,0.0175578,0.0154885,0.0254216,0.035461,0.0626145,0.0169881,0.0150177,0.0604269,0.0233715,0.0100582,0.00919683,0.00743338,0,0,0.0406866,0,0.0172661,0.0189434,0.0711271,0.0184101,0.011335,0.0137163,0.00450422,0.0231846,0.00733794,0.0646249,0.0144843,0.00408105,0.003511,0.030899,0.00462503,0.00399411,0,0.028341,0.0311573,0.0222042,0.00262644,0.00625312,0,0,0,0,0
93,0.00342988,0.00264048,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384385,0.00905602,0.0351487,0.00374537,0,0,0.0662527,0.0295979,0.0341063,0.0533834,0.0409331,0.0539814,0.0249091,0.0081417,0.0153078,0.016503,0.0171135,0.0311704,0.0567678,0.0158649,0.0173751,0.0151086,0.0255948,0.0346319,0.0625524,0.0174986,0.0152542,0.0617105,0.0233445,0.00944552,0.00882286,0.00744144,0,0,0.0411183,0,0.0172488,0.0192266,0.0711745,0.0184102,0.0117809,0.0130911,0.00463135,0.0227801,0.00700274,0.0643831,0.0140769,0.00389623,0.00364057,0.0306298,0.00467765,0.00457564,0,0.0289307,0.0307719,0.022849,0.00250375,0.00619286,0,0,0,0,0
94,0.00382783,0.00285788,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0371794,0.00845492,0.0338038,0.00357407,0,0,0.0663698,0.0301423,0.034103,0.0538071,0.039719,0.0535941,0.0250452,0.00804708,0.0151188,0.0155587,0.0169625,0.0305538,0.0563672,0.0158294,0.0166945,0.0145868,0.0257367,0.033556,0.0624444,0.0182377,0.0156279,0.0635138,0.0233904,0.00867346,0.00850873,0.00742978,0,0,0.0416939,0,0.0172201,0.019398,0.0712419,0.0181607,0.0122475,0.0125402,0.00480716,0.0224545,0.00689542,0.0640631,0.0133316,0.00375379,0.00396782,0.0304338,0.00485493,0.00522983,0,0.0295582,0.0307355,0.0231618,0.00245274,0.00611837,0,0,0,0,0
95,0.00445343,0.00326229,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357112,0.0157274,0.0322662,0.00362752,0,0,0.0697016,0.0214345,0.0411793,0.0543782,0.0383466,0.0533269,0.0251599,0.00842152,0.0163591,0,0.0165358,0.0302615,0.0559393,0.0159494,0.0160626,0.0140483,0.0259098,0.0318533,0.067026,0,0.0176148,0.066716,0.0233721,0.00752335,0.00822392,0.00774496,0,0,0.0424132,0,0.0172815,0.0195986,0.0714332,0.0173953,0.0129272,0.0121875,0.00537215,0.0219029,0.00640969,0.0635099,0.0128819,0.0033936,0.00434559,0.0304569,0.00524868,0.00577186,0,0.030392,0.0302616,0.0233269,0.00193043,0.00596477,0,0,0,0,0
96,0.0036365,0.00311862,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345469,0.00949126,0.0303218,0.00353264,0,0,0.0656511,0.0292788,0.0337928,0.0546579,0.0361789,0.0527305,0.0243543,0.00785457,0.0147476,0.014566,0.0155364,0.0297326,0.0555494,0.0158452,0.0154626,0.0133682,0.0261394,0.0304941,0.0619943,0.0163037,0.0146736,0,0.0234797,0.00326658,0.00754014,0.00702422,0,0,0.0430769,0,0.0172973,0.0199652,0.0712546,0.0182238,0.0129378,0.0129787,0.00505266,0.021682,0.00617329,0.0637048,0.0137609,0.0035855,0.00635678,0.0313329,0.00801948,0.00717728,0,0.0309168,0.0296545,0.0233039,0.0026087,0.00577977,0,0,0,0,0
97,0.00367552,0.00332735,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323584,0.0100237,0.0281178,0.00351024,0,0,0.0646683,0.0289445,0.0334298,0.0548644,0.0338263,0.0521271,0.0239993,0.00728704,0.0144728,0.0140553,0.0155956,0.0292016,0.0546744,0.0156592,0.0145608,0.0127201,0.0262533,0.0278736,0.0613073,0.0156897,0.0145064,0,0.0234664,0.00266255,0.00698555,0.00712143,0,0,0.0438014,0,0.0173381,0.0203552,0.0712298,0.0102309,0.0135309,0.0124383,0.00509552,0.021342,0.00559675,0.0628768,0.0135184,0.00327784,0.00740939,0.0313615,0.00962588,0.00846032,0.0118021,0.0318101,0.0294638,0.0233238,0.00271589,0.00584497,0,0,0,0,0
98,0.00382463,0.00356323,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295815,0.0104047,0.0255051,0.00348483,0,0,0.0641188,0.0287522,0.0332445,0.0551838,0.0310841,0.0515312,0.0235819,0.0071163,0.0143059,0.0130165,0.0154142,0.0280867,0.053701,0.0153664,0.0136456,0.0116612,0.0262887,0.0250443,0.060747,0.0153209,0.0143618,0,0.02354,0.00366841,0.00659195,0.00729761,0,0,0.0443645,0,0.0172517,0.0206672,0.0712498,0.00933779,0.0139733,0.0118166,0.005357,0.021154,0.00519232,0.0626367,0.0129675,0.00301915,0.00791083,0.0314384,0.0102352,0.00917129,0.0125938,0.032599,0.0299039,0.0231969,0.00276615,0.00590931,0,0,0,0,0
99,0.00395749,0.00369632,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269583,0.0103714,0.0233908,0.00365213,0,0,0.0636325,0.0288221,0.0329885,0.0556059,0.0290343,0.0511833,0.0229138,0.00715275,0.0141575,0.012015,0.0153125,0.0273768,0.0528555,0.0147053,0.0128301,0.0102883,0.0259586,0.021972,0.0599664,0.0152447,0.0143705,0,0.0235137,0.00430452,0.00620408,0.00745465,0,0,0.0450028,0,0.0172193,0.020995,0.0712733,0.00898422,0.0143403,0.0111843,0.00556346,0.0208342,0.00496708,0.062465,0.0123061,0.00276016,0.00822768,0.031437,0.0105419,0.00962974,0.0137669,0.033023,0.0297036,0.0232636,0.00269702,0.00597061,0,0,0,0,0
100,0.00406274,0.00379139,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221424,0.00982476,0.0182478,0.0038327,0,0,0.0630646,0.0290329,0.0326876,0.0562083,0.0229183,0.050986,0.022228,0.00715041,0.0140046,0.0110799,0.0147306,0,0.0523465,0,0.0121349,0.00821238,0.0264997,0.0173528,0.0591558,0.0153776,0.0145168,0,0.0234443,0.0046776,0.00578506,0.00760346,0,0,0.0455889,0,0.0172639,0.0212298,0.0711948,0.00877926,0.0145917,0.0107718,0.00560131,0.0204823,0.00500761,0.0619038,0.011908,0.00251953,0.00842453,0.0314103,0.0107463,0.0101809,0.0155495,0.0332973,0.0291849,0.0234935,0.00259801,0.00599554,0,0,0,0,0
101,0.00402384,0.00396942,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213704,0.00899222,0.0195221,0.00345531,0,0,0.0631078,0.0291461,0.0326927,0.0566324,0.0253997,0.0504932,0.0222704,0.00671191,0.0137286,0.0111168,0.0153132,0.0254326,0.0511594,0.0144153,0.011537,0.00873082,0.0255534,0.0150324,0.0589359,0.0154946,0.0144353,0,0.0233858,0.00500679,0.00544025,0.0076057,0,0,0.0463606,0,0.0172981,0.021587,0.0712052,0.00827091,0.0148952,0.00998933,0.00569774,0.0202304,0.0046705,0.0621964,0.0110235,0.00207159,0.00835277,0.031205,0.0107179,0.0102037,0.0167157,0.0335738,0.0288765,0.0235871,0.00265498,0.00592059,0,0,0,0,0
102,0.00407414,0.00406848,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167324,0.00857808,0.0170478,0.00341,0,0,0.0630274,0.0293587,0.0326487,0.0568747,0.0234767,0.0500927,0.0234357,0.00637563,0.0134558,0.0118573,0.0168691,0,0.0505554,0.0145705,0.010961,0.00838347,0.025695,0.0102822,0.0587408,0.015643,0.0144006,0,0.0233149,0.00540789,0.00531919,0.00766217,0,0,0.0473215,0,0.0172932,0.0221252,0.0710955,0.00851427,0.0152614,0.00936791,0.00593216,0.0198208,0.00444183,0.0619242,0.0102872,0.00181207,0.00841739,0.0310452,0.0107489,0.0102422,0.0182299,0.033942,0.0287575,0.0235072,0.00268096,0.00590698,0,0,0,0,0
103,0.00457408,0.0041126,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147112,0.00869916,0.0146351,0.00429076,0,0,0.0626591,0.0294239,0.0325137,0.0574802,0.0206624,0.049712,0.0213316,0.00617823,0.013345,0.0104528,0.0151752,0.0231092,0.0491499,0.0141756,0.0106647,0.00825932,0.025945,0.00898928,0.0582985,0.0156637,0.0143513,0,0.0232574,0.00587412,0.00505311,0.00781692,0,0,0.0480474,0,0.0173229,0.0223569,0.0710556,0.00787349,0.0155457,0.00891592,0.00595358,0.0194403,0.00425358,0.0613879,0.00993806,0.0016854,0.00861214,0.0310353,0.0108746,0.0104556,0.0193746,0.034379,0.0287738,0.0234744,0.00277181,0.00606946,0,0,0,0,0
104,0.00438917,0.00420267,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127299,0.00846501,0.0123521,0.0043977,0,0,0.062427,0.0292791,0.0323355,0.0579153,0.0186195,0.0493974,0.0206759,0.0060555,0.0133267,0.010565,0.0150129,0.0221613,0.0481662,0.0134495,0.0101855,0.00814752,0.0259829,0.0074224,0.0579647,0.0157127,0.0141607,0,0.0232555,0.00599198,0.00495106,0.00792344,0,0,0.0488686,0,0.0173991,0.0226327,0.0710066,0.00835451,0.0158805,0.00844514,0.00613181,0.0191284,0.00419325,0.0609016,0.00973949,0.00159461,0.00878095,0.0310193,0.0108492,0.0105221,0.0210286,0.0350058,0.0289261,0.0235677,0.00282479,0.00616739,0,0,0,0,0
105,0.00412237,0.0041871,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112799,0.00824161,0.0103871,0.00427372,0,0,0.062507,0.0292321,0.0321197,0.058314,0.0170489,0.0489876,0.0202788,0.0062767,0.0133896,0.0107531,0.0149006,0.0213535,0.0473239,0.0123039,0.00947825,0.00756335,0.0261226,0.0072431,0.0580174,0.0158164,0.0138257,0,0.0232499,0.00423955,0.00491924,0.00800056,0,0,0.0497651,0,0.0174989,0.0230464,0.0708584,0.0142047,0.0162095,0.00832804,0.00663739,0.0187157,0.00438092,0.0610102,0.00993262,0.00153959,0.00856445,0.0311848,0.0100417,0.0101143,0,0.0357236,0.0291107,0.0236516,0.00272693,0.00621727,0,0,0,0,0
106,0.00425947,0.00431356,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113973,0.00849718,0.00858585,0.0042576,0,0,0.0619766,0.0294155,0.031867,0.0587492,0.0152024,0.0486807,0.0194329,0.00622183,0.013448,0.0104998,0.0140354,0.0201787,0.0464479,0.0113631,0.00872073,0.0076054,0.0262749,0.00807487,0.0576831,0.015822,0.0138009,0,0.0231819,0.00398967,0.00484742,0.00815604,0,0,0.0504705,0,0.017585,0.0234053,0.0707337,0.0129258,0.0164081,0.00800772,0.00676896,0.0183214,0.00437388,0.0607176,0.00971614,0.00147343,0.00844685,0.0310979,0.00988192,0.00975223,0,0.0362058,0.0292606,0.023741,0.00283097,0.0063173,0,0,0,0,0
107,0.00456556,0.0045067,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116301,0.00825793,0.00719034,0.00425538,0,0,0.0616185,0.0296924,0.0317565,0.059145,0.0133243,0.0483274,0.0184695,0.00610086,0.0135409,0.0101306,0.0134819,0.0189866,0.045668,0.0106496,0.00827509,0.00784479,0.0261931,0.0100377,0.0575898,0.016013,0.0137848,0,0.0231352,0.00495852,0.00492057,0.00826416,0,0,0.0514319,0,0.0176183,0.023826,0.0706591,0.013273,0.0166874,0.00777119,0.00701456,0.0179209,0.00437837,0.0602754,0.00949679,0.00162968,0.0085616,0.0311038,0.010313,0.00971489,0,0.0368276,0.0293732,0.023568,0.0029329,0.00646337,0,0,0,0,0
108,0.00461981,0.00462512,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120604,0.00818413,0.00590399,0.00414691,0,0,0.0611545,0.0297357,0.031606,0.059597,0.0112976,0.048131,0.0172564,0.00586377,0.0134121,0.00963942,0.0131952,0.0176422,0.0449227,0.0101775,0.0077396,0.00813944,0.0260019,0.0118075,0.0573837,0.0161008,0.0136454,0,0.0230137,0.00709377,0.00520169,0.0083559,0,0,0.0521273,0,0.0176057,0.0241777,0.0707387,0.00899079,0.0170967,0.00701372,0.00717424,0.0175416,0.00415196,0.0593296,0.00866166,0.00183358,0.0088556,0.0309083,0.0111421,0.0100977,0.0270014,0.0371521,0.029524,0.0235343,0.00310027,0.00657293,0,0,0,0,0
109,0.00542688,0.00518935,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125854,0.0136734,0.00489266,0.00429992,0,0,0.0644175,0.0223401,0.0388692,0.0601526,0.00939972,0.0479111,0.0161302,0.00644365,0.0146253,0.00928056,0.0127193,0.0163534,0.044096,0.00950577,0.00721514,0.0077767,0.0257709,0.0134107,0.0620104,0,0.0176156,0,0.022816,0.00781378,0.00546933,0.00883788,0,0,0.0527534,0,0.0176376,0.0244433,0.0710415,0.00653434,0.0177636,0.00665256,0.00799306,0.0170402,0.00423247,0.058706,0.00838212,0.00237176,0.00890412,0.0312443,0.0112421,0.0097848,0.0276206,0.0375805,0.0294693,0.0235237,0.0028352,0.00664843,0,0,0,0,0
