Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,RTOE,x73,x74,REAR
504,0.0226554,0.013262,0,0,0,0,0,0,0.0541635,0.025926,0.0203063,0.00752709,0,0,0.0242995,0,0.0555889,0.0138232,0.0535492,0.0364539,0.0117484,0.0341788,0.0122936,0.0131004,0.0272909,0.0607811,0.0296571,0.0723096,0.035555,0.0243385,0.0217956,0.0368628,0.0422973,0.0206129,0.0510961,0.0149072,0.00571145,0.0297242,0.00371828,0.00253111,0.0302453,0,0.0328968,0,0.0265613,0.020032,0.0324162,0.00805668,0.0254599,0.00182018,0.0109113,0.037768,0.0013901,0.0157676,0.00228616,0.00185562,0.00282866,0.0215182,0.0024182,0.00226899,0.0118859,0.0218797,0.0207572,0.00928875,0.0238287,0,0,0,0,0,0,0.00940783,0,0,0
505,0.0225677,0.0133288,0,0,0,0,0,0,0.0549399,0.0259871,0.0197817,0.00737839,0,0,0.0241571,0,0.0556742,0.0138371,0.0538119,0.0350313,0.0116227,0.0340483,0.0123113,0.0132264,0.0275128,0.0612537,0.030004,0.0720981,0.0354574,0.0241174,0.0210463,0.0368886,0.042599,0.0205492,0.0511524,0.0150441,0.00616603,0.0297181,0.00362603,0.00264571,0.0301449,0,0.0328216,0,0.0265998,0.0198881,0.0323056,0.00797773,0.0254534,0.00176194,0.0109475,0.0376065,0.00138412,0.0157054,0.00239581,0.00172578,0.00270348,0.0213915,0.00226704,0.00220797,0.0116578,0.02205,0.0208761,0.00947581,0.0238789,0,0,0,0,0,0,0.00990462,0,0,0
506,0.0225809,0.0133992,0,0,0,0,0,0,0.0551204,0.0260312,0.0191932,0.0071221,0,0,0.0240909,0,0.0557449,0.0139282,0.0540689,0.0337873,0.0115476,0.0340419,0.012367,0.0133036,0.0277699,0.0616828,0.0302911,0.0721047,0.0355805,0.0233018,0.0204149,0.0369553,0.0433821,0.0204864,0.0512032,0.0151402,0.006737,0.0297058,0.00349966,0.00275345,0.0300982,0,0.0327433,0,0.0266363,0.0198084,0.0321713,0.00778972,0.0254998,0.00172504,0.0110835,0.0375179,0.00140242,0.015754,0.00248725,0.00158492,0.00255285,0.0213157,0.00212437,0.0020736,0.0114534,0.0222002,0.0209847,0.00960526,0.023829,0,0,0,0,0,0,0.0105027,0,0,0
507,0.0224443,0.0139074,0,0,0,0,0,0,0.054599,0.0260755,0.0184196,0.00710248,0,0,0.0249444,0,0.0557312,0.0142941,0.0542203,0.0330592,0.0116732,0.0339598,0.0125195,0.0133906,0.027918,0.06182,0.0303297,0.0722394,0.0355542,0.0232923,0.0199313,0.0370046,0.0435068,0.0208947,0.0512781,0.015243,0.00722441,0.0297278,0.0033192,0.00287619,0.0293523,0,0.0327284,0,0.0266536,0.0198171,0.0320287,0.00768749,0.0255897,0.00162699,0.0112844,0.0366926,0.00147869,0.0158584,0.0025555,0.00139967,0.00238725,0.0211691,0.00199661,0.0019428,0.0110853,0.022298,0.0210153,0.0102152,0.0235954,0,0,0,0,0,0,0.011291,0,0,0
508,0.0225563,0.0140591,0,0,0,0,0,0,0.054949,0.0260679,0.0182006,0.00722823,0,0,0.025242,0,0.0557638,0.0143439,0.0543154,0.0319633,0.011673,0.0343829,0.0124914,0.0133179,0.0280725,0.0619837,0.0305236,0.0723994,0.0357961,0.0230148,0.0196372,0.0370465,0.0437997,0.0209823,0.0512811,0.0152927,0.00768552,0.0297374,0.00315516,0.00300267,0.0294146,0,0.0326944,0,0.0266744,0.0199163,0.0318577,0.00746116,0.025678,0.00150838,0.0112851,0.0367772,0.00159995,0.0160177,0.00263888,0.00119223,0.00225864,0.0210092,0.00189884,0.00188284,0.0110703,0.022379,0.0210613,0.0103503,0.0236743,0,0,0,0,0,0,0.0118815,0,0,0
509,0.0226493,0.0141911,0,0,0,0,0,0,0.0553649,0.0260808,0.0180745,0.0071251,0,0,0.0255379,0,0.0557784,0.0143263,0.0543325,0.0310563,0.011705,0.0347841,0.0124905,0.0132153,0.0278422,0.0619531,0.0305515,0.0724754,0.0358833,0.0221518,0.0193071,0.0372377,0.0441018,0.0211185,0.0512753,0.0153334,0.00815117,0.0297327,0.00299548,0.00312329,0.029463,0,0.0326288,0,0.0266873,0.0199311,0.0316281,0.00729864,0.0257226,0.00140239,0.011333,0.0368474,0.00175897,0.0161696,0.00268346,0.00106634,0.00213426,0.0207683,0.00177444,0.00184588,0.0110961,0.0223995,0.0210972,0.0104435,0.0232035,0,0,0,0,0,0,0.0124031,0,0,0
510,0.0227509,0.0142929,0,0,0,0,0,0,0.0558417,0.0260908,0.0180052,0.00720071,0,0,0.0257807,0,0.0557678,0.014342,0.0542578,0.029583,0.0117519,0.0352348,0.0124546,0.0131857,0.0276658,0.0619251,0.0306087,0.0724622,0.0359013,0.0220674,0.0189127,0.0373882,0.044497,0.0212698,0.0512728,0.0153745,0.0084995,0.0297296,0.00289033,0.00322586,0.0294747,0,0.0325512,0,0.0267023,0.0198476,0.031375,0.00711935,0.0257615,0.00129502,0.011399,0.0368813,0.00189784,0.0162918,0.00272609,0.00101177,0.00200957,0.0205685,0.00160417,0.00182129,0.0111436,0.0224041,0.0211248,0.0105382,0.0220371,0,0,0,0,0,0,0.01279,0,0,0
511,0.0228738,0.0145448,0,0,0,0,0,0,0.0562508,0.0260957,0.0180009,0.00737616,0,0,0.0259287,0,0.0557589,0.0143882,0.0541817,0.0286231,0.0117638,0.0356201,0.0123904,0.0132296,0.0277335,0.0619847,0.0308094,0.0723935,0.0359356,0.0222203,0.0185469,0.0374507,0.0447993,0.0213134,0.0512874,0.015416,0.00873371,0.0297282,0.00279397,0.00332704,0.0293922,0,0.032513,0,0.0267067,0.0197864,0.0311778,0.00687825,0.0257937,0.00113531,0.0113558,0.0368165,0.00203938,0.0163618,0.00278107,0.00098632,0.00191153,0.0204296,0.0014409,0.00174033,0.0111924,0.0224715,0.0211294,0.0107679,0.0220633,0,0,0,0,0,0,0.0130299,0,0,0
512,0.0230555,0.0149288,0,0,0,0,0,0,0.0566209,0.0261073,0.0182933,0.00734696,0,0,0.0259429,0,0.0557741,0.014453,0.0541652,0.0275854,0.0117287,0.035964,0.0123165,0.0133919,0.0279481,0.0623536,0.031242,0.0724029,0.0360639,0.0222938,0.0182302,0.0374096,0.0454607,0.0212337,0.0512993,0.0154798,0.00890525,0.0297324,0.00270149,0.00341186,0.0293569,0,0.0324841,0,0.0267109,0.0198225,0.0310601,0.00650901,0.0258179,0.000846434,0.0112351,0.036763,0.002172,0.0163846,0.00284475,0.00102952,0.00181811,0.0203152,0.00131865,0.00160827,0.0112237,0.0225606,0.0211275,0.0111045,0.0234083,0,0,0,0,0,0,0.0130886,0,0,0
513,0.0232105,0.0152813,0,0,0,0,0,0,0.0569879,0.0261144,0.0183888,0.00755348,0,0,0.0259424,0,0.0558167,0.0145704,0.0541654,0.0266493,0.0116801,0.0363177,0.0122116,0.0136562,0.0283009,0.0627494,0.0317219,0.0724909,0.0361594,0.0222389,0.0180061,0.0373284,0.0467195,0.0211723,0.0513203,0.0155318,0.00898728,0.0297285,0.002643,0.00349038,0.0293309,0,0.0324595,0,0.0267019,0.0198817,0.0309679,0.00606058,0.0258384,0.000670501,0.0111198,0.0366995,0.00230329,0.0164098,0.00287228,0.00114335,0.00169325,0.0201612,0.00123095,0.00145169,0.0111987,0.0226377,0.0211259,0.0114451,0.0242064,0,0,0,0,0,0,0.0130634,0,0,0
514,0.0233936,0.0156136,0,0,0,0,0,0,0.0572985,0.0261146,0.0179719,0.00755577,0,0,0.0260134,0,0.0558811,0.0147058,0.0540582,0.0268651,0.0116636,0.036217,0.0121358,0.0138924,0.0283193,0.0627248,0.0317507,0.072168,0.0360713,0.022266,0.0179684,0.0372648,0.0476124,0.0210867,0.0513409,0.0155977,0.00906462,0.0297294,0.00264377,0.00351728,0.029331,0,0.0323771,0,0.026707,0.0198799,0.0309443,0.0054881,0.0258297,0.000613505,0.0110118,0.0366034,0.00234188,0.0163923,0.00282843,0.00123207,0.00149717,0.0200076,0.00115779,0.0012744,0.0111884,0.0227231,0.0211638,0.0117309,0.0243444,0,0,0,0,0,0,0.012981,0,0,0
515,0.0235858,0.0158958,0,0,0,0,0,0,0.0578927,0.0260915,0.0176848,0.0075501,0,0,0.0261592,0,0.0559183,0.0148244,0.0539847,0.0271573,0.0116661,0.0360684,0.0120704,0.0140096,0.0282622,0.0624981,0.0314822,0.0720843,0.0361001,0.0225023,0.0182044,0.0374495,0.0483519,0.0210643,0.0513258,0.0156333,0.00916998,0.0297333,0.0027219,0.00354824,0.0293234,0,0.0322395,0,0.0267238,0.0198137,0.0309229,0.00484863,0.0258214,0.000595527,0.0109184,0.0365164,0.00238086,0.0163836,0.00277629,0.00123164,0.00129622,0.0199217,0.00111047,0.00107062,0.011133,0.0228073,0.0212204,0.0119591,0.0238849,0,0,0,0,0,0,0.0128719,0,0,0
516,0.0237062,0.0161327,0,0,0,0,0,0,0.0587363,0.0260393,0.0180341,0.0075673,0,0,0.0263424,0,0.0559166,0.0149353,0.0539508,0.026985,0.011685,0.0361994,0.0119718,0.0140739,0.028105,0.0622002,0.0310801,0.07231,0.0364518,0.0230276,0.0186295,0.037866,0.049148,0.0211421,0.0512962,0.0156179,0.00922695,0.0297441,0.00284767,0.00358761,0.0292894,0,0.0320631,0,0.0267459,0.0197467,0.0308944,0.00415776,0.0258187,0.0004916,0.0108262,0.0364519,0.00247179,0.0163505,0.0027661,0.00126576,0.00118507,0.0197611,0.00113861,0.000967092,0.0110422,0.0228645,0.0212707,0.0121519,0.0232237,0,0,0,0,0,0,0.0127805,0,0,0
517,0.0237715,0.0163996,0,0,0,0,0,0,0.0593565,0.0259837,0.0187714,0.00757138,0,0,0.0264795,0,0.0558962,0.0149616,0.0538809,0.0269571,0.0117168,0.0366677,0.0118604,0.0141596,0.0278731,0.0618955,0.0307324,0.0725789,0.0370214,0.0235737,0.0190636,0.0383206,0.0497751,0.0212476,0.0512591,0.0155624,0.00919506,0.0297552,0.00294802,0.00359967,0.0292126,0,0.0319566,0,0.0267682,0.0197116,0.0308845,0.00354783,0.0258394,0.000336814,0.0107121,0.0363668,0.00258304,0.0162742,0.00280659,0.00145586,0.00106965,0.0195418,0.00113637,0.000936388,0.0109074,0.022932,0.0212922,0.0123564,0.0239619,0,0,0,0,0,0,0.012588,0,0,0
518,0.0237827,0.0165973,0,0,0,0,0,0,0.0596151,0.0259293,0.0192413,0.00754087,0,0,0.0265852,0,0.0558666,0.0149226,0.0537563,0.026844,0.0117346,0.0373228,0.0117683,0.0142506,0.0276729,0.0617368,0.0306461,0.0726324,0.037506,0.0238022,0.0192857,0.0385861,0.0499566,0.0213273,0.0512152,0.0155103,0.00925692,0.02978,0.00306001,0.00357393,0.0291407,0,0.0318109,0,0.0267894,0.0195899,0.030888,0.00305016,0.0258471,0.000316225,0.0105968,0.0362637,0.00264617,0.016183,0.00282984,0.00157935,0.000946399,0.0194114,0.00114254,0.000901296,0.0107971,0.0229704,0.02125,0.0125138,0.0242567,0,0,0,0,0,0,0.0123844,0,0,0
519,0.0237157,0.016713,0,0,0,0,0,0,0.0594868,0.0258667,0.0190503,0.00743221,0,0,0.026597,0,0.055855,0.0148365,0.0536342,0.0268778,0.0117116,0.0378867,0.0116601,0.0143329,0.0276262,0.0618616,0.0308677,0.072428,0.0377042,0.0238879,0.019242,0.0386037,0.0496229,0.0212937,0.0511598,0.0154826,0.00935965,0.0297819,0.00321393,0.00351632,0.0289868,0,0.0316525,0,0.0267967,0.0193745,0.0309101,0.00262607,0.0258044,0.000380666,0.0104861,0.0360543,0.00267237,0.0161221,0.00281151,0.0016484,0.000863519,0.0193587,0.00134408,0.000893359,0.0107105,0.0229757,0.0211846,0.0126514,0.0239707,0,0,0,0,0,0,0.0122958,0,0,0
520,0.023692,0.0164435,0,0,0,0,0,0,0.0592896,0.0258078,0.0186703,0.00729027,0,0,0.0262443,0,0.0558882,0.0147204,0.0535542,0.0267656,0.0115509,0.0382814,0.0115157,0.0142658,0.0279423,0.0623386,0.031519,0.0719745,0.0376212,0.0237594,0.0189865,0.0384465,0.0491813,0.0211657,0.0510995,0.0155023,0.00935592,0.029711,0.00332027,0.00346738,0.0294331,0,0.0314756,0,0.0268039,0.0191682,0.0309614,0.00222867,0.0256784,0.000448262,0.0103872,0.0364734,0.00270173,0.0160666,0.00275957,0.00174162,0.000867436,0.0192403,0.00146888,0.000920921,0.0107717,0.0230215,0.0212057,0.0123072,0.0244104,0,0,0,0,0,0,0.0121826,0,0,0
521,0.0231519,0.0168697,0,0,0,0,0,0,0.0586976,0.025782,0.0183591,0.00715299,0,0,0.0264723,0,0.0558411,0.0148573,0.05342,0.0264409,0.0114781,0.0382206,0.0113456,0.0144588,0.0283802,0.0629169,0.0321835,0.0715405,0.0373013,0.0233573,0.0186252,0.0381632,0.0483465,0.0211969,0.0510905,0.0154692,0.00913788,0.0297197,0.0034204,0.00336655,0.0284088,0,0.0312452,0,0.0267423,0.0188641,0.0310261,0.0020092,0.0255768,0.000452655,0.0101638,0.0353258,0.00272254,0.0159664,0.00271515,0.00180062,0.000868215,0.0191197,0.00153943,0.000978812,0.0105116,0.0228886,0.0210807,0.0129346,0.0241714,0,0,0,0,0,0,0.0120082,0,0,0
522,0.0228546,0.0169049,0,0,0,0,0,0,0.0582911,0.025717,0.0184109,0.00700632,0,0,0.0264186,0,0.0557942,0.0149548,0.0532786,0.026498,0.0113717,0.0380785,0.0110117,0.014475,0.0289687,0.0634574,0.0327386,0.0710794,0.0370173,0.0230061,0.0182834,0.0379095,0.0476864,0.0211323,0.0510496,0.0153902,0.00902425,0.0297168,0.0034843,0.00326893,0.028085,0,0.0310178,0,0.0267334,0.0186964,0.0311094,0.0017771,0.025514,0.000461067,0.00982744,0.0349532,0.00272046,0.0158054,0.00263029,0.00183283,0.000872645,0.0190946,0.00160282,0.00101844,0.0105218,0.0227925,0.0210148,0.0130237,0.024079,0,0,0,0,0,0,0.0117797,0,0,0
523,0.0227166,0.0169747,0,0,0,0,0,0,0.0579451,0.0256712,0.0183073,0.00679563,0,0,0.0263576,0,0.0556796,0.0149005,0.0532686,0.0271474,0.0112589,0.0378933,0.0105002,0.0144961,0.0294491,0.0637925,0.0329104,0.0708178,0.0367917,0.022807,0.0180681,0.0377627,0.0469686,0.0209914,0.0509242,0.0152859,0.0089618,0.0297185,0.00355417,0.00317771,0.0277197,0,0.0307935,0,0.0267343,0.018617,0.0311075,0.001611,0.0253656,0.000488646,0.00935647,0.0345314,0.00270676,0.0156683,0.0025129,0.0017812,0.000894732,0.0190939,0.00166688,0.00103359,0.0105954,0.0227539,0.0209442,0.013121,0.023999,0,0,0,0,0,0,0.0115618,0,0,0
524,0.0226247,0.0169702,0,0,0,0,0,0,0.0579147,0.0256193,0.0181684,0.00656322,0,0,0.0263004,0,0.0555595,0.0147552,0.0533208,0.0274859,0.0111392,0.0378197,0.0099109,0.014483,0.0298654,0.0639213,0.0328593,0.0706793,0.0366657,0.022451,0.0180272,0.0377194,0.0465385,0.0209366,0.0507954,0.0151773,0.00892436,0.0297177,0.00357924,0.00316155,0.0274464,0,0.0305522,0,0.0267292,0.0186068,0.0310918,0.00155075,0.0251846,0.000492625,0.00880879,0.0341863,0.0026884,0.0155559,0.00242046,0.00183129,0.000934977,0.0191053,0.0017363,0.00105296,0.0106889,0.0227514,0.020912,0.0131045,0.0238179,0,0,0,0,0,0,0.0113801,0,0,0
525,0.0223427,0.0168707,0,0,0,0,0,0,0.0580412,0.0255099,0.0180387,0.00632806,0,0,0.0262221,0,0.0554115,0.0145462,0.0533995,0.0274908,0.0110017,0.0378273,0.00926103,0.0144765,0.030181,0.0638891,0.0326947,0.0707489,0.0366097,0.0223983,0.018081,0.0377543,0.0464266,0.0209348,0.0506524,0.0150108,0.00872365,0.0297038,0.00364675,0.00313622,0.0271116,0,0.0303318,0,0.026709,0.0186323,0.0311429,0.00165282,0.0250624,0.000437838,0.00817952,0.0338658,0.00258263,0.0154628,0.00232682,0.00177633,0.00104679,0.0191293,0.00184921,0.00115391,0.0107223,0.0227262,0.0208743,0.0130258,0.0230381,0,0,0,0,0,0,0.0111,0,0,0
526,0.0218824,0.0167228,0,0,0,0,0,0,0.0583894,0.0254033,0.0181371,0.00607367,0,0,0.0260997,0,0.0551824,0.0143473,0.0535695,0.0270066,0.0107035,0.0379593,0.00871625,0.0144058,0.0300659,0.0637525,0.0325564,0.0709362,0.036601,0.022615,0.018079,0.037802,0.0464685,0.0208462,0.0504678,0.01479,0.00838055,0.0296726,0.00375256,0.00303108,0.0267277,0,0.0300624,0,0.0266779,0.0186377,0.0312759,0.00188271,0.0252134,0.000425178,0.00772112,0.0334458,0.00235759,0.0154493,0.00221734,0.0015393,0.0012711,0.019203,0.00190764,0.00140112,0.0106422,0.0226624,0.020814,0.0128781,0.022013,0,0,0,0,0,0,0.0104519,0,0,0
527,0.0215994,0.0166643,0,0,0,0,0,0,0.0587206,0.0253341,0.0183407,0.00584558,0,0,0.0259419,0,0.0548804,0.0141602,0.0536614,0.0257993,0.01022,0.0382535,0.00837648,0.0142286,0.0297341,0.0635885,0.0324645,0.071083,0.0365463,0.0226091,0.017956,0.037779,0.0463675,0.0205854,0.0502283,0.0145889,0.00776158,0.0296299,0.00388613,0.00298036,0.0264139,0,0.029725,0,0.0266598,0.0186382,0.0312885,0.00224592,0.0256335,0.000645819,0.0075224,0.0329662,0.00212154,0.0155498,0.00208977,0.00123118,0.00162547,0.0193194,0.00193184,0.00176454,0.0103676,0.0226157,0.0207667,0.0127394,0.0227721,0,0,0,0,0,0,0.00958466,0,0,0
528,0.0213857,0.0164859,0,0,0,0,0,0,0.0587332,0.0252151,0.018563,0.00570923,0,0,0.0258008,0,0.0545901,0.0139064,0.0537009,0.0250858,0.00984549,0.0385458,0.00807881,0.014028,0.0294966,0.0635203,0.0324437,0.0711945,0.0364464,0.0224336,0.017793,0.0377216,0.0461056,0.0203308,0.0499907,0.0143063,0.00717911,0.0295551,0.0039258,0.00302937,0.0260964,0,0.0294678,0,0.0265994,0.0185492,0.0313254,0.00249792,0.0261218,0.000860875,0.00730577,0.0325324,0.00197303,0.0156286,0.00192461,0.00105825,0.00195133,0.0194628,0.00201265,0.00207152,0.0102168,0.0224865,0.0206394,0.0125636,0.0231043,0,0,0,0,0,0,0.00890493,0,0,0
529,0.0210628,0.0161437,0,0,0,0,0,0,0.0586564,0.0250448,0.0186758,0.00558495,0,0,0.0256453,0,0.0543322,0.0135945,0.0537345,0.0250845,0.00957502,0.0387252,0.0077097,0.0139307,0.0294118,0.0635242,0.0325483,0.0712488,0.0363186,0.0222058,0.0176278,0.0376639,0.0456626,0.0200843,0.0497674,0.0139385,0.00694222,0.0294804,0.00388719,0.00294934,0.0256477,0,0.0292167,0,0.0265303,0.0182617,0.0313511,0.00263919,0.0262554,0.000990144,0.0069703,0.0320584,0.00191319,0.0156456,0.00182115,0.000972299,0.00215739,0.0195654,0.00208995,0.00223212,0.010354,0.0223063,0.0204506,0.0123652,0.0222692,0,0,0,0,0,0,0.00857579,0,0,0
530,0.0204811,0.0158771,0,0,0,0,0,0,0.0585309,0.0249249,0.0183942,0.00548241,0,0,0.0254274,0,0.0540477,0.013278,0.0537218,0.0256218,0.00928587,0.0387766,0.00730433,0.0138825,0.0292331,0.0635415,0.0326873,0.0711468,0.0361833,0.0219014,0.0174297,0.0376019,0.0450273,0.0199269,0.049526,0.0136318,0.00691475,0.0294125,0.00383639,0.00277754,0.02502,0,0.0289612,0,0.0264608,0.0178203,0.0313397,0.00271387,0.0261661,0.00108761,0.00656478,0.031488,0.00187314,0.0156208,0.00178077,0.000917149,0.00229092,0.0196664,0.00214365,0.00234165,0.0106874,0.0221349,0.0202473,0.0121728,0.0205706,0,0,0,0,0,0,0.00846358,0,0,0
531,0.0197607,0.0156115,0,0,0,0,0,0,0.0584662,0.0248267,0.0183716,0.00541156,0,0,0.0251501,0,0.0537261,0.012991,0.0536801,0.0253636,0.00899884,0.0388175,0.00689922,0.0138057,0.0290831,0.0636074,0.0328802,0.0710195,0.036077,0.0215803,0.0171949,0.0375271,0.0445292,0.0197315,0.049242,0.0133628,0.0069105,0.029358,0.00382168,0.00261814,0.0242525,0,0.0287811,0,0.0264048,0.0174629,0.0313436,0.00275138,0.026031,0.0011727,0.00618835,0.0308521,0.00183797,0.0155694,0.00176971,0.000878677,0.00240572,0.019827,0.00224043,0.0024566,0.0111439,0.0220566,0.0200684,0.0120966,0.0201215,0,0,0,0,0,0,0.00844844,0,0,0
532,0.0190758,0.0152529,0,0,0,0,0,0,0.0585402,0.0246869,0.0186429,0.00533618,0,0,0.0249399,0,0.0534245,0.0128799,0.0536349,0.0241732,0.00874475,0.0388501,0.00655056,0.0137472,0.0290771,0.0636509,0.0330975,0.0708732,0.035963,0.0212893,0.0169455,0.0374325,0.0441786,0.0194738,0.0489714,0.0130573,0.00677468,0.0293026,0.00378486,0.00248983,0.0234742,0,0.0286969,0,0.0263551,0.0173604,0.0313916,0.00277972,0.0259815,0.00122966,0.00588932,0.0303191,0.00175036,0.015523,0.00180193,0.000866651,0.00251282,0.0199731,0.00227875,0.00257241,0.0115704,0.0220543,0.0198913,0.0121088,0.0210163,0,0,0,0,0,0,0.00829577,0,0,0
533,0.0185624,0.0149224,0,0,0,0,0,0,0.0585038,0.0245129,0.0187057,0.00520651,0,0,0.0249498,0,0.0531201,0.0128904,0.0535774,0.0234388,0.00856514,0.0388889,0.00628491,0.0136426,0.0290972,0.0637006,0.0332119,0.0706372,0.0359026,0.0210764,0.0167397,0.0373346,0.0438716,0.0193259,0.0486805,0.0126568,0.00650246,0.0292534,0.00371026,0.0023811,0.0227635,0,0.0286331,0,0.026299,0.0175032,0.0314822,0.00280623,0.0259787,0.00126234,0.00561659,0.0299264,0.00163573,0.0155088,0.00182534,0.000849169,0.0026088,0.0200695,0.00229516,0.00267916,0.0118212,0.0220529,0.0197143,0.0120825,0.0211275,0,0,0,0,0,0,0.00801995,0,0,0
534,0.0182785,0.0146804,0,0,0,0,0,0,0.0585371,0.0243146,0.018619,0.00509475,0,0,0.0251818,0,0.0527409,0.0129068,0.0535626,0.0230907,0.00845094,0.0389446,0.0060436,0.0134276,0.0292204,0.0638604,0.033319,0.0704281,0.0359033,0.0208977,0.0165348,0.0372752,0.0437002,0.0193603,0.0483083,0.0121699,0.00617235,0.0292413,0.00365289,0.00227455,0.0221273,0,0.0285681,0,0.0262287,0.0177203,0.0315267,0.00287456,0.0259446,0.00129648,0.00538251,0.0295916,0.00156379,0.0154813,0.0018547,0.000824569,0.00272477,0.0201398,0.0023497,0.00278976,0.011852,0.0219425,0.0194709,0.0120226,0.0201838,0,0,0,0,0,0,0.00778334,0,0,0
535,0.0181866,0.0145546,0,0,0,0,0,0,0.0585713,0.0241018,0.0185578,0.00494121,0,0,0.0255858,0,0.0523251,0.0128405,0.0535389,0.0228278,0.00838188,0.0389871,0.00585103,0.0131382,0.0294493,0.064087,0.0333957,0.070187,0.0358801,0.0207201,0.0163326,0.0372289,0.0436083,0.0194915,0.0478797,0.0116302,0.00598396,0.0292468,0.00364443,0.00217458,0.0214756,0,0.0284774,0,0.0261296,0.0178127,0.0315692,0.00300389,0.0259308,0.00135233,0.00522343,0.0291856,0.00152559,0.0154468,0.001831,0.000846728,0.00288251,0.0202087,0.00243305,0.00293813,0.0118196,0.0217538,0.019129,0.0119712,0.0190568,0,0,0,0,0,0,0.00758619,0,0,0
536,0.0181641,0.0145247,0,0,0,0,0,0,0.0585179,0.0238709,0.0184836,0.00477018,0,0,0.0261268,0,0.0518894,0.0127774,0.0534548,0.0229481,0.00835078,0.0390292,0.00573134,0.0128993,0.0297421,0.0642575,0.0334973,0.0698559,0.0358283,0.0205549,0.0161839,0.0372067,0.0434951,0.0197319,0.0474571,0.0110661,0.0057659,0.0292616,0.00364829,0.00210136,0.0207522,0,0.0283095,0,0.0260433,0.0175927,0.0316137,0.00309803,0.0259366,0.00140903,0.00506742,0.0285941,0.00145513,0.0153955,0.00177639,0.000928375,0.00301868,0.0202876,0.00250132,0.00306585,0.0118299,0.0214909,0.0186763,0.011966,0.0195932,0,0,0,0,0,0,0.00729937,0,0,0
537,0.0177417,0.0144769,0,0,0,0,0,0,0.0584603,0.0236214,0.018486,0.00476873,0,0,0.0267628,0,0.0514797,0.0128735,0.0533027,0.0230468,0.00833294,0.0391027,0.00568789,0.0126475,0.0298898,0.064391,0.0336635,0.0694643,0.0357636,0.020422,0.0160509,0.0371706,0.0434666,0.0200712,0.047087,0.010537,0.00554371,0.0292793,0.00362285,0.00206787,0.0198791,0,0.0280565,0,0.0259781,0.017104,0.0316551,0.00314333,0.0259378,0.00139462,0.00495209,0.0277026,0.00142994,0.0153287,0.00177417,0.0010786,0.00310661,0.0203924,0.00254821,0.00313779,0.0119025,0.021234,0.0181425,0.0119807,0.0192775,0,0,0,0,0,0,0.00702789,0,0,0
538,0.0177391,0.0132652,0,0,0,0,0,0,0.0581944,0.0232943,0.0182347,0.00443194,0,0,0.0247532,0,0.0510742,0.0118004,0.0531685,0.0226826,0.00799036,0.0389162,0.00491506,0.0120752,0.029949,0.0644125,0.0336051,0.0690821,0.0355381,0.0202089,0.0158272,0.03706,0.0431697,0.0188939,0.0464944,0.00971696,0.0051976,0.0291685,0.00372507,0.00166691,0.0219256,0,0.0280032,0,0.0259943,0.0168778,0.0316097,0.0031688,0.0258472,0.00178488,0.00406449,0.0305957,0.00124595,0.015227,0.00166399,0.00103321,0.0034135,0.0204492,0.00270489,0.00353237,0.0132911,0.0211106,0.0178454,0.0106747,0.0189543,0,0,0,0,0,0,0.00627595,0,0,0
539,0.0170036,0.0131527,0,0,0,0,0,0,0.0582926,0.0230915,0.0182618,0.00437972,0,0,0.0247051,0,0.0506355,0.0117092,0.0530805,0.0226384,0.00784624,0.0390413,0.00464434,0.0119699,0.0300818,0.0645397,0.0336881,0.068972,0.0355947,0.0202294,0.0157733,0.0370731,0.0433076,0.0186936,0.0460947,0.00921875,0.00488964,0.0291403,0.00376422,0.00152776,0.0213579,0,0.027851,0,0.0259201,0.0165587,0.0316178,0.00322892,0.0258274,0.00189279,0.00376171,0.0302214,0.00118484,0.0151426,0.00166521,0.00112649,0.00355227,0.020512,0.00278258,0.003721,0.013688,0.0207948,0.0173455,0.0106999,0.0189679,0,0,0,0,0,0,0.00588833,0,0,0
540,0.0164725,0.0131202,0,0,0,0,0,0,0.0584814,0.0229582,0.0183694,0.00434934,0,0,0.0246444,0,0.0501969,0.0116222,0.053079,0.0226763,0.00768469,0.0392244,0.00437961,0.0118707,0.0302256,0.0647086,0.0337867,0.0691137,0.0356407,0.0205047,0.0157599,0.0371474,0.0435721,0.0185629,0.0457443,0.00876712,0.00473619,0.0291033,0.00388783,0.00143165,0.0208555,0,0.0277136,0,0.0258348,0.0164207,0.031617,0.00344441,0.0258057,0.00205903,0.00346807,0.0298647,0.00115688,0.015091,0.00161305,0.00120731,0.00377335,0.0205616,0.0029293,0.00397914,0.0140189,0.0204715,0.0168618,0.010757,0.0181029,0,0,0,0,0,0,0.0056629,0,0,0
