Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,RTOE,x73,x74,REAR
786,0.0137529,0.0183784,0,0,0,0,0,0,0.0612453,0.0262699,0.0237219,0.0130565,0,0,0.0539087,0,0.0463862,0.0218599,0.0512182,0.0347067,0.013861,0.0468816,0.0226549,0.017519,0.0278021,0.0624006,0.0328831,0.072016,0.0387185,0.0251942,0.0212109,0.0397279,0.0505093,0.0373331,0.0465028,0.00164601,0.00678892,0.0311435,0.00665549,0.0103057,0.0284209,0,0.039903,0,0.0231161,0.0208123,0.0335459,0.0149775,0.0308624,0.00877263,0.0295009,0.0584979,0.00604262,0.0170127,0.00597723,0.00777286,0.00985261,0.0270351,0.00692799,0.0105432,0.0415299,0.006833,0.00739746,0.0236888,0.0228425,0,0,0,0,0,0,0.0118617,0,0,0
787,0.044212,0,0,0,0,0,0,0,0.0614268,0.0233491,0.0237743,0.0122476,0,0,0.0609227,0,0.0471441,0.0176468,0.0504591,0.0345277,0.0127667,0.0470041,0.0176779,0.0592786,0.0276945,0.0625333,0.0328917,0.0714999,0.0388713,0.0250912,0.0207158,0.0397258,0.0498404,0.0303548,0.0456026,0.00497612,0.00653328,0.0301061,0.007442,0.00888294,0.0469792,0,0.0275271,0,0.0223929,0.0116153,0.0335469,0.0155108,0.0304144,0.00915923,0.0249471,0.0964146,0.00622109,0.0175326,0.00644431,0.00800678,0.0102885,0.0277694,0.00793751,0.0107652,0.0579743,0.00616106,0.00743901,0.0800404,0.0589098,0,0,0,0,0,0,0.0111648,0,0,0
788,0.0444175,0,0,0,0,0,0,0,0.0616029,0.0233012,0.0240541,0.0123374,0,0,0.0606619,0,0.0473638,0.0177169,0.0503077,0.0348218,0.0128112,0.046916,0.0176807,0.0597014,0.0274315,0.0622582,0.0326568,0.0717006,0.0389622,0.0254003,0.0210332,0.0397847,0.0501583,0.0303109,0.0456475,0.00525728,0.00685629,0.0301114,0.00801011,0.00876174,0.0472525,0,0.027709,0,0.0223596,0.0115771,0.0335783,0.0162557,0.0305062,0.00939326,0.0249988,0.096467,0.00610864,0.0175102,0.00637464,0.00796524,0.0106552,0.0280586,0.00848933,0.0110706,0.0582069,0.0064212,0.00748799,0.0806082,0.0596615,0,0,0,0,0,0,0.0113221,0,0,0
789,0.0139236,0.0183703,0,0,0,0,0,0,0.0620232,0.0261028,0.0245782,0.0131626,0,0,0.0535031,0,0.0469422,0.0220114,0.0508481,0.0357038,0.013882,0.046631,0.0228066,0.0179953,0.0270999,0.0616289,0.0321013,0.0725427,0.0389351,0.0261971,0.021981,0.0399658,0.0517956,0.0370328,0.0465947,0.00174789,0.00647788,0.0311527,0.00836932,0.0100846,0.0265631,0,0.041169,0,0.0231454,0.0212254,0.0335946,0.0175371,0.0312382,0.00874504,0.0297861,0.0564114,0.00566272,0.0168302,0.00549879,0.00740294,0.0109656,0.0281927,0.00871355,0.0118167,0.0413231,0.00814128,0.00752608,0.0241221,0.0228785,0,0,0,0,0,0,0.0113027,0,0,0
790,0.0460173,0,0,0,0,0,0,0,0.0619783,0.0232709,0.0246073,0.0124113,0,0,0.0603122,0,0.0477809,0.0181198,0.0502653,0.0355691,0.0127709,0.0465936,0.0179006,0.0610447,0.0271019,0.0616734,0.0317819,0.0720131,0.0389258,0.0258613,0.0215731,0.03992,0.0505549,0.0302912,0.0458853,0.00569643,0.00585622,0.0302254,0.00914263,0.0087916,0.0469235,0,0.0291446,0,0.0223801,0.0122147,0.0335572,0.0180104,0.0307213,0.00886806,0.0252736,0.0949426,0.00584008,0.017368,0.00593293,0.00760937,0.0112996,0.028969,0.00945591,0.0119563,0.0579389,0.00700669,0.00744671,0.0809659,0.0600877,0,0,0,0,0,0,0.0105181,0,0,0
791,0.0458856,0,0,0,0,0,0,0,0.0620011,0.0232928,0.0250344,0.012385,0,0,0.0597458,0,0.0480537,0.0180338,0.0502433,0.0357612,0.012759,0.0464019,0.0179546,0.0614853,0.0269456,0.0613962,0.0308799,0.0720909,0.0388387,0.0257788,0.0216961,0.0398765,0.0502817,0.0301923,0.0460411,0.00605789,0.00575522,0.0302944,0.00983113,0.0087823,0.0476769,0,0.0291967,0,0.0223085,0.0122914,0.0336072,0.0191093,0.03079,0.00912366,0.0253603,0.0960353,0.00569559,0.0173232,0.00636972,0.00770064,0.0117539,0.0297046,0.00985134,0.0124297,0.0585619,0.00719996,0.00757633,0.0817404,0.0609976,0,0,0,0,0,0,0.0105908,0,0,0
792,0.0134435,0.0167745,0,0,0,0,0,0,0.0622345,0.0261037,0.0256741,0.0130189,0,0,0.052266,0,0.0477753,0.0218965,0.0509281,0.0367272,0.0137104,0.0461134,0.0230563,0.0182445,0.0267666,0.0609651,0.0301565,0.0728344,0.0387382,0.0264706,0.0224926,0.0399568,0.0513513,0.0365146,0.0470489,0.00234985,0.00527194,0.0312755,0.0103067,0.0101317,0.0244899,0,0.0428203,0,0.023236,0.0221706,0.0336013,0.0204572,0.0313558,0.00840795,0.0301806,0.0540814,0.0053051,0.0166841,0.00588449,0.00725974,0.012088,0.0298215,0.0102289,0.0132009,0.0406506,0.00926718,0.00798609,0.0233798,0.0221699,0,0,0,0,0,0,0.0111289,0,0,0
793,0.0459065,0,0,0,0,0,0,0,0.0620934,0.0232884,0.0256302,0.0121398,0,0,0.0589217,0,0.0486446,0.01815,0.0504719,0.0362754,0.01251,0.0461496,0.0181217,0.062095,0.0269977,0.0613177,0.0301594,0.0722757,0.0386617,0.0260221,0.0220754,0.0398242,0.0495973,0.0301712,0.0464128,0.00662988,0.00478823,0.0304682,0.0109775,0.00875458,0.0480905,0,0.0305329,0,0.0222935,0.0127823,0.0335431,0.0207387,0.0307917,0.0086121,0.0256975,0.0964727,0.00548697,0.017156,0.00624891,0.00748737,0.0124417,0.0305508,0.0109635,0.0133572,0.0592319,0.00798,0.0079435,0.0825248,0.060838,0,0,0,0,0,0,0.0106581,0,0,0
794,0.0462919,0,0,0,0,0,0,0,0.0622038,0.0233147,0.0258286,0.0120655,0,0,0.0584279,0,0.0489271,0.018107,0.0505099,0.0360962,0.0124552,0.0460283,0.0181336,0.0626439,0.027034,0.0613228,0.0301079,0.0723276,0.0385358,0.0260165,0.0222158,0.0397528,0.0489392,0.0299861,0.0465978,0.00699751,0.00487912,0.0305298,0.0113914,0.00874155,0.0486713,0,0.0307025,0,0.0222633,0.0128402,0.0335697,0.0213284,0.030768,0.0086792,0.0257672,0.0969016,0.0054632,0.0171437,0.00619141,0.00754738,0.012706,0.0309222,0.0112385,0.0136428,0.0595862,0.00819007,0.00820918,0.0830607,0.0610237,0,0,0,0,0,0,0.0107346,0,0,0
795,0.0464643,0,0,0,0,0,0,0,0.062503,0.0232934,0.0261861,0.0119773,0,0,0.0580362,0,0.0491608,0.0181141,0.0504951,0.0361064,0.012374,0.0459067,0.0180797,0.0630763,0.0271564,0.061432,0.0301676,0.0724086,0.0384587,0.0260041,0.0223484,0.0397031,0.0483364,0.029931,0.0467369,0.00729886,0.00505061,0.0305944,0.0117652,0.00873796,0.0491071,0,0.0309889,0,0.0222434,0.0130023,0.0336295,0.0219449,0.0307023,0.00854871,0.0257511,0.0971353,0.00540768,0.0171391,0.00617193,0.00749717,0.012821,0.0309796,0.011421,0.0137864,0.0598498,0.0084468,0.00841532,0.0834948,0.0616579,0,0,0,0,0,0,0.0104405,0,0,0
796,0.0466464,0,0,0,0,0,0,0,0.0626819,0.0232959,0.026478,0.0118442,0,0,0.0577133,0,0.0493601,0.0181323,0.0504291,0.0361268,0.0122913,0.0457346,0.0179818,0.0634238,0.0272205,0.0613905,0.0300606,0.0723795,0.0383198,0.0259759,0.0224297,0.0396255,0.0476885,0.0299402,0.0468625,0.0075386,0.00534105,0.0306615,0.0120056,0.00872245,0.0494269,0,0.031351,0,0.0222409,0.0131909,0.0337105,0.022447,0.0306504,0.00855544,0.0256218,0.0971697,0.00528169,0.0169776,0.00630757,0.00737232,0.0128878,0.0310243,0.011555,0.0138499,0.0600683,0.00869802,0.00856688,0.0838164,0.0626206,0,0,0,0,0,0,0.0102241,0,0,0
797,0.0471015,0,0,0,0,0,0,0,0.062749,0.0233035,0.0266928,0.0117137,0,0,0.0574453,0,0.0495373,0.0181548,0.0503728,0.0363298,0.0122168,0.0455866,0.0178928,0.0637794,0.0272314,0.0613248,0.0298728,0.072403,0.0381877,0.0260221,0.0224658,0.0395902,0.0471411,0.0299987,0.0469759,0.007773,0.00567422,0.0307288,0.0121026,0.0086749,0.0495988,0,0.0318129,0,0.022251,0.0133715,0.0337861,0.0226612,0.0305627,0.00866717,0.0254675,0.0969281,0.00514249,0.0166448,0.00635337,0.00718363,0.0129265,0.0310819,0.0116417,0.0138343,0.060219,0.00898722,0.00872316,0.0840608,0.0633177,0,0,0,0,0,0,0.0100826,0,0,0
798,0.0475912,0,0,0,0,0,0,0,0.0627473,0.0233068,0.026969,0.0116265,0,0,0.0573303,0,0.0497236,0.0182281,0.0503835,0.0366887,0.0120473,0.045441,0.0178013,0.0642542,0.0271874,0.0612831,0.0299648,0.0725052,0.0381276,0.0260758,0.0225096,0.0396019,0.0467137,0.0301422,0.0470941,0.00799522,0.00565737,0.0307834,0.0120706,0.00867635,0.0495821,0,0.0323625,0,0.0222653,0.0136247,0.0338797,0.0228758,0.0303779,0.00863601,0.0253565,0.0963123,0.00501313,0.0164758,0.00618191,0.00693366,0.0128147,0.03094,0.0116156,0.0136751,0.0601983,0.00928676,0.00886297,0.0842327,0.0638026,0,0,0,0,0,0,0.010081,0,0,0
799,0.0481417,0,0,0,0,0,0,0,0.0627545,0.0233268,0.0271323,0.0116211,0,0,0.0571927,0,0.0498933,0.0182593,0.050425,0.0369389,0.0118996,0.0452626,0.0176781,0.0647983,0.0270954,0.0611327,0.0299701,0.0726131,0.0380489,0.0260511,0.0226735,0.0395812,0.046073,0.0301134,0.0472281,0.00820205,0.00529781,0.0308424,0.0119246,0.00872808,0.0495374,0,0.0328839,0,0.0222789,0.0138914,0.033963,0.0230755,0.0302087,0.00859423,0.0252118,0.0955526,0.00487791,0.0163607,0.00587379,0.00671982,0.0125628,0.0305912,0.0114501,0.0133445,0.0600659,0.00959239,0.00900486,0.0842862,0.0642896,0,0,0,0,0,0,0.0103717,0,0,0
800,0.0487493,0,0,0,0,0,0,0,0.0627997,0.0233423,0.0273712,0.0115827,0,0,0.0570113,0,0.0500447,0.0182626,0.0505109,0.0371702,0.0117384,0.0451134,0.0175041,0.0652971,0.0269769,0.0609571,0.0298373,0.0727804,0.037974,0.0261128,0.0228436,0.0395625,0.0454104,0.0300148,0.0473522,0.00840248,0.00495029,0.0308971,0.0118441,0.00877291,0.0495523,0,0.0334452,0,0.0222826,0.0142071,0.0340484,0.0235875,0.030144,0.00870237,0.0250507,0.0946738,0.00471929,0.0161881,0.00565597,0.0065407,0.0124238,0.0305411,0.0113027,0.0132513,0.0599079,0.00980988,0.00913287,0.0841795,0.0650229,0,0,0,0,0,0,0.0103098,0,0,0
801,0.0493125,0,0,0,0,0,0,0,0.0628176,0.0234193,0.0277174,0.0115153,0,0,0.05669,0,0.0502137,0.0182923,0.0506396,0.0373118,0.0116172,0.0449159,0.0173067,0.0656162,0.0268524,0.0607661,0.0296388,0.0729098,0.0378766,0.0261905,0.0229897,0.0395227,0.0447262,0.0297697,0.0475332,0.00865135,0.0046746,0.0309432,0.0117892,0.00877796,0.049748,0,0.0339161,0,0.0222673,0.0145126,0.0341021,0.0243522,0.030094,0.00877868,0.0248993,0.0938433,0.00456238,0.0159797,0.00553603,0.00641705,0.0123903,0.0307385,0.0111632,0.013319,0.059843,0.00998166,0.00923829,0.0839272,0.0664639,0,0,0,0,0,0,0.0101884,0,0,0
802,0.0502635,0,0,0,0,0,0,0,0.0628907,0.0235111,0.0279447,0.011405,0,0,0.0563847,0,0.0504337,0.0184204,0.050748,0.0375658,0.0114744,0.0446973,0.0171109,0.0661086,0.0267515,0.0606112,0.0295021,0.0730245,0.0378028,0.0262604,0.0231663,0.0394913,0.0441236,0.0295129,0.0477451,0.00894907,0.00445985,0.0310025,0.0115846,0.00885393,0.0498235,0,0.0344033,0,0.0222692,0.014818,0.0341178,0.0247283,0.0298952,0.00852937,0.024701,0.0928796,0.00454406,0.0158773,0.00529019,0.00633405,0.0121846,0.0304399,0.0109173,0.0130979,0.0596617,0.0102017,0.00936586,0.0836832,0.0671821,0,0,0,0,0,0,0.010841,0,0,0
803,0.0505197,0,0,0,0,0,0,0,0.062876,0.0235525,0.0281147,0.011348,0,0,0.0559685,0,0.0506624,0.0185651,0.0508252,0.0379031,0.0112959,0.0444304,0.0168946,0.0663531,0.0266708,0.0604679,0.029409,0.0731498,0.0377382,0.0263368,0.0233641,0.0394553,0.0436005,0.029427,0.0479256,0.00933581,0.0044387,0.0311319,0.0112885,0.00893331,0.0497909,0,0.0351814,0,0.0222863,0.0152185,0.0341026,0.024952,0.0297077,0.00830306,0.0244474,0.0924449,0.00455063,0.0158304,0.00505779,0.00619968,0.0118929,0.0299765,0.010469,0.0127423,0.0597821,0.0105426,0.00951619,0.0837122,0.0668862,0,0,0,0,0,0,0.0118569,0,0,0
804,0.0505038,0,0,0,0,0,0,0,0.0628711,0.0235604,0.0282738,0.0112716,0,0,0.0554861,0,0.0508911,0.0186656,0.050892,0.0383357,0.0110825,0.0441948,0.0166966,0.0662541,0.0266807,0.0603157,0.0292981,0.0733191,0.037686,0.0264677,0.0235436,0.0394473,0.0432957,0.0293103,0.0480724,0.00970035,0.0041629,0.03126,0.0112594,0.00898533,0.0497508,0,0.0359546,0,0.0223015,0.0156416,0.0340197,0.0251661,0.029655,0.00813556,0.0242429,0.0921192,0.00449173,0.0157648,0.00475933,0.00596171,0.0118303,0.0299323,0.010034,0.0127837,0.0599151,0.0108925,0.00966339,0.083593,0.0674554,0,0,0,0,0,0,0.0121744,0,0,0
805,0.0505948,0,0,0,0,0,0,0,0.062955,0.0235509,0.028491,0.0112194,0,0,0.0550687,0,0.0510968,0.0186805,0.0509919,0.038493,0.0108788,0.0439525,0.016516,0.0661172,0.0267403,0.060282,0.0292786,0.0735087,0.0376765,0.0266373,0.0236927,0.039448,0.0430855,0.0292406,0.0481796,0.00999631,0.00361991,0.0313801,0.0114676,0.00903889,0.0495884,0,0.0367301,0,0.022316,0.0161037,0.0339444,0.0251199,0.0296089,0.0080794,0.0240838,0.0915965,0.00443713,0.0156943,0.00437319,0.00573459,0.0119235,0.0299267,0.00998998,0.0130509,0.059962,0.0112536,0.00982856,0.0834496,0.0677317,0,0,0,0,0,0,0.0122668,0,0,0
806,0.0508568,0,0,0,0,0,0,0,0.0629985,0.023535,0.0286899,0.0112094,0,0,0.05475,0,0.0512735,0.018588,0.0511434,0.0385623,0.0106593,0.0437424,0.0163909,0.0660628,0.0269074,0.0602591,0.0292786,0.0736362,0.0376343,0.0267751,0.0238017,0.0394265,0.0428557,0.0292166,0.0482525,0.0102147,0.00372243,0.0314864,0.0117846,0.00912365,0.0492985,0,0.037497,0,0.02234,0.0165734,0.0338706,0.0248945,0.0295352,0.00814135,0.0240087,0.0907756,0.00445171,0.0156154,0.00434222,0.00568559,0.0120559,0.029761,0.00999792,0.0132364,0.0598861,0.011585,0.00998938,0.0832429,0.0675537,0,0,0,0,0,0,0.0126464,0,0,0
807,0.0510615,0,0,0,0,0,0,0,0.0630264,0.0235269,0.0288361,0.0110967,0,0,0.0544349,0,0.0514012,0.0184514,0.051235,0.0387199,0.0104078,0.0434287,0.0163333,0.0657951,0.0272866,0.0602388,0.0292964,0.0737015,0.0375284,0.0269197,0.023916,0.0393988,0.0428326,0.0292638,0.0483036,0.0103878,0.0040793,0.0315821,0.0119974,0.00894554,0.0488135,0,0.038314,0,0.0223862,0.0170647,0.0337913,0.0245481,0.0296023,0.00846158,0.0240904,0.089579,0.00447945,0.0155822,0.00465309,0.00586856,0.0122394,0.0299515,0.0100692,0.0133805,0.0596652,0.0118698,0.010139,0.0827253,0.067543,0,0,0,0,0,0,0.0128957,0,0,0
808,0.0513076,0,0,0,0,0,0,0,0.0629912,0.0235421,0.0289138,0.0109333,0,0,0.0540516,0,0.0515286,0.0182837,0.0514044,0.0389523,0.0102424,0.043012,0.0163495,0.0656224,0.0277087,0.0602317,0.0292753,0.0737718,0.0373705,0.0270505,0.0240392,0.0393212,0.0428503,0.0292229,0.0483687,0.0106017,0.0044664,0.031662,0.0118622,0.00867875,0.0482946,0,0.0390727,0,0.0224366,0.0174865,0.0337648,0.0238639,0.029694,0.00874478,0.0242648,0.0881668,0.00466442,0.0156977,0.00509359,0.00632459,0.0121797,0.029856,0.0101976,0.013204,0.0593411,0.0121869,0.0102897,0.0820595,0.0671037,0,0,0,0,0,0,0.0132527,0,0,0
809,0.0513432,0,0,0,0,0,0,0,0.0628743,0.0236044,0.0288831,0.0107821,0,0,0.0535411,0,0.0517038,0.0181947,0.0516688,0.0391058,0.0101209,0.0425722,0.0164625,0.0654753,0.0278859,0.0602701,0.0292683,0.0739204,0.0372227,0.0272019,0.0241633,0.0392109,0.0429154,0.0290785,0.0484986,0.0108841,0.0046605,0.0317164,0.0114939,0.00837555,0.0479181,0,0.0396109,0,0.0224749,0.0177825,0.0337682,0.0230584,0.0297845,0.00890768,0.0244698,0.086998,0.00495844,0.015918,0.00555303,0.00687375,0.0119781,0.0297551,0.0101265,0.0128697,0.0591178,0.012491,0.0104419,0.0813744,0.067122,0,0,0,0,0,0,0.0135488,0,0,0
810,0.0512802,0,0,0,0,0,0,0,0.0627266,0.0236456,0.0288018,0.0106696,0,0,0.0530447,0,0.0520373,0.0182864,0.0519565,0.0392477,0.00999139,0.0420108,0.0165841,0.0654189,0.0275544,0.0603189,0.0293119,0.0739965,0.0369844,0.027284,0.0242695,0.0390742,0.0430833,0.028915,0.0487589,0.0111793,0.0050356,0.0317621,0.0109952,0.00818157,0.0474519,0,0.0400906,0,0.0225122,0.0180657,0.0337883,0.0222031,0.0297631,0.00889499,0.0245668,0.0858348,0.00532471,0.0162017,0.00581433,0.00729213,0.0115379,0.0293542,0.00973274,0.0122583,0.0588623,0.0127671,0.0105803,0.0806829,0.0668864,0,0,0,0,0,0,0.0140606,0,0,0
811,0.0511601,0,0,0,0,0,0,0,0.0625077,0.0236629,0.0286769,0.0105683,0,0,0.0525937,0,0.052541,0.0185656,0.052231,0.0395138,0.00986443,0.041466,0.0167263,0.0650821,0.0274342,0.0603582,0.0293135,0.0739724,0.0367063,0.0273656,0.0243934,0.0388259,0.0432477,0.0286574,0.0492122,0.0115044,0.00537277,0.0318166,0.0105408,0.00798824,0.0469832,0,0.0405589,0,0.0225482,0.0183653,0.0338018,0.0215791,0.0297053,0.00880421,0.0245623,0.0848628,0.00558331,0.0164514,0.00591383,0.00746108,0.0111931,0.0291191,0.00929658,0.0118233,0.0585879,0.0130405,0.0107167,0.0798554,0.0672323,0,0,0,0,0,0,0.0141436,0,0,0
812,0.0510508,0,0,0,0,0,0,0,0.0621993,0.0237631,0.0285039,0.0105745,0,0,0.0521743,0,0.0528837,0.018816,0.0524832,0.0398583,0.009771,0.0408938,0.0169331,0.0646931,0.0280987,0.0604448,0.0294037,0.0739654,0.0364362,0.0274558,0.0245045,0.0385409,0.043424,0.0284942,0.0494469,0.0118933,0.00542519,0.0318868,0.0102039,0.00797582,0.0463865,0,0.0409831,0,0.0225996,0.0186385,0.0337627,0.0212423,0.0295822,0.00873782,0.024367,0.0838529,0.0057562,0.0166572,0.00590917,0.00736087,0.010926,0.0288646,0.00892028,0.0114995,0.0582462,0.0132974,0.0108634,0.0791036,0.0672135,0,0,0,0,0,0,0.0140426,0,0,0
813,0.0507525,0,0,0,0,0,0,0,0.0618356,0.0238282,0.0283333,0.0106348,0,0,0.0518585,0,0.0531437,0.0189861,0.0527129,0.0400145,0.00976844,0.0402707,0.0170847,0.0642602,0.0289712,0.0605733,0.0294649,0.0740068,0.0361227,0.027546,0.024661,0.0382557,0.0435712,0.0284079,0.0495778,0.0122927,0.00532284,0.0319546,0.00982022,0.00810639,0.0457231,0,0.0413769,0,0.0226606,0.0188515,0.033755,0.0209038,0.0294193,0.00874732,0.0240089,0.0827332,0.00581098,0.0167846,0.00586893,0.0070245,0.0105125,0.0286019,0.00850606,0.0110173,0.0578435,0.0135713,0.0110153,0.078383,0.0671508,0,0,0,0,0,0,0.0139372,0,0,0
814,0.0504925,0,0,0,0,0,0,0,0.0613377,0.0238485,0.0281554,0.0107553,0,0,0.0515777,0,0.0533868,0.0190077,0.0529771,0.0402412,0.00982888,0.0395601,0.0170927,0.0637412,0.0298187,0.0606763,0.0294883,0.0741491,0.0357542,0.0276385,0.024839,0.0379981,0.0436174,0.0283154,0.0496743,0.0126189,0.00489543,0.0320162,0.00952551,0.0083499,0.0450665,0,0.0417169,0,0.0227289,0.0190263,0.0338415,0.0205193,0.0291877,0.00873373,0.0235638,0.0815392,0.00584021,0.0168782,0.00576435,0.00681888,0.00998996,0.0280268,0.0080901,0.0103289,0.0574584,0.0138868,0.0111983,0.077586,0.066975,0,0,0,0,0,0,0.0137511,0,0,0
815,0.0497839,0,0,0,0,0,0,0,0.0606162,0.0240268,0.0281398,0.0111038,0,0,0.0505471,0,0.0535153,0.0187751,0.0533572,0.0411653,0.0100862,0.0389416,0.0178352,0.0599123,0.0305077,0.0608037,0.0295203,0.0742822,0.0354417,0.0277787,0.0251791,0.0377296,0.0436192,0.026688,0.0497813,0.0123204,0.00476369,0.0320622,0.0092285,0.00890997,0.0349541,0,0.0456206,0,0.0233623,0.0216023,0.0340428,0.020099,0.0289791,0.00908587,0.0238819,0.0671619,0.00594833,0.016898,0.00585522,0.00697929,0.00958657,0.0276696,0.00764066,0.00966307,0.0511622,0.015501,0.0118676,0.0695502,0.062202,0,0,0,0,0,0,0.0136374,0,0,0
816,0.050155,0,0,0,0,0,0,0,0.0599433,0.0240403,0.0278761,0.0111901,0,0,0.0501855,0,0.053588,0.0185505,0.0536276,0.0415461,0.0101752,0.0381345,0.017537,0.0596454,0.030902,0.0608673,0.0294129,0.0743969,0.0349985,0.0278086,0.0253502,0.0372226,0.0437425,0.0266634,0.0497866,0.0124611,0.00455644,0.032073,0.00887191,0.00889695,0.0353153,0,0.0452324,0,0.0233918,0.0213277,0.0341572,0.0195333,0.0289069,0.0090443,0.0234054,0.0671572,0.00590201,0.0167981,0.00596341,0.00700981,0.00917046,0.0276329,0.00735709,0.00908488,0.0511246,0.0156281,0.0119955,0.0693265,0.0621517,0,0,0,0,0,0,0.0131741,0,0,0
817,0.0505004,0,0,0,0,0,0,0,0.0591253,0.0239964,0.0277417,0.0112871,0,0,0.0497677,0,0.0537022,0.0183276,0.0537776,0.042206,0.0102503,0.0374229,0.0171892,0.0593486,0.0312916,0.0608977,0.0293115,0.0744719,0.034562,0.0278361,0.0255955,0.0367777,0.0436619,0.0264635,0.0498573,0.0126521,0.00449354,0.0320643,0.00859579,0.00888356,0.0354643,0,0.0449426,0,0.0234055,0.0212165,0.0342834,0.01869,0.028795,0.00884944,0.022915,0.066874,0.00590248,0.0167072,0.00594202,0.00707364,0.00880109,0.0275693,0.00709829,0.00857424,0.0509498,0.0157612,0.012128,0.0689691,0.0621139,0,0,0,0,0,0,0.0126746,0,0,0
818,0.050588,0,0,0,0,0,0,0,0.0582215,0.0239805,0.0278287,0.0113615,0,0,0.0492697,0,0.0538968,0.0182163,0.0538508,0.0429545,0.010346,0.0367768,0.016854,0.059271,0.0316167,0.0606335,0.0291715,0.0745879,0.0341221,0.0278146,0.0259155,0.0363754,0.0433008,0.0262317,0.050022,0.0129188,0.00433477,0.0320551,0.0084801,0.00881339,0.0354099,0,0.0447091,0,0.0234213,0.0212664,0.0343731,0.0180512,0.0286721,0.00873887,0.0224687,0.0663414,0.0058911,0.016678,0.00596658,0.00712185,0.00872121,0.0273192,0.00705322,0.00842617,0.0506561,0.0158703,0.0122551,0.0686002,0.0621623,0,0,0,0,0,0,0.0118442,0,0,0
819,0.0504364,0,0,0,0,0,0,0,0.0572567,0.0240421,0.0281148,0.0114098,0,0,0.0487818,0,0.0540967,0.018246,0.0538292,0.0436911,0.0104696,0.0363551,0.0166148,0.0594598,0.0319747,0.0599744,0.0291419,0.0748782,0.0338764,0.0279569,0.0263099,0.0360831,0.0428925,0.0260142,0.0501474,0.0132943,0.00416391,0.0320674,0.00839095,0.00865883,0.0351246,0,0.0446276,0,0.0234485,0.0212758,0.0344268,0.017516,0.0286389,0.00870609,0.0220797,0.0657068,0.00577895,0.0166843,0.0060376,0.00711486,0.00869786,0.0271979,0.00705211,0.00837647,0.0504133,0.0160247,0.0123792,0.0683019,0.062203,0,0,0,0,0,0,0.0110999,0,0,0
820,0.0502277,0,0,0,0,0,0,0,0.0562787,0.0240976,0.0285515,0.0114333,0,0,0.048342,0,0.0543824,0.018425,0.0537242,0.0448173,0.0105955,0.0361168,0.016464,0.0597542,0.0323019,0.0593569,0.0291729,0.0752836,0.0337961,0.0282319,0.0268097,0.0358428,0.0424383,0.0257514,0.0503085,0.0136367,0.00406237,0.0320886,0.00839188,0.00848751,0.0347148,0,0.044732,0,0.0234794,0.0212467,0.0344716,0.0170916,0.0286029,0.0085613,0.0217767,0.0649815,0.00562334,0.0167169,0.00602847,0.00711027,0.00864109,0.0270572,0.00704258,0.00831679,0.0501467,0.0162372,0.0125044,0.068096,0.0620875,0,0,0,0,0,0,0.0105985,0,0,0
821,0.0501065,0,0,0,0,0,0,0,0.0552708,0.0241495,0.0287666,0.0114912,0,0,0.0479527,0,0.0546236,0.0186721,0.0535796,0.046258,0.0107384,0.0359738,0.0164643,0.0597629,0.0325191,0.059203,0.0291998,0.0758033,0.0337663,0.0285116,0.0273005,0.0356222,0.0419833,0.0255577,0.0504572,0.0138794,0.00398836,0.0321144,0.00838897,0.00832435,0.0341199,0,0.0449774,0,0.0235201,0.0213617,0.03453,0.0167045,0.0285835,0.00837465,0.0215437,0.0640266,0.00555709,0.0167441,0.00594618,0.0071175,0.00858313,0.0269932,0.0070208,0.00824693,0.0498645,0.0164914,0.0126451,0.0678255,0.0618642,0,0,0,0,0,0,0.0101627,0,0,0
822,0.0499746,0,0,0,0,0,0,0,0.0544809,0.0242101,0.0291073,0.0115583,0,0,0.0476582,0,0.0547881,0.0188249,0.0534057,0.0480542,0.0109451,0.0360532,0.0165763,0.0594524,0.0326881,0.0591507,0.0292952,0.0765021,0.0338931,0.0288518,0.0278945,0.035551,0.0415183,0.0254423,0.0505459,0.0140342,0.00390807,0.032145,0.00834631,0.00817157,0.0332911,0,0.045286,0,0.0235891,0.0215434,0.0345164,0.0163359,0.0285801,0.00817207,0.0213496,0.062847,0.00563852,0.0167082,0.00590591,0.0071429,0.00845992,0.0269739,0.00700155,0.00803916,0.0494393,0.016758,0.012799,0.0674269,0.0614868,0,0,0,0,0,0,0.0097041,0,0,0
