Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,,LTHIP,LTIBI
920,0.0190523,0.030091,0,0,0,0,0,0,0.0265421,0.0252281,0.0134215,0.00484982,0,0,0.0249831,0,0.0421417,0.010842,0.0418238,0.0192973,0.00793686,0.0204409,0.00700162,0.00811542,0.0111556,0.104634,0,0.0195378,0.0129518,0.0276281,0.0170673,0.0117803,0.0328795,0.010355,0.00505475,0.0263894,0.00990212,0.00254571,0.0403531,0,0,0.0135705,0,0.0317425,0.0100654,0.036708,0.01737,0.0203943,0.00518564,0.0100032,0.0655879,0.00380133,0.011284,0.00388866,0.0044498,0.00735522,0.0189196,0.00548889,0.0109377,0.00803576,0.0286624,0.0150015,0.0140913,0.0360139,0.0218516,0,0,0,0,0,0,0,0,0.0245081,0.0108063
921,0.0189135,0.0297389,0,0,0,0,0,0,0.0264852,0.0251055,0.0134408,0.00489819,0,0,0.0251279,0,0.0421472,0.0109918,0.0417661,0.0192852,0.00788796,0.0204106,0.0069583,0.00799931,0.0111464,0.104605,0,0.0194628,0.012927,0.0276398,0.0170292,0.0120507,0.0327908,0.0104243,0.00503968,0.0263111,0.00990214,0.00253854,0.0403535,0,0,0.0140125,0,0.0318766,0.0102016,0.0367652,0.0174398,0.0203903,0.00521164,0.0099622,0.0655954,0.00382143,0.0112819,0.00394718,0.00446988,0.00737144,0.0189428,0.0054717,0.010941,0.00815295,0.0285478,0.0151122,0.0142178,0.0356659,0.0218361,0,0,0,0,0,0,0,0,0.0245182,0.0107882
922,0.0187407,0.0295537,0,0,0,0,0,0,0.0264809,0.0251627,0.0134757,0.00489362,0,0,0.0252186,0,0.0421637,0.0112,0.0417955,0.0192544,0.00801639,0.0204531,0.00691387,0.00782945,0.011187,0.104574,0,0.0193748,0.0129645,0.0276853,0.0169912,0.0123405,0.0327899,0.0105164,0.00502997,0.0261989,0.00996516,0.0024747,0.040196,0,0,0.0144308,0,0.031967,0.010306,0.0367421,0.0175845,0.0204133,0.00522206,0.00991773,0.0656449,0.00379171,0.0112867,0.00394143,0.00447503,0.00744372,0.0189438,0.00553711,0.010987,0.00801688,0.0283988,0.0152941,0.0143785,0.035558,0.0217475,0,0,0,0,0,0,0,0,0.0245289,0.0107837
923,0.0185239,0.0294408,0,0,0,0,0,0,0.0265724,0.0252865,0.0134811,0.00485352,0,0,0.025365,0,0.042222,0.0114193,0.0418142,0.0191611,0.00806526,0.0206183,0.0068477,0.00772742,0.0112202,0.104596,0,0.019342,0.0130495,0.0277507,0.0169484,0.0126156,0.0327085,0.0105975,0.00506112,0.0260373,0.0100385,0.00243826,0.0400759,0,0,0.0147437,0,0.0319624,0.0103878,0.0367297,0.0176622,0.0204394,0.00523932,0.00985249,0.0656833,0.00379535,0.0112649,0.00388621,0.00448637,0.00747358,0.0189533,0.00558209,0.0110279,0.00780314,0.0282712,0.0156694,0.0145883,0.0355261,0.0216344,0,0,0,0,0,0,0,0,0.0244771,0.0108328
924,0.0182643,0.0293448,0,0,0,0,0,0,0.026517,0.0255029,0.0135446,0.00480435,0,0,0.025454,0,0.0422836,0.011477,0.0418134,0.0191412,0.00805247,0.0206754,0.00679435,0.00768778,0.0112241,0.10458,0,0.0194028,0.0130276,0.0277135,0.0169896,0.0128047,0.0327347,0.0107006,0.00515234,0.0259068,0.0100135,0.00240148,0.0399735,0,0,0.0149206,0,0.0319691,0.0104811,0.0366907,0.017688,0.0204456,0.00524805,0.00978491,0.0656701,0.00383836,0.0112304,0.00381246,0.0044972,0.0074158,0.0189933,0.00556397,0.0111174,0.00776357,0.0281311,0.0160844,0.0147769,0.0354757,0.0215241,0,0,0,0,0,0,0,0,0.0244562,0.0108582
925,0.0179075,0.0289862,0,0,0,0,0,0,0.0265435,0.0254651,0.0135671,0.0048136,0,0,0.0255582,0,0.0423148,0.0116097,0.041826,0.0190465,0.00809689,0.0208157,0.00673773,0.00779136,0.0112649,0.104617,0,0.0195823,0.0130682,0.0277964,0.0171406,0.0130729,0.0326613,0.010828,0.00512337,0.0258042,0.0100415,0.00229564,0.0394552,0,0,0.0147128,0,0.032046,0.010598,0.036635,0.0177173,0.0204006,0.00528027,0.00973608,0.065059,0.00384463,0.0111587,0.00386125,0.00449924,0.00729034,0.0190251,0.00552256,0.0113671,0.00792171,0.0275513,0.0171576,0.015144,0.0350775,0.0214131,0,0,0,0,0,0,0,0,0.0244151,0.0108814
926,0.0172846,0.0288078,0,0,0,0,0,0,0.0264442,0.0253412,0.0134643,0.00486131,0,0,0.0258303,0,0.0424344,0.0116966,0.0418713,0.0188298,0.00838941,0.0206057,0.00560483,0.00731444,0.011451,0.104673,0,0.0196493,0.01288,0.0278726,0.0162832,0.0134256,0.0325577,0.0107956,0.019729,0.0257318,0.0224592,0.00269445,0.0392425,0,0,0.015352,0,0.0321239,0.0105761,0.0346234,0.0234901,0.0214058,0.0085804,0.00859208,0.0650948,0.00486243,0.0107316,0.0024637,0.00760158,0.0114609,0.0266378,0.0140225,0.0138652,0.0175589,0.0275734,0.0162677,0.0148122,0.0349,0.0211933,0,0,0,0,0,0,0,0,0.0242379,0.0107692
927,0.0177174,0.0289816,0,0,0,0,0,0,0.0265971,0.0253593,0.0135426,0.00479248,0,0,0.0262357,0,0.0424962,0.0121711,0.0418443,0.0189759,0.00807084,0.0206686,0.00686201,0.00757375,0.0112675,0.104441,0,0.0197331,0.0131421,0.0279265,0.0172879,0.0138787,0.0324664,0.0110089,0.00527005,0.0258238,0.0101668,0.00228166,0.0397193,0,0,0.0154142,0,0.0322623,0.0106226,0.0366064,0.0179219,0.0203393,0.00538472,0.00989966,0.0655837,0.00391536,0.0109964,0.00408691,0.00458901,0.00736309,0.0189914,0.00556663,0.0116454,0.00781468,0.0278053,0.0158906,0.0147148,0.0349968,0.0214217,0,0,0,0,0,0,0,0,0.0244351,0.0108832
928,0.017344,0.0285167,0,0,0,0,0,0,0.0263282,0.0254178,0.0136051,0.00488482,0,0,0.0267661,0,0.0425976,0.0124532,0.0418442,0.0190398,0.00807457,0.0205902,0.0068493,0.00754971,0.0112531,0.104274,0,0.0197224,0.0129736,0.0277527,0.017447,0.0143213,0.0324585,0.0110559,0.00533794,0.02579,0.0100757,0.00248564,0.0393553,0,0,0.0152366,0,0.0323708,0.0105806,0.0366155,0.0179338,0.0203186,0.00533776,0.00990229,0.0650017,0.00401794,0.0111036,0.00401754,0.00460786,0.0074485,0.0189933,0.00558551,0.0116355,0.00774903,0.0275373,0.0165536,0.0148629,0.0344101,0.0210819,0,0,0,0,0,0,0,0,0.0245095,0.0108145
929,0.0171604,0.0281736,0,0,0,0,0,0,0.0262114,0.0254729,0.0136503,0.00494391,0,0,0.0272846,0,0.0427271,0.0127176,0.0418431,0.0190489,0.00807503,0.0205558,0.00686435,0.00752968,0.0112117,0.104071,0,0.0197219,0.0128728,0.0276526,0.0174805,0.0148962,0.0324068,0.0111488,0.00523899,0.0256783,0.0100828,0.00276066,0.0391369,0,0,0.0153694,0,0.032353,0.0105743,0.0366163,0.0180313,0.0202716,0.00536305,0.00993809,0.0649331,0.00407314,0.0112079,0.00393022,0.00462138,0.00749426,0.0189983,0.00560822,0.0116938,0.00788622,0.0274536,0.0166373,0.0148996,0.0340087,0.0211081,0,0,0,0,0,0,0,0,0.024557,0.0107657
930,0.0170022,0.0277913,0,0,0,0,0,0,0.026209,0.025301,0.013688,0.00493855,0,0,0.0278279,0,0.0428582,0.01304,0.0418374,0.0189937,0.00805109,0.0205254,0.00689764,0.00761773,0.0112124,0.104065,0,0.019734,0.0129211,0.0276652,0.0173684,0.0155051,0.0322592,0.0112732,0.00528351,0.025618,0.0101431,0.00251038,0.0389787,0,0,0.0154591,0,0.0324248,0.0106363,0.0366365,0.0181628,0.0202593,0.00539558,0.00997103,0.064857,0.00407846,0.0112324,0.00390257,0.00464156,0.00752919,0.0190052,0.00563069,0.0117755,0.00796486,0.027302,0.0165242,0.0149419,0.0335605,0.0211577,0,0,0,0,0,0,0,0,0.0245494,0.0107808
931,0.0163991,0.0272266,0,0,0,0,0,0,0.0260891,0.0251513,0.0135636,0.00488181,0,0,0.0283903,0,0.0430091,0.0132385,0.0418411,0.0187482,0.00831262,0.0202707,0.00577157,0.0074091,0.0114459,0.104346,0,0.019675,0.0127585,0.0276791,0.0162347,0.0161235,0.0321884,0.0112815,0.019757,0.0256122,0.0224031,0.00282114,0.0386589,0,0,0.0158403,0,0.0325848,0.0107078,0.0346223,0.0235273,0.0213035,0.00859931,0.00879726,0.0645635,0.00479082,0.0109142,0.00232722,0.00756452,0.0113571,0.0267328,0.0140717,0.013876,0.0180186,0.0271946,0.0162191,0.0148788,0.032948,0.0208939,0,0,0,0,0,0,0,0,0.0243582,0.010727
932,0.0168554,0.0270864,0,0,0,0,0,0,0.0262461,0.0251851,0.0136691,0.00490537,0,0,0.0290177,0,0.0430525,0.0137392,0.0417463,0.0189253,0.00801525,0.0203251,0.00709917,0.0077453,0.0112359,0.104454,0,0.0197797,0.0130602,0.0277615,0.0170521,0.0167551,0.0321549,0.0114495,0.00547107,0.0256908,0.0106525,0.00235967,0.0387436,0,0,0.0163496,0,0.0327266,0.0107509,0.0365928,0.0182828,0.0201999,0.0054136,0.0101602,0.0648163,0.00397742,0.0112517,0.00397179,0.00461462,0.00754789,0.019026,0.00564444,0.0117788,0.00824437,0.0272671,0.014482,0.0144863,0.0327772,0.021128,0,0,0,0,0,0,0,0,0.0245322,0.0108958
933,0.0164966,0.0268879,0,0,0,0,0,0,0.0262659,0.0251767,0.0136702,0.00493012,0,0,0.0297386,0,0.0431473,0.0140846,0.0417709,0.0188783,0.00806008,0.0200975,0.00715847,0.00763458,0.0112044,0.104608,0,0.0197968,0.013209,0.027831,0.0170104,0.0173219,0.0321225,0.0115438,0.00567291,0.0255379,0.0106704,0.00237255,0.0383883,0,0,0.0163078,0,0.0327574,0.0107699,0.036551,0.0183178,0.020182,0.00535272,0.0102024,0.0646203,0.00394108,0.0112704,0.00395699,0.00457656,0.00754824,0.0190928,0.00563427,0.011746,0.00813009,0.0271663,0.0165885,0.0149517,0.0326414,0.0208961,0,0,0,0,0,0,0,0,0.0245434,0.0109225
934,0.0175154,0.0225721,0,0,0,0,0,0,0.0262835,0.0253803,0.0136976,0.00501888,0,0,0.0442179,0,0.044151,0.0223923,0.0417797,0.0189506,0.00801704,0.0199645,0.00762398,0.0114407,0.0111779,0.104438,0,0.0198323,0.0132925,0.0278536,0.0169416,0.0309155,0.0330541,0.0147168,0.00560263,0.0255512,0.0108075,0.00243982,0.0372353,0,0,0.0181767,0,0.0331779,0.0107558,0.03649,0.0184625,0.0200899,0.0054411,0.0107173,0.0605783,0.0038656,0.0113259,0.00401688,0.00460216,0.00759957,0.0191327,0.00555126,0.0118479,0.00840043,0.0247697,0.0117563,0.0135785,0.0284227,0.0218011,0,0,0,0,0,0,0,0,0.0245263,0.0109708
935,0.0172861,0.0228344,0,0,0,0,0,0,0.0261996,0.0254195,0.0137558,0.00506919,0,0,0.045785,0,0.044345,0.0231762,0.0417481,0.0189323,0.00802331,0.0200612,0.00765476,0.0117787,0.0113012,0.103726,0,0.0198532,0.0133668,0.0278685,0.0169355,0.0322791,0.0330083,0.0150158,0.00595509,0.0252598,0.0109043,0.00244264,0.037301,0,0,0.0177314,0,0.0330968,0.0108059,0.0364502,0.0185065,0.020073,0.00541383,0.01077,0.0607786,0.00379764,0.0111802,0.00402328,0.00460813,0.00757215,0.019216,0.00546761,0.0118585,0.00820674,0.0249809,0.016773,0.0146993,0.0287718,0.0218368,0,0,0,0,0,0,0,0,0.0245197,0.0109949
936,0.0153238,0.024817,0,0,0,0,0,0,0.0259475,0.0251418,0.013689,0.00489493,0,0,0.0327212,0,0.0436649,0.0156273,0.0417604,0.0187474,0.00837602,0.0200418,0.0060275,0.00849279,0.0116815,0.103495,0,0.0198239,0.0131512,0.0278624,0.015799,0.0205665,0.0321413,0.0119315,0.0204234,0.0252703,0.0226024,0.00278071,0.0365822,0,0,0.0173364,0,0.0331445,0.0107864,0.0344361,0.0244486,0.0211935,0.00901222,0.00915548,0.0618261,0.0052891,0.0108407,0.00242376,0.00816533,0.0119944,0.0272667,0.0148772,0.0146729,0.0186655,0.025674,0.0167696,0.014813,0.0304249,0.0201412,0,0,0,0,0,0,0,0,0.0243075,0.0108804
937,0.0151625,0.0242923,0,0,0,0,0,0,0.0260403,0.0251247,0.0136767,0.00486288,0,0,0.0340764,0,0.0437765,0.0164063,0.0417265,0.018681,0.00828206,0.0200581,0.00614771,0.00906621,0.0115544,0.103417,0,0.0198625,0.0131942,0.0279222,0.0158277,0.0218617,0.0322711,0.0121363,0.0199314,0.0252387,0.0217771,0.00278674,0.03632,0,0,0.0180288,0,0.0333275,0.0107283,0.0345273,0.0234836,0.0212237,0.00864097,0.00922757,0.0612245,0.00510319,0.010844,0.00239243,0.00788664,0.0115005,0.0271033,0.0142783,0.0139869,0.0184175,0.0254003,0.0148281,0.0142198,0.0299507,0.0200634,0,0,0,0,0,0,0,0,0.0242167,0.0109112
938,0.0150119,0.0238292,0,0,0,0,0,0,0.026155,0.0251774,0.0136705,0.00491699,0,0,0.0359255,0,0.0439031,0.0175251,0.0416752,0.0186065,0.00818117,0.0200444,0.00628185,0.00978817,0.0114629,0.1034,0,0.0198503,0.0132173,0.0279611,0.0157899,0.0236063,0.0325344,0.0123676,0.0199206,0.0251073,0.0218665,0.00280515,0.0361599,0,0,0.0183456,0,0.0334427,0.0107551,0.0346653,0.0233422,0.0212861,0.00864514,0.0092993,0.0605469,0.00507042,0.010874,0.00241681,0.00786717,0.0114811,0.0271694,0.0142325,0.013931,0.0185837,0.0250152,0.0148747,0.0140948,0.0295032,0.0199623,0,0,0,0,0,0,0,0,0.0240635,0.010964
939,0.015762,0.0209425,0,0,0,0,0,0,0.0262918,0.0263477,0.0137994,0.00454444,0,0,0.0815054,0,0.0455572,0.0434493,0.0415675,0.0187635,0.00809374,0.0202669,0.00614242,0.023306,0.0113503,0.103369,0,0.0198754,0.0134414,0.0279786,0.0164476,0.0624138,0.0346485,0.0233942,0.00601198,0.0247878,0.0110866,0.00221819,0.0355582,0,0,0.0195568,0,0.0335228,0.0108105,0.0368741,0.0186058,0.0204791,0.00549187,0.00908204,0.0578236,0.00386086,0.0112182,0.00429614,0.00456444,0.00752543,0.0192568,0.00560182,0.0118971,0.00824669,0.0235693,0.015971,0.0139929,0.0268184,0.0206058,0,0,0,0,0,0,0,0,0.0242384,0.0110966
940,0.014978,0.0207808,0,0,0,0,0,0,0.0262146,0.0265437,0.0138727,0.00449713,0,0,0.0838478,0,0.0455796,0.0447725,0.0415238,0.0187413,0.00813306,0.0202691,0.00592768,0.0245796,0.011394,0.103324,0,0.0197755,0.0136415,0.0279648,0.0163517,0.0644107,0.0348884,0.0240056,0.0060435,0.0246051,0.0110468,0.00216213,0.0345471,0,0,0.0201613,0,0.0337021,0.0108119,0.0369402,0.0186653,0.0204637,0.005548,0.00887558,0.0568784,0.00390362,0.0112869,0.00426801,0.00458618,0.00751628,0.0192629,0.00559171,0.01195,0.00841684,0.0231093,0.0164097,0.0140739,0.0265727,0.0200639,0,0,0,0,0,0,0,0,0.024312,0.0110882
941,0.0140691,0.019845,0,0,0,0,0,0,0.0259054,0.0266585,0.0137831,0.00433262,0,0,0.0869412,0,0.045835,0.0464513,0.0415696,0.0185727,0.0085312,0.0199853,0.00439136,0.0261449,0.01159,0.103262,0,0.0197021,0.0138347,0.0279383,0.0152969,0.0672075,0.0349599,0.0246585,0.0195938,0.0245963,0.0217764,0.002594,0.0333495,0,0,0.0207125,0,0.0339494,0.0109554,0.0349881,0.0232005,0.0215096,0.00858995,0.00731223,0.0551762,0.00499454,0.0108302,0.00251865,0.00783463,0.0115189,0.0270869,0.0142163,0.0138929,0.0183756,0.0223448,0.0163086,0.0140417,0.025463,0.0192211,0,0,0,0,0,0,0,0,0.0241784,0.0109392
942,0.0142142,0.0200677,0,0,0,0,0,0,0.0260815,0.0265822,0.0138549,0.00422188,0,0,0.0892699,0,0.0459746,0.0478833,0.0415325,0.0187426,0.00824218,0.0200572,0.00550639,0.0266951,0.0113763,0.103077,0,0.0197028,0.0143115,0.0279986,0.0161308,0.0690437,0.0347661,0.0254591,0.00628928,0.0247223,0.0111708,0.00206837,0.0333208,0,0,0.0197528,0,0.0340908,0.0108935,0.0370394,0.0186797,0.0204881,0.00568317,0.00845575,0.0551057,0.00389387,0.0112724,0.00434605,0.00455454,0.00743931,0.0193088,0.00552812,0.0118072,0.00853371,0.0223393,0.0161123,0.0141371,0.0256628,0.0190974,0,0,0,0,0,0,0,0,0.0243562,0.0111104
943,0.0136498,0.0202001,0,0,0,0,0,0,0.0261182,0.0266388,0.0137678,0.00414595,0,0,0.0907886,0,0.0459979,0.0487878,0.0415278,0.0187165,0.00827524,0.0200935,0.00536856,0.0276593,0.0113445,0.103148,0,0.0194849,0.0144113,0.0280506,0.0160729,0.0703495,0.0347917,0.0258771,0.00638986,0.0246422,0.0113628,0.002083,0.0327421,0,0,0.0198642,0,0.0342173,0.0108859,0.0370942,0.0188502,0.0204918,0.00578962,0.00831231,0.0546328,0.00393197,0.0112896,0.00444335,0.00461643,0.00749988,0.0193697,0.00558738,0.0117682,0.0086388,0.022197,0.0162298,0.0141568,0.0257317,0.018687,0,0,0,0,0,0,0,0,0.0243247,0.011217
944,0.0131866,0.0202437,0,0,0,0,0,0,0.0260547,0.0266853,0.0136409,0.00409496,0,0,0.0920228,0,0.0460099,0.0495218,0.0415404,0.0187345,0.00828639,0.0201468,0.00523802,0.0283926,0.0113076,0.103212,0,0.0194012,0.0143893,0.0280835,0.016014,0.071401,0.034881,0.0261497,0.00657495,0.0245234,0.0115202,0.0020862,0.0322118,0,0,0.0199772,0,0.0342563,0.0109293,0.0371202,0.0190078,0.0204975,0.00580187,0.00819871,0.0542315,0.00393992,0.0113151,0.0044861,0.004656,0.0075671,0.019461,0.00568531,0.0118702,0.00869444,0.0219849,0.0165348,0.0142187,0.0257295,0.0183981,0,0,0,0,0,0,0,0,0.0242854,0.0112763
945,0.0127873,0.0202485,0,0,0,0,0,0,0.0259959,0.0267261,0.0136172,0.00408253,0,0,0.0929384,0,0.0460139,0.0500635,0.0415671,0.0187342,0.00829562,0.0201945,0.00510779,0.0289262,0.0112848,0.103332,0,0.0194845,0.0143507,0.0281083,0.015978,0.0721063,0.0349187,0.0263648,0.00670013,0.024426,0.0115684,0.00205825,0.0317565,0,0,0.020039,0,0.0342833,0.0109801,0.0371382,0.0190866,0.0204918,0.00581016,0.00810418,0.0538561,0.00388297,0.0113607,0.00450023,0.0046611,0.00758395,0.0194851,0.00573753,0.0120385,0.00876039,0.0218449,0.0166706,0.0141868,0.0256531,0.0180788,0,0,0,0,0,0,0,0,0.0242316,0.0112994
946,0.0117875,0.020002,0,0,0,0,0,0,0.0261396,0.0266089,0.0135743,0.00407695,0,0,0.0941116,0,0.0460786,0.0506256,0.0416148,0.0187002,0.00831,0.0202143,0.00510517,0.0292706,0.0112562,0.103515,0,0.0196158,0.0141846,0.0282072,0.0158749,0.0729702,0.034933,0.0262826,0.00667778,0.0239196,0.0115906,0.00200333,0.0302865,0,0,0.0293277,0,0.0343681,0.0135428,0.0371412,0.0191724,0.0204461,0.00592126,0.00812868,0.0534764,0.00376583,0.0114668,0.00456993,0.004697,0.00761483,0.0194634,0.00576875,0.0121478,0.00894569,0.0218619,0.0161119,0.0136982,0.0249974,0.0169457,0,0,0,0,0,0,0,0,0.0242055,0.0113222
947,0.0113988,0.0199557,0,0,0,0,0,0,0.0262728,0.0265359,0.0135181,0.00404496,0,0,0.0943967,0,0.0460877,0.050808,0.0416374,0.0185012,0.00835691,0.0203438,0.00504695,0.0295679,0.0112802,0.103798,0,0.0195381,0.0139714,0.0284617,0.0159052,0.0731819,0.0347727,0.0265228,0.00651828,0.0239064,0.0115951,0.00195928,0.0298781,0,0,0.0292496,0,0.0345172,0.0136454,0.0371107,0.019282,0.0204242,0.00599349,0.00807375,0.0529728,0.00368755,0.0115101,0.00465443,0.00471938,0.00762877,0.0194425,0.00576251,0.0122053,0.00896087,0.0216799,0.0159642,0.0138331,0.0248515,0.0166767,0,0,0,0,0,0,0,0,0.0242007,0.0113313
948,0.0118308,0.0202537,0,0,0,0,0,0,0.0263863,0.0266389,0.0134614,0.00402464,0,0,0.0946532,0,0.0461078,0.0509214,0.0415855,0.0184408,0.00833234,0.0203625,0.00505314,0.0298839,0.0114359,0.103723,0,0.0196003,0.0139779,0.0285515,0.0158986,0.0733479,0.0347786,0.0265304,0.00653029,0.024472,0.0115932,0.00195602,0.0307549,0,0,0.0210237,0,0.0346294,0.0113065,0.0371012,0.019388,0.0204164,0.00608578,0.00809772,0.0531773,0.00369676,0.0115342,0.00475448,0.00475121,0.00761833,0.0194369,0.005763,0.0122637,0.00916313,0.0216853,0.0134252,0.013278,0.0253552,0.0173516,0,0,0,0,0,0,0,0,0.0241568,0.0113558
949,0.0106757,0.0197848,0,0,0,0,0,0,0.0263657,0.0267653,0.0134416,0.00397756,0,0,0.094879,0,0.0461833,0.0509831,0.0416137,0.0184174,0.00833387,0.020356,0.00501134,0.0302067,0.0117552,0.103649,0,0.0194657,0.0137148,0.0284619,0.0158079,0.0734751,0.0348512,0.0264619,0.00663474,0.0237802,0.0116338,0.00192654,0.0286519,0,0,0.0303277,0,0.0346478,0.0141689,0.0370611,0.0194871,0.0203639,0.00616906,0.00805994,0.0520824,0.00363109,0.0115871,0.00486662,0.00474727,0.00759836,0.0194672,0.00576798,0.0122872,0.00934656,0.0217058,0.0162154,0.0135234,0.0244481,0.0160894,0,0,0,0,0,0,0,0,0.024031,0.0113435
950,0.0111659,0.0199806,0,0,0,0,0,0,0.0264636,0.0267449,0.0134103,0.00392498,0,0,0.0944843,0,0.0461515,0.050846,0.041624,0.0184237,0.00825039,0.0202947,0.00500668,0.0302432,0.0118264,0.1036,0,0.0192804,0.0133354,0.0283855,0.0156983,0.0731248,0.0349185,0.0265927,0.0066385,0.0243405,0.0115494,0.00194991,0.0296343,0,0,0.0204172,0,0.0347783,0.0113114,0.0370334,0.0195122,0.0203935,0.00613268,0.00804609,0.0520163,0.00360189,0.0117332,0.00486629,0.00472099,0.0076046,0.0194634,0.00579389,0.0123055,0.00940048,0.0214706,0.0156775,0.013515,0.0248315,0.0166966,0,0,0,0,0,0,0,0,0.0237725,0.0113592
951,0.0108687,0.0199705,0,0,0,0,0,0,0.0263894,0.0266396,0.0134794,0.00390251,0,0,0.0942294,0,0.0461499,0.0507734,0.0415789,0.0184266,0.0082114,0.0203261,0.00503575,0.0304194,0.0116801,0.103636,0,0.0192076,0.0132143,0.0283655,0.0156915,0.072874,0.0349144,0.0266099,0.00678772,0.0243446,0.0115458,0.00198139,0.0291908,0,0,0.0205976,0,0.034901,0.0113719,0.0370447,0.0196041,0.0203816,0.00615119,0.00808273,0.0516349,0.00358107,0.0118619,0.00489408,0.00472079,0.00761915,0.0194762,0.00582089,0.012316,0.00937307,0.0213948,0.0152452,0.0133179,0.0247701,0.0164353,0,0,0,0,0,0,0,0,0.023695,0.0113821
952,0.0105531,0.0199767,0,0,0,0,0,0,0.0262142,0.0267165,0.0136116,0.00383041,0,0,0.0940511,0,0.0461495,0.0507439,0.041495,0.0184935,0.00822757,0.0203689,0.00503907,0.0306526,0.0116577,0.103727,0,0.0192419,0.0132738,0.0283172,0.0157211,0.0726988,0.0349775,0.0264466,0.00703373,0.0242933,0.0115632,0.0020006,0.028638,0,0,0.0205474,0,0.0350187,0.011407,0.037052,0.0196847,0.0203573,0.00619398,0.00807831,0.0511385,0.00356079,0.0119243,0.00493199,0.00470847,0.00760531,0.0195544,0.00579869,0.0123277,0.00948356,0.0212154,0.015484,0.0133187,0.0247702,0.0161275,0,0,0,0,0,0,0,0,0.0238161,0.0113991
953,0.00948302,0.0198092,0,0,0,0,0,0,0.026,0.0267906,0.013712,0.00392775,0,0,0.0938821,0,0.0462115,0.0506495,0.0418226,0.0184615,0.0080341,0.0204465,0.00523637,0.030932,0.0116461,0.10372,0,0.0192026,0.0132646,0.0280968,0.0157903,0.072564,0.0349042,0.0263793,0.00335356,0.0236219,0.00870664,0.00229366,0.0268174,0,0,0.0336756,0,0.0350434,0.0157098,0.0364584,0.0156796,0.0213798,0.00419878,0.00789151,0.0508729,0.00394802,0.0105233,0.00317864,0.00398408,0.00743141,0.0194147,0.00562771,0.0106553,0.0067142,0.021967,0.0150319,0.0128357,0.0242594,0.0149296,0,0,0,0,0,0,0,0,0.0241534,0.0112518
954,0.0101794,0.02012,0,0,0,0,0,0,0.0259123,0.0267914,0.0138274,0.00376447,0,0,0.0934883,0,0.0461967,0.0505167,0.0413866,0.0186265,0.00823093,0.0204461,0.00498112,0.0307692,0.0116883,0.103741,0,0.0192971,0.0133846,0.0282517,0.0154518,0.0722275,0.0348823,0.0264916,0.00759577,0.0241963,0.0116871,0.00227519,0.0281221,0,0,0.0206221,0,0.0352154,0.0114333,0.0370423,0.0198709,0.0203051,0.00635329,0.00808501,0.050698,0.00347374,0.0120266,0.00510289,0.00473304,0.00761094,0.0197075,0.00575818,0.0123694,0.0100044,0.021098,0.0158729,0.0135279,0.0248808,0.0156929,0,0,0,0,0,0,0,0,0.0238108,0.0115513
955,0.0100016,0.0201023,0,0,0,0,0,0,0.0257952,0.0265725,0.0138533,0.0037921,0,0,0.0934128,0,0.0461917,0.0505101,0.0413703,0.0185694,0.00821741,0.0204989,0.00491885,0.030869,0.011646,0.103708,0,0.0191476,0.0133744,0.0282415,0.0153098,0.0721132,0.0348219,0.0265461,0.00777334,0.0241558,0.0117696,0.00263171,0.0277821,0,0,0.020666,0,0.0352859,0.0114086,0.0370122,0.0200058,0.0202614,0.00640487,0.0080777,0.0503467,0.00343665,0.0120054,0.00521619,0.00476126,0.00764833,0.0196946,0.00577697,0.0124157,0.01019,0.0209441,0.0156592,0.013471,0.0248271,0.0155593,0,0,0,0,0,0,0,0,0.0237793,0.0115206
956,0.00906549,0.0201493,0,0,0,0,0,0,0.0256928,0.0264352,0.013872,0.00381798,0,0,0.0935689,0,0.0461968,0.0505699,0.0413619,0.0185459,0.00822791,0.0205466,0.00494028,0.0310819,0.0116003,0.103708,0,0.0190505,0.013434,0.028238,0.0151072,0.0721795,0.0347105,0.0265005,0.00803991,0.0233164,0.0119277,0.0023542,0.0260459,0,0,0.0383749,0,0.0349922,0.0175728,0.037029,0.0202168,0.0201968,0.00656454,0.00812042,0.050912,0.00339521,0.0119524,0.00542228,0.00483771,0.00770045,0.0196904,0.00577462,0.0124992,0.0104526,0.0224821,0.014125,0.0124808,0.0244694,0.0145063,0,0,0,0,0,0,0,0,0.0237641,0.0114217
