Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,
237,0.0425842,0,0,0,0,0,0,0,0.0219748,0.0243776,0.0192553,0.0240135,0,0.0614232,0,0.042109,0.0260801,0.0465577,0.0285535,0.00996552,0.0211559,0.0331637,0.0305667,0.0139632,0.0263303,0.0206307,0.0111865,0,0.00753108,0.0265712,0.0379107,0.0410651,0.0384621,0.00435328,0.0308423,0.025228,0.0356169,0.02401,0.0562652,0,0,0.0159596,0,0.0261114,0.00751997,0.0362823,0.039004,0.0261792,0.0586979,0.0343706,0.0852175,0.0163705,0.0173856,0.03194,0.0312858,0.0323003,0.0161916,0.0156954,0.0304922,0.0250667,0.0500345,0.013533,0.0123351,0.0535526,0.0332148,0,0,0,0,0,0,0,0
238,0.0428515,0,0,0,0,0,0,0,0.0219244,0.0244301,0.0199416,0.0240246,0,0.0614021,0,0.0418952,0.0262087,0.0465478,0.0285388,0.0100275,0.0213468,0.0330875,0.0305039,0.0140212,0.026144,0.0207982,0.0112505,0,0.00777569,0.0265569,0.0379092,0.0409385,0.0383615,0.00465517,0.0307332,0.0252196,0.0355778,0.0238525,0.0566314,0,0,0.0158778,0,0.026185,0.00737279,0.0363018,0.0388991,0.0262193,0.0589285,0.0342538,0.0853058,0.0164503,0.0174203,0.0320059,0.0315089,0.0323781,0.0162414,0.0160897,0.0305711,0.0248709,0.0501679,0.0136336,0.0123246,0.0536357,0.0333711,0,0,0,0,0,0,0,0
239,0.0431738,0,0,0,0,0,0,0,0.0220047,0.0244763,0.0201961,0.0241037,0,0.0613737,0,0.0416517,0.0263376,0.0465262,0.0283856,0.0100098,0.021684,0.0331496,0.0305281,0.0140366,0.0253637,0.0210274,0.0114287,0,0,0.0264603,0.0376471,0.0408256,0.0382661,0.0049861,0.0304251,0.0252253,0.0355165,0.0238236,0.057013,0,0,0.0157588,0,0.0262547,0.00708185,0.0363684,0.0389107,0.0262486,0.0594433,0.0342916,0.0854704,0.0167061,0.0174266,0.0321958,0.0317531,0.0328641,0.0161846,0.016812,0.0308473,0.0248442,0.0503017,0.013874,0.0123099,0.0537812,0.0335415,0,0,0,0,0,0,0,0
240,0.0434769,0,0,0,0,0,0,0,0.0222265,0.0245558,0.0202856,0.024126,0,0.0613301,0,0.0414426,0.026419,0.0465837,0.028358,0.00993857,0.0215639,0.0332099,0.0305768,0.0137528,0.0253054,0.0208515,0.0113094,0,0.00650221,0.0264669,0.0374207,0.0407032,0.0381543,0.00531608,0.0304466,0.0253808,0.0354977,0.0239594,0.0572827,0,0,0.0157433,0,0.0264936,0.00674625,0.036386,0.0389195,0.0262987,0.0598196,0.0343155,0.0856598,0.0168782,0.0174817,0.0323731,0.0318159,0.033237,0.0162297,0.0166538,0.03101,0.0248869,0.050527,0.0140753,0.0122888,0.0539446,0.0336882,0,0,0,0,0,0,0,0
241,0.0437581,0,0,0,0,0,0,0,0.0227531,0.0246366,0.0201288,0.0242083,0,0.0613463,0,0.0412683,0.0264365,0.0466498,0.0281758,0.00987606,0.0217273,0.0332624,0.0306534,0.01355,0.0254231,0.0208875,0.0113488,0,0.00593522,0.02639,0.0369808,0.0406445,0.038032,0.00562729,0.0305786,0.0255108,0.0355184,0.0241097,0.0573759,0,0,0.0157573,0,0.0267263,0.00665045,0.0364206,0.0388504,0.0263611,0.0601579,0.0343662,0.0858317,0.0169739,0.0175581,0.0325436,0.0319956,0.0334177,0.016388,0.0153004,0.0310508,0.0249102,0.0507643,0.0142352,0.0123556,0.0541087,0.0339033,0,0,0,0,0,0,0,0
242,0.0440513,0,0,0,0,0,0,0,0,0.0247057,0.018645,0.024164,0,0.0614501,0,0.0410847,0.0264746,0.0467008,0.0268174,0.00953357,0.0211537,0.0335295,0.0308122,0.0136036,0.0255178,0.0205646,0.0110268,0,0.00575544,0.0257581,0.0375159,0.0406688,0.0379061,0.00589043,0.0307081,0.0256156,0.0355702,0.0241721,0.0575469,0,0,0.0157287,0,0.026941,0.00660392,0.0363397,0.0387823,0.0263696,0.0603997,0.0346353,0.0860907,0.0169554,0.017552,0.0326167,0.0319259,0.0334832,0.0164382,0.0146803,0.0310808,0.0250496,0.0509437,0.0143389,0.0124826,0.0543109,0.0340579,0,0,0,0,0,0,0,0
243,0.0442512,0,0,0,0,0,0,0,0.0190378,0.0247955,0.0201098,0.0242235,0,0.0613537,0,0.0409086,0.0264733,0.0467204,0.0279751,0.00968272,0.0214921,0.0333524,0.030854,0.0130665,0.0257252,0.020624,0.0113422,0,0.00606627,0.0263287,0.0362923,0.0405813,0.0378049,0.00611919,0.0308055,0.0257561,0.0357373,0.0241094,0.0578747,0,0,0.0157082,0,0.0271923,0.00645475,0.036378,0.0389445,0.026395,0.0603863,0.0345579,0.0863878,0.0169032,0.0175736,0.0326251,0.0318613,0.0334281,0.0163772,0.0146864,0.0311038,0.0251267,0.0511383,0.0143137,0.0125817,0.0544247,0.0341296,0,0,0,0,0,0,0,0
244,0.0444373,0,0,0,0,0,0,0,0.0182618,0.02487,0.0200265,0.0242131,0,0.0611876,0,0.040704,0.0265035,0.0467344,0.0279365,0.00960613,0.0216267,0.0332797,0.0309142,0.0128824,0.0257588,0.0206196,0.0113934,0,0.00590274,0.0262833,0.0360383,0.0404986,0.0376901,0.0064702,0.0308973,0.0257562,0.0358165,0.0240301,0.0582357,0,0,0.0156693,0,0.0273003,0.00628678,0.0363592,0.0391112,0.0263071,0.0602948,0.0345175,0.0867158,0.0168487,0.0174986,0.032545,0.0318451,0.0333621,0.0162915,0.0147365,0.0310613,0.0251773,0.0514096,0.0144224,0.0127579,0.0545507,0.0342078,0,0,0,0,0,0,0,0
245,0.044662,0,0,0,0,0,0,0,0.0180751,0.0249503,0.0199478,0.0241608,0,0.0610148,0,0.0404638,0.0265948,0.046746,0.0280287,0.00954162,0.0217046,0.0331324,0.0309162,0.0127185,0.025933,0.0205645,0.0114223,0,0.00595749,0.026254,0.0358196,0.0403616,0.0375401,0.00679746,0.03098,0.0257059,0.0358439,0.0239552,0.0585237,0,0,0.0155737,0,0.0273669,0.00613841,0.0363145,0.039358,0.0262096,0.0600783,0.0343733,0.0870958,0.0167914,0.017439,0.0324633,0.031731,0.0332683,0.0162277,0.0147043,0.0309881,0.0251659,0.0517366,0.0145334,0.0129563,0.0546866,0.0343037,0,0,0,0,0,0,0,0
246,0.0448959,0,0,0,0,0,0,0,0.0177277,0.0250526,0.0198877,0.0240947,0,0.0607886,0,0.0402181,0.0267498,0.0467539,0.0279232,0.00951273,0.0218599,0.032952,0.0309291,0.0126758,0.0260184,0.0206001,0.0114635,0,0.00584842,0.0261937,0.0357061,0.0402054,0.0373653,0.0071362,0.031075,0.0256529,0.0358592,0.0238852,0.0589176,0,0,0.0153971,0,0.0274226,0.00601999,0.0362881,0.0395064,0.0261594,0.059783,0.0342029,0.0874543,0.0167216,0.0174071,0.0323795,0.0316332,0.033167,0.0161824,0.0146408,0.0309552,0.0251134,0.0520094,0.014614,0.0130499,0.0547976,0.03445,0,0,0,0,0,0,0,0
247,0.0451728,0,0,0,0,0,0,0,0.0176656,0.0251455,0.0200259,0.024059,0,0.0605142,0,0.040043,0.0269027,0.046785,0.0278775,0.00954815,0.0219249,0.0327846,0.0309409,0.0126336,0.0264924,0.0206176,0.0115956,0,0,0.026342,0.0352457,0.0400835,0.0372724,0.0075664,0.0311829,0.0255633,0.0357715,0.0238001,0.0593047,0,0,0.0152335,0,0.0274235,0.00610706,0.0363164,0.0394795,0.0261503,0.0596544,0.0340648,0.0877512,0.0166796,0.0173614,0.032308,0.0315711,0.0331136,0.0161639,0.0147609,0.0309353,0.0249159,0.0522423,0.0149267,0.0131985,0.0548975,0.0347333,0,0,0,0,0,0,0,0
248,0.0454662,0,0,0,0,0,0,0,0.0179211,0.0252131,0.0203033,0.0239927,0,0.0602079,0,0.0398597,0.0269433,0.0468162,0.0279762,0.00957192,0.0219675,0.0326081,0.0309484,0.0126255,0.0270786,0.0206239,0.0115266,0,0.00610496,0.0263341,0.0352851,0.0399484,0.0371947,0.00804679,0.0313455,0.0255738,0.0356575,0.0236893,0.0596817,0,0,0.0151293,0,0.0275322,0.00623608,0.0363953,0.0393537,0.0262144,0.0596035,0.0338881,0.0880008,0.0166534,0.0173114,0.0322706,0.0315029,0.0331002,0.0161734,0.0152135,0.030904,0.0244167,0.0524864,0.0151713,0.0134002,0.0549826,0.0351734,0,0,0,0,0,0,0,0
249,0.0457301,0,0,0,0,0,0,0,0.0176899,0.0252728,0.0201859,0.0238976,0,0.0598482,0,0.0396606,0.0270167,0.0468117,0.028065,0.0096095,0.022159,0.0323642,0.0309458,0.0126958,0.0267209,0.0206866,0.011554,0,0.00573209,0.0262626,0.0352916,0.0397657,0.0371064,0.00853757,0.0314233,0.0256767,0.035729,0.023609,0.0601788,0,0,0.0150415,0,0.0277201,0.00627746,0.0364794,0.0393555,0.0262763,0.0595662,0.0336819,0.0882164,0.0166394,0.0172808,0.0322271,0.031432,0.0331427,0.016201,0.0156389,0.0308774,0.0238916,0.0527097,0.0153593,0.0136166,0.055052,0.0354599,0,0,0,0,0,0,0,0
250,0.0460011,0,0,0,0,0,0,0,0.0177711,0.0253554,0.0202524,0.0237943,0,0.0593878,0,0.0394086,0.0270068,0.046795,0.0281626,0.00969705,0.0223937,0.0319979,0.0309016,0.0127888,0.0266474,0.0207259,0.0116161,0,0.00573512,0.0262979,0.0355687,0.0394668,0.0369653,0.00899662,0.0314616,0.0256352,0.0359888,0.0235258,0.0605661,0,0,0.0149233,0,0.0277491,0.00627134,0.0365135,0.0394672,0.0262992,0.0595133,0.0334317,0.0884503,0.0166697,0.017276,0.0321983,0.0313847,0.0331023,0.0161817,0.0158237,0.0308718,0.0235891,0.0528623,0.0157676,0.0138494,0.0551311,0.03563,0,0,0,0,0,0,0,0
251,0.0463234,0,0,0,0,0,0,0,0.0185917,0.0254476,0.0203231,0.0237401,0,0.0588908,0,0.0392105,0.0268621,0.0467981,0.0281629,0.00984065,0.0226917,0.0315596,0.0308135,0.0129354,0.0261155,0.0207654,0.0116209,0,0.00654948,0.0266491,0.0358695,0.039095,0.0368162,0.00940304,0.0315746,0.0256029,0.0358012,0.0234735,0.0608203,0,0,0.0147914,0,0.0277969,0.0062404,0.0364936,0.0396906,0.0262694,0.0595064,0.033196,0.0887277,0.0166843,0.0172463,0.0321716,0.0313342,0.0330329,0.0161107,0.015871,0.0308798,0.0235975,0.0530417,0.0162706,0.0140097,0.0552,0.0357583,0,0,0,0,0,0,0,0
252,0.0465873,0,0,0,0,0,0,0,0.0195967,0.0255473,0.0198072,0.0237985,0,0.0583658,0,0.0390778,0.0267257,0.0468434,0.0278568,0.0100188,0.0231967,0.0314366,0.0307261,0.0132643,0.0261335,0.0210342,0.0116339,0,0.00779238,0.0271413,0.0360404,0.0387017,0.0367123,0.00981557,0.0315811,0.0257716,0.0358631,0.0234945,0.0611598,0,0,0.0146935,0,0.0280627,0.0062755,0.0364581,0.0398208,0.0262461,0.0595531,0.0330342,0.0889461,0.0166773,0.0172134,0.0321572,0.0312792,0.0330229,0.0160751,0.0159191,0.0309064,0.0236631,0.053306,0.016385,0.0140982,0.0552385,0.0357228,0,0,0,0,0,0,0,0
253,0.0467933,0,0,0,0,0,0,0,0.0200102,0.0256421,0.0193136,0.0238333,0,0.0578103,0,0.0388526,0.026526,0.0468366,0.0277833,0.0101554,0.0235072,0.0314022,0.0306147,0.0136095,0.0272393,0.0213754,0.0117089,0,0,0.0272071,0.0364188,0.0383045,0.0366284,0.0101766,0.031455,0.0259941,0.0361902,0.0234884,0.0616088,0,0,0.0146514,0,0.0284039,0.00638678,0.0364022,0.0399077,0.0262621,0.0596411,0.0328844,0.0891353,0.0166484,0.0172759,0.0321888,0.0312787,0.0330274,0.0161196,0.0159849,0.0309383,0.0237219,0.0536448,0.0163222,0.0142283,0.0553026,0.0357515,0,0,0,0,0,0,0,0
254,0.0470056,0,0,0,0,0,0,0,0.0196231,0.0257653,0.0191605,0.0238217,0,0.057233,0,0.0386385,0.0264721,0.0467989,0.02804,0.0102328,0.0233433,0.0313704,0.0305172,0.0137057,0.0275668,0.021332,0.0113677,0,0,0.0271113,0.0371066,0.0379358,0.0365428,0.010594,0.0312693,0.0260742,0.0365483,0.0234278,0.0619623,0,0,0.0145805,0,0.0285914,0.00654512,0.0363062,0.0400343,0.0263019,0.059826,0.0327743,0.0893761,0.0166038,0.0173664,0.0322234,0.0312601,0.0330277,0.0161772,0.0160771,0.0310045,0.0238014,0.0539791,0.0163777,0.0144684,0.0553917,0.0359064,0,0,0,0,0,0,0,0
255,0.0472142,0,0,0,0,0,0,0,0.0195806,0.0259068,0.0191542,0.0237585,0,0.0565871,0,0.0383626,0.0265127,0.0467582,0.0280826,0.0102772,0.0230617,0.0313281,0.0304057,0.0137034,0.0268195,0.021197,0.0107754,0,0.00638184,0.0268999,0.037993,0.0374423,0.0364273,0.0109979,0.0312226,0.0260117,0.0366001,0.0233463,0.0622287,0,0,0.0144409,0,0.0286134,0.00671594,0.0361887,0.0402483,0.0263434,0.0599649,0.0326938,0.0896306,0.0165434,0.0174696,0.0322088,0.0311954,0.0330388,0.0162318,0.0161297,0.0311182,0.0238309,0.0542478,0.0167035,0.0148649,0.0554824,0.0360944,0,0,0,0,0,0,0,0
256,0.0474014,0,0,0,0,0,0,0,0.0198106,0.0260204,0.0192628,0.0236981,0,0.0559289,0,0.0381034,0.0265213,0.0467356,0.0281245,0.0102958,0.0225463,0.0312801,0.0302937,0.0136485,0.0260918,0.02111,0.0106371,0,0.00639842,0.0268891,0.0382295,0.0368483,0.0363254,0.0114199,0.0311849,0.0259917,0.0363233,0.0232852,0.0624203,0,0,0.0143096,0,0.0286794,0.00694274,0.0360858,0.0403981,0.0263421,0.0598958,0.0326221,0.08989,0.0164781,0.0175699,0.0321583,0.0311398,0.0330468,0.0163215,0.0161685,0.0312073,0.0237129,0.0544699,0.017035,0.0151881,0.0555921,0.0360795,0,0,0,0,0,0,0,0
257,0.0475167,0,0,0,0,0,0,0,0.0197903,0.0261233,0.0194168,0.0236625,0,0.0552896,0,0.0379169,0.0265421,0.0467387,0.0282145,0.010302,0.0221981,0.0312232,0.030194,0.013614,0.0266538,0.0210702,0.0111436,0,0.00634455,0.0268868,0.0383439,0.0362461,0.0362348,0.0118887,0.0310578,0.0261376,0.0358817,0.0232484,0.0627128,0,0,0.0142924,0,0.0289371,0.00719243,0.0360209,0.040388,0.0263128,0.0598754,0.0325608,0.0900795,0.0164586,0.0176305,0.0319777,0.0310892,0.0330597,0.0164255,0.0162227,0.031231,0.0234613,0.0547684,0.0171519,0.0152626,0.0556925,0.0361313,0,0,0,0,0,0,0,0
258,0.0475638,0,0,0,0,0,0,0,0.020151,0.0262082,0.0193835,0.0236632,0,0.054632,0,0.0377313,0.0266166,0.0467552,0.02825,0.0102717,0.0221353,0.0311883,0.0301106,0.0135242,0.0264666,0.0210279,0.0119041,0,0.00638719,0.0268931,0.0383752,0.0356304,0.0361445,0.0123494,0.0308217,0.0261811,0.0355512,0.0232398,0.063082,0,0,0.0142828,0,0.0290881,0.00737025,0.0360023,0.0402243,0.0263213,0.0598091,0.0325816,0.0902047,0.0165026,0.0176675,0.0318658,0.0312938,0.0330514,0.0165174,0.0162338,0.0311632,0.0232846,0.0551105,0.0173113,0.015408,0.0557693,0.0362365,0,0,0,0,0,0,0,0
259,0.0476766,0,0,0,0,0,0,0,0.0203276,0.0263502,0.019135,0.0236762,0,0.0539722,0,0.0375577,0.0266244,0.0467808,0.0282355,0.010236,0.0221771,0.0311731,0.0300157,0.0133382,0.0261541,0.0209499,0.0120415,0,0.00643988,0.0269298,0.0383055,0.0349888,0.0360822,0.0127779,0.0306724,0.0261564,0.0354859,0.0232261,0.0634256,0,0,0.0142519,0,0.0291494,0.0075861,0.0360392,0.0401609,0.0263514,0.0595742,0.0326665,0.0904182,0.0165935,0.0176509,0.0318948,0.0313994,0.0330056,0.0165553,0.0162511,0.0310874,0.0231773,0.0553568,0.0175262,0.0156699,0.05584,0.0361744,0,0,0,0,0,0,0,0
260,0.0477882,0,0,0,0,0,0,0,0.0200053,0.0265193,0.0187901,0.0236405,0,0.0531896,0,0.037367,0.0265049,0.0468122,0.0282792,0.0101865,0.0221194,0.0311703,0.0298915,0.0131046,0.0261924,0.0208081,0.0117584,0,0.00633143,0.0270181,0.0381763,0.0345967,0.0360342,0.0132045,0.0308787,0.0262597,0.0355116,0.0232284,0.0637914,0,0,0.0142912,0,0.0293387,0.00778815,0.0360556,0.0402288,0.0262964,0.0594531,0.0327278,0.0907026,0.0166074,0.0176121,0.0319627,0.031474,0.0329574,0.0165502,0.0162987,0.0310453,0.0230108,0.0556162,0.0176143,0.0158469,0.0558618,0.0362469,0,0,0,0,0,0,0,0
261,0.0478505,0,0,0,0,0,0,0,0.0193468,0.0267094,0.0184926,0.0236182,0,0.0524667,0,0.0372139,0.0264229,0.0468315,0.0283624,0.010119,0.0219389,0.0312341,0.0297471,0.0128504,0.0264657,0.0206066,0.0115625,0,0.0068731,0.0271145,0.0379851,0.0339925,0.0360003,0.0136495,0.0313442,0.0262738,0.0354836,0.0232658,0.0641924,0,0,0.014346,0,0.0294336,0.00810299,0.0360449,0.0402932,0.0262189,0.0594722,0.0327074,0.0910393,0.016607,0.0175921,0.0320415,0.0315342,0.0329165,0.0165501,0.0163741,0.0310453,0.0228065,0.0559072,0.0178515,0.0160097,0.0558978,0.0364241,0,0,0,0,0,0,0,0
262,0.047926,0,0,0,0,0,0,0,0.019213,0.026864,0.018353,0.0236001,0,0.051764,0,0.0370366,0.0263612,0.0468737,0.0283585,0.0100685,0.0219076,0.0312676,0.029561,0.0127005,0.0266433,0.0205379,0.0118782,0,0.00649508,0.0270904,0.0378693,0.0330394,0.0359603,0.0140725,0.0314972,0.0262653,0.035466,0.0232735,0.064634,0,0,0.0144824,0,0.0295591,0.00850613,0.0360147,0.0403851,0.0261293,0.0594973,0.0327101,0.091476,0.0165505,0.017592,0.0320881,0.0315626,0.032909,0.0165601,0.016436,0.0310496,0.0226599,0.0563304,0.018079,0.0163159,0.0559646,0.0364866,0,0,0,0,0,0,0,0
263,0.0479449,0,0,0,0,0,0,0,0.0192406,0.0270326,0.0183695,0.0235807,0,0.0508972,0,0.0368337,0.0262144,0.0469177,0.0283572,0.0100483,0.0218655,0.0312394,0.0293055,0.0126143,0.0267586,0.0204643,0.0120277,0,0.0065089,0.0271138,0.0378251,0.0323757,0.0358923,0.0144134,0.0314805,0.0263708,0.0354957,0.0232469,0.0650952,0,0,0.0146296,0,0.0298376,0.00902538,0.0359775,0.0405137,0.0260607,0.0594804,0.0326952,0.091945,0.0165389,0.0175922,0.0320946,0.0316031,0.0328732,0.0165767,0.0164646,0.0310183,0.0226254,0.0568052,0.0182429,0.016618,0.0560494,0.0366284,0,0,0,0,0,0,0,0
264,0.0479826,0,0,0,0,0,0,0,0.0192705,0.027145,0.0184422,0.0235688,0,0.0499487,0,0.0366767,0.0262325,0.0469507,0.0284436,0.0100681,0.0217689,0.0311854,0.0290692,0.0125459,0.0267995,0.0203789,0.0118677,0,0.00692758,0.0271879,0.0378882,0.0320498,0.0358035,0.0148543,0.0313957,0.0264096,0.03557,0.0232014,0.0655683,0,0,0.0147221,0,0.0300214,0.00956233,0.0359516,0.0406451,0.0261024,0.0593965,0.0327276,0.092427,0.0164973,0.0176336,0.032082,0.0316129,0.0327766,0.0166285,0.0164777,0.0309961,0.0225179,0.0573153,0.0185012,0.0168979,0.0562286,0.0364739,0,0,0,0,0,0,0,0
265,0.0480374,0,0,0,0,0,0,0,0.0194927,0.0272586,0.018478,0.0235725,0,0.0490576,0,0.0365352,0.0263152,0.046968,0.0286245,0.0101184,0.021733,0.0311633,0.028803,0.012563,0.0266331,0.0203564,0.0118024,0,0.00738032,0.0272433,0.0380642,0.0314008,0.0356973,0.0153092,0.03139,0.0263014,0.0356457,0.0231807,0.065954,0,0,0.0148985,0,0.0300478,0.00995278,0.0359204,0.0407563,0.0261451,0.0593098,0.0327611,0.0929404,0.0164524,0.017662,0.0320413,0.0314955,0.0326911,0.0166771,0.0164595,0.0309662,0.0224267,0.0578111,0.0189325,0.0172679,0.0564455,0.0363163,0,0,0,0,0,0,0,0
266,0.0481302,0,0,0,0,0,0,0,0.0199166,0.0273476,0.0185632,0.0235418,0,0.0480782,0,0.0363917,0.0262739,0.0469945,0.0287648,0.0101717,0.0217563,0.0311236,0.0284494,0.0126447,0.0263321,0.0204117,0.0118541,0,0.00759143,0.0272675,0.0383132,0.0308787,0.0356156,0.0156854,0.0315282,0.0263206,0.0356734,0.0231592,0.0661648,0,0,0.0151486,0,0.0302284,0.0102732,0.0358694,0.0408339,0.0260985,0.0591762,0.0327038,0.0934503,0.0164275,0.0176486,0.0319592,0.0313903,0.0325949,0.0166857,0.016435,0.030905,0.0223382,0.0582936,0.0192233,0.0177096,0.0565937,0.0362885,0,0,0,0,0,0,0,0
267,0.0481797,0,0,0,0,0,0,0,0.0198081,0.0274243,0.0185708,0.0234806,0,0.0471716,0,0.0362299,0.0262166,0.0469958,0.0286937,0.0102195,0.0217327,0.0310736,0.0280664,0.0127396,0.0260842,0.0204331,0.0119142,0,0.00766892,0.0272617,0.0385476,0.0300571,0.0355651,0.0160352,0.0317585,0.0264642,0.0356927,0.0231045,0.0664397,0,0,0.0153957,0,0.0305411,0.0105407,0.0358394,0.0408951,0.0260289,0.0589409,0.0326254,0.0939547,0.0164447,0.0176345,0.03185,0.0312841,0.0324792,0.0166736,0.0164319,0.0308418,0.0223336,0.0588052,0.0192896,0.0180842,0.0567152,0.0363382,0,0,0,0,0,0,0,0
268,0.0482253,0,0,0,0,0,0,0,0.0198013,0.0275349,0.0185486,0.0234118,0,0.0463405,0,0.0361045,0.0261653,0.046985,0.0287345,0.0102661,0.0217542,0.030982,0.0277273,0.0128435,0.0258147,0.0204809,0.0119884,0,0.00777436,0.0272373,0.0387813,0.0292764,0.0355101,0.0163608,0.031704,0.0264565,0.035781,0.0229904,0.0667703,0,0,0.015539,0,0.0306892,0.0108498,0.0358228,0.0410575,0.0259714,0.0587079,0.0325308,0.0944328,0.0163947,0.0176112,0.0317272,0.0311766,0.0323641,0.0166047,0.0164759,0.030828,0.0224574,0.0592548,0.0194673,0.0182231,0.0568378,0.0363583,0,0,0,0,0,0,0,0
269,0.0482889,0,0,0,0,0,0,0,0.01985,0.0276353,0.0180286,0.0233467,0,0.045495,0,0.036027,0.0260749,0.0469752,0.0288959,0.0102896,0.0218329,0.0308845,0.0273921,0.0129214,0.0256598,0.0205371,0.0119496,0,0.0077898,0.0272166,0.0389735,0.0289238,0.0354153,0.0166527,0.0314596,0.0263728,0.0359155,0.0228859,0.0671664,0,0,0.0156948,0,0.0307772,0.0112773,0.0358135,0.0413099,0.025957,0.0585408,0.0324256,0.0948326,0.0163003,0.0175812,0.0316637,0.0311031,0.0323403,0.016499,0.0166021,0.0308948,0.0228288,0.0596455,0.0198403,0.0185756,0.0569583,0.0364237,0,0,0,0,0,0,0,0
270,0.0483568,0,0,0,0,0,0,0,0.0197721,0.0277392,0.0167647,0.0232731,0,0.0446972,0,0.035958,0.0259322,0.0470041,0.0289361,0.0103168,0.0218688,0.0308093,0.0270466,0.0128925,0.0257687,0.0204912,0.0118233,0,0.00773392,0.027292,0.0391662,0.0286139,0.0353095,0.0169063,0.0314666,0.0262789,0.0361052,0.0228187,0.067491,0,0,0.0158602,0,0.0308542,0.0118816,0.0357946,0.0415944,0.0259469,0.0584066,0.0323281,0.0952002,0.0162121,0.0175483,0.0316903,0.0310997,0.0323231,0.0164288,0.0167555,0.0309498,0.022976,0.0600324,0.0203562,0.0190878,0.057087,0.0365136,0,0,0,0,0,0,0,0
271,0.0484685,0,0,0,0,0,0,0,0.0196503,0.0278295,0.016279,0.0232079,0,0.0438586,0,0.0358288,0.0257413,0.0470705,0.0286583,0.0103337,0.0220672,0.0307554,0.0266301,0.0128135,0.025871,0.0204161,0.0117748,0,0.00777782,0.0273596,0.0392567,0.0281802,0.0352649,0.0171397,0.0314473,0.026217,0.0361931,0.0228248,0.0677947,0,0,0.0159891,0,0.0309377,0.0125247,0.0357631,0.0416986,0.0259035,0.0584226,0.0322548,0.0956243,0.0162739,0.0175023,0.0318137,0.0312246,0.0324134,0.0164083,0.0169393,0.0310125,0.0229052,0.0603666,0.0208593,0.0195802,0.057204,0.036784,0,0,0,0,0,0,0,0
272,0.0485409,0,0,0,0,0,0,0,0.0195985,0.0279245,0.0164051,0.023165,0,0.0429323,0,0.0357145,0.0255976,0.0471607,0.0287367,0.0102898,0.0225295,0.0307029,0.0261925,0.0127288,0.0259347,0.0203331,0.0117524,0,0.00783613,0.0273582,0.0391345,0.0276583,0.0352859,0.0174343,0.0312851,0.026344,0.0361558,0.0228536,0.0680475,0,0,0.0161442,0,0.0312111,0.0130822,0.0357167,0.0415739,0.0258899,0.0584649,0.0321969,0.0961666,0.016322,0.0175265,0.031889,0.0313205,0.0324731,0.0164843,0.0170734,0.0310157,0.0227022,0.0607906,0.0210519,0.0199562,0.0573575,0.037175,0,0,0,0,0,0,0,0
273,0.0486013,0,0,0,0,0,0,0,0.0195169,0.0280673,0.0168722,0.02313,0,0.0419227,0,0.0356121,0.0255674,0.0472647,0.0288393,0.0102201,0.0231781,0.0306445,0.0257607,0.0125895,0.0260179,0.0202569,0.0117688,0,0.0078579,0.0273441,0.0389935,0.0270706,0.0352118,0.0177201,0.0310914,0.0266451,0.0361245,0.022852,0.068433,0,0,0.0164026,0,0.0316657,0.0134961,0.0356478,0.0414897,0.0259072,0.0584424,0.0321183,0.0967718,0.0163457,0.0175852,0.0318828,0.0313255,0.0324388,0.0165568,0.0171498,0.0309583,0.0225868,0.0613112,0.0209146,0.020256,0.057563,0.0371694,0,0,0,0,0,0,0,0
