Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,
47,0.0438642,0.0620794,0,0,0,0,0,0,0.0156906,0.0268068,0.024951,0.0164335,0,0.0304265,0,0.0424136,0.0149647,0.0478381,0.0291128,0.00985802,0.0244664,0.020221,0.0231035,0.0131313,0.0242591,0.0221485,0.00956994,0.0146826,0.00639511,0.0243448,0.0340471,0.0273312,0.0400627,0.00812657,0.0294877,0.0257925,0.0361734,0.0162792,0.0862882,0,0,0.0188265,0,0.0263961,0.0205406,0.0346946,0.0422786,0.0240979,0.0593901,0.0212455,0.126034,0.0165533,0.017206,0.0317843,0.0329251,0.0324274,0.0176874,0.019138,0.0319085,0.0217405,0.0731614,0.0138756,0.0129822,0.0781813,0.0481221,0,0,0,0,0,0,0,0
48,0.0435759,0.0622459,0,0,0,0,0,0,0.0156181,0.0268661,0.0249442,0.0164458,0,0.0310532,0,0.0424676,0.0149919,0.0477091,0.0292137,0.00975925,0.0248525,0.0202498,0.0236551,0.0130339,0.0242559,0.0221204,0.00955196,0.0146344,0.00640099,0.0243836,0.0338799,0.0280185,0.0401468,0.00810119,0.0294499,0.0257665,0.0361506,0.0163724,0.0865081,0,0,0.0184195,0,0.0263,0.0202286,0.0347964,0.0424064,0.0241515,0.059307,0.0212225,0.126341,0.0165481,0.0172425,0.0318549,0.0328809,0.0323247,0.0176755,0.0191541,0.0319594,0.0217778,0.0731062,0.0139458,0.0130827,0.0783889,0.0478842,0,0,0,0,0,0,0,0
49,0.0435788,0.0622883,0,0,0,0,0,0,0.0155696,0.0269539,0.0249247,0.0164387,0,0.0316127,0,0.0425223,0.0150317,0.0477857,0.0292597,0.00968247,0.024771,0.0203817,0.0239817,0.0129528,0.0241999,0.0220314,0.00951645,0.0145835,0.00625242,0.0244281,0.0337703,0.028787,0.0402201,0.00803097,0.0294244,0.0257085,0.0360711,0.016476,0.0865908,0,0,0.0179921,0,0.0262059,0.0198695,0.0348011,0.0423455,0.024015,0.0592765,0.0212194,0.126626,0.0165496,0.0172283,0.0318826,0.0328128,0.0323634,0.0176404,0.0191526,0.0319175,0.0218289,0.0729747,0.0140189,0.0131614,0.0784265,0.0478966,0,0,0,0,0,0,0,0
50,0.0435977,0.0623385,0,0,0,0,0,0,0.0154136,0.0270095,0.0250081,0.0164821,0,0.0323517,0,0.0425691,0.0151085,0.0480227,0.0291152,0.00953961,0.0247101,0.0205885,0.0242378,0.0128564,0.0240726,0.0219603,0.00949465,0.014591,0.00608258,0.0244172,0.0336854,0.0291143,0.0403122,0.00792362,0.029435,0.0256428,0.0360338,0.0165817,0.0865764,0,0,0.0176183,0,0.0261035,0.0195841,0.0347618,0.0422685,0.023849,0.0592301,0.0212649,0.126856,0.016489,0.0172169,0.0318922,0.032695,0.032387,0.0176412,0.0192274,0.0318723,0.0219494,0.0728122,0.0140556,0.0132296,0.0784009,0.0480325,0,0,0,0,0,0,0,0
51,0.043433,0.0625332,0,0,0,0,0,0,0.0152529,0.0270294,0.0251387,0.0165787,0,0.033166,0,0.0426177,0.0151048,0.0481357,0.0290795,0.00936945,0.0247852,0.0208603,0.0246713,0.0128092,0.0240828,0.0220125,0.00948909,0.0146512,0.00589609,0.0243204,0.0336403,0.029611,0.0404196,0.00783094,0.0294135,0.0255977,0.0360284,0.0166892,0.0865072,0,0,0.017349,0,0.0260161,0.0194199,0.0347403,0.0423847,0.0238294,0.0591026,0.0213937,0.126952,0.0164164,0.0172772,0.0319314,0.0325587,0.0323385,0.0176625,0.0193184,0.0318629,0.0220544,0.0726204,0.0140803,0.0133016,0.0784029,0.0481875,0,0,0,0,0,0,0,0
52,0.0434093,0.0626078,0,0,0,0,0,0,0.0151238,0.0270454,0.0253239,0.0166174,0,0.0339529,0,0.0427061,0.0151559,0.0481584,0.0291202,0.00921518,0.024873,0.0211502,0.0250376,0.0127741,0.0242993,0.022073,0.00949228,0.0147489,0.00580915,0.024226,0.0336377,0.0303048,0.0405521,0.00774151,0.0293799,0.025556,0.0359869,0.016775,0.0863232,0,0,0.0170662,0,0.0259375,0.0192722,0.0347041,0.0425334,0.0237817,0.0589565,0.0214937,0.127002,0.016365,0.0173387,0.0320025,0.0324983,0.0322873,0.017645,0.0193396,0.0318301,0.0221396,0.072416,0.0140794,0.013291,0.0783323,0.0481541,0,0,0,0,0,0,0,0
53,0.0434286,0.0625031,0,0,0,0,0,0,0.0150629,0.0270635,0.0254828,0.0166061,0,0.0348123,0,0.0427911,0.0153294,0.0481504,0.0291762,0.00908748,0.0249413,0.0213654,0.0252331,0.0127753,0.0244843,0.0221177,0.00947609,0.0148483,0.0057476,0.0241515,0.033652,0.0310321,0.040675,0.00766335,0.0293819,0.025531,0.0359121,0.016869,0.0862781,0,0,0.0166979,0,0.0258789,0.0190885,0.0346726,0.0426412,0.0236831,0.0588397,0.0215435,0.127026,0.0163834,0.0173773,0.0320774,0.032484,0.0322449,0.0176053,0.0193496,0.031782,0.0222565,0.0721649,0.0140159,0.0131909,0.0781589,0.0479293,0,0,0,0,0,0,0,0
54,0.0435235,0.062366,0,0,0,0,0,0,0.0149955,0.0271021,0.0255436,0.0166534,0,0.0357164,0,0.0428525,0.0156396,0.0481345,0.0292749,0.00895716,0.0250213,0.0215435,0.0254922,0.0128093,0.024505,0.0222118,0.00947962,0.0149241,0.00571426,0.0240693,0.0336624,0.031778,0.040781,0.00761062,0.029357,0.0254449,0.035865,0.0169345,0.0863945,0,0,0.0163671,0,0.0257696,0.0188931,0.0346737,0.0427681,0.0236215,0.058687,0.0215844,0.126969,0.016328,0.0173831,0.0321436,0.0324576,0.0322435,0.0175363,0.0194344,0.0317627,0.0224964,0.0718621,0.0139897,0.0132833,0.0779854,0.0476994,0,0,0,0,0,0,0,0
55,0.043448,0.0622373,0,0,0,0,0,0,0.0148721,0.0271585,0.0255866,0.0167746,0,0.0366947,0,0.0429164,0.0158465,0.0481733,0.0292637,0.00881461,0.0251366,0.0216462,0.0258694,0.0128473,0.0243645,0.0223344,0.00949106,0.0149777,0.00584945,0.0239912,0.0336545,0.032524,0.0408807,0.00756659,0.0292722,0.0253905,0.0358618,0.0169443,0.0864946,0,0,0.0161132,0,0.0256883,0.0187336,0.0347085,0.0429491,0.0235466,0.058553,0.0215856,0.126951,0.0162138,0.0173149,0.0321715,0.0323833,0.0321508,0.0173844,0.0194069,0.0317575,0.0225563,0.0716635,0.0139931,0.0136531,0.0778026,0.047659,0,0,0,0,0,0,0,0
56,0.0435016,0.0621306,0,0,0,0,0,0,0.014745,0.0272223,0.0256036,0.0168556,0,0.0377262,0,0.0429937,0.0162623,0.0483106,0.0293818,0.00863229,0.0252653,0.0217712,0.0261553,0.0128542,0.024276,0.0224369,0.00947589,0.0150389,0.00608873,0.0238899,0.0336003,0.0332131,0.0409861,0.00750578,0.0291409,0.0253793,0.0358369,0.0169644,0.0865316,0,0,0.0159205,0,0.0256397,0.0186554,0.0347121,0.0430775,0.023442,0.058493,0.0215732,0.126981,0.0161457,0.0173265,0.0322289,0.0322622,0.0320367,0.0171991,0.0190925,0.0317659,0.0224927,0.071439,0.0139853,0.0136939,0.0775741,0.0476689,0,0,0,0,0,0,0,0
57,0.0436455,0.0620798,0,0,0,0,0,0,0.0147258,0.0272766,0.0256061,0.0169214,0,0.0386916,0,0.0430529,0.0165678,0.0483536,0.0296638,0.00844784,0.0254255,0.0219444,0.0264868,0.0128657,0.0243189,0.0225797,0.00942638,0.0152086,0.00612983,0.0237803,0.0335415,0.0339179,0.0410955,0.00744082,0.0288645,0.0253928,0.0355773,0.0170713,0.0865693,0,0,0.0157355,0,0.025606,0.0185981,0.03467,0.0431154,0.0233671,0.058156,0.0215771,0.126957,0.0160886,0.0174208,0.0323439,0.0321995,0.0319106,0.0170283,0.0189479,0.0317502,0.0223222,0.0711239,0.0139294,0.0133182,0.0773456,0.0477939,0,0,0,0,0,0,0,0
58,0.0437548,0.0620688,0,0,0,0,0,0,0.0147439,0.0273133,0.0256671,0.0170249,0,0.039676,0,0.0431328,0.0167548,0.0483297,0.0297668,0.00830874,0.025674,0.0221097,0.026851,0.0129156,0.0244305,0.0227071,0.0093819,0.0153948,0.00593734,0.0237117,0.0335992,0.0346092,0.0412226,0.00734964,0.0285113,0.0253022,0.0352579,0.0172453,0.0865606,0,0,0.0156444,0,0.025483,0.0185542,0.0346249,0.0430904,0.023338,0.0576134,0.021583,0.126918,0.0160506,0.0175271,0.032457,0.0322239,0.0316967,0.0168655,0.0189252,0.0317044,0.0221595,0.0707384,0.0139389,0.013259,0.0771525,0.0477464,0,0,0,0,0,0,0,0
59,0.0438073,0.0620647,0,0,0,0,0,0,0.0147518,0.0273306,0.0257397,0.0171797,0,0.0405589,0,0.0432212,0.0168861,0.0483215,0.0296992,0.00825982,0.0257984,0.02228,0.0272522,0.0129344,0.0246404,0.022831,0.00938202,0.0154668,0.00589891,0.0236658,0.0337416,0.0353064,0.0413488,0.00720294,0.0283771,0.0252062,0.0350692,0.0174859,0.0866329,0,0,0.0155979,0,0.0253586,0.0185285,0.0346071,0.0431097,0.0233062,0.057082,0.0215879,0.126883,0.0160131,0.0176065,0.0325774,0.0322651,0.031392,0.0167082,0.0189225,0.0316023,0.022196,0.0703394,0.0140306,0.013533,0.0769429,0.047715,0,0,0,0,0,0,0,0
60,0.0437956,0.062118,0,0,0,0,0,0,0.0147396,0.0273504,0.0257083,0.0174165,0,0.0413724,0,0.0433104,0.0171243,0.0483067,0.0297294,0.008272,0.0258403,0.0224962,0.027714,0.0129192,0.0247839,0.0228788,0.00941082,0.0154713,0.0059512,0.0236344,0.0339273,0.0360115,0.0414925,0.00703783,0.028271,0.025144,0.0347646,0.0177238,0.0866823,0,0,0.0155314,0,0.0252601,0.0185509,0.0345715,0.0429734,0.0233055,0.0565195,0.0216149,0.126838,0.0160227,0.01771,0.0327769,0.0322559,0.0310944,0.0165684,0.0189067,0.0314152,0.0223143,0.0699643,0.0141296,0.013977,0.0767596,0.047748,0,0,0,0,0,0,0,0
61,0.0437491,0.0620753,0,0,0,0,0,0,0.0147457,0.0273874,0.0255892,0.0176273,0,0.0421399,0,0.0433892,0.0174035,0.0483483,0.0298399,0.00821848,0.02585,0.0226617,0.0280202,0.012926,0.0248927,0.0228737,0.00942577,0.015531,0.00602686,0.0235964,0.034116,0.0367033,0.0416452,0.00687409,0.0281166,0.0250859,0.0343041,0.0179197,0.0867063,0,0,0.0153791,0,0.0251603,0.0185768,0.0344694,0.0427028,0.0232542,0.0558555,0.0215984,0.126782,0.0160574,0.0178542,0.0329555,0.0322176,0.030709,0.0164316,0.0188483,0.0311719,0.0223375,0.0695913,0.0142342,0.0141189,0.0764893,0.047606,0,0,0,0,0,0,0,0
62,0.0437984,0.062014,0,0,0,0,0,0,0.0148187,0.0274432,0.0255491,0.0178321,0,0.0429555,0,0.0434182,0.0176853,0.0483874,0.0298929,0.00813208,0.025877,0.022818,0.0281606,0.0129468,0.0248605,0.0229011,0.0094157,0.0156494,0.00611635,0.0235372,0.0342625,0.0373854,0.0417361,0.00675115,0.0277402,0.0250419,0.0338566,0.0180968,0.0866233,0,0,0.0152177,0,0.0250701,0.0186596,0.0343432,0.0423828,0.0232138,0.0552675,0.0215963,0.126652,0.0160793,0.018023,0.0330981,0.0322054,0.0303258,0.0163282,0.0186917,0.0308733,0.0223336,0.0692195,0.0143197,0.0139869,0.0762385,0.0475709,0,0,0,0,0,0,0,0
63,0.0439765,0.061942,0,0,0,0,0,0,0.0149511,0.0275161,0.0255909,0.0180032,0,0.0438028,0,0.0434394,0.0179796,0.0484303,0.0298857,0.00801338,0.0259636,0.0230535,0.0283175,0.0129695,0.024664,0.0230027,0.0094117,0.0158267,0.00621467,0.0234201,0.0344448,0.0380298,0.0417707,0.00666558,0.0274122,0.0250116,0.0333271,0.0182738,0.0863824,0,0,0.0150905,0,0.0250104,0.0187389,0.0342284,0.0419772,0.023179,0.0546542,0.0216553,0.126513,0.0160203,0.0182296,0.0332688,0.0321617,0.0299762,0.0162489,0.0186237,0.030521,0.0224191,0.0688295,0.0143613,0.0138945,0.0759884,0.0476902,0,0,0,0,0,0,0,0
64,0.0443572,0.0619039,0,0,0,0,0,0,0.0150795,0.0275595,0.0256801,0.0182753,0,0.0446726,0,0.0435497,0.0183739,0.0484634,0.0298376,0.00790906,0.0260879,0.0233946,0.0285612,0.0130391,0.0246201,0.0231581,0.00941863,0.0160354,0.00631269,0.0232868,0.0346677,0.0386551,0.04178,0.00654528,0.0271631,0.0249882,0.0328783,0.0184914,0.086172,0,0,0.0150231,0,0.0249624,0.0187668,0.034138,0.0416652,0.0231819,0.0539826,0.0217713,0.126381,0.0159535,0.018421,0.0334177,0.0321227,0.0297259,0.0161484,0.0185319,0.0301442,0.0225409,0.0685429,0.0143588,0.0138862,0.0757785,0.0475024,0,0,0,0,0,0,0,0
65,0.0448292,0.0618449,0,0,0,0,0,0,0.01524,0.0275348,0.0256952,0.0186232,0,0.0455254,0,0.0437895,0.0188709,0.0485379,0.029878,0.00784954,0.0261947,0.0237243,0.0287623,0.0131542,0.0247327,0.0233365,0.00941474,0.0162544,0.00644939,0.0231349,0.0349264,0.0392502,0.0418711,0.00628642,0.0268723,0.0249305,0.032319,0.0187599,0.0861252,0,0,0.0149713,0,0.0248852,0.0187657,0.0340463,0.041196,0.0231206,0.0532825,0.0218516,0.126199,0.0159948,0.0185817,0.033537,0.0320614,0.0295011,0.0160319,0.0183597,0.029678,0.02265,0.0682552,0.0144381,0.0139648,0.0754925,0.0472776,0,0,0,0,0,0,0,0
66,0.0450488,0.0617752,0,0,0,0,0,0,0.0153497,0.0274872,0.0257284,0.0188718,0,0.0464836,0,0.0438576,0.0191361,0.0486515,0.0299892,0.00784228,0.02634,0.023994,0.0288088,0.0133038,0.0248092,0.0235377,0.00939028,0.01646,0.00656237,0.0229729,0.035139,0.03984,0.0420758,0.00594833,0.0264278,0.0248937,0.0315222,0.0189897,0.0862233,0,0,0.0149581,0,0.0248168,0.0188346,0.0339473,0.040489,0.0230215,0.0525591,0.0218466,0.125989,0.0160193,0.018708,0.033645,0.0319848,0.0292223,0.0159145,0.0181591,0.0291171,0.0225474,0.0679461,0.0146035,0.0140776,0.0750802,0.0470991,0,0,0,0,0,0,0,0
67,0.0449671,0.0617025,0,0,0,0,0,0,0.0154652,0.0274655,0.0258048,0.0190477,0,0.0475176,0,0.0439399,0.0192205,0.0487638,0.0300851,0.00785755,0.0264805,0.0242257,0.0289989,0.0134721,0.0248308,0.0237398,0.00934864,0.0166774,0.00668386,0.0228228,0.0353007,0.0405133,0.0422312,0.00573424,0.0259266,0.0248872,0.0307998,0.0191557,0.0862197,0,0,0.0149858,0,0.0247778,0.018956,0.0338422,0.0398326,0.023004,0.0518304,0.0218027,0.125808,0.0159968,0.0188646,0.0337625,0.0319275,0.0289555,0.0157403,0.0179246,0.0285684,0.0224391,0.0676635,0.0147935,0.0143674,0.074751,0.0469372,0,0,0,0,0,0,0,0
68,0.0450552,0.0615874,0,0,0,0,0,0,0.0155864,0.0274756,0.0259664,0.0193181,0,0.0485513,0,0.0440614,0.0195217,0.0488331,0.0301506,0.0079182,0.0265932,0.0243586,0.0291544,0.0136246,0.0248382,0.0238848,0.00937007,0.0168799,0.00683307,0.0226916,0.0354774,0.0412024,0.0423498,0.00563488,0.0253619,0.0249473,0.0300816,0.0193408,0.0861741,0,0,0.0150535,0,0.0248219,0.0191386,0.0337399,0.0390997,0.0230165,0.050949,0.02169,0.125669,0.0160118,0.0190222,0.033838,0.0319505,0.0286133,0.0155083,0.0176382,0.0280075,0.0220177,0.0674057,0.0150474,0.0149427,0.0744771,0.0467587,0,0,0,0,0,0,0,0
69,0.0451422,0.0614962,0,0,0,0,0,0,0.0156777,0.0275012,0.0260803,0.0197061,0,0.0495273,0,0.0441679,0.0199278,0.0488384,0.0302376,0.00798109,0.02667,0.0244994,0.0293023,0.0137609,0.0248368,0.023966,0.00938117,0.0171244,0.00697747,0.0225681,0.035706,0.0419029,0.0424839,0.00553558,0.0247252,0.0249455,0.0293563,0.0195589,0.0861656,0,0,0.0151275,0,0.0248081,0.0193142,0.0336321,0.0384687,0.0230436,0.0499952,0.0215487,0.125598,0.0160392,0.0191673,0.0338885,0.0320138,0.0280753,0.015169,0.0173435,0.0274666,0.0215191,0.0672251,0.0152705,0.0153428,0.0743024,0.0465303,0,0,0,0,0,0,0,0
70,0.0451383,0.0614796,0,0,0,0,0,0,0.0156976,0.0275401,0.026144,0.0200414,0,0.0504128,0,0.0442309,0.0203531,0.0487894,0.0303642,0.00807743,0.0267359,0.0246187,0.0294019,0.0138853,0.0247402,0.024049,0.00937394,0.0173552,0.00710459,0.0224693,0.0359586,0.0425306,0.0426111,0.00543661,0.0240399,0.0249031,0.0285884,0.0198884,0.0861325,0,0,0.0152122,0,0.0247463,0.0194155,0.0335456,0.0378495,0.0230875,0.0489949,0.0213794,0.125544,0.0160577,0.0192878,0.0339442,0.0320778,0.027595,0.014759,0.0170153,0.026968,0.0209066,0.0670321,0.0154206,0.0152734,0.0741937,0.0464362,0,0,0,0,0,0,0,0
71,0.0451407,0.0614563,0,0,0,0,0,0,0.0157042,0.0275639,0.0262006,0.02037,0,0.0511991,0,0.0442771,0.0207108,0.0487368,0.0304984,0.00819095,0.0268328,0.0246474,0.0294585,0.0140033,0.0246024,0.0241718,0.0093804,0.0175826,0.00721181,0.0223503,0.0361115,0.0429959,0.0427264,0.00532247,0.0233365,0.0248456,0.0277868,0.0203677,0.0859758,0,0,0.0152431,0,0.0246819,0.0194391,0.0334455,0.037152,0.0230962,0.0479996,0.0211897,0.125485,0.016115,0.01939,0.0340276,0.0320564,0.0272573,0.0143068,0.0166299,0.026517,0.0202518,0.066784,0.0154551,0.0152308,0.074031,0.0461826,0,0,0,0,0,0,0,0
72,0.0451703,0.0614086,0,0,0,0,0,0,0.015738,0.0275669,0.0262586,0.0207512,0,0.051923,0,0.0443523,0.020988,0.0486739,0.0306864,0.00828839,0.0269519,0.0247112,0.0296887,0.014114,0.0246509,0.0243016,0.00943515,0.0177953,0.00736254,0.0222011,0.0361902,0.0434902,0.0428375,0.00521263,0.0225886,0.024796,0.0270757,0.0208138,0.0858003,0,0,0.0152953,0,0.0246261,0.0195006,0.0333849,0.0365739,0.0231529,0.0468644,0.0210278,0.125347,0.0162177,0.0195182,0.0341004,0.0320588,0.0270522,0.0138392,0.0162429,0.0261104,0.0193884,0.0665871,0.0155091,0.0153719,0.0738532,0.0459882,0,0,0,0,0,0,0,0
73,0.0451674,0.0613412,0,0,0,0,0,0,0.0157346,0.0275445,0.0263422,0.0211615,0,0.0526553,0,0.0444156,0.021178,0.0486084,0.0308524,0.00836974,0.027092,0.0248738,0.029888,0.0142222,0.0246973,0.0244261,0.00947064,0.0180346,0.00756813,0.0220284,0.0362022,0.0439987,0.0429563,0.00511562,0.0216799,0.0247982,0.0263576,0.0212596,0.0856618,0,0,0.0153568,0,0.0246155,0.0196362,0.0334209,0.036138,0.0232557,0.0456956,0.0208953,0.1251,0.0163306,0.0196509,0.0341397,0.0321751,0.0266656,0.0133568,0.0158613,0.025772,0.0182544,0.0663979,0.0156239,0.0153096,0.0736607,0.0457255,0,0,0,0,0,0,0,0
74,0.0448932,0.0612649,0,0,0,0,0,0,0.0157082,0.027526,0.0264545,0.0215509,0,0.0534249,0,0.0444643,0.0213844,0.0485792,0.030982,0.00845001,0.0272366,0.0250966,0.0301088,0.014333,0.0247226,0.0245635,0.00949629,0.0183505,0.00777319,0.0218524,0.0361311,0.0444474,0.0430439,0.00499631,0.0206478,0.0247235,0.0256849,0.0217576,0.0855814,0,0,0.0154137,0,0.0245204,0.0198225,0.0335374,0.0356509,0.0233953,0.044569,0.0207575,0.124852,0.0163304,0.0197925,0.0341826,0.0324139,0.0261692,0.0128597,0.0154874,0.0255086,0.0168952,0.0661672,0.0157479,0.0151756,0.0734608,0.0453723,0,0,0,0,0,0,0,0
75,0.0445356,0.0611514,0,0,0,0,0,0,0.0157731,0.0275264,0.0265593,0.0219368,0,0.0540132,0,0.0445357,0.0216062,0.0485609,0.0310432,0.00851149,0.0273461,0.0253239,0.030301,0.0144179,0.0247097,0.0247142,0.00949743,0.0186222,0.00796898,0.021691,0.0360112,0.0448023,0.0431103,0.00485566,0.0198195,0.0246301,0.025236,0.0222632,0.0853503,0,0,0.0154787,0,0.0244142,0.0199923,0.033639,0.0352999,0.023508,0.0434374,0.0206099,0.124636,0.016395,0.0199121,0.0342413,0.0326444,0.0257743,0.0123555,0.0151592,0.0253508,0.0155199,0.0658895,0.0158979,0.0151976,0.0732897,0.0450628,0,0,0,0,0,0,0,0
76,0.0443965,0.0610903,0,0,0,0,0,0,0.0158978,0.0275118,0.0267459,0.0223124,0,0.0546062,0,0.0446179,0.0219196,0.048513,0.0310951,0.00855208,0.0275178,0.0254656,0.0305238,0.0144873,0.0246925,0.0249342,0.00953651,0.0188666,0.00815242,0.0215391,0.0359241,0.0451284,0.0432314,0.00471402,0.0193575,0.0246194,0.0249197,0.0226926,0.0850644,0,0,0.015583,0,0.0244033,0.0201115,0.0336953,0.0351336,0.0236238,0.0423006,0.020482,0.12446,0.0164164,0.0200349,0.0342297,0.032705,0.0254842,0.0119238,0.0148747,0.0252611,0.0145477,0.0656081,0.0160942,0.0153854,0.0731361,0.0446822,0,0,0,0,0,0,0,0
77,0.0442488,0.0611102,0,0,0,0,0,0,0.015972,0.0274997,0.0269133,0.0226632,0,0.0551897,0,0.0447297,0.0222224,0.0484395,0.031142,0.00854159,0.0277093,0.025628,0.0306222,0.0145486,0.0247041,0.0251776,0.00961647,0.0190952,0.00830006,0.0213824,0.0357937,0.0455085,0.0433841,0.0045745,0.0192748,0.0246641,0.0247339,0.0231005,0.0849265,0,0,0.0156971,0,0.0244478,0.0201793,0.0336929,0.0351348,0.0237415,0.0412218,0.0204017,0.124205,0.0163205,0.0201359,0.0341626,0.0326541,0.0251504,0.0116102,0.0145986,0.0252502,0.0145261,0.0652505,0.0163135,0.0156091,0.0729926,0.0442899,0,0,0,0,0,0,0,0
78,0.0439613,0.0611485,0,0,0,0,0,0,0.0157985,0.0274988,0.0270065,0.022973,0,0.0557605,0,0.0448472,0.0224445,0.0484276,0.0312166,0.00849649,0.0278916,0.0258425,0.0308861,0.0145981,0.0247215,0.0253864,0.00971262,0.0193147,0.00844456,0.0212242,0.0355686,0.0459016,0.0435056,0.00443535,0.0192726,0.0246895,0.0244779,0.0235323,0.0849008,0,0,0.0157948,0,0.0244603,0.0202496,0.0336664,0.0351353,0.0239485,0.0403372,0.0203914,0.123925,0.0162206,0.0202325,0.0340212,0.0326046,0.0247014,0.0114373,0.0143939,0.0253389,0.0148763,0.0648653,0.0165379,0.0158124,0.0728871,0.0439226,0,0,0,0,0,0,0,0
79,0.0437684,0.0611363,0,0,0,0,0,0,0.0155133,0.027489,0.0271771,0.0231966,0,0.0562007,0,0.0449266,0.0224873,0.0484631,0.0313064,0.0084278,0.0280536,0.0260279,0.0311004,0.0146421,0.024745,0.0255566,0.0097925,0.0195177,0.0086242,0.0210469,0.0353499,0.0461473,0.0435765,0.00427272,0.0192273,0.024673,0.024247,0.0239834,0.0846622,0,0,0.0158574,0,0.0244402,0.0203615,0.0336197,0.0351412,0.0241648,0.0397276,0.0203724,0.123647,0.0161565,0.0202661,0.033817,0.0324979,0.0244195,0.011352,0.0141852,0.0255099,0.0152994,0.0645672,0.0167196,0.0159243,0.0727273,0.0435469,0,0,0,0,0,0,0,0
80,0.0437025,0.0611507,0,0,0,0,0,0,0.0151414,0.027441,0.0275062,0.0234394,0,0.0566791,0,0.0449179,0.0225527,0.0484899,0.031396,0.00837045,0.0282501,0.02617,0.0312789,0.0146886,0.0248992,0.0257452,0.00989726,0.0197764,0.00877042,0.0208723,0.0351268,0.0463092,0.0436664,0.00406774,0.0189204,0.0246321,0.0240718,0.024374,0.0842766,0,0,0.0159458,0,0.0244023,0.020521,0.0335883,0.0352524,0.024395,0.0391819,0.0203421,0.123439,0.0160759,0.0201981,0.0335496,0.0323005,0.0244883,0.0112246,0.0140766,0.0257979,0.0153459,0.0643993,0.0168908,0.0158404,0.0725641,0.0433536,0,0,0,0,0,0,0,0
81,0.0437374,0.0610903,0,0,0,0,0,0,0.0147922,0.0274034,0.0277429,0.0236695,0,0.0570458,0,0.0449755,0.022648,0.0485106,0.03142,0.008332,0.0284406,0.026317,0.0313993,0.0146909,0.0250174,0.0259143,0.0100281,0.0200449,0.00890796,0.020723,0.0349848,0.0466587,0.0437783,0.00393261,0.0187245,0.0245993,0.0239656,0.0247418,0.0839672,0,0,0.0160158,0,0.0243746,0.0206628,0.0335158,0.0353755,0.0245884,0.0386551,0.0202904,0.123182,0.0157814,0.0200733,0.0332015,0.0320246,0.0244117,0.0111225,0.0138328,0.026053,0.0153389,0.0642346,0.0170415,0.0157973,0.0723316,0.0431153,0,0,0,0,0,0,0,0
82,0.0437131,0.0610122,0,0,0,0,0,0,0.0145565,0.0274098,0.0278838,0.0239099,0,0.0573676,0,0.0451271,0.0228368,0.0485345,0.0314334,0.00830689,0.0286261,0.0264582,0.0313818,0.0146808,0.0250361,0.0260614,0.0101726,0.0202386,0.00903917,0.0206048,0.0348198,0.0472419,0.0438834,0.00385578,0.0188184,0.0245796,0.0239395,0.0250606,0.0837073,0,0,0.0160341,0,0.024361,0.0207507,0.0334107,0.0355149,0.0248244,0.0382018,0.0202926,0.122858,0.0155616,0.0199536,0.0328422,0.0317241,0.0241682,0.0110981,0.0137023,0.0262288,0.0154229,0.0639807,0.017189,0.0160148,0.0720722,0.042795,0,0,0,0,0,0,0,0
83,0.0435923,0.0609478,0,0,0,0,0,0,0.014352,0.0274562,0.0279408,0.0241492,0,0.0577546,0,0.0453124,0.0231358,0.048574,0.0314837,0.00826445,0.0287962,0.0266437,0.0313516,0.0147429,0.0249695,0.0261921,0.0102995,0.0203622,0.00916684,0.0205028,0.0346096,0.0475213,0.0439969,0.00375049,0.0191102,0.0245842,0.0240904,0.0253263,0.083478,0,0,0.0160488,0,0.0243639,0.0207738,0.0333305,0.0357986,0.0251129,0.038061,0.020306,0.122518,0.0154552,0.0198503,0.0325857,0.0314384,0.0241042,0.0111529,0.0139951,0.0263668,0.0152308,0.0636793,0.017372,0.0162269,0.0718382,0.0424191,0,0,0,0,0,0,0,0
84,0.043477,0.0608767,0,0,0,0,0,0,0.0141812,0.0274598,0.0278854,0.024304,0,0.0581977,0,0.0454293,0.02348,0.0486522,0.0316305,0.00821319,0.0289426,0.0268128,0.0313772,0.0149488,0.0250292,0.0263043,0.0104358,0.0205602,0.00933346,0.0203791,0.0344494,0.0476159,0.0441076,0.00360757,0.019181,0.0246088,0.0243737,0.0256002,0.0833439,0,0,0.0161217,0,0.024389,0.0208487,0.0332765,0.0360961,0.0253923,0.038399,0.0202567,0.122146,0.0152551,0.0197343,0.0325152,0.0311418,0.0240442,0.0112662,0.014177,0.0263832,0.014619,0.0633116,0.0175923,0.0164056,0.0715848,0.0421235,0,0,0,0,0,0,0,0
