Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,x74,x75,REAR
758,0.0179272,0.0153707,0,0,0,0,0,0,0.0305907,0.0232929,0.00905545,0.00253187,0,0,0.0373743,0,0.0416809,0.015369,0.0446374,0.0149138,0.00847169,0.0110169,0.00314728,0.0238592,0.00643879,0.0260152,0.010079,0.0149495,0.0094448,0.00685884,0.0255466,0.0202837,0.0332572,0.0361898,0.007251,0.00591062,0.0236487,0.00663433,0.00193705,0.028026,0,0.0526,0,0.0327165,0.0271611,0.0328615,0.0126262,0.0224297,0.00319961,0.0053142,0.0203753,0.00263207,0.0125628,0.00315358,0.00284617,0.00568132,0.0187175,0.00412197,0.00828594,0.00896198,0.0290136,0.00960039,0.00844309,0.0141577,0.0168919,0,0,0,0,0,0,0,0,0,0
759,0.0174217,0.0148561,0,0,0,0,0,0,0.0306177,0.0232709,0.00910502,0.00239313,0,0,0.0361664,0,0.0416147,0.0148746,0.0446114,0.0149147,0.00854527,0.0110825,0.00299748,0.0232966,0.00651103,0.0259666,0.0101105,0.0149984,0.00940953,0.00687093,0.0255408,0.020207,0.0322065,0.036347,0.00720943,0.00605083,0.0237398,0.00662669,0.00181198,0.0274219,0,0.0514494,0,0.0326407,0.0266707,0.0328595,0.012668,0.0224462,0.0033464,0.00512758,0.0196946,0.00260134,0.0126095,0.00312413,0.00281835,0.00580684,0.0187681,0.00417024,0.00837021,0.0091799,0.0285249,0.00956273,0.00838417,0.0139984,0.0165202,0,0,0,0,0,0,0,0,0,0
760,0.0168828,0.0141968,0,0,0,0,0,0,0.0306395,0.0232505,0.00912758,0.00228308,0,0,0.0347534,0,0.0414993,0.014343,0.0445263,0.0147777,0.00854909,0.0111813,0.00286569,0.0227712,0.00656186,0.0258564,0.010287,0.0151418,0.00948905,0.00693825,0.0256519,0.0201217,0.0309917,0.0364413,0.00716597,0.0060849,0.0238382,0.00653628,0.00169221,0.0266231,0,0.0509467,0,0.0326769,0.0263489,0.0329366,0.0125711,0.0224969,0.00345336,0.00497312,0.0186997,0.00255945,0.0127483,0.00304077,0.0027789,0.00589612,0.0188185,0.00418395,0.00838112,0.00936768,0.0278731,0.00750407,0.00695275,0.0136365,0.0160931,0,0,0,0,0,0,0,0,0,0
761,0.0169019,0.0141895,0,0,0,0,0,0,0.0306427,0.0232438,0.0090562,0.0020117,0,0,0.0333747,0,0.041443,0.0137488,0.0445346,0.0145962,0.00880253,0.0113709,0.00237312,0.0222459,0.0066854,0.0257028,0.0105516,0.0151001,0.00964433,0.00693668,0.0257889,0.0200727,0.0300097,0.0365799,0.0070467,0.00618531,0.0238496,0.00646895,0.00146276,0.0266242,0,0.0494163,0,0.0324666,0.0256339,0.032976,0.0125013,0.0225161,0.00350762,0.00445863,0.0192377,0.0025538,0.012767,0.00297759,0.00278631,0.00593217,0.0188877,0.00420105,0.00838891,0.00950994,0.0276388,0.00802447,0.00732196,0.0139296,0.0161822,0,0,0,0,0,0,0,0,0,0
762,0.0165183,0.0136621,0,0,0,0,0,0,0.0305122,0.0232018,0.00904727,0.00181481,0,0,0.0322549,0,0.0413748,0.0131898,0.0445072,0.0146121,0.00889807,0.011428,0.00219376,0.0215469,0.00673423,0.0256395,0.0106499,0.0151263,0.00970171,0.00694982,0.025845,0.0199899,0.0291665,0.036654,0.00689047,0.00635272,0.0238853,0.00650909,0.00135829,0.0260216,0,0.0477978,0,0.0323837,0.0249684,0.032987,0.0125452,0.0225292,0.00353982,0.00422195,0.0189257,0.00261232,0.0127202,0.0030218,0.00287939,0.00599071,0.0189934,0.00426789,0.00846177,0.00965892,0.0270485,0.00819547,0.00737469,0.0137387,0.0159721,0,0,0,0,0,0,0,0,0,0
763,0.0161433,0.0131152,0,0,0,0,0,0,0.0304557,0.0232075,0.00913532,0.00171634,0,0,0.0310611,0,0.0414027,0.0126091,0.0445214,0.0147601,0.00897256,0.0114696,0.0020229,0.0207833,0.00668218,0.0256676,0.0106849,0.0151065,0.00969892,0.00695693,0.0258135,0.0198321,0.0281798,0.0368249,0.00677358,0.00651448,0.0239203,0.00662753,0.00130178,0.0254646,0,0.0462593,0,0.0323033,0.0241555,0.0329806,0.0126915,0.022552,0.00361019,0.00399262,0.0186056,0.00268753,0.0127826,0.0031804,0.00299078,0.00606325,0.0190823,0.00432142,0.00859318,0.00981763,0.0265392,0.00828828,0.00739272,0.0135048,0.0160463,0,0,0,0,0,0,0,0,0,0
764,0.0157319,0.0125721,0,0,0,0,0,0,0.0304592,0.0232051,0.00921392,0.00165635,0,0,0.0298428,0,0.0413751,0.0120207,0.0445565,0.0148327,0.00906181,0.0115591,0.00191572,0.0199719,0.00662812,0.0256746,0.0107547,0.01488,0.00968062,0.00697617,0.0257984,0.0196534,0.0270934,0.036958,0.00664782,0.00669293,0.0239543,0.00658266,0.00127232,0.0249277,0,0.0447954,0,0.0322196,0.0234467,0.0330271,0.0126733,0.0225953,0.00365273,0.00379475,0.0183467,0.00270116,0.0129713,0.00335382,0.00304141,0.00607781,0.0190606,0.0042837,0.00864073,0.0100796,0.0260576,0.00838864,0.00744778,0.0133041,0.0159712,0,0,0,0,0,0,0,0,0,0
765,0.0157813,0.0125918,0,0,0,0,0,0,0.0303491,0.0232036,0.0092061,0.00162291,0,0,0.0285696,0,0.0413243,0.0114173,0.0446885,0.0149583,0.0092284,0.0117416,0.00171791,0.0191719,0.00666622,0.0256091,0.0108636,0.0147396,0.0096952,0.00698397,0.0257943,0.0195341,0.0259836,0.0370718,0.00641885,0.0067586,0.0237795,0.00646415,0.00121917,0.0250576,0,0.0407795,0,0.0320552,0.0218588,0.0330572,0.012559,0.0226411,0.00372569,0.00348847,0.0194987,0.00268989,0.0132395,0.003309,0.00299923,0.00612579,0.0190818,0.00425979,0.00863809,0.0102971,0.0254994,0.0127868,0.0101161,0.0135288,0.0162217,0,0,0,0,0,0,0,0,0,0
766,0.0153679,0.0122357,0,0,0,0,0,0,0.0303003,0.023208,0.00908148,0.00167632,0,0,0.0272016,0,0.0413296,0.0108404,0.0447537,0.0150174,0.00927197,0.0117966,0.0017919,0.0182495,0.00668704,0.025613,0.010883,0.0148517,0.0096765,0.0069905,0.0258121,0.0195342,0.0249871,0.0372637,0.00617098,0.0067117,0.0237264,0.0063889,0.00128644,0.0246849,0,0.0391935,0,0.0319567,0.0213751,0.0330307,0.0124598,0.0226523,0.00386272,0.00340726,0.0196677,0.00275246,0.0133335,0.00315435,0.00298965,0.00623143,0.0191726,0.00432224,0.00864394,0.0102879,0.0250533,0.012752,0.0102806,0.0133251,0.0159236,0,0,0,0,0,0,0,0,0,0
767,0.0144522,0.0112454,0,0,0,0,0,0,0.0303299,0.0232115,0.00897495,0.00172218,0,0,0.0257424,0,0.0413424,0.0102399,0.0448049,0.0150163,0.00921235,0.0117539,0.00178962,0.0172641,0.00665777,0.0256395,0.0108581,0.0151449,0.00966823,0.00699758,0.0258197,0.0196468,0.023918,0.0374632,0.00600852,0.00656592,0.0238598,0.00632855,0.00141736,0.0235887,0,0.0400044,0,0.0319238,0.0217354,0.0329471,0.0122883,0.0226211,0.00404338,0.003504,0.0183379,0.00287899,0.0131456,0.00309491,0.00304087,0.00633816,0.0194222,0.00444981,0.00863685,0.0100084,0.024687,0.00855265,0.0077823,0.0124029,0.0149965,0,0,0,0,0,0,0,0,0,0
768,0.0140013,0.0108962,0,0,0,0,0,0,0.0302832,0.0232058,0.00915801,0.00175838,0,0,0.0244288,0,0.0413282,0.00969459,0.0446944,0.0149643,0.00922851,0.01183,0.00179249,0.0162919,0.00657998,0.0256319,0.0108633,0.0152671,0.00959941,0.0069689,0.0258131,0.0196023,0.0226754,0.0376327,0.00586872,0.00663378,0.0238459,0.0061451,0.00149855,0.0230911,0,0.0383398,0,0.0318283,0.0208732,0.0329466,0.0120154,0.0226803,0.00411431,0.00353852,0.0183949,0.00296828,0.0129392,0.00318534,0.00310228,0.00624618,0.0197206,0.00437541,0.00852346,0.0100107,0.0240742,0.00850028,0.00773529,0.0121492,0.014738,0,0,0,0,0,0,0,0,0,0
769,0.0141054,0.0111836,0,0,0,0,0,0,0.0301197,0.0231822,0.00932924,0.00182024,0,0,0.0232536,0,0.0412952,0.00915889,0.0444768,0.014864,0.00930883,0.0121645,0.00203044,0.0153347,0.00656975,0.0255858,0.0109685,0.014976,0.00949289,0.00695256,0.02584,0.0193074,0.0214676,0.0377348,0.00570564,0.00662725,0.0236853,0.00588685,0.00151387,0.0233675,0,0.0346747,0,0.0316703,0.0190562,0.0329711,0.0116816,0.0227637,0.00421364,0.00347432,0.0201178,0.00299506,0.0129343,0.00319332,0.00308961,0.00619045,0.0198406,0.00425742,0.00837094,0.0100614,0.0234149,0.0121705,0.00975853,0.0125975,0.0152326,0,0,0,0,0,0,0,0,0,0
770,0.0137294,0.0108548,0,0,0,0,0,0,0.0300649,0.0231607,0.00945324,0.00185802,0,0,0.0219661,0,0.0412525,0.00861377,0.0444112,0.0148289,0.00932647,0.0123092,0.00247052,0.0143452,0.00663437,0.025516,0.0110409,0.0145191,0.00944822,0.00695087,0.0258652,0.0190717,0.0202019,0.0378731,0.00559861,0.00657422,0.0237015,0.00558963,0.00160656,0.0229173,0,0.0332503,0,0.0315645,0.0182271,0.0330013,0.0113127,0.0228296,0.00437329,0.00338952,0.0202625,0.00299674,0.0130793,0.00310713,0.00303338,0.00622398,0.0198476,0.0042209,0.00826089,0.010116,0.0229687,0.0122198,0.00956702,0.0124042,0.0152079,0,0,0,0,0,0,0,0,0,0
771,0.0133633,0.0105409,0,0,0,0,0,0,0.0301198,0.0231865,0.00966328,0.00190354,0,0,0.0207378,0,0.0412285,0.00813904,0.0444841,0.0148921,0.00935732,0.012389,0.00208329,0.0132766,0.00661982,0.0255357,0.0110466,0.0144283,0.00950127,0.00691784,0.0258366,0.0191555,0.0189418,0.0380322,0.00547771,0.00654373,0.0237206,0.00543803,0.00167947,0.0224529,0,0.0317445,0,0.0314909,0.0175738,0.032951,0.0111115,0.0228242,0.00456863,0.00338352,0.0203602,0.00306494,0.0132139,0.00307772,0.00306681,0.006316,0.0198843,0.00427274,0.0082789,0.0101911,0.0227778,0.0121728,0.00945046,0.0121917,0.0151215,0,0,0,0,0,0,0,0,0,0
772,0.0124022,0.00966512,0,0,0,0,0,0,0.0301752,0.0232179,0.00955629,0.00189497,0,0,0.0194212,0,0.0411803,0.00769736,0.0444607,0.0151053,0.00936036,0.0125328,0.00194602,0.0121856,0.00652514,0.0255721,0.0109905,0.0143802,0.00959053,0.00690085,0.0258142,0.0192313,0.0176381,0.0382523,0.0054264,0.00666405,0.023874,0.00536755,0.00173612,0.0210966,0,0.0321982,0,0.0314374,0.0176821,0.0330096,0.0110473,0.022878,0.0047001,0.00343385,0.0186439,0.00314223,0.0132097,0.00315056,0.00317285,0.00637162,0.0199424,0.00429898,0.00835402,0.0103631,0.0223163,0.00853869,0.00736121,0.011365,0.0143699,0,0,0,0,0,0,0,0,0,0
773,0.0127172,0.0100578,0,0,0,0,0,0,0.0300921,0.0232462,0.00943479,0.00183785,0,0,0.0183176,0,0.0412013,0.00728199,0.0444688,0.0153618,0.00954232,0.0126922,0.00208747,0.0111633,0.00650647,0.0255758,0.0110403,0.0141594,0.00962055,0.00688744,0.0258099,0.019141,0.0165576,0.0384437,0.00521952,0.00669492,0.0237717,0.00527072,0.00167937,0.0216071,0,0.0286897,0,0.0312817,0.0157895,0.0330634,0.0109595,0.0229195,0.00465146,0.00320013,0.0204452,0.00319385,0.0131179,0.00325659,0.00325406,0.0062832,0.0200452,0.00425633,0.00830335,0.0104241,0.0217815,0.0120382,0.00942564,0.0118872,0.0148543,0,0,0,0,0,0,0,0,0,0
774,0.0125681,0.00989592,0,0,0,0,0,0,0.0300839,0.0232715,0.00940508,0.00178655,0,0,0.017034,0,0.041191,0.00689063,0.0444509,0.0155202,0.00963887,0.0126956,0.0021998,0.0101539,0.00648802,0.0256035,0.011037,0.0141087,0.00964729,0.00691726,0.0258371,0.0190891,0.0153599,0.0386729,0.00500725,0.00676117,0.0237862,0.00516137,0.00163251,0.0213633,0,0.0271475,0,0.0311655,0.0150402,0.0330879,0.0108225,0.0229746,0.00453427,0.00299009,0.0206014,0.00322356,0.0129686,0.00336244,0.00332342,0.00617847,0.020129,0.00412112,0.00818498,0.0105204,0.020999,0.0118573,0.00926002,0.0117748,0.014836,0,0,0,0,0,0,0,0,0,0
775,0.0123434,0.0096962,0,0,0,0,0,0,0.0300419,0.0232689,0.00946092,0.0017419,0,0,0.0158936,0,0.041118,0.00663001,0.0444648,0.0154796,0.00969436,0.0126699,0.00230201,0.00920301,0.00651893,0.0255968,0.0110113,0.0141862,0.00969928,0.00694253,0.0258334,0.0191241,0.0142838,0.0388443,0.00496766,0.00678814,0.0237664,0.00500101,0.0016105,0.0209661,0,0.0259793,0,0.0310236,0.0145953,0.0331037,0.0106027,0.0230436,0.00448798,0.00270003,0.0205036,0.00320325,0.012936,0.00335194,0.00330992,0.00611406,0.0202095,0.00400796,0.00804855,0.0105522,0.0206139,0.0114108,0.00911752,0.011712,0.0147354,0,0,0,0,0,0,0,0,0,0
776,0.0122301,0.00952394,0,0,0,0,0,0,0.0300456,0.0233447,0.00949411,0.00171766,0,0,0.0148146,0,0.0410377,0.00653319,0.0445399,0.0155578,0.00979183,0.012666,0.00246105,0.00840069,0.00657882,0.0255292,0.0109904,0.0143295,0.00977295,0.00693813,0.0258136,0.0191956,0.0131702,0.0390045,0.00506938,0.00671727,0.0237908,0.00483748,0.00157488,0.020617,0,0.0248713,0,0.0309699,0.0141673,0.0331789,0.0103682,0.0231451,0.00456586,0.0023122,0.0203797,0.0031734,0.0130174,0.00328078,0.00324326,0.00607206,0.0203443,0.00398091,0.00791371,0.0104588,0.0203513,0.0108587,0.00883095,0.0117228,0.0148805,0,0,0,0,0,0,0,0,0,0
777,0.0120269,0.0094062,0,0,0,0,0,0,0.0301309,0.0234238,0.00946623,0.00184827,0,0,0.0139569,0,0.0409174,0.0065425,0.044668,0.0156674,0.00990172,0.0126298,0.00224652,0.00770849,0.00665331,0.0254546,0.0109445,0.0144454,0.00988401,0.00692696,0.0258041,0.0193731,0.0122418,0.0390974,0.00520742,0.00658586,0.0238544,0.00484781,0.00151168,0.0201396,0,0.0241323,0,0.0309647,0.0137343,0.0332381,0.0103247,0.0231968,0.00466001,0.00202443,0.0201124,0.0031806,0.0129896,0.00324316,0.00323377,0.00609814,0.0204316,0.00403953,0.00789206,0.0103089,0.0200508,0.0103512,0.00843161,0.0118176,0.0148566,0,0,0,0,0,0,0,0,0,0
778,0.0118406,0.00899969,0,0,0,0,0,0,0.0302433,0.0234233,0.00942749,0.00211591,0,0,0.0136688,0,0.0408432,0.00651461,0.0446962,0.0157065,0.0100104,0.012589,0.00214164,0.00713928,0.00672513,0.0254221,0.0108801,0.0146717,0.00999694,0.00692926,0.0258296,0.0195131,0.0118324,0.0391046,0.00514167,0.00645247,0.023939,0.00497761,0.00142418,0.0194089,0,0.0234132,0,0.0309479,0.0132958,0.0333037,0.0103837,0.0231613,0.00469177,0.00182812,0.0195136,0.00315123,0.0128429,0.00314439,0.00322276,0.00619623,0.0202708,0.00415743,0.00795521,0.010064,0.0195232,0.00991892,0.00803908,0.0117093,0.0149124,0,0,0,0,0,0,0,0,0,0
779,0.0117919,0.0087136,0,0,0,0,0,0,0.0302699,0.023423,0.00940583,0.00186464,0,0,0.0133419,0,0.0407562,0.00634075,0.0446621,0.0155814,0.0101344,0.0124771,0.00226154,0.00687521,0.00676403,0.0254905,0.0108922,0.0147577,0.00999697,0.0068773,0.0258175,0.0195469,0.0113891,0.0391347,0.00509276,0.006542,0.0240285,0.00485842,0.0013756,0.0188883,0,0.022751,0,0.0309748,0.0130106,0.0333154,0.0102523,0.0231992,0.00463161,0.00159419,0.0191215,0.00313698,0.0127974,0.00317825,0.00319011,0.006102,0.0202166,0.00405363,0.00785003,0.0101351,0.0189175,0.00962386,0.00765987,0.0116521,0.0150632,0,0,0,0,0,0,0,0,0,0
780,0.011534,0.00818482,0,0,0,0,0,0,0.0302124,0.0234167,0.00940337,0.0018152,0,0,0.0130255,0,0.0406608,0.00602848,0.0445837,0.015474,0.0101976,0.0123944,0.00245535,0.00683243,0.00682513,0.0254377,0.0110524,0.0146388,0.0099828,0.00678847,0.0257513,0.0196972,0.0111038,0.0392357,0.00507857,0.00672066,0.0241678,0.0045937,0.00133336,0.0176976,0,0.0225445,0,0.0309095,0.0127293,0.033313,0.00993587,0.0233097,0.00467708,0.00139034,0.0174859,0.00318841,0.0128433,0.00329172,0.0031777,0.00596681,0.0204313,0.00383242,0.00767594,0.0104081,0.0183034,0.00952233,0.00752496,0.0112205,0.0148877,0,0,0,0,0,0,0,0,0,0
781,0.0117044,0.00812096,0,0,0,0,0,0,0.0302416,0.0234902,0.00934516,0.00198243,0,0,0.0126957,0,0.04064,0.00557396,0.0445166,0.0153849,0.010305,0.0122721,0.00276155,0.00697323,0.0068424,0.0253858,0.0110928,0.014365,0.00998466,0.00675343,0.0256924,0.0197063,0.0108568,0.0393469,0.00509542,0.00677942,0.0242916,0.00446726,0.00124197,0.0173341,0,0.0216086,0,0.0308686,0.012091,0.0333545,0.00969434,0.0234171,0.00468678,0.00109288,0.0171434,0.0032002,0.012874,0.00346851,0.00317581,0.00586536,0.020623,0.00371948,0.00752752,0.0104463,0.0180099,0.00937176,0.00744753,0.0113249,0.0151448,0,0,0,0,0,0,0,0,0,0
782,0.0119289,0.00810648,0,0,0,0,0,0,0.030263,0.0235618,0.00932118,0.00163698,0,0,0.0124977,0,0.0405315,0.00506011,0.0444862,0.0154181,0.0104422,0.0122547,0.00286713,0.00718331,0.00679969,0.0253822,0.0109932,0.0142723,0.00996771,0.00672341,0.0256425,0.0196702,0.0105462,0.0394025,0.00520168,0.00679483,0.0243959,0.00439831,0.00116516,0.0169924,0,0.020403,0,0.0307658,0.0114205,0.0333754,0.00959184,0.0234768,0.004736,0.000898849,0.0168019,0.00320683,0.0128756,0.0034885,0.0031869,0.00583655,0.0206984,0.00371398,0.00746574,0.0104548,0.0178018,0.00922592,0.00740347,0.0114514,0.0154703,0,0,0,0,0,0,0,0,0,0
783,0.0121909,0.00810401,0,0,0,0,0,0,0.0302478,0.0236529,0.00933426,0.00136391,0,0,0.0122311,0,0.0404881,0.00471333,0.0445058,0.0153231,0.0105963,0.012054,0.00312236,0.00754015,0.00672557,0.0254817,0.0108208,0.0142965,0.00989043,0.00665537,0.025587,0.0196042,0.0102953,0.0394509,0.00530994,0.0068581,0.0244948,0.0043257,0.00110945,0.0166336,0,0.019129,0,0.0306212,0.0105951,0.0333954,0.00955309,0.0234941,0.00474192,0.000858352,0.0164508,0.00323143,0.012777,0.00341363,0.00320795,0.00578218,0.0207269,0.00367425,0.00740923,0.0105507,0.0172928,0.00904143,0.00735824,0.0116063,0.0157969,0,0,0,0,0,0,0,0,0,0
784,0.0124822,0.00814379,0,0,0,0,0,0,0.0302486,0.023705,0.00935076,0.0013099,0,0,0.0119446,0,0.0404382,0.00459826,0.0445186,0.0150643,0.0107556,0.0117109,0.00320991,0.00795471,0.00662974,0.025605,0.0106681,0.0143291,0.00983573,0.00660342,0.0255437,0.0195121,0.0100436,0.0395239,0.00536371,0.00697549,0.0245938,0.00429691,0.00107673,0.0163305,0,0.0177062,0,0.0305165,0.00996904,0.0333634,0.00951366,0.0235199,0.00471455,0.000962091,0.0161214,0.00329376,0.0126049,0.00346009,0.00326914,0.00571809,0.0207625,0.00357479,0.00734017,0.010686,0.0164283,0.0086393,0.00704287,0.0117895,0.016048,0,0,0,0,0,0,0,0,0,0
785,0.0127482,0.00824254,0,0,0,0,0,0,0.0302332,0.0237264,0.00931483,0.00137526,0,0,0.0117003,0,0.0403301,0.0046489,0.0444894,0.014804,0.0109274,0.0114227,0.0034387,0.00841992,0.00651704,0.0257168,0.0105332,0.0142048,0.00975728,0.0065551,0.0255078,0.0192985,0.00982484,0.0395932,0.00536489,0.00705855,0.0246955,0.00423827,0.00105685,0.0161202,0,0.0160187,0,0.0303837,0.00922088,0.0333089,0.00943548,0.0235729,0.00478709,0.00119353,0.0158013,0.00332194,0.0125599,0.00348706,0.00331752,0.00572401,0.0208218,0.00356694,0.00731336,0.0107664,0.0152579,0.00817439,0.00666007,0.0119707,0.0162588,0,0,0,0,0,0,0,0,0,0
786,0.0129686,0.00836236,0,0,0,0,0,0,0.0302155,0.0237261,0.00924946,0.00141174,0,0,0.0115203,0,0.0402915,0.0047749,0.0443558,0.0147469,0.0111062,0.0112606,0.00377518,0.00893711,0.00639296,0.025814,0.0103927,0.0142086,0.00962727,0.00648948,0.0254487,0.0190271,0.00957656,0.0396634,0.00536127,0.00708611,0.0247962,0.00417326,0.00104266,0.015971,0,0.0143645,0,0.0302119,0.00831987,0.0333162,0.00933586,0.0236531,0.00489184,0.00152715,0.0154841,0.00332559,0.0126296,0.00349805,0.00332055,0.00572563,0.0208489,0.00356178,0.0072564,0.0108255,0.0138853,0.00778399,0.00635222,0.0121753,0.0164725,0,0,0,0,0,0,0,0,0,0
787,0.0132122,0.00853372,0,0,0,0,0,0,0.0302063,0.023719,0.00920468,0.00144127,0,0,0.0114395,0,0.0403185,0.00493361,0.0443276,0.0146827,0.0112889,0.0111504,0.00413039,0.00949093,0.00633852,0.0259139,0.0102626,0.0139926,0.00954819,0.00640634,0.0253829,0.0188554,0.009359,0.0397702,0.00538495,0.00708137,0.0248776,0.00406006,0.001025,0.015831,0,0.0128215,0,0.0300245,0.00756657,0.0333416,0.0092074,0.0236937,0.00492617,0.00194453,0.0151999,0.00335789,0.0126277,0.00358161,0.00330336,0.00563568,0.0208459,0.00353367,0.0070433,0.0108501,0.0128014,0.00737835,0.00610925,0.0123804,0.0166002,0,0,0,0,0,0,0,0,0,0
788,0.0134991,0.0087271,0,0,0,0,0,0,0.0302405,0.0237701,0.00916371,0.00170783,0,0,0.0115148,0,0.0403488,0.00509904,0.044376,0.0145426,0.0114545,0.0109906,0.00449978,0.0100793,0.00634667,0.0260057,0.0101436,0.0136906,0.00954221,0.00631649,0.0253296,0.0188185,0.00931519,0.0398833,0.00543092,0.00700635,0.0249345,0.00397484,0.00104427,0.0158014,0,0.0115454,0,0.0298492,0.00698869,0.0333276,0.00908274,0.0237219,0.00494334,0.0024738,0.0150431,0.00342975,0.0125905,0.00361068,0.0033095,0.00552778,0.0209042,0.00348415,0.00673198,0.010781,0.0121877,0.00687293,0.00576933,0.0125648,0.0166474,0,0,0,0,0,0,0,0,0,0
789,0.0140421,0.00881582,0,0,0,0,0,0,0.0304985,0.0238152,0.00893567,0.00213849,0,0,0.0116543,0,0.0403493,0.00522173,0.0444748,0.0144941,0.0116513,0.0105537,0.00514318,0.0104419,0.00630672,0.0261776,0.0098839,0.0135669,0.00946809,0.00619785,0.0252597,0.0184824,0.00938072,0.0399721,0.00545143,0.00671784,0.0249825,0.00397958,0.00109158,0.0169484,0,0.00999447,0,0.0298064,0.00617255,0.0333658,0.00901918,0.0237909,0.00485165,0.00329098,0.0167407,0.00346255,0.0127273,0.00363058,0.00330254,0.00537513,0.0210756,0.00347337,0.0065657,0.010358,0.0120594,0.00628286,0.00540191,0.0129431,0.0171714,0,0,0,0,0,0,0,0,0,0
790,0.0141156,0.00892537,0,0,0,0,0,0,0.030597,0.0238383,0.00884615,0.00180175,0,0,0.0121213,0,0.0403442,0.00546981,0.0444937,0.0143565,0.0118239,0.0102973,0.00565105,0.010902,0.00627742,0.0262381,0.00981551,0.0134934,0.0094677,0.00608138,0.0251763,0.0184505,0.00976923,0.04012,0.00551178,0.0061827,0.0250818,0.00433071,0.00113691,0.0168892,0,0.00894409,0,0.0296477,0.00549194,0.0334929,0.0092049,0.0239148,0.00498526,0.0037866,0.0165595,0.00347277,0.0127312,0.00358452,0.00342582,0.00548135,0.0211741,0.00368394,0.00672851,0.00961816,0.0116547,0.00586829,0.00512758,0.0130893,0.0171747,0,0,0,0,0,0,0,0,0,0
791,0.0140997,0.00902541,0,0,0,0,0,0,0.0307205,0.0239488,0.00875672,0.00159388,0,0,0.0127367,0,0.0403581,0.00569483,0.0444824,0.0140597,0.011981,0.00999598,0.00615295,0.0114235,0.00621708,0.0262965,0.00975031,0.0134131,0.00947782,0.00596209,0.0251264,0.0184582,0.0103725,0.0402645,0.00561789,0.00566367,0.0251805,0.00467397,0.00121523,0.0167735,0,0.00809014,0,0.0294853,0.00487677,0.033602,0.00924826,0.0239474,0.00512256,0.00425906,0.0163338,0.00344122,0.0126961,0.00348432,0.00344628,0.00561152,0.0209591,0.00390323,0.00681427,0.00885623,0.0112646,0.00554489,0.00495342,0.0132099,0.0170897,0,0,0,0,0,0,0,0,0,0
792,0.014096,0.00914061,0,0,0,0,0,0,0.0308303,0.0241278,0.0086994,0.00163279,0,0,0.0133911,0,0.0402882,0.00583623,0.044531,0.0137933,0.0121204,0.00978338,0.00645035,0.0119896,0.00620075,0.0263644,0.00964859,0.0133613,0.00955372,0.00588552,0.025094,0.0186128,0.0111821,0.0403681,0.00576993,0.00509818,0.0252906,0.00509021,0.00137808,0.0166615,0,0.00725035,0,0.0293666,0.00441628,0.0336245,0.00940919,0.0238685,0.00523071,0.00475587,0.0162084,0.00334979,0.0126846,0.00329595,0.00341135,0.00581244,0.0203934,0.00422806,0.0069689,0.00803504,0.010757,0.00521994,0.00471171,0.013262,0.0170513,0,0,0,0,0,0,0,0,0,0
793,0.0140868,0.00932894,0,0,0,0,0,0,0.0308828,0.0242787,0.00871146,0.00167253,0,0,0.0141281,0,0.0402425,0.00597457,0.0446211,0.0133426,0.0122184,0.00972023,0.0067772,0.012558,0.00626674,0.0264404,0.00949627,0.0133499,0.00962878,0.00582141,0.0250561,0.018831,0.0119773,0.040481,0.00592087,0.0048503,0.0253723,0.00506963,0.00151121,0.0165215,0,0.00664404,0,0.0292572,0.00404681,0.0336303,0.00922578,0.0238386,0.00519742,0.00524683,0.0161246,0.00335515,0.0126909,0.00321881,0.00343462,0.00570277,0.0201539,0.00422953,0.00679714,0.00765111,0.0101785,0.00490788,0.00445745,0.0133589,0.0169983,0,0,0,0,0,0,0,0,0,0
794,0.0143008,0.00938069,0,0,0,0,0,0,0.0309434,0.0243367,0.00866824,0.0017139,0,0,0.0151021,0,0.040258,0.00604221,0.0445893,0.0134483,0.0123039,0.00970898,0.00715336,0.0131872,0.00631165,0.0264419,0.00934659,0.013405,0.00964544,0.00573762,0.0249928,0.018873,0.0130489,0.0405919,0.00588202,0.00470138,0.0254557,0.00491315,0.00164989,0.0162234,0,0.00589425,0,0.0291167,0.0036436,0.0335988,0.00885799,0.0238679,0.00511333,0.00572661,0.0156424,0.0033973,0.0126952,0.00318898,0.0034725,0.00542714,0.0202851,0.00408509,0.00646812,0.00735308,0.00956443,0.00464898,0.00415432,0.0133499,0.0170566,0,0,0,0,0,0,0,0,0,0
