Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73
9,0.0474709,0.0317086,0,0,0,0,0,0,0.0890116,0.0298386,0.0496393,0.00687635,0,0,0.0656965,0,0.040548,0.0356405,0.0461695,0.0622358,0.00650626,0.0477248,0.00852097,0.0617928,0.0304401,0.0663212,0.0363884,0.0670761,0.0312243,0.0162032,0.00949053,0.025277,0.0770155,0.0478334,0.0437228,0.0107343,0.0137845,0.0274068,0.0171103,0.00601486,0.0354399,0,0,0.0225588,0,0.0243084,0.0186579,0.0315783,0.0266907,0.021191,0.00715919,0.00641365,0.0272212,0.00821132,0.0215075,0.0122075,0.00922882,0.010826,0.0143269,0.00959367,0.0154674,0.0196276,0.0215635,0.0148475,0.0154507,0.0289251,0.0420017,0,0,0,0,0,0,0
10,0.0470603,0.0317406,0,0,0,0,0,0,0.0890061,0.0298516,0.0497407,0.00687819,0,0,0.0658483,0,0.040614,0.0356311,0.0460921,0.0624392,0.00665196,0.0477401,0.0088052,0.0617418,0.030479,0.0662793,0.0363345,0.0671168,0.0312909,0.0163476,0.00960806,0.0253436,0.0772026,0.0478791,0.0438174,0.0105546,0.0135768,0.0273883,0.0172207,0.00589365,0.0354347,0,0,0.0225056,0,0.0243081,0.0185808,0.0316083,0.0274089,0.0212465,0.00743639,0.00659127,0.0276597,0.00866265,0.0219583,0,0.00977686,0.011296,0.0143018,0.0095263,0.0160128,0.0204538,0.0215721,0.0147371,0.0155867,0.0290105,0.0418217,0,0,0,0,0,0,0
11,0.0468401,0.0317721,0,0,0,0,0,0,0.0889563,0.0298308,0.0496963,0.00679522,0,0,0.0659078,0,0.0406732,0.0355994,0.0460179,0.0625873,0.00682172,0.0477655,0.00926092,0.0616676,0.0305125,0.0662608,0.0362637,0.0671734,0.031324,0.0164781,0.00975089,0.0253976,0.0773218,0.047968,0.0438822,0.0104108,0.0137667,0.0273412,0.017651,0.00583451,0.0354131,0,0,0.0224879,0,0.0242754,0.0185074,0.0314615,0.028257,0.021486,0.00756683,0.00674836,0.0280344,0.00899781,0.022128,0.0131461,0.0101075,0.0116771,0.0140352,0.00970164,0.0166835,0.0212932,0.0216852,0.0146341,0.0155749,0.029108,0.0419434,0,0,0,0,0,0,0
12,0.0469043,0.0317989,0,0,0,0,0,0,0.0889379,0.0297915,0.0497293,0.00675599,0,0,0.0659379,0,0.0407625,0.0355533,0.0458855,0.0626778,0.00701171,0.0477231,0.00971989,0.061583,0.0306253,0.0662365,0.0361565,0.0671941,0.0312914,0.0165848,0.00981592,0.0254366,0.0774636,0.0481243,0.0439418,0.0102543,0.0138267,0.0272955,0.0178131,0.00615833,0.035406,0,0,0.0225096,0,0.0242354,0.018404,0.031451,0.0287416,0.0216166,0.00777713,0.00694413,0.0284666,0.00932281,0.0223851,0.0134547,0.0104973,0.0116983,0.0138963,0.009817,0.0171365,0.0220352,0.0218774,0.0145543,0.0153736,0.0291935,0.0420784,0,0,0,0,0,0,0
13,0.0469549,0.0318284,0,0,0,0,0,0,0.0888171,0.0297357,0.0496769,0.00672911,0,0,0.0660575,0,0.0408794,0.0355243,0.0458501,0.0627026,0.00721478,0.0476247,0.01005,0.0615099,0.0306702,0.0661905,0.0360516,0.067196,0.031244,0.0166462,0.00985323,0.0254392,0.0774815,0.0483469,0.0440104,0.0100523,0.0138599,0.0272703,0.0180065,0.00626068,0.0352924,0,0,0.0224873,0,0.0242162,0.018282,0.0314973,0.0291104,0.021742,0.00804635,0.00713947,0.0287637,0.00965807,0.0225956,0.0134595,0.010845,0.0119775,0.0138622,0.0100521,0.0175398,0.0224627,0.0219883,0.0145043,0.0152864,0.0292202,0.042025,0,0,0,0,0,0,0
14,0.0468469,0.0317932,0,0,0,0,0,0,0.0886855,0.0297211,0.0495857,0.00670962,0,0,0.066287,0,0.0409944,0.0354611,0.0458691,0.062737,0.00741567,0.0475449,0.0103392,0.0613829,0.0306749,0.0661943,0.0359534,0.0672238,0.0312149,0.0166893,0.010004,0.0254496,0.0774803,0.0485324,0.0441278,0.00980615,0.01392,0.0272633,0.0180523,0.00616096,0.0351703,0,0,0.0224945,0,0.0242074,0.0183089,0.0315625,0.0292734,0.0218514,0.00823013,0.00729203,0.0290038,0.00998401,0.0227824,0.013407,0.0111092,0.0122271,0.0138184,0.0101361,0.0176425,0.0227863,0.0221129,0.0144633,0.0152908,0.0291635,0.0418298,0,0,0,0,0,0,0
15,0.0467403,0.0316891,0,0,0,0,0,0,0.0886381,0.0297111,0.0495258,0.00667394,0,0,0.0665802,0,0.0411132,0.0353605,0.045823,0.0628704,0.00757715,0.0474955,0.0106199,0.0612444,0.0306727,0.0661691,0.0358885,0.0672947,0.0311936,0.0167273,0.0101632,0.02551,0.0775729,0.0487217,0.0442613,0.00955224,0.0138758,0.0272478,0.0179486,0.00601281,0.0350598,0,0,0.0225319,0,0.0241811,0.0184396,0.0315466,0.0293658,0.0219951,0.00841761,0.00745628,0.0292345,0.0102495,0.0229982,0.0132364,0.0113093,0.0122255,0.0137709,0.0100801,0.0177176,0.0230232,0.0222339,0.0143945,0.0152334,0.0290433,0.0419037,0,0,0,0,0,0,0
16,0.0465555,0.0316151,0,0,0,0,0,0,0.0885942,0.029693,0.0494709,0.00667026,0,0,0.0668926,0,0.0412201,0.0352256,0.0457862,0.0629802,0.00775651,0.0474952,0.0108097,0.0610716,0.0306763,0.0661019,0.0358225,0.0673588,0.0311932,0.0168129,0.0102691,0.0255625,0.0775599,0.048898,0.0443824,0.0092924,0.0139079,0.0272193,0.0179088,0.0058854,0.0350043,0,0,0.0226448,0,0.024147,0.0186354,0.0316015,0.0291977,0.022185,0.00853636,0.00757032,0.0295295,0.0104691,0.0232735,0.013659,0.0114902,0.0121972,0.0136837,0.00998545,0.0177449,0.0233086,0.0223838,0.014348,0.0151681,0.028972,0.0420184,0,0,0,0,0,0,0
17,0.0464667,0.031681,0,0,0,0,0,0,0.0885537,0.0296911,0.0494352,0.00671923,0,0,0.0671507,0,0.0413064,0.0350993,0.0457496,0.063104,0.00796818,0.047484,0.0109345,0.0608995,0.0306544,0.0660113,0.0357432,0.067407,0.0312174,0.0169589,0.0103954,0.0255889,0.0774406,0.0491298,0.0444841,0.00905473,0.0140161,0.0271849,0.0180268,0.00579748,0.0349492,0,0,0.0227913,0,0.0241183,0.0187395,0.0317449,0.0293273,0.0223817,0.00869646,0.00769505,0.0299041,0.0106642,0.0235274,0.0135929,0.0115983,0.0120644,0.0137245,0.00983217,0.0178152,0.023577,0.0226922,0.0143408,0.0151938,0.0290051,0.0416544,0,0,0,0,0,0,0
18,0.0466445,0.0316375,0,0,0,0,0,0,0.0884956,0.029674,0.0494015,0.00675205,0,0,0.0673143,0,0.0414063,0.034938,0.0457805,0.0632294,0.00814454,0.0474454,0.0109607,0.0606145,0.0305911,0.0659304,0.035646,0.0674872,0.0312401,0.0170934,0.0105555,0.0256213,0.0773581,0.0492958,0.0445576,0.00883198,0.0142333,0.027169,0.0182349,0.00571611,0.0348143,0,0,0.0227899,0,0.024101,0.0186683,0.031785,0.0299114,0.0225914,0.00892277,0.00773304,0.0302247,0.0108476,0.023737,0.013211,0.0116517,0.012064,0.0138901,0.0097879,0.0178581,0.0238929,0.0231753,0.0143184,0.0152325,0.0289732,0.0411617,0,0,0,0,0,0,0
19,0.0472411,0.0315464,0,0,0,0,0,0,0.08844,0.0296277,0.0493356,0.00678372,0,0,0.067391,0,0.0415343,0.0347691,0.0458623,0.0633541,0.0083088,0.0473912,0.0109847,0.0602613,0.0304786,0.0658503,0.0355542,0.0675952,0.0312595,0.0172105,0.0107045,0.0256748,0.0773008,0.0494342,0.0446197,0.00861851,0.0146475,0.0271421,0.0185519,0.0056557,0.0346507,0,0,0.0227485,0,0.0240749,0.0185416,0.0318154,0.0303845,0.0228024,0.00903253,0.00770309,0.0305638,0.0110322,0.0239331,0.0134794,0.0117027,0.012205,0.0140873,0.00990914,0.0179072,0.0241138,0.0234427,0.0142736,0.0152507,0.0289113,0.0409266,0,0,0,0,0,0,0
20,0.0469996,0.0315262,0,0,0,0,0,0,0.088394,0.0295751,0.0492761,0.00684004,0,0,0.0674132,0,0.0416499,0.0346445,0.0459498,0.0635026,0.00843486,0.047301,0.0108747,0.0598963,0.0303714,0.0657355,0.0354218,0.0677255,0.0312506,0.0172927,0.0108332,0.0257366,0.077281,0.049536,0.044671,0.00836875,0.0147956,0.0271093,0.0187823,0.00564781,0.0345103,0,0,0.0227306,0,0.0240337,0.0185155,0.0318603,0.0304293,0.0229018,0.00911391,0.00758471,0.0308373,0.011273,0.0242361,0,0.0118589,0.0122188,0.0144127,0.01001,0.0178757,0.0242901,0.0235927,0.014254,0.0152559,0.0288543,0.0408384,0,0,0,0,0,0,0
21,0.0460152,0.0315997,0,0,0,0,0,0,0.0883087,0.0295144,0.0491935,0.00688073,0,0,0.067513,0,0.0417762,0.0345717,0.0460977,0.0636248,0.00859312,0.0471895,0.010808,0.0596365,0.0302171,0.0655608,0.0352536,0.0678777,0.0311837,0.0172972,0.0109701,0.0257898,0.0771824,0.0496398,0.0447129,0.00806847,0.0152642,0.0270651,0.0193976,0.00558056,0.0344742,0,0,0.0227571,0,0.0239971,0.0186077,0.0319303,0.0306454,0.0231678,0.00919798,0.00750815,0.0311922,0.0113963,0.0242669,0.013424,0.0118532,0.012319,0.0144705,0.0100129,0.0180321,0.0246215,0.0236929,0.0142807,0.0153237,0.028877,0.0408258,0,0,0,0,0,0,0
22,0.0454259,0.0315724,0,0,0,0,0,0,0.0882042,0.0294149,0.0490732,0.00694574,0,0,0.0677201,0,0.0419155,0.0345478,0.0462417,0.0636891,0.00871216,0.0471043,0.0108036,0.0594213,0.0300832,0.0653866,0.0350889,0.0680321,0.0311403,0.0173022,0.0111217,0.025819,0.077036,0.0498592,0.0447239,0.00775605,0.0157142,0.0270371,0.0198682,0.00559729,0.0343159,0,0,0.0227397,0,0.0239653,0.018694,0.0321407,0.0310813,0.0232462,0.00935262,0.00749501,0.0313732,0.0115597,0.0242561,0.012934,0.0119323,0.0121208,0.0146986,0.00981164,0.0180623,0.0250146,0.0238005,0.0142797,0.015329,0.0288076,0.0404225,0,0,0,0,0,0,0
23,0.0452187,0.0314413,0,0,0,0,0,0,0.0880358,0.0293105,0.0489551,0.00706697,0,0,0.0679774,0,0.0420588,0.0345669,0.0463475,0.0637325,0.00882081,0.0470764,0.0107461,0.0591958,0.029921,0.0652441,0.034929,0.0681892,0.0311463,0.0173318,0.0112831,0.0258476,0.0769275,0.0501222,0.0447704,0.00743198,0.0162877,0.0270176,0.0205102,0.00570396,0.0341577,0,0,0.0227364,0,0.0239426,0.0187828,0.0323359,0.0322393,0.0232608,0.00950361,0.0075268,0.0314808,0.0116912,0.0239583,0.0125343,0.0119966,0.0121495,0.0149659,0.00974213,0.018265,0.0256811,0.0239592,0.0142924,0.0153048,0.028712,0.040117,0,0,0,0,0,0,0
24,0.0452591,0.0312008,0,0,0,0,0,0,0.0878832,0.0292374,0.0489053,0.00721141,0,0,0.0681775,0,0.0422219,0.0345519,0.0464911,0.0638582,0.00896858,0.0470137,0.0106587,0.0588799,0.0297521,0.0650788,0.0347238,0.0683865,0.0311087,0.0173383,0.0114457,0.0259139,0.0768553,0.0504175,0.0448452,0.00713163,0.0167058,0.0269912,0.0210922,0.00582213,0.0339246,0,0,0.0227491,0,0.0239082,0.0188334,0.0326154,0.0328294,0.0233346,0.0097723,0.00764037,0.0315143,0.0118389,0.0237277,0.0122863,0.0121206,0.0122413,0.0153018,0.0100783,0.0183879,0.0261005,0.02407,0.0143287,0.0153444,0.0285245,0.0397536,0,0,0,0,0,0,0
25,0.0455545,0.0309133,0,0,0,0,0,0,0.0878168,0.0291859,0.0489017,0.00738203,0,0,0.06828,0,0.0423681,0.034391,0.0466357,0.0640554,0.00912005,0.0469965,0.0105409,0.0584625,0.0295621,0.0648504,0.0344892,0.068607,0.0310933,0.0173941,0.0116022,0.0260077,0.0768501,0.0507124,0.0448988,0.00686766,0.0171409,0.026976,0.0215211,0.00591359,0.0335725,0,0,0.0227499,0,0.0238836,0.0188565,0.0328355,0.0327824,0.0234676,0.0100891,0.00768809,0.0315929,0.0119669,0.0235573,0.0121194,0.0123034,0.0122072,0.0156916,0.0102955,0.018462,0.0261847,0.0242471,0.0143469,0.0153373,0.0282834,0.0393937,0,0,0,0,0,0,0
26,0.0451787,0.0307604,0,0,0,0,0,0,0.0878249,0.0291613,0.0489612,0.00758336,0,0,0.0682624,0,0.0424949,0.0341163,0.0467837,0.0643052,0.00928383,0.0470318,0.0103805,0.0580506,0.0293104,0.0646104,0.0342498,0.0688226,0.0311144,0.0174934,0.0117482,0.0261109,0.0768821,0.0508389,0.0449384,0.00663712,0.0175654,0.0269205,0.0218562,0.00605297,0.0332938,0,0,0.0227303,0,0.0238414,0.01884,0.0330409,0.0327895,0.023602,0.0104956,0.00767144,0.0316859,0.0120962,0.0233747,0.0119451,0.0125237,0.0122068,0.0160771,0.010262,0.0184687,0.0262474,0.0244193,0.0143205,0.0154426,0.0281688,0.0386364,0,0,0,0,0,0,0
27,0.0442647,0.0307913,0,0,0,0,0,0,0.0878463,0.0291566,0.0489628,0.00769298,0,0,0.0682474,0,0.0426009,0.033915,0.0469821,0.0644555,0.00944672,0.04706,0.0102584,0.05773,0.0290704,0.0644161,0.0340797,0.0690122,0.0311702,0.0176084,0.0119058,0.0261887,0.0768231,0.0508357,0.044979,0.00640494,0.017885,0.0268566,0.0220902,0.00620944,0.0331527,0,0,0.0226838,0,0.0238003,0.0187679,0.0333207,0.032788,0.023708,0.0108835,0.0077408,0.0318248,0.012245,0.0232111,0.0117407,0.0127487,0.0121122,0.0164279,0.0101941,0.018128,0.0264356,0.0245887,0.0142198,0.0155279,0.028221,0.0374603,0,0,0,0,0,0,0
28,0.0436328,0.0308012,0,0,0,0,0,0,0.0878852,0.0291424,0.0488783,0.00775711,0,0,0.0682617,0,0.0427427,0.0338403,0.0471836,0.0644895,0.00960641,0.0470511,0.0102425,0.0573843,0.028931,0.0642831,0.0339742,0.0691457,0.0312264,0.0176856,0.0119991,0.0262224,0.0767207,0.0509249,0.0450513,0.0061447,0.0180149,0.0268182,0.0223729,0.00638811,0.0329645,0,0,0.0226619,0,0.0237753,0.0186734,0.033632,0.0327578,0.0238211,0.0114251,0.00785975,0.0321032,0.0123626,0.0230534,0.0115066,0.0129652,0.0119166,0.0168086,0.0101192,0.0178387,0.0267057,0.0247744,0.0141395,0.0155321,0.0281912,0.0368623,0,0,0,0,0,0,0
29,0.0432807,0.0306929,0,0,0,0,0,0,0.0877639,0.029087,0.0488582,0.00778039,0,0,0.0683238,0,0.0429191,0.0339081,0.047331,0.0645563,0.00974887,0.0469877,0.0102397,0.0570838,0.0288583,0.0641678,0.0339072,0.0692294,0.0312085,0.0177063,0.0120429,0.0262396,0.0767528,0.0511603,0.0451281,0.00590375,0.0183787,0.026797,0.0226826,0.00649059,0.0327154,0,0,0.0226253,0,0.0237522,0.0186416,0.0338552,0.0327408,0.0239533,0.0119011,0.00788381,0.0322496,0.0123859,0.022867,0.0113186,0.013141,0.0117384,0.0172602,0.0100956,0.0175653,0.0273287,0.0249162,0.01408,0.0156362,0.0280649,0.0366609,0,0,0,0,0,0,0
30,0.0429391,0.0305237,0,0,0,0,0,0,0.0877198,0.0290186,0.0489534,0.00782338,0,0,0.0684491,0,0.0430574,0.0340459,0.0474291,0.0647553,0.00990596,0.046874,0.010256,0.0568149,0.0288088,0.0641238,0.0338713,0.0692771,0.0311374,0.0177022,0.0120037,0.0262749,0.0768711,0.0514305,0.0451569,0.0056901,0.0192679,0.0267794,0.0230619,0.0065879,0.0324131,0,0,0.022579,0,0.0237266,0.0186874,0.0341598,0.0327548,0.0240511,0.012417,0.00795791,0.0322849,0.0123671,0.0226564,0.0111372,0.0133342,0.0115933,0.0177202,0.0100872,0.017327,0.0282556,0.0249601,0.0140817,0.0157816,0.0279166,0.0365664,0,0,0,0,0,0,0
31,0.0426752,0.0303492,0,0,0,0,0,0,0.0877285,0.0289654,0.0490503,0.00786538,0,0,0.0686032,0,0.0431624,0.0340795,0.0474932,0.0650256,0.0100665,0.0468239,0.0101407,0.0565864,0.0288104,0.0641005,0.0338583,0.0693136,0.0310966,0.0177308,0.0120291,0.0263225,0.0771526,0.0517414,0.0451547,0.00550355,0.0203475,0.0267958,0.0235955,0.00665904,0.032049,0,0,0.0225032,0,0.0237308,0.0187189,0.0345142,0.0329881,0.0241483,0.0129266,0.00812173,0.032261,0.01232,0.022443,0.0109365,0.0134789,0.0114964,0.0182,0.010116,0.0172547,0.028959,0.0248551,0.014096,0.0158287,0.0277729,0.0364653,0,0,0,0,0,0,0
32,0.042196,0.0299542,0,0,0,0,0,0,0.0877442,0.0288876,0.0490075,0.00791175,0,0,0.0684482,0,0.0433099,0.0336766,0.0474919,0.0651364,0.0102439,0.046865,0.0100706,0.056062,0.0288433,0.0640864,0.0338494,0.0693151,0.0312135,0.0179232,0.0121427,0.0263383,0.0775606,0.051778,0.0451225,0.00529659,0.0211071,0.0267593,0.0241696,0.00674906,0.0314407,0,0,0.0226019,0,0.0236965,0.0187776,0.0347233,0.0334692,0.0242807,0.0135581,0.00831589,0.0321919,0.0122428,0.0222136,0.010723,0.0136403,0.0116689,0.0187634,0.0101469,0.0173545,0.0295159,0.0248693,0.0140509,0.0158952,0.0274757,0.0361075,0,0,0,0,0,0,0
33,0.0424697,0.0303947,0,0,0,0,0,0,0.0878684,0.0288775,0.0490323,0.00801224,0,0,0.0687121,0,0.0433815,0.0336698,0.0474948,0.0652765,0.0103809,0.046889,0.00988424,0.0562351,0.0288949,0.0640796,0.0337674,0.0693247,0.031273,0.0181755,0.0122282,0.0263916,0.0778857,0.0522372,0.0451359,0.00514393,0.0214457,0.0264026,0.0247268,0.00692248,0.0315501,0,0,0.022039,0,0.0234226,0.0183537,0.0349564,0.0341032,0.0244146,0.0143181,0.00845385,0.0324524,0.0121449,0.0219246,0.0105195,0.0138921,0.0121696,0.0194585,0.010339,0.0176329,0.0296019,0.0242912,0.0138558,0.0161694,0.0278594,0.0360479,0,0,0,0,0,0,0
34,0.0425423,0.030541,0,0,0,0,0,0,0.0879729,0.0288819,0.0491002,0.00804044,0,0,0.0687941,0,0.0434616,0.0336454,0.0475289,0.0654479,0.0105141,0.0469125,0.00984318,0.0561939,0.0289886,0.0640906,0.0336738,0.0693028,0.0313244,0.0183748,0.0122886,0.0264514,0.0780954,0.0525535,0.0451612,0.00497562,0.0219113,0.0259171,0.0252448,0.00703244,0.0314592,0,0,0.0216246,0,0.023024,0.0179839,0.0353262,0.0343755,0.0245318,0.0149006,0.00840313,0.0325823,0.0120863,0.0216802,0.0104186,0.0141287,0.012327,0.020017,0.0104144,0.0177283,0.0296297,0.02396,0.0135903,0.0164779,0.028049,0.0358669,0,0,0,0,0,0,0
