Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,
80,0.015098,0.0310397,0,0,0,0,0,0,0.0297139,0.024901,0.00995221,0.00525691,0,0,0.0414365,0,0.0450811,0.0151262,0.0398725,0.0121508,0.0055089,0.0210333,0.00302214,0.0139672,0.0139626,0.107679,0.020733,0.0203642,0.0160774,0.0150919,0.00862164,0.0230529,0.017372,0.0258472,0.042614,0.00586142,0.0178638,0.0282744,0.0163623,0.00754292,0.0427388,0,0,0.0242251,0,0.0253961,0.0132225,0.0367148,0.0220839,0.0172536,0.0119916,0.00252863,0.0685545,0.0118854,0.0226049,0.0112779,0.0110333,0.0160726,0.0150828,0.0156335,0.0165884,0.0193002,0.0472607,0.00620614,0.00639784,0.0367095,0.0237556,0,0,0,0,0,0,0
81,0.0152219,0.031042,0,0,0,0,0,0,0.0301264,0.0249028,0.00992418,0.00524104,0,0,0.0417389,0,0.0450856,0.0153489,0.0399988,0.0120634,0.00538973,0.0210953,0.0029183,0.0138338,0.0139138,0.107657,0.0208348,0.0205758,0.0160176,0.0151022,0.00852635,0.0229029,0.0171127,0.0261802,0.042681,0.00586361,0.0179074,0.0283804,0.0162371,0.00745205,0.0429297,0,0,0.0247524,0,0.0253003,0.0136342,0.036691,0.0217322,0.0175288,0.0119128,0.00229971,0.0688534,0.0117699,0.022374,0.0109129,0.0108853,0.0157983,0.0151555,0.0154033,0.0162935,0.0194163,0.0476915,0.00615491,0.0066163,0.0368081,0.024068,0,0,0,0,0,0,0
82,0.0155909,0.0310718,0,0,0,0,0,0,0.0300957,0.0249137,0.00981369,0.00523848,0,0,0.0420421,0,0.0451292,0.0155616,0.040226,0.0118287,0.00528751,0.0210874,0.00286279,0.0136904,0.0137312,0.107571,0.0207202,0.0206776,0.0158579,0.0150414,0.00837265,0.022762,0.0169183,0.026525,0.0427593,0.00586116,0.0177323,0.0285116,0.0160756,0.00731787,0.0432921,0,0,0.0251659,0,0.0252422,0.0139915,0.0366575,0.0213055,0.0178112,0.0117557,0.00210928,0.069266,0.011621,0.0221231,0.010482,0.0106657,0.0154303,0.0151873,0.015124,0.015875,0.0191662,0.0480958,0.0060568,0.00672377,0.0368179,0.0243196,0,0,0,0,0,0,0
83,0.0158569,0.0311343,0,0,0,0,0,0,0.0299168,0.0249184,0.0097601,0.00530359,0,0,0.0423026,0,0.0452095,0.0156347,0.0406396,0.0115888,0.00520055,0.0210389,0.00286523,0.0135828,0.0134977,0.107706,0.020489,0.0206564,0.0156501,0.0150847,0.00820503,0.0227351,0.0166723,0.0268096,0.042859,0.00584874,0.0174976,0.0285572,0.0157973,0.00720578,0.0438598,0,0,0.025576,0,0.025099,0.0139738,0.0366084,0.020879,0.0180523,0.0116711,0.00196291,0.0697761,0.0114973,0.0219014,0.0100161,0.0103645,0.0150857,0.0152822,0.0148472,0.0154087,0.0185972,0.0483106,0.00611483,0.00660529,0.0367384,0.0246955,0,0,0,0,0,0,0
84,0.0162376,0.0311552,0,0,0,0,0,0,0.0299057,0.024898,0.00967416,0.00522674,0,0,0.0425803,0,0.0453095,0.0156068,0.0409038,0.0114594,0.00505775,0.0210755,0.00285913,0.0135499,0.013509,0.108372,0.020732,0.0206573,0.0155687,0.0152913,0.0081544,0.0225819,0.0161742,0.0270663,0.042971,0.00579694,0.0174719,0.0286784,0.0154147,0.00712704,0.0441973,0,0,0.0259404,0,0.0250924,0.0137975,0.0365343,0.0203573,0.0183474,0.0116025,0.00182662,0.0699779,0.0113815,0.0216824,0.00954743,0.00998261,0.0147894,0.0154684,0.0145172,0.0149108,0.0180688,0.0485312,0.0061057,0.00670882,0.0365502,0.024994,0,0,0,0,0,0,0
85,0.0164061,0.031099,0,0,0,0,0,0,0.0300163,0.0248578,0.0094926,0.00510242,0,0,0.0428848,0,0.045427,0.0156493,0.041018,0.0115135,0.00496061,0.0211997,0.00285352,0.0134566,0.0137424,0.108087,0.0208276,0.0208079,0.0155981,0.0155178,0.0082311,0.0223974,0.0156435,0.0273455,0.0430953,0.00579947,0.017457,0.0288566,0.0149874,0.00701385,0.0444492,0,0,0.0263024,0,0.0251411,0.0138349,0.0364413,0.0196699,0.0187036,0.0114652,0.00168228,0.0700158,0.0111406,0.0214483,0.0091084,0.0097684,0.0141931,0.0157176,0.0141181,0.0143407,0.0176969,0.0488951,0.00590919,0.00697259,0.0362546,0.0251597,0,0,0,0,0,0,0
86,0.0167361,0.0311428,0,0,0,0,0,0,0.0299749,0.0248491,0.00946552,0.00505868,0,0,0.0431813,0,0.0455086,0.0157994,0.0410401,0.0114108,0.00504104,0.0212677,0.00286465,0.0133763,0.0136783,0.107355,0.0205158,0.0208068,0.0155568,0.0153707,0.00826261,0.022269,0.0154549,0.027697,0.0432006,0.00582412,0.017215,0.0291376,0.0145486,0.00681052,0.0446678,0,0,0.0267053,0,0.0252714,0.0142898,0.0364224,0.0190569,0.0190636,0.011347,0.00160097,0.0702569,0.0109495,0.0212295,0.00873144,0.0097356,0.0136362,0.0158882,0.0136619,0.0137758,0.0173453,0.0493137,0.00566878,0.00711474,0.0360264,0.0253183,0,0,0,0,0,0,0
87,0.01699,0.0309954,0,0,0,0,0,0,0.0297915,0.0248668,0.00939155,0.00504175,0,0,0.0434703,0,0.045577,0.0160886,0.0411067,0.0111754,0.00503961,0.0212649,0.00275928,0.0133133,0.013783,0.107066,0.020351,0.0206835,0.0154515,0.015217,0.00819131,0.022158,0.0151627,0.0281478,0.0432664,0.00578893,0.0168914,0.0292762,0.0141484,0.00661094,0.0447253,0,0,0.0270327,0,0.0252919,0.0144043,0.0363919,0.0184906,0.0193786,0.0112187,0.00161622,0.0703098,0.0108357,0.0210402,0.00837862,0.00963865,0.0130851,0.0160186,0.0132777,0.0132405,0.0173795,0.0493487,0.00560384,0.00703511,0.0357401,0.025534,0,0,0,0,0,0,0
88,0.0161411,0.0291767,0,0,0,0,0,0,0.0276029,0.0249131,0.0112528,0.00213501,0,0,0.0433944,0,0.045769,0.0162712,0.0419057,0.0135305,0.00628488,0.0212224,0.0028193,0.0124868,0.0138395,0.107215,0.0205464,0.0203521,0.0154252,0.014235,0.00755354,0.0229486,0.0139512,0.0280845,0.0433648,0.00572007,0.0204604,0.0292631,0.047596,0.00365276,0.0429748,0,0,0.0270469,0,0.025362,0.0144919,0.0329709,0.069128,0.0205266,0.0167676,0.00493939,0.0673338,0.00761217,0.0174373,0.00868848,0.0118656,0.0317068,0.025746,0.0301404,0.0435152,0.00642641,0.0477265,0.00539977,0.0070099,0.0338078,0.0245183,0,0,0,0,0,0,0
89,0.016649,0.0297207,0,0,0,0,0,0,0.0277087,0.0249607,0.0111853,0.00214575,0,0,0.043606,0,0.0459505,0.0164453,0.0419072,0.01304,0.00608154,0.02128,0.00292841,0.0124409,0.0139114,0.107325,0.0206615,0.020586,0.0153879,0.0141179,0.00759573,0.0227755,0.0139821,0.028357,0.0433122,0.00569519,0.0210166,0.0292983,0.0471615,0.0035475,0.0438383,0,0,0.0268938,0,0.0252699,0.0144786,0.0329817,0.0687162,0.0206778,0.0166194,0.005126,0.068361,0.00772762,0.017487,0.00843742,0.0116202,0.031322,0.0258865,0.0299632,0.0431899,0.00616347,0.0482975,0.00562681,0.0071912,0.0343752,0.0250739,0,0,0,0,0,0,0
90,0.0165034,0.0295672,0,0,0,0,0,0,0.0275673,0.0249801,0.0112389,0.00206705,0,0,0.0437527,0,0.0460543,0.0163632,0.0419369,0.0129005,0.00593293,0.0212402,0.00313577,0.0123583,0.0139219,0.107362,0.0206896,0.0206979,0.0152614,0.0135701,0.00749535,0.0226883,0.0140171,0.0289679,0.0434127,0.00574066,0.0210597,0.029275,0.0469304,0.00344099,0.0436521,0,0,0.0270383,0,0.0251148,0.0147227,0.0329439,0.0685531,0.020889,0.0164181,0.00551342,0.0682081,0.00792248,0.0175636,0.00828195,0.0114573,0.0311049,0.0260724,0.0296973,0.0431135,0.00582161,0.048266,0.00587869,0.00738517,0.0341074,0.0250679,0,0,0,0,0,0,0
91,0.0161275,0.0289142,0,0,0,0,0,0,0.0270222,0.0249573,0.0113077,0.00200388,0,0,0.0439696,0,0.0460374,0.0161741,0.042013,0.0133763,0.00587067,0.0211017,0.00349172,0.0123194,0.0139369,0.107393,0.0206448,0.0206619,0.0150326,0.0131725,0.00724618,0.0227297,0.0138507,0.0297649,0.0436039,0.00583881,0.0208668,0.0293271,0.0470708,0.00329256,0.0428736,0,0,0.0272875,0,0.0250756,0.0149822,0.0328604,0.0687886,0.0212188,0.0161523,0.00612951,0.0672924,0.00802519,0.0177554,0.00828326,0.0114156,0.0310402,0.0263231,0.0294658,0.0431746,0.00564583,0.0477796,0.00572166,0.0071901,0.0333153,0.0250153,0,0,0,0,0,0,0
92,0.0163279,0.0289281,0,0,0,0,0,0,0.0264398,0.0249353,0.011202,0.00200841,0,0,0.0442789,0,0.046066,0.016081,0.0420683,0.0134754,0.00577387,0.0210127,0.00389415,0.0122714,0.0139896,0.107515,0.0206626,0.0205739,0.0148407,0.0130742,0.00706644,0.0226253,0.0136841,0.0300761,0.0436857,0.0059258,0.0210574,0.0294171,0.0471505,0.00312256,0.0427188,0,0,0.0274485,0,0.0250808,0.0150372,0.0327227,0.0688993,0.0215205,0.0159117,0.00658902,0.0672034,0.00820158,0.0180756,0.00844336,0.0113506,0.0308112,0.0264026,0.0293202,0.0432394,0.00557299,0.047931,0.00574654,0.00718208,0.0332514,0.0251945,0,0,0,0,0,0,0
93,0.0165478,0.0290046,0,0,0,0,0,0,0.0263586,0.0249439,0.0114326,0.0020137,0,0,0.0446192,0,0.046126,0.0161379,0.0421024,0.0132885,0.00567855,0.0210181,0.00429955,0.0122381,0.0141333,0.107674,0.0207522,0.0206607,0.0147792,0.0131685,0.00705339,0.0224027,0.013469,0.0300339,0.0436919,0.00593967,0.0210754,0.0295178,0.0470741,0.00300375,0.0428064,0,0,0.0276926,0,0.025079,0.0151872,0.0326131,0.0689392,0.0217396,0.0157793,0.00702419,0.0672285,0.00836056,0.0184004,0.00860808,0.0113603,0.0307683,0.0262963,0.0292581,0.0433226,0.00551408,0.0481745,0.00581164,0.00724177,0.0332755,0.0252461,0,0,0,0,0,0,0
94,0.0167787,0.0290891,0,0,0,0,0,0,0.0264408,0.0249463,0.0113869,0.00201478,0,0,0.0447777,0,0.0461619,0.0162529,0.0421507,0.0131515,0.00557203,0.0209924,0.00449362,0.0121816,0.0142446,0.107649,0.0208045,0.0207552,0.014708,0.0132509,0.00704031,0.0222484,0.0134063,0.0300783,0.0436719,0.0059521,0.0206449,0.0295865,0.0466442,0.00292907,0.0431915,0,0,0.0279676,0,0.0250384,0.0152715,0.0325072,0.0687517,0.021899,0.015649,0.00734918,0.0673896,0.00842556,0.0186156,0.0087037,0.0113664,0.030736,0.02621,0.0289359,0.0432248,0.00547451,0.0484118,0.00585788,0.00736634,0.0334202,0.0252674,0,0,0,0,0,0,0
95,0.0175688,0.0294601,0,0,0,0,0,0,0.0279417,0.0249565,0.0100621,0.00452751,0,0,0.0451012,0,0.0461204,0.0164141,0.0417447,0.0114383,0.0042971,0.0209021,0.00250413,0.0127161,0.0143071,0.107627,0.0206416,0.0211852,0.0143733,0.013984,0.00737571,0.0213376,0.0137891,0.0305943,0.0436238,0.00591361,0.0135069,0.0297067,0.0100603,0.00534976,0.0439961,0,0,0.0289858,0,0.0248877,0.0156639,0.0357426,0.0133479,0.0217453,0.0114178,0.00479356,0.0681932,0.0109385,0.0209346,0.00709966,0.0100019,0.0109019,0.0188985,0.0103987,0.0111728,0.0151313,0.0492448,0.00622342,0.00775779,0.033729,0.0258088,0,0,0,0,0,0,0
96,0.0174589,0.0286978,0,0,0,0,0,0,0.0260846,0.0249766,0.0115512,0.00192648,0,0,0.044979,0,0.0461816,0.0162059,0.0423364,0.0132361,0.00553996,0.0207583,0.00507199,0.0118141,0.0143692,0.107776,0.0207901,0.0206189,0.0143579,0.0131697,0.00674467,0.0221237,0.0131316,0.0302993,0.0437188,0.00597875,0.0199108,0.0296464,0.0458796,0.00275496,0.0430481,0,0,0.0284589,0,0.0248892,0.0151722,0.032491,0.0686318,0.0223776,0.0154137,0.00821406,0.0671612,0.00865683,0.0188559,0.00862587,0.0110012,0.030296,0.0265573,0.0282863,0.0431344,0.0053999,0.0488111,0.00542385,0.00775103,0.0332044,0.0255381,0,0,0,0,0,0,0
97,0.0177765,0.0287971,0,0,0,0,0,0,0.0260725,0.0249929,0.0114464,0.00194996,0,0,0.0450462,0,0.0462064,0.0161053,0.042453,0.0129227,0.00546235,0.0207084,0.00522688,0.0116842,0.0144219,0.107792,0.0208356,0.0207192,0.0142283,0.0131835,0.006644,0.0219635,0.0129698,0.0302727,0.0437589,0.0060173,0.0197122,0.0297602,0.0456532,0.0026226,0.0433539,0,0,0.0287046,0,0.0248376,0.0153744,0.0325179,0.0685895,0.0225925,0.015366,0.00848379,0.0675999,0.00871552,0.0188882,0.00849822,0.0107589,0.0302094,0.0266691,0.0285354,0.0429683,0.00562196,0.0493612,0.00537504,0.00770388,0.0334118,0.0261071,0,0,0,0,0,0,0
98,0.0183538,0.0292818,0,0,0,0,0,0,0.0275288,0.0250122,0.0101289,0.00429898,0,0,0.0454059,0,0.0462149,0.0161778,0.0421343,0.0114502,0.00418585,0.0206415,0.00289716,0.0122612,0.0144234,0.10771,0.0207176,0.0214839,0.013912,0.0138101,0.00702152,0.021031,0.0130216,0.0305722,0.04378,0.00599063,0.0124753,0.0299355,0.00762308,0.00474591,0.0444967,0,0,0.0294429,0,0.0246759,0.0159281,0.0357911,0.0122217,0.0226688,0.0116481,0.00614741,0.0689911,0.0105697,0.0207969,0.00682904,0.0101387,0.0104626,0.0204127,0.00921704,0.0108426,0.0147068,0.0507004,0.0053957,0.00791908,0.0338641,0.0269431,0,0,0,0,0,0,0
99,0.0185927,0.0292802,0,0,0,0,0,0,0.0260962,0.0249904,0.0114154,0.00181615,0,0,0.0454823,0,0.0463295,0.0160477,0.0425841,0.0130377,0.00529128,0.0204759,0.00550302,0.01153,0.0144529,0.107873,0.0208969,0.0212013,0.0140433,0.0130948,0.00655562,0.0217341,0.0123795,0.0301699,0.0439255,0.00607155,0.0191263,0.0298733,0.0451387,0.00234537,0.0451635,0,0,0.0286843,0,0.0245738,0.0154301,0.0327098,0.0676534,0.0230695,0.0152959,0.00922133,0.0698871,0.0085957,0.0189235,0.00814884,0.010551,0.0298084,0.0268417,0.02804,0.0426869,0.00618806,0.0510575,0.00514843,0.00815636,0.0342971,0.0272008,0,0,0,0,0,0,0
100,0.0195554,0,0,0,0,0,0,0,0.0266082,0.0239506,0.0110253,0.0028862,0,0,0.0508321,0,0.0464107,0.0137179,0.0425079,0.012585,0.00388558,0.0202885,0.00481953,0.0347253,0.0143511,0.107904,0.0208366,0.0213236,0.0140325,0.0132463,0.00670442,0.0215015,0.0121873,0.0240652,0.0436619,0.00757226,0.0184341,0.0298952,0.044284,0.000988938,0.0472558,0,0,0.0290832,0,0.0243808,0.0150827,0.0326573,0.0670112,0.0234783,0.0151802,0.00746859,0.0849982,0.00846628,0.0189292,0.0079124,0.0103324,0.0293955,0.0271592,0.0272482,0.0422038,0.00649509,0.0592232,0.00592445,0.00871765,0.0606504,0.0354427,0,0,0,0,0,0,0
101,0.0194476,0.0284891,0,0,0,0,0,0,0.0263194,0.0250293,0.0110967,0.00180195,0,0,0.0459114,0,0.0463728,0.0163203,0.0426816,0.0126375,0.00532147,0.0202703,0.00591477,0.0117002,0.0142667,0.107836,0.020874,0.0213257,0.0138524,0.0131231,0.0064617,0.021408,0.0117084,0.0308574,0.0440803,0.00604016,0.0176333,0.0300809,0.0437156,0.00216572,0.0460007,0,0,0.02991,0,0.0243856,0.0162447,0.0328807,0.0671383,0.023503,0.0153167,0.0100894,0.0700601,0.00854337,0.0187704,0.00771109,0.0104826,0.029434,0.0274008,0.0269322,0.0422429,0.00700397,0.0515391,0.00510691,0.00793186,0.0337925,0.0280745,0,0,0,0,0,0,0
102,0.0196475,0.028627,0,0,0,0,0,0,0.0265398,0.0250605,0.010733,0.00178323,0,0,0.0460155,0,0.0464091,0.0163808,0.0427179,0.0121582,0.00537153,0.0201869,0.00609927,0.0118222,0.0141568,0.107742,0.0208141,0.0213639,0.0137886,0.0131569,0.00645045,0.0212375,0.0114492,0.0315617,0.0441167,0.00603575,0.0170992,0.0303306,0.0430354,0.00214244,0.0455603,0,0,0.0310082,0,0.0244117,0.016932,0.033004,0.0666393,0.0236478,0.0152202,0.0103985,0.0696174,0.00858982,0.018746,0.00755284,0.0104838,0.0292246,0.027552,0.0265301,0.0419753,0.00720578,0.0516565,0.0052313,0.00792695,0.0331675,0.0282263,0,0,0,0,0,0,0
103,0.0196848,0.0285274,0,0,0,0,0,0,0.0269047,0.0250911,0.0104645,0.0017543,0,0,0.0462429,0,0.0464407,0.0164577,0.0427466,0.0117982,0.00531059,0.020091,0.00646379,0.0119221,0.0140978,0.107775,0.0208164,0.0215716,0.013771,0.013262,0.00654559,0.0210332,0.0111617,0.0319776,0.0441558,0.00603181,0.0169189,0.0304981,0.0427463,0.00216229,0.0453613,0,0,0.0319253,0,0.0243438,0.017428,0.0331127,0.066208,0.0237522,0.0151937,0.0107561,0.069354,0.00853371,0.0187151,0.00733494,0.0105128,0.0291895,0.027651,0.0263486,0.0418488,0.00720492,0.0520136,0.00525418,0.00807712,0.0325902,0.0286653,0,0,0,0,0,0,0
104,0.0199815,0.0281364,0,0,0,0,0,0,0.0271297,0.0251004,0.0101498,0.00177597,0,0,0.0465988,0,0.0464869,0.0165946,0.0428469,0.0115631,0.00528679,0.0199195,0.00667071,0.0121496,0.0140498,0.107808,0.0208086,0.0217128,0.013719,0.0133799,0.00663287,0.0208324,0.0109847,0.0320512,0.044216,0.00603147,0.0169693,0.0305007,0.0426587,0.00214595,0.0455442,0,0,0.0327474,0,0.0240995,0.0177623,0.0331842,0.0656342,0.0238829,0.0152845,0.0111385,0.0691947,0.00833433,0.0186035,0.00711994,0.0105974,0.0292135,0.0277842,0.0262808,0.0417912,0.00729195,0.0523767,0.00531867,0.00839767,0.0321149,0.0289226,0,0,0,0,0,0,0
105,0.0200611,0.0263968,0,0,0,0,0,0,0.0269904,0.0251668,0.0100495,0.00175252,0,0,0.0469142,0,0.0465304,0.0167596,0.0429725,0.011511,0.00536572,0.0197218,0.0068287,0.0128628,0.0139855,0.107723,0.0207705,0.0217354,0.013614,0.0134289,0.0066137,0.0206805,0.0106491,0.0323912,0.0443013,0.00595691,0.0168177,0.0304215,0.0424758,0.00217457,0.044145,0,0,0.0334642,0,0.0237601,0.0186739,0.0332251,0.0648898,0.0240553,0.015355,0.0116051,0.0666926,0.00824089,0.0184568,0.00691049,0.0106446,0.0291786,0.0280045,0.0260979,0.0417235,0.00758986,0.0516461,0.0042585,0.00760975,0.0300673,0.0282526,0,0,0,0,0,0,0
106,0.0199506,0.0254852,0,0,0,0,0,0,0.0268721,0.0251739,0.00994826,0.00172737,0,0,0.0471794,0,0.0465925,0.0167886,0.0430935,0.0114927,0.00546134,0.0198778,0.00701614,0.0132077,0.013859,0.107602,0.0207366,0.0217223,0.0134924,0.0133994,0.00652367,0.0205667,0.0104596,0.032738,0.0443609,0.0059741,0.0162439,0.0299693,0.0420296,0.00221641,0.0432773,0,0,0.0351703,0,0.0228326,0.0203281,0.0333201,0.0640586,0.0241708,0.0153048,0.0119603,0.0652372,0.00814241,0.0182716,0.00676365,0.010548,0.0290724,0.0282364,0.0257439,0.0414356,0.00818784,0.0514789,0.00696575,0.00828653,0.0289999,0.0278251,0,0,0,0,0,0,0
107,0.0199464,0.0250821,0,0,0,0,0,0,0.0268787,0.0251715,0.0100344,0.00160613,0,0,0.0474797,0,0.0466483,0.0169228,0.0431388,0.0114833,0.00543495,0.0207928,0.0071605,0.0135027,0.0137843,0.107595,0.0207428,0.0219001,0.0134271,0.0134012,0.00647401,0.0205126,0.0104478,0.0331623,0.0444048,0.00597997,0.0160598,0.0298208,0.0410998,0.00228522,0.0433717,0,0,0.0358562,0,0.0223695,0.0211718,0.0334648,0.0633806,0.0242285,0.0151748,0.0122236,0.0650743,0.00803955,0.0180522,0.00663003,0.0104176,0.0288696,0.0283572,0.025336,0.0409391,0.00877345,0.0516018,0.00719354,0.00812525,0.0285614,0.0282967,0,0,0,0,0,0,0
108,0.0202801,0.0247563,0,0,0,0,0,0,0.0267904,0.0251755,0.010114,0.00152631,0,0,0.0478023,0,0.0466934,0.0171597,0.0432131,0.0115379,0.00542296,0.0212128,0.00734762,0.0138313,0.0136948,0.107597,0.020722,0.0220335,0.0133317,0.0133601,0.00637063,0.0205072,0.0104617,0.0335503,0.0444464,0.00597344,0.0158238,0.0299749,0.0406092,0.00233565,0.0435334,0,0,0.0365773,0,0.0223296,0.0212951,0.0335781,0.0627656,0.0242789,0.0149905,0.0125001,0.0649698,0.00790901,0.0176993,0.00644585,0.0102815,0.0286727,0.0285389,0.025061,0.0404581,0.00885169,0.0520139,0.0069535,0.00818067,0.0282755,0.0287114,0,0,0,0,0,0,0
109,0.0210319,0.0246556,0,0,0,0,0,0,0.0265258,0.0251655,0.010228,0.00149188,0,0,0.0481789,0,0.0467314,0.0174388,0.0433329,0.0117096,0.00546858,0.0212005,0.0075981,0.0141838,0.0136026,0.107553,0.0206692,0.0220664,0.0131814,0.0132901,0.00619511,0.02058,0.0106011,0.0338491,0.0444898,0.00597819,0.0153771,0.0301547,0.0404178,0.00234484,0.0440083,0,0,0.0372548,0,0.0223215,0.0212321,0.0336437,0.0621218,0.024337,0.0148369,0.012756,0.0653185,0.00776502,0.0173536,0.0061804,0.0101468,0.0284533,0.0287284,0.0248683,0.0400208,0.00862279,0.0526821,0.00667832,0.00831809,0.0283323,0.0290565,0,0,0,0,0,0,0
110,0.0214752,0.0246768,0,0,0,0,0,0,0.0262696,0.0251578,0.010485,0.00145413,0,0,0.048595,0,0.0467628,0.0177708,0.0434655,0.0119004,0.00547658,0.0211827,0.00787285,0.0144174,0.0135371,0.107538,0.0206775,0.0220395,0.0131027,0.0132929,0.00606952,0.0205766,0.010776,0.0340997,0.0445451,0.00601141,0.0151219,0.0304743,0.040309,0.00236811,0.0447352,0,0,0.0377909,0,0.0224849,0.0213426,0.0336615,0.0616176,0.0244037,0.0147203,0.0129705,0.0661242,0.00759607,0.0171524,0.00587236,0.00996112,0.0281549,0.0289407,0.0247081,0.0395917,0.00857135,0.0532979,0.00630958,0.00856242,0.0286366,0.0296148,0,0,0,0,0,0,0
111,0.0213827,0.024763,0,0,0,0,0,0,0.0260773,0.0251618,0.0106311,0.00130801,0,0,0.0492085,0,0.0467406,0.0180771,0.0435611,0.0120342,0.00541676,0.0212989,0.0080295,0.0145168,0.0135265,0.107629,0.0207969,0.0221664,0.0130779,0.0133688,0.00603903,0.0204713,0.0109814,0.0344572,0.0446252,0.00598295,0.0148111,0.0306403,0.0399731,0.00242891,0.045296,0,0,0.0383525,0,0.0224189,0.0216727,0.0336794,0.0610627,0.0244574,0.0145882,0.0131232,0.0672478,0.00749276,0.0170224,0.00560291,0.00979112,0.0278791,0.0291546,0.0245066,0.0392012,0.00885522,0.0539293,0.00617697,0.00866313,0.0291115,0.0302182,0,0,0,0,0,0,0
112,0.0198534,0.0242693,0,0,0,0,0,0,0.0257622,0.0250849,0.0108086,0.00110782,0,0,0.0496664,0,0.0468946,0.0179634,0.0436923,0.0122489,0.00544493,0.0213801,0.0082141,0.013554,0.0135085,0.107727,0.0208989,0.0222141,0.0130077,0.0133354,0.00590492,0.02049,0.0112962,0.0334641,0.0446675,0.00605081,0.0144255,0.0307707,0.0396128,0.00256865,0.0442223,0,0,0.0394773,0,0.0223151,0.0223515,0.033706,0.0608288,0.0245101,0.0145576,0.0133272,0.0668349,0.00744796,0.0168364,0.00535449,0.00973171,0.027767,0.0293436,0.024392,0.0389781,0.00874243,0.0543715,0.00614895,0.00851594,0.0298177,0.0300844,0,0,0,0,0,0,0
113,0.0204803,0.0245984,0,0,0,0,0,0,0.0255039,0.0250559,0.0110827,0.000999502,0,0,0.0500816,0,0.0469575,0.0182217,0.0437748,0.0124277,0.00543475,0.0213858,0.00828093,0.0138579,0.0135095,0.107755,0.0209662,0.0221779,0.0129023,0.013289,0.00574315,0.0205923,0.0116322,0.0337879,0.0447221,0.00604551,0.0141356,0.0309306,0.0393068,0.00264685,0.044627,0,0,0.0398282,0,0.0222763,0.0225052,0.0337606,0.0606326,0.0245861,0.0144757,0.0134667,0.0673721,0.0073711,0.0166963,0.00508806,0.00962972,0.0277138,0.0294672,0.0243089,0.038733,0.00839636,0.0551959,0.00626128,0.00854648,0.0299721,0.0302856,0,0,0,0,0,0,0
114,0.0207712,0.0241983,0,0,0,0,0,0,0.0253943,0.0250165,0.0111626,0.000903113,0,0,0.050303,0,0.0470693,0.0183586,0.0438114,0.0124658,0.0054681,0.0213784,0.00850719,0.0142275,0.0135902,0.10783,0.0210677,0.0223203,0.0127851,0.0132889,0.00564658,0.0206871,0.0121163,0.0340757,0.0447287,0.00603617,0.0143298,0.0311254,0.0390811,0.00280522,0.0440341,0,0,0.0408505,0,0.0223337,0.0230882,0.0339061,0.0606525,0.0245933,0.0144851,0.0136991,0.0660289,0.00718149,0.0165294,0.0046912,0.00955862,0.0276438,0.029529,0.0242201,0.0385623,0.00811872,0.0550878,0.00679778,0.00888425,0.0291373,0.029752,0,0,0,0,0,0,0
115,0.0258744,0,0,0,0,0,0,0,0.0258076,0.0239166,0.0107132,0.00194646,0,0,0.0535354,0,0.0475248,0.0155989,0.043623,0.0122234,0.00394615,0.0213296,0.00654335,0.0320263,0.0136744,0.107841,0.0210673,0.0223647,0.0128675,0.0133627,0.00585201,0.020689,0.0124067,0.0258569,0.0446679,0.00798913,0.0142616,0.0311701,0.0387546,0.00183826,0.0514623,0,0,0.0394512,0,0.022115,0.0216924,0.0339576,0.0604371,0.0247022,0.0144178,0.0112726,0.0856773,0.00697758,0.0165689,0.00422409,0.00933044,0.0274789,0.0296756,0.0241472,0.0382432,0.00772269,0.0646884,0.00688676,0.00963241,0.056724,0.0423259,0,0,0,0,0,0,0
116,0.0263131,0,0,0,0,0,0,0,0.0257867,0.0238644,0.0106675,0.0018956,0,0,0.0535731,0,0.0476205,0.0156411,0.0436319,0.0121973,0.0038753,0.0213294,0.006647,0.0319153,0.0137819,0.107894,0.0211022,0.0223491,0.0128126,0.0133268,0.00583294,0.0206588,0.0128612,0.0261267,0.0446722,0.00809109,0.0146927,0.0311762,0.0388484,0.00213681,0.0516955,0,0,0.0398575,0,0.0219005,0.021927,0.0341146,0.0608287,0.0246928,0.014577,0.0113512,0.0863657,0.00682872,0.0165009,0.00393721,0.00931397,0.0274018,0.029709,0.0241437,0.0382697,0.00764915,0.0651587,0.00651134,0.00955692,0.0569825,0.0427497,0,0,0,0,0,0,0
