Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x74,,LTIB,x73
558,0.0131428,0.00288722,0,0,0,0,0,0,0.105943,0.02455,0.000739578,0,0,0.0561125,0,0.0414845,0.0232988,0.0439014,0.0120346,0.0090241,0.00220271,0.00296844,0.00949942,0.00516174,0.0296155,0.00359523,0,0.00720273,0.0231195,0.0151175,0.0392384,0.0405406,0.0139176,0.0110264,0.0254446,0.00761254,0.000767831,0.00599768,0,0,0.0145023,0,0.034295,0.0129054,0.0346257,0.00854424,0.0245511,0.0100359,0.00249964,0.016884,0.0041397,0.0118004,0.00838826,0.00604022,0.0075361,0.0179744,0.00607765,0.00719175,0.010232,0.0199446,0.0130288,0.0152491,0.00620566,0.0125424,0,0,0,0,0,0,0,0,0.0524171,0
559,0.0131844,0.00355034,0,0,0,0,0,0,0.106053,0.0242895,0.000728815,0,0,0.0554357,0,0.0419438,0.0229839,0.0438361,0.0120935,0.0091491,0.00205095,0.00317991,0.00920971,0.00520847,0.0296299,0.00372336,0,0.00727496,0.0230757,0.0147978,0.038743,0.0410844,0.0140281,0.0111397,0.0254033,0.00766291,0.000655631,0.00618032,0,0,0.0142989,0,0.0342848,0.0127298,0.0345989,0.00851706,0.0244962,0.0100046,0.00263619,0.017286,0.00414375,0.0117267,0.00830053,0.00599407,0.00753701,0.0179947,0.00610532,0.0071846,0.0102844,0.0199287,0.0126677,0.0149758,0.00598974,0.0123317,0,0,0,0,0,0,0,0,0.052356,0
560,0.0123572,0.00335106,0,0,0,0,0,0,0.10611,0.0243429,0.000793947,0,0,0.0553449,0,0.0418548,0.0229012,0.043863,0.0123015,0.00890509,0.00189793,0.00276156,0.008211,0.00514616,0.0296944,0.00373116,0,0.00738704,0.0230669,0.0145502,0.0382363,0.0410455,0.0139644,0.0111057,0.0254311,0.00761433,0.000593473,0.00580215,0,0,0.014058,0,0.034182,0.0126143,0.0346163,0.00855407,0.0243428,0.00983212,0.00236807,0.0163487,0.00413249,0.0116826,0.00815679,0.00589791,0.00749877,0.0180085,0.00609532,0.00713586,0.0102554,0.0193043,0.0124302,0.0148446,0.00694147,0.0116016,0,0,0,0,0,0,0,0,0.0521461,0
561,0.0120122,0.00359253,0,0,0,0,0,0,0.105973,0.0240934,0.000765895,0,0,0.0551848,0,0.0424175,0.0225387,0.044031,0.0123916,0.00884443,0.00182063,0.0027028,0.00778494,0.00504763,0.0298482,0.00377665,0,0.00729377,0.0230489,0.0146878,0.037958,0.0415042,0.0137067,0.0112348,0.0254888,0.00769138,0.00052918,0.00568917,0,0,0.0137376,0,0.0341664,0.0124895,0.034525,0.00865722,0.0242229,0.00999353,0.00236106,0.0157772,0.00407201,0.0117581,0.00820694,0.0059348,0.00758562,0.0180214,0.00612249,0.00720503,0.0103095,0.0189215,0.0121789,0.0146702,0.00763142,0.0113645,0,0,0,0,0,0,0,0,0.0521081,0
562,0.0117859,0.00398321,0,0,0,0,0,0,0.105758,0.0240878,0.000780504,0,0,0.0551587,0,0.042731,0.0223109,0.0439792,0.0123508,0.00883569,0.00192241,0.00267999,0.00756883,0.00508682,0.0298562,0.00367692,0,0.00727989,0.0231385,0.0149044,0.0378289,0.0417602,0.0133486,0.0112016,0.0255198,0.00772316,0.000407799,0.00560592,0,0,0.0133852,0,0.0341047,0.0123848,0.0345826,0.00867142,0.0243462,0.0101088,0.00234791,0.0152292,0.00412593,0.0118298,0.00826956,0.00603485,0.00766026,0.0180454,0.00614939,0.00730626,0.0102059,0.0184332,0.0120621,0.0145324,0.00834777,0.0110773,0,0,0,0,0,0,0,0,0.0521965,0
563,0.011644,0.00450423,0,0,0,0,0,0,0.105677,0.024339,0.000827913,0,0,0.0554076,0,0.0425544,0.0224221,0.043917,0.0121922,0.0088569,0.0020815,0.00266089,0.00750496,0.0053025,0.0296951,0.00365144,0,0.00787619,0.0231636,0.0149758,0.0378704,0.0415956,0.0131444,0.0111028,0.0255558,0.00768229,0.000319405,0.00554796,0,0,0.013011,0,0.0340205,0.01224,0.0346733,0.00862853,0.0244131,0.0101232,0.00232196,0.0147424,0.00420801,0.011864,0.00828149,0.00606107,0.00764516,0.0180341,0.00613309,0.00732534,0.0100854,0.0179204,0.0119951,0.0143868,0.00909668,0.0109447,0,0,0,0,0,0,0,0,0.0522508,0
564,0.0117974,0.0050931,0,0,0,0,0,0,0.126269,0.024519,0.00119477,0,0,0.056584,0,0.0423157,0.0228076,0.0449756,0.0210784,0.00880134,0.0130882,0.00305856,0.00776036,0.00764374,0.0241508,0.0114617,0,0.0131149,0.0242277,0.0335888,0.0385492,0.0411698,0.0125222,0.0118119,0.0255374,0.00787167,0.00217734,0.00547442,0,0,0.0123559,0,0.0340252,0.0120188,0.0336669,0.00871624,0.0250065,0.0102669,0.00277466,0.0138311,0.0035489,0.011735,0.0081127,0.00577321,0.0074484,0.0178711,0.00612403,0.0070774,0.0110176,0.0176488,0.0120625,0.0142797,0.0106575,0.011747,0,0,0,0,0,0,0,0,0.0597779,0
565,0.011862,0.0056059,0,0,0,0,0,0,0.126261,0.0243217,0.00121339,0,0,0.0554125,0,0.0428817,0.0222388,0.044972,0.0210288,0.00878318,0.01315,0.00304939,0.00750861,0.0075391,0.0241613,0.0114472,0,0.013148,0.0242257,0.0335552,0.0375017,0.0418735,0.0126986,0.0117565,0.025539,0.00786898,0.00266555,0.00556231,0,0,0.0120504,0,0.0338222,0.0117813,0.0336794,0.00865231,0.0250007,0.010237,0.00277813,0.0139366,0.00350953,0.0117436,0.00793695,0.00576104,0.00747592,0.017871,0.00612391,0.00708576,0.0110242,0.017219,0.0117131,0.013973,0.0105639,0.0113947,0,0,0,0,0,0,0,0,0.0597581,0
566,0.0115985,0.00640123,0,0,0,0,0,0,0.10561,0.0238555,0.000993582,0,0,0.055644,0,0.0433999,0.0220303,0.0438988,0.0124067,0.00899646,0.00214227,0.00297911,0.00766523,0.00508307,0.0297178,0.00356948,0,0.00796515,0.0231934,0.0143568,0.0375645,0.0421402,0.0117436,0.0107679,0.0255174,0.00758403,0.00201161,0.00503642,0,0,0.0111289,0,0.0337172,0.0115944,0.0347549,0.00871376,0.0242847,0.00986663,0.00244823,0.0132619,0.00409224,0.0119625,0.00789028,0.00585688,0.00764605,0.018068,0.00620159,0.00732234,0.0101413,0.0164638,0.0118402,0.0138873,0.0121042,0.0115062,0,0,0,0,0,0,0,0,0.0521851,0
567,0.0118435,0.0067813,0,0,0,0,0,0,0.105625,0.0237925,0.000989452,0,0,0.0547037,0,0.0435093,0.0218117,0.043758,0.0124136,0.0090485,0.00206777,0.00310295,0.00768044,0.00503053,0.0298489,0.00351613,0,0.00790345,0.0232131,0.0142372,0.036748,0.0424461,0.0119683,0.0107667,0.0255733,0.00765759,0.00197652,0.00536894,0,0,0.0108023,0,0.0335058,0.0113832,0.0347804,0.00875884,0.0243263,0.00990982,0.00253553,0.0134882,0.00414464,0.0119622,0.00799157,0.00587821,0.0077204,0.0180478,0.00631278,0.00744439,0.0102352,0.0159447,0.0117103,0.0135354,0.0119704,0.0113492,0,0,0,0,0,0,0,0,0.0522746,0
568,0.012169,0.00760211,0,0,0,0,0,0,0.126861,0.0236975,0.00134862,0,0,0.0554304,0,0.0436632,0.0219254,0.0448648,0.0209426,0.00908618,0.0132587,0.00364101,0.0081162,0.00754705,0.024291,0.0115135,0,0.0131027,0.0242363,0.0336971,0.0369431,0.0424393,0.0110913,0.0114306,0.0255471,0.00784696,0.00270444,0.0055005,0,0,0.0100114,0,0.0334755,0.0111914,0.0336975,0.00880459,0.0249388,0.0099752,0.00312551,0.0134306,0.00344952,0.0117981,0.00808332,0.00554018,0.00747043,0.017955,0.00629481,0.00719755,0.0106549,0.0158743,0.0119377,0.013405,0.0136065,0.0125234,0,0,0,0,0,0,0,0,0.0602116,0
569,0.0125146,0.0078124,0,0,0,0,0,0,0.126475,0.0239968,0.00142876,0,0,0.0547643,0,0.0435978,0.0217658,0.0449011,0.0212634,0.00908303,0.0130718,0.00377653,0.00849124,0.00749639,0.0242991,0.0114729,0,0.0126657,0.0242125,0.0334669,0.0360189,0.0426233,0.0114558,0.0113009,0.0256323,0.00781479,0.00256228,0.00570846,0,0,0.00976466,0,0.0332376,0.0109471,0.0337347,0.00870969,0.0249544,0.0098848,0.00322894,0.0134971,0.00347837,0.0117082,0.00813424,0.00553628,0.0074132,0.0180325,0.00626283,0.00719313,0.0100897,0.0153883,0.0114361,0.0130285,0.0131164,0.0122027,0,0,0,0,0,0,0,0,0.0602501,0
570,0.0127851,0.0084032,0,0,0,0,0,0,0.126699,0.0241564,0.00153467,0,0,0.0550042,0,0.0433345,0.0220372,0.0449662,0.0211222,0.00920365,0.0129794,0.00395188,0.00905426,0.00748197,0.024264,0.0114994,0,0.0130268,0.0241419,0.033573,0.0357695,0.0423334,0.0115047,0.0111732,0.0256818,0.00780434,0.00195535,0.00583042,0,0,0.00918939,0,0.0330929,0.0107651,0.0336935,0.00873492,0.0248758,0.00980799,0.00338368,0.0134425,0.00342233,0.0116678,0.00803283,0.00550114,0.00743163,0.0180996,0.00626935,0.00722516,0.0101813,0.015053,0.0111357,0.012747,0.0137152,0.0124077,0,0,0,0,0,0,0,0,0.0602768,0
571,0.0131493,0.00898738,0,0,0,0,0,0,0.126822,0.0244213,0.00167431,0,0,0.0552494,0,0.0429712,0.0224634,0.0450791,0.0208536,0.00931424,0.0127901,0.00411261,0.00973356,0.00743453,0.0243728,0.0113782,0,0.0139982,0.024014,0.0336017,0.0356065,0.0420369,0.0117218,0.0110265,0.0256851,0.00775859,0.00119762,0.0059834,0,0,0.00859789,0,0.0329086,0.0106074,0.0336135,0.00878255,0.0247743,0.00967984,0.00355281,0.0134592,0.00334746,0.0116748,0.00788352,0.00542222,0.0074641,0.0181654,0.0063307,0.00725501,0.0102498,0.014771,0.0110173,0.0125003,0.0143346,0.0126952,0,0,0,0,0,0,0,0,0.0601979,0
572,0.0134924,0.0094823,0,0,0,0,0,0,0.126926,0.0247395,0.00170382,0,0,0.0553901,0,0.0428382,0.0227006,0.0449707,0.0207539,0.0093594,0.0127796,0.00420554,0.0103679,0.00753753,0.024348,0.0114417,0,0.0140247,0.0239936,0.0335316,0.0354412,0.0420045,0.0119005,0.0107616,0.0257323,0.00762103,0.00184197,0.00608914,0,0,0.00791048,0,0.0327523,0.0104563,0.0337298,0.00873009,0.0248566,0.00951919,0.00362084,0.0135281,0.00344575,0.0115794,0.00781831,0.0053395,0.00743042,0.0182162,0.00634848,0.00724368,0.00992586,0.0143781,0.0108302,0.0122762,0.0149869,0.0130292,0,0,0,0,0,0,0,0,0.0602979,0
573,0.0135931,0.0105163,0,0,0,0,0,0,0.127224,0.0245021,0.00174856,0,0,0.0560719,0,0.0430714,0.022798,0.0448435,0.020929,0.00949683,0.012869,0.0043998,0.0108971,0.00759943,0.0241636,0.0116818,0,0.0130753,0.024011,0.0335517,0.035564,0.0419209,0.0111779,0.0103224,0.0257283,0.00732815,0.00248401,0.00608463,0,0,0.00693296,0,0.0327554,0.0104649,0.0337655,0.00860164,0.0248318,0.00926185,0.00375825,0.0141174,0.00345681,0.0115304,0.00765842,0.00517675,0.00725305,0.0182623,0.00629049,0.00708877,0.00933047,0.0145865,0.0109265,0.0122093,0.0172699,0.0141177,0,0,0,0,0,0,0,0,0.0605704,0
574,0.0139257,0.0110075,0,0,0,0,0,0,0.127302,0.0242038,0.0017965,0,0,0.0557009,0,0.0433587,0.0226255,0.0447409,0.0210746,0.00957503,0.0128715,0.00453252,0.0113784,0.00747063,0.0241085,0.0117789,0,0.0129444,0.0239771,0.0334904,0.0349602,0.0421064,0.0109474,0.0100447,0.0257511,0.00710674,0.00267013,0.00640453,0,0,0.00625144,0,0.0325723,0.0103328,0.0337507,0.00840106,0.0248314,0.00903696,0.00384203,0.0144617,0.00339123,0.0114777,0.00746937,0.00510632,0.00708935,0.0182719,0.00619499,0.00693982,0.00870207,0.0143446,0.0105599,0.011919,0.0178688,0.0145142,0,0,0,0,0,0,0,0,0.0607087,0
575,0.0142419,0.011443,0,0,0,0,0,0,0.127356,0.0241632,0.00189781,0,0,0.0555193,0,0.0435844,0.0226335,0.0448339,0.0211086,0.00963406,0.0129729,0.00461956,0.011829,0.00746584,0.0240778,0.0117809,0,0.0134952,0.0239414,0.0334459,0.0346086,0.0422548,0.0106795,0.00987213,0.0257773,0.00701214,0.00255168,0.00678376,0,0,0.00564908,0,0.0323565,0.010229,0.0337456,0.00827106,0.0248279,0.0088858,0.00390859,0.0148966,0.00329609,0.0114752,0.00725093,0.00507063,0.00701991,0.0183003,0.00613453,0.00686498,0.00838287,0.0141373,0.0102588,0.0116002,0.0183891,0.0150142,0,0,0,0,0,0,0,0,0.0607228,0
576,0.0148827,0.0112273,0,0,0,0,0,0,0.127454,0.0244758,0.00195226,0,0,0.0543168,0,0.0435279,0.0223655,0.0448611,0.0212171,0.00964443,0.0132474,0.00470021,0.0124698,0.00764755,0.0240139,0.0117634,0,0.0133879,0.0239178,0.0333455,0.0334798,0.0426218,0.0111042,0.00985853,0.0258277,0.00700811,0.00190598,0.00700506,0,0,0.00522156,0,0.0319006,0.00974862,0.0337643,0.0081499,0.0248603,0.00890051,0.00396362,0.0139235,0.00332082,0.0114582,0.0070611,0.00511148,0.00703753,0.0182915,0.00617208,0.00686377,0.00839887,0.0130073,0.00950304,0.0110208,0.01696,0.0147904,0,0,0,0,0,0,0,0,0.0608047,0
577,0.0148859,0.0127174,0,0,0,0,0,0,0.127613,0.0243772,0.00204598,0,0,0.0553411,0,0.0438258,0.0224443,0.044977,0.0213826,0.00976266,0.0134206,0.00486403,0.0130899,0.00806718,0.0239933,0.0118307,0,0.0141486,0.0239072,0.0332827,0.0336265,0.0425117,0.0100604,0.00970812,0.0257445,0.00692006,0.00126833,0.00773914,0,0,0.00462565,0,0.031866,0.00985774,0.0337018,0.00815677,0.0247174,0.00872236,0.00407084,0.0159815,0.00322184,0.0115001,0.00681371,0.00494512,0.00696372,0.0183641,0.00622095,0.00681667,0.00820003,0.0140063,0.00957645,0.0109303,0.0199387,0.0163759,0,0,0,0,0,0,0,0,0.0609999,0
578,0.0152181,0.0133805,0,0,0,0,0,0,0.127434,0.0242447,0.00209557,0,0,0.0549898,0,0.0440647,0.0221092,0.0450121,0.021291,0.00979811,0.0132342,0.00496427,0.0138127,0.00792772,0.0241713,0.0117353,0,0.0147038,0.0239004,0.0332588,0.0332481,0.0426558,0.0100214,0.00968617,0.0257288,0.00685404,0.00204558,0.00832619,0,0,0.0044016,0,0.0316372,0.00973681,0.033676,0.00805374,0.0246594,0.00876504,0.0041218,0.0167457,0.00315909,0.0114724,0.0068072,0.00492094,0.00692906,0.0184043,0.00617923,0.00675865,0.00858726,0.0139646,0.00954006,0.0106389,0.0208563,0.0170415,0,0,0,0,0,0,0,0,0.0610935,0
579,0.0155021,0.0140005,0,0,0,0,0,0,0.127294,0.0240811,0.00207709,0,0,0.0545974,0,0.0442506,0.0219105,0.0448289,0.0212667,0.0097981,0.0132006,0.00502386,0.0144979,0.00777458,0.0241041,0.0118241,0,0.014874,0.0239549,0.0332318,0.0329162,0.0427873,0.0099972,0.00948705,0.0257356,0.00681185,0.00260186,0.00885333,0,0,0.0042757,0,0.031439,0.0096553,0.0337774,0.00804401,0.0247592,0.00887521,0.00419401,0.0174739,0.00321601,0.0114294,0.00684356,0.00500342,0.00700086,0.0184051,0.00610895,0.00680104,0.00944646,0.0139046,0.00932971,0.0103142,0.021569,0.0175974,0,0,0,0,0,0,0,0,0.0611327,0
580,0.0158253,0.0145147,0,0,0,0,0,0,0.127201,0.0241577,0.00214584,0,0,0.0542563,0,0.0444137,0.0218359,0.0447111,0.0212609,0.00983351,0.013141,0.00515684,0.0151563,0.007708,0.0238947,0.0118207,0,0.0148405,0.0239501,0.0331015,0.032601,0.0429245,0.00986869,0.00942166,0.0257712,0.0068386,0.00271829,0.00945969,0,0,0.00414258,0,0.0312895,0.00955779,0.0337834,0.00805166,0.0247701,0.00896781,0.00428343,0.0182718,0.00325577,0.0114203,0.00688238,0.00505006,0.00702877,0.0183765,0.00605504,0.00682394,0.00983327,0.01403,0.00868341,0.00988022,0.0222259,0.0181912,0,0,0,0,0,0,0,0,0.0610673,0
581,0.0162386,0.0149094,0,0,0,0,0,0,0.127135,0.0243072,0.00223695,0,0,0.0538668,0,0.0445094,0.0218148,0.0448707,0.0212709,0.00990438,0.0130659,0.00529326,0.0158003,0.00769785,0.0239086,0.0117497,0,0.0148442,0.0239123,0.0330337,0.032214,0.0430292,0.00975344,0.00949415,0.0258062,0.00688665,0.00273136,0.0100605,0,0,0.00414219,0,0.0311009,0.0094601,0.0337104,0.00805237,0.0246747,0.0089987,0.00438634,0.0189789,0.00327337,0.011425,0.00688619,0.0050552,0.00703185,0.0183578,0.00603588,0.00684636,0.00988061,0.0141903,0.00815179,0.00948071,0.0228256,0.0188339,0,0,0,0,0,0,0,0,0.0610705,0
582,0.016643,0.015236,0,0,0,0,0,0,0.127094,0.0243465,0.00225203,0,0,0.0533342,0,0.0446396,0.0216731,0.0448581,0.0212936,0.00991237,0.013,0.0053722,0.0164664,0.00781459,0.0240917,0.0116932,0,0.0148673,0.0239292,0.0331131,0.0316992,0.0431696,0.00945947,0.00948248,0.025835,0.00689081,0.00269069,0.0104944,0,0,0.00421168,0,0.0308612,0.00931602,0.03376,0.00807585,0.0247503,0.0090003,0.0044802,0.0194416,0.00335452,0.0113841,0.00687656,0.00511401,0.0070214,0.0183205,0.0059986,0.00689271,0.00976857,0.0141516,0.00769974,0.00904623,0.0232929,0.0193325,0,0,0,0,0,0,0,0,0.0611672,0
583,0.0170887,0.0154854,0,0,0,0,0,0,0.12709,0.0242945,0.00230059,0,0,0.0527133,0,0.0448132,0.0214664,0.0448252,0.0213824,0.00990191,0.0128054,0.00541297,0.0172096,0.00807066,0.0241891,0.011807,0,0.014842,0.0239356,0.0332076,0.031096,0.043337,0.00925538,0.00948122,0.0258468,0.00686677,0.00267466,0.0108621,0,0,0.00429872,0,0.0306131,0.00910261,0.0338085,0.00804707,0.0248236,0.00904698,0.0045537,0.0198009,0.00335968,0.0113569,0.00684177,0.00516801,0.00694961,0.0183063,0.0059422,0.00687881,0.00974702,0.0140816,0.00719793,0.008618,0.0236156,0.0198324,0,0,0,0,0,0,0,0,0.061267,0
584,0.0175542,0.0157218,0,0,0,0,0,0,0.127066,0.0242521,0.00231301,0,0,0.0522124,0,0.0449538,0.0213626,0.0448003,0.0214758,0.00992954,0.0126491,0.00543803,0.0178915,0.00811789,0.0242322,0.0123527,0,0.014784,0.0239165,0.0332652,0.0305688,0.0434948,0.0094377,0.00950786,0.0258694,0.00684216,0.00272999,0.0111083,0,0,0.00443004,0,0.0303598,0.00881505,0.0338812,0.00791666,0.0248477,0.00906496,0.00461352,0.0198676,0.00336808,0.0113625,0.00679778,0.0051892,0.00686581,0.0183067,0.00591031,0.00678986,0.00980216,0.0139191,0.00671224,0.00821376,0.0238318,0.0203072,0,0,0,0,0,0,0,0,0.0612818,0
585,0.0180775,0.0160028,0,0,0,0,0,0,0.126965,0.0242136,0.00235877,0,0,0.051815,0,0.0450917,0.0213274,0.0447784,0.0215333,0.00995154,0.0125159,0.00543329,0.0186346,0.00784985,0.0243028,0.0129754,0,0.0147667,0.0238672,0.0332385,0.0301566,0.0436418,0.00962539,0.00957013,0.0259622,0.006821,0.00291579,0.0112033,0,0,0.00449115,0,0.0301135,0.00854802,0.0339265,0.00772131,0.0248275,0.00902898,0.00463665,0.0195022,0.00334237,0.0113792,0.00676589,0.00519284,0.00681337,0.0183129,0.00587561,0.00666782,0.00986352,0.0136482,0.00642308,0.00782447,0.023926,0.0207317,0,0,0,0,0,0,0,0,0.0612672,0
586,0.0186466,0.0163946,0,0,0,0,0,0,0.127081,0.024246,0.00237404,0,0,0.0512812,0,0.045312,0.0211371,0.0447292,0.0214512,0.0100325,0.0124732,0.0054281,0.0195382,0.00743757,0.0243471,0.0122452,0,0.0147546,0.0238041,0.0334167,0.0297752,0.0438017,0.00952223,0.00958979,0.0260185,0.00680051,0.00312376,0.0116074,0,0,0.00471558,0,0.0299325,0.00848336,0.0337869,0.00760603,0.0247737,0.00896142,0.0046282,0.0197056,0.00329419,0.0113724,0.00673705,0.00524626,0.00678893,0.018324,0.00584425,0.00657977,0.0098965,0.0137257,0.00619448,0.00743724,0.0242862,0.0213224,0,0,0,0,0,0,0,0,0.0613485,0
587,0.019147,0.0168312,0,0,0,0,0,0,0.127215,0.0242197,0.00229975,0,0,0.0506541,0,0.0455093,0.0209522,0.0447447,0.0213818,0.0100673,0.0125216,0.00543141,0.0204746,0.00735243,0.0243561,0.011933,0,0.0147582,0.0237995,0.0335707,0.0293456,0.0439305,0.00934539,0.00940622,0.0260805,0.00675653,0.00301108,0.0120022,0,0,0.00497821,0,0.0297486,0.00845004,0.0337965,0.0075973,0.0248437,0.00886708,0.00465609,0.0200372,0.00340975,0.0113526,0.00667731,0.00534337,0.0067358,0.0183158,0.00585237,0.00657238,0.00971326,0.0135953,0.00565764,0.00698167,0.0247836,0.021834,0,0,0,0,0,0,0,0,0.0614359,0
588,0.0194897,0.0183312,0,0,0,0,0,0,0.127451,0.0240456,0.00228822,0,0,0.0503755,0,0.0457127,0.0211035,0.0447705,0.021402,0.0100766,0.0126592,0.00538,0.0217829,0.00758328,0.0243644,0.0119888,0,0.0147966,0.0237762,0.0338882,0.0291017,0.0439451,0.00901963,0.0092097,0.0259773,0.00669197,0.00236059,0.0153466,0,0,0.00568287,0,0.029825,0.00866856,0.0337595,0.00770932,0.0247762,0.00871827,0.00461132,0.026131,0.00341903,0.0114099,0.00647815,0.00528098,0.00668344,0.0183298,0.00591381,0.00658486,0.00948537,0.0165884,0.00538564,0.00665299,0.0280106,0.0236571,0,0,0,0,0,0,0,0,0.0615903,0
589,0.0201827,0.018806,0,0,0,0,0,0,0.127527,0.0239628,0.00235902,0,0,0.0499546,0,0.0457895,0.0212827,0.0448235,0.0214481,0.0100746,0.0128453,0.00540604,0.0231881,0.0078207,0.0244021,0.012028,0,0.0148023,0.0237142,0.0340984,0.0287886,0.0440654,0.00910358,0.00923195,0.0259907,0.00669268,0.00153573,0.0160436,0,0,0.00591795,0,0.0296755,0.00834776,0.0337001,0.00781041,0.0247219,0.00872161,0.0046429,0.0268706,0.00339265,0.0114454,0.006441,0.00525283,0.00665273,0.0183226,0.00593819,0.00659612,0.00952946,0.0166905,0.00499816,0.00636461,0.0288101,0.0244418,0,0,0,0,0,0,0,0,0.0617291,0
590,0.0207577,0.0193451,0,0,0,0,0,0,0.127573,0.0239289,0.00232109,0,0,0.0498032,0,0.0458385,0.0214016,0.0447496,0.0214444,0.0100684,0.0129561,0.00548945,0.0243487,0.0076506,0.0244084,0.0120635,0,0.0148452,0.0237096,0.0341132,0.0285316,0.0441518,0.00906194,0.00904727,0.0260629,0.00654453,0.00217812,0.0165842,0,0,0.00610282,0,0.0296179,0.0081324,0.0337842,0.0077119,0.0247826,0.00864115,0.00469528,0.0275206,0.00343498,0.0114166,0.00648886,0.00526657,0.00655581,0.0182959,0.00585787,0.00650716,0.00936087,0.0168283,0.00466751,0.00617339,0.0295746,0.0250978,0,0,0,0,0,0,0,0,0.0617628,0
591,0.0212851,0.019872,0,0,0,0,0,0,0.127626,0.0240002,0.00229723,0,0,0.0497326,0,0.0458676,0.0212652,0.0447506,0.021503,0.0101231,0.0130124,0.00565045,0.025179,0.00757076,0.0243658,0.0121512,0,0.0149044,0.0236894,0.0340386,0.0284585,0.0442062,0.00890901,0.00892382,0.0262355,0.006443,0.0027798,0.0170777,0,0,0.00614632,0,0.0296932,0.00813569,0.0338207,0.00757161,0.0247875,0.00853265,0.00481474,0.0280911,0.00345835,0.0113586,0.00649798,0.00521963,0.00645538,0.018302,0.00578948,0.00639742,0.0092401,0.0170449,0.0045191,0.00600396,0.0302213,0.0257336,0,0,0,0,0,0,0,0,0.0617941,0
592,0.0218479,0.0203628,0,0,0,0,0,0,0.1277,0.024168,0.00233969,0,0,0.0495998,0,0.0459212,0.0210538,0.0448736,0.0216259,0.0102146,0.0131295,0.00578606,0.0259143,0.00767848,0.0241418,0.0122778,0,0.014915,0.0236642,0.0342378,0.0285918,0.0442537,0.00861123,0.00886215,0.0263326,0.00635258,0.00298783,0.017685,0,0,0.00617233,0,0.0297116,0.00834706,0.0338024,0.00746364,0.0247385,0.00839991,0.00493921,0.0286871,0.00340489,0.0113364,0.00640412,0.00515337,0.00635133,0.0183026,0.00575296,0.00629285,0.00917476,0.0173396,0.00447566,0.00585764,0.030766,0.0264356,0,0,0,0,0,0,0,0,0.0619249,0
593,0.0223052,0.0210215,0,0,0,0,0,0,0.127782,0.0242591,0.00235856,0,0,0.0493359,0,0.0459612,0.0209864,0.0448551,0.0216818,0.0102512,0.0132891,0.00589007,0.0267099,0.00776834,0.0238318,0.0124767,0,0.0149043,0.0236617,0.0344891,0.0286821,0.0442987,0.00851014,0.00872948,0.0263094,0.00626944,0.00283719,0.0181518,0,0,0.0062419,0,0.0296167,0.00848991,0.0338763,0.00739451,0.024787,0.00830162,0.00505897,0.0292202,0.00341309,0.0113238,0.00632018,0.00518547,0.00627941,0.0182849,0.00575129,0.00626007,0.00903848,0.0175213,0.00441111,0.00566478,0.0314459,0.0270154,0,0,0,0,0,0,0,0,0.0620593,0
594,0.0227791,0.0215985,0,0,0,0,0,0,0.127905,0.0242287,0.00238538,0,0,0.0490112,0,0.0459911,0.0211284,0.0449504,0.0217729,0.0103017,0.0134566,0.00602715,0.0275397,0.00780971,0.0237601,0.0126976,0,0.0149196,0.0236342,0.0347433,0.0284676,0.0443127,0.00863247,0.00857798,0.0262517,0.00619227,0.00226897,0.018829,0,0,0.00647673,0,0.0294786,0.00849818,0.0338996,0.0072654,0.0247814,0.00814666,0.00519656,0.0300579,0.0034107,0.0113338,0.00625704,0.00512373,0.00614021,0.0183105,0.00568938,0.00615878,0.00890142,0.0177845,0.0043714,0.00548937,0.0321197,0.0276596,0,0,0,0,0,0,0,0,0.0621759,0
595,0.0234751,0.0214016,0,0,0,0,0,0,0.127827,0.0241912,0.00250043,0,0,0.0480613,0,0.0459109,0.02101,0.0450634,0.0217015,0.0104296,0.0133613,0.00637232,0.0283359,0.00782517,0.0238633,0.0126709,0,0.0149089,0.0235569,0.0348644,0.028011,0.0444836,0.00887148,0.00846929,0.02637,0.00610192,0.0016746,0.017326,0,0,0.00681089,0,0.0291999,0.00825079,0.0338558,0.00714176,0.0248517,0.00813126,0.005534,0.0264177,0.00339054,0.0113325,0.00638044,0.00509255,0.00601781,0.0183109,0.00555549,0.00601121,0.00882159,0.0156843,0.00419676,0.00535876,0.030752,0.0274039,0,0,0,0,0,0,0,0,0.0621885,0
