Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LELB,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RELB,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x55,x56,x57,x58,x59
9,0.0190023,0.0568888,0.0377111,0,0.0103754,0.0518969,0.0211386,0,0.0436387,0.0604148,0.0267134,0.0180409,0.0177346,0.048681,0.0275761,0.0267067,0.0534978,0.0609234,0.0311374,0.0507192,0.0566181,0.024023,0.0306416,0.00632875,0.0416013,0.0158656,0.0125747,0.00677652,0,0.0255367,0.0498507,0.0406354,0.0249403,0,0.032657,0.0691807,0.0120239,0.0282578,0.0251847,0.058254,0.0415283,0.0202329,0.038132,0.0488406,0.0395069,0.0207215,0.0308972,0.0145901,0.0296607,0.0331771,0.0283992,0.010158,0.0277426,0.0493555,0.0516739,0,0,0,0,0
10,0.0187119,0.057047,0.0344919,0,0.00979893,0.0507642,0.0210458,0,0.0435777,0.0605162,0.0271402,0.0185978,0.0179663,0.0492891,0.0272714,0.027452,0.0543241,0.0615337,0.0311796,0.0504662,0.0563199,0.0239578,0.0306646,0.00958189,0.0414932,0.0157993,0.0126171,0.0069684,0,0.0254666,0.0500081,0.0405615,0.0253685,0,0.032774,0.0690692,0.0120424,0.0277864,0.0249932,0.0582174,0.0422919,0.0199733,0.0384416,0.0487185,0.0392884,0.0205683,0.0308753,0.0144927,0.0295917,0.0329983,0.0282061,0.0100912,0.0279107,0.0495143,0.0517611,0,0,0,0,0
11,0.0185252,0.0572185,0.0315525,0,0.0101102,0.0499935,0.0209543,0,0.0432856,0.0607201,0.0290657,0.0191727,0.0180342,0.0496942,0.0270944,0.0281622,0.0549615,0.0620011,0.0310736,0.0507747,0.0564491,0.0244857,0.0310307,0.0162855,0.0414576,0.0157078,0.0127666,0.00724153,0,0.0253356,0.0502439,0.0405242,0.0255035,0,0.032813,0.0688743,0.0120869,0.0277164,0.0248344,0.0579769,0.0427218,0.0195932,0.0385959,0.0486776,0.0390896,0.0203542,0.0309782,0.0145192,0.0295611,0.0326282,0.0281649,0.0100637,0.0278717,0.0496081,0.0518172,0,0,0,0,0
12,0.0183503,0.0574509,0.0290885,0,0.0114606,0.0492269,0.0209787,0,0.0432038,0.0608719,0.031998,0.0197792,0.0180834,0.0499271,0.0272602,0.0287225,0.055443,0.0623335,0.0310272,0.0513898,0.0568214,0.0253306,0.0318592,0.0239052,0.0414679,0.0157082,0.0128715,0.00758879,0,0.0251898,0.0505339,0.0404021,0.0254479,0,0.0328199,0.0686446,0.0121433,0.0279255,0.0246955,0.0576078,0.0428378,0.019121,0.0388094,0.0486684,0.0391016,0.0201623,0.0311381,0.0146576,0.0295618,0.0321005,0.0282828,0.0103897,0.0275745,0.0497579,0.051884,0,0,0,0,0
13,0.0182408,0.0576753,0.0280421,0,0.0125666,0.0483445,0.0210414,0,0.0431564,0.0608618,0.0344524,0.0204973,0.018303,0.0499399,0.0275586,0.0291534,0.0559151,0.0626788,0.0310545,0.0520994,0.0572203,0.0259585,0.032936,0.0299823,0.0415454,0.0157283,0.012801,0.00793587,0,0.0251714,0.0509837,0.0402686,0.0253156,0,0.0327221,0.0684918,0.0121813,0.027628,0.0246085,0.0572262,0.0426772,0.0188167,0.0390697,0.0487026,0.0392526,0.0200204,0.031234,0.0147149,0.0295924,0.0315212,0.0284255,0.0105413,0.0271609,0.0499697,0.0519478,0,0,0,0,0
14,0.0182034,0.0578962,0.0271398,0,0.0127233,0.0472547,0.0211161,0,0.0430553,0.0608525,0.0365,0.0211227,0.0187136,0.0498893,0.0278757,0.0294657,0.056296,0.0629688,0.0311136,0.0528255,0.0576681,0.026333,0.0340387,0.0348239,0.0417011,0.0157724,0.0126959,0.00837837,0,0.0252658,0.0515152,0.0401376,0.0249744,0,0.0325885,0.0684754,0.0121644,0.0276377,0.0246478,0.0568724,0.042366,0.0188657,0.0391419,0.0487745,0.039502,0.0199347,0.0312177,0.0147947,0.0296097,0.0308093,0.0286456,0.0104827,0.0268391,0.0500937,0.0519964,0,0,0,0,0
15,0.0181991,0.0580878,0.0265647,0,0.0127677,0.0463254,0.0211266,0,0.043033,0.0609689,0.038313,0.0217283,0.0192264,0.0498933,0.0283311,0.0296501,0.0565991,0.0631785,0.0311713,0.0535458,0.05821,0.0268122,0.0349887,0.0393667,0.0418629,0.0158434,0.012578,0.00902249,0,0.0253182,0.0521318,0.0400341,0.0245248,0,0.0324905,0.0685245,0.0120377,0.0278976,0.0245576,0.0566009,0.041871,0.0189295,0.0390167,0.0488578,0.0398655,0.019903,0.031178,0.014946,0.029579,0.0298874,0.0289188,0.0105401,0.026499,0.0501596,0.0520366,0,0,0,0,0
16,0.0182181,0.0581531,0.0268131,0,0.0132011,0.0456122,0.021086,0,0.043087,0.0611687,0.0398331,0.0225024,0.0198083,0.0499248,0.0289021,0.029668,0.0568848,0.0635214,0.0312311,0.054313,0.0588161,0.0274633,0.0359597,0.0437923,0.0420284,0.0158669,0.0125909,0.00975459,0,0.0253623,0.0528948,0.039999,0.0241969,0,0.032458,0.0685361,0.0118706,0.0276027,0.0243772,0.056453,0.0413417,0.019011,0.0388348,0.0489712,0.0402848,0.0199105,0.0310759,0.0150449,0.029564,0.0288932,0.0290972,0.0105715,0.0262201,0.0502001,0.0520448,0,0,0,0,0
17,0.0182872,0.058056,0.0274238,0,0.0137135,0.0449023,0.0210104,0,0.0430767,0.0614107,0.0410622,0.0233808,0.020356,0.0499873,0.029537,0.0300101,0.0572392,0.0638188,0.0312801,0.055105,0.0594496,0.0281278,0.0369668,0.0478785,0.0422328,0.0158394,0.0127454,0.0105397,0,0.0254366,0.0536384,0.0400362,0.0238872,0,0.0324438,0.0685206,0.0116828,0.0273949,0.0241066,0.0563134,0.0407533,0.0190762,0.0384575,0.0490839,0.0405662,0.019948,0.0310037,0.0149329,0.0296341,0.027872,0.0292096,0.010552,0.026056,0.0501846,0.0520265,0,0,0,0,0
18,0.0184026,0.057833,0.0279967,0,0.0139043,0.0442795,0.0209221,0,0.0431598,0.0616335,0.0423448,0.0244301,0.0207817,0.05009,0.0302388,0.0308353,0.0575381,0.0640988,0.0313129,0.0559579,0.0600956,0.0287435,0.0379753,0.0515428,0.0424722,0.0158168,0.0129583,0.0114239,0,0.025446,0.0543144,0.0401493,0.0236883,0,0.0323176,0.0685192,0.0114759,0.0275047,0.0238571,0.0561472,0.0401304,0.019193,0.0383009,0.0490618,0.0407958,0.0199953,0.0309763,0.0146958,0.0297772,0.0268007,0.029251,0.0104469,0.0259244,0.0501187,0.0519525,0,0,0,0,0
19,0.0185775,0.0575299,0.0287923,0,0.0139135,0.0438535,0.0209469,0,0.0434325,0.0616977,0.0435971,0.0252421,0.0209811,0.050352,0.0310048,0.0310691,0.0577259,0.0643549,0.0312766,0.0569292,0.0608738,0.0295195,0.0390514,0.0547861,0.0426967,0.015973,0.0128684,0.0123258,0,0.0254361,0.0549874,0.040349,0.0235459,0,0.0321825,0.0685245,0.0112622,0.0280357,0.0235688,0.0560332,0.0394262,0.0193661,0.0381193,0.049018,0.0410421,0.020054,0.0310501,0.0146925,0.0299877,0.0256411,0.0293254,0.0102807,0.0257874,0.0497402,0.0518877,0,0,0,0,0
20,0.0188007,0.0571414,0.029931,0,0.0139164,0.0435738,0.021028,0,0.0436257,0.0618469,0.0446434,0.0255869,0.0211455,0.0508339,0.0318859,0.0306828,0.0580506,0.0645362,0.0312275,0.0580766,0.061807,0.0305661,0.0402525,0.0579029,0.0429796,0.0160972,0.0127702,0.0132823,0,0.0254698,0.0557915,0.04069,0.0234373,0,0.0320964,0.0684926,0.0110354,0.0283787,0.0232859,0.0559791,0.039001,0.0194318,0.0373784,0.049018,0.041265,0.0201323,0.0312396,0.0148492,0.0302152,0.0244309,0.0293041,0.0100946,0.0257019,0.0494908,0.0517964,0,0,0,0,0
21,0.0191373,0.0566885,0.0313837,0,0.0139319,0.0436132,0.0209951,0,0.0435511,0.0618641,0.0456463,0.0264493,0.0213841,0.0514149,0.0328194,0.0309925,0.0585881,0.064647,0.0311738,0.0594043,0.0628606,0.0319126,0.0418243,0.0610327,0.0432854,0.0161505,0.0128274,0.0142489,0,0.0255671,0.0565882,0.0411054,0.0234354,0,0.0320525,0.0683506,0.0110004,0.0283268,0.0229787,0.0558091,0.038589,0.0195785,0.0366835,0.0490253,0.0415819,0.0202024,0.031398,0.0150215,0.0304173,0.0233651,0.0292455,0.0100247,0.0256595,0.0493013,0.0516647,0,0,0,0,0
22,0.0195822,0.0561763,0.032908,0,0.0139104,0.0438645,0.0209894,0,0.0436274,0.0616131,0.0469015,0.0277392,0.0217077,0.0520671,0.0337738,0.0321306,0.0589835,0.0647085,0.031161,0.0608581,0.0640031,0.0333587,0.043446,0.0643623,0.0435411,0.0162464,0.0129863,0.0153294,0,0.0256939,0.0574734,0.0416014,0.023505,0,0.03192,0.0682099,0.0110059,0.0280858,0.0226236,0.0556184,0.0382545,0.0198011,0.0361286,0.0490209,0.0419423,0.0202336,0.0314771,0.0151827,0.0306003,0.0222968,0.0291439,0.00983342,0.0256292,0.0490466,0.0515159,0,0,0,0,0
23,0.0201492,0.0555644,0.0344356,0,0.0138904,0.0441983,0.0210304,0,0.0436847,0.0611869,0.0482444,0.0291206,0.0221079,0.0527856,0.0348005,0.0328909,0.0594291,0.0648227,0.0311686,0.0622639,0.0651719,0.0345964,0.0448649,0.0675924,0.0437973,0.0163664,0.0129525,0.0164293,0,0.0258076,0.0584089,0.0421871,0.0235618,0,0.0317258,0.0682004,0.0110721,0.0281654,0.0222992,0.0553065,0.0379167,0.0200652,0.035793,0.0489876,0.0422832,0.0202484,0.031445,0.0152412,0.0307312,0.0211978,0.02903,0.00955291,0.0255398,0.0486743,0.0514254,0,0,0,0,0
24,0.0207455,0.0549531,0.0359235,0,0.0139466,0.0446557,0.0209792,0,0.0435273,0.0610282,0.0496059,0.0303148,0.0224927,0.0534803,0.0361158,0.033533,0.0602903,0.0649741,0.0311366,0.0634792,0.0662134,0.0356703,0.0460326,0.0705548,0.0441491,0.0164549,0.0128353,0.0174919,0,0.0259001,0.0592982,0.0428146,0.0236064,0,0.0316892,0.0682025,0.0111992,0.0285426,0.0220408,0.0549855,0.037666,0.0203436,0.0355405,0.0490762,0.0426119,0.0202636,0.0313565,0.0152441,0.0308227,0.0201792,0.0289838,0.00987277,0.0252534,0.0483673,0.0513387,0,0,0,0,0
25,0.0181368,0.0584105,0.0372101,0,0.014113,0.0451695,0.0208141,0,0.0427073,0.0611055,0.0508678,0.0314957,0.0226157,0.0540955,0.0303054,0.0344134,0.0613485,0.0652169,0.0312684,0.0643677,0.0670916,0.036559,0.0468025,0.0730265,0.04244,0.0157968,0.0128939,0.0183,0,0.0260905,0.0603982,0.0390024,0.0238707,0,0.031985,0.0681147,0.0114558,0.0285733,0.0218869,0.0544563,0.0380384,0.0204915,0.0351511,0.0490313,0.0428209,0.0204326,0.0312913,0.0152925,0.0309367,0.0194466,0.0290427,0.0102024,0.0250746,0.0510185,0.0504792,0,0,0,0,0
26,0.0218478,0.0539892,0.0381098,0,0.014276,0.0454527,0.0210992,0,0.0432935,0.0610983,0.0520036,0.032572,0.022697,0.0548711,0.0373141,0.0351303,0.0623164,0.0653684,0.0313382,0.0651184,0.0678327,0.0373713,0.0472863,0.0752247,0.0441122,0.0167856,0.0124788,0.0191478,0,0.0261844,0.0613917,0.0437051,0.0230956,0,0.0314602,0.0679465,0.0118108,0.0285774,0.0217947,0.0543529,0.0371166,0.0206835,0.0347445,0.0490836,0.0430958,0.0205092,0.0312742,0.0153546,0.030965,0.0187151,0.029474,0.00985438,0.0246792,0.0472983,0.0513374,0,0,0,0,0
27,0.0210277,0.054884,0.0385902,0,0.0144754,0.0457799,0.0209758,0,0.04362,0.0611153,0.0529369,0.0334561,0.0226958,0.0552335,0.0362609,0.0356927,0.0633016,0.0653914,0.0314138,0.0657773,0.0684158,0.0379313,0.0475292,0.0767907,0.0439526,0.0165202,0.012855,0.0199296,0,0.0263934,0.0625796,0.0430053,0.0233604,0,0.0312984,0.0682973,0.0121582,0.028524,0.0218225,0.0539736,0.0369912,0.0207769,0.0343154,0.049049,0.0433321,0.0206014,0.0312887,0.015378,0.0311179,0.0179651,0.0292568,0.00975753,0.0244847,0.0481926,0.0508153,0,0,0,0,0
28,0.0202729,0.0557566,0.0388799,0,0.0147722,0.0461456,0.0210087,0,0.0436275,0.0611242,0.0536464,0.034644,0.0226463,0.0555481,0.0353747,0.0365189,0.0643841,0.0655293,0.0316125,0.0663304,0.0689371,0.0384217,0.047655,0.077774,0.0439367,0.0164252,0.0129319,0.0207731,0,0.0265578,0.0636496,0.0423349,0.0236016,0,0.0312248,0.0693476,0.0124994,0.0286119,0.0217635,0.0536097,0.0368726,0.0208806,0.0341349,0.0490051,0.0435982,0.0206198,0.0313073,0.015391,0.0312599,0.0170818,0.0290265,0.00983157,0.0241893,0.0490809,0.0503067,0,0,0,0,0
29,0.01711,0.0603847,0.0389252,0,0.015044,0.0467718,0.0211764,0,0.0429819,0.060983,0.0540296,0.0360105,0.0224571,0.0561044,0.0290763,0.0376924,0.0655578,0.0659004,0.0319976,0.0667418,0.0694435,0.0388899,0.0476994,0.0782026,0.0424263,0.0158634,0.0127799,0.0214882,0,0.0266436,0.0644833,0.0378381,0.0238089,0,0.031409,0.0700825,0.0129842,0.0286911,0.0216583,0.0533634,0.0370831,0.0210163,0.0342042,0.0489316,0.0439122,0.0206374,0.0311769,0.0153975,0.0312898,0.0163382,0.0291595,0.0100923,0.023775,0.0528557,0.04921,0,0,0,0,0
30,0.0168099,0.0611131,0.0386097,0,0.0152522,0.0475231,0.0214,0,0.0428491,0.0607995,0.0538587,0.0370554,0.0221446,0.0564852,0.0288988,0.0386522,0.0666936,0.0661745,0.0323569,0.0670411,0.0699334,0.039374,0.0476994,0.0777785,0.0426586,0.0161774,0.0123475,0.0222663,0,0.0267013,0.0652043,0.0373737,0.0238758,0,0.0313625,0.0704828,0.0134593,0.0288057,0.021622,0.053194,0.0368728,0.0211362,0.0340155,0.0488503,0.0441855,0.0207005,0.0309945,0.0153634,0.0312805,0.0155811,0.0290156,0.0100297,0.0235342,0.0534944,0.0488547,0,0,0,0,0
31,0.0167598,0.0615934,0.0377778,0,0.0154316,0.0483079,0.0214284,0,0.0427128,0.0606241,0.0531929,0.0379063,0.0216203,0.0568319,0.0284488,0.0393215,0.0677445,0.0664588,0.0327357,0.0670897,0.0703152,0.0397223,0.0475843,0.0764484,0.0427641,0.0161883,0.0123411,0.023117,0,0.026727,0.0657841,0.037052,0.0237963,0,0.0313648,0.0707472,0.0138676,0.029056,0.0216523,0.0532385,0.0367836,0.0213224,0.0335453,0.0487563,0.0444082,0.0207399,0.0308365,0.0153347,0.0312692,0.0147713,0.0291489,0.0100727,0.0231931,0.0540117,0.0486833,0,0,0,0,0
32,0.0167576,0.0619946,0.0365698,0,0.0156254,0.0491066,0.0214494,0,0.0425854,0.0604918,0.052092,0.0387025,0.0208819,0.0570558,0.0280819,0.0398164,0.0687141,0.0666405,0.0331864,0.0669562,0.0705116,0.0399377,0.0472801,0.0740049,0.0428587,0.0161918,0.0123359,0.0240516,0,0.0267317,0.0662816,0.0367582,0.0237301,0,0.031448,0.0709679,0.0141703,0.0292279,0.0217063,0.0532928,0.0366223,0.0214471,0.0329246,0.0486204,0.0445654,0.0207306,0.030845,0.0152933,0.0312624,0.013741,0.0292732,0.0102503,0.0229244,0.0545552,0.0485483,0,0,0,0,0
33,0.0167212,0.0623292,0.0349169,0,0.01586,0.0499446,0.0214663,0,0.0424918,0.0603996,0.0506124,0.0394186,0.0199446,0.0570886,0.0277193,0.0405287,0.0695529,0.0667281,0.0337088,0.066692,0.0704985,0.0400924,0.0467884,0.0704808,0.0429784,0.0162006,0.0122814,0.0250236,0,0.0268354,0.0666949,0.0364778,0.0236564,0,0.0314537,0.0712263,0.01442,0.0292186,0.02188,0.0533845,0.0364372,0.0215087,0.0324764,0.0485114,0.0446539,0.0206954,0.0307942,0.0152362,0.0312287,0.0127144,0.0293858,0.0102711,0.0226239,0.0547721,0.0484365,0,0,0,0,0
34,0.0166663,0.0626482,0.03278,0,0.0161754,0.0507703,0.0214195,0,0.0423924,0.0603573,0.0486612,0.0399967,0.0189394,0.056945,0.0274115,0.0410447,0.0702386,0.0666876,0.0342788,0.0662688,0.0702942,0.0400465,0.0459703,0.0659568,0.0431318,0.0161705,0.0122411,0.0258779,0,0.0269806,0.0669424,0.036232,0.0236262,0,0.0315237,0.071527,0.0145981,0.0291226,0.0221431,0.0534928,0.0362473,0.0215434,0.0322144,0.0483981,0.0447443,0.0206455,0.0306878,0.0151717,0.0311737,0.01184,0.0294647,0.0104981,0.0222735,0.0550772,0.0483317,0,0,0,0,0
35,0.01676,0.0629743,0.0304547,0,0.0166318,0.0514308,0.0214278,0,0.0423574,0.0602978,0.0464926,0.0404216,0.0179263,0.0569269,0.0271512,0.0413477,0.0708065,0.0666623,0.0348125,0.065667,0.0699239,0.0398102,0.0448028,0.0606938,0.0432852,0.0162313,0.0122986,0.0266078,0,0.0271507,0.0670107,0.0360165,0.0236235,0,0.0315082,0.0718159,0.0147239,0.0290853,0.0223596,0.0535596,0.0360465,0.0216081,0.0319083,0.0481995,0.0447915,0.0206389,0.030554,0.0151014,0.0311815,0.011106,0.0295559,0.0105286,0.0219532,0.0555306,0.0481994,0,0,0,0,0
36,0.0168887,0.0632629,0.0282714,0,0.0169535,0.0519542,0.02153,0,0.0424016,0.0601938,0.0444705,0.0406926,0.0169739,0.0568906,0.0269448,0.041839,0.0712103,0.0664751,0.0352815,0.0649746,0.0695043,0.0394169,0.0436925,0.0547235,0.0434173,0.0164482,0.0123712,0.0273275,0,0.0271634,0.0670108,0.0358431,0.0235826,0,0.0314314,0.0721595,0.0148447,0.029192,0.0225308,0.0536896,0.035873,0.0217515,0.0315311,0.0479864,0.0448271,0.0206817,0.0304465,0.0150344,0.0312154,0.0104902,0.0296465,0.010257,0.021704,0.0559753,0.0480726,0,0,0,0,0
37,0.0169146,0.0634198,0.0264899,0,0.0173334,0.0525307,0.0215631,0,0.0424291,0.0600032,0.0425086,0.040929,0.0160519,0.0569047,0.0267384,0.0422912,0.071455,0.0662754,0.0358065,0.0641878,0.0689642,0.0389941,0.0425676,0.0481458,0.0436199,0.0165685,0.0123367,0.0283589,0,0.0272378,0.0667751,0.0357038,0.0235755,0,0.0313516,0.0725101,0.0149305,0.0293279,0.0227426,0.0538475,0.0356721,0.0219982,0.0310584,0.0477399,0.0448986,0.0207345,0.03042,0.0150019,0.0312062,0.0096317,0.0297301,0.0101118,0.0214751,0.0563355,0.0479443,0,0,0,0,0
38,0.0170002,0.063486,0.0254811,0,0.0178639,0.053173,0.0216207,0,0.0424254,0.0598318,0.0405823,0.0409886,0.0152454,0.0568765,0.0264884,0.0425348,0.0714295,0.0660275,0.0363861,0.0633522,0.0682834,0.0385271,0.0413702,0.0410694,0.0438243,0.0165741,0.0123467,0.029435,0,0.0271424,0.0662675,0.035577,0.0235764,0,0.0313351,0.0727115,0.0149853,0.0293594,0.0230576,0.0540078,0.0354186,0.0223387,0.0304677,0.0473996,0.0449911,0.0208395,0.0304008,0.014969,0.031267,0.00878,0.0298119,0.0101339,0.021252,0.0566429,0.0477579,0,0,0,0,0
39,0.0170956,0.0636085,0.0255391,0,0.0185293,0.053808,0.0217036,0,0.0423603,0.0596934,0.0385609,0.0407979,0.0146966,0.0565961,0.0262466,0.0425256,0.071095,0.0657274,0.0369869,0.0625414,0.0675802,0.0380112,0.0401274,0.033605,0.0440674,0.016594,0.0123986,0.0304211,0,0.02721,0.0656421,0.035504,0.0235414,0,0.0312846,0.0728316,0.0150038,0.0293085,0.0235189,0.0542556,0.035369,0.0226739,0.0299319,0.0470373,0.045049,0.0209869,0.0302802,0.0149228,0.031358,0.00796965,0.0299088,0.0101586,0.0210544,0.0570301,0.0475821,0,0,0,0,0
