Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LELB,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RELB,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x55,x56,x57,x58,x59
9,0.0171591,0.0553708,0.0338238,0,0.0141824,0.0429108,0.0164022,0,0.0339113,0.0620388,0.0513149,0.0272078,0.0196618,0.0535232,0.0313178,0.0460219,0.0726813,0.0672934,0.032756,0.0630888,0.0649938,0.0351607,0.0454063,0.0658007,0.0342307,0,0.0207724,0.0229478,0,0.0229871,0.0613661,0.0422846,0.0192965,0,0.0301876,0.0686852,0.00872123,0.0242836,0.0311008,0.0424107,0.0340728,0.0176554,0.0352008,0.0453858,0.0428254,0.0236605,0.0280495,0.0108312,0.0359211,0.0137635,0.0357661,0.0100829,0.0196369,0.0489471,0.0499079,0,0,0,0,0
10,0.0162818,0.0561803,0.0325034,0,0.0141946,0.0432825,0.0242258,0,0.0448555,0.0623871,0.0498767,0.027423,0.0189265,0.0530967,0.0353034,0.0464447,0.0732103,0.0672676,0.0331819,0.0632536,0.0651361,0.0354805,0.0450312,0.062909,0.0333658,0.0164666,0.0111982,0.0237686,0,0.0232888,0.0622164,0.0423919,0.0188125,0,0.0301645,0.0689374,0.00872016,0.0244202,0.0312817,0.0419971,0.0343324,0.0178698,0.0347077,0.0450828,0.0430307,0.0238941,0.0279252,0.0108707,0.0361861,0.0130397,0.0365214,0.0101583,0.0193342,0.0494991,0.0494488,0,0,0,0,0
11,0.0166248,0.0560926,0.0310271,0,0.0142822,0.0435717,0.016484,0,0.0337497,0.0625122,0.048266,0.0274326,0.0180084,0.0531749,0.0308833,0.0469514,0.0737259,0.0673032,0.0337227,0.0631474,0.0652505,0.0356587,0.0445707,0.059662,0.0341164,0,0.0206117,0.0243776,0,0.0234365,0.0628591,0.0423962,0.0188697,0,0.030208,0.0688851,0.00895156,0.0247106,0.0313136,0.0422134,0.0339214,0.0182104,0.0341197,0.0449419,0.0432466,0.0240115,0.0276058,0.0108732,0.0363935,0.0124873,0.0364099,0.0102062,0.0192275,0.0492808,0.0492467,0,0,0,0,0
12,0.0164246,0.0561618,0.0293046,0,0.0144758,0.0441974,0.0237895,0,0.0445336,0.0628613,0.0465949,0.0269575,0.0172215,0.052879,0.0353951,0.0471834,0.074077,0.0672278,0.0342959,0.06294,0.0654244,0.0358345,0.0440849,0.0554733,0.0335902,0.0159333,0.0116199,0.0250216,0,0.0237006,0.0635409,0.0428258,0.018487,0,0.0302002,0.0688713,0.00890776,0.0245582,0.0314034,0.0417147,0.0339608,0.0184388,0.033397,0.0445845,0.043365,0.0243205,0.0274828,0.0109268,0.0366457,0.0118908,0.0369884,0.0101903,0.0191422,0.0494396,0.0490604,0,0,0,0,0
13,0.0163436,0.0563312,0.0278237,0,0.0146776,0.0446419,0.0236633,0,0.0442145,0.0630457,0.0450208,0.026633,0.0164791,0.0527866,0.0350907,0.0475633,0.0745642,0.0670818,0.0348704,0.0627881,0.0656181,0.0358826,0.0435578,0.0511179,0.0338481,0.015671,0.0117482,0.0256955,0,0.0238721,0.0635994,0.0427307,0.0185577,0,0.0302154,0.0687322,0.00885131,0.0245731,0.0316577,0.0415986,0.0337836,0.0186243,0.0328984,0.0443,0.043418,0.0246377,0.0274206,0.0109472,0.0369409,0.0112541,0.0371101,0.0102052,0.0189313,0.0495759,0.0488734,0,0,0,0,0
14,0.0161955,0.0565808,0.0264109,0,0.0149345,0.0453792,0.0235503,0,0.0445155,0.0631235,0.0434364,0.0276903,0.0156467,0.0525379,0.0347258,0.0478888,0.0749102,0.0668745,0.0353192,0.062743,0.0657626,0.0359622,0.0429324,0.0463255,0.034163,0.0163284,0.0111499,0.0262288,0,0.0240703,0.0636092,0.0426465,0.0186014,0,0.0302997,0.0687077,0.00886724,0.0247078,0.0318622,0.0415845,0.0336039,0.018913,0.0323148,0.0440332,0.0435138,0.0249873,0.0272359,0.0109637,0.0372183,0.0107293,0.0372376,0.0102189,0.0188428,0.0500046,0.0486404,0,0,0,0,0
15,0.0161207,0.0567635,0.0252129,0,0.0154721,0.0466277,0.02334,0,0.0445794,0.0631264,0.0418983,0.0299522,0.0146107,0.05213,0.0343546,0.0482231,0.0751213,0.0667698,0.0358919,0.062724,0.0658281,0.0363301,0.0422534,0.0413205,0.0343554,0.0159364,0.0114964,0.026619,0,0.0242653,0.0635482,0.0425329,0.0186561,0,0.0304224,0.0688498,0.00900359,0.024619,0.0319693,0.0413332,0.0335248,0.0193312,0.031666,0.0438099,0.0437343,0.0252515,0.0270512,0.0109213,0.0373502,0.0103412,0.0372939,0.0104314,0.0187367,0.0506385,0.0483677,0,0,0,0,0
16,0.015974,0.0569671,0.0250684,0,0.0160437,0.0474596,0.0230014,0,0.0437764,0.0634434,0.0404642,0.0306767,0.0140209,0.0518388,0.0337904,0.0482331,0.074976,0.0665124,0.036298,0.0627645,0.0660592,0.0370028,0.0417852,0.0355914,0.0344359,0.014738,0.0124967,0.0270064,0,0.0243436,0.0634224,0.0424655,0.0186157,0,0.0304616,0.0690765,0.00897777,0.0245661,0.0321435,0.0412602,0.0334496,0.0196225,0.0311312,0.0435914,0.0438214,0.0253812,0.0270612,0.0108879,0.0375507,0.0100262,0.0374307,0.0104015,0.0186477,0.0507981,0.0481103,0,0,0,0,0
17,0.0168799,0.0563899,0.0252135,0,0.0171443,0.0486088,0.0154903,0,0.0333348,0.0631931,0.0388203,0.030995,0.0133886,0.0517836,0.0291023,0.0482695,0.0745772,0.0663994,0.0370466,0.0626928,0.0663111,0.0374007,0.0411888,0.0298927,0.0356699,0,0.0201119,0.027434,0,0.024503,0.0630774,0.0423881,0.0187492,0,0.0305597,0.0695282,0.00899934,0.0243652,0.0323181,0.0414025,0.0328808,0.0200444,0.0305781,0.0433525,0.043954,0.0254267,0.0270995,0.01082,0.0377527,0.00967741,0.0369959,0.0102884,0.018895,0.0504143,0.0480396,0,0,0,0,0
18,0.0170004,0.0564208,0.026977,0,0.0177542,0.0493217,0.0153798,0,0.03322,0.0630501,0.0370114,0.0305349,0.0135525,0.0515062,0.0282319,0.0481137,0.0739096,0.0661184,0.0375395,0.0628075,0.0665678,0.0376194,0.040801,0.023906,0.0359445,0,0.0199794,0.027671,0,0.0248242,0.0627427,0.0424561,0.0187207,0,0.0304892,0.0699267,0.00882651,0.024244,0.032568,0.041273,0.0326137,0.0202402,0.0302085,0.0430695,0.043812,0.0256236,0.0270603,0.0108035,0.037826,0.00942284,0.0372091,0.0102807,0.0187751,0.0505377,0.0477947,0,0,0,0,0
19,0.0170984,0.0565706,0.0284478,0,0.0187674,0.0506022,0.0152549,0,0.0331152,0.0625091,0.0354988,0.0299097,0.0141955,0.0513163,0.0276337,0.0477511,0.0726748,0.0659838,0.0381862,0.0627595,0.0667325,0.0381133,0.0401508,0.018701,0.0362885,0,0.0198332,0.0282001,0,0.0251416,0.0622056,0.0425036,0.0186287,0,0.0304411,0.0704712,0.00869233,0.0242982,0.0329582,0.041271,0.0323087,0.020589,0.029791,0.0427419,0.0437988,0.0258811,0.0269583,0.0108396,0.0380421,0.00895347,0.0375042,0.0103108,0.0186455,0.0506011,0.0475354,0,0,0,0,0
20,0.0172159,0.0567581,0.0297155,0,0.0201392,0.0520406,0.0151225,0,0.0329271,0.0617103,0.0345512,0.0292579,0.0156033,0.0511432,0.0269305,0.0471749,0.0709403,0.0657461,0.0386632,0.0623818,0.0668514,0.0385704,0.039246,0.0144719,0.0366639,0,0.0196408,0.0289393,0,0.0253698,0.0616071,0.0425969,0.0184815,0,0.0304188,0.0710306,0.00851597,0.0243137,0.0333803,0.0413791,0.0320385,0.0209307,0.0293877,0.0423605,0.0437736,0.0261199,0.0269032,0.0108883,0.0383243,0.00835833,0.0378084,0.0103032,0.0185282,0.050611,0.0473051,0,0,0,0,0
21,0.0173607,0.0569768,0.0300507,0,0.021793,0.0534529,0.0150101,0,0.032856,0.0607063,0.0344788,0.0301559,0.0174303,0.0506938,0.0264563,0.0467155,0.0690277,0.0655545,0.0387726,0.0616649,0.0667192,0.0390844,0.0381946,0.0122467,0.0369068,0,0.0195531,0.02973,0,0.0254793,0.0608412,0.0426956,0.0183545,0,0.0303429,0.0715534,0.00835163,0.0242293,0.033744,0.0411484,0.031846,0.0212492,0.0290087,0.0419886,0.043773,0.0262862,0.0269666,0.0109137,0.0384984,0.00781835,0.0380137,0.0102456,0.0184874,0.0507743,0.0470457,0,0,0,0,0
22,0.0175441,0.0572752,0.0289642,0,0.0235982,0.0546084,0.0148583,0,0.0327044,0.0597027,0.0352372,0.0307963,0.0198085,0.0502437,0.0259665,0.0461524,0.0669492,0.0654941,0.0385355,0.0607747,0.0662043,0.0392896,0.0369606,0.0121678,0.037178,0,0.0194545,0.0305941,0,0.0254572,0.0601784,0.042783,0.0182273,0,0.0302244,0.0721556,0.00815801,0.0241022,0.0340257,0.041021,0.0316195,0.0215514,0.0286428,0.0415993,0.04378,0.0264105,0.0270671,0.0108925,0.0386071,0.00735175,0.0382436,0.010118,0.018484,0.0509628,0.0469081,0,0,0,0,0
23,0.017628,0.0574282,0.0272963,0,0.0249706,0.0552951,0.0148016,0,0.03259,0.0589507,0.0363816,0.0308772,0.0225748,0.0498107,0.0255073,0.0454875,0.0650101,0.0653412,0.0378965,0.059755,0.0654069,0.0391426,0.0355878,0.0134791,0.037449,0,0.0193323,0.0313331,0,0.025361,0.0597418,0.0428119,0.0180617,0,0.0300763,0.0727272,0.00807614,0.0240186,0.0341925,0.0410891,0.0314756,0.0216893,0.0283234,0.0411863,0.0436609,0.0265245,0.0271033,0.0108933,0.0386962,0.00708003,0.0384574,0.0100524,0.0184115,0.0509728,0.0469539,0,0,0,0,0
24,0.017489,0.0575853,0.0283043,0,0.0245181,0.0557258,0.0142319,0,0.0331838,0.0585677,0.0376025,0.0303001,0.0218372,0.0491985,0.0253216,0.0439418,0.0637058,0.0649084,0.0367842,0.0603485,0.0661293,0.0394218,0.0358257,0.0136861,0.0374913,0,0.018805,0.0289926,0,0.024554,0.059462,0.0425725,0.0179913,0,0.0300496,0.0734174,0.00773038,0.0238928,0.0351594,0.0403436,0.0313567,0.0221322,0.0271295,0.0403926,0.0434166,0.0276306,0.0256407,0.0104159,0.0395743,0.0083843,0.0385534,0.00973815,0.01835,0.0510918,0.0470133,0,0,0,0,0
25,0.0173167,0.0577607,0.0304546,0,0.0239289,0.0562965,0.0136843,0,0.0336786,0.0581527,0.0392552,0.0295223,0.0207277,0.0485441,0.0252129,0.0421051,0.0628397,0.0646625,0.0359847,0.061636,0.0674513,0.0399275,0.0367621,0.0146353,0.0375021,0,0.0182091,0.029105,0,0.0243675,0.0593962,0.04239,0.0178528,0,0.0301275,0.0737371,0.00794716,0.023939,0.0353214,0.039713,0.031154,0.022165,0.0269422,0.0399376,0.0429537,0.0276394,0.0256594,0.0103499,0.0395009,0.00840216,0.0387348,0.00943552,0.0181502,0.0511264,0.0470497,0,0,0,0,0
26,0.0171657,0.0579829,0.0323307,0,0.0235945,0.0556863,0.011009,0,0.0361151,0.0577175,0.0396505,0.0286239,0.0206243,0.0485266,0.0252705,0.0412492,0.0625965,0.0643947,0.0353295,0.0627065,0.068457,0.0406152,0.0375338,0.0149779,0.0386391,0,0.0213802,0.0313544,0,0.0231788,0.0579387,0.0426621,0.0200385,0,0.0293791,0.0741108,0.00736541,0.0242412,0.0375206,0.0400358,0.0313025,0.021666,0.0276091,0.0392191,0.0424038,0.0280934,0.0260044,0.010047,0.0400059,0.00711894,0.0391639,0.012932,0.0154098,0.0509544,0.047026,0,0,0,0,0
27,0.0172556,0.0577273,0.0334258,0,0.0233477,0.056559,0.0116143,0,0.0353347,0.0577058,0.0405786,0.0294055,0.0207993,0.04758,0.0251918,0.0405156,0.0620425,0.0645512,0.0356993,0.0631815,0.0688225,0.0407093,0.0378764,0.0160227,0.0380391,0,0.0199371,0.0302056,0,0.0234804,0.0587368,0.0425047,0.0190977,0,0.0297981,0.0743493,0.00817614,0.0239399,0.0360816,0.0391676,0.0309965,0.0222455,0.0268547,0.039362,0.0423896,0.0277655,0.0257301,0.0101638,0.0393943,0.0080706,0.0390207,0.0114999,0.0158338,0.0510038,0.047244,0,0,0,0,0
28,0.0173775,0.0575371,0.0336232,0,0.0231769,0.0566259,0.012203,0,0.0346965,0.0578509,0.0403101,0.0298668,0.0210788,0.0472917,0.0248705,0.0406203,0.0619386,0.064482,0.0359073,0.0631415,0.0688248,0.0407471,0.037907,0.0158148,0.0378276,0,0.0191935,0.0300928,0,0.0231088,0.0589035,0.0424088,0.0184399,0,0.0299092,0.0746139,0.00860545,0.0238653,0.0357013,0.0390371,0.0305614,0.0224436,0.026639,0.0392371,0.0422777,0.0275874,0.0256542,0.0101386,0.0390695,0.00855952,0.0390656,0.0106449,0.0162553,0.0507246,0.047593,0,0,0,0,0
29,0.0174097,0.0574861,0.0331618,0,0.0232056,0.0562485,0.0126435,0,0.0340405,0.0579424,0.0392159,0.0296594,0.0215874,0.0473958,0.0248277,0.0411332,0.0620502,0.0642931,0.0360417,0.0626203,0.0684096,0.0406474,0.0375929,0.0147148,0.0378383,0,0.0188746,0.0302187,0,0.0224699,0.0589769,0.0423269,0.0179356,0,0.029878,0.0748611,0.00903589,0.0238747,0.0354874,0.0394222,0.0300146,0.0224315,0.0266379,0.0390112,0.0421706,0.0272497,0.0257028,0.0101708,0.0388038,0.00894814,0.0392759,0.0102086,0.0165889,0.0503233,0.0479506,0,0,0,0,0
30,0.0175266,0.0574202,0.0321292,0,0.0234955,0.055581,0.0131098,0,0.033373,0.058016,0.0373483,0.0291587,0.0225267,0.0478412,0.0247573,0.0419756,0.0621033,0.0641548,0.0361599,0.0617455,0.0674757,0.0402303,0.0370308,0.0130634,0.0379465,0,0.0188555,0.030339,0,0.0218041,0.058978,0.0423074,0.0174402,0,0.0297671,0.0750523,0.00955962,0.0238641,0.0352538,0.0401883,0.0294598,0.0224168,0.0266579,0.0388561,0.0420607,0.0268194,0.0257698,0.0102376,0.0385373,0.00942804,0.0394278,0.0100557,0.0168355,0.0499457,0.0483408,0,0,0,0,0
31,0.0178929,0.0572466,0.0340306,0,0.023094,0.0548117,0.0146026,0,0.0322043,0.0581349,0.0382347,0.0292694,0.0250259,0.0487161,0.0242629,0.0440486,0.06294,0.0644535,0.0366184,0.0589005,0.0655857,0.0379746,0.0329897,0.0139554,0.0381648,0,0.0190519,0.0338368,0,0.0215363,0.0587092,0.042531,0.0165299,0,0.0296028,0.0747207,0.00993928,0.023742,0.0340981,0.041289,0.0286142,0.0216171,0.0281239,0.0393392,0.0415785,0.0250827,0.0277545,0.0109446,0.0369434,0.00945868,0.0396877,0.00977034,0.0176973,0.0493006,0.0487014,0,0,0,0,0
32,0.0179224,0.0572006,0.0294105,0,0.0251433,0.0549043,0.0142722,0,0.0323295,0.0579721,0.0336853,0.0297526,0.0241681,0.0487979,0.0246222,0.0444124,0.0633741,0.0646489,0.0365411,0.0597,0.065213,0.0393252,0.0358205,0.00962776,0.0380345,0,0.0195046,0.0333505,0,0.0209043,0.058713,0.0425519,0.0166754,0,0.0295356,0.074754,0.0105638,0.0234954,0.0334313,0.0412879,0.0284221,0.0215381,0.0280564,0.0394182,0.0413845,0.0245912,0.0276364,0.0110373,0.0363284,0.0101453,0.0396717,0.0102663,0.0171982,0.0491018,0.0487795,0,0,0,0,0
33,0.0179633,0.057189,0.0296664,0,0.0247695,0.0545992,0.0144405,0,0.0326386,0.0578706,0.0323175,0.0301619,0.0221274,0.04895,0.0247165,0.0446773,0.0643383,0.0646885,0.0363982,0.0601098,0.0653731,0.0393852,0.0366885,0.00837217,0.0379576,0,0.0195956,0.0333117,0,0.0202101,0.0585306,0.0425274,0.0165512,0,0.0295604,0.0747386,0.0112252,0.0231986,0.0330994,0.0412117,0.0281675,0.0210214,0.0282364,0.0393979,0.040963,0.0240899,0.0276037,0.0111421,0.0357262,0.0108219,0.0396752,0.0101289,0.0173447,0.0489807,0.0488319,0,0,0,0,0
34,0.0179291,0.0572498,0.0302842,0,0.0242394,0.053967,0.0145124,0,0.0328463,0.0578751,0.0308126,0.0303465,0.0201399,0.0491263,0.0250072,0.0447457,0.0652298,0.0645215,0.0361107,0.0604682,0.0653977,0.039183,0.037611,0.0072443,0.0379596,0,0.0196702,0.0330884,0,0.019519,0.0584353,0.0424731,0.01642,0,0.0295815,0.0747444,0.0118894,0.0229467,0.0326758,0.0410487,0.0280162,0.020502,0.0284136,0.0393802,0.040428,0.0235715,0.0275133,0.0112685,0.0351392,0.0117138,0.039657,0.0100455,0.0174411,0.0489819,0.0488388,0,0,0,0,0
35,0.0179439,0.0573184,0.0302867,0,0.0233881,0.053514,0.0145752,0,0.0328751,0.0579291,0.0291272,0.0305097,0.0184782,0.0493226,0.0251501,0.0446117,0.0656427,0.0643817,0.0356696,0.0608031,0.0655734,0.0387491,0.038302,0.00698244,0.0379965,0,0.0196463,0.03281,0,0.0187905,0.0582321,0.0424288,0.0162266,0,0.0295024,0.074768,0.0125636,0.0227819,0.032263,0.0407786,0.0278359,0.0200789,0.0285073,0.0393494,0.0398656,0.0230371,0.0274286,0.0114288,0.0345572,0.0127724,0.0396856,0.00997894,0.0174845,0.0490339,0.0488716,0,0,0,0,0
36,0.0180148,0.0574216,0.0289217,0,0.0223092,0.0534794,0.0146159,0,0.0328124,0.0578583,0.0275733,0.0308206,0.0174207,0.0495068,0.0251026,0.0441667,0.0656928,0.0640179,0.0349496,0.0610574,0.0658834,0.0382942,0.0383237,0.00788586,0.038055,0,0.0195667,0.032555,0,0.0180659,0.0579216,0.0424114,0.0160669,0,0.0294897,0.074901,0.013274,0.0228402,0.0318948,0.0404096,0.0276224,0.0197972,0.0284901,0.0393435,0.0393219,0.0224862,0.0273225,0.0116557,0.0339075,0.0140402,0.0397764,0.00996576,0.0174643,0.049048,0.0489627,0,0,0,0,0
37,0.0180757,0.0575144,0.0278284,0,0.021204,0.0533955,0.0144275,0,0.0327588,0.0575464,0.0259255,0.0309114,0.0170461,0.0497348,0.0250037,0.0433015,0.065714,0.0634615,0.0338341,0.0609557,0.0661136,0.0377223,0.037656,0.00857699,0.0381847,0,0.0195848,0.0323844,0,0.0173405,0.0574771,0.0424152,0.0158682,0,0.0294264,0.0749452,0.0140875,0.0232023,0.0316739,0.0399215,0.0273031,0.0194644,0.0284688,0.0393254,0.03871,0.0220023,0.0272401,0.0118915,0.0331933,0.01561,0.0400092,0.00983687,0.0174019,0.0490518,0.0491713,0,0,0,0,0
38,0.0179604,0.0575013,0.0267401,0,0.0209554,0.0533492,0.0146196,0,0.0327002,0.0568677,0.0247491,0.03084,0.0177836,0.0498369,0.0250253,0.0421981,0.0654993,0.062953,0.0326692,0.0603955,0.0659104,0.0371517,0.0366129,0.00893415,0.0381498,0,0.0194839,0.0320995,0,0.0166613,0.0570357,0.0423254,0.0155646,0,0.0293036,0.0752015,0.0148918,0.0235898,0.0313343,0.039353,0.0270891,0.0190614,0.0285273,0.0394138,0.0380612,0.0214576,0.0272162,0.0121969,0.032339,0.0176971,0.0402117,0.00996793,0.0172244,0.0489317,0.0495007,0,0,0,0,0
39,0.0172608,0.0577092,0.027154,0,0.0206865,0.0530887,0.0221819,0,0.0430263,0.0568766,0.0235443,0.0305283,0.018667,0.0496622,0.0299076,0.0410462,0.0655388,0.0625299,0.0314654,0.0599977,0.0655572,0.0366486,0.0363294,0.00877328,0.0370973,0.0148297,0.0123064,0.0315236,0,0.0159664,0.0564519,0.0426037,0.014913,0,0.0291829,0.0753062,0.0157326,0.0239347,0.03116,0.038737,0.0273215,0.0185951,0.0287176,0.0394658,0.0372293,0.020977,0.0272338,0.0124924,0.0315431,0.020254,0.0410326,0.0098162,0.0171419,0.0491638,0.049818,0,0,0,0,0
40,0.0171587,0.057593,0.0273392,0,0.0203073,0.0526558,0.0225626,0,0.0431116,0.0572352,0.0229403,0.0301059,0.0187021,0.0497695,0.0302367,0.040214,0.0653959,0.0621393,0.0303859,0.059965,0.0652746,0.0363125,0.0367695,0.00934675,0.0369659,0.0152781,0.0119351,0.030874,0,0.0153275,0.0554464,0.0425332,0.0147004,0,0.0292544,0.0751409,0.0165662,0.0238834,0.030641,0.038611,0.0273648,0.018328,0.0289953,0.0397973,0.036528,0.0203996,0.0271313,0.0128095,0.0306086,0.0234047,0.0411422,0.00983957,0.0170962,0.0489877,0.0504435,0,0,0,0,0
