Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LELB,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RELB,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x55,x56,x57,x58,x59,LWRA
171,0.0173026,0.0556843,0.0310253,0,0.0196687,0.050799,0.024045,0,0.0445569,0.0565727,0.0208707,0.0333806,0.0203451,0.0534875,0.0380393,0.0350994,0.0640782,0.0592727,0.0242432,0.0570735,0.0622392,0.0315207,0.0347317,0.0122652,0.0309692,0.0150125,0.0227351,0,0.021995,0.0452856,0.0427757,0.0154,0,0.0297477,0.0725562,0.0320997,0.0151539,0.02403,0.0446892,0.0329204,0.0203769,0.0407881,0.0562448,0.0413503,0.0164734,0.0225637,0.0103236,0.0232107,0.0648715,0.0366576,0.00968144,0.0210295,0.0472805,0.0541321,0,0,0,0,0,0.0138231
172,0.0174062,0.0558569,0.0258919,0,0.0210408,0.0527096,0.0236037,0,0.0444244,0.0565804,0.0213936,0.0344373,0.0183592,0.0530839,0.037759,0.0346246,0.0606163,0.0587687,0.0256467,0.0577397,0.0629542,0.0330872,0.034402,0.0145337,0.0313177,0.0146705,0.0238582,0,0.0222322,0.0448498,0.0426711,0.0147021,0,0.029561,0.0729179,0.0333812,0.0148644,0.0248865,0.0442358,0.0323135,0.0209233,0.0413285,0.0567587,0.0416328,0.0164989,0.0221612,0.0101988,0.0226866,0.067907,0.0373972,0.00978482,0.020434,0.0474519,0.0542324,0,0,0,0,0,0.0139706
173,0.0174241,0.0558261,0.0270773,0,0.0210463,0.0536556,0.0232673,0,0.0443373,0.0567268,0.020805,0.0342595,0.0183617,0.0524813,0.0372423,0.0342083,0.0602758,0.058697,0.025924,0.0578543,0.0629501,0.0331992,0.0344168,0.0134596,0.0314311,0.0144149,0.0251423,0,0.0226373,0.0440337,0.0426896,0.0142534,0,0.0295832,0.0733061,0.0345433,0.0143261,0.0258622,0.044089,0.0323042,0.0213312,0.0417993,0.0571157,0.0417374,0.0165546,0.0216195,0.00986732,0.0224882,0.0708952,0.0377909,0.009879,0.0201659,0.0475255,0.0543833,0,0,0,0,0,0.0139982
174,0.0172813,0.0556236,0.02755,0,0.0208736,0.0551938,0.0231899,0,0.0441288,0.0565297,0.0199798,0.0334576,0.0186034,0.0512351,0.0361084,0.0335441,0.0595703,0.058356,0.0256261,0.0583298,0.0633442,0.0338016,0.0345691,0.0129621,0.0310284,0.0143331,0.0214488,0,0.0262777,0.0424609,0.0432381,0.0134858,0,0.0300649,0.0734696,0.0405406,0.0144139,0.027322,0.0447865,0.0329081,0.0215007,0.0431626,0.0588058,0.0424998,0.0140261,0.0263606,0.0130937,0.0197316,0.0632802,0.0382155,0.00965436,0.0199912,0.0475806,0.054161,0,0,0,0,0,0.0143356
175,0.0171227,0.0553784,0.0282989,0,0.0209511,0.0561319,0.0229052,0,0.0442806,0.056423,0.0194797,0.0332963,0.0185254,0.0508883,0.0356053,0.033225,0.0588623,0.0582741,0.0258957,0.0583733,0.0634246,0.0340898,0.0344878,0.0122964,0.030945,0.0142408,0.0217596,0,0.0267547,0.0418931,0.0432674,0.0134104,0,0.0302346,0.073795,0.0416924,0.014404,0.0279395,0.0448938,0.0330757,0.0216438,0.0436184,0.0592359,0.0426839,0.014136,0.0262819,0.013307,0.019789,0.0650807,0.0383498,0.00967098,0.0199214,0.0475606,0.0540978,0,0,0,0,0,0.0144264
176,0.01713,0.0551024,0.028787,0,0.0212758,0.0571635,0.0235158,0,0.0440877,0.0561692,0.0190414,0.0328982,0.0185475,0.0506654,0.0351799,0.0324135,0.058126,0.058155,0.0259415,0.0584102,0.063455,0.0343371,0.0346473,0.0114977,0.0304005,0.0139033,0.0225367,0,0.0269648,0.0411115,0.0435939,0.0133159,0,0.0303295,0.0741539,0.0423493,0.0141205,0.0283864,0.0455041,0.0335485,0.0217678,0.0436931,0.0593597,0.0427717,0.014103,0.0258408,0.0131626,0.0199242,0.0669081,0.0385787,0.00989913,0.0201378,0.0473518,0.0541017,0,0,0,0,0,0.0150947
177,0.016794,0.0552546,0.0293577,0,0.0211439,0.0580237,0.0224727,0,0.0448157,0.0559782,0.0188365,0.0328538,0.0183239,0.0505888,0.0347714,0.032328,0.0575412,0.0582782,0.0262958,0.0581628,0.063318,0.0343813,0.0341929,0.0112554,0.0304689,0.0142119,0.022377,0,0.0274438,0.0410591,0.0433975,0.0137181,0,0.030614,0.0736785,0.0432452,0.0135201,0.0284712,0.0454391,0.0335828,0.021873,0.0444478,0.0598967,0.0428133,0.0142931,0.0261173,0.0135505,0.0201439,0.0676748,0.0381271,0.00973147,0.0200781,0.0475996,0.0537818,0,0,0,0,0,0.0146583
178,0.0166314,0.0552547,0.029905,0,0.0210077,0.0586313,0.0229536,0,0.0447521,0.0557864,0.0186158,0.032627,0.0182841,0.0506208,0.0346518,0.0317678,0.056984,0.0583025,0.0265424,0.0581622,0.0632477,0.0344701,0.0341879,0.0108996,0.0300821,0.0139184,0.0224997,0,0.0277404,0.0407732,0.0433454,0.0138653,0,0.0308158,0.07348,0.0436083,0.0128837,0.0286362,0.0457266,0.0337147,0.0220491,0.0448595,0.0600572,0.0427174,0.0145015,0.0259565,0.0134933,0.0203387,0.0683474,0.0378918,0.00958164,0.0205285,0.0476165,0.0535914,0,0,0,0,0,0.0148185
179,0.0165152,0.055205,0.0302525,0,0.0211066,0.0596141,0.0225896,0,0.0451215,0.0555279,0.0187144,0.0324026,0.0181355,0.0505452,0.0344576,0.0312928,0.0565516,0.0584378,0.0269343,0.0579981,0.0631579,0.0344985,0.0339598,0.0105311,0.0298001,0.0143355,0.0225442,0,0.0277782,0.0404695,0.0434131,0.0144261,0,0.0308796,0.0734995,0.0433649,0.0129093,0.0285938,0.0462472,0.0339492,0.0221598,0.0451295,0.0601825,0.0427275,0.0147956,0.0256338,0.0132696,0.0206608,0.0686523,0.0375362,0.00977229,0.0204692,0.0475735,0.0532965,0,0,0,0,0,0.0147396
180,0.0163483,0.0551459,0.0308658,0,0.0208578,0.0603218,0.0230057,0,0.0451374,0.0554931,0.0186771,0.0320802,0.0180803,0.0505735,0.034445,0.03093,0.0561421,0.0584836,0.0273094,0.0580003,0.0631438,0.0346066,0.0339556,0.0104094,0.0294858,0.0144067,0.0223832,0,0.0278473,0.0404174,0.0433175,0.0148224,0,0.0308842,0.0733877,0.0431692,0.0131721,0.0287276,0.0467723,0.0339801,0.0219844,0.0453553,0.0601668,0.0425136,0.0151874,0.0253317,0.0130403,0.0210357,0.0685957,0.0372566,0.00979681,0.0206489,0.0475445,0.0530751,0,0,0,0,0,0.0146075
181,0.0163071,0.0549505,0.0312018,0,0.0209402,0.0613296,0.0229277,0,0.0453676,0.0554072,0.0189316,0.0317666,0.0179532,0.050306,0.0343422,0.0307457,0.0557445,0.0585927,0.0276842,0.0577813,0.062952,0.0346261,0.0337322,0.0102599,0.0291844,0.0146112,0.022281,0,0.0277085,0.0404587,0.0433561,0.0149959,0,0.0309819,0.0734908,0.042566,0.0133439,0.0287505,0.0474272,0.0339525,0.0219876,0.0456619,0.0601806,0.0423567,0.015668,0.0249485,0.0126582,0.0214725,0.0684093,0.036953,0.00981566,0.0208975,0.0475482,0.0527968,0,0,0,0,0,0.014786
182,0.0162641,0.0547777,0.0315514,0,0.0209316,0.0620736,0.0232597,0,0.0453205,0.0554081,0.018939,0.0313931,0.0178156,0.0500237,0.034383,0.0305971,0.0554009,0.058658,0.0280174,0.0575649,0.0628464,0.0346393,0.0336353,0.0102222,0.028901,0.0146853,0.0222246,0,0.0276001,0.0406037,0.0433202,0.0152796,0,0.0309214,0.0735832,0.0420697,0.0132854,0.0288723,0.0481147,0.033951,0.0218785,0.0461456,0.0601928,0.0420478,0.0161146,0.0245274,0.0122999,0.0218761,0.0681324,0.0366934,0.00979869,0.0209734,0.0476224,0.0525591,0,0,0,0,0,0.0147751
183,0.0163156,0.0546117,0.0318208,0,0.0209251,0.0628003,0.0236729,0,0.0452282,0.0554127,0.0189173,0.0310349,0.0177577,0.0497061,0.0344712,0.0304187,0.0550889,0.0587237,0.0283177,0.0574646,0.0627319,0.0345874,0.0335498,0.0101777,0.0286705,0.0147622,0.0222673,0,0.0275075,0.0407307,0.043273,0.0154952,0,0.0308464,0.0737389,0.0415823,0.0131325,0.0291136,0.0488294,0.0339221,0.0217093,0.0467152,0.0603057,0.0418394,0.0165735,0.0241234,0.0119129,0.0223366,0.0679321,0.0364784,0.00980519,0.0209831,0.0476987,0.0523601,0,0,0,0,0,0.0147762
184,0.0163521,0.0545142,0.0320347,0,0.0208889,0.0635572,0.0240936,0,0.0451945,0.0554405,0.0189949,0.0306681,0.0177627,0.0492891,0.0345833,0.0301948,0.0547724,0.0587596,0.0285782,0.0573235,0.0626118,0.0345956,0.0334984,0.0101388,0.0285031,0.0148032,0.0223305,0,0.0274185,0.0408188,0.043211,0.0156747,0,0.0307939,0.0739045,0.0412988,0.0129869,0.0293855,0.0494068,0.0337857,0.0217528,0.0473358,0.0604278,0.0416885,0.0170185,0.0238445,0.0114864,0.0227555,0.0678951,0.036331,0.00982251,0.0209166,0.0477852,0.0521617,0,0,0,0,0,0.0148041
185,0.0163859,0.0544989,0.0322467,0,0.0208561,0.0643012,0.0244219,0,0.0450526,0.0554918,0.0191877,0.0303162,0.0177668,0.0488798,0.0346917,0.0299247,0.0544282,0.0587713,0.0288273,0.0573256,0.062495,0.0346599,0.0334088,0.0101299,0.0283742,0.0147742,0.022502,0,0.0275019,0.0408614,0.043142,0.0157464,0,0.0307109,0.0740939,0.041209,0.012984,0.0296093,0.0499362,0.0336361,0.0220888,0.0480024,0.060532,0.0415456,0.0174927,0.0235957,0.0110929,0.0231164,0.0680743,0.0362713,0.00982157,0.0207679,0.0478613,0.0520431,0,0,0,0,0,0.0147909
186,0.016487,0.0544903,0.0324551,0,0.0208342,0.0650599,0.0246701,0,0.0447275,0.0555861,0.0193658,0.0299368,0.0178139,0.048525,0.0347757,0.0295927,0.0540053,0.0587472,0.0290553,0.0573455,0.0624263,0.0347124,0.0333706,0.0101246,0.0282985,0.0147199,0.0228244,0,0.0276737,0.0408701,0.0431017,0.0157391,0,0.0305767,0.0743268,0.0412943,0.0133557,0.0298171,0.0503515,0.0335074,0.0222983,0.048713,0.0606138,0.0413474,0.0179738,0.0233134,0.0107162,0.0235089,0.0684665,0.0362806,0.00984791,0.0205806,0.04788,0.0520065,0,0,0,0,0,0.0147483
187,0.0165561,0.0545279,0.0326729,0,0.0208263,0.0658871,0.0248498,0,0.044369,0.0556437,0.0195794,0.0295693,0.0178977,0.0481089,0.0348031,0.0292653,0.0536607,0.0586961,0.0292483,0.0572921,0.0623036,0.0347023,0.033318,0.0101137,0.0282554,0.014608,0.0231217,0,0.0275878,0.0408138,0.0430545,0.0156704,0,0.0305194,0.074495,0.0414244,0.0137768,0.0299264,0.0506306,0.0333218,0.0224763,0.0495037,0.0607608,0.0411873,0.0183985,0.0230362,0.0103761,0.0238993,0.0690302,0.0363126,0.00986119,0.0203468,0.0478907,0.051949,0,0,0,0,0,0.0146504
188,0.0166238,0.0545497,0.0327893,0,0.0208362,0.0667158,0.0249829,0,0.044131,0.0557049,0.0196818,0.0292582,0.0179859,0.0476931,0.0349067,0.0289175,0.0533002,0.0586375,0.0294464,0.0572265,0.062118,0.0347445,0.0332167,0.0100666,0.0282315,0.0145352,0.0234016,0,0.0274607,0.040767,0.0429742,0.0155932,0,0.0304909,0.0746294,0.0414076,0.0140709,0.0299521,0.0508596,0.0330609,0.0226083,0.0503042,0.060919,0.0410755,0.0187743,0.0228125,0.010109,0.0243973,0.0693729,0.0363816,0.00989015,0.0201234,0.0478767,0.0519074,0,0,0,0,0,0.01455
189,0.0166432,0.0545749,0.032837,0,0.0208443,0.0673067,0.0250404,0,0.043919,0.0558417,0.019837,0.0289937,0.0180935,0.0472807,0.0349898,0.0285235,0.0530014,0.0585783,0.0296876,0.0570842,0.0620309,0.0346904,0.0331162,0.0100462,0.0282204,0.0144607,0.0234519,0,0.0273325,0.0408258,0.0429023,0.0154984,0,0.030449,0.0747796,0.0412482,0.0143057,0.029865,0.051122,0.0327515,0.022763,0.0510546,0.0610297,0.0409723,0.0191753,0.0226017,0.00992933,0.0249907,0.0693833,0.0364967,0.00992572,0.0198651,0.0478656,0.051897,0,0,0,0,0,0.0144305
190,0.0166323,0.0545743,0.0328535,0,0.0208151,0.0678027,0.0250561,0,0.0438607,0.056054,0.0199704,0.0286982,0.0182155,0.0469529,0.0350481,0.0281131,0.0526578,0.0585033,0.0298005,0.0569326,0.0619576,0.0346542,0.03309,0.0100765,0.028186,0.0144794,0.023315,0,0.0273036,0.0409707,0.0428095,0.0154,0,0.0304187,0.0749499,0.0408464,0.0145083,0.0295789,0.0513729,0.0324422,0.0229202,0.0517679,0.0610949,0.0409052,0.0196981,0.0223582,0.00970402,0.0255011,0.0691464,0.0366522,0.00997031,0.0195947,0.0478515,0.0518767,0,0,0,0,0,0.0142992
191,0.01664,0.054557,0.0330024,0,0.020657,0.0680785,0.0249729,0,0.0436608,0.0563467,0.0198546,0.0284421,0.0183316,0.0467625,0.0351003,0.0277253,0.0522829,0.0583797,0.029876,0.0568698,0.0619474,0.0347371,0.033226,0.0101829,0.0282191,0.0145741,0.0228399,0,0.0273348,0.0411769,0.0426414,0.0153136,0,0.0303647,0.0750371,0.0401794,0.0146198,0.0291978,0.0515081,0.032055,0.0230313,0.0523586,0.0610307,0.0408431,0.0201853,0.0222045,0.00952836,0.0259869,0.0685385,0.0368183,0.010065,0.019287,0.0478316,0.051883,0,0,0,0,0,0.0139754
192,0.0166918,0.0545138,0.0329041,0,0.020922,0.0687138,0.0249295,0,0.0435109,0.0566682,0.0201267,0.0281645,0.0184816,0.0464318,0.0351244,0.0274157,0.0518795,0.0583308,0.0299977,0.0567485,0.0617155,0.0346166,0.0329895,0.0100243,0.0280562,0.0143587,0.0220958,0,0.0271975,0.0414766,0.0425562,0.0144975,0,0.0306842,0.0751752,0.0387943,0.0148799,0.0284966,0.0516324,0.0314892,0.023296,0.0527578,0.0609101,0.0410406,0.0204064,0.0222187,0.00913514,0.0263753,0.0672798,0.0370345,0.00962347,0.0198333,0.0477986,0.0518428,0,0,0,0,0,0.01415
193,0.0167156,0.0545405,0.0330337,0,0.020994,0.0689813,0.0248315,0,0.0435462,0.0570685,0.0201151,0.0279758,0.0185983,0.0463101,0.0351942,0.0270713,0.0514963,0.0582066,0.0300981,0.056839,0.0616624,0.0346552,0.0329653,0.0100452,0.0280392,0.0144354,0.0209637,0,0.0270916,0.0417768,0.0424318,0.0143221,0,0.0306645,0.0752038,0.0374409,0.0149858,0.0279054,0.051617,0.0311375,0.0234807,0.0529211,0.0606149,0.0412002,0.0204835,0.0224746,0.00876989,0.0266607,0.0653352,0.0372142,0.00963828,0.0197078,0.0477717,0.0518135,0,0,0,0,0,0.0140488
194,0.0167277,0.0545915,0.0333148,0,0.0210741,0.0691305,0.0247544,0,0.0437914,0.0575157,0.0199979,0.0278978,0.0187465,0.0462238,0.0352849,0.0267168,0.0510699,0.0580641,0.0301969,0.0569452,0.0616141,0.0347416,0.0329989,0.0100907,0.0280245,0.0145438,0.0195262,0,0.0268477,0.0421145,0.0423116,0.0142171,0,0.0306761,0.0751868,0.035945,0.0148077,0.0272763,0.0514627,0.0307848,0.0236724,0.0528274,0.0601128,0.0414717,0.020417,0.0229218,0.0084247,0.0268712,0.062642,0.0373616,0.00965866,0.0195863,0.0477834,0.0517946,0,0,0,0,0,0.0139974
195,0.0167812,0.0546051,0.0336049,0,0.0211788,0.0691325,0.0246317,0,0.0439808,0.0580909,0.0197794,0.0278893,0.0189217,0.0460849,0.0353401,0.026404,0.0506953,0.0578899,0.0302915,0.0570793,0.0616401,0.0348832,0.0331246,0.0101644,0.0280322,0.0146178,0.0179029,0,0.0266466,0.0425576,0.0422013,0.0141503,0,0.0306723,0.075137,0.034247,0.0143126,0.0265595,0.0511643,0.0304012,0.023941,0.0524631,0.0594183,0.041813,0.0204982,0.0233427,0.00807453,0.0271904,0.0591297,0.0374775,0.0096776,0.0194643,0.0478125,0.0517409,0,0,0,0,0,0.0139382
196,0.0169355,0.0545872,0.0373988,0,0.0229647,0.0690036,0.0236374,0,0.0445291,0.0582808,0.0197489,0.0283092,0.0189186,0.0467092,0.0357618,0.027295,0.0514816,0.0579602,0.0301621,0.0561815,0.0609298,0.034039,0.032126,0.0139125,0.028452,0.0145416,0.0195821,0,0.024813,0.0432265,0.0414175,0.0147418,0,0.0299912,0.0757813,0.0301526,0.0128068,0.0264097,0.0498704,0.0298121,0.0236594,0.0488079,0.0562762,0.0420118,0.023816,0.0187619,0.00383402,0.0303507,0.0629229,0.0377463,0.0098788,0.0193593,0.0477852,0.0520448,0,0,0,0,0,0.0136408
197,0.0170605,0.0545812,0.037776,0,0.0232115,0.068874,0.023486,0,0.0444353,0.0586798,0.0195993,0.0282748,0.0191741,0.0465632,0.0356172,0.0270343,0.0509804,0.0576839,0.0300972,0.0562841,0.0610884,0.0342014,0.0322011,0.0142599,0.0285286,0.0144376,0.0168099,0,0.0247681,0.0437156,0.0414595,0.0145786,0,0.0299072,0.0756308,0.0281827,0.0128859,0.026041,0.0496135,0.0294331,0.0239886,0.048337,0.0557688,0.0427534,0.024475,0.0194608,0.00418303,0.0314027,0.056433,0.0379939,0.00990152,0.0191768,0.0477506,0.0518541,0,0,0,0,0,0.0136189
198,0.0171211,0.0546012,0.0383343,0,0.0233741,0.0686479,0.0235872,0,0.04411,0.0590294,0.0194068,0.0283059,0.0194004,0.0463827,0.0354664,0.0267795,0.05049,0.0573556,0.0300178,0.0564009,0.0613176,0.0344012,0.03235,0.0147521,0.0285685,0.0139982,0.015532,0,0.0246621,0.0441579,0.0414797,0.0147634,0,0.0296926,0.0754443,0.0261883,0.0130701,0.0262129,0.049322,0.0290688,0.0242797,0.0476536,0.0552036,0.0435836,0.0253935,0.0200163,0.0047022,0.032521,0.0492126,0.0382607,0.0101948,0.0185617,0.0477345,0.0516437,0,0,0,0,0,0.0137824
199,0.017316,0.0545852,0.0387204,0,0.0236139,0.0684212,0.0234925,0,0.0440954,0.0595156,0.0194074,0.0282193,0.0197422,0.0460563,0.0351048,0.0265762,0.0499234,0.0570434,0.0299781,0.0565716,0.061509,0.0345926,0.032451,0.0152072,0.0286824,0.013789,0.0164689,0,0.0247968,0.0448688,0.0415758,0.0146063,0,0.0295452,0.0750962,0.0242506,0.013556,0.0265817,0.0489843,0.0285973,0.0246832,0.0466269,0.0547027,0.0446232,0.0264586,0.0204991,0.00550212,0.0337276,0.0418601,0.0385657,0.0102225,0.0183126,0.0477224,0.0513683,0,0,0,0,0,0.0138504
200,0.0176042,0.0545615,0.0391851,0,0.0238698,0.0681243,0.0233805,0,0.0441417,0.060039,0.0194852,0.0281212,0.0201406,0.0455561,0.03464,0.0264474,0.0493942,0.056721,0.0298635,0.0568791,0.0617103,0.0348329,0.0326091,0.0156695,0.028846,0.0136297,0.019141,0,0.0251667,0.04572,0.0417329,0.014444,0,0.0294579,0.0746847,0.0226572,0.0142079,0.0272448,0.0485518,0.0280721,0.0253244,0.0452832,0.054208,0.0456589,0.0274947,0.0210545,0.00648176,0.034909,0.0348709,0.0388921,0.0102385,0.0180922,0.0477577,0.0510126,0,0,0,0,0,0.0139486
201,0.0179162,0.0545698,0.0396981,0,0.0241379,0.0677242,0.0231688,0,0.0440219,0.0606106,0.0196,0.028031,0.0205772,0.0448941,0.0341194,0.0264111,0.0489227,0.0563843,0.0295922,0.0572499,0.0619187,0.0351052,0.0327775,0.0161132,0.0290698,0.0134668,0.0223371,0,0.0258741,0.0467128,0.0419429,0.0143767,0,0.0294121,0.0742296,0.0215892,0.0149,0.0280984,0.0481281,0.0275607,0.0261179,0.043636,0.0537145,0.0466362,0.0284034,0.0218111,0.0076365,0.0359985,0.0289089,0.0392013,0.0102545,0.017893,0.047796,0.0506828,0,0,0,0,0,0.0139892
202,0.0182468,0.054626,0.039998,0,0.0244176,0.0674227,0.0226571,0,0.0440086,0.0612329,0.0197829,0.0278419,0.0210844,0.0441711,0.033352,0.0264151,0.0484451,0.0560677,0.0294208,0.0574183,0.0620955,0.0353442,0.0328725,0.0163617,0.029397,0.0135985,0.0252198,0,0.0284858,0.0478089,0.0421678,0.0144418,0,0.0292957,0.0736465,0.0237827,0.0160509,0.0281384,0.0479376,0.027104,0.0269369,0.0414382,0.0533457,0.0473808,0.0286276,0.0234769,0.00920052,0.0362051,0.0243354,0.0395231,0.01039,0.0175229,0.0478173,0.0503739,0,0,0,0,0,0.0137001
203,0.0186236,0.0546871,0.0404564,0,0.0246191,0.0670979,0.022433,0,0.0438995,0.0618568,0.0198813,0.0276939,0.0215247,0.0435314,0.0325818,0.026453,0.0480068,0.0557388,0.0292675,0.0576285,0.0623378,0.0355961,0.0330228,0.0168212,0.0296285,0.0134838,0.0275974,0,0.030153,0.0488252,0.0423304,0.013731,0,0.0293341,0.073121,0.0252642,0.0173159,0.0285532,0.0478254,0.0265563,0.027603,0.0395639,0.0529638,0.0480892,0.0290563,0.0246846,0.0106295,0.0367644,0.0211986,0.0399491,0.0100285,0.0178912,0.0477828,0.050131,0,0,0,0,0,0.0136341
204,0.0189434,0.0547952,0.0410526,0,0.0247186,0.066839,0.0222779,0,0.0438141,0.0624806,0.0199342,0.0274972,0.0219084,0.0429265,0.0319226,0.0264563,0.0475608,0.0554208,0.0291361,0.0578234,0.0625647,0.0358362,0.0331615,0.0174776,0.029842,0.0132919,0.0291824,0,0.0312618,0.0497509,0.0424996,0.0134749,0,0.0291766,0.0725956,0.02619,0.0185036,0.0288822,0.0475884,0.0262596,0.028416,0.0380408,0.0527761,0.0488247,0.0296842,0.0253566,0.0117596,0.0374789,0.0195731,0.040355,0.0100688,0.0176884,0.0477618,0.0499187,0,0,0,0,0,0.0136725
205,0.0192475,0.0548684,0.0417469,0,0.024686,0.0667391,0.0221595,0,0.0437745,0.0630097,0.0199074,0.0272465,0.0221983,0.0423672,0.03135,0.0264116,0.0471659,0.0551429,0.0290609,0.0579467,0.0627268,0.0360054,0.0332606,0.0182263,0.0300315,0.0131476,0.0303582,0,0.0320879,0.0504427,0.0426833,0.0132753,0,0.0290391,0.0721239,0.0271511,0.0193781,0.0289039,0.0472911,0.0260368,0.0292491,0.0369871,0.0527885,0.0494632,0.0302678,0.0256737,0.0125755,0.0380048,0.01886,0.0406803,0.0101169,0.0175436,0.0477323,0.0497815,0,0,0,0,0,0.0137198
206,0.0194488,0.0549108,0.0422706,0,0.0245621,0.0668356,0.022186,0,0.0437148,0.0633806,0.0198657,0.0270051,0.0223747,0.0418994,0.0309279,0.0262974,0.0468508,0.0549576,0.029024,0.0580422,0.062827,0.0360633,0.0333423,0.0189597,0.030143,0.0129099,0.0315546,0,0.0324151,0.0507763,0.0428336,0.0133358,0,0.0289616,0.071963,0.0275746,0.019912,0.0291048,0.0470441,0.0258843,0.0298062,0.036491,0.0527442,0.0498069,0.0307752,0.0256815,0.013017,0.0383769,0.0181272,0.0409184,0.0103102,0.0172079,0.0477085,0.0496722,0,0,0,0,0,0.0139151
207,0.0195616,0.0549124,0.0428156,0,0.0243075,0.0671106,0.0220864,0,0.0436639,0.063615,0.0197817,0.0266924,0.0223976,0.0415481,0.030402,0.0261338,0.0466048,0.0548935,0.0291176,0.0580526,0.0628213,0.0360254,0.0333554,0.0198738,0.0302339,0.0128293,0.0315977,0,0.0327447,0.0510071,0.0429544,0.0132199,0,0.0289427,0.0720202,0.0280419,0.0200286,0.0289085,0.0469708,0.0258361,0.0300361,0.0363227,0.052604,0.0498359,0.0310511,0.0253673,0.0131038,0.0384754,0.0185114,0.0411057,0.0103535,0.017113,0.0476843,0.0496045,0,0,0,0,0,0.0139587
208,0.0196053,0.0548813,0.0434859,0,0.023914,0.0675268,0.0219911,0,0.0436724,0.0636659,0.0195708,0.0263066,0.0223022,0.0413197,0.0299321,0.0259223,0.0464764,0.0549104,0.0292626,0.0579815,0.0627493,0.0358673,0.0333129,0.0207695,0.0302545,0.0128387,0.0309328,0,0.0327588,0.0510471,0.0430139,0.0131345,0,0.0289481,0.0722659,0.028205,0.0197584,0.0286563,0.0469275,0.0259434,0.0299461,0.036559,0.0523985,0.0496656,0.0310335,0.0249403,0.012833,0.0383712,0.0192408,0.0411919,0.0103642,0.0171,0.0476499,0.0496122,0,0,0,0,0,0.0139522
209,0.0195845,0.0548188,0.0441107,0,0.0233403,0.0680288,0.0219126,0,0.0437486,0.0635819,0.0193195,0.0258872,0.0220659,0.0412292,0.0295804,0.025683,0.046454,0.0549588,0.0293983,0.0577423,0.0626396,0.0356645,0.0332533,0.0216352,0.0302095,0.0128861,0.0298192,0,0.0324164,0.050803,0.0430225,0.0130137,0,0.0289367,0.0726039,0.0277537,0.0192967,0.0284883,0.0470292,0.0260979,0.029609,0.0371643,0.0521079,0.0492789,0.0307564,0.0246147,0.0123095,0.0381479,0.0201075,0.0412255,0.0103187,0.0171726,0.0476169,0.0496627,0,0,0,0,0,0.0139399
210,0.0195111,0.054771,0.0447194,0,0.0226048,0.0685212,0.0218582,0,0.0438364,0.0634202,0.0190583,0.0254421,0.0216123,0.041138,0.0293021,0.0253856,0.046526,0.055,0.0294941,0.0574231,0.062523,0.0354587,0.0332285,0.0225091,0.0301225,0.0128869,0.0283563,0,0.0316065,0.0503531,0.0430055,0.0129952,0,0.0289889,0.0729752,0.0266007,0.0188536,0.028267,0.0469986,0.0262989,0.02919,0.0380093,0.0518007,0.0486486,0.0302815,0.024339,0.0114919,0.0378572,0.0212225,0.0412089,0.0102671,0.0172992,0.0475645,0.0497418,0,0,0,0,0,0.0139443
211,0.0194355,0.0547926,0.0455313,0,0.0217757,0.0689072,0.0218261,0,0.0439221,0.0632281,0.0187967,0.0249623,0.0210081,0.0411984,0.0291529,0.0250988,0.0467027,0.0550711,0.0295838,0.0573141,0.062413,0.0352322,0.0331752,0.0234116,0.0300029,0.0128634,0.0263208,0,0.0303762,0.0499224,0.042974,0.0130604,0,0.029112,0.0732832,0.0241256,0.0183487,0.0279479,0.0469773,0.0264988,0.0286364,0.0390368,0.0515541,0.0479883,0.0298861,0.0236419,0.0102476,0.0378369,0.0228508,0.0411595,0.0102229,0.017448,0.0475321,0.0498052,0,0,0,0,0,0.0139578
212,0.0193505,0.0548502,0.0465231,0,0.0208437,0.069283,0.0217972,0,0.0439663,0.0629438,0.0185809,0.024447,0.0204085,0.0413766,0.0289877,0.0248402,0.046998,0.0551652,0.0296177,0.0572087,0.0623064,0.0350018,0.0331125,0.0243145,0.0299165,0.0128671,0.0246724,0,0.0300785,0.049427,0.0429291,0.0129761,0,0.0291205,0.0735028,0.0225517,0.017782,0.0270147,0.0470456,0.0267318,0.0279864,0.0400315,0.0514454,0.0472182,0.0293102,0.0232065,0.00898176,0.0375422,0.0242845,0.0411035,0.0101618,0.0176088,0.0475183,0.0498935,0,0,0,0,0,0.0139436
