Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LELB,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RELB,RFIN,RFRM,RGTR,RHEE,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x55,x56,x57,x58,RILC
148,0.0259007,0.0714569,0.0373383,0,0.0153549,0.0475405,0.0238576,0,0.0397511,0.0555423,0.0541908,0.0332981,0.0214492,0.0596928,0.0359096,0.0444564,0.0727788,0.0685197,0.0322616,0.0666038,0.0694755,0.0391386,0.0480915,0.0748426,0.0438656,0.0154503,0.0107181,0.0276623,0,0.0252716,0.052896,0.0214289,0.0298252,0,0.0345657,0.0760584,0.0114322,0.0279739,0.0525392,0.0446786,0.0240442,0.0299258,0.0473047,0.0461052,0.0251301,0.0272985,0.0128591,0.0354418,0.00892761,0.025158,0.0109765,0.0260036,0.0632785,0.0537694,0,0,0,0,0.0197895
149,0.0259877,0.0715899,0.0365087,0,0.0156375,0.0481732,0.0238997,0,0.0397471,0.0556628,0.053441,0.0338054,0.0207649,0.059773,0.0357629,0.0450736,0.0736432,0.068602,0.0326143,0.0664032,0.0694481,0.0390281,0.0475543,0.0740754,0.043919,0.0154546,0.0107329,0.0281424,0,0.0253329,0.0533533,0.0213749,0.0298538,0,0.0345091,0.0763194,0.0115342,0.0279342,0.0524621,0.0445493,0.0240818,0.0294775,0.047226,0.0463326,0.025287,0.0272032,0.0130126,0.0354752,0.00847565,0.0251616,0.0109773,0.0257271,0.0634102,0.0536935,0,0,0,0,0.0197239
150,0.0260795,0.0717052,0.034955,0,0.0159463,0.0487736,0.0239214,0,0.039662,0.055846,0.0520924,0.0338027,0.0199178,0.0598378,0.0355632,0.0455798,0.0744536,0.0685454,0.0330103,0.0659383,0.0693239,0.0388514,0.0467479,0.0716244,0.043997,0.015389,0.01093,0.0286934,0,0.0254684,0.0537701,0.0213175,0.0298458,0,0.0344889,0.0765552,0.0116392,0.027992,0.0524978,0.0443839,0.0240476,0.0290267,0.0470404,0.0464972,0.0254655,0.0271555,0.0130844,0.035652,0.00812129,0.0251786,0.0110135,0.0254649,0.0635177,0.0536105,0,0,0,0,0.0198116
151,0.0261563,0.0718131,0.032982,0,0.0163403,0.0494062,0.0239096,0,0.0395394,0.0559428,0.0503838,0.0342104,0.018943,0.0597295,0.0353887,0.0460766,0.0752356,0.0684201,0.0334052,0.0654393,0.0690737,0.0386372,0.0457574,0.0677932,0.0441153,0.0152787,0.0112524,0.0294397,0,0.0256295,0.0540941,0.0212465,0.0298504,0,0.0345401,0.0767901,0.0117031,0.0281013,0.0524919,0.0442416,0.0239933,0.0285811,0.0467814,0.0466794,0.0256184,0.0270567,0.0130454,0.0358496,0.0076644,0.0251996,0.0110911,0.0252634,0.0636258,0.0534829,0,0,0,0,0.0199395
152,0.0262045,0.07195,0.0308317,0,0.0166868,0.0498545,0.0239609,0,0.0395173,0.0561477,0.0484793,0.0341867,0.0179909,0.0596578,0.0352932,0.0464242,0.0757069,0.0681749,0.0336852,0.0648122,0.0687789,0.038422,0.0447251,0.0627753,0.0442695,0.0152764,0.0113009,0.030222,0,0.0257394,0.0541178,0.02116,0.0297559,0,0.0345623,0.0769548,0.0116561,0.0282551,0.0525394,0.0440489,0.0242529,0.028173,0.0465539,0.0468213,0.0258092,0.0269462,0.0130654,0.0360043,0.00716498,0.0253385,0.0111042,0.0250525,0.0637027,0.0533983,0,0,0,0,0.0200292
153,0.026247,0.0720003,0.0286332,0,0.0170677,0.0504776,0.0240724,0,0.0396336,0.0562897,0.0462678,0.0344949,0.0169043,0.0594704,0.0351659,0.0467464,0.0760154,0.0679278,0.0340581,0.0641112,0.0685153,0.0382527,0.0435991,0.0563849,0.0443394,0.015472,0.0110993,0.0308766,0,0.0259793,0.0540881,0.0210644,0.0296814,0,0.0345609,0.0771926,0.0116311,0.0283761,0.0525585,0.0438246,0.0249,0.0276642,0.0463722,0.0469964,0.0260458,0.0268832,0.013102,0.0361373,0.00678312,0.0254317,0.011119,0.024856,0.0637407,0.0533187,0,0,0,0,0.0200308
154,0.0263002,0.0720459,0.0268313,0,0.0174634,0.0511185,0.0242237,0,0.0395864,0.0564256,0.043691,0.0344116,0.0158231,0.0592144,0.0350146,0.0468666,0.076037,0.0676365,0.0343514,0.0635963,0.0683434,0.0381021,0.0425105,0.0490095,0.0444579,0.0155748,0.0110633,0.031522,0,0.026256,0.0539916,0.0210037,0.0295225,0,0.0345124,0.0775106,0.0116047,0.0285781,0.0526851,0.0435863,0.0251007,0.0271149,0.0461633,0.0471635,0.0262845,0.0268235,0.0131657,0.0363212,0.00645546,0.0255665,0.011099,0.0246889,0.0638209,0.0531529,0,0,0,0,0.0200554
155,0.0263613,0.0720668,0.0261822,0,0.0179311,0.0518576,0.0243614,0,0.03959,0.0564886,0.0410406,0.0346919,0.0148471,0.0588364,0.0348326,0.0469117,0.0757379,0.0672372,0.0346213,0.0633075,0.068247,0.0379983,0.041484,0.0412003,0.0446503,0.0157762,0.0108748,0.0322829,0,0.0265685,0.0537406,0.020953,0.0293024,0,0.0344461,0.077869,0.0116502,0.0288295,0.0526466,0.0432783,0.0256831,0.0264712,0.045916,0.0474027,0.0265199,0.0268095,0.0132235,0.0365958,0.00624283,0.0257528,0.0110892,0.0245054,0.0639082,0.0529861,0,0,0,0,0.0203098
156,0.0263985,0.0721016,0.0269651,0,0.0185409,0.0525971,0.0245275,0,0.0395731,0.0565132,0.0387228,0.0347656,0.0142428,0.0584308,0.0346366,0.0468273,0.0750072,0.0667487,0.0348999,0.063156,0.0680371,0.0381801,0.04059,0.0332948,0.0449298,0.0158613,0.0109808,0.0331221,0,0.0268918,0.0534113,0.0209206,0.0290322,0,0.0343834,0.0782868,0.011684,0.029082,0.0525565,0.0428956,0.0267432,0.0258075,0.0456281,0.0476291,0.0268082,0.0268506,0.0132293,0.0368265,0.0061609,0.0259829,0.0111549,0.024266,0.0640665,0.0527814,0,0,0,0,0.0206566
157,0.0264276,0.0721716,0.0285898,0,0.0195825,0.0536118,0.024687,0,0.0396944,0.0562844,0.0370598,0.0348254,0.0143374,0.0580015,0.0344278,0.046735,0.0738446,0.0664587,0.0354247,0.0628864,0.0678524,0.0390568,0.0397623,0.0258968,0.0452951,0.0161327,0.0109646,0.0340045,0,0.027256,0.0528856,0.0209046,0.0286486,0,0.0342171,0.0789119,0.0117241,0.0293953,0.0524411,0.0422565,0.0276279,0.0250546,0.0452728,0.0478577,0.0271051,0.0268646,0.0132955,0.0370672,0.00622702,0.0262734,0.0111237,0.0240186,0.0641435,0.0525144,0,0,0,0,0.0208353
158,0.0264193,0.0723077,0.0312705,0,0.0205738,0.0545233,0.0248833,0,0.0398035,0.055997,0.0358718,0.0345968,0.0152682,0.057531,0.0342581,0.0464875,0.0722954,0.0660734,0.0358926,0.0625138,0.0676374,0.0397103,0.039081,0.0195113,0.0456123,0.0163148,0.0110601,0.0348576,0,0.027572,0.0522546,0.0209231,0.0282645,0,0.0340301,0.0794078,0.0117793,0.0298055,0.0523603,0.0416599,0.0281437,0.0243438,0.0448937,0.0479884,0.027437,0.0268239,0.0134,0.0372436,0.00641952,0.0265323,0.0110544,0.0238331,0.0640078,0.0522296,0,0,0,0,0.0208342
159,0.0264124,0.0724552,0.0331476,0,0.0219006,0.0556775,0.0250072,0,0.0397757,0.0555235,0.0351266,0.0344536,0.0173662,0.0570835,0.0340805,0.0458488,0.0700629,0.0657112,0.036335,0.0617455,0.0671526,0.0399085,0.0381218,0.0151376,0.0458944,0.0163459,0.0114032,0.0358791,0,0.0279231,0.0515489,0.0209768,0.0278555,0,0.033886,0.0800276,0.0118056,0.0303458,0.052312,0.041063,0.0285058,0.0236245,0.0445063,0.0482017,0.0277985,0.026792,0.0134854,0.0374284,0.00687375,0.0267901,0.0109105,0.0237325,0.0636638,0.0519052,0,0,0,0,0.0207111
160,0.0263729,0.0725821,0.0333304,0,0.0232737,0.0566343,0.0251788,0,0.0398911,0.0551761,0.0350276,0.0344596,0.020333,0.0566366,0.0338878,0.0450847,0.0675178,0.0653964,0.0363309,0.0606277,0.0663896,0.0398018,0.0370466,0.0128625,0.0462056,0.0165541,0.0115044,0.0368895,0,0.0281908,0.0508878,0.0211116,0.0274994,0,0.0337923,0.080653,0.0118408,0.0308361,0.0522429,0.0405886,0.0289507,0.0229741,0.0441257,0.0483712,0.0281487,0.0267674,0.0135167,0.0376328,0.00748894,0.0270275,0.0107767,0.0236958,0.063683,0.0516329,0,0,0,0,0.0209377
161,0.0263461,0.0727285,0.0314361,0,0.0245668,0.0572307,0.0253411,0,0.0399679,0.0552149,0.0354661,0.0343509,0.0236052,0.0561825,0.0337678,0.0442211,0.0650221,0.0651025,0.0357455,0.0592658,0.0652898,0.0394728,0.0356083,0.0126657,0.0464242,0.0167529,0.0115708,0.0378034,0,0.0283896,0.0504847,0.0212036,0.0272242,0,0.0337361,0.0812268,0.0118186,0.0311965,0.0521978,0.0402363,0.0293185,0.0224372,0.0438066,0.0484621,0.0283384,0.0267401,0.0135101,0.0377729,0.00816988,0.0272026,0.0107108,0.0236392,0.0635938,0.0514885,0,0,0,0,0.0213423
162,0.0265479,0.0731807,0.032908,0,0.0228089,0.0573403,0.0243804,0,0.0409671,0.0550091,0.0364233,0.0333003,0.0212875,0.0550151,0.0344272,0.0420528,0.0632494,0.0644781,0.0343573,0.0602518,0.0663642,0.0398652,0.0359725,0.014708,0.0465925,0.0162655,0.0107353,0.0346642,0,0.0274734,0.0503238,0.0208307,0.0272633,0,0.0338783,0.081927,0.0104915,0.0326618,0.0509376,0.0399976,0.0299358,0.0209724,0.0429932,0.0483492,0.0298822,0.0247759,0.0131011,0.0390837,0.00560589,0.0271758,0.0101791,0.0234057,0.0640442,0.0513949,0,0,0,0,0.0213538
163,0.0266229,0.0736427,0.0358461,0,0.0218074,0.0576382,0.0235549,0,0.0418275,0.0545329,0.0388554,0.0325341,0.0192548,0.0539383,0.0349316,0.0398529,0.0621285,0.0644061,0.0336134,0.0617494,0.0678895,0.0403931,0.0368336,0.0178881,0.0467503,0.0158299,0.0100952,0.0350986,0,0.0275934,0.0504065,0.0205872,0.0271051,0,0.0340501,0.0821131,0.010759,0.0326524,0.0497768,0.0395402,0.0297705,0.0207627,0.0426493,0.0479144,0.0300201,0.0248679,0.0132621,0.0389006,0.00538561,0.0272697,0.00962095,0.0231109,0.0645472,0.0512212,0,0,0,0,0.0213981
164,0.0265845,0.0739719,0.0384113,0,0.021528,0.0579856,0.0230097,0,0.0422871,0.0540973,0.0410393,0.0320742,0.0188125,0.0531076,0.035174,0.0382628,0.0616695,0.0646359,0.033592,0.0630916,0.0692412,0.0409131,0.0376592,0.0206524,0.0468103,0.0155382,0.00980732,0.0355221,0,0.0275097,0.0504073,0.0204586,0.0267814,0,0.0340999,0.0823667,0.0107218,0.0326877,0.048951,0.0390565,0.0296924,0.020573,0.0423488,0.0476047,0.0302581,0.0248767,0.0132997,0.0387168,0.00535008,0.0274355,0.00918594,0.0229119,0.0648667,0.0511866,0,0,0,0,0.0214687
165,0.0265771,0.0740286,0.040055,0,0.0214407,0.0582524,0.0227509,0,0.0423537,0.0538972,0.0425167,0.0319315,0.0192578,0.0525631,0.0352865,0.0373294,0.0614186,0.0647411,0.0338998,0.0641988,0.0703744,0.0414759,0.0384158,0.0226613,0.0468516,0.0153023,0.00984946,0.0360084,0,0.0273906,0.0503637,0.0203608,0.0264534,0,0.0339833,0.0826756,0.0104917,0.0328559,0.0484038,0.0386061,0.0296923,0.0203249,0.0420405,0.0474703,0.0303217,0.0246604,0.0130394,0.0384964,0.0058172,0.0276097,0.00894784,0.022861,0.0648387,0.0514622,0,0,0,0,0.0213757
166,0.0265658,0.0740466,0.0410835,0,0.0212592,0.0584199,0.0226148,0,0.0425245,0.0537961,0.0433866,0.0319494,0.0197941,0.0522807,0.0353662,0.0369324,0.0614945,0.0646621,0.0341593,0.0647205,0.0708899,0.0417751,0.0387844,0.0236936,0.046889,0.0153346,0.00977238,0.0365856,0,0.0269773,0.0503429,0.0202791,0.0261192,0,0.0338439,0.0829557,0.0101453,0.0329596,0.0480946,0.038052,0.02968,0.0202372,0.0418362,0.0474013,0.0301913,0.0244644,0.012854,0.0383137,0.006469,0.0278494,0.00881047,0.0227456,0.0647376,0.0517022,0,0,0,0,0.0212097
167,0.0264495,0.0740721,0.041006,0,0.0210844,0.0583921,0.0226427,0,0.0426963,0.0537757,0.0434423,0.0321033,0.0199461,0.0522153,0.0353769,0.0372337,0.0616541,0.0644071,0.0340881,0.0645016,0.0706841,0.0416857,0.038643,0.0234332,0.0468816,0.0155858,0.00963417,0.0371232,0,0.0262704,0.0503916,0.0202862,0.0257231,0,0.0337138,0.0831774,0.00975674,0.0329403,0.0481382,0.0375721,0.0295887,0.0203273,0.0417751,0.0473524,0.0299943,0.0243297,0.0128251,0.0381651,0.0071555,0.028094,0.00876804,0.0225853,0.064634,0.0518449,0,0,0,0,0.0212381
168,0.0263228,0.0740545,0.039738,0,0.0209834,0.0580797,0.0228102,0,0.0425616,0.0539203,0.0424551,0.0325104,0.0199727,0.0523859,0.0353221,0.0380374,0.0618193,0.0640131,0.0337622,0.0637045,0.0698903,0.0413059,0.0381035,0.0219526,0.0468844,0.0157979,0.00978396,0.0376198,0,0.0253738,0.0504884,0.0203294,0.0253438,0,0.0335585,0.0832695,0.00950331,0.0327815,0.0484493,0.0372242,0.0293454,0.0205039,0.041797,0.0472543,0.0297069,0.0242966,0.0128518,0.0379427,0.00794121,0.028303,0.00882341,0.0224919,0.0644609,0.051996,0,0,0,0,0.0212119
169,0.0262527,0.0738424,0.0375273,0,0.0212493,0.0575016,0.0231938,0,0.0421079,0.0542679,0.040311,0.0330943,0.020644,0.0529386,0.0351593,0.0390573,0.062098,0.0635515,0.0333236,0.0626789,0.0687819,0.04089,0.0374737,0.0196132,0.0468618,0.016049,0.0101885,0.0378807,0,0.0243649,0.0505155,0.0204263,0.0249988,0,0.0332651,0.0833435,0.00937223,0.0325646,0.0488813,0.0369572,0.029108,0.0206553,0.041816,0.0472383,0.0292463,0.0241971,0.012689,0.0375928,0.0089313,0.0285405,0.00905611,0.0225441,0.0640416,0.052329,0,0,0,0,0.0209387
170,0.0262001,0.0736386,0.0345109,0,0.0222373,0.0569285,0.0236384,0,0.0416133,0.0545442,0.037651,0.0339541,0.021977,0.0537479,0.0349881,0.0403827,0.062614,0.0633466,0.033143,0.0613574,0.0673124,0.0403415,0.0367081,0.0168836,0.0468371,0.0163602,0.010665,0.038033,0,0.0232967,0.0504243,0.0205149,0.0246815,0,0.0329712,0.0834237,0.00951984,0.0322055,0.0493469,0.0366749,0.0288541,0.0208931,0.0418738,0.0472721,0.0284792,0.0240604,0.0125828,0.037203,0.00992358,0.0288034,0.00936806,0.0226068,0.0635685,0.0526465,0,0,0,0,0.0206344
171,0.0261959,0.0734367,0.0314337,0,0.0238911,0.0564233,0.0241337,0,0.0411149,0.0547039,0.0350587,0.0348361,0.0241756,0.0547333,0.0348424,0.0417792,0.0628651,0.0634584,0.0333105,0.0601011,0.0658325,0.0399962,0.0361173,0.0143553,0.046843,0.016681,0.0111147,0.0382343,0,0.022269,0.0501853,0.0206054,0.0244306,0,0.0326887,0.083519,0.00993173,0.0318601,0.0499444,0.0364534,0.0286289,0.0210888,0.0419437,0.0473055,0.0277871,0.0239463,0.012479,0.0368514,0.011005,0.0290022,0.00972168,0.0227063,0.0630731,0.0529484,0,0,0,0,0.0203629
172,0.025968,0.073231,0.0290866,0,0.0262266,0.0559933,0.0250468,0,0.0402162,0.0547338,0.0330621,0.0359224,0.0270291,0.0558051,0.0343149,0.0429577,0.0631624,0.0637505,0.0335775,0.0590118,0.0644927,0.0395041,0.0356553,0.0119061,0.0467848,0.0172634,0.0119145,0.0433221,0,0.0227411,0.0498578,0.0210032,0.0240045,0,0.0325105,0.082941,0.0104004,0.0297963,0.0510086,0.0362149,0.0273381,0.0230917,0.0427282,0.0467774,0.0252042,0.0268814,0.0132481,0.0343485,0.0155789,0.0293165,0.0101617,0.0227201,0.0625443,0.0529734,0,0,0,0,0.020375
173,0.0260693,0.0733071,0.0273818,0,0.026646,0.0558486,0.0249538,0,0.0401508,0.0541688,0.0318419,0.0367447,0.0262976,0.0562579,0.0345177,0.042976,0.0633875,0.0639456,0.033535,0.0592171,0.0645383,0.039388,0.0362088,0.0119471,0.0467519,0.0172119,0.0118357,0.0436922,0,0.0216818,0.0492424,0.0208885,0.0238113,0,0.0324571,0.0829702,0.0109551,0.0295395,0.0509666,0.0361187,0.0269786,0.0233625,0.0427546,0.0465408,0.0245912,0.0271193,0.0134077,0.0336923,0.0163855,0.0294579,0.0101417,0.0227539,0.0625294,0.0530592,0,0,0,0,0.0202085
174,0.026171,0.0734699,0.0261394,0,0.0261269,0.0556408,0.0248973,0,0.0400758,0.0535655,0.0304254,0.037307,0.0249148,0.0566878,0.0346768,0.0426028,0.0635165,0.0639139,0.0332358,0.0593643,0.0647419,0.0390218,0.0362447,0.0120455,0.0467458,0.0171561,0.0117912,0.043985,0,0.0206402,0.0484315,0.020754,0.0235665,0,0.0323767,0.082961,0.0116536,0.0293656,0.050865,0.0360134,0.0265337,0.0236237,0.042758,0.0461639,0.023986,0.0273866,0.013594,0.0331099,0.0171226,0.0296548,0.0101244,0.0227607,0.0625766,0.053186,0,0,0,0,0.0200739
175,0.0262709,0.0736641,0.0244955,0,0.0255252,0.0554209,0.0248669,0,0.0400432,0.0529941,0.0289718,0.0376719,0.02348,0.0571708,0.0347996,0.0418667,0.0631396,0.0636222,0.0322967,0.0591097,0.0647522,0.0384032,0.0354983,0.0124927,0.0467706,0.0171439,0.0117596,0.0442801,0,0.0196208,0.0474399,0.0205835,0.0232561,0,0.0322768,0.0829847,0.0124735,0.0293225,0.0507214,0.0358381,0.0260381,0.0238864,0.0427632,0.0457004,0.0233658,0.027623,0.0137763,0.0325059,0.0178996,0.0299307,0.0101023,0.0227149,0.062599,0.0534175,0,0,0,0,0.0199389
176,0.0263572,0.0738459,0.0231293,0,0.025507,0.0551911,0.0248494,0,0.0400269,0.0524639,0.0276786,0.037851,0.0225137,0.0576825,0.0349447,0.0408697,0.0626717,0.0631816,0.0308757,0.0585306,0.064522,0.0377186,0.0342436,0.0127079,0.046774,0.0171459,0.0117698,0.0444501,0,0.0186432,0.0463677,0.0203663,0.0228346,0,0.0321531,0.0830455,0.0134952,0.0293247,0.0504969,0.0356104,0.0254799,0.0243105,0.042811,0.0452679,0.0227651,0.0277841,0.0139719,0.0318278,0.0187346,0.0302845,0.0100553,0.0226263,0.0626162,0.0537748,0,0,0,0,0.0198943
177,0.0264112,0.0739896,0.0226284,0,0.0258939,0.0550477,0.0247875,0,0.0400408,0.051919,0.0267885,0.0379374,0.0221418,0.0582726,0.0351506,0.0398494,0.0623981,0.0628275,0.0299269,0.0582112,0.0643912,0.0373131,0.0333623,0.0125109,0.0467091,0.017173,0.0117364,0.0445039,0,0.0175757,0.0452105,0.0200956,0.0223641,0,0.0320303,0.0831419,0.0146622,0.0293525,0.0502766,0.0353587,0.0248585,0.0248203,0.0429245,0.0446369,0.0221775,0.0278132,0.0141859,0.0310588,0.0196613,0.0306811,0.010027,0.0225069,0.0626146,0.0542832,0,0,0,0,0.0200706
178,0.0264663,0.0740842,0.0233493,0,0.0259748,0.0549505,0.0246574,0,0.0400453,0.0514705,0.0262373,0.0379952,0.0216599,0.0589528,0.0354295,0.039024,0.0624097,0.0625152,0.0292682,0.058555,0.0646878,0.0372621,0.0334443,0.011906,0.0465789,0.0171696,0.0116821,0.0443091,0,0.0164876,0.0440631,0.0197993,0.0218732,0,0.0319137,0.0832049,0.0158859,0.0293876,0.050104,0.035096,0.0240949,0.0254786,0.0431644,0.0436475,0.0216396,0.0275984,0.014297,0.0302027,0.0208015,0.0311232,0.00997887,0.0223665,0.0626082,0.0548826,0,0,0,0,0.0203121
179,0.0265488,0.0741315,0.0250119,0,0.0254399,0.0547236,0.0244231,0,0.0400354,0.0513745,0.0259233,0.0379432,0.0205396,0.0595552,0.0357542,0.0383381,0.0624139,0.0619961,0.0284734,0.0591201,0.0651339,0.0372135,0.0342192,0.0113861,0.0463636,0.0170608,0.0116369,0.0441016,0,0.0154626,0.0431324,0.0195126,0.0213839,0,0.0318465,0.0830984,0.01723,0.029414,0.0500243,0.034879,0.023141,0.0264183,0.0436637,0.0426066,0.021152,0.0271259,0.0143209,0.0292474,0.0222198,0.0315225,0.0098843,0.0223067,0.062533,0.0556096,0,0,0,0,0.0206498
180,0.0266387,0.0740942,0.0271932,0,0.02438,0.0542322,0.0241433,0,0.0400315,0.0516853,0.0257631,0.0377736,0.0191712,0.0600329,0.0361273,0.0377969,0.0624114,0.0613898,0.0276494,0.0596478,0.065269,0.0368099,0.0350893,0.0114255,0.0460035,0.016841,0.0115326,0.0437036,0,0.014556,0.0422924,0.019253,0.0209209,0,0.0318469,0.0827783,0.0188232,0.0294613,0.0501132,0.0346824,0.0221275,0.0276673,0.0444449,0.0419226,0.0206383,0.0265085,0.0143772,0.0281981,0.0241017,0.0318693,0.00971957,0.0223674,0.0623641,0.056394,0,0,0,0,0.0209907
181,0.0267318,0.0739612,0.0284293,0,0.0235299,0.0536554,0.0238614,0,0.0399891,0.052223,0.0259243,0.0377057,0.0186001,0.0603409,0.0366037,0.0374797,0.0623514,0.0609276,0.0271744,0.0597285,0.0650131,0.0361815,0.0355702,0.0118912,0.0455336,0.016642,0.011342,0.0431879,0,0.013913,0.0412891,0.0189824,0.0206297,0,0.0319656,0.0823763,0.0203975,0.0292606,0.0504567,0.0346665,0.0214287,0.0289254,0.0455461,0.041549,0.0200216,0.0258581,0.0145461,0.0270735,0.0266325,0.0320776,0.00960886,0.022559,0.0621356,0.0571485,0,0,0,0,0.0211099
182,0.0268383,0.0737204,0.0287685,0,0.0229474,0.0529754,0.023466,0,0.0399062,0.0527238,0.0259861,0.0378822,0.0185274,0.0605978,0.0371301,0.0373331,0.0623946,0.0606772,0.0270296,0.0593706,0.0644394,0.0354481,0.0355475,0.0121174,0.0449767,0.0163315,0.0111456,0.0423634,0,0.0134363,0.0400917,0.0187604,0.020654,0,0.0321908,0.0819036,0.0219251,0.0286751,0.050986,0.0349188,0.0211153,0.0300298,0.0468037,0.0414706,0.0194462,0.0253359,0.0147541,0.0259042,0.0296766,0.0320613,0.00954877,0.0229027,0.0618495,0.0578013,0,0,0,0,0.0210015
183,0.0269751,0.0734699,0.0286056,0,0.0225575,0.0520914,0.0230929,0,0.0399062,0.0530479,0.0256456,0.0383065,0.0182914,0.0609525,0.0377512,0.037254,0.0622752,0.0605394,0.026832,0.0587596,0.0638663,0.0348327,0.0351157,0.011997,0.0443328,0.0159335,0.0110021,0.0408638,0,0.0130548,0.039065,0.0186065,0.0209926,0,0.032508,0.0812959,0.0230708,0.0277608,0.0517625,0.0355182,0.0209727,0.0310694,0.0481324,0.0416909,0.0188295,0.0249523,0.0149516,0.0246824,0.032542,0.0317755,0.00957295,0.0234598,0.0615145,0.0583201,0,0,0,0,0.0207541
184,0.0271307,0.0732166,0.0281535,0,0.0223425,0.0511137,0.0227974,0,0.0398225,0.053156,0.0249168,0.0389446,0.0178433,0.0614563,0.0384168,0.0370682,0.0621554,0.0605716,0.0265478,0.0582141,0.0634394,0.0344556,0.0346013,0.0117966,0.0436383,0.0154815,0.0108757,0.0385858,0,0.0128491,0.0383786,0.0185409,0.0216032,0,0.0328974,0.0807005,0.0235928,0.0267922,0.0526752,0.036398,0.0209355,0.0322015,0.0495576,0.0422245,0.0181529,0.0248541,0.0150799,0.0235738,0.0346812,0.0312406,0.00963942,0.0241548,0.061116,0.0587042,0,0,0,0,0.0206141
185,0.0272811,0.0729825,0.0279087,0,0.022309,0.0502867,0.0226277,0,0.0396582,0.0529791,0.0238989,0.0398146,0.0175843,0.0620804,0.039075,0.0368196,0.0619776,0.0608028,0.0262482,0.0579124,0.0632095,0.034357,0.0341876,0.0117738,0.0429567,0.0150287,0.0107859,0.0355667,0,0.0129763,0.0379754,0.018547,0.022431,0,0.0333373,0.0803842,0.0237111,0.0259477,0.0535006,0.0374498,0.0215918,0.0333892,0.0510958,0.0429113,0.0174435,0.0250079,0.0150224,0.0227448,0.0360883,0.0305603,0.00974084,0.0249413,0.0606995,0.0588961,0,0,0,0,0.0203476
186,0.0273874,0.072793,0.0278684,0,0.0224268,0.0498423,0.0225195,0,0.0394203,0.0525811,0.0228988,0.0407963,0.0176118,0.0627222,0.0397614,0.0365244,0.0617926,0.0610393,0.0258935,0.0577503,0.0632939,0.0344899,0.0339118,0.0119168,0.0425108,0.0146111,0.0107651,0.0320278,0,0.0134889,0.0378444,0.0186186,0.0233416,0,0.0337631,0.0802647,0.0237577,0.0252923,0.0542343,0.0385034,0.0227882,0.0345547,0.0526586,0.0437319,0.0167634,0.025321,0.0148368,0.0222585,0.0373471,0.0298304,0.00985612,0.0257364,0.0602884,0.058957,0,0,0,0,0.0198675
187,0.027421,0.0725888,0.0277769,0,0.0225836,0.0499655,0.0225496,0,0.0392379,0.0521641,0.0221433,0.0416433,0.0178023,0.0632325,0.0403979,0.0360866,0.0615128,0.061082,0.025783,0.0576784,0.0634379,0.034689,0.0337045,0.0120844,0.0422057,0.0143067,0.0107999,0.0281515,0,0.0143052,0.0378021,0.0187763,0.0241729,0,0.0341088,0.0802235,0.0237147,0.0248844,0.0548142,0.0394143,0.0239619,0.035708,0.0540844,0.0445203,0.0161149,0.0255849,0.0146411,0.0219282,0.0389114,0.0291389,0.00996298,0.0264066,0.0598927,0.0589838,0,0,0,0,0.0194567
188,0.0273744,0.0723349,0.0277502,0,0.0227011,0.0505831,0.0226209,0,0.0390935,0.0519044,0.0216982,0.0421239,0.0180318,0.0635186,0.0409024,0.0354972,0.0611595,0.060909,0.0256894,0.0575322,0.063446,0.0347364,0.0335194,0.0122402,0.0420567,0.0140539,0.0108755,0.0241657,0,0.0151292,0.0376582,0.0189354,0.0247769,0,0.0343464,0.0801937,0.023211,0.0246969,0.0552441,0.0400871,0.0247403,0.0368305,0.0552332,0.0450313,0.0156339,0.0259131,0.0145463,0.0216739,0.0408345,0.0285532,0.0100109,0.0269395,0.0595295,0.059062,0,0,0,0,0.0188708
189,0.0273351,0.0721394,0.0276973,0,0.0228242,0.0515009,0.0227282,0,0.0389311,0.0517379,0.0215453,0.042275,0.0181805,0.0635868,0.0413274,0.0349111,0.060812,0.0606532,0.0256023,0.0572955,0.0633212,0.0346306,0.0333527,0.0123218,0.0420224,0.0138957,0.0109203,0.0201369,0,0.0163218,0.0372682,0.0190742,0.0251372,0,0.03439,0.0802162,0.0233653,0.0246676,0.055551,0.0405045,0.0251392,0.037845,0.0560407,0.045183,0.0152932,0.0261768,0.0142233,0.021696,0.0437245,0.0282036,0.00999228,0.0272109,0.0593095,0.0592124,0,0,0,0,0.0184427
