Timestep,C7,CLAV,L5FT,L5HD,LASI,LELB,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RELB,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x55,x56,x57,x58,LANK
175,0.0160519,0.0623947,0.0366338,0,0.0530766,0.0198137,0,0.0475611,0.0581134,0.0413938,0.0299092,0.0210686,0.0492206,0.0256193,0.0423923,0.0630084,0.0665552,0.0366304,0.0639242,0.0690386,0.0408969,0.038752,0.0171151,0.0347449,0.0136053,0.0107791,0.036078,0,0.0243387,0.0570396,0.0433168,0.018032,0,0.0304082,0.0775747,0.00657197,0.0242283,0.0357649,0.0392421,0.0359808,0.0246021,0.0247945,0.044001,0.0457805,0.0319881,0.0228152,0.0118081,0.0411052,0.0093208,0.0380506,0.00924238,0.0183422,0.0562494,0.0445644,0,0,0,0,0.0236418
176,0.0162236,0.0623586,0.03628,0,0.0527949,0.0196836,0,0.0470652,0.0583477,0.0407897,0.0299357,0.021503,0.0491603,0.025655,0.0429199,0.0629659,0.0661769,0.0366613,0.0636601,0.0687505,0.041024,0.0386175,0.0162255,0.0348933,0.0131725,0.0113939,0.0365236,0,0.0237729,0.057195,0.0433178,0.017662,0,0.0302282,0.0779244,0.00727365,0.0240707,0.0358322,0.0393008,0.0354842,0.0246254,0.0246786,0.0438615,0.0458387,0.0317126,0.0227638,0.0117852,0.041075,0.010084,0.038328,0.00930052,0.0182078,0.0559682,0.0449793,0,0,0,0,0.0234751
177,0.016377,0.0623102,0.0346043,0,0.0509227,0.0188446,0,0.0465227,0.0584309,0.0381561,0.0297716,0.0220473,0.0504622,0.0254025,0.0445934,0.063898,0.0655852,0.0357985,0.0628589,0.0679148,0.0409719,0.0383639,0.0133396,0.0357103,0.0150956,0.0113844,0.0409644,0,0.0214616,0.0548911,0.0435528,0.0197121,0,0.0289708,0.0783216,0.0106279,0.0238364,0.0396442,0.0405089,0.0353502,0.0236051,0.0260076,0.0428432,0.0454453,0.0322944,0.0233519,0.011533,0.0420158,0.0142592,0.0386211,0.0135151,0.0152992,0.0551614,0.0456287,0,0,0,0,0.0235508
178,0.0164946,0.0620624,0.032364,0,0.0514421,0.0201511,0,0.0458352,0.0589145,0.036811,0.0302462,0.0231634,0.0497291,0.0261786,0.0454422,0.0638954,0.0655114,0.0360855,0.0616042,0.066683,0.0403002,0.0377819,0.011979,0.0353357,0.0140132,0.0120064,0.0379853,0,0.0218581,0.0570815,0.0435519,0.0188171,0,0.0291014,0.0783149,0.00972225,0.0235811,0.0362675,0.0401525,0.0349069,0.0243009,0.0251631,0.0436506,0.0459232,0.0311759,0.0226678,0.0115643,0.0407099,0.0122231,0.0386073,0.0119159,0.0160197,0.0550035,0.0459263,0,0,0,0,0.0242855
179,0.0170409,0.0616378,0.0318571,0,0.0507113,0.0212457,0,0.0445311,0.0592361,0.0363898,0.030709,0.0257511,0.0503178,0.0265494,0.047293,0.0647402,0.0656523,0.0363973,0.0593223,0.0648672,0.0386572,0.0348861,0.0117397,0.0355638,0.0144755,0.0131207,0.0423125,0,0.022225,0.0575969,0.0440325,0.0179692,0,0.0289474,0.0776702,0.00931981,0.0234034,0.0336416,0.0412752,0.0342648,0.0232602,0.027043,0.0446189,0.0455908,0.028424,0.0253127,0.0116725,0.0381368,0.0163091,0.0389534,0.0117618,0.0163822,0.0542288,0.0464186,0,0,0,0,0.0249155
180,0.0171508,0.0615569,0.0291754,0,0.0504619,0.0212578,0,0.0442842,0.058974,0.0330493,0.0312951,0.0245099,0.050534,0.0268627,0.0477047,0.0655023,0.0657999,0.0363459,0.0602899,0.0647827,0.0396,0.0370054,0.00882057,0.0353002,0.0141723,0.0132768,0.0421159,0,0.0214081,0.0577385,0.044003,0.017505,0,0.0290325,0.0776876,0.0101906,0.0232259,0.0332518,0.0412737,0.033939,0.0231814,0.0272358,0.0447215,0.0455228,0.0278593,0.0252392,0.0116418,0.0376158,0.0165132,0.0390166,0.0112827,0.0168293,0.0541091,0.0465628,0,0,0,0,0.0264769
181,0.0172517,0.0615271,0.0296639,0,0.0499485,0.0213827,0,0.0440773,0.0587349,0.0314231,0.0316315,0.0225275,0.0508107,0.0272425,0.0479065,0.0663048,0.065842,0.0363029,0.0608919,0.064991,0.0396452,0.0379211,0.00840805,0.0350385,0.0140069,0.0132993,0.0418693,0,0.0205924,0.0577169,0.0439673,0.0171716,0,0.0290713,0.0775837,0.0110983,0.0231747,0.032892,0.041111,0.0337071,0.0230404,0.0274734,0.0447924,0.0452688,0.0273283,0.0252218,0.0116675,0.0370396,0.016731,0.0390706,0.0109228,0.0172148,0.05405,0.046638,0,0,0,0,0.0259718
182,0.0173229,0.0615536,0.030063,0,0.0494152,0.0215356,0,0.0438165,0.0585131,0.0298738,0.0318637,0.0206275,0.0510798,0.027632,0.0478976,0.0668924,0.0658084,0.0361176,0.061325,0.065182,0.0394743,0.0386279,0.00816971,0.0348159,0.0139278,0.0131482,0.0416298,0,0.0198246,0.0575383,0.0439395,0.016902,0,0.0290666,0.077463,0.0120661,0.0231185,0.0325899,0.0409407,0.0335069,0.0228475,0.0276425,0.0448009,0.0447402,0.0268454,0.0253811,0.0117556,0.036473,0.0169091,0.0391421,0.0106862,0.0175061,0.054033,0.0467053,0,0,0,0,0.0251058
183,0.0174006,0.0616062,0.0293742,0,0.0490932,0.0216827,0,0.0435776,0.058224,0.0285475,0.0321006,0.0193347,0.0512933,0.0279327,0.0476273,0.0671533,0.0656952,0.0355982,0.0614685,0.0653062,0.0390399,0.0387347,0.00837637,0.0346765,0.0138314,0.0130596,0.0414389,0,0.0190526,0.0572428,0.0439023,0.0166902,0,0.0290508,0.0773788,0.0130454,0.0231195,0.0323609,0.0407927,0.0333473,0.022347,0.0276974,0.0447722,0.0443307,0.0263557,0.0255192,0.0118738,0.0358748,0.0172278,0.039243,0.0105639,0.0176908,0.0540775,0.0467534,0,0,0,0,0.0242257
184,0.0174572,0.0616428,0.028332,0,0.048954,0.0218451,0,0.0433008,0.0578876,0.0270734,0.0322707,0.0186434,0.0515362,0.0281884,0.0469297,0.0671013,0.0654028,0.0348712,0.0612551,0.0653036,0.0384026,0.0382193,0.00907578,0.0346196,0.0138031,0.0129079,0.0412584,0,0.0182004,0.0567065,0.0438303,0.0164684,0,0.0290068,0.0773625,0.014031,0.0232166,0.0323096,0.0405761,0.0332172,0.0215252,0.027678,0.0447331,0.0439104,0.0258131,0.0255503,0.0119766,0.0352348,0.0177355,0.0394014,0.0104729,0.0178035,0.0541622,0.0468072,0,0,0,0,0.0234239
185,0.0174374,0.061679,0.0272598,0,0.0488954,0.0220211,0,0.0430453,0.0575825,0.0257061,0.0322933,0.0184724,0.0518291,0.0284605,0.0458716,0.0668031,0.0649591,0.0340336,0.0607531,0.0650903,0.037635,0.0372548,0.00966685,0.034577,0.0138406,0.0127183,0.0410212,0,0.0173011,0.0558957,0.0437113,0.0162144,0,0.028912,0.0773767,0.0150866,0.0232351,0.0323408,0.0401941,0.0331066,0.0208961,0.0276966,0.0447324,0.0433959,0.0252154,0.0254395,0.0120969,0.0345134,0.0184436,0.0395925,0.0103909,0.0179001,0.0542315,0.0469512,0,0,0,0,0.0229852
186,0.0173604,0.0616949,0.0265735,0,0.0487855,0.0221948,0,0.0428946,0.0573824,0.0246458,0.0321627,0.0185513,0.0521061,0.0287738,0.0447288,0.0665168,0.0645077,0.0330985,0.0603051,0.0648739,0.0369696,0.0364971,0.00989658,0.0345051,0.0139105,0.0125746,0.0407053,0,0.0163874,0.055094,0.0435494,0.0159156,0,0.0288105,0.0773812,0.0161966,0.0232405,0.0323648,0.0397282,0.0330446,0.0202383,0.0278363,0.0447977,0.0427934,0.0246421,0.0251528,0.0122362,0.033725,0.0192933,0.039757,0.0103309,0.0180073,0.0543035,0.0471831,0,0,0,0,0.0228837
187,0.0172566,0.061701,0.0267606,0,0.0485356,0.0223635,0,0.0428185,0.0573794,0.0238888,0.0319079,0.0185041,0.0524018,0.0291963,0.0437388,0.0663871,0.064058,0.0319826,0.0602672,0.0647899,0.0365679,0.0366236,0.0100983,0.0343774,0.0140199,0.0124335,0.0405936,0,0.0154811,0.0543455,0.0433405,0.0155878,0,0.0287204,0.0773349,0.0173635,0.0232538,0.0323251,0.0394419,0.0330208,0.0194558,0.0281555,0.0449638,0.0420829,0.0241136,0.0247649,0.0123948,0.0328754,0.0203125,0.0398919,0.0102835,0.0180452,0.0543838,0.0475015,0,0,0,0,0.0226746
188,0.0170213,0.0617535,0.0279503,0,0.0480162,0.0226653,0,0.0427408,0.0576609,0.0234473,0.0315323,0.0180906,0.0528067,0.0298017,0.0429875,0.066365,0.0634819,0.0307047,0.0604936,0.0648407,0.0362193,0.0375361,0.0106924,0.0341719,0.0143933,0.0120416,0.0406292,0,0.0145884,0.0534776,0.0431078,0.0154831,0,0.0285532,0.077175,0.0185948,0.0232156,0.0324086,0.0394327,0.0330464,0.0185972,0.0286759,0.0452207,0.0413159,0.0236175,0.0242946,0.0125365,0.0318632,0.0216325,0.0400127,0.0102912,0.0178515,0.0544874,0.0479311,0,0,0,0,0.0219065
189,0.016785,0.0616961,0.0293579,0,0.0473788,0.0229701,0,0.0427402,0.0582157,0.0233725,0.0310471,0.0178522,0.0530513,0.0305317,0.0423008,0.0662075,0.0627136,0.0294534,0.0607083,0.0647788,0.0356915,0.0385216,0.0114505,0.0338291,0.0145914,0.0118677,0.0403327,0,0.0137906,0.0526837,0.0428342,0.0151332,0,0.028682,0.0767907,0.0196156,0.0229584,0.0323099,0.0396008,0.0330734,0.0179011,0.0293014,0.0457787,0.0407083,0.0230436,0.0236183,0.0127204,0.030765,0.0234559,0.0400323,0.0101222,0.0182013,0.0545776,0.0484855,0,0,0,0,0.0208279
190,0.0165741,0.0616334,0.0288339,0,0.047121,0.0230978,0,0.0428737,0.0584593,0.0240945,0.0311807,0.0178772,0.053244,0.0313272,0.0420444,0.0655405,0.0621003,0.0289263,0.0604428,0.0643981,0.0351058,0.0385109,0.0125383,0.0335075,0.0146068,0.011976,0.0401089,0,0.0130353,0.0518183,0.0425776,0.0150311,0,0.0287559,0.0762846,0.0208334,0.022829,0.0319895,0.0398288,0.0330876,0.017487,0.0300931,0.0466955,0.0404124,0.0224377,0.0227955,0.0129439,0.0296874,0.02593,0.0400322,0.0101009,0.0182929,0.0546817,0.0488807,0,0,0,0,0.0205006
191,0.0161721,0.0614383,0.0333289,0,0.0450941,0.0233565,0,0.0430737,0.0597671,0.0233272,0.0297732,0.0203208,0.0531802,0.0323197,0.0410154,0.0667563,0.0614271,0.0274569,0.0600316,0.0635156,0.0334383,0.0394789,0.0128661,0.0328626,0.0145495,0.0121893,0.0394091,0,0.0124987,0.0510898,0.0423503,0.0152861,0,0.0289974,0.0753424,0.0221632,0.0222733,0.0314464,0.0405065,0.0337576,0.0169452,0.0311137,0.0477709,0.040273,0.0220977,0.0218752,0.0131224,0.0285785,0.0290267,0.0395428,0.00997704,0.0188367,0.0546201,0.049525,0,0,0,0,0.0181034
192,0.0159265,0.06124,0.0341569,0,0.0441283,0.023653,0,0.0433088,0.0600997,0.023073,0.0298366,0.0210843,0.0534816,0.0333396,0.0408023,0.0671779,0.0611822,0.026707,0.0590653,0.062656,0.0323362,0.0390142,0.0128621,0.0322215,0.014437,0.0125132,0.0387281,0,0.011895,0.0500826,0.0421385,0.0155191,0,0.0292383,0.0746953,0.0236622,0.0219232,0.0305692,0.041349,0.0342419,0.0169555,0.0321087,0.0490616,0.0406453,0.0216549,0.0210731,0.0133024,0.0273001,0.0325278,0.0391425,0.00982993,0.019386,0.0545815,0.0498832,0,0,0,0,0.0175823
193,0.0158571,0.0609867,0.0329719,0,0.0436713,0.0239297,0,0.0436171,0.0599333,0.0225274,0.0307157,0.0205486,0.0540339,0.0344476,0.0407446,0.0669393,0.0611302,0.0262547,0.0581962,0.0621368,0.0319085,0.0381256,0.0121871,0.031533,0.0142718,0.013084,0.037902,0,0.0113349,0.0491663,0.0419734,0.0158628,0,0.0295735,0.0740964,0.0245277,0.0213949,0.0294224,0.0422573,0.0347082,0.0173076,0.0330569,0.0505368,0.0413411,0.0210506,0.0206535,0.0135164,0.0259386,0.0354642,0.0386492,0.00979028,0.0200465,0.0545269,0.0500341,0,0,0,0,0.0179096
194,0.0159868,0.0607941,0.0261623,0,0.0442595,0.0241974,0,0.0438829,0.0589492,0.0226863,0.0332242,0.0177482,0.0551037,0.0354956,0.0410544,0.0642997,0.0611689,0.0269567,0.0581997,0.0626643,0.0331125,0.0365332,0.0136821,0.0310497,0.0141728,0.0136354,0.0365277,0,0.0109646,0.0486484,0.0417511,0.0161004,0,0.029767,0.0734385,0.0244903,0.0211174,0.0281165,0.0428396,0.0346474,0.0181967,0.0341271,0.0522338,0.0423051,0.0202041,0.0206791,0.0136346,0.024821,0.0371834,0.0384168,0.00988073,0.0203939,0.0545763,0.0497256,0,0,0,0,0.0199402
195,0.0159039,0.0602889,0.032683,0,0.0425038,0.0243845,0,0.0444908,0.0594173,0.0207814,0.0325777,0.0202739,0.0553918,0.0367337,0.0403421,0.0670209,0.0613853,0.025099,0.0577461,0.0618691,0.0316114,0.0370198,0.0128665,0.030184,0.0137637,0.0148049,0.033997,0,0.0110318,0.0482545,0.0418301,0.0168668,0,0.0303855,0.0724489,0.0242011,0.0198997,0.0275957,0.0439996,0.0358364,0.0186985,0.0354741,0.0537831,0.0430047,0.0191202,0.0211816,0.0134198,0.0239911,0.0383376,0.0373517,0.00981542,0.0217542,0.054294,0.0501313,0,0,0,0,0.0185121
196,0.0158486,0.0599071,0.0325278,0,0.0425568,0.0254653,0,0.0444623,0.0587991,0.0199586,0.0337277,0.0203701,0.0561621,0.0380085,0.0399234,0.0670044,0.0614472,0.0247569,0.0578141,0.0621063,0.0317993,0.0365374,0.012912,0.0294165,0.0138686,0.0150636,0.0308867,0,0.0112153,0.0479071,0.0417634,0.0176207,0,0.0305096,0.0717095,0.0241728,0.019178,0.0272499,0.0444767,0.0363996,0.0197624,0.0371581,0.0555842,0.0439753,0.0177576,0.0220794,0.0132491,0.0232541,0.0391647,0.0367576,0.00976238,0.0223356,0.0543026,0.0502565,0,0,0,0,0.0189091
197,0.0160216,0.0597118,0.025357,0,0.0443462,0.0258243,0,0.0445849,0.0576141,0.0202342,0.0363531,0.0182557,0.0572669,0.0389703,0.0396423,0.0639179,0.0610545,0.0256324,0.0583917,0.0631397,0.0335553,0.035341,0.0162359,0.0291685,0.0137958,0.0155221,0.0275961,0,0.0116941,0.0476891,0.0416124,0.0176918,0,0.0304626,0.0713479,0.02415,0.0188301,0.0267659,0.0444527,0.0360818,0.0211191,0.0391897,0.0576014,0.0450639,0.0162856,0.0233236,0.0133536,0.0225693,0.039752,0.0366907,0.00981495,0.0224465,0.0543204,0.0502465,0,0,0,0,0.0209165
198,0.016065,0.0594954,0.0312301,0,0.0440826,0.0261593,0,0.0447913,0.0577247,0.0193062,0.0353376,0.0205483,0.0572326,0.0397389,0.0391161,0.0664658,0.0609915,0.0241378,0.0577042,0.0624417,0.0320316,0.035686,0.0128652,0.0287926,0.0136363,0.0160901,0.0239084,0,0.0126149,0.0470853,0.0416799,0.0181492,0,0.0306942,0.0709894,0.0235879,0.017516,0.0267232,0.0451674,0.0368504,0.0212424,0.0410663,0.0591165,0.045396,0.0153316,0.024618,0.0135148,0.0220595,0.0405999,0.0361129,0.00983342,0.0231954,0.0540018,0.0509096,0,0,0,0,0.0196519
199,0.0162041,0.0595159,0.0315071,0,0.0446303,0.0264253,0,0.0446745,0.0576098,0.0195553,0.0351483,0.0210019,0.0571769,0.040186,0.0385745,0.0664311,0.0606356,0.023778,0.057622,0.0625653,0.0318235,0.0357843,0.0134543,0.0287051,0.0136806,0.0161185,0.0200177,0,0.0140771,0.0466764,0.0417007,0.0184844,0,0.0304574,0.0709484,0.0236626,0.0167542,0.0266605,0.0454777,0.0370324,0.021326,0.0419651,0.0599041,0.0454381,0.015051,0.0250614,0.0133274,0.0219557,0.0436093,0.0360454,0.00991679,0.0230554,0.0537924,0.0512608,0,0,0,0,0.0195183
200,0.0164778,0.0596443,0.0245724,0,0.046956,0.0263282,0,0.0444756,0.0568894,0.0206807,0.0366875,0.0184706,0.0571943,0.0402932,0.0377288,0.0630444,0.0600719,0.0249864,0.0581831,0.0634115,0.0334193,0.0353341,0.0180334,0.0289573,0.0137791,0.0159101,0.0183561,0,0.0162457,0.0460457,0.041605,0.0178305,0,0.0302622,0.0713602,0.0237915,0.0165033,0.0264792,0.0452981,0.0363361,0.0216484,0.0427532,0.0605995,0.0456079,0.0149582,0.0256224,0.0131001,0.0221007,0.0483648,0.0365522,0.00983009,0.022831,0.0537374,0.0514109,0,0,0,0,0.021261
201,0.016548,0.0597045,0.0304606,0,0.0471797,0.0262645,0,0.0443344,0.0568831,0.020063,0.0352374,0.0201745,0.056368,0.0401915,0.0372684,0.0657531,0.0602214,0.0239388,0.0574006,0.0625916,0.0318183,0.0356709,0.0134675,0.0289704,0.0138628,0.0156576,0.0186623,0,0.018614,0.0447386,0.0417402,0.0177981,0,0.0303486,0.0719101,0.0248959,0.0157009,0.0267524,0.0457092,0.036729,0.0215094,0.043237,0.0608234,0.0453084,0.015182,0.0258095,0.0125273,0.0225026,0.0542017,0.0365091,0.00985196,0.0229416,0.0535816,0.0520901,0,0,0,0,0.0202822
202,0.0167941,0.0597174,0.0307516,0,0.048409,0.0253521,0,0.044594,0.0567573,0.0200547,0.0353704,0.0198729,0.0557285,0.0398521,0.0369932,0.0653476,0.0600541,0.0241884,0.0572199,0.0624876,0.0318117,0.0355125,0.0132112,0.0292581,0.013439,0.0159848,0.0196733,0,0.0196822,0.0438323,0.041867,0.0171475,0,0.0304232,0.0726917,0.0265315,0.0153742,0.0270511,0.045581,0.0364218,0.0216593,0.043666,0.0612138,0.0453859,0.0154622,0.0257806,0.0122095,0.0227187,0.0582547,0.036795,0.0095161,0.0231431,0.0535474,0.0525373,0,0,0,0,0.020661
203,0.0169002,0.0599211,0.0258406,0,0.0500079,0.0248487,0,0.04452,0.0568343,0.0205368,0.0364704,0.0184587,0.0554526,0.0394339,0.0361761,0.062158,0.0595091,0.0254086,0.057926,0.0631531,0.033314,0.0352199,0.0161425,0.0295644,0.0134785,0.0157327,0.0208851,0,0.0199827,0.0433834,0.0418452,0.0166816,0,0.0302744,0.0734291,0.0281675,0.015223,0.0274701,0.0449896,0.0358727,0.0219441,0.0442571,0.0617786,0.0456639,0.0157594,0.0254035,0.0119475,0.0227658,0.061145,0.0372805,0.00962229,0.0225648,0.0537468,0.0526758,0,0,0,0,0.0217039
204,0.0169697,0.0602009,0.0265339,0,0.0510514,0.0243224,0,0.0443962,0.0568595,0.0202825,0.035965,0.0183908,0.0546861,0.0383861,0.0359042,0.0617521,0.0595026,0.0257929,0.0578195,0.0630706,0.033334,0.0348571,0.0151363,0.0297947,0.0135671,0.0153465,0.0223576,0,0.0212492,0.0431334,0.042059,0.0163445,0,0.0302278,0.0748722,0.0310108,0.0149217,0.0271005,0.0448636,0.0357024,0.0231936,0.0422549,0.0606689,0.046025,0.0179727,0.0214623,0.0103312,0.024194,0.0661182,0.0376755,0.00971657,0.0221296,0.0540055,0.0523682,0,0,0,0,0.0217918
205,0.016891,0.0602191,0.0272723,0,0.0524452,0.0241489,0,0.0446188,0.0566344,0.0197852,0.0362273,0.018375,0.0548638,0.0384242,0.0353099,0.0611448,0.0593949,0.0259028,0.0578904,0.0630826,0.0334358,0.0347129,0.0142383,0.0295425,0.0135948,0.0154107,0.0224938,0,0.0209106,0.0417594,0.0420331,0.0164682,0,0.030382,0.0744054,0.0301933,0.0142631,0.0291041,0.0449025,0.0359423,0.0221545,0.045377,0.06257,0.0458285,0.016656,0.0236526,0.0106086,0.0229358,0.0659149,0.0374757,0.00972524,0.0221443,0.0539099,0.0529264,0,0,0,0,0.021869
206,0.0168718,0.0603707,0.0279706,0,0.0536534,0.023607,0,0.0447008,0.0566023,0.0194914,0.0355758,0.0181481,0.0542266,0.0373722,0.0349635,0.0606602,0.0594765,0.0263452,0.0577551,0.0629375,0.0334131,0.0344875,0.0133943,0.0296619,0.0136762,0.0151155,0.0237468,0,0.0220387,0.0418864,0.0422315,0.0164183,0,0.0304528,0.0753959,0.0330258,0.0139528,0.0284233,0.0451478,0.0359564,0.0232677,0.0432469,0.0613652,0.046173,0.0185521,0.0197574,0.00881563,0.0242482,0.0706158,0.0376008,0.00990325,0.0218494,0.0541485,0.0523676,0,0,0,0,0.0220323
207,0.0167772,0.0603975,0.0286392,0,0.0546477,0.0234918,0,0.0448366,0.0563635,0.0191989,0.0353736,0.0180006,0.0542218,0.0370201,0.03431,0.0602229,0.0594834,0.026576,0.0575496,0.0628217,0.0334419,0.0343081,0.0127033,0.0294794,0.0137412,0.0150344,0.0247911,0,0.0223159,0.0414272,0.0423076,0.0166701,0,0.0305509,0.0755789,0.0341782,0.0134002,0.0287527,0.0456425,0.0361682,0.0233831,0.043614,0.0615692,0.0461639,0.0186378,0.019339,0.00838758,0.0242044,0.073001,0.0374786,0.0099143,0.0218615,0.0541732,0.0522874,0,0,0,0,0.0220898
208,0.0165817,0.0604699,0.0283925,0,0.0560327,0.0238182,0,0.044753,0.0558126,0.018628,0.0343584,0.0181907,0.0535287,0.0362247,0.0332826,0.0595595,0.0591649,0.0263066,0.0578371,0.0630967,0.033923,0.0344043,0.0124683,0.0287929,0.0142719,0.0149956,0.0211431,0,0.0260436,0.0400805,0.0429264,0.0165732,0,0.0310804,0.0755998,0.0405573,0.0133858,0.0293939,0.0468362,0.0369516,0.0238332,0.0448271,0.0630609,0.0469985,0.0159201,0.0243323,0.0117193,0.0216612,0.0649077,0.0373752,0.00968963,0.021952,0.0542395,0.0518799,0,0,0,0,0.0217966
209,0.0165417,0.0603998,0.028779,0,0.0567491,0.0242199,0,0.0447348,0.0555589,0.0184005,0.0341328,0.0181282,0.053661,0.0361088,0.0330175,0.0590026,0.0591649,0.0264479,0.0577619,0.0630432,0.0340255,0.0343466,0.0119509,0.0284886,0.0145553,0.0147841,0.0215974,0,0.026714,0.0398477,0.0429447,0.0166872,0,0.031272,0.0756797,0.0418466,0.0127588,0.0295616,0.0472458,0.037067,0.0242293,0.0452508,0.0632591,0.0469601,0.0157617,0.0246533,0.0121423,0.0215398,0.0667803,0.037097,0.00940667,0.0224683,0.0541796,0.0516898,0,0,0,0,0.0217482
210,0.0164659,0.0603301,0.0291368,0,0.0575662,0.0241923,0,0.0449973,0.0553654,0.0183432,0.0338994,0.0180398,0.0535424,0.0359843,0.0326575,0.0584719,0.0592092,0.0266515,0.0575855,0.0629493,0.0340898,0.0342269,0.0115337,0.0283498,0.0144091,0.015079,0.0219695,0,0.0272289,0.0396861,0.0430281,0.0174853,0,0.0311817,0.0755702,0.0427581,0.012304,0.0296917,0.0477903,0.0374408,0.0244684,0.0457559,0.0634531,0.0469138,0.0156581,0.024787,0.0124717,0.0213619,0.0682492,0.0366881,0.00972985,0.0221252,0.0541856,0.0515848,0,0,0,0,0.0217837
211,0.0164605,0.0601978,0.0292866,0,0.0586747,0.0240335,0,0.0453444,0.055051,0.0184852,0.0336713,0.0179109,0.0532021,0.0358559,0.032281,0.057975,0.0593347,0.0269934,0.0574427,0.0627279,0.0341056,0.0339561,0.0111235,0.0281462,0.0144134,0.0154106,0.0221535,0,0.0275145,0.0395526,0.0431634,0.0177398,0,0.0313129,0.0754813,0.0431557,0.0120907,0.0297928,0.0484765,0.0375459,0.0245792,0.0463227,0.0636206,0.0468518,0.0157304,0.0247542,0.0125758,0.0213354,0.0692249,0.0363396,0.00989049,0.0221335,0.054206,0.0514551,0,0,0,0,0.0219844
212,0.0164326,0.0600586,0.0295574,0,0.059612,0.0242947,0,0.0454036,0.0547329,0.0185284,0.0333158,0.0178433,0.0528897,0.0358954,0.0319338,0.0575547,0.0594031,0.0273909,0.0573762,0.0625629,0.0341394,0.0338402,0.0108196,0.0279539,0.0145208,0.0154298,0.0222033,0,0.0277514,0.0395497,0.0431807,0.017995,0,0.0312005,0.0754431,0.0433498,0.0119293,0.0299695,0.0492135,0.037425,0.0244819,0.046936,0.0636977,0.0465924,0.015988,0.0245699,0.0125395,0.0214559,0.0699223,0.0360793,0.00987107,0.0220966,0.0542673,0.0512849,0,0,0,0,0.0220752
213,0.0164326,0.0598658,0.029804,0,0.0605523,0.0245774,0,0.0453865,0.0545448,0.0185592,0.0328894,0.0177916,0.0524713,0.0359627,0.0316583,0.0571812,0.0594606,0.0277473,0.0572712,0.0624242,0.0341735,0.0335004,0.010554,0.0277829,0.0146246,0.0154592,0.0222313,0,0.0278975,0.0396438,0.043135,0.0181624,0,0.0310106,0.0754738,0.0433752,0.0117903,0.0301196,0.0499954,0.0373075,0.0242185,0.0475603,0.0637399,0.0463454,0.0163813,0.0241849,0.0123241,0.0217996,0.0704148,0.0358717,0.00986337,0.0219905,0.0543204,0.0511307,0,0,0,0,0.0221366
214,0.0164561,0.0596774,0.0300623,0,0.0614979,0.0248508,0,0.0452742,0.0546514,0.0186123,0.0324007,0.0177455,0.0520203,0.0359965,0.0314661,0.0568197,0.0595185,0.0280485,0.0571672,0.0622841,0.0342355,0.0332716,0.0103244,0.0276531,0.0146717,0.0154691,0.0224064,0,0.0279727,0.0397212,0.0430735,0.0182744,0,0.0309259,0.0755043,0.0433065,0.0117406,0.0302061,0.0507815,0.0371368,0.0240077,0.0482935,0.0637885,0.0460575,0.0168006,0.0236216,0.0119564,0.0223564,0.0707799,0.0357357,0.00985182,0.0218476,0.0543779,0.0510018,0,0,0,0,0.0221303
215,0.0164565,0.059577,0.0304838,0,0.0623905,0.0250823,0,0.0450933,0.0547474,0.0186552,0.0318762,0.0177792,0.0515532,0.0360292,0.0313009,0.0564613,0.0595492,0.0283065,0.0571137,0.0622133,0.0343025,0.0331947,0.0102039,0.0275622,0.0146602,0.0154015,0.0226967,0,0.0278783,0.0397127,0.043011,0.0183379,0,0.0308555,0.0754901,0.0432487,0.0120071,0.0303159,0.0514442,0.0368723,0.0238167,0.0490774,0.0638716,0.0457848,0.01737,0.0229443,0.0114684,0.0230426,0.0710088,0.0356624,0.00981109,0.0216054,0.0544505,0.0508591,0,0,0,0,0.0220474
216,0.0164713,0.0595368,0.0330783,0,0.063679,0.0253324,0,0.0448297,0.0540235,0.0191761,0.0312817,0.0173065,0.0507597,0.036037,0.0311208,0.0570541,0.0596981,0.028148,0.0565923,0.0617982,0.0336541,0.0328631,0.0105185,0.0274243,0.014609,0.0153554,0.0228481,0,0.0278392,0.0388724,0.0430431,0.0184383,0,0.0308568,0.0758865,0.042922,0.0128131,0.0304898,0.0521694,0.0368703,0.0239188,0.0499021,0.0639548,0.0456162,0.0180247,0.0224181,0.0109238,0.0236967,0.0708688,0.0355054,0.00977014,0.0215167,0.0545207,0.0506857,0,0,0,0,0.0224625
