Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RTHII,,RTIBI,RTIBP
39,0,0,0,0,0.0397552,0.0630295,0,0,0,0.0524108,0,0.0231231,0.0626431,0,0,0.0175381,0,0,0.0404971,0.0586548,0.0253057,0.0319061,0.0265639,0.0660034,0.0407404,0.0364082,0.0578774,0.051736,0.0192473,0.0512302,0.0559774,0.0296481,0.0273485,0.0200034,0.0456142,0.0149036,0.0151978,0.0318485,0,0.0317854,0.0468587,0.0326928,0,0,0.0207152,0,0,0.0246572,0.0781786,0.0166502,0.0145468,0.0287887,0.0630815,0.0268617,0.0376312,0.0658676,0.0367417,0.0309643,0,0.0150544,0.0376295,0.00628474,0.0175608,0.0525206,0.0542316,0,0,0,0.0613184,0,0.0157411,0.038852
40,0,0,0,0,0.0396088,0.0633305,0,0,0,0.0458115,0,0.0224788,0.0624373,0,0,0.0173992,0,0,0.0407858,0.0596776,0.0210398,0.0314548,0.0253483,0.064417,0.0406598,0.0341138,0.0561873,0.052214,0.0210734,0.0543749,0.0574618,0.0326548,0.0324653,0.0136635,0.0456524,0.0145851,0.014949,0.0321618,0,0.0319009,0.0467967,0.0326591,0,0,0.0202133,0,0,0.0249659,0.0779505,0.0160545,0.0137525,0.0287672,0.0624244,0.026245,0.037876,0.064562,0.0381028,0.0320782,0,0.0147209,0.0378873,0.0058329,0.0171933,0.0530085,0.0537841,0,0,0,0.0618135,0,0.0164333,0.0400855
41,0,0,0,0,0.0396414,0.0634963,0,0,0,0.046897,0,0.0223809,0.0622215,0,0,0.0173292,0,0,0.0409165,0.0601158,0.0217874,0.0313394,0.0252406,0.0633688,0.0405499,0.0335608,0.0557045,0.0521165,0.0216904,0.0547647,0.0578012,0.0328819,0.0327282,0.0145324,0.0458497,0.014529,0.0149076,0.0328564,0,0.0333367,0.047002,0.032603,0,0,0.0198421,0,0,0.024836,0.0778644,0.0168543,0.0133095,0.0286047,0.0621189,0.0256946,0.0381214,0.0630718,0.0390323,0.0330614,0,0.0144154,0.0384028,0.00579358,0.0166962,0.0532224,0.0537362,0,0,0,0.0622233,0,0.0174434,0.040884
42,0,0,0,0,0.0396475,0.0636441,0,0,0,0.0477409,0,0.0222688,0.0619887,0,0,0.0173037,0,0,0.0409906,0.0606202,0.0224055,0.0312419,0.0251838,0.0624317,0.0406531,0.0330575,0.0552984,0.0520452,0.0222981,0.0551182,0.0580943,0.0330134,0.0330159,0.0153177,0.0460112,0.0144931,0.0149401,0.0332063,0,0.0342514,0.0472008,0.0325831,0,0,0.019576,0,0,0.0247736,0.0778771,0.0187848,0.013045,0.0284397,0.0618736,0.0252534,0.0384618,0.0618202,0.039768,0.0338853,0,0.015291,0.0388352,0.00588383,0.0162936,0.0533959,0.0538309,0,0,0,0.0623872,0,0.0182307,0.0414018
43,0,0,0,0,0.0395528,0.0639253,0,0,0,0.0486912,0,0.0222819,0.0619146,0,0,0.0172376,0,0,0.0411304,0.0609031,0.0230468,0.0310811,0.0252294,0.0613074,0.0407565,0.0328286,0.05496,0.0518426,0.0224872,0.0552571,0.0583177,0.0330547,0.0330742,0.0159458,0.0460792,0.0143985,0.0146728,0.0346616,0,0.0332781,0.0471899,0.0325547,0,0,0.0193794,0,0,0.0249735,0.0776809,0.0207997,0.0128126,0.0294589,0.0614363,0.0249207,0.0384532,0.0613834,0.0410146,0.0343209,0,0.0151418,0.0390206,0.00582886,0.0159724,0.0537299,0.0535783,0,0,0,0.0628903,0,0.0183541,0.0415989
44,0,0,0,0,0.03954,0.0639531,0,0,0,0.0493356,0,0.0222969,0.0619499,0,0,0.0172905,0,0,0.0411181,0.0613804,0.0231122,0.0308522,0.0252668,0.0603847,0.0407361,0.0325151,0.0545933,0.0517709,0.0228688,0.0553657,0.058481,0.0331813,0.0333134,0.0165322,0.0462141,0.0142515,0.0146643,0.0359624,0,0.0325201,0.0473352,0.0326007,0,0,0.0191672,0,0,0.025168,0.0774402,0.0231338,0.01275,0.0312919,0.0610557,0.0248502,0.0379207,0.0612696,0.0423316,0.0345399,0,0.0157108,0.0390199,0.00565621,0.0159711,0.0538646,0.0533364,0,0,0,0.0635242,0,0.0179771,0.041575
45,0,0,0,0,0.0394687,0.0641083,0,0,0,0.0499742,0,0.0223997,0.0621084,0,0,0.0173153,0,0,0.0412145,0.0616136,0.0231158,0.030549,0.025353,0.0597874,0.0405115,0.0325526,0.0544081,0.0515075,0.0228395,0.0552875,0.0584433,0.0330883,0.0331667,0.0172587,0.0462473,0.0142366,0.0145939,0.0372571,0,0.0321156,0.0472458,0.0326666,0,0,0.0189356,0,0,0.02537,0.0773357,0.0246733,0.012946,0.0322772,0.060859,0.0246823,0.0377962,0.0613653,0.0430673,0.0347108,0,0.016242,0.0390779,0.00542784,0.0158528,0.0540725,0.0530048,0,0,0,0.0637021,0,0.0176992,0.0415312
46,0,0,0,0,0.039474,0.0639789,0,0,0,0.0502612,0,0.0224489,0.0621719,0,0,0.0175677,0,0,0.0409797,0.0619368,0.0223082,0.0302697,0.0254313,0.0598888,0.0405176,0.0324189,0.0541955,0.0513944,0.022886,0.0552982,0.0583331,0.0330897,0.0332751,0.017748,0.0463277,0.0143402,0.0148362,0.0377163,0,0.0326259,0.0471812,0.0327802,0,0,0.0188605,0,0,0.0252812,0.0775132,0.0253099,0.0130134,0.0326079,0.0608889,0.0247706,0.0375802,0.0612045,0.0429636,0.0348892,0,0.0166115,0.0391515,0.00557799,0.0158388,0.0539276,0.0530892,0,0,0,0.0632917,0,0.0174794,0.0417448
47,0,0,0,0,0.0395454,0.0642036,0,0,0,0.0510285,0,0.0222336,0.0624126,0,0,0.0174902,0,0,0.0409302,0.0620137,0.0210585,0.03001,0.0257341,0.0603428,0.0403927,0.0327468,0.0541296,0.0510632,0.0227037,0.0550608,0.0580086,0.0329181,0.0330164,0.0188368,0.0464451,0.0144721,0.0148029,0.0375359,0,0.0342398,0.047089,0.0326286,0,0,0.0188911,0,0,0.0251621,0.0775968,0.0253508,0.013064,0.0318,0.0609221,0.024623,0.0376756,0.0611861,0.0422195,0.034849,0,0.0165882,0.0392013,0.00561429,0.0157707,0.0540315,0.0531911,0,0,0,0.0624714,0,0.0175787,0.0416166
48,0,0,0,0,0.0399296,0.0636386,0,0,0,0.0578179,0,0.0256509,0.0625988,0,0,0.0177636,0,0,0.0404433,0.0609491,0.0230806,0.0303021,0.025101,0.0618283,0.0402013,0.033968,0.0555556,0.0508011,0.0212412,0.0521577,0.055863,0.0300088,0.0299527,0.0268579,0.0465364,0.0149218,0.0152632,0.0382886,0,0.0342128,0.0467876,0.0327474,0,0,0.01915,0,0,0.0242144,0.0782146,0.0275097,0.0130815,0.0300163,0.061557,0.0248991,0.0384919,0.0607227,0.0410168,0.0351028,0,0.0169528,0.0398514,0.0066597,0.0154705,0.0531903,0.0538435,0,0,0,0.0607638,0,0.0203406,0.040886
49,0,0,0,0,0.0400542,0.0636211,0,0,0,0.0575895,0,0.0256303,0.0626604,0,0,0.0177165,0,0,0.0403826,0.060577,0.02188,0.0297683,0.0245174,0.0619636,0.0400678,0.03383,0.0558297,0.0508913,0.0208048,0.0521349,0.0557626,0.0300338,0.0304775,0.0276661,0.0464287,0.0148547,0.015301,0.03464,0,0.0368264,0.0464438,0.0327605,0,0,0.0191956,0,0,0.0242784,0.0781557,0.0238678,0.0134259,0.0296825,0.0616545,0.0249101,0.0387348,0.0608523,0.0405504,0.03434,0,0.0169547,0.0397066,0.00668372,0.0155361,0.0531713,0.0537944,0,0,0,0.0605162,0,0.0178139,0.0411517
50,0,0,0,0,0.040142,0.0636651,0,0,0,0.0582349,0,0.0249566,0.0628681,0,0,0.0176651,0,0,0.0403192,0.0601218,0.0210842,0.0292966,0.0238519,0.062005,0.0399235,0.0337286,0.0562012,0.0510287,0.0205053,0.0520737,0.055715,0.029875,0.0306297,0.0286821,0.0463154,0.0148056,0.0153554,0.0324738,0,0.0363785,0.0460698,0.0328264,0,0,0.0192729,0,0,0.0243439,0.0779618,0.0227908,0.0137848,0.0294745,0.0618003,0.0249646,0.03879,0.0613015,0.0403231,0.0335145,0,0.0180067,0.0395517,0.00676611,0.0156178,0.0531489,0.0539648,0,0,0,0.0603346,0,0.0172712,0.0405545
51,0,0,0,0,0.0401654,0.0637652,0,0,0,0.0590268,0,0.0241162,0.0632911,0,0,0.0176101,0,0,0.0402995,0.0595911,0.0202883,0.0289174,0.0232075,0.0620026,0.0398543,0.0336048,0.0565286,0.0511336,0.0203556,0.0520796,0.0556785,0.0296378,0.030729,0.0296289,0.0462004,0.0147992,0.0154187,0.0304218,0,0.0359516,0.04566,0.0329424,0,0,0.0193579,0,0,0.0243354,0.0776923,0.0214896,0.0141086,0.0293929,0.0619189,0.0250536,0.0388055,0.0620551,0.0401313,0.0323883,0,0.018822,0.0394069,0.00671945,0.0157026,0.0531008,0.0542963,0,0,0,0.0601064,0,0.0163853,0.0399773
52,0,0,0,0,0.0402719,0.0638425,0,0,0,0.0596811,0,0.0231162,0.0636326,0,0,0.0174984,0,0,0.0399878,0.0591432,0.0195778,0.0285431,0.0226427,0.0619073,0.0396327,0.0334857,0.0568224,0.0512153,0.0202037,0.0519592,0.0556533,0.0293994,0.0306329,0.0303253,0.0461064,0.0147707,0.015359,0.0284329,0,0.0361037,0.0452386,0.0330632,0,0,0.0194197,0,0,0.0243893,0.0773026,0.0206902,0.0144629,0.0291618,0.0620335,0.0251014,0.0387671,0.0630227,0.0399301,0.0312422,0,0.0201329,0.0392473,0.00673546,0.0157984,0.0530838,0.0545437,0,0,0,0.0598397,0,0.0151751,0.0395063
53,0,0,0,0,0.0403473,0.0639612,0,0,0,0.060024,0,0.0220766,0.0638367,0,0,0.017365,0,0,0.0394194,0.0587885,0.0190748,0.0281048,0.0221655,0.0617375,0.0394653,0.033375,0.0570342,0.0513356,0.02005,0.05173,0.0556508,0.0292687,0.030445,0.0309622,0.0460249,0.0147246,0.0151864,0.026752,0,0.0364419,0.0449847,0.0331793,0,0,0.0194681,0,0,0.0243634,0.0766994,0.020149,0.0149402,0.0286913,0.0621641,0.0251159,0.0386644,0.0640125,0.0397555,0.0304506,0,0.0221181,0.0391214,0.00660358,0.0158516,0.0530351,0.0547324,0,0,0,0.0597359,0,0.014328,0.0389735
54,0,0,0,0,0.0403882,0.0641432,0,0,0,0.0601911,0,0.0210393,0.063893,0,0,0.0174646,0,0,0.0392594,0.0586655,0.0187707,0.0275528,0.0216999,0.0614041,0.0393988,0.0332774,0.0572144,0.0514555,0.0199148,0.0516565,0.0556814,0.0291792,0.0303731,0.0312982,0.0460443,0.0148095,0.0150519,0.0247571,0,0.0357883,0.0450945,0.0333172,0,0,0.0194214,0,0,0.0242651,0.0759328,0.0203716,0.0155141,0.0281844,0.062223,0.0250654,0.0385684,0.064671,0.0394947,0.0303559,0,0.0239571,0.0390935,0.00655156,0.0158088,0.0530713,0.0549361,0,0,0,0.0597494,0,0.0143393,0.0382027
55,0,0,0,0,0.0404007,0.0643132,0,0,0,0.0607533,0,0.0199693,0.0636587,0,0,0.0176713,0,0,0.0392889,0.0587614,0.0185794,0.0269361,0.0212606,0.0608901,0.0391477,0.0333998,0.0574262,0.0515613,0.0198336,0.05164,0.0557905,0.0291591,0.0302614,0.0313682,0.0463013,0.0150107,0.0149163,0.0223473,0,0.0350198,0.045538,0.0334752,0,0,0.019347,0,0,0.0241228,0.0752879,0.0215294,0.0159147,0.0284371,0.0622035,0.0249462,0.0379232,0.0646064,0.0389947,0.0307264,0,0.0246682,0.039124,0.00660709,0.0156973,0.053294,0.0551347,0,0,0,0.0596742,0,0.0148854,0.0374711
56,0,0,0,0,0.0404073,0.0643947,0,0,0,0.0617078,0,0.0188882,0.0630073,0,0,0.0180071,0,0,0.0397971,0.0589514,0.0185436,0.026303,0.020814,0.0603658,0.0387166,0.0337565,0.0576744,0.0516168,0.019806,0.0517257,0.0560051,0.0290916,0.0301771,0.0316524,0.0465793,0.0152679,0.0149396,0.0200869,0,0.0342465,0.0461891,0.0336516,0,0,0.0193106,0,0,0.023972,0.0748277,0.02202,0.0159555,0.0293045,0.0621394,0.0248472,0.0369711,0.0635379,0.038569,0.0307904,0,0.0234971,0.0391945,0.00671005,0.0155883,0.0535486,0.0550215,0,0,0,0.0593755,0,0.0155694,0.0369362
57,0,0,0,0,0.0405005,0.0644509,0,0,0,0.0629164,0,0.0177426,0.0619769,0,0,0.0181837,0,0,0.0401342,0.0591761,0.0188032,0.0257338,0.0203787,0.0600557,0.0385481,0.034121,0.0579642,0.0515853,0.0197451,0.0518456,0.0562883,0.0288271,0.0303576,0.0324317,0.046743,0.0154601,0.0149912,0.0197359,0,0.0344369,0.0468995,0.0338187,0,0,0.01935,0,0,0.0238019,0.074361,0.0210785,0.0158485,0.0300643,0.0620984,0.0248069,0.036085,0.0622777,0.0388629,0.0305483,0,0.0212108,0.0392687,0.0066189,0.0155733,0.0538425,0.0547593,0,0,0,0.0592885,0,0.0160078,0.0367647
58,0,0,0,0,0.0404795,0.064487,0,0,0,0.0641682,0,0.0165098,0.0606802,0,0,0.0181278,0,0,0.0401806,0.0593357,0.0195375,0.0252553,0.0199741,0.0600006,0.038625,0.0344925,0.0584966,0.0514634,0.0195779,0.051951,0.0566038,0.0287061,0.0304667,0.0334525,0.0468185,0.0155791,0.0149944,0.0199942,0,0.0354517,0.0475416,0.0339346,0,0,0.019388,0,0,0.0236801,0.0737286,0.0199112,0.0158581,0.0301841,0.0621143,0.0248979,0.0355371,0.0610766,0.0398576,0.0304877,0,0.0192325,0.0393128,0.00652188,0.0156647,0.054173,0.0546048,0,0,0,0.0596772,0,0.0165615,0.0369327
59,0,0,0,0,0.0404814,0.0645384,0,0,0,0.0653475,0,0.0152185,0.0593439,0,0,0.0179741,0,0,0.04008,0.0592799,0.0207201,0.0247943,0.0196097,0.0600633,0.0385542,0.0349651,0.0593099,0.0513236,0.0191872,0.0519684,0.0568832,0.0285627,0.0304555,0.0341749,0.0468804,0.0156581,0.0149324,0.0200394,0,0.0358866,0.0480434,0.0340288,0,0,0.01938,0,0,0.0236357,0.0730799,0.0191916,0.0161782,0.0296286,0.0622871,0.0250785,0.03466,0.060137,0.0405197,0.0307086,0,0.0185213,0.0392537,0.00651435,0.0158172,0.0545007,0.0544824,0,0,0,0.0598732,0,0.0172666,0.0372969
60,0,0,0,0,0.0404976,0.0645846,0,0,0,0.066563,0,0.0140217,0.058297,0,0,0.0178806,0,0,0.0400892,0.0590013,0.0223017,0.0242838,0.0193279,0.0602781,0.0385404,0.0355656,0.0602069,0.0512452,0.0185213,0.0519637,0.0571408,0.0282697,0.0303995,0.0345982,0.0469287,0.0157778,0.0148944,0.0203366,0,0.0353348,0.0483896,0.034092,0,0,0.0193251,0,0,0.0236591,0.0727617,0.0183953,0.0167033,0.0290286,0.062526,0.0253174,0.0338133,0.0595787,0.0398303,0.0307878,0,0.0182075,0.0391085,0.00653912,0.0160189,0.0547377,0.0544143,0,0,0,0.0595185,0,0.0175433,0.0375912
61,0,0,0,0,0.0404781,0.0645259,0,0,0,0.0671437,0,0.0130132,0.0573703,0,0,0.0178349,0,0,0.0402356,0.058691,0.0242905,0.0237071,0.0191164,0.0607464,0.0386052,0.0362144,0.0610941,0.0513076,0.0178168,0.0519124,0.0573287,0.0278237,0.0301805,0.0346419,0.0469106,0.0159167,0.0148952,0.0212172,0,0.0341613,0.0483662,0.0341601,0,0,0.019323,0,0,0.0237176,0.0726929,0.0173929,0.017283,0.0290844,0.0626254,0.0256112,0.0332721,0.0592889,0.0382443,0.0305565,0,0.0173709,0.0388871,0.00642994,0.0163557,0.0549321,0.0544966,0,0,0,0.0588834,0,0.0167938,0.0375445
62,0,0,0,0,0.0406334,0.0643699,0,0,0,0.0668314,0,0.0122388,0.0563113,0,0,0.0177823,0,0,0.0404208,0.0584833,0.0264681,0.0231766,0.0189399,0.0616088,0.0385542,0.0368605,0.0620886,0.0514759,0.0172092,0.051712,0.0574583,0.0271915,0.0297958,0.0341675,0.0467556,0.0159837,0.014957,0.0224303,0,0.0331576,0.0484782,0.0342601,0,0,0.0194162,0,0,0.0238552,0.072647,0.0164756,0.0177414,0.02954,0.0625269,0.0259752,0.033168,0.0592168,0.0370647,0.0301215,0,0.0159361,0.03856,0.00636276,0.0168328,0.055176,0.0546243,0,0,0,0.0582943,0,0.0156039,0.0372713
63,0,0,0,0,0.0407956,0.0641655,0,0,0,0.0657889,0,0.0118166,0.0551508,0,0,0.0175912,0,0,0.0406591,0.0583584,0.028583,0.0228115,0.0188065,0.0630014,0.0387564,0.0375433,0.0631429,0.0517174,0.016654,0.0514477,0.0575302,0.0263701,0.0293523,0.033323,0.0466021,0.0160168,0.0151116,0.0233494,0,0.0324734,0.0484297,0.0343291,0,0,0.0196069,0,0,0.0240452,0.0726115,0.0156014,0.0181599,0.0300477,0.0623978,0.0264198,0.0332575,0.059231,0.0363066,0.0297016,0,0.014408,0.0381266,0.00632043,0.0174248,0.0554092,0.0548334,0,0,0,0.057917,0,0.0150007,0.0367557
64,0,0,0,0,0.0409103,0.0639585,0,0,0,0.0637247,0,0.0117828,0.0538807,0,0,0.0172807,0,0,0.0409683,0.0581697,0.030326,0.0226435,0.0187353,0.0647935,0.0388732,0.0383028,0.064039,0.0520942,0.0160741,0.0512384,0.057475,0.0254694,0.0290541,0.0319525,0.0464618,0.0160361,0.0153527,0.0237732,0,0.0320716,0.0481372,0.0343354,0,0,0.0198983,0,0,0.0242808,0.0725962,0.0147604,0.0186753,0.0304073,0.0623697,0.0269966,0.0333037,0.0592705,0.03579,0.0291978,0,0.0132322,0.0375722,0.00625928,0.0180782,0.0553978,0.0551734,0,0,0,0.0577751,0,0.0154182,0.0362105
65,0,0,0,0,0.041061,0.0638009,0,0,0,0.0608537,0,0.0117316,0.0521038,0,0,0.017026,0,0,0.0412364,0.0578165,0.0316565,0.0225356,0.0188394,0.0668562,0.038949,0.0391472,0.0649372,0.0524927,0.0153208,0.0512938,0.0573175,0.024689,0.0292638,0.0294283,0.0462005,0.0158695,0.0157755,0.0239706,0,0.0317133,0.0476224,0.0343034,0,0,0.0204291,0,0,0.0243951,0.0724158,0.0137921,0.0194793,0.0302143,0.0625055,0.0277028,0.0332558,0.0594038,0.0353964,0.0286349,0,0.0125507,0.0369343,0.00615857,0.0185942,0.0551656,0.0555998,0,0,0,0.0579123,0,0.0157363,0.0357015
66,0,0,0,0,0.0412654,0.0636245,0,0,0,0.0578408,0,0.0111387,0.050677,0,0,0.0166214,0,0,0.0412239,0.0573032,0.0319975,0.0224619,0.0188459,0.0688808,0.0394181,0.040069,0.0657284,0.0529793,0.0146334,0.0516402,0.0570671,0.0242946,0.0299353,0.02534,0.0458273,0.0154625,0.0164642,0.0240041,0,0.0316018,0.0472098,0.0342298,0,0,0.0209948,0,0,0.0245842,0.0720633,0.0130382,0.0204075,0.0295878,0.0626527,0.0284807,0.0332568,0.0594985,0.0351528,0.0282407,0,0.0123435,0.0362146,0.0062281,0.0191555,0.0549757,0.0560917,0,0,0,0.0582316,0,0.0148103,0.0352689
67,0,0,0,0,0.0414935,0.0634421,0,0,0,0.0543488,0,0.00979881,0.0494892,0,0,0.0163889,0,0,0.0412976,0.0568557,0.0320152,0.0225485,0.0189509,0.0707502,0.0402352,0.0410258,0.0666787,0.0536685,0.0141975,0.0522762,0.0570643,0.0244113,0.0311873,0.0197466,0.0454866,0.0152651,0.0169548,0.0237515,0,0.0317688,0.046958,0.0341088,0,0,0.0215827,0,0,0.0248075,0.0715622,0.0122679,0.0214383,0.0290039,0.0629806,0.0291314,0.0331349,0.0597136,0.0349776,0.0281234,0,0.0124973,0.0355255,0.00642902,0.0196709,0.0549119,0.0566289,0,0,0,0.0585558,0,0.0145133,0.0350523
68,0,0,0,0,0.0415282,0.0632575,0,0,0,0.0503647,0,0.00867106,0.0483668,0,0,0.0163692,0,0,0.0415367,0.0565695,0.0322372,0.0227517,0.0193023,0.0722276,0.0409355,0.0420376,0.0677617,0.0545021,0.014175,0.053209,0.0574304,0.0249396,0.0328418,0.0142476,0.0453895,0.0154269,0.0171204,0.0231922,0,0.0320503,0.0469346,0.0340057,0,0,0.0221606,0,0,0.0250154,0.0710434,0.0115158,0.0224191,0.028484,0.0634412,0.0297096,0.0327701,0.0599389,0.0348825,0.0281913,0,0.012921,0.0348876,0.00661035,0.0201012,0.0550067,0.0571949,0,0,0,0.0586409,0,0.0148958,0.0351263
69,0,0,0,0,0.0413725,0.06313,0,0,0,0.046279,0,0.00822507,0.0472902,0,0,0.0164061,0,0,0.0416175,0.0566002,0.0328582,0.0228544,0.0200247,0.0732758,0.0415368,0.0434503,0.0688427,0.0554304,0.0143547,0.0542902,0.0579142,0.0256808,0.0345956,0.0120561,0.0453936,0.0155047,0.0172778,0.0224964,0,0.0323277,0.0471954,0.0339366,0,0,0.0226796,0,0,0.0252064,0.0706467,0.0109169,0.0231333,0.0280432,0.0640028,0.0302312,0.0322426,0.0600106,0.0348535,0.028322,0,0.0135007,0.0343361,0.00666301,0.0204556,0.0548858,0.0577457,0,0,0,0.0586062,0,0.0154256,0.0353105
70,0,0,0,0,0.0411935,0.0630956,0,0,0,0.0422611,0,0.00800086,0.0464276,0,0,0.0164937,0,0,0.0415592,0.0567321,0.0329033,0.0231318,0.0209454,0.0739827,0.0418839,0.0446676,0.0697506,0.0561447,0.0143767,0.0550388,0.0580924,0.0261706,0.035935,0.0151103,0.0454165,0.0154628,0.0173762,0.0218197,0,0.0323977,0.0476162,0.0339172,0,0,0.0231444,0,0,0.0254403,0.0704931,0.0105142,0.0233635,0.0277225,0.0645484,0.0306181,0.0317104,0.0598849,0.0347408,0.0283655,0,0.0141484,0.0339025,0.0068315,0.0207545,0.0539186,0.0580536,0,0,0,0.0589301,0,0.0158433,0.0354153
71,0,0,0,0,0.0412043,0.0630467,0,0,0,0.0381869,0,0.00815266,0.0454519,0,0,0.0165871,0,0,0.0414932,0.0567685,0.0323818,0.0235875,0.0218512,0.0746892,0.042256,0.0455174,0.0705491,0.0565116,0.014019,0.0552323,0.0579327,0.0263044,0.0367,0.0224563,0.0454541,0.0154214,0.0173889,0.0214942,0,0.0324257,0.0481709,0.0339583,0,0,0.0235217,0,0,0.0256114,0.0705627,0.0103359,0.023244,0.0274627,0.0649336,0.0309015,0.0311477,0.059691,0.0344837,0.028306,0,0.0146257,0.0335476,0.00684755,0.0209943,0.0534607,0.0581324,0,0,0,0.0597779,0,0.0161071,0.0354236
72,0,0,0,0,0.0412039,0.0629813,0,0,0,0.0344705,0,0.00961611,0.0443485,0,0,0.0166377,0,0,0.0414226,0.0566905,0.0331336,0.0240952,0.0224998,0.0755412,0.0424713,0.046171,0.0710636,0.0566403,0.0133984,0.0551817,0.0577396,0.0265677,0.0371416,0.0326741,0.0454737,0.015361,0.0173785,0.0212217,0,0.0322394,0.0489068,0.0341116,0,0,0.0238871,0,0,0.0257591,0.0707267,0.0103112,0.022977,0.0272121,0.065009,0.0312667,0.0307366,0.0595961,0.0342976,0.0281284,0,0.0150395,0.0332134,0.00684686,0.0212849,0.0534511,0.058141,0,0,0,0.0599899,0,0.0160531,0.035278
73,0,0,0,0,0.0411304,0.0628781,0,0,0,0.0325853,0,0.0119449,0.0433537,0,0,0.01662,0,0,0.0412914,0.0568167,0.0357206,0.024726,0.022972,0.0765465,0.0427067,0.0470572,0.0714914,0.0565856,0.0128257,0.0554063,0.0577506,0.0271744,0.0377048,0.042861,0.0453952,0.0152599,0.0173203,0.0210495,0,0.0320816,0.0496916,0.0342781,0,0,0.024171,0,0,0.0259724,0.0708417,0.0104508,0.0225957,0.0269241,0.064682,0.0317488,0.030686,0.0595753,0.0343864,0.0279144,0,0.0154037,0.0329287,0.00698581,0.0215675,0.053431,0.0581516,0,0,0,0.0598507,0,0.0158554,0.0350427
74,0,0,0,0,0.0411894,0.0629488,0,0,0,0.0319682,0,0.0131015,0.042294,0,0,0.0164933,0,0,0.0411464,0.0571503,0.0389431,0.0251165,0.0235145,0.0775317,0.0428982,0.047538,0.0719129,0.0567183,0.0121641,0.05569,0.057724,0.0274574,0.0383741,0.0500055,0.0452593,0.0151582,0.0172607,0.0210207,0,0.0318376,0.0503546,0.0343524,0,0,0.0243992,0,0,0.0261396,0.0709036,0.0105789,0.0220888,0.0266114,0.0640672,0.0320999,0.0305883,0.0597594,0.0346477,0.0277529,0,0.0156716,0.0327188,0.00707157,0.021788,0.0533905,0.0580807,0,0,0,0.0597356,0,0.0156235,0.0347457
75,0,0,0,0,0.0414202,0.0631823,0,0,0,0.0313171,0,0.0132022,0.0412297,0,0,0.0163417,0,0,0.0410577,0.057625,0.041859,0.0249252,0.0241682,0.0781876,0.0430474,0.0479178,0.0721345,0.057023,0.0115548,0.0560039,0.0577101,0.0274689,0.0390878,0.0542154,0.0451224,0.0150489,0.0172011,0.0209833,0,0.03137,0.0509451,0.0343254,0,0,0.0244499,0,0,0.0261984,0.0709001,0.0107395,0.0214751,0.0264888,0.0634461,0.0321924,0.0305276,0.0598135,0.0348451,0.0276847,0,0.0158746,0.0326726,0.00708328,0.0219009,0.0533865,0.0579466,0,0,0,0.0597061,0,0.0155008,0.0345007
76,0,0,0,0,0.0415522,0.0633175,0,0,0,0.0312688,0,0.0136192,0.0404154,0,0,0.0162027,0,0,0.041045,0.0580345,0.044301,0.0251123,0.024813,0.0782995,0.0431759,0.0482244,0.072248,0.0572075,0.0108704,0.0565394,0.0579134,0.027647,0.0400325,0.0572433,0.0450585,0.0149694,0.0171354,0.0212058,0,0.0311113,0.0514124,0.0342483,0,0,0.0243128,0,0,0.0261519,0.0709028,0.0108736,0.0208011,0.0262771,0.062879,0.0320823,0.0303572,0.0597598,0.0349197,0.0276359,0,0.0157601,0.0327997,0.00701132,0.0219098,0.0533434,0.0578989,0,0,0,0.0597962,0,0.0155766,0.0344423
77,0,0,0,0,0.0416427,0.0633383,0,0,0,0.0318973,0,0.0142498,0.039727,0,0,0.0161219,0,0,0.0411192,0.0581658,0.0461468,0.0258017,0.0253955,0.0778542,0.0430408,0.0482838,0.0724457,0.0573668,0.0104726,0.0573229,0.0583541,0.0281913,0.0411898,0.0597395,0.0450952,0.0150087,0.016973,0.021576,0,0.0309766,0.0517512,0.0341397,0,0,0.0241114,0,0,0.0261039,0.0708962,0.0110735,0.0201479,0.0259681,0.0624048,0.0318252,0.0303907,0.0596716,0.0348152,0.0275992,0,0.0154272,0.0329844,0.00699752,0.0218296,0.053316,0.0578881,0,0,0,0.0599279,0,0.0158002,0.0346072
