Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RTHII,,RTIBI,RTIBP
162,0,0,0,0,0.0391894,0.0631786,0,0,0,0.0500581,0,0.0240587,0.0625889,0,0,0.0161381,0,0,0.0406234,0.0580613,0.0180076,0.0330873,0.0253872,0.0675666,0.0398819,0.0354607,0.0572498,0.0521899,0.0175637,0.0512024,0.055305,0.0288571,0.0276883,0.0208261,0.0446767,0.0150482,0.015126,0.0214155,0,0.0303586,0.045263,0.0329737,0,0,0.0217639,0,0,0.0248822,0.0771478,0.0198996,0.0144665,0.0284336,0.0630355,0.0286137,0.0376986,0.0674455,0.0365736,0.0309012,0.0250399,0.0307081,0.0361889,0.00669693,0.0188399,0.0543448,0.0542729,0,0,0,0.0615215,0,0.0124587,0.0388323
163,0,0,0,0,0.039123,0.0632758,0,0,0,0.0522399,0,0.0235099,0.0619922,0,0,0.0161523,0,0,0.0406977,0.05851,0.0197799,0.033097,0.0256908,0.0672827,0.0399628,0.0350714,0.056566,0.0519231,0.0178688,0.0511212,0.0558382,0.0287958,0.0267734,0.021833,0.0449365,0.0151907,0.0150011,0.0248464,0,0.0309526,0.0456569,0.0328654,0,0,0.021661,0,0,0.0247547,0.0768819,0.0187054,0.0133768,0.0293485,0.0625307,0.028118,0.0376153,0.0664023,0.0380124,0.0316019,0.0259992,0.0248189,0.0366028,0.00671446,0.0183163,0.0545852,0.0542617,0,0,0,0.0620828,0,0.0135094,0.0398131
164,0,0,0,0,0.0390762,0.0634453,0,0,0,0.0543009,0,0.0234828,0.0613405,0,0,0.0161719,0,0,0.0407595,0.0591432,0.0211971,0.0330336,0.0259449,0.0668113,0.0399903,0.0347706,0.0558743,0.0517122,0.018221,0.0512477,0.0562895,0.0288692,0.0261887,0.0232529,0.0451968,0.0152957,0.0149846,0.0263853,0,0.0323766,0.0462969,0.0328015,0,0,0.0214305,0,0,0.0246648,0.0766247,0.0186363,0.0125152,0.0298687,0.0621068,0.0275619,0.0377976,0.0650078,0.0391124,0.032474,0.0269908,0.0220081,0.037015,0.00678344,0.017818,0.0547613,0.0544042,0,0,0,0.0629817,0,0.0149237,0.0407518
165,0,0,0,0,0.0387153,0.0637287,0,0,0,0.0468231,0,0.0212972,0.0607432,0,0,0.0163408,0,0,0.0408444,0.0605953,0.0161639,0.0325204,0.0256019,0.0655732,0.0399737,0.032673,0.054067,0.0523625,0.0200735,0.0545734,0.0579243,0.0319361,0.0312506,0.0166506,0.0452853,0.0151319,0.0149824,0.0273788,0,0.0334337,0.0468523,0.0329416,0,0,0.0209853,0,0,0.0251255,0.0762445,0.0191324,0.0120422,0.0292756,0.0617018,0.026948,0.038454,0.0640467,0.0400326,0.0330693,0.0277717,0.0207827,0.0370206,0.00634333,0.0177067,0.05515,0.0540865,0,0,0,0.0639236,0,0.0159967,0.0412846
166,0,0,0,0,0.0385775,0.0638683,0,0,0,0.04754,0,0.0213463,0.060436,0,0,0.0164028,0,0,0.040807,0.0610684,0.0160399,0.0323532,0.0257734,0.0649817,0.0399292,0.0325242,0.0535855,0.0522898,0.0206863,0.0547569,0.0580605,0.0321028,0.0313905,0.0173376,0.0454819,0.0152083,0.0146896,0.0280689,0,0.0342287,0.0472725,0.0329609,0,0,0.0207417,0,0,0.0251501,0.0762505,0.0196562,0.0117345,0.0292511,0.0615598,0.0265934,0.0386874,0.0627941,0.0406018,0.0337451,0.0283588,0.020335,0.0372914,0.00637429,0.0174261,0.0552034,0.0539772,0,0,0,0.0643268,0,0.0168963,0.0418174
167,0,0,0,0,0.038575,0.0640581,0,0,0,0.0479085,0,0.0215013,0.0603262,0,0,0.0164682,0,0,0.0408472,0.0614654,0.0158318,0.032056,0.0259674,0.0640113,0.0398945,0.0325016,0.0532229,0.0520442,0.0209736,0.0547942,0.0581189,0.0321317,0.0313789,0.017617,0.0455909,0.015127,0.014377,0.02861,0,0.0337109,0.0475456,0.0329888,0,0,0.020564,0,0,0.0254116,0.075953,0.0208725,0.0116075,0.0307787,0.0612924,0.0263863,0.0382541,0.0621972,0.0416025,0.0339897,0.0281961,0.0197079,0.0372343,0.0061774,0.0173741,0.0553735,0.0535623,0,0,0,0.0652615,0,0.0170402,0.0418425
168,0,0,0,0,0.0385903,0.0641351,0,0,0,0.0480329,0,0.0216385,0.0602796,0,0,0.0165778,0,0,0.0408468,0.0618956,0.0154794,0.031706,0.0260176,0.0632239,0.039774,0.0325402,0.0529313,0.0517316,0.0208196,0.0548212,0.0581219,0.0320866,0.0314199,0.0179341,0.0456215,0.0150418,0.0142901,0.0292448,0,0.0335728,0.0477394,0.0331,0,0,0.0203464,0,0,0.0255766,0.0757356,0.0217178,0.0116043,0.0319232,0.0609812,0.0262387,0.0377876,0.0617508,0.0426749,0.034246,0.0279591,0.0193033,0.0372004,0.00608167,0.0173326,0.0553415,0.0532589,0,0,0,0.0657275,0,0.0170714,0.0419836
169,0,0,0,0,0.0385871,0.06412,0,0,0,0.0479858,0,0.0216816,0.0603919,0,0,0.0167144,0,0,0.040787,0.0624035,0.015278,0.0313657,0.0260928,0.0627378,0.0395548,0.0325867,0.0527304,0.0515358,0.0207774,0.0547342,0.0580356,0.0319082,0.0313432,0.0181667,0.0455756,0.0150864,0.0143639,0.0295756,0,0.0337991,0.0477307,0.0333032,0,0,0.0202594,0,0,0.0256328,0.0757991,0.0220617,0.0115311,0.0319302,0.0609599,0.0260993,0.0374165,0.0612049,0.0432062,0.0344234,0.0277769,0.0192959,0.0372185,0.00614269,0.0172581,0.0551401,0.0532422,0,0,0,0.0653023,0,0.0170609,0.0421699
170,0,0,0,0,0.038693,0.0640613,0,0,0,0.0480062,0,0.0214731,0.0607361,0,0,0.0168551,0,0,0.0406804,0.0629305,0.01512,0.0309741,0.0260359,0.0624777,0.0392151,0.0326006,0.0527259,0.051447,0.0209681,0.0545054,0.0578961,0.0318415,0.031219,0.0183473,0.0454863,0.0152137,0.0145179,0.0290745,0,0.0343291,0.0474952,0.0335502,0,0,0.0202642,0,0,0.0255814,0.076054,0.0214041,0.0114868,0.0308123,0.0612071,0.0259854,0.0373512,0.0606938,0.04262,0.0343662,0.0277395,0.0197983,0.0372997,0.00636704,0.0172022,0.0548899,0.0530921,0,0,0,0.0641594,0,0.0169872,0.0421887
171,0,0,0,0,0.0391629,0.0639494,0,0,0,0.055674,0,0.0248729,0.0615706,0,0,0.0166287,0,0,0.0407502,0.0618671,0.0167912,0.0309714,0.0249576,0.0629555,0.03875,0.0338653,0.0544201,0.0512769,0.0197924,0.0518889,0.0559907,0.0293418,0.0285874,0.0272733,0.0455849,0.0153576,0.0144532,0.0279129,0,0.035221,0.0472142,0.0334884,0,0,0.0204338,0,0,0.0247968,0.0765254,0.0205215,0.0112151,0.0294948,0.0613093,0.0261419,0.0371496,0.0600828,0.0413534,0.0342929,0.0277892,0.0210892,0.0377098,0.00712369,0.0170132,0.0544729,0.0533871,0,0,0,0.0626272,0,0.0169067,0.0422569
172,0,0,0,0,0.0390376,0.0638977,0,0,0,0.056697,0,0.0241932,0.0622746,0,0,0.0166997,0,0,0.040683,0.0615995,0.0168268,0.0302609,0.0242812,0.062602,0.0382873,0.0337709,0.0547951,0.0513804,0.0199527,0.0518266,0.0559256,0.0291731,0.0287306,0.0281655,0.0455161,0.015307,0.0144244,0.0267951,0,0.0348345,0.046751,0.0337179,0,0,0.0204411,0,0,0.0248199,0.0764387,0.0195928,0.011517,0.0290583,0.0611901,0.0263131,0.0368816,0.0604536,0.0404042,0.0336943,0.0270325,0.0221641,0.037495,0.00709607,0.01721,0.0543044,0.0532184,0,0,0,0.0620639,0,0.0158489,0.0418463
173,0,0,0,0,0.0388729,0.0638466,0,0,0,0.0577026,0,0.0233232,0.0629522,0,0,0.0167402,0,0,0.040686,0.0611609,0.0169185,0.0295406,0.0235827,0.0622586,0.0378333,0.0336847,0.0552744,0.0514966,0.0198823,0.0517734,0.0559038,0.0289413,0.0287293,0.0290498,0.0454776,0.0152727,0.0144863,0.0258777,0,0.0344504,0.0461681,0.0339939,0,0,0.0204576,0,0,0.0248951,0.0761688,0.018489,0.0119747,0.0286158,0.0611638,0.0265606,0.0368196,0.0611981,0.0395623,0.0328719,0.0261742,0.0227537,0.0372259,0.00698641,0.0175039,0.0541361,0.0531795,0,0,0,0.0613058,0,0.0144243,0.0413663
174,0,0,0,0,0.0388591,0.0638407,0,0,0,0.05887,0,0.0223527,0.0635148,0,0,0.016903,0,0,0.0406909,0.0606286,0.0168878,0.0288959,0.0228401,0.0619389,0.0373146,0.0335993,0.0557612,0.0516473,0.0198016,0.051615,0.0558587,0.0286148,0.0287375,0.0301051,0.0454755,0.0152948,0.0144797,0.0249171,0,0.0343066,0.0455974,0.0342601,0,0,0.0204872,0,0,0.0249495,0.0757963,0.0177658,0.0125859,0.0282026,0.0609268,0.0267737,0.0366631,0.0619838,0.0389114,0.0321418,0.0253606,0.0238029,0.0369816,0.00688194,0.017744,0.0540218,0.0529638,0,0,0,0.060185,0,0.013118,0.040763
175,0,0,0,0,0.0386796,0.0638916,0,0,0,0.0602637,0,0.0212643,0.063825,0,0,0.0171125,0,0,0.0406748,0.0603285,0.0169262,0.0282577,0.0220273,0.061559,0.0367942,0.0336059,0.0562598,0.0517741,0.0198773,0.051426,0.0558259,0.028265,0.0288189,0.0314517,0.0455842,0.0153545,0.0144285,0.0236845,0,0.0339655,0.0452288,0.0345173,0,0,0.0205189,0,0,0.0250069,0.0753154,0.0173759,0.0132153,0.0281163,0.0606724,0.0269819,0.0362816,0.0624941,0.0382135,0.0317957,0.0248214,0.0249321,0.0369187,0.00690011,0.0178842,0.0539979,0.0528908,0,0,0,0.0596963,0,0.012419,0.0399989
176,0,0,0,0,0.0384772,0.0640276,0,0,0,0.0619321,0,0.0200811,0.0636896,0,0,0.0173865,0,0,0.040704,0.0600576,0.0171056,0.0275817,0.0212144,0.0611275,0.0363089,0.0337305,0.0567822,0.0518955,0.0200178,0.0513894,0.0558909,0.0281926,0.0288845,0.033059,0.0458078,0.0155016,0.0143316,0.0219863,0,0.0331898,0.0452993,0.0348057,0,0,0.0205259,0,0,0.0251013,0.0747383,0.0171477,0.0136968,0.0286154,0.0604725,0.0270986,0.0357612,0.0623275,0.0374807,0.0317346,0.0245907,0.0250386,0.0369143,0.00703009,0.017964,0.0540439,0.0529807,0,0,0,0.0598841,0,0.0123336,0.0393114
177,0,0,0,0,0.0383115,0.0641367,0,0,0,0.0637495,0,0.0187639,0.0630027,0,0,0.0176377,0,0,0.0407049,0.0599162,0.0176233,0.0269329,0.0204544,0.0607392,0.0357925,0.0339428,0.0573314,0.0519348,0.0198486,0.0513938,0.0561989,0.0282077,0.0289802,0.0348084,0.0460666,0.0156677,0.0142197,0.0207141,0,0.0325268,0.0458235,0.035087,0,0,0.0205685,0,0,0.0250778,0.0740519,0.0167197,0.0138922,0.0296229,0.0603547,0.0271832,0.0352379,0.0614453,0.037396,0.0316746,0.0247249,0.0238138,0.0368451,0.00679915,0.0179937,0.0540826,0.0530938,0,0,0,0.0598971,0,0.0127098,0.038898
178,0,0,0,0,0.038207,0.0641526,0,0,0,0.0656423,0,0.0174453,0.0618101,0,0,0.0178194,0,0,0.0406844,0.0598744,0.0185639,0.0264287,0.0198488,0.0605391,0.0354275,0.0343006,0.0579149,0.0518858,0.0196613,0.051566,0.0566006,0.0281833,0.0291299,0.0365993,0.0462752,0.0158094,0.014143,0.0203538,0,0.0326199,0.0465938,0.0353438,0,0,0.0206323,0,0,0.0249867,0.0734162,0.0158159,0.0138885,0.0306807,0.0603665,0.0273873,0.0348959,0.0604515,0.0384106,0.0314176,0.0255098,0.0220783,0.0367207,0.00664583,0.018085,0.0540451,0.0529296,0,0,0,0.0597581,0,0.0134797,0.0386646
179,0,0,0,0,0.0374621,0.0643241,0,0,0,0.0582927,0,0.0102889,0.0601624,0,0,0.0181857,0,0,0.0405925,0.0609108,0.0210422,0.0251718,0.0208223,0.0595542,0.0346965,0.0329163,0.0562526,0.0516275,0.0211001,0.0548586,0.0591115,0.0312131,0.0329518,0.0278255,0.0459138,0.015886,0.0142661,0.0206231,0,0.0328996,0.0469574,0.036064,0,0,0.020339,0,0,0.0259015,0.0727019,0.0146599,0.0146149,0.0306642,0.0607508,0.0275269,0.0353157,0.0603677,0.0397999,0.0309934,0.0271289,0.0201545,0.0362642,0.00577056,0.0183799,0.0543773,0.0520326,0,0,0,0.0607386,0,0.0146843,0.0385332
180,0,0,0,0,0.0374022,0.0642483,0,0,0,0.0592861,0,0.00868962,0.0587417,0,0,0.0182362,0,0,0.0406141,0.0609325,0.0233193,0.0247807,0.0205954,0.059676,0.0344864,0.0336707,0.0570222,0.0512886,0.0206112,0.0550213,0.0594707,0.0310271,0.0330541,0.0287427,0.0459601,0.0160124,0.0142595,0.0200048,0,0.033442,0.0475179,0.0361599,0,0,0.0205418,0,0,0.0258557,0.0721674,0.0138061,0.014973,0.0304962,0.0611786,0.0279326,0.0345403,0.059836,0.0402246,0.0311336,0.0285099,0.0198507,0.0360579,0.00572012,0.0186525,0.0544797,0.051926,0,0,0,0.061458,0,0.0158575,0.0389068
181,0,0,0,0,0.0374855,0.0640834,0,0,0,0.0598992,0,0.00742394,0.0573733,0,0,0.0182083,0,0,0.0406324,0.0607436,0.0259777,0.0240893,0.0203254,0.059963,0.0342284,0.0346069,0.0580627,0.0511508,0.0198719,0.0550125,0.0597896,0.0306514,0.0328508,0.0292992,0.0458998,0.0161241,0.0142721,0.0194979,0,0.0332492,0.0478951,0.0362251,0,0,0.0207359,0,0,0.0259538,0.0717369,0.0128162,0.0155911,0.0300487,0.0618192,0.028443,0.0335087,0.0593082,0.039583,0.0311365,0.0290071,0.0197613,0.0357314,0.00565799,0.0190667,0.0546608,0.0519637,0,0,0,0.0611814,0,0.0160217,0.0390697
182,0,0,0,0,0.0377654,0.0638597,0,0,0,0.0597734,0,0.00695443,0.0560711,0,0,0.0182128,0,0,0.0407192,0.0603332,0.0287785,0.0233187,0.0199164,0.0605136,0.0339496,0.0356467,0.0592182,0.0513354,0.0188069,0.0548339,0.0600017,0.0300532,0.0323798,0.0293915,0.0457374,0.0161948,0.0142938,0.0195078,0,0.0324488,0.0481531,0.0362684,0,0,0.0210578,0,0,0.0262265,0.0715951,0.0118089,0.0163202,0.0299932,0.0624941,0.0290757,0.0326831,0.0587436,0.038193,0.0309199,0.0284861,0.0192052,0.0352912,0.00568152,0.0196154,0.0548366,0.052148,0,0,0,0.0599623,0,0.0153861,0.0387157
183,0,0,0,0,0.0379707,0.0636739,0,0,0,0.058858,0,0.00740408,0.0547827,0,0,0.0181312,0,0,0.0408795,0.0597754,0.0312287,0.0226622,0.0193614,0.0615681,0.0338227,0.0367869,0.060441,0.0514751,0.0179908,0.05444,0.0600688,0.0291653,0.0317184,0.0290913,0.0455123,0.0162348,0.0143857,0.019875,0,0.031489,0.0482668,0.0363233,0,0,0.0214688,0,0,0.0263615,0.0718131,0.010792,0.0170641,0.0302951,0.0629427,0.0297622,0.0323711,0.0583747,0.0368541,0.0305852,0.0275709,0.0183517,0.0347861,0.0057064,0.0202343,0.0549838,0.0523924,0,0,0,0.0589532,0,0.0144929,0.0380022
184,0,0,0,0,0.0388505,0.0633824,0,0,0,0.0650946,0,0.01204,0.0532559,0,0,0.0178011,0,0,0.0410918,0.0588158,0.0313191,0.0231644,0.0179402,0.0641837,0.0343463,0.0394189,0.0641193,0.0525424,0.0162368,0.0512872,0.057567,0.0250832,0.0287174,0.0359037,0.0458115,0.0161081,0.0145181,0.0196995,0,0.0312051,0.0487876,0.0357131,0,0,0.0224155,0,0,0.0253408,0.0722347,0.010372,0.0172058,0.0310555,0.0629355,0.030553,0.0314352,0.0578808,0.035531,0.030264,0.0267478,0.0181728,0.0343353,0.00657151,0.0208284,0.0547934,0.0531607,0,0,0,0.0582387,0,0.0136294,0.0375009
185,0,0,0,0,0.0390114,0.0633637,0,0,0,0.0620382,0,0.011837,0.0515584,0,0,0.0175176,0,0,0.0412734,0.0582464,0.0325681,0.0226391,0.0181929,0.0663122,0.0343509,0.0402267,0.0651088,0.0529541,0.0154633,0.0511144,0.0573485,0.0243539,0.0289864,0.0329707,0.0456215,0.0159765,0.0149336,0.0193118,0,0.0306133,0.0482736,0.0355663,0,0,0.023261,0,0,0.0254325,0.0724457,0.00987288,0.0180488,0.030951,0.0634796,0.031315,0.0315509,0.0581552,0.0347944,0.0295925,0.0259923,0.0182019,0.0335569,0.00667839,0.0214177,0.0548506,0.0535386,0,0,0,0.0581692,0,0.0130211,0.0368702
186,0,0,0,0,0.0393678,0.0633845,0,0,0,0.0586234,0,0.0106734,0.0502179,0,0,0.017157,0,0,0.0413829,0.0576507,0.0326117,0.0223321,0.0182177,0.0687051,0.0346127,0.0410771,0.0660773,0.0535771,0.0152112,0.0511561,0.057123,0.0241349,0.0296523,0.0280128,0.0453665,0.0157742,0.0155143,0.0186754,0,0.0303791,0.0477098,0.0353298,0,0,0.0240177,0,0,0.02568,0.0725316,0.00946424,0.0188617,0.030578,0.0636765,0.0319836,0.0315173,0.0581807,0.034511,0.0290366,0.0257648,0.0183301,0.0327955,0.00687696,0.0219745,0.0548672,0.0543042,0,0,0,0.0582154,0,0.0127699,0.036401
187,0,0,0,0,0.0396853,0.0634183,0,0,0,0.054712,0,0.00917191,0.048937,0,0,0.0169618,0,0,0.0414289,0.0570211,0.0324373,0.0222386,0.0182244,0.0711933,0.0350302,0.0420779,0.0672209,0.0542173,0.0155524,0.0518287,0.0571791,0.024506,0.0310341,0.0215395,0.045171,0.0156073,0.0160026,0.0181988,0,0.0303188,0.047297,0.0351296,0,0,0.0246896,0,0,0.0260035,0.0723011,0.00871549,0.0198193,0.030128,0.0637038,0.03255,0.0312229,0.0581411,0.0343913,0.0287178,0.0258621,0.0183087,0.0320892,0.00711519,0.0224207,0.0548753,0.0550248,0,0,0,0.0585421,0,0.0127992,0.035869
188,0,0,0,0,0.0401531,0.063541,0,0,0,0.0505663,0,0.00806746,0.0477437,0,0,0.0168139,0,0,0.0413455,0.0565401,0.0328501,0.0223479,0.0185667,0.0732454,0.0356546,0.0430788,0.0683837,0.0550811,0.0154332,0.0530771,0.0575544,0.0253041,0.0330326,0.0152166,0.045061,0.015475,0.0163921,0.0176593,0,0.0303802,0.0470825,0.0349963,0,0,0.0252621,0,0,0.0263691,0.0718479,0.00781621,0.0208595,0.0296958,0.0640635,0.0329461,0.0308042,0.05832,0.0344106,0.0286577,0.0262287,0.0185497,0.0314357,0.00738874,0.0227376,0.0550218,0.0555488,0,0,0,0.0592476,0,0.0131203,0.0356313
189,0,0,0,0,0.0404624,0.0636929,0,0,0,0.0467737,0,0.00733451,0.0466828,0,0,0.0169283,0,0,0.041385,0.0565123,0.0334977,0.0226903,0.0192786,0.0745879,0.0364437,0.044211,0.0695202,0.0558969,0.0150128,0.054358,0.0581755,0.0263012,0.035057,0.0113083,0.045089,0.0154461,0.016661,0.01692,0,0.0306113,0.0471307,0.0348472,0,0,0.0256741,0,0,0.0266289,0.0712876,0.00702112,0.0218611,0.0292683,0.0650756,0.0331199,0.0304443,0.0586822,0.0346287,0.0287426,0.0268233,0.0191024,0.0309429,0.00753555,0.0228971,0.0553274,0.0558903,0,0,0,0.0601417,0,0.013625,0.0357267
190,0,0,0,0,0.0405436,0.0638826,0,0,0,0.0435278,0,0.00661593,0.0457311,0,0,0.0170717,0,0,0.0413309,0.0565987,0.0333266,0.0230938,0.0201646,0.0756682,0.0372031,0.0453947,0.0705699,0.0562952,0.0146967,0.0551448,0.0585532,0.0269255,0.0365588,0.0124935,0.0452694,0.0154448,0.0167658,0.0163082,0,0.0307947,0.0474521,0.0347262,0,0,0.0259061,0,0,0.0267533,0.0709241,0.00635019,0.0225264,0.0288686,0.0656176,0.0330615,0.0300019,0.0588404,0.0347838,0.0288537,0.0274439,0.0195806,0.0307588,0.00760757,0.0228481,0.0556831,0.0562679,0,0,0,0.0605925,0,0.0143159,0.0359805
191,0,0,0,0,0.040118,0.0639248,0,0,0,0.0404694,0,0.00614042,0.0447977,0,0,0.0171167,0,0,0.0412531,0.0566683,0.0323902,0.0234599,0.0211555,0.0763542,0.0378285,0.046422,0.0714766,0.0564465,0.0141596,0.055417,0.0585844,0.027104,0.0373985,0.0201167,0.0455121,0.0154939,0.016806,0.0157674,0,0.0307913,0.0479975,0.034654,0,0,0.0261043,0,0,0.0266832,0.070865,0.00589048,0.0227227,0.0285396,0.0657728,0.0330284,0.0293614,0.0586827,0.0346472,0.0287772,0.027772,0.0202741,0.0307678,0.00763363,0.0226833,0.055901,0.0567464,0,0,0,0.0604696,0,0.0148851,0.0359695
192,0,0,0,0,0.0400447,0.064035,0,0,0,0.0381295,0,0.00734751,0.0438677,0,0,0.0170595,0,0,0.0411976,0.0567779,0.0321454,0.0238357,0.0218717,0.0767634,0.0383937,0.0473047,0.072138,0.0563889,0.0135402,0.0555823,0.0585155,0.0272629,0.0379429,0.0306357,0.0457414,0.0155113,0.0168154,0.0153733,0,0.0306078,0.0486279,0.0346439,0,0,0.0261484,0,0,0.0265363,0.071067,0.00569163,0.0225436,0.0281124,0.0658618,0.032914,0.0287135,0.0583916,0.0343124,0.0285258,0.0278034,0.0208862,0.0308957,0.0076077,0.0224669,0.0561146,0.0570722,0,0,0,0.0600596,0,0.0147886,0.0357213
193,0,0,0,0,0.0400291,0.0640594,0,0,0,0.0373796,0,0.00955211,0.0429476,0,0,0.0169459,0,0,0.0411185,0.056993,0.0337335,0.0242116,0.0222738,0.0769809,0.039025,0.0480631,0.0725291,0.0563845,0.012975,0.0559587,0.0586016,0.0277754,0.0385685,0.0387672,0.0458993,0.0155328,0.0167474,0.015178,0,0.0304063,0.0491526,0.0347159,0,0,0.026101,0,0,0.0266746,0.0713114,0.00580862,0.0221633,0.0276868,0.065793,0.0329205,0.0283459,0.0581999,0.0339754,0.0282796,0.0277024,0.0212385,0.031073,0.0076276,0.0222917,0.0561712,0.0573023,0,0,0,0.0598133,0,0.0144977,0.0354992
194,0,0,0,0,0.0398236,0.0640445,0,0,0,0.0371518,0,0.0102072,0.0421669,0,0,0.0167907,0,0,0.041015,0.0572264,0.0357353,0.0246367,0.0225541,0.077022,0.0396207,0.0486777,0.0728773,0.0566165,0.0124241,0.0563581,0.0586875,0.0282386,0.0392772,0.0417419,0.0460048,0.0155785,0.0165488,0.0151421,0,0.030305,0.0495216,0.0347837,0,0,0.0258983,0,0,0.0267536,0.071414,0.00598762,0.0216402,0.0275849,0.0654577,0.0330067,0.0283403,0.0582401,0.0337461,0.0282085,0.0276674,0.0214066,0.0312885,0.00761931,0.0221903,0.0561045,0.0573883,0,0,0,0.0599398,0,0.014502,0.0354268
195,0,0,0,0,0.0398884,0.0642281,0,0,0,0.0366736,0,0.0098971,0.0415683,0,0,0.0165318,0,0,0.0409772,0.0573769,0.0373116,0.0252513,0.022927,0.076975,0.0400304,0.0492047,0.0731295,0.0567015,0.0118784,0.056735,0.0587586,0.0285527,0.0401718,0.0421372,0.0461233,0.01561,0.0164002,0.0153641,0,0.0302139,0.0496538,0.0347321,0,0,0.025547,0,0,0.0265331,0.0714857,0.00615897,0.0209892,0.0275697,0.0647891,0.0328741,0.0284454,0.0583747,0.0336668,0.0283824,0.0277009,0.0211945,0.0315578,0.00752371,0.0220698,0.0560217,0.0571344,0,0,0,0.0601172,0,0.0146243,0.0354835
196,0,0,0,0,0.0402668,0.0645734,0,0,0,0.0363537,0,0.0102649,0.0410111,0,0,0.0162583,0,0,0.0411251,0.0574313,0.0386813,0.0260087,0.0234902,0.076789,0.0403134,0.0497423,0.0734288,0.0568362,0.0114509,0.0572193,0.0589548,0.0291993,0.0412981,0.0427976,0.0462629,0.0155254,0.0163876,0.0157621,0,0.0301436,0.0497115,0.0345975,0,0,0.0251805,0,0,0.0264213,0.0715867,0.00643817,0.0202245,0.0275077,0.0642223,0.0324693,0.0284475,0.0585386,0.033619,0.0285829,0.0277451,0.0207141,0.0318727,0.00745808,0.0219831,0.0560536,0.0568759,0,0,0,0.0602952,0,0.0146299,0.0353719
197,0,0,0,0,0.0405209,0.0647663,0,0,0,0.0364722,0,0.0112356,0.0404735,0,0,0.0160693,0,0,0.0412815,0.0575113,0.0400937,0.0267681,0.0239511,0.0766182,0.0406406,0.0502499,0.0737502,0.0568854,0.0112617,0.0579213,0.059293,0.0299787,0.0425005,0.0441004,0.0463996,0.0154947,0.0162753,0.0162317,0,0.0301703,0.0498545,0.0344619,0,0,0.0248564,0,0,0.0265723,0.0717619,0.00691754,0.0195071,0.027177,0.0635938,0.0320144,0.0284024,0.0585074,0.0336452,0.0281235,0.0279925,0.0201544,0.0321925,0.00744582,0.0218618,0.0560433,0.0569242,0,0,0,0.0604039,0,0.01473,0.0353546
198,0,0,0,0,0.04074,0.0646987,0,0,0,0.0366683,0,0.011912,0.0399753,0,0,0.015744,0,0,0.0415774,0.057431,0.0415667,0.0280319,0.0243316,0.0768687,0.0413695,0.0505326,0.0739053,0.0567208,0.0109744,0.0587659,0.0597532,0.0307348,0.0435441,0.0461269,0.0463978,0.0154636,0.0163752,0.0144872,0,0.0302357,0.0494337,0.0342516,0,0,0.0246774,0,0,0.0268809,0.0729927,0.00527077,0.0174668,0.0277495,0.0630196,0.0318334,0.0281472,0.0573105,0.0332996,0.0301982,0.0270497,0.0207834,0.0322744,0.00752913,0.02185,0.055854,0.0575229,0,0,0,0.0589958,0,0.0159013,0
199,0,0,0,0,0.0407643,0.0647002,0,0,0,0.036906,0,0.0122286,0.0392679,0,0,0.0157555,0,0,0.0417871,0.0578037,0.042862,0.0282752,0.0241698,0.0763094,0.0412476,0.0512328,0.0742662,0.056857,0.0114208,0.0590049,0.0597145,0.0310218,0.0441685,0.0481035,0.0466788,0.0156238,0.0161384,0.0169893,0,0.0301685,0.0501866,0.0341295,0,0,0.0243567,0,0,0.0267954,0.0719491,0.00820339,0.0184751,0.0265853,0.0630975,0.0314389,0.0282891,0.0583561,0.0339818,0.0276776,0.0280862,0.0189953,0.0326014,0.00755474,0.0217559,0.0559972,0.0567758,0,0,0,0.0609618,0,0.0184261,0.0354243
200,0,0,0,0,0.0408067,0.0646117,0,0,0,0.0370933,0,0.0127147,0.0387384,0,0,0.0157771,0,0,0.0421148,0.0578627,0.0439521,0.0292351,0.024176,0.0764389,0.041645,0.0517405,0.0744487,0.0567715,0.0116759,0.0589118,0.0594166,0.0309951,0.0444012,0.0500162,0.0467292,0.0156118,0.0161964,0.018826,0,0.0296925,0.050248,0.0339559,0,0,0.0242973,0,0,0.0269525,0.0723054,0.00810553,0.0179354,0.0256398,0.0633071,0.0312687,0.0285213,0.0580164,0.0335091,0.0283879,0.029514,0.0175464,0.0326125,0.00753712,0.0218637,0.0559751,0.0568531,0,0,0,0.0604909,0,0,0.035757
