Timestep,,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RTIBI
65,0,0,0,0,0,0.0274567,0.0596411,0,0,0,0.0401938,0,0.0230807,0.0637414,0,0,0.0231233,0,0,0.0440273,0.0571817,0.0217125,0.0313154,0.026078,0.0551511,0.044674,0.0345742,0.0551419,0.0501623,0.015165,0.0562989,0.0598785,0.034029,0.0327209,0.00878265,0.0319284,0.0136793,0.0193303,0.0264244,0,0.027295,0.0445957,0.0439322,0,0,0.0201183,0,0,0.0233148,0.0755863,0.0215325,0.0163473,0.0283779,0.0555354,0.026781,0.0448364,0.0742629,0.0650226,0.034369,0.0270903,0.0219541,0.0356578,0.0249478,0.0393583,0.00655458,0.0173854,0.0548651,0.0513012,0,0,0,0.00594753
66,0,0,0,0,0,0.0274552,0.0597701,0,0,0,0.0404504,0,0.0231234,0.0636415,0,0,0.0225716,0,0,0.0441624,0.0576492,0.0213658,0.0311873,0.0262622,0.0546947,0.0445788,0.0343513,0.0547184,0.0500059,0.0153878,0.0564228,0.0600606,0.0341564,0.0328316,0.00893169,0.0322191,0.013793,0.0193473,0.0281245,0,0.02746,0.0452622,0.0438773,0,0,0.0199288,0,0,0.0231957,0.0754405,0.0202939,0.0169222,0.0288476,0.0551827,0.026468,0.044226,0.0734777,0.0653241,0.0353074,0.0279093,0.0219882,0.0365776,0.0219527,0.0396479,0.00630504,0.0171757,0.0551572,0.0511416,0,0,0,0.00675428
67,0,0,0,0,0,0.0274553,0.0599326,0,0,0,0.0405937,0,0.0232763,0.0633718,0,0,0.0221291,0,0,0.0439522,0.0582159,0.0211449,0.0306431,0.0264976,0.0538311,0.0439033,0.0343217,0.054364,0.0498532,0.0157091,0.0565003,0.060155,0.0342325,0.0328967,0.0089684,0.0325457,0.0138283,0.0191351,0.0248225,0,0.0308319,0.0466961,0.0440265,0,0,0.0194862,0,0,0.023143,0.0748983,0.0192751,0.0184868,0.0256449,0.0552677,0.0258913,0.0452209,0.070977,0.0650907,0.036669,0.0298798,0.0215323,0.0377386,0.0270568,0.0402144,0.00628042,0.0167028,0.0555711,0.0505687,0,0,0,0.00951606
68,0,0,0,0,0,0.0275119,0.0599716,0,0,0,0.0409648,0,0.023238,0.0627558,0,0,0.0219139,0,0,0.0441498,0.0587447,0.020571,0.0308756,0.0267846,0.053572,0.0442611,0.0341115,0.0538814,0.0495568,0.0159962,0.0566443,0.0603258,0.0343858,0.0330138,0.00925311,0.0326083,0.013601,0.0194118,0.029896,0,0.02895,0.0473546,0.0438173,0,0,0.0193896,0,0,0.0231398,0.0750078,0.0181984,0.0186307,0.0293136,0.0547409,0.0257547,0.0433617,0.0712513,0.0660901,0.0370769,0.0295046,0.0225676,0.0382088,0.0187309,0.0403074,0.00631783,0.0167276,0.0558245,0.050891,0,0,0,0.00875304
69,0,0,0,0,0,0.027535,0.060049,0,0,0,0.0410003,0,0.0234013,0.0622479,0,0,0.0216135,0,0,0.043958,0.0592566,0.0203319,0.0304881,0.027038,0.052942,0.043831,0.0341253,0.0534958,0.0492699,0.0160062,0.0566758,0.0603691,0.0344406,0.0330217,0.009178,0.0328385,0.0136726,0.0191968,0.0263048,0,0.0319183,0.0485224,0.0439831,0,0,0.0189854,0,0,0.0231749,0.0746812,0.0191568,0.0199618,0.0261716,0.0549454,0.0252052,0.0446664,0.068753,0.0657199,0.0380688,0.0311167,0.022861,0.038806,0.0243913,0.0408111,0.00646176,0.0163267,0.0561325,0.0502898,0,0,0,0.0113497
70,0,0,0,0,0,0.0276165,0.0601388,0,0,0,0.0412435,0,0.0234495,0.0615778,0,0,0.0214484,0,0,0.0440857,0.059888,0.0198049,0.0306446,0.0274335,0.052737,0.0441269,0.0341313,0.0530434,0.0489774,0.0162678,0.0567459,0.0604506,0.0345226,0.0330189,0.00929664,0.0329168,0.0136745,0.0192754,0.0306853,0,0.0311662,0.0493733,0.0438579,0,0,0.0188681,0,0,0.0232115,0.0745633,0.0183597,0.0204339,0.0295856,0.0545813,0.0250322,0.0435146,0.0687942,0.0667087,0.0394524,0.0310928,0.0230436,0.0392536,0.01818,0.0409227,0.00665546,0.0162856,0.0564132,0.0504097,0,0,0,0.0109155
71,0,0,0,0,0,0.0276777,0.0602912,0,0,0,0.0411488,0,0.0235573,0.0612874,0,0,0.021271,0,0,0.0440665,0.0602989,0.0193634,0.0305424,0.0278631,0.0525017,0.04415,0.0342564,0.0526741,0.0486292,0.016294,0.0567272,0.0604716,0.0345254,0.0329066,0.00917976,0.0331031,0.0138225,0.0191748,0.0315191,0,0.0324105,0.0499429,0.0438822,0,0,0.0186538,0,0,0.0231782,0.0745369,0.0189244,0.0209656,0.0302224,0.0545191,0.0247587,0.0437457,0.0680922,0.0669,0.0404935,0.0318975,0.0231262,0.0396789,0.0180478,0.0411569,0.00670306,0.0160977,0.0566811,0.050272,0,0,0,0.0117208
72,0,0,0,0,0,0.0275602,0.0602966,0,0,0,0.0410428,0,0.0236205,0.0613699,0,0,0.0211318,0,0,0.0438816,0.0606263,0.0190579,0.0302489,0.0281965,0.0521622,0.0439568,0.0341295,0.0523588,0.0484079,0.0162803,0.0565613,0.0603627,0.0344354,0.0326913,0.0090927,0.0332213,0.0139915,0.0190506,0.0276013,0,0.0352057,0.0503122,0.0441146,0,0,0.0184067,0,0,0.0231493,0.0745018,0.022633,0.0213693,0.0273314,0.0547053,0.0245667,0.0449266,0.0663405,0.0659051,0.0403417,0.0326554,0.0237621,0.0393591,0.0251601,0.0413834,0.00661697,0.015897,0.0567567,0.050057,0,0,0,0.0132419
73,0,0,0,0,0,0.0274245,0.0605797,0,0,0,0.0417397,0,0.0235689,0.0611935,0,0,0.0219783,0,0,0.0434059,0.0608414,0.0177025,0.0299849,0.028987,0.0517935,0.0441292,0.0342398,0.0520415,0.04787,0.0161955,0.0564841,0.0603549,0.0344414,0.0324738,0.010397,0.0329166,0.0144407,0.0183463,0.0273307,0,0.0359095,0.0505986,0.0442054,0,0,0.0188563,0,0,0.0228648,0.0744697,0.0245215,0.0217308,0.0276329,0.0546297,0.024735,0.0446114,0.0659732,0.0657272,0.0403011,0.0326706,0.0236864,0.0391277,0.0260742,0.0414064,0.00703221,0.0152127,0.0570042,0.0498764,0,0,0,0.013262
74,0,0,0,0,0,0.0275404,0.0606049,0,0,0,0.041027,0,0.0236704,0.0616129,0,0,0.0215126,0,0,0.0434066,0.0610776,0.0179191,0.0296771,0.029303,0.0513749,0.043909,0.034057,0.0517345,0.0478487,0.0161369,0.0561806,0.0600121,0.034199,0.032184,0.0097973,0.0331146,0.0145288,0.0185283,0.0267805,0,0.0360587,0.0506881,0.0443996,0,0,0.0187528,0,0,0.0228554,0.0745953,0.0257435,0.021734,0.0278872,0.0545894,0.0247448,0.0442076,0.0655995,0.0653927,0.0403594,0.0327201,0.0232845,0.0389818,0.0274504,0.0413784,0.00688272,0.0153902,0.0570406,0.0497197,0,0,0,0.0132779
75,0,0,0,0,0,0.0278782,0.060402,0,0,0,0.0483711,0,0.0242339,0.0618683,0,0,0.0204641,0,0,0.0435879,0.0604708,0.0222046,0.0295486,0.0311566,0.0517656,0.0433816,0.035997,0.0525852,0.0469254,0.0145496,0.0535541,0.0587246,0.0317516,0.0274885,0.0163373,0.0336326,0.0140267,0.0197289,0.0246079,0,0.0349197,0.0501951,0.0443459,0,0,0.0179171,0,0,0.022977,0.0750214,0.0270022,0.0204595,0.0277212,0.0545065,0.0245398,0.0437659,0.0642366,0.0641948,0.0397916,0.033404,0.0235451,0.038964,0.0315345,0.0417741,0.00701162,0.0161609,0.0566316,0.0500191,0,0,0,0.0143907
76,0,0,0,0,0,0.0279433,0.0606227,0,0,0,0.0465033,0,0.025634,0.0623048,0,0,0.0203341,0,0,0.0435896,0.0604724,0.0189537,0.0292327,0.0309876,0.0514284,0.0431627,0.0357985,0.0525019,0.0469513,0.0145105,0.0538989,0.0581627,0.0321222,0.0292266,0.0167423,0.0336687,0.0140387,0.0196265,0.0257409,0,0.0350409,0.0499343,0.0443684,0,0,0.0179187,0,0,0.023003,0.0750474,0.024157,0.0203479,0.0285441,0.054446,0.0245989,0.0432989,0.0645767,0.0639653,0.0396455,0.0328275,0.0222809,0.0391756,0.0289135,0.0417433,0.0070952,0.0161756,0.0567752,0.0498788,0,0,0,0.0126074
77,0,0,0,0,0,0.0279269,0.0608664,0,0,0,0.0469155,0,0.025573,0.0629045,0,0,0.020314,0,0,0.043438,0.060358,0.0181732,0.0287035,0.0304352,0.0511237,0.0430204,0.0356344,0.0526211,0.0471201,0.0147117,0.0539965,0.0580909,0.0321754,0.0297483,0.0180524,0.0336719,0.0143054,0.0192026,0.0224181,0,0.0353424,0.0497196,0.0444053,0,0,0.0183086,0,0,0.0227844,0.074863,0.0238033,0.0200232,0.0273399,0.0543851,0.0247552,0.043716,0.0645248,0.0632356,0.0386867,0.0321603,0.0218717,0.0385192,0.0328635,0.0416958,0.00726119,0.0158522,0.0569266,0.0496811,0,0,0,0.0117986
78,0,0,0,0,0,0.0279198,0.0609875,0,0,0,0.0490264,0,0.0244132,0.0633337,0,0,0.0201348,0,0,0.0432912,0.0597192,0.0174371,0.0283902,0.0291542,0.0508672,0.0430084,0.0353954,0.0530957,0.0473642,0.0150077,0.0541214,0.0583803,0.0321548,0.030074,0.0204176,0.0337009,0.0142586,0.0191597,0.0247728,0,0.0339088,0.0492094,0.0444448,0,0,0.0183294,0,0,0.0228903,0.0748131,0.0195476,0.0196989,0.0292003,0.0542762,0.0249363,0.0428927,0.0664741,0.0636093,0.0383263,0.0309097,0.0213028,0.0383555,0.0266118,0.0415793,0.00724319,0.0160369,0.0569886,0.0496232,0,0,0,0.00946042
79,0,0,0,0,0,0.0279381,0.0611428,0,0,0,0.0509935,0,0.0231571,0.0635567,0,0,0.0199729,0,0,0.0432107,0.0591274,0.0168792,0.0279568,0.0279364,0.0505881,0.0428981,0.035228,0.053577,0.0475808,0.0152259,0.0542702,0.0587239,0.0321324,0.030405,0.022622,0.0337861,0.0142026,0.0191329,0.0241654,0,0.0337029,0.048705,0.0445544,0,0,0.0183295,0,0,0.0229494,0.0746257,0.0176839,0.0194161,0.0291008,0.0541909,0.0250482,0.0428332,0.0669708,0.0634442,0.0377899,0.0303068,0.0210028,0.0380957,0.0262806,0.041581,0.00727488,0.0160848,0.0570349,0.0495381,0,0,0,0.0084424
80,0,0,0,0,0,0.0279251,0.0613789,0,0,0,0.0533338,0,0.0216675,0.063511,0,0,0.0197713,0,0,0.0432115,0.0585891,0.0163149,0.0273854,0.026478,0.0501634,0.0427816,0.0351281,0.0541202,0.0478351,0.0155036,0.0544742,0.0590542,0.0320964,0.030809,0.0252922,0.0339767,0.014124,0.0191772,0.0227551,0,0.0331619,0.0485952,0.0446213,0,0,0.0182927,0,0,0.0229357,0.0741051,0.0165383,0.0195394,0.0288786,0.0540683,0.0250603,0.042453,0.0669403,0.0632731,0.0374084,0.0300552,0.0207129,0.0376887,0.0263261,0.0416584,0.00732246,0.0160261,0.0571695,0.0495017,0,0,0,0.00796851
81,0,0,0,0,0,0.0279395,0.0616003,0,0,0,0.0557066,0,0.0200074,0.0630631,0,0,0.0195984,0,0,0.0432545,0.0582398,0.0160098,0.026677,0.0249714,0.0496631,0.0426817,0.0350824,0.054734,0.0480242,0.0157322,0.0546719,0.0593423,0.0320279,0.0311613,0.0280452,0.0342363,0.0141568,0.0191258,0.0207684,0,0.0321418,0.0489068,0.0446794,0,0,0.0182127,0,0,0.0228414,0.0734611,0.01564,0.0201352,0.0291947,0.053959,0.0250043,0.0414857,0.0668279,0.063054,0.0370921,0.030196,0.020591,0.0373603,0.025857,0.0418004,0.00736868,0.0158936,0.057321,0.0494451,0,0,0,0.00796598
82,0,0,0,0,0,0.0279484,0.0618569,0,0,0,0.058062,0,0.018266,0.0622873,0,0,0.0194571,0,0,0.0432891,0.058073,0.0162556,0.0258717,0.0236492,0.0492383,0.0426138,0.0351406,0.0554647,0.0481725,0.0159115,0.0548572,0.0597134,0.0318962,0.0314648,0.0306498,0.0344917,0.014275,0.0189924,0.0190416,0,0.0312989,0.049516,0.0447093,0,0,0.0181506,0,0,0.0227132,0.0728249,0.0146126,0.0209479,0.0301917,0.0539149,0.0249054,0.0405907,0.0666048,0.0630075,0.0369522,0.0301569,0.0210893,0.037122,0.0252598,0.041975,0.00738112,0.0157378,0.0574993,0.0493651,0,0,0,0.00848254
83,0,0,0,0,0,0.0279789,0.0620957,0,0,0,0.0623536,0,0.0158228,0.0606418,0,0,0.0195524,0,0,0.043187,0.05795,0.0176534,0.0246294,0.0222653,0.0490113,0.0427164,0.0353227,0.0567276,0.0482438,0.0162691,0.0552303,0.060317,0.0315616,0.0321932,0.0349612,0.0346926,0.0144124,0.0187418,0.0174272,0,0.0310217,0.0502398,0.0447291,0,0,0.0182661,0,0,0.0224957,0.0719861,0.0134733,0.0217826,0.0312327,0.0539966,0.0248489,0.040016,0.066302,0.0631836,0.0368694,0.0297765,0.0221666,0.0368886,0.0256417,0.0421386,0.00745127,0.0154735,0.0577026,0.0492579,0,0,0,0.00932515
84,0,0,0,0,0,0.0279971,0.0622212,0,0,0,0.0629113,0,0.0146331,0.0597227,0,0,0.0194347,0,0,0.0431779,0.0580607,0.0194345,0.0239989,0.0220374,0.0488899,0.0428401,0.0360604,0.0573851,0.0482716,0.0156197,0.0553499,0.0605627,0.0313393,0.0322107,0.0352194,0.0348417,0.0143989,0.018861,0.0165266,0,0.0310083,0.0508817,0.0448265,0,0,0.0182956,0,0,0.0224309,0.0716087,0.0123345,0.022351,0.0321222,0.05436,0.0249245,0.0390217,0.0656428,0.063241,0.0371141,0.0295832,0.0234648,0.0369501,0.0257588,0.0421153,0.00740655,0.0155426,0.057871,0.0491635,0,0,0,0.0103422
85,0,0,0,0,0,0.0279722,0.0622841,0,0,0,0.0640354,0,0.0132167,0.0584029,0,0,0.0193715,0,0,0.043221,0.0580226,0.022078,0.0231418,0.0216955,0.0490125,0.0429409,0.036696,0.0584074,0.0483706,0.0146814,0.0555533,0.0608814,0.0309622,0.03234,0.0358646,0.0349322,0.0143522,0.0189889,0.0153533,0,0.0309151,0.0513397,0.0448552,0,0,0.0183453,0,0,0.0224416,0.0712903,0.0112826,0.0225511,0.0322641,0.0549125,0.0251088,0.0378797,0.065097,0.0630141,0.0368147,0.0294687,0.0241172,0.0369899,0.0264309,0.0419518,0.00734431,0.0157596,0.0580514,0.049111,0,0,0,0.01101
86,0,0,0,0,0,0.0271107,0.0623883,0,0,0,0.0563512,0,0.00729435,0.0568297,0,0,0.0200445,0,0,0.0431626,0.0587862,0.026126,0.021148,0.0227592,0.0485886,0.0427543,0.0353364,0.0569569,0.0481148,0.0155841,0.0585192,0.0635717,0.0334137,0.0352894,0.0267662,0.0343212,0.0143615,0.0191846,0.0160569,0,0.0303014,0.0512802,0.045667,0,0,0.0175694,0,0,0.0235409,0.0714406,0.0104114,0.0237496,0.031262,0.0563231,0.0255472,0.0380776,0.0655393,0.0626717,0.0360372,0.0287098,0.0244604,0.0362753,0.0250965,0.0415677,0.00653638,0.0161562,0.058623,0.0486555,0,0,0,0.0109129
87,0,0,0,0,0,0.0279142,0.0622146,0,0,0,0.0645561,0,0.011989,0.0556725,0,0,0.0194122,0,0,0.0434519,0.0577442,0.0279208,0.0213196,0.0212422,0.0504927,0.0432827,0.0378834,0.0606361,0.0489648,0.0133162,0.055603,0.0612911,0.0295624,0.0320905,0.0355468,0.0348062,0.0142528,0.0194172,0.0145843,0,0.0292846,0.0513598,0.0447956,0,0,0.0184207,0,0,0.0225823,0.0716356,0.0100577,0.0216748,0.0319889,0.055596,0.0257404,0.0369456,0.0645722,0.0616907,0.0346615,0.0290685,0.0229168,0.036416,0.0268743,0.0412764,0.00716716,0.0166195,0.0586243,0.0491644,0,0,0,0.00937234
88,0,0,0,0,0,0.0279586,0.0621199,0,0,0,0.0636276,0,0.0125198,0.0542702,0,0,0.0195228,0,0,0.0436775,0.0574603,0.0302003,0.0204527,0.0213497,0.0521257,0.0435893,0.0385619,0.0615289,0.0493889,0.0129756,0.0552777,0.0611271,0.0285509,0.0316492,0.0345559,0.0345671,0.0141796,0.0198733,0.0146698,0,0.0284052,0.0508954,0.0447316,0,0,0.018503,0,0,0.022716,0.072001,0.00997494,0.0211039,0.0318842,0.0554565,0.0261247,0.0373319,0.0645543,0.0609291,0.0337669,0.0286779,0.0220453,0.035895,0.0269506,0.0408688,0.00704559,0.0172443,0.0586646,0.0492134,0,0,0,0.00810881
89,0,0,0,0,0,0.0280699,0.0619804,0,0,0,0.0616858,0,0.0129628,0.0524404,0,0,0.0197804,0,0,0.0439497,0.0571246,0.0318326,0.0196566,0.0216871,0.0545171,0.0439565,0.0392521,0.0623061,0.0498571,0.0123046,0.0547859,0.0605906,0.0273814,0.0316455,0.0323955,0.0342834,0.014048,0.0204621,0.0145487,0,0.0282298,0.0501818,0.0446797,0,0,0.0186598,0,0,0.0228648,0.0721949,0.010089,0.0207238,0.0319595,0.0553143,0.0265772,0.0377798,0.0645998,0.0601714,0.033087,0.0281084,0.0215683,0.035074,0.0271101,0.0403904,0.00688979,0.0179116,0.0586257,0.0493663,0,0,0,0.0071932
90,0,0,0,0,0,0.0282157,0.0618141,0,0,0,0.0590157,0,0.0126567,0.0508265,0,0,0.0202307,0,0,0.0443216,0.0565625,0.0323654,0.0191612,0.0215285,0.0571365,0.0444568,0.0400597,0.0629986,0.0504569,0.0116891,0.0544409,0.0600068,0.0265734,0.0320501,0.0283388,0.033939,0.014015,0.0211346,0.0139363,0,0.0283492,0.0495614,0.044643,0,0,0.0188798,0,0,0.0230545,0.072012,0.0100008,0.0208323,0.0317104,0.0552628,0.027162,0.0378855,0.0644278,0.0603355,0.0325716,0.0276427,0.0213118,0.0343351,0.0270224,0.0397944,0.00674731,0.0186179,0.0586087,0.0496195,0,0,0,0.00696367
91,0,0,0,0,0,0.0282419,0.0617479,0,0,0,0.0555494,0,0.0117941,0.0490931,0,0,0.020997,0,0,0.0446724,0.0560628,0.0328786,0.0186832,0.0212745,0.0596863,0.045133,0.0410269,0.0638967,0.0510941,0.0112825,0.0545964,0.059642,0.0264376,0.0332386,0.0229752,0.0335855,0.0142202,0.0215537,0.0133516,0,0.0284084,0.0490332,0.0446222,0,0,0.0199462,0,0,0.0226665,0.0712644,0.00949972,0.0214942,0.0312204,0.0553841,0.0280039,0.0374649,0.0642297,0.0606496,0.0320661,0.0274282,0.0210976,0.0340817,0.026577,0.0391175,0.00678253,0.0185897,0.0586308,0.0499128,0,0,0,0.0072774
92,0,0,0,0,0,0.0283359,0.0615894,0,0,0,0.0522743,0,0.0114143,0.047754,0,0,0.0215347,0,0,0.0450547,0.0555695,0.0332534,0.0185126,0.020872,0.0617253,0.0456982,0.0422967,0.065117,0.0518896,0.0113221,0.0551877,0.0596172,0.026846,0.0347819,0.0163643,0.0334218,0.0143271,0.0220479,0.013019,0,0.0284986,0.0488457,0.0445378,0,0,0.0200152,0,0,0.0228688,0.0704078,0.00857326,0.0225352,0.0306601,0.0555362,0.0284877,0.0367126,0.0641059,0.061079,0.0318419,0.0274038,0.0213967,0.0342531,0.0260924,0.0386329,0.0067988,0.0190579,0.0585773,0.0502448,0,0,0,0.00796234
93,0,0,0,0,0,0.0283635,0.0614541,0,0,0,0.0496931,0,0.0116026,0.046289,0,0,0.0219044,0,0,0.0452157,0.0553518,0.0341364,0.0183475,0.0210291,0.0632415,0.0461669,0.0437775,0.0664277,0.0525273,0.0114119,0.0558448,0.0596236,0.0273658,0.0365386,0.00931192,0.0334308,0.0142491,0.0224507,0.0123269,0,0.0287724,0.0488654,0.0444439,0,0,0.0197519,0,0,0.0232963,0.0693965,0.00751109,0.0237707,0.0301923,0.0558478,0.0286478,0.035919,0.064171,0.0616831,0.0318718,0.027487,0.0221101,0.0344857,0.0261485,0.038367,0.00673787,0.0195786,0.0584912,0.0506192,0,0,0,0.00893049
94,0,0,0,0,0,0.0282663,0.0614151,0,0,0,0.0476341,0,0.012112,0.0451414,0,0,0.0221411,0,0,0.0452409,0.0552168,0.0342829,0.0183854,0.0213559,0.0639892,0.0465786,0.0453408,0.0677168,0.053009,0.0112596,0.0562706,0.0594962,0.0276329,0.0377928,0.00481831,0.0335742,0.0142537,0.0226118,0.0117267,0,0.0289542,0.0491754,0.0443965,0,0,0.0201812,0,0,0.0233505,0.0686218,0.00648031,0.0247615,0.0300684,0.0560885,0.0289207,0.0350309,0.0640701,0.0621211,0.0320018,0.0275606,0.0229149,0.0346369,0.0262434,0.0381138,0.00686519,0.0195359,0.0585649,0.0510206,0,0,0,0.00979355
95,0,0,0,0,0,0.0281605,0.061434,0,0,0,0.0450423,0,0.0127372,0.0441092,0,0,0.0221969,0,0,0.0451771,0.0552005,0.0341828,0.0185649,0.021789,0.0642919,0.0468758,0.0470326,0.0689679,0.0532794,0.0111264,0.0563134,0.0591056,0.0276132,0.0384507,0.0123409,0.0337778,0.0143142,0.0226031,0.0110931,0,0.02885,0.0495964,0.0444408,0,0,0.0204585,0,0,0.0235151,0.0682493,0.00579699,0.02545,0.0299877,0.0562475,0.0290864,0.0341856,0.0637014,0.0621585,0.0318701,0.0275393,0.0235047,0.034734,0.026727,0.0379682,0.00689083,0.0196001,0.0586968,0.0513649,0,0,0,0.0102293
96,0,0,0,0,0,0.0280452,0.0615231,0,0,0,0.0420335,0,0.0137527,0.0432196,0,0,0.0221255,0,0,0.0450123,0.0553154,0.0352883,0.0188409,0.0220604,0.0644411,0.0470704,0.0486848,0.070076,0.0533696,0.0111081,0.0563447,0.0588099,0.027766,0.0388929,0.0225264,0.0339496,0.0143334,0.0225018,0.0104706,0,0.0287089,0.0499741,0.0445631,0,0,0.0207687,0,0,0.0236509,0.0682229,0.00581442,0.025876,0.0299707,0.0562773,0.0292992,0.0334804,0.0633014,0.06187,0.0315792,0.0273909,0.0238177,0.0347398,0.0275446,0.0378641,0.00691374,0.0196084,0.0588359,0.0515646,0,0,0,0.0102297
97,0,0,0,0,0,0.0279807,0.0616657,0,0,0,0.0404301,0,0.0152506,0.0425848,0,0,0.022016,0,0,0.0447884,0.055388,0.0381397,0.0192445,0.0221363,0.0646637,0.0471917,0.0499485,0.071025,0.0534894,0.0112292,0.0567338,0.0587921,0.0282301,0.0394894,0.0305956,0.0340109,0.0142692,0.0223748,0.00999051,0,0.0286215,0.0503101,0.0447108,0,0,0.0209804,0,0,0.0237295,0.0683493,0.0062605,0.0261338,0.0301001,0.0560414,0.0295642,0.0333101,0.0631441,0.0615539,0.0312874,0.0272243,0.0238564,0.0346525,0.0283846,0.0377935,0.0069306,0.0196335,0.0589534,0.0516952,0,0,0,0.00992332
98,0,0,0,0,0,0.0279796,0.0618467,0,0,0,0.0390988,0,0.0161079,0.0421236,0,0,0.0218841,0,0,0.0446353,0.0551732,0.0414863,0.0197171,0.0222583,0.0649982,0.0472633,0.0507688,0.0717497,0.0537966,0.0113604,0.0570598,0.0587531,0.0285878,0.0403958,0.0352482,0.0339765,0.0141858,0.022234,0.0097781,0,0.0285076,0.0505865,0.0448116,0,0,0.021004,0,0,0.0237749,0.0685039,0.00672912,0.026145,0.0297997,0.0556013,0.0298659,0.0334338,0.0632489,0.0613434,0.0310644,0.0271472,0.0235373,0.034581,0.0289542,0.0377342,0.00699498,0.0197049,0.0589901,0.051785,0,0,0,0.00964767
99,0,0,0,0,0,0.0279967,0.0619574,0,0,0,0.0369039,0,0.0162424,0.0416157,0,0,0.0218786,0,0,0.0446631,0.0547,0.0444033,0.0204758,0.0227117,0.0655962,0.0476387,0.0512718,0.0721722,0.0540851,0.0111241,0.0574544,0.0589086,0.0289563,0.0416901,0.0386388,0.0338423,0.0141114,0.0222891,0.00786232,0,0.028855,0.0504106,0.0448088,0,0,0.0211361,0,0,0.0238747,0.069661,0.00532875,0.0244752,0.0293336,0.0548774,0.0302809,0.0335343,0.0620329,0.0599183,0.0305238,0,0.0222709,0.0361406,0.0319698,0.0375821,0.00704203,0.019901,0.0588895,0.0521493,0,0,0,0.0104709
100,0,0,0,0,0,0.0280318,0.0620598,0,0,0,0.0355079,0,0.0163325,0.0411748,0,0,0.0217466,0,0,0.0446518,0.0545319,0.0467084,0.0210392,0.0231557,0.0657188,0.0476347,0.0519046,0.0726816,0.054453,0.0109859,0.0581767,0.0592794,0.0295422,0.0430358,0.0416952,0.0337827,0.0140659,0.0221773,0.00773855,0,0.0288961,0.05093,0.0448083,0,0,0.0211768,0,0,0.0239751,0.0695874,0.00587171,0.0230281,0.0290968,0.0544094,0.0305773,0.0338111,0.062272,0.0599131,0.0304301,0,0.0219358,0.0359609,0.0321143,0.0375621,0.00710811,0.0200079,0.05886,0.0520219,0,0,0,0.0107768
101,0,0,0,0,0,0.0280622,0.0622261,0,0,0,0.0355285,0,0.0165102,0.0412612,0,0,0.0211619,0,0,0.0444436,0.0549926,0.0482426,0.020398,0.0231261,0.064858,0.0463471,0.052551,0.0734508,0.0551657,0.0115986,0.0587794,0.0595354,0.0302006,0.0440768,0.0438747,0.0341044,0.0141615,0.0214784,0.00879331,0,0.0270278,0.0531386,0.044921,0,0,0.020693,0,0,0.0240077,0.0667645,0.0104013,0.0258071,0.0279438,0.0546354,0.0304687,0.0347448,0.0649292,0,0.0324791,0,0.0215905,0.0335264,0.0312369,0.0379952,0.00709369,0.0199572,0.0590204,0.0508457,0,0,0,0.00943258
102,0,0,0,0,0,0.0281257,0.0620571,0,0,0,0.0358049,0,0.0166444,0.0400926,0,0,0.0214232,0,0,0.0447906,0.0550303,0.0495168,0.0217658,0.0236909,0.0655186,0.0471433,0.0530995,0.0737115,0.0550182,0.0114261,0.0596765,0.060056,0.0311394,0.0453238,0.0461692,0.0340093,0.0142635,0.0216574,0.0106266,0,0.0280327,0.0523095,0.04466,0,0,0.0208933,0,0,0.0240298,0.0682624,0.00820501,0.0242441,0.0284413,0.0539007,0.0305806,0.0338264,0.0636595,0.0614903,0.0306859,0.0275119,0.0234942,0.0344931,0.0279449,0.0379113,0.00713629,0.0199403,0.0587743,0.0514238,0,0,0,0.0108772
103,0,0,0,0,0,0.0281865,0.0619264,0,0,0,0.03598,0,0.016803,0.039408,0,0,0.021377,0,0,0.0450274,0.0552941,0.0498703,0.022255,0.0236913,0.0653642,0.0470855,0.0540184,0.074135,0.0551734,0.0116835,0.0599442,0.0601402,0.0315436,0.045996,0.0472887,0.0341749,0.0142756,0.0216422,0.0110854,0,0.0279054,0.0526881,0.0445999,0,0,0.020778,0,0,0.0241878,0.0682483,0.00825486,0.0248897,0.0283143,0.0537797,0.0305397,0.0334174,0.063425,0.0620137,0.0308035,0.0272289,0.0236778,0.0346196,0.027253,0.0380088,0.00715139,0.020011,0.0587709,0.0513598,0,0,0,0.0107217
