Timestep,,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70
All Timesteps RMSE,0,0,0,0,0,0.0344547,0.0582584,0,0,0,0.0362728,0,0.0220494,0.0529273,0,0,0.0195774,0,0,0.0426245,0.0566316,0.0375876,0.0319295,0.0230181,0.058988,0.0405455,0.0491711,0.0679603,0.0512422,0.0220913,0.0564417,0.0593233,0.031573,0.0373721,0.0377878,0.0358492,0.0138439,0.0189147,0.0276884,0,0.0237142,0.0557004,0.039926,0,0,0.02002,0,0,0.0242798,0.0713776,0.0267034,0.0190099,0.037746,0.0496033,0.0266169,0.0310853,0.0551887,0.0984698,0.0233013,0.0320663,0.0097249,0.0301449,0.0310371,0.03784,0.00714978,0.0173222,0.0503573,0.0539513,0,0,0
0,0,0,0,0,0,0.0347877,0.0574995,0,0,0,0.0375241,0,0.0118207,0.0523958,0,0,0.0203467,0,0,0.0420458,0.0582354,0.0335247,0.0204504,0.0198718,0.0560301,0.039757,0.0388768,0.0630116,0.0497663,0.0126176,0.0533797,0.0579602,0.0257485,0.0331856,0.0211208,0.0348738,0.0135924,0.0192081,0.0188619,0,0.023311,0.0513116,0.0405963,0,0,0.0201164,0,0,0.0238081,0.0669604,0.0140849,0.0172581,0.0428197,0.0522931,0.0260441,0.0273873,0.0508811,0.0960694,0.0233444,0.0247767,0.00529915,0.032048,0.0252585,0.0368686,0.00669479,0.0171884,0.0503579,0.05656,0,0,0
1,0,0,0,0,0,0.0348838,0.0575799,0,0,0,0.035759,0,0.0118165,0.0511827,0,0,0.0204828,0,0,0.0422602,0.0575758,0.0344552,0.0207964,0.0201224,0.0570759,0.0401541,0.0403213,0.0642051,0.0506574,0.0124804,0.0543126,0.058416,0.0263651,0.0352421,0.0242671,0.0345695,0.0136143,0.0194588,0.0183896,0,0.0233934,0.0513928,0.0403303,0,0,0.0207588,0,0,0.02403,0.0667118,0.0140097,0.0178035,0.0427634,0.0526063,0.0270404,0.0272723,0.0507294,0.0961674,0.0232129,0.0246124,0.00551818,0.0317229,0.0255235,0.0362461,0.00668039,0.017833,0.051067,0.0565284,0,0,0
2,0,0,0,0,0,0.0349307,0.0574595,0,0,0,0.034139,0,0.0120166,0.0502857,0,0,0.0206788,0,0,0.0424084,0.0571857,0.0355838,0.0211516,0.0203945,0.0585582,0.0407033,0.0415438,0.0653173,0.0517068,0.0126387,0.055097,0.0587472,0.0268413,0.0367489,0.0297564,0.03444,0.0135448,0.0198406,0.017943,0,0.0232742,0.0515659,0.0402414,0,0,0.0212877,0,0,0.0241183,0.0667367,0.0138345,0.0184172,0.0424894,0.0529402,0.0279236,0.0269488,0.0509931,0.0962423,0.0231459,0.0246063,0.00549511,0.0316088,0.0256943,0.0356956,0.00664025,0.0184397,0.051548,0.0563751,0,0,0
3,0,0,0,0,0,0.0349548,0.0573667,0,0,0,0.0322407,0,0.0123874,0.0492095,0,0,0.0208829,0,0,0.0425484,0.0569749,0.0371263,0.0214122,0.0208287,0.0602096,0.0412959,0.0427378,0.0662733,0.0524583,0.012714,0.0556451,0.0589256,0.0272688,0.0378264,0.0369333,0.0344641,0.0135253,0.0201355,0.0173523,0,0.0231715,0.0516765,0.0401218,0,0,0.0216339,0,0,0.0241225,0.0668896,0.0140821,0.0189466,0.0421455,0.0530964,0.0288019,0.0266555,0.0512176,0.0963089,0.0231031,0.0246664,0.00549607,0.0315825,0.0259888,0.0352974,0.00661413,0.0188652,0.0518517,0.0562311,0,0,0
4,0,0,0,0,0,0.0349817,0.0573127,0,0,0,0.0307707,0,0.0133788,0.0480107,0,0,0.0210148,0,0,0.0427509,0.0568128,0.0398752,0.0216643,0.0212648,0.0616023,0.0418306,0.0440513,0.0671497,0.0527888,0.0126348,0.0561063,0.0591043,0.0278537,0.0385498,0.0466616,0.0346061,0.0136624,0.0202112,0.0165593,0,0.0231432,0.0518947,0.0399802,0,0,0.021838,0,0,0.0240963,0.0670535,0.0146117,0.0191712,0.0417668,0.0529733,0.029481,0.0264941,0.0512829,0.0963539,0.0230218,0.0248418,0.00552077,0.0316447,0.0262862,0.0350435,0.00659579,0.0191235,0.0518891,0.0562311,0,0,0
5,0,0,0,0,0,0.0350194,0.0574036,0,0,0,0.0312245,0,0.0155184,0.0467847,0,0,0.021124,0,0,0.0428714,0.0568674,0.0443511,0.0219197,0.0217939,0.0623872,0.0421602,0.0454005,0.067989,0.0529757,0.0124551,0.0567568,0.0593607,0.0287407,0.0394244,0.0598178,0.034647,0.0137514,0.0202411,0.0157778,0,0.0232156,0.0523071,0.03985,0,0,0.0218927,0,0,0.0241435,0.067125,0.0148301,0.0193376,0.0414757,0.0527581,0.0299399,0.0262981,0.0513799,0.0964352,0.0228377,0.0250703,0.00559334,0.0316897,0.026842,0.0349397,0.00667171,0.0192375,0.0516956,0.0563305,0,0,0
6,0,0,0,0,0,0.0350424,0.057629,0,0,0,0.0330731,0,0.0175885,0.0458565,0,0,0.0210938,0,0,0.0429459,0.056899,0.0493725,0.0222573,0.0223065,0.0624363,0.0422829,0.0464942,0.0687818,0.053325,0.0122627,0.0573659,0.0595833,0.0295164,0.0404767,0.072178,0.034676,0.013792,0.0202363,0.0152428,0,0.023268,0.0528384,0.0397863,0,0,0.0218205,0,0,0.0242874,0.0671489,0.0148026,0.0194107,0.0412465,0.0524776,0.0301902,0.0261768,0.0515091,0.0965361,0.022616,0.0251764,0.00578054,0.0315809,0.0273244,0.034994,0.00679559,0.0192843,0.0515306,0.0564397,0,0,0
7,0,0,0,0,0,0.03505,0.0579092,0,0,0,0.0354737,0,0.0179366,0.0451113,0,0,0.0209787,0,0,0.0429946,0.0568925,0.0537444,0.0225878,0.0227649,0.0620574,0.0422788,0.0473015,0.069301,0.0535939,0.0120194,0.0577753,0.0596407,0.0296817,0.0415289,0.0797462,0.0347597,0.0138439,0.0201524,0.0149742,0,0.0233282,0.0532622,0.0397657,0,0,0.0216476,0,0,0.024481,0.0671984,0.0148428,0.0195139,0.0412284,0.052088,0.0301738,0.0261542,0.0516481,0.096726,0.0226275,0.0251042,0.00583395,0.031448,0.0276555,0.0352177,0.00689204,0.019275,0.0514283,0.0565715,0,0,0
8,0,0,0,0,0,0.0350267,0.0581431,0,0,0,0.0386444,0,0.0177867,0.0445371,0,0,0.0207859,0,0,0.0429727,0.0568888,0.0568761,0.0229273,0.0231276,0.0615509,0.0420812,0.0480112,0.0695754,0.0538988,0.0119374,0.0583194,0.0598584,0.029872,0.0426751,0.0834364,0.0349399,0.0138788,0.0200245,0.014981,0,0.0233794,0.0536902,0.0397825,0,0,0.0213387,0,0,0.0246699,0.0673011,0.0148862,0.0197453,0.0411156,0.0516754,0.0300499,0.0262337,0.0518649,0.0969422,0.0228239,0.024914,0.00577062,0.031523,0.0276734,0.0355531,0.00692239,0.0192525,0.0514746,0.056783,0,0,0
9,0,0,0,0,0,0.0350295,0.0583477,0,0,0,0.0413529,0,0.0180391,0.0442011,0,0,0.0205261,0,0,0.042956,0.0569093,0.0588592,0.0233283,0.0235028,0.0610827,0.0418769,0.0485581,0.0699177,0.054159,0.0120448,0.0590477,0.0602025,0.0303788,0.0438743,0.0856807,0.0351814,0.0138866,0.0198491,0.0151167,0,0.0234101,0.0541475,0.0397895,0,0,0.0209336,0,0,0.024848,0.0674676,0.0149371,0.0199926,0.0408164,0.0512734,0.0298996,0.0261952,0.052069,0.0971607,0.0230948,0.0247804,0.00573165,0.0316246,0.0274352,0.0359677,0.00698478,0.0190779,0.0515797,0.0569678,0,0,0
10,0,0,0,0,0,0.0354149,0.0583467,0,0,0,0.0329046,0,0.0275802,0.0433918,0,0,0.0201604,0,0,0.0429734,0.0565943,0.0656577,0.0249557,0.0261896,0.0614605,0.0422923,0.0494998,0.0723307,0.0564945,0.0112026,0.0590226,0.057657,0.0315187,0.048353,0.0733582,0.0358446,0.0136582,0.0198168,0.0159087,0,0.0240368,0.0555263,0.0394217,0,0,0.020947,0,0,0.0243761,0.0673306,0.0145258,0.0197957,0.0405412,0.050346,0.0293287,0.0254689,0.0527821,0.0972478,0.0229694,0.0259175,0.00656728,0.0313548,0.0254489,0.0365113,0.00771134,0.0187398,0.0512892,0.0575032,0,0,0
11,0,0,0,0,0,0.035461,0.0583717,0,0,0,0.0324532,0,0.0276079,0.0432313,0,0,0.0200086,0,0,0.0429572,0.0566794,0.0654327,0.0253949,0.0263057,0.0612389,0.0422062,0.0503741,0.0727008,0.0565486,0.011518,0.0594677,0.0577435,0.0319175,0.0492744,0.0733322,0.0359441,0.0136621,0.0196474,0.0162511,0,0.0241174,0.0560467,0.0394462,0,0,0.020612,0,0,0.0245088,0.0675713,0.0146862,0.020003,0.0404643,0.0500084,0.0292089,0.0252844,0.0524948,0.0973181,0.0229883,0.0260967,0.00664637,0.0315286,0.0249272,0.0368829,0.00785831,0.0185231,0.0512566,0.0575747,0,0,0
12,0,0,0,0,0,0.0354068,0.058285,0,0,0,0.031838,0,0.0273427,0.0428814,0,0,0.0198699,0,0,0.0429073,0.0567395,0.0645729,0.0258142,0.0262694,0.0611756,0.0419635,0.050746,0.0731641,0.0564997,0.0119489,0.0595353,0.0576451,0.0319823,0.0496749,0.0725936,0.0361083,0.0136487,0.0194592,0.0166601,0,0.0242649,0.0564823,0.0395553,0,0,0.0203672,0,0,0.0245329,0.0677807,0.0149058,0.0201412,0.0404026,0.0498905,0.0292578,0.0252199,0.0518979,0.0973217,0.0228698,0.0263108,0.00684362,0.0317555,0.0242512,0.0371179,0.0078526,0.0184125,0.0510871,0.0574068,0,0,0
13,0,0,0,0,0,0.0353898,0.0581152,0,0,0,0.0313761,0,0.0270838,0.0423304,0,0,0.0197538,0,0,0.0428425,0.0568449,0.0633838,0.0263253,0.0260345,0.0612015,0.0417581,0.0510552,0.0736811,0.056372,0.0126055,0.0592245,0.057352,0.0316728,0.0495575,0.0712407,0.0362434,0.0135706,0.0194518,0.0170098,0,0.0241162,0.0569443,0.0396141,0,0,0.0202306,0,0,0.0244577,0.0678983,0.0152844,0.0198768,0.0404,0.0498658,0.0294121,0.0252051,0.0512709,0.0973392,0.0228475,0.0264712,0.00683418,0.0319862,0.0235292,0.0371899,0.00784302,0.0183995,0.0507718,0.057326,0,0,0
14,0,0,0,0,0,0.0353567,0.0578965,0,0,0,0.0309085,0,0.0269768,0.0417825,0,0,0.0196475,0,0,0.0428426,0.0570676,0.0622195,0.0268197,0.0257263,0.0613481,0.0416563,0.0517486,0.0742516,0.0562341,0.0133788,0.0586505,0.0567963,0.0312186,0.0490921,0.069574,0.0363394,0.0134245,0.0196053,0.017486,0,0.0240406,0.0572474,0.0396777,0,0,0.0201771,0,0,0.0243393,0.0680574,0.0158303,0.019855,0.0405222,0.0498834,0.0296031,0.0252152,0.0507059,0.0974021,0.022977,0.0265735,0.00684659,0.0322207,0.022666,0.0371672,0.00779284,0.018441,0.0506928,0.0571021,0,0,0
15,0,0,0,0,0,0.0355689,0.0575342,0,0,0,0.0305838,0,0.0265583,0.040993,0,0,0.0195452,0,0,0.0427315,0.0576008,0.0608168,0.0275667,0.0251472,0.0617808,0.0417774,0.0530493,0.0747415,0.0560412,0.0145137,0.058047,0.056192,0.0306762,0.0482718,0.0680324,0.0365943,0.0133546,0.0197563,0.0181287,0,0.0242923,0.0577248,0.0395878,0,0,0.020456,0,0,0.0239912,0.0681858,0.0161641,0.0197249,0.0407032,0.0498187,0.0297714,0.0251196,0.0503188,0.0974537,0.0229839,0.0268755,0.00721935,0.0322485,0.0215662,0.0370049,0.0077658,0.0187527,0.0507034,0.0570411,0,0,0
16,0,0,0,0,0,0.0349106,0.0576005,0,0,0,0.0362697,0,0.0193557,0.0411728,0,0,0.0198035,0,0,0.0428487,0.0579104,0.0557873,0.0270101,0.0228873,0.0612057,0.0409685,0.0540493,0.0738461,0.0542362,0.0168086,0.0584546,0.0581157,0.0301234,0.0452722,0.0767445,0.0359995,0.0133824,0.0196443,0.0186623,0,0.0236059,0.0571267,0.0402342,0,0,0.0199297,0,0,0.0247399,0.0685118,0.0168432,0.0203504,0.040424,0.0506187,0.030198,0.0258908,0.0498341,0.0977493,0.0230607,0.0262943,0.00701742,0.0325066,0.0213487,0.0368833,0.00693205,0.01896,0.0508446,0.0561431,0,0,0
17,0,0,0,0,0,0.0348418,0.057492,0,0,0,0.0353742,0,0.0196406,0.0408474,0,0,0.0199016,0,0,0.0428247,0.0579997,0.0555261,0.0277707,0.0225409,0.0615965,0.0409626,0.0550982,0.0747368,0.0541303,0.0178469,0.0581245,0.0577718,0.0298463,0.0449615,0.0746649,0.036075,0.0134114,0.019569,0.0192624,0,0.023146,0.0574771,0.0402948,0,0,0.0200994,0,0,0.0247368,0.068629,0.0171312,0.0202796,0.0404436,0.0507077,0.0304339,0.026019,0.0497886,0.0978176,0.022988,0.0264761,0.00724204,0.0325402,0.0204798,0.0368196,0.00687267,0.0191643,0.0506615,0.0557865,0,0,0
18,0,0,0,0,0,0.0347955,0.0573823,0,0,0,0.0347888,0,0.0199197,0.040705,0,0,0.0199824,0,0,0.0427895,0.0580367,0.0555258,0.0285702,0.0224335,0.0620937,0.0409735,0.0562519,0.0756063,0.0539946,0.0188723,0.0579901,0.0576251,0.029775,0.0449548,0.0731415,0.0361365,0.0134372,0.0195686,0.0195683,0,0.0228482,0.0579276,0.040371,0,0,0.0202385,0,0,0.0247759,0.0687807,0.0175284,0.0202378,0.04044,0.0506859,0.0306489,0.026012,0.0497981,0.0979533,0.0229902,0.0266637,0.00758423,0.0326339,0.0198384,0.036769,0.006925,0.0193196,0.0508009,0.0554399,0,0,0
19,0,0,0,0,0,0.0347586,0.0573059,0,0,0,0.0344229,0,0.0200345,0.0406934,0,0,0.0200712,0,0,0.0427717,0.0580281,0.0555038,0.0294355,0.0225495,0.0627036,0.0409625,0.0575127,0.0764808,0.0538794,0.0198017,0.0580462,0.0576218,0.029808,0.0451982,0.0717895,0.0361767,0.0134515,0.0196331,0.019745,0,0.022838,0.0583993,0.0403924,0,0,0.020328,0,0,0.0248788,0.0689774,0.0178762,0.020125,0.0401972,0.0505521,0.030806,0.026036,0.0498116,0.0980628,0.0228537,0.0267776,0.00754379,0.0327042,0.019345,0.0367409,0.00699918,0.0194267,0.0510129,0.0551732,0,0,0
20,0,0,0,0,0,0.0346995,0.0572552,0,0,0,0.0341426,0,0.0201271,0.0407686,0,0,0.0201599,0,0,0.0427215,0.057938,0.0552343,0.0303227,0.0227581,0.063269,0.0408357,0.0584835,0.0774534,0.0537613,0.0205912,0.058299,0.0578064,0.0299907,0.0454151,0.0704094,0.036242,0.0135478,0.0194917,0.0200039,0,0.0227906,0.0589124,0.0404004,0,0,0.0203589,0,0,0.0249427,0.0691731,0.0182001,0.0200061,0.0400032,0.0503302,0.0309339,0.0260179,0.049805,0.0980206,0.0227609,0.0268568,0.00732173,0.0327419,0.0189102,0.036734,0.00700227,0.0194555,0.0512986,0.0549531,0,0,0
21,0,0,0,0,0,0.0346134,0.057263,0,0,0,0.0338676,0,0.020176,0.0408102,0,0,0.0202217,0,0,0.0425966,0.0578113,0.0549107,0.0311655,0.0229518,0.0637114,0.0405595,0.0595656,0.0784163,0.0537724,0.0215516,0.0586974,0.0581413,0.0303078,0.0456965,0.0692698,0.0362499,0.0136921,0.0191216,0.0201804,0,0.022741,0.0594551,0.0403973,0,0,0.0203637,0,0,0.0249815,0.0693894,0.0185324,0.0201337,0.0400042,0.050047,0.0310357,0.0258571,0.0496441,0.0979477,0.0227853,0.0269623,0.00759234,0.0327131,0.0184515,0.0367572,0.00706071,0.0194106,0.0515465,0.0547506,0,0,0
22,0,0,0,0,0,0.0345345,0.0573698,0,0,0,0.0336924,0,0.0200586,0.0409199,0,0,0.0202194,0,0,0.0425032,0.0577132,0.0545853,0.0319668,0.0230444,0.0640299,0.0403852,0.0605418,0.0793795,0.0538082,0.0226051,0.0591676,0.0585776,0.030767,0.0461026,0.0684044,0.0361828,0.013782,0.0188957,0.0202621,0,0.0226724,0.0600837,0.0403307,0,0,0.0204015,0,0,0.0249563,0.0696235,0.0187599,0.0203371,0.0400275,0.0496937,0.0310446,0.0256743,0.0493651,0.0979578,0.0229617,0.0270942,0.00752487,0.0327237,0.0180457,0.0368385,0.00708131,0.0193205,0.0516144,0.0545238,0,0,0
23,0,0,0,0,0,0.0344552,0.0575301,0,0,0,0.0335156,0,0.0198846,0.041061,0,0,0.0201767,0,0,0.0423997,0.0576906,0.0542655,0.032678,0.0230078,0.0642159,0.0401834,0.0613607,0.0802922,0.0537953,0.0236733,0.0596561,0.0590622,0.0312682,0.0465019,0.0677619,0.0361512,0.0138061,0.0187782,0.0203254,0,0.0226365,0.0607283,0.0402533,0,0,0.0204125,0,0,0.0249147,0.0699433,0.0188979,0.0206149,0.0397709,0.0493064,0.0310002,0.0254985,0.0491887,0.0980576,0.0228873,0.027323,0.00727078,0.0331393,0.0177467,0.0369753,0.00706764,0.0191732,0.0514111,0.0543117,0,0,0
24,0,0,0,0,0,0.034396,0.0576621,0,0,0,0.0333368,0,0.0197466,0.0411965,0,0,0.0201539,0,0,0.0423096,0.0577344,0.0538106,0.0332914,0.0229024,0.0642173,0.0399622,0.0620204,0.0811673,0.0538015,0.0247474,0.0601169,0.0595355,0.0317968,0.0465493,0.0671155,0.0362199,0.0138337,0.0185855,0.0203649,0,0.0225669,0.0613336,0.0402035,0,0,0.0203348,0,0,0.0248916,0.0703141,0.0190384,0.0206652,0.0396146,0.0488713,0.0309385,0.0253425,0.0493831,0.0980984,0.0226066,0.027536,0.00721634,0.0334365,0.0175759,0.0371088,0.0071336,0.0189521,0.0512939,0.0541338,0,0,0
25,0,0,0,0,0,0.0343587,0.0578376,0,0,0,0.0329681,0,0.0196514,0.0413955,0,0,0.0201305,0,0,0.0423092,0.0578236,0.0530425,0.0338686,0.0227169,0.0641332,0.0397249,0.0626197,0.0819805,0.0537822,0.0257417,0.0605056,0.0600375,0.0323154,0.0463542,0.0662859,0.0362849,0.0139223,0.0183298,0.0204561,0,0.0225302,0.0618318,0.0401668,0,0,0.0201882,0,0,0.0248961,0.0706887,0.0192419,0.0207092,0.0396117,0.0484964,0.0309225,0.0252082,0.049351,0.0980813,0.0225638,0.0277291,0.00731531,0.0335251,0.0173318,0.0372463,0.00716213,0.0187999,0.0513727,0.0540112,0,0,0
26,0,0,0,0,0,0.0343375,0.0580384,0,0,0,0.032458,0,0.0195781,0.041736,0,0,0.0200468,0,0,0.042393,0.0578935,0.0519777,0.0344179,0.0223921,0.0640143,0.0395184,0.0632034,0.0827278,0.0537385,0.026691,0.0608315,0.0605802,0.0327946,0.046155,0.0651161,0.036285,0.0140083,0.018167,0.0206852,0,0.0224724,0.062244,0.0400976,0,0,0.0200431,0,0,0.0248701,0.0710484,0.0194958,0.0207904,0.039628,0.0481087,0.0309182,0.0250775,0.0491058,0.0980976,0.0226724,0.0278283,0.00738718,0.0334169,0.0169482,0.0373964,0.00714865,0.0186707,0.0514781,0.0538857,0,0,0
27,0,0,0,0,0,0.0343382,0.0581883,0,0,0,0.0317477,0,0.0194437,0.0422365,0,0,0.019912,0,0,0.0423829,0.0579483,0.0507526,0.0349576,0.0219765,0.0638893,0.0393061,0.0636484,0.0833676,0.0537215,0.0275118,0.0611897,0.0612245,0.0333698,0.0459561,0.063276,0.0363254,0.0139228,0.0181888,0.0209358,0,0.0224057,0.0626115,0.0400329,0,0,0.0199091,0,0,0.024842,0.0713811,0.0196462,0.0208394,0.039616,0.0476904,0.0307317,0.0250152,0.0488812,0.0981671,0.0228165,0.027884,0.00733971,0.0332404,0.0164758,0.0375418,0.00716035,0.0185017,0.0514954,0.0537508,0,0,0
28,0,0,0,0,0,0.0343232,0.0581847,0,0,0,0.0307595,0,0.0192544,0.0427067,0,0,0.0198707,0,0,0.0423912,0.0578286,0.0492506,0.0357868,0.021606,0.0640452,0.0393819,0.0639351,0.0838349,0.0535566,0.0279799,0.0616394,0.0620736,0.0341405,0.0457687,0.0605277,0.0363051,0.0138757,0.018174,0.0189231,0,0.0217295,0.0621437,0.0399552,0,0,0.0199068,0,0,0.0248003,0.0722533,0.02159,0.0203624,0.0403021,0.0473291,0.0304846,0.0241407,0.0481978,0.0968279,0.0250811,0.0260543,0.00526112,0,0.0174027,0.037584,0.00717721,0.0183582,0.0514214,0.0538392,0,0,0
29,0,0,0,0,0,0.0342273,0.0583734,0,0,0,0.0293352,0,0.0191846,0.0435655,0,0,0.0197508,0,0,0.042293,0.0581436,0.0471592,0.035729,0.0207943,0.0635704,0.0388406,0.0641858,0.0840961,0.0534208,0.0286812,0.0618442,0.0628032,0.0347899,0.0452978,0.055948,0.0364505,0.0138912,0.0178859,0.0220798,0,0.0221685,0.0631919,0.0400656,0,0,0.0197342,0,0,0.0245967,0.071919,0.0197306,0.0209864,0.0394081,0.0471035,0.0300133,0.0247793,0.0486342,0.0976838,0.0229621,0.0281557,0.00741495,0.0333324,0.0149619,0.0378588,0.00717162,0.0179921,0.0516373,0.0530908,0,0,0
30,0,0,0,0,0,0.0342229,0.0585029,0,0,0,0.0279455,0,0.0193157,0.0443916,0,0,0.0196435,0,0,0.0422718,0.0582825,0.0448634,0.036015,0.0198044,0.0631745,0.0384976,0.0641569,0.084098,0.0531236,0.0291538,0.0620031,0.0633829,0.0354077,0.0446695,0.0503818,0.0365269,0.0138366,0.0178264,0.0228717,0,0.0222031,0.0633026,0.0400898,0,0,0.0196692,0,0,0.0243944,0.0722565,0.0196633,0.0211432,0.0392168,0.0469275,0.0296514,0.0246733,0.0482242,0.0974033,0.0230831,0.0280552,0.00738278,0.0335667,0.0141884,0.0380172,0.00701865,0.0178099,0.0515204,0.052856,0,0,0
31,0,0,0,0,0,0.0342976,0.0586129,0,0,0,0.0271698,0,0.0197154,0.0453055,0,0,0.0195283,0,0,0.042223,0.0584496,0.0425896,0.0361675,0.0187223,0.0626568,0.0381799,0.0637879,0.0836525,0.0527814,0.0297402,0.061933,0.0636702,0.035842,0.0437521,0.0436844,0.0366002,0.0137776,0.0177659,0.0238847,0,0.0224547,0.0631019,0.0401201,0,0,0.0195907,0,0,0.0241527,0.0727015,0.0195217,0.0212371,0.0392714,0.0468442,0.0291928,0.0245226,0.0478567,0.0971265,0.0232273,0.0280253,0.00716687,0.0337854,0.0132758,0.038164,0.00687426,0.0175424,0.0513935,0.0527839,0,0,0
32,0,0,0,0,0,0.0343661,0.0587572,0,0,0,0.0278949,0,0.0203256,0.046315,0,0,0.0194612,0,0,0.0421677,0.058656,0.040986,0.0361358,0.0178356,0.0620144,0.0378612,0.0632621,0.0826341,0.0523099,0.0306488,0.0616836,0.0637725,0.0361638,0.0427281,0.0362112,0.0366619,0.0137555,0.0176477,0.0248911,0,0.0227374,0.0626049,0.0402028,0,0,0.0194828,0,0,0.0240264,0.0732458,0.0192685,0.0213368,0.0395921,0.0468742,0.0287888,0.0243958,0.0474199,0.0967492,0.0234367,0.0279294,0.00733479,0.0339373,0.0123862,0.0382831,0.00688454,0.0172475,0.051303,0.0526795,0,0,0
33,0,0,0,0,0,0.0344381,0.0589464,0,0,0,0.0299784,0,0.0212557,0.0475786,0,0,0.0194022,0,0,0.04201,0.0586652,0.0400762,0.0360477,0.0175494,0.0613238,0.0373735,0.0625803,0.0808621,0.0518079,0.0321183,0.0613314,0.0637349,0.036474,0.0417491,0.0290931,0.036733,0.0137465,0.0174235,0.0259433,0,0.0230921,0.061821,0.0403122,0,0,0.0193629,0,0,0.0239239,0.0739252,0.0189791,0.021333,0.0399998,0.0468672,0.0283819,0.0243862,0.0467353,0.0962082,0.0237487,0.0277239,0.00906311,0.0340911,0.0115171,0.0383901,0.00688269,0.0170284,0.0512437,0.0524473,0,0,0
34,0,0,0,0,0,0.034518,0.0591733,0,0,0,0.0319029,0,0.022743,0.0491488,0,0,0.0193079,0,0,0.0417511,0.0582643,0.0401975,0.0361381,0.0188207,0.0607532,0.0367785,0.0618268,0.0780702,0.0514634,0.0336285,0.0607316,0.063455,0.0368784,0.04054,0.0239255,0.0368338,0.0137265,0.017151,0.0287099,0,0.0234972,0.0605455,0.0404372,0,0,0.0192707,0,0,0.0237978,0.0747235,0.0181873,0.0211288,0.0395346,0.0468191,0.0279739,0.0243999,0.0466425,0.0955258,0.0236252,0.0283601,0,0.0337011,0.00940997,0.0385148,0.00680947,0.016872,0.0512014,0.0521817,0,0,0
35,0,0,0,0,0,0.0345854,0.0593758,0,0,0,0.0330368,0,0.0244344,0.0506705,0,0,0.0192137,0,0,0.0413317,0.0577456,0.0409659,0.0360996,0.02155,0.060152,0.0361925,0.0608437,0.0747924,0.0512986,0.0343718,0.0597887,0.0627549,0.0371088,0.0390547,0.0209084,0.0369385,0.0137723,0.0167378,0.0301413,0,0.0238363,0.0593384,0.0406045,0,0,0.0191981,0,0,0.0236725,0.0755422,0.0179012,0.0211006,0.0398779,0.0468406,0.0276402,0.0244978,0.0460926,0.0947936,0.0239562,0.0282651,0,0.0338717,0.00875866,0.038631,0.00675469,0.0166866,0.0512442,0.0520996,0,0,0
36,0,0,0,0,0,0.0346753,0.059554,0,0,0,0.0323921,0,0.026115,0.0517926,0,0,0.019179,0,0,0.0410889,0.0573681,0.0418046,0.0358315,0.0249551,0.0595858,0.0357145,0.0596744,0.0713637,0.0511461,0.0338794,0.0584465,0.061714,0.0368574,0.0371896,0.0203875,0.0370512,0.0138954,0.0163667,0.031289,0,0.0240868,0.0584004,0.0407651,0,0,0.0191468,0,0,0.0235626,0.0762992,0.0176415,0.0212147,0.0406718,0.046921,0.0272522,0.0245142,0.0457287,0.0941972,0.0242108,0.0281824,0,0.0339857,0.00841356,0.0387412,0.00676796,0.016431,0.0513182,0.0520357,0,0,0
37,0,0,0,0,0,0.0349427,0.0597152,0,0,0,0.0328871,0,0.026149,0.0524902,0,0,0.0188042,0,0,0.0414899,0.0571607,0.0425819,0.0353683,0.0248114,0.0589307,0.0355556,0.0576765,0.0691893,0.0512361,0.0317403,0.0580659,0.0615249,0.0365901,0.0364876,0.0199507,0.0371112,0.013623,0.015902,0.028831,0,0.0230153,0.0577694,0.0405047,0,0,0.0193031,0,0,0.0233679,0.0774851,0.0185006,0.0211108,0.0423477,0.0461423,0.0269508,0.0242481,0.044203,0.0934544,0.0256953,0.0258055,0,0.0352657,0.0092453,0.0387319,0.00683829,0.0162879,0.0515745,0.0520411,0,0,0
38,0,0,0,0,0,0.0349653,0.0599673,0,0,0,0.0346627,0,0.0249817,0.0534071,0,0,0.0184399,0,0,0.0419928,0.0567576,0.0440274,0.0350986,0.0225264,0.0580959,0.0355191,0.0546444,0.0680377,0.0521132,0.0292961,0.0592905,0.0628701,0.0370941,0.0373759,0.0208442,0.0371317,0.0129964,0.0155178,0.02931,0,0.02316,0.0577202,0.0402725,0,0,0.019327,0,0,0.0233979,0.0778899,0.0184644,0.0212922,0.0427678,0.0450545,0.0268622,0.0240195,0.0437454,0.0933154,0.0257333,0.0254669,0,0.0350638,0.00903677,0.038625,0.00659542,0.0162568,0.0520933,0.0518064,0,0,0
