Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,
17,0,0,0,0,0.0277008,0.0608399,0,0,0,0.0389813,0,0.0228907,0.0628771,0,0,0.0201106,0,0,0.0423765,0.0584223,0.0164885,0.0303306,0.0248784,0.0516179,0.0396868,0.0354861,0.0540737,0.0471627,0.0170811,0.0529593,0.0572683,0.0307937,0.0306807,0.0104392,0.0330059,0.0140085,0.0181744,0.0145449,0,0.0323234,0.0484765,0.0479989,0,0,0.0207668,0,0,0.0242221,0.0711306,0.0142936,0.0166874,0.0270548,0.0563603,0.0312011,0.0409979,0.0668091,0.0617767,0.0367741,0.0283073,0.0236922,0.00992822,0.0370382,0.0334839,0.0366691,0.00705457,0.0185852,0.0559527,0.047631,0,0,0,0
18,0,0,0,0,0.0276392,0.0609927,0,0,0,0.0398737,0,0.0219195,0.0633223,0,0,0.0201336,0,0,0.0424139,0.0577321,0.0161984,0.0301516,0.0240903,0.0511819,0.0392464,0.0355584,0.0545477,0.0472008,0.016679,0.0529392,0.0573927,0.0307852,0.0306803,0.0111734,0.0328159,0.0142781,0.0177262,0.0140983,0,0.0358286,0.0477597,0.048176,0,0,0.0208584,0,0,0.0242179,0.0706958,0.0200676,0.0170958,0.0262318,0.0563652,0.0315637,0.040147,0.0666236,0.0617422,0.0352879,0.0267543,0.0260975,0.0117055,0.0344674,0.0326209,0.03655,0.00693112,0.0187646,0.0557637,0.0475548,0,0,0,0
19,0,0,0,0,0.0276481,0.0611157,0,0,0,0.0417702,0,0.0208923,0.0626969,0,0,0.0201212,0,0,0.0423843,0.058312,0.0160739,0.0296958,0.0232494,0.0507631,0.0387003,0.0356887,0.0549095,0.0473238,0.0173615,0.0530636,0.0576614,0.0308309,0.030811,0.0129513,0.032787,0.0144485,0.0173501,0.0115569,0,0.0306904,0.048919,0.0483567,0,0,0.0207857,0,0,0.0241351,0.069786,0.0129992,0.017999,0.0273659,0.055955,0.0316119,0.039848,0.0666886,0.0618247,0.0357854,0.0285648,0.0232925,0.0105085,0.0363296,0.0353743,0.0365831,0.00685633,0.0187328,0.0557847,0.0473586,0,0,0,0
20,0,0,0,0,0.0276382,0.0611557,0,0,0,0.0435541,0,0.0194958,0.0620509,0,0,0.0201199,0,0,0.042245,0.0585436,0.0161584,0.0293407,0.0223551,0.0504523,0.0377642,0.035859,0.0554358,0.0473774,0.0171046,0.0532497,0.0580286,0.0308669,0.03093,0.0145504,0.0327681,0.0144547,0.0171068,0.0107895,0,0.029995,0.0498594,0.0485966,0,0,0.0207743,0,0,0.0241693,0.0690837,0.0118928,0.0185774,0.0282474,0.0558549,0.0317371,0.0390824,0.0659829,0.061873,0.0358628,0.0286991,0.024164,0.0113832,0.0365135,0.0335762,0.0364959,0.00692791,0.0187777,0.0558425,0.0471749,0,0,0,0
21,0,0,0,0,0.0276398,0.0611226,0,0,0,0.0447608,0,0.0177669,0.0613792,0,0,0.0200835,0,0,0.0420839,0.0582878,0.0168162,0.0288962,0.0215767,0.0502837,0.036896,0.036102,0.0559949,0.0473842,0.0156205,0.0534403,0.0583302,0.0307553,0.0310364,0.0156303,0.0327367,0.0143745,0.0169857,0.0129812,0,0.0340413,0.0501768,0.0488745,0,0,0.020907,0,0,0.0242787,0.0685667,0.0180787,0.0186301,0.0281751,0.0557961,0.0320278,0.0379802,0.0648084,0.061883,0.0355658,0.0271245,0.0281133,0.0137209,0.0349215,0.0295487,0.0363187,0.00700156,0.0189233,0.0561791,0.0470394,0,0,0,0
22,0,0,0,0,0.0277136,0.0611671,0,0,0,0.046712,0,0.0161776,0.0596787,0,0,0.0199163,0,0,0.0421563,0.0587919,0.0183509,0.0279888,0.0210492,0.0504905,0.0370342,0.0364705,0.0565233,0.0473536,0.0151009,0.053658,0.0586432,0.0304254,0.0312023,0.0172661,0.0326964,0.0144666,0.0169184,0.0100941,0,0.0303339,0.0516342,0.0489817,0,0,0.0209744,0,0,0.024296,0.0678376,0.0103787,0.0194173,0.0299819,0.0554187,0.0321512,0.0374107,0.0645012,0.061773,0.0367393,0.0284378,0.0265588,0.0128276,0.0373298,0.0325522,0.0362877,0.00699379,0.0188991,0.0568704,0.0469258,0,0,0,0
23,0,0,0,0,0.0276476,0.06129,0,0,0,0.0482892,0,0.0146579,0.0585353,0,0,0.0197809,0,0,0.0422897,0.0586477,0.0208096,0.0270642,0.0207713,0.0509911,0.0370074,0.0370632,0.0574622,0.0473362,0.0143909,0.0538,0.0588704,0.0301295,0.0311791,0.0181837,0.0325381,0.0145778,0.0168747,0.00992256,0,0.0297158,0.0518861,0.0490101,0,0,0.0211432,0,0,0.0243307,0.0675255,0.00997963,0.0196969,0.030297,0.0553317,0.0324572,0.0366688,0.0641604,0.0614265,0.0361946,0.0281822,0.0265505,0.012673,0.0372568,0.0333899,0.0361039,0.00689623,0.0191038,0.0568772,0.0469855,0,0,0,0
24,0,0,0,0,0.0275935,0.0613143,0,0,0,0.0497413,0,0.0150166,0.0572856,0,0,0.019266,0,0,0.0426559,0.0584401,0.0234031,0.0262344,0.020645,0.0519613,0.036632,0.0374661,0.058219,0.0474916,0.0137267,0.0538805,0.0589922,0.029558,0.0308142,0.0191277,0.03248,0.0141197,0.017553,0.0102101,0,0.0288812,0.051819,0.0489836,0,0,0.0212099,0,0,0.0244395,0.0675378,0.00988329,0.0191948,0.0300753,0.0551728,0.032652,0.0364571,0.0644247,0.0608584,0.0349775,0.0280314,0.0254661,0.0119209,0.0370267,0.0342938,0.0358884,0.00686436,0.0194546,0.0568578,0.0471446,0,0,0,0
25,0,0,0,0,0.0275627,0.0613092,0,0,0,0.0496986,0,0.0165003,0.0564221,0,0,0.0193653,0,0,0.0429205,0.0580082,0.0259318,0.0257662,0.020482,0.053125,0.0366932,0.0379856,0.0588135,0.0479103,0.0131279,0.0538745,0.0591441,0.0291273,0.0303357,0.0196044,0.0322019,0.0142392,0.0176025,0.0105051,0,0.0285116,0.0517553,0.0488349,0,0,0.0215172,0,0,0.02463,0.0678672,0.0101909,0.0183327,0.0297649,0.0548407,0.0330288,0.0368057,0.0647506,0.0603387,0.0341049,0.0279233,0.0243527,0.0109607,0.0368356,0.034856,0.0355681,0.00711693,0.0197341,0.057083,0.047228,0,0,0,0
26,0,0,0,0,0.0275412,0.0612473,0,0,0,0.0494906,0,0.0160706,0.0551388,0,0,0.0195101,0,0,0.0432814,0.0574152,0.0283024,0.0252213,0.0201701,0.0547141,0.0371483,0.0387395,0.0597771,0.0482895,0.0129037,0.0539691,0.0594939,0.0286112,0.0302756,0.0199617,0.0318694,0.0142937,0.0178961,0.0106936,0,0.0283992,0.051437,0.0486423,0,0,0.0219485,0,0,0.0247573,0.0681252,0.0101232,0.0179125,0.0297483,0.0544944,0.0334268,0.0373321,0.0649737,0.0600896,0.0336312,0.0276551,0.023863,0.0100041,0.036535,0.0349105,0.0352138,0.00714536,0.0201065,0.0572687,0.0473277,0,0,0,0
27,0,0,0,0,0.0275581,0.0611094,0,0,0,0.048692,0,0.0156532,0.0536972,0,0,0.0196765,0,0,0.0437192,0.0568564,0.0305038,0.0247234,0.0199469,0.0566242,0.0375526,0.0395298,0.0607038,0.0487396,0.0124782,0.054,0.0596411,0.0279097,0.0304949,0.0200587,0.03153,0.0142652,0.0184019,0.0104762,0,0.0282449,0.0510363,0.0484388,0,0,0.0224471,0,0,0.0249028,0.068115,0.00983498,0.0176304,0.0295683,0.054319,0.0338189,0.0374153,0.0648758,0.0600468,0.0331978,0.0271715,0.0235768,0.00951107,0.0360659,0.0350226,0.0348164,0.00717525,0.0205395,0.0572642,0.0473829,0,0,0,0
28,0,0,0,0,0.0276202,0.0608977,0,0,0,0.0470761,0,0.0152134,0.0519319,0,0,0.0199581,0,0,0.0440669,0.0563625,0.0322681,0.0241779,0.0198673,0.0586773,0.0380243,0.0403103,0.0616353,0.0492093,0.0117677,0.0540954,0.0595402,0.0272117,0.0313282,0.0193098,0.0311638,0.0141123,0.0190397,0.00984737,0,0.0280968,0.050604,0.0482324,0,0,0.0228407,0,0,0.0250583,0.0678197,0.00927829,0.018048,0.0290191,0.0543464,0.0342165,0.0372068,0.0646459,0.0601776,0.0325502,0.0267337,0.0232382,0.00958898,0.0355825,0.0352761,0.0344052,0.00729379,0.0209689,0.0571248,0.0474066,0,0,0,0
29,0,0,0,0,0.0276125,0.0607328,0,0,0,0.0444486,0,0.0148382,0.0502145,0,0,0.0202843,0,0,0.044261,0.0558317,0.0333322,0.0237507,0.0196567,0.0605076,0.03849,0.0412759,0.062682,0.049796,0.0114116,0.0543445,0.0593498,0.0268525,0.0326333,0.0172752,0.0308493,0.0137653,0.0197428,0.00902146,0,0.0280822,0.0502208,0.0480873,0,0,0.0237847,0,0,0.0248157,0.0673675,0.00841397,0.0189454,0.0283957,0.0544587,0.0347969,0.0369384,0.0643809,0.0605089,0.0319287,0.0265059,0.0233467,0.00989142,0.0353386,0.0351907,0.0338409,0.00741077,0.0209873,0.057009,0.0473218,0,0,0,0
30,0,0,0,0,0.027683,0.0605388,0,0,0,0.0414642,0,0.0145059,0.0486998,0,0,0.0208412,0,0,0.0442857,0.0553074,0.0341566,0.0236162,0.0192884,0.0619221,0.0390131,0.042727,0.0641324,0.0506138,0.0124051,0.0548095,0.059324,0.0269256,0.0342691,0.0148955,0.0305706,0.0137503,0.0200341,0.00821119,0,0.0280915,0.050103,0.047953,0,0,0.0241813,0,0,0.0249527,0.0667751,0.00733668,0.0196625,0.0279538,0.0546683,0.0352238,0.03659,0.0642587,0.0609288,0.0315797,0.0264684,0.0240344,0.00996859,0.0352896,0.0348627,0.033397,0.00750388,0.0214097,0.0570198,0.0472623,0,0,0,0
31,0,0,0,0,0.0278022,0.0602763,0,0,0,0.0386994,0,0.0141937,0.0471598,0,0,0.0210128,0,0,0.0444499,0.0553466,0.0351902,0.0240629,0.0187082,0.0629334,0.0396986,0.0441098,0.0653398,0.0516993,0,0.0555106,0.0594959,0.0272637,0.0359301,0.0152284,0.0305656,0.0134744,0.0206149,0.00738602,0,0.0283265,0.0508732,0.0477879,0,0,0.0241474,0,0,0.0253084,0.0658178,0.00619726,0.0206601,0.0275935,0.0547856,0.0353687,0.0358071,0.0643451,0.0613372,0.0314984,0.0265119,0.0251605,0.0104609,0.0353181,0.0347854,0.0331031,0.00756047,0.0220176,0.0571074,0.047358,0,0,0,0
32,0,0,0,0,0.0276979,0.0600852,0,0,0,0.0370535,0,0.0142133,0.0459322,0,0,0.0212834,0,0,0.0444086,0.0549739,0.036636,0.0237909,0.0193898,0.0633953,0.0401048,0.0458149,0.0669554,0.0522761,0.0121339,0.056355,0.0594917,0.0275809,0.037741,0.0191461,0.0305544,0.0134887,0.0206697,0.00677492,0,0.0286446,0.0504456,0.0478677,0,0,0.0247133,0,0,0.0253935,0.0655324,0.00553123,0.0215838,0.0276618,0.055389,0.0359688,0.034765,0.0642353,0.0613807,0.031525,0.0267098,0.0258174,0.0114289,0.0355394,0.03472,0.0326232,0.00759353,0.0223248,0.0573912,0.047413,0,0,0,0
33,0,0,0,0,0.0275677,0.0599611,0,0,0,0.0348079,0,0.0135598,0.0446216,0,0,0.0218306,0,0,0.0440476,0.0551563,0.0377839,0.0238892,0.0198219,0.0638779,0.0404684,0.0473474,0.0682532,0.0528009,0.0126754,0.0569138,0.0592961,0.0275003,0.0387333,0.0264424,0.0304788,0.0139143,0.0201269,0.00634263,0,0.028709,0.0508523,0.0479316,0,0,0.0252761,0,0,0.0254736,0.065269,0.00529593,0.0221534,0.0276894,0.0557157,0.0364541,0.0339418,0.0639498,0.0611185,0.031406,0.0267529,0.0260106,0.0117852,0.0356621,0.0350976,0.0322962,0.0077359,0.0223753,0.0574478,0.0475183,0,0,0,0
34,0,0,0,0,0.0273638,0.0599218,0,0,0,0.0327138,0,0.0103277,0.0436781,0,0,0.0217418,0,0,0.0439062,0.0552372,0.0373636,0.0241381,0.020323,0.0643511,0.0407741,0.0492278,0.0700776,0.0532871,0.0134498,0.056883,0.0590369,0.0273085,0.0389116,0.0387021,0.0305659,0.0137769,0.0202202,0.00623212,0,0.0284993,0.0515689,0.0480996,0,0,0.0257482,0,0,0.025709,0.0652443,0.00542869,0.0221515,0.0276432,0.0557585,0.0369886,0.0334663,0.063708,0.0605307,0.0312796,0.0267298,0.0260476,0.0109347,0.0357107,0.03535,0.0319849,0.00794728,0.0225851,0.057383,0.0475583,0,0,0,0
35,0,0,0,0,0.0272081,0.0600089,0,0,0,0.0317355,0,0.0123493,0.0429305,0,0,0.0216512,0,0,0.043793,0.0554787,0.0407858,0.024463,0.0205662,0.0652918,0.0408011,0.0507825,0.0710346,0.0534978,0.014017,0.0571774,0.0592295,0.0280243,0.0398328,0.0500177,0.0306324,0.0136499,0.0202724,0.0063336,0,0.0282824,0.0523001,0.0481928,0,0,0.0261672,0,0,0.0258799,0.0652161,0.0057995,0.022146,0.0274608,0.0555712,0.0374482,0.0333109,0.0636708,0.0599972,0.0311052,0.0267056,0.0258931,0.00916647,0.035691,0.0354866,0.0317539,0.00807055,0.0226845,0.0572845,0.0476259,0,0,0,0
36,0,0,0,0,0.0271494,0.0602193,0,0,0,0.0326931,0,0.0146403,0.0422195,0,0,0.0215974,0,0,0.043615,0.0556849,0.0449686,0.0248634,0.0208544,0.0664805,0.0408691,0.0519605,0.0719241,0.0537452,0.0145815,0.0580912,0.059721,0.0291261,0.0410749,0.0606391,0.0306216,0.013556,0.0202133,0.00646067,0,0.0282236,0.0529792,0.0481909,0,0,0.0264968,0,0,0.0260419,0.0651037,0.00590075,0.0223484,0.0271013,0.0551491,0.0378931,0.0335733,0.0636045,0.0600188,0.030957,0.0267601,0.0253121,0.00865972,0.0357465,0.0352901,0.0315856,0.00816656,0.022716,0.0572385,0.0477985,0,0,0,0
