Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,LTHIP,RTHIA
71,0,0,0,0,0.0279649,0.0596036,0,0,0,0.0498988,0,0.0237489,0.0615255,0,0,0.021957,0,0,0.044297,0.0532479,0.0263355,0.0359445,0.0290913,0.0633782,0.0464483,0.044537,0.0599836,0.0483669,0.0556511,0.0598095,0.0342125,0.0328979,0.0205995,0.0337278,0.0140543,0.0219961,0.0211498,0,0.026361,0.0409747,0.0452252,0,0,0.0208593,0,0,0.0245624,0.0764923,0.0253926,0.0137597,0.0275908,0.0578434,0.0308741,0.0459279,0.0645493,0.0303599,0.024061,0.0182088,0.00418718,0.0300796,0.0466522,0.0365877,0.00705704,0.0205645,0.0547657,0.0522245,0,0,0,0.017929,0.0722355
72,0,0,0,0,0.0280228,0.0595613,0,0,0,0.0477511,0,0.0246258,0.0623551,0,0,0.0215956,0,0,0.0442857,0.0538685,0.0275486,0.0354139,0.0304937,0.0626769,0.0459664,0.0442588,0.058976,0.048248,0.0550192,0.0591078,0.0340389,0.0321464,0.0182362,0.0337413,0.0137217,0.0223278,0.0209568,0,0.0266355,0.0407371,0.0453023,0,0,0.0207354,0,0,0.0246291,0.0766871,0.0256919,0.0138898,0.0278558,0.0581759,0.0308572,0.0458597,0.0642207,0.0302392,0.0244785,0.01773,0.00397489,0.0303786,0.0480797,0.03661,0.00709934,0.0204371,0.0549614,0.0521386,0,0,0,0.0174674,0.0722168
73,0,0,0,0,0.0280454,0.0596231,0,0,0,0.04729,0,0.0248403,0.0628572,0,0,0.0215951,0,0,0.0441142,0.0542648,0.0278327,0.0349431,0.0310798,0.0620489,0.0458356,0.0439088,0.0583876,0.0482015,0.05474,0.0587817,0.0339342,0.0318279,0.0178221,0.0335801,0.01371,0.0222117,0.0207116,0,0.027106,0.040685,0.0453131,0,0,0.0206626,0,0,0.0245997,0.0767355,0.0261423,0.0141227,0.0280747,0.0583154,0.0308004,0.0458265,0.0639006,0.0301806,0.0248466,0.0173636,0.00422237,0.0306521,0.0492925,0.036701,0.00705646,0.0202491,0.0552313,0.0519848,0,0,0,0.017156,0.0722049
74,0,0,0,0,0.0280296,0.059754,0,0,0,0.0467947,0,0.0250289,0.0633437,0,0,0.0215348,0,0,0.0440119,0.0546878,0.028064,0.0344954,0.0316426,0.0614408,0.0456894,0.0434907,0.0579669,0.0481736,0.0545126,0.058536,0.0338189,0.0315359,0.0174769,0.033493,0.0137364,0.0220466,0.0204468,0,0.027426,0.0407876,0.0453106,0,0,0.0206172,0,0,0.0245561,0.0768206,0.0264224,0.014593,0.0281747,0.0583718,0.0307737,0.0460761,0.0635358,0.0303299,0.0251598,0.0171407,0.00375725,0.031035,0.0505946,0.0368067,0.0070498,0.0200786,0.0553985,0.0518033,0,0,0,0.0169611,0.0722119
75,0,0,0,0,0.0279972,0.0598843,0,0,0,0.0463112,0,0.0251303,0.0636315,0,0,0.0214739,0,0,0.0439881,0.0552446,0.0281617,0.0340082,0.0320263,0.0608101,0.0454366,0.0431472,0.0576862,0.048132,0.0542889,0.0582874,0.0336853,0.0312655,0.0172114,0.033442,0.0138006,0.0218506,0.0202068,0,0.0274296,0.0410897,0.0453385,0,0,0.0206072,0,0,0.0245277,0.0769203,0.0267261,0.0148189,0.0281362,0.0582993,0.0307643,0.046529,0.0632683,0.030672,0.025485,0.0169676,0.00322554,0.0314837,0.051576,0.0368901,0.00704151,0.0199238,0.0555219,0.0515617,0,0,0,0.0167113,0.0722789
76,0,0,0,0,0.0279923,0.0599898,0,0,0,0.0459913,0,0.0251438,0.0635602,0,0,0.0214123,0,0,0.0439527,0.0559948,0.0281272,0.033582,0.0322169,0.060194,0.0451524,0.0427291,0.0575057,0.0480681,0.0540814,0.0581249,0.0335725,0.0310494,0.0170786,0.0333264,0.0138675,0.0215822,0.0172086,0,0,0.0418149,0.0453643,0,0,0.0205761,0,0,0.0244746,0.0770568,0.0261929,0.0147717,0.0273731,0.0581713,0.0306291,0.0471501,0.0630107,0.031281,0.0270032,0.0168931,0.00527911,0.0341115,0.0510182,0.0369967,0.00700414,0.0197376,0.0557646,0.0512343,0,0,0,0.016738,0.0720689
77,0,0,0,0,0.0279487,0.06006,0,0,0,0.0461556,0,0.0245149,0.0635585,0,0,0.0213707,0,0,0.0439401,0.0562743,0.0281393,0.0333084,0.0322223,0.0596159,0.0449338,0.0423667,0.0572318,0.0480041,0.0538229,0.0580887,0.0334263,0.0305965,0.0169421,0.0332216,0.0139264,0.0213329,0.0171726,0,0,0.0423787,0.045379,0,0,0.0205518,0,0,0.0244619,0.0771878,0.0262177,0.014413,0.0272554,0.0580474,0.0305684,0.0473788,0.0628088,0.0318662,0.027148,0.0169531,0.00550838,0.034607,0.0508886,0.037058,0.00699208,0.0196468,0.0559053,0.0509903,0,0,0,0.0165619,0.0720911
78,0,0,0,0,0.0278936,0.0601178,0,0,0,0.0467817,0,0.0232417,0.0636654,0,0,0.0212772,0,0,0.0440318,0.0563101,0.0285616,0.0331568,0.0321503,0.0591334,0.0446869,0.0420595,0.057143,0.047935,0.0535822,0.0582096,0.0332339,0.0298424,0.016895,0.0332229,0.0138497,0.0212528,0.0198293,0,0.026719,0.0426769,0.0453724,0,0,0.0206687,0,0,0.0243475,0.0773145,0.0268373,0.0139811,0.0278586,0.0579766,0.0306253,0.047378,0.0626785,0.0324085,0.0261441,0.0168093,0.00408544,0.0330206,0.0510054,0.037071,0.00693775,0.0195311,0.0559448,0.0508243,0,0,0,0.0161619,0.0723699
79,0,0,0,0,0.0278802,0.0601918,0,0,0,0.0476104,0,0.0221429,0.0636752,0,0,0.0211945,0,0,0.0440755,0.0566144,0.0290649,0.0329629,0.0321666,0.0588131,0.0444831,0.0417161,0.0569457,0.0478264,0.053494,0.0583913,0.0330465,0.0292113,0.0172909,0.0331725,0.0138222,0.0211185,0.0198958,0,0.0274592,0.0432405,0.04535,0,0,0.0206595,0,0,0.0242047,0.0774207,0.0266535,0.0140994,0.0277645,0.0579179,0.0305185,0.0475224,0.0623303,0.0330333,0.0261756,0.0170015,0.00418656,0.0334501,0.0496134,0.0371985,0.00683891,0.0193508,0.0559242,0.0506852,0,0,0,0.0158866,0.0722721
80,0,0,0,0,0.0275181,0.0603417,0,0,0,0.0410703,0,0.0220119,0.0636781,0,0,0.0214402,0,0,0.0440392,0.0577027,0.0254684,0.032469,0.0309736,0.0579468,0.0442464,0.0394822,0.0556115,0.0481404,0.0559156,0.0599338,0.0357878,0.0329501,0.0113015,0.0328786,0.0137519,0.0208458,0.0210102,0,0.0289157,0.0437756,0.0457556,0,0,0.0203562,0,0,0.0247751,0.0767793,0.0266147,0.0148567,0.0268562,0.0582718,0.0305782,0.0482877,0.0630232,0.0334834,0.024468,0.0198572,0.00549236,0.0325089,0.0430298,0.0370917,0.0063372,0.0193548,0.0561618,0.0502805,0,0,0,0.0161177,0.0737256
81,0,0,0,0,0.0276671,0.0605021,0,0,0,0.0414858,0,0.0216359,0.0636298,0,0,0.0229155,0,0,0.043456,0.0580079,0.0249805,0.032349,0.0306077,0.057679,0.0446195,0.038933,0.0553554,0.0480845,0.056056,0.0599304,0.0358563,0.0330884,0.0117158,0.0324064,0.0153976,0.0189567,0.0214811,0,0.0285108,0.0442825,0.0455662,0,0,0.0194701,0,0,0.0252958,0.0766814,0.0257142,0.0142012,0.0266583,0.0579776,0.0303435,0.0482719,0.0628238,0.034066,0.0250433,0.0197757,0.0054541,0.0332651,0.040801,0.0373968,0.00673123,0.0195945,0.0563479,0.0502101,0,0,0,0.0161693,0.0735173
82,0,0,0,0,0.0276946,0.0607038,0,0,0,0.0415213,0,0.0213599,0.0637282,0,0,0.0223681,0,0,0.0437947,0.0582529,0.0250841,0.0323554,0.0300557,0.0574343,0.0443781,0.0381038,0.0549446,0.0481978,0.0560859,0.0599144,0.0358149,0.0331701,0.0113994,0.0325861,0.0149455,0.0190566,0.0223936,0,0.0284031,0.0446387,0.0454935,0,0,0.019709,0,0,0.025083,0.0764995,0.0247222,0.01399,0.0265592,0.0577103,0.0303252,0.0480625,0.062748,0.034584,0.0257418,0.0197993,0.00543558,0.0339604,0.0381393,0.0374265,0.00658091,0.0194548,0.0565738,0.0500925,0,0,0,0.0162064,0.0731777
83,0,0,0,0,0.0277069,0.0608773,0,0,0,0.0417461,0,0.0212039,0.063768,0,0,0.0219166,0,0,0.0440267,0.0583958,0.0249571,0.0323825,0.0295734,0.057223,0.0442081,0.0374112,0.0544594,0.0482984,0.0561716,0.0599697,0.0358626,0.0332933,0.011648,0.0326902,0.0145983,0.0190944,0.0236503,0,0.0282087,0.0449147,0.0454283,0,0,0.019804,0,0,0.024921,0.0762368,0.0238953,0.0140458,0.0265258,0.057432,0.0302381,0.0476851,0.062757,0.0350167,0.0265003,0.0197491,0.00537952,0.0345032,0.035268,0.0375176,0.00647141,0.019282,0.05675,0.0500193,0,0,0,0.0163462,0.072794
84,0,0,0,0,0.0277365,0.0609961,0,0,0,0.0419364,0,0.0210699,0.0637608,0,0,0.0215777,0,0,0.0441629,0.0586087,0.0248156,0.0324363,0.029127,0.0569678,0.0440585,0.0367247,0.0539015,0.0483576,0.0563101,0.0600401,0.0358862,0.0334263,0.0119316,0.0327995,0.0142896,0.0190725,0.0251327,0,0.0277696,0.0450849,0.0453647,0,0,0.0197818,0,0,0.0247858,0.0759783,0.0229978,0.0142737,0.0265131,0.0571258,0.0300817,0.0471184,0.0628585,0.0355029,0.0273011,0.0196782,0.00567673,0.0352362,0.0322712,0.0376246,0.00636396,0.0190442,0.0570054,0.0499891,0,0,0,0.0164827,0.0723239
85,0,0,0,0,0.0277947,0.0610723,0,0,0,0.0420165,0,0.0209822,0.0637006,0,0,0.0212786,0,0,0.0442673,0.0589942,0.0245746,0.0324954,0.0287287,0.0566613,0.04397,0.0359442,0.0535103,0.0484206,0.0564204,0.0601039,0.0358274,0.0335409,0.0120668,0.0329165,0.0140009,0.0190587,0.0266632,0,0.0277028,0.0452143,0.0452993,0,0,0.0196756,0,0,0.0247696,0.0757745,0.0221281,0.0145508,0.0264999,0.056782,0.0298853,0.0465995,0.0630993,0.0362674,0.0280445,0.019715,0.00637268,0.0360399,0.0294988,0.0377644,0.00651121,0.0187389,0.0572701,0.0499613,0,0,0,0.0165321,0.0717636
86,0,0,0,0,0.027849,0.0610872,0,0,0,0.0419841,0,0.0209668,0.0636013,0,0,0.0209754,0,0,0.0443258,0.0593644,0.0243462,0.0325813,0.0283947,0.0563252,0.0438639,0.0352477,0.053269,0.048496,0.0565136,0.0601589,0.0357976,0.0336219,0.0120344,0.0330218,0.0137271,0.0190949,0.0279621,0,0.0278878,0.0455034,0.0452477,0,0,0.0195923,0,0,0.0247496,0.0755711,0.0213611,0.0149001,0.0266288,0.0563685,0.0296328,0.0461818,0.0634283,0.037294,0.0287337,0.0199177,0.00727854,0.0368015,0.0272363,0.0379398,0.00661555,0.0184423,0.0574762,0.0499326,0,0,0,0.016757,0.0711314
87,0,0,0,0,0.027805,0.061129,0,0,0,0.0419476,0,0.020993,0.0635287,0,0,0.0207066,0,0,0.0443385,0.0596335,0.0242302,0.0328363,0.0281993,0.0561188,0.043939,0.0347352,0.0529856,0.0484103,0.0566489,0.0602655,0.0358382,0.0336764,0.0120216,0.0330784,0.0134813,0.019025,0.0270597,0,0,0.0456062,0.0451801,0,0,0.0195345,0,0,0.0246456,0.0755726,0.0226504,0.0151923,0.0261933,0.0558878,0.0293514,0.0456579,0.0632874,0.0372429,0.0291929,0.0211373,0.00880374,0.0376447,0.0262377,0.0380952,0.00644927,0.0181871,0.0576241,0.0500255,0,0,0,0.0169062,0.0696294
88,0,0,0,0,0.0278534,0.061134,0,0,0,0.042022,0,0.0210637,0.0633895,0,0,0.0204006,0,0,0.0441633,0.0599763,0.0240692,0.0326244,0.0281136,0.0554479,0.0437814,0.0344591,0.0527452,0.0483879,0.0568192,0.0603868,0.0358945,0.0339009,0.0120513,0.0333161,0.0133932,0.0187574,0.0288066,0,0.0291407,0.0463099,0.0452262,0,0,0.0194329,0,0,0.0244092,0.0748769,0.0203115,0.0162604,0.0275841,0.0555289,0.0290758,0.0454945,0.0642119,0.0385713,0.0299521,0.0211425,0.00965435,0.0378431,0.0246171,0.0384068,0.00631136,0.017873,0.0578187,0.0497448,0,0,0,0.0171744,0.0697848
89,0,0,0,0,0.0279052,0.0611251,0,0,0,0.0419744,0,0.0211352,0.0629173,0,0,0.0202365,0,0,0.0440147,0.0601562,0.0237364,0.0325821,0.0282253,0.0549529,0.0437299,0.0343183,0.0524629,0.0481351,0.0571078,0.0606265,0.0361286,0.0340919,0.0121676,0.0334287,0.0132922,0.0186944,0.0292306,0,0.0293155,0.0466828,0.0452579,0,0,0.0192742,0,0,0.0243337,0.0745543,0.02009,0.0170583,0.0281964,0.0551839,0.0287901,0.045268,0.064579,0.0393098,0.0303838,0.0220133,0.010753,0.0381695,0.0236643,0.0386604,0.00632116,0.0175639,0.0579234,0.0495807,0,0,0,0.0170947,0.0689987
90,0,0,0,0,0.0282393,0.0611214,0,0,0,0.0426131,0,0.0209483,0.062691,0,0,0.0221342,0,0,0.0428577,0.0599601,0.0219955,0.032728,0.028563,0.0547351,0.0439071,0.0345045,0.0522606,0.0475678,0.0573506,0.0608716,0.0365442,0.0342317,0.0133307,0.0329751,0.0143654,0.01713,0.0304873,0,0.0344498,0.0465542,0.0451018,0,0,0.0174305,0,0,0.0253192,0.0743949,0.0255482,0.017654,0.0272941,0.0551448,0.0282371,0.0450954,0.0644768,0.0390825,0.0293987,0.0250725,0.012649,0.0367473,0.0222713,0.0393146,0.00779992,0.0176771,0.0578561,0.0496406,0,0,0,0.0167426,0.0678774
91,0,0,0,0,0.0281756,0.0612768,0,0,0,0.0421174,0,0.0211426,0.0628856,0,0,0.0211949,0,0,0.0431663,0.0603758,0.0229981,0.0326222,0.028575,0.0540817,0.0436317,0.0340597,0.0518402,0.0476323,0.0571787,0.0608619,0.036615,0.0340972,0.0124774,0.0333627,0.0143047,0.0171801,0.0308436,0,0.0350485,0.0472817,0.0452652,0,0,0.017995,0,0,0.0246545,0.074249,0.0265632,0.0181989,0.0274281,0.0548159,0.0280381,0.0449458,0.0645414,0.0400555,0.0298259,0.0255721,0.0133018,0.0371078,0.0222953,0.039327,0.00665839,0.0175938,0.0580927,0.0494704,0,0,0,0.0168161,0.0672213
92,0,0,0,0,0.0282264,0.0614294,0,0,0,0.0423102,0,0.0212908,0.0629959,0,0,0.0208478,0,0,0.0431039,0.060682,0.0226461,0.0324412,0.0290391,0.0535447,0.0435873,0.0340239,0.0514279,0.0473809,0.0571387,0.060831,0.0365848,0.0339841,0.0125953,0.0335373,0.0141953,0.017271,0.0309244,0,0.0348515,0.0480751,0.0454059,0,0,0.0181075,0,0,0.0243243,0.074212,0.0285905,0.018776,0.0274603,0.0547295,0.0277877,0.0445373,0.0645169,0.0406367,0.030218,0.0257514,0.0137175,0.0373232,0.0231581,0.039519,0.00639449,0.0172723,0.05819,0.0494113,0,0,0,0.0167714,0.0667339
93,0,0,0,0,0.0282436,0.0615648,0,0,0,0.0423912,0,0.0214233,0.0630421,0,0,0.0206819,0,0,0.0430046,0.0610265,0.0219631,0.0320984,0.0295843,0.0530187,0.0435449,0.0341504,0.0510365,0.0470876,0.0570973,0.0607022,0.0365383,0.0338356,0.0128765,0.0336888,0.0141197,0.0175123,0.0308813,0,0.0354055,0.0485373,0.0455066,0,0,0.0180452,0,0,0.0241829,0.074328,0.0304151,0.0195235,0.0276055,0.0547937,0.0275097,0.0441279,0.0642518,0.0408548,0.0305823,0.0256362,0.0139082,0.0374452,0.0243306,0.0397344,0.00646347,0.0169185,0.0581611,0.0494242,0,0,0,0.016712,0.0662543
94,0,0,0,0,0.0282835,0.0616633,0,0,0,0.0423389,0,0.021567,0.0630716,0,0,0.0206154,0,0,0.0428935,0.0613898,0.0211779,0.0316323,0.030232,0.0524771,0.0433501,0.0343736,0.0507114,0.0467754,0.05678,0.0604589,0.0364474,0.0336875,0.0132397,0.0337435,0.0140671,0.0179043,0.0305971,0,0.0369443,0.0486968,0.045609,0,0,0.0179616,0,0,0.0240761,0.0746542,0.0314273,0.0198691,0.0277238,0.0549609,0.0272381,0.0438516,0.0636452,0.0407267,0.0308798,0.0252861,0.0139649,0.0373646,0.0255233,0.0399132,0.00648745,0.0166374,0.058063,0.0494713,0,0,0,0.016601,0.0658655
95,0,0,0,0,0.0283423,0.0617324,0,0,0,0.0421045,0,0.021739,0.0631551,0,0,0.0205889,0,0,0.0427698,0.0617117,0.0203278,0.0311282,0.031034,0.051964,0.0430829,0.0346798,0.0505817,0.0464374,0.0564379,0.0601161,0.0362123,0.0334102,0.0135149,0.033843,0.0140712,0.0182545,0.0299857,0,0.0377788,0.0486722,0.045755,0,0,0.0178973,0,0,0.0240542,0.0749915,0.0318858,0.0198382,0.0276881,0.0552427,0.0270502,0.043516,0.0629536,0.0402472,0.0309147,0.0249571,0.0139174,0.0370795,0.0265902,0.0400326,0.00658753,0.0164134,0.0579454,0.0495142,0,0,0,0.0163608,0.0656584
96,0,0,0,0,0.0286616,0.0616672,0,0,0,0.0483987,0,0.0228647,0.0634317,0,0,0.0199156,0,0,0.0428602,0.0610639,0.022824,0.0309156,0.0324259,0.0520446,0.0428106,0.0364946,0.0517191,0.0457415,0.0540317,0.0583121,0.0335069,0.0296997,0.0201647,0.034158,0.0137322,0.0191188,0.0284035,0,0.0374729,0.0482336,0.0456628,0,0,0.0183516,0,0,0.0233535,0.0754082,0.0312128,0.0187494,0.0283132,0.0553505,0.0269868,0.042736,0.0620731,0.0396192,0.0311824,0.0242817,0.0136273,0.0373133,0.0281923,0.0402224,0.0069995,0.0160908,0.0576486,0.049805,0,0,0,0.014828,0.0651725
97,0,0,0,0,0.0287312,0.0617382,0,0,0,0.0473893,0,0.0241034,0.0638665,0,0,0.0202657,0,0,0.0427625,0.0609957,0.0208638,0.030595,0.0319936,0.0517221,0.0428727,0.0363485,0.0518497,0.045919,0.0544108,0.0579501,0.0338032,0.0308934,0.020876,0.0339553,0.0142289,0.0185977,0.0264513,0,0.037388,0.0480492,0.0457088,0,0,0.0182303,0,0,0.0233892,0.0753733,0.0309158,0.0185159,0.0280466,0.0554724,0.0269308,0.0424639,0.0615335,0.0389845,0.0306623,0.0242824,0.013327,0.0374575,0.0297469,0.0402084,0.00691062,0.0162246,0.0576761,0.0498408,0,0,0,0.0148102,0.0651728
98,0,0,0,0,0.0287913,0.061779,0,0,0,0.0485345,0,0.0232782,0.0642973,0,0,0.0202256,0,0,0.0428687,0.0604919,0.0202889,0.0303374,0.0310218,0.0515908,0.0426993,0.0362764,0.0522231,0.0461416,0.0545473,0.0580777,0.0337072,0.0311717,0.0221727,0.0338869,0.0142229,0.0186854,0.0244462,0,0.0373998,0.0476958,0.0457869,0,0,0.0182644,0,0,0.0233703,0.075114,0.0298427,0.0181969,0.0278614,0.0556022,0.0270085,0.0424344,0.0611703,0.0385115,0.0298779,0.0244237,0.0127234,0.0372718,0.0309793,0.040108,0.0069011,0.0162658,0.0576522,0.0498773,0,0,0,0.0148928,0.0653065
99,0,0,0,0,0.028812,0.0618279,0,0,0,0.0503907,0,0.0220244,0.064626,0,0,0.0201938,0,0,0.0429889,0.0597134,0.0193483,0.0301159,0.0295921,0.0516005,0.0424444,0.0362142,0.0527439,0.0464113,0.0547747,0.0583059,0.0337516,0.0315032,0.0242879,0.0339737,0.0142247,0.0188014,0.0225639,0,0.0380364,0.0472615,0.045887,0,0,0.0182899,0,0,0.0233647,0.0746011,0.0287563,0.017952,0.027454,0.0556099,0.0271833,0.0426394,0.0608523,0.0381307,0.0290297,0.0245417,0.011966,0.0369081,0.0323959,0.0399918,0.0068995,0.0163424,0.0575731,0.0498438,0,0,0,0.0150619,0.0654684
100,0,0,0,0,0.0288044,0.0618959,0,0,0,0.0552128,0,0.0193802,0.0645179,0,0,0.0200717,0,0,0.0430627,0.0583722,0.0174778,0.0296428,0.0266907,0.0517254,0.0420847,0.0360265,0.0538258,0.0467454,0.0551266,0.0589594,0.0338443,0.0323438,0.0297283,0.034135,0.0139828,0.0190348,0.0211076,0,0.0387343,0.0468526,0.0460044,0,0,0.0183726,0,0,0.0233036,0.0741196,0.0274973,0.0178456,0.0268594,0.0553734,0.0273,0.0426211,0.0607186,0.0376816,0.0283709,0.0246301,0.0114049,0.0365385,0.0338409,0.0399482,0.00689802,0.016296,0.0575199,0.049821,0,0,0,0.0157794,0.0657783
101,0,0,0,0,0.0287477,0.0619122,0,0,0,0.0560774,0,0.0184685,0.0642069,0,0,0.0199236,0,0,0.0430515,0.0584707,0.0173326,0.0290823,0.0260703,0.051728,0.041723,0.036111,0.0540589,0.0469788,0.0550349,0.0591503,0.0337359,0.0323679,0.0307518,0.0342127,0.0140724,0.0190111,0.0179066,0,0.0350324,0.0475989,0.0461739,0,0,0.0182907,0,0,0.0233851,0.0738641,0.0205402,0.0185267,0.0271387,0.0549898,0.0272583,0.0424578,0.0606816,0.0382143,0.0298488,0.0217278,0.00992333,0.0381613,0.0375666,0.0399619,0.00696224,0.0162992,0.0576171,0.049843,0,0,0,0.016034,0.0659484
102,0,0,0,0,0.0287057,0.0619699,0,0,0,0.0576337,0,0.0170686,0.0639866,0,0,0.0197304,0,0,0.0429925,0.058066,0.0173421,0.0284864,0.0250915,0.0514699,0.0414196,0.0362518,0.054611,0.0470997,0.0552933,0.0595423,0.0333746,0.032593,0.032513,0.0344731,0.0141418,0.0188849,0.0153523,0,0.033312,0.0480214,0.0463619,0,0,0.0182438,0,0,0.0233654,0.073408,0.0195597,0.0192931,0.0273278,0.0546927,0.0272682,0.0417346,0.0607424,0.037436,0.0299857,0.0215943,0.0100762,0.037828,0.0370578,0.0399656,0.00697136,0.0162477,0.0576999,0.0497629,0,0,0,0.015956,0.065784
103,0,0,0,0,0.0282357,0.0621332,0,0,0,0.051461,0,0.0115129,0.0629897,0,0,0.0201341,0,0,0.0426502,0.0589671,0.0174751,0.027171,0.0253057,0.0504289,0.0410007,0.0347163,0.053154,0.0472081,0.0586096,0.0623076,0.0362995,0.0359085,0.0252262,0.0346278,0.0142288,0.0189225,0.0143391,0,0.0327726,0.0489903,0.0471111,0,0,0.0177305,0,0,0.0240645,0.0725868,0.0192304,0.0214884,0.0271013,0.05496,0.0273712,0.0416607,0.0611007,0.0365896,0.0288671,0.023505,0.0108456,0.0364557,0.0320032,0.0397627,0.00630701,0.0162035,0.0579392,0.0492038,0,0,0,0.0175914,0.0665168
104,0,0,0,0,0.0277435,0.0625002,0,0,0,0.0533083,0,0.0102267,0.062987,0,0,0.0201534,0,0,0.042905,0.0577711,0.0194224,0.0263805,0.0246362,0.049669,0.0400137,0.034985,0.0539475,0.0469855,0.0587073,0.0625789,0.0357972,0.0356985,0.027227,0.0343453,0.0142076,0.0186646,0.0150405,0,0.0359952,0.0485157,0.0478207,0,0,0.0172319,0,0,0.0245516,0.0724828,0.0240735,0.0223592,0.0271234,0.0552673,0.0276249,0.0409138,0.0611175,0.0360103,0.0272809,0.0266879,0.0130476,0.0344817,0.0290659,0.0399596,0.00583311,0.0159978,0.0582129,0.0485217,0,0,0,0.016383,0.0655499
105,0,0,0,0,0.0283515,0.0623672,0,0,0,0.0549061,0,0.00762331,0.0611766,0,0,0.0198984,0,0,0.0426997,0.0583519,0.0209652,0.0257035,0.0246098,0.049985,0.0403405,0.0353639,0.0541438,0.0469531,0.0593525,0.0635496,0.0362902,0.0365553,0.0287823,0.0349743,0.0141962,0.0190447,0.0118302,0,0.0332693,0.050414,0.0475863,0,0,0.0178156,0,0,0.024035,0.071256,0.0167088,0.0231604,0.0282337,0.0546239,0.0274058,0.0397185,0.0614431,0.0368239,0.0283321,0.0257749,0.0124207,0.0362385,0.0310806,0.0397339,0.00619379,0.016159,0.0582484,0.0486752,0,0,0,0.0172657,0.0651853
106,0,0,0,0,0.0282433,0.0625097,0,0,0,0.0568286,0,0.00583134,0.0601412,0,0,0.0197831,0,0,0.0426975,0.058022,0.0234631,0.0249414,0.0241329,0.0499339,0.0403688,0.0357901,0.0547781,0.0468451,0.059635,0.0642168,0.0360753,0.0365925,0.0302801,0.0350115,0.0141721,0.0191452,0.0108956,0,0.0333217,0.0508019,0.0477517,0,0,0.0178556,0,0,0.0240539,0.0703331,0.0156108,0.0240856,0.0277585,0.0548234,0.0275783,0.0386963,0.0617532,0.0369828,0.0283717,0.0267763,0.0132168,0.03643,0.0314879,0.0396368,0.00612204,0.0162823,0.0586075,0.0488463,0,0,0,0.0168609,0.0645825
107,0,0,0,0,0.0280573,0.0625872,0,0,0,0.0583959,0,0.00534944,0.0591857,0,0,0.0196835,0,0,0.0427087,0.0577788,0.0260966,0.0240706,0.0236602,0.049947,0.0402798,0.0361678,0.0555581,0.0469499,0.0598129,0.0646182,0.035407,0.0361157,0.0315614,0.0351742,0.0142774,0.0191302,0.00998952,0,0.0331353,0.051001,0.0478271,0,0,0.017908,0,0,0.0240818,0.0695572,0.01521,0.0246026,0.0270217,0.0553079,0.0278542,0.037793,0.0615747,0.0361496,0.0284935,0.0268398,0.0135599,0.0365445,0.0319868,0.0394889,0.00604411,0.0164895,0.0588336,0.049037,0,0,0,0.0163206,0.0642747
108,0,0,0,0,0.0278726,0.0624999,0,0,0,0.0596838,0,0.00627846,0.0582755,0,0,0.0196421,0,0,0.0429207,0.0575927,0.0283882,0.0231401,0.0232535,0.0501866,0.0402457,0.0365049,0.0562663,0.0472792,0.059448,0.0646774,0.0343239,0.0353153,0.0329483,0.0352852,0.0144954,0.0191051,0.0101028,0,0.0327036,0.0510151,0.0478323,0,0,0.0179791,0,0,0.024119,0.0691874,0.0149286,0.024517,0.0269442,0.0557578,0.0282512,0.0374801,0.060836,0.0347692,0.0285646,0.0259814,0.0128705,0.0364797,0.0320634,0.0392682,0.00601241,0.0167567,0.059057,0.0490083,0,0,0,0.0158838,0.0640597
109,0,0,0,0,0.0275726,0.0624376,0,0,0,0.0599616,0,0.00793626,0.0568144,0,0,0.0195819,0,0,0.0431765,0.0571028,0.0310331,0.0218141,0.023074,0.0507537,0.0401998,0.0368751,0.0571617,0.0475597,0.058901,0.0644485,0.0329766,0.0347446,0.0341496,0.0351394,0.0142012,0.0193517,0.0113162,0,0.0328259,0.0502606,0.0479985,0,0,0.0181715,0,0,0.0242269,0.0693905,0.0158466,0.0241383,0.0272734,0.0562518,0.0289311,0.0378731,0.0599906,0.0335931,0.0280826,0.0252367,0.0116869,0.0358709,0.03114,0.0390097,0.00588361,0.0169351,0.0594266,0.0488368,0,0,0,0.0153167,0.0640136
