Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,x74
9,0.0202345,0.0312054,0,0,0,0,0,0,0.00754097,0.029878,0.00412818,0.00411698,0,0,0.0652166,0,0.0415227,0.0433498,0.0327265,0.00369926,0.0145518,0.00395354,0.0100899,0.0670731,0.00242027,0.00386239,0.00295132,0.0171394,0.003967,0.00323447,0.00368855,0.0265258,0.00710987,0.045229,0.0402271,0.033635,0.0150209,0.00822569,0.00793602,0.00784977,0.0131646,0,0,0.0290688,0,0.0093881,0.0228978,0.0551742,0.0149705,0.0250909,0.00775322,0.010845,0.0147737,0.00581566,0.0285725,0.00884095,0.00708575,0.00330997,0.0254752,0.00577076,0.00905683,0.0216847,0.0230213,0.0102223,0.00731572,0.0311589,0.0250456,0,0,0,0,0,0,0,0
10,0.0200139,0.0311948,0,0,0,0,0,0,0.00755578,0.0298225,0.00429922,0.00407438,0,0,0.0649782,0,0.0410614,0.0429941,0.0327947,0.0038302,0.0143985,0.00405724,0.0100001,0.0668604,0.00272119,0.00331989,0.00283703,0.0170385,0.00389301,0.00306749,0.00359042,0.026577,0.00697688,0.0448587,0.0400233,0.0331538,0.014791,0.00800371,0.00782522,0.00782756,0.0130041,0,0,0.0284391,0,0.00914092,0.0224688,0.0553221,0.0148725,0.0250178,0.00772612,0.0107583,0.015323,0.00581095,0.0285838,0.00873776,0.0070101,0.0032055,0.025523,0.00568175,0.00889175,0.0212332,0.0231413,0.0096306,0.00671781,0.0312734,0.0247125,0,0,0,0,0,0,0,0
11,0.019763,0.0311409,0,0,0,0,0,0,0.00745646,0.0296692,0.00428091,0.00396009,0,0,0.0646918,0,0.040468,0.0426159,0.0328701,0.00387427,0.0143251,0.00404955,0.00984539,0.0666123,0.00257824,0.00300822,0.00271664,0.0169709,0.00385655,0.00299942,0.00351426,0.026655,0.00680202,0.0444887,0.0396208,0.0326971,0.0145438,0.00775514,0.00772274,0.00773256,0.0128582,0,0,0.0277854,0,0.0089348,0.0221766,0.0554181,0.0147019,0.024937,0.00771193,0.0106456,0.0159063,0.00587106,0.0286362,0.00870037,0.00699532,0.00312296,0.0255406,0.0056343,0.00874261,0.0207553,0.0232854,0.00927899,0.00606571,0.0313525,0.0243921,0,0,0,0,0,0,0,0
12,0.0195091,0.0310605,0,0,0,0,0,0,0.00735464,0.0293919,0.00421129,0.00378792,0,0,0.0643833,0,0.0395829,0.0424345,0.0328776,0.00407393,0.0142834,0.00385503,0.00969306,0.0662574,0.00210741,0.00283606,0.00262966,0.0169537,0.00387385,0.00298154,0.00353966,0.0266896,0.00652907,0.0442506,0.0388916,0.0323536,0.0142976,0.00752458,0.00761173,0.00764164,0.012694,0,0,0.0275011,0,0.00879423,0.0220517,0.0554727,0.0145262,0.0248792,0.00770138,0.0105437,0.0163696,0.00594805,0.0287159,0.00880864,0.00699922,0.00299984,0.0255043,0.00557114,0.0086337,0.0205648,0.0232803,0.00911047,0.00553694,0.0314267,0.024111,0,0,0,0,0,0,0,0
13,0.0192167,0.0309081,0,0,0,0,0,0,0.00724892,0.0291584,0.0042836,0.00369601,0,0,0.0639589,0,0.0389286,0.0420664,0.0327903,0.00407246,0.0141471,0.00369535,0.00956781,0.065823,0.00178061,0.00276136,0.00259159,0.0169747,0.00392106,0.00297526,0.00357586,0.0267321,0.00625987,0.0440055,0.0383542,0.0319756,0.0141064,0.00738457,0.00754294,0.00755041,0.0125186,0,0,0.0271854,0,0.00875895,0.0220913,0.0555257,0.0143621,0.0248082,0.00769402,0.0104805,0.0167391,0.00600419,0.0288114,0.00887042,0.00699358,0.00288915,0.0254723,0.00548206,0.00855985,0.0203924,0.0232616,0.00885637,0.00512846,0.0313555,0.0238119,0,0,0,0,0,0,0,0
14,0.0188968,0.0307245,0,0,0,0,0,0,0.00689653,0.0289835,0.00418059,0.00369415,0,0,0.0634919,0,0.0382428,0.0417056,0.0327175,0.00389171,0.0141257,0.00374038,0.00943419,0.0653984,0.00186362,0.00282711,0.00266203,0.0171928,0.00396104,0.00295863,0.00358559,0.0268457,0.00572318,0.0437148,0.0379264,0.031526,0.0140262,0.00720568,0.00753713,0.00746162,0.0123725,0,0,0.0268509,0,0.00868885,0.0222746,0.0555597,0.014229,0.0247479,0.00770584,0.0103981,0.0170578,0.00601174,0.028902,0.00887091,0.00695762,0.00280911,0.0254498,0.00538508,0.00850361,0.0201748,0.023311,0.00892686,0.00490372,0.0311885,0.0235068,0,0,0,0,0,0,0,0
15,0.0187302,0.0306011,0,0,0,0,0,0,0.0060877,0.0288001,0.00399272,0.00382799,0,0,0.0630882,0,0.0372385,0.0413268,0.0327397,0.00416907,0.0140821,0.00391548,0.00928748,0.0651749,0.00231145,0.0030924,0.00288854,0.0175819,0.00400225,0.00292681,0.00354631,0.0269981,0.00478363,0.0436004,0.0372729,0.0311546,0.0139876,0.00699307,0.00744814,0.00735785,0.0121805,0,0,0.0265351,0,0.00861028,0.0222454,0.0556586,0.0142375,0.0246534,0.00771739,0.0102637,0.0173566,0.00590447,0.0289789,0.00878489,0.00682776,0.00276269,0.0254284,0.00530363,0.0084439,0.0200904,0.0234227,0.00884191,0.00464068,0.0310796,0.0233116,0,0,0,0,0,0,0,0
16,0.0186523,0.0304829,0,0,0,0,0,0,0.0051049,0.0287125,0.00389386,0.00393665,0,0,0.0625406,0,0.0366588,0.040892,0.0329036,0.00433675,0.0141098,0.00385203,0.00923033,0.0651212,0.00263249,0.00332739,0.00303927,0.0175424,0.00401563,0.00300613,0.00352859,0.0269995,0.00387929,0.0434326,0.0367906,0.0308199,0.0138737,0.00683495,0.00730478,0.00726486,0.0120892,0,0,0.0263111,0,0.0085972,0.0219526,0.0557714,0.013956,0.0246201,0.00769709,0.01016,0.0175852,0.00579497,0.0290888,0.008698,0.00668826,0.00275347,0.0254479,0.00521434,0.00835721,0.0199788,0.0235634,0.00870817,0.00457283,0.0309774,0.0232112,0,0,0,0,0,0,0,0
17,0.018515,0.0303559,0,0,0,0,0,0,0.00449665,0.0286208,0.00394588,0.00396809,0,0,0.0621247,0,0.0363308,0.0407912,0.0330512,0.00430171,0.0141649,0.00374657,0.00923418,0.0650665,0.00267698,0.00333945,0.00300746,0.0173397,0.00401176,0.00308481,0.00356735,0.0269181,0.00340169,0.0432887,0.0365145,0.0304308,0.013671,0.00678944,0.00715531,0.00728239,0.0120141,0,0,0.0261992,0,0.00873108,0.0216145,0.0558639,0.0136614,0.0246815,0.00753317,0.010137,0.0177672,0.00595325,0.0291845,0.00873348,0.00677599,0.0028048,0.0254267,0.00512651,0.0082962,0.0198479,0.0236606,0.00867538,0.00460958,0.0308916,0.0231672,0,0,0,0,0,0,0,0
18,0.0182431,0.0301746,0,0,0,0,0,0,0.00493166,0.0285428,0.00430462,0.00399384,0,0,0.0612926,0,0.0358317,0.0405338,0.0330405,0.00516677,0.0143775,0.00422486,0.00951386,0.064515,0.00260115,0.00337882,0.00312511,0.0173404,0.00423524,0.00317509,0.00366688,0.0271475,0.00288363,0.0428545,0.0361853,0.0300075,0.0135299,0.00680992,0.00708174,0.00752794,0.0116856,0,0,0.026163,0,0.00885488,0.0216697,0.0559916,0.0136994,0.0248617,0.00736157,0.0104647,0.0180396,0.00608584,0.0293042,0.00873639,0.00677819,0.00286628,0.0253838,0.00515281,0.00834034,0.0198718,0.0237142,0.00879661,0.00446701,0.0307787,0.0228095,0,0,0,0,0,0,0,0
19,0.0181675,0.0301974,0,0,0,0,0,0,0.00507707,0.028362,0.0044136,0.00390997,0,0,0.0608998,0,0.035444,0.0403923,0.032851,0.00544693,0.0144725,0.0043552,0.00965488,0.0643708,0.00246674,0.00329371,0.0031058,0.0174811,0.0043492,0.00323713,0.00372492,0.0272366,0.00282069,0.0428518,0.0357611,0.0298127,0.0134328,0.00687169,0.00697741,0.00765483,0.0116172,0,0,0.0262292,0,0.00904609,0.0222904,0.0560706,0.0136544,0.0249845,0.00733519,0.0106353,0.0182257,0.00608585,0.0293291,0.00869419,0.00671032,0.00281634,0.025328,0.00515002,0.00827263,0.0197309,0.0237795,0.00888457,0.00446682,0.0307949,0.0228087,0,0,0,0,0,0,0,0
20,0.0180628,0.0302396,0,0,0,0,0,0,0.00493071,0.0280563,0.0045976,0.00391585,0,0,0.0606122,0,0.0349487,0.0401664,0.032578,0.00571614,0.0146171,0.00431616,0.00980056,0.0642287,0.0023109,0.00319795,0.00305302,0.0175217,0.00439596,0.00322544,0.00370098,0.0272417,0.00292066,0.0429761,0.0351986,0.0295759,0.0133986,0.00688991,0.0068087,0.00771174,0.0116098,0,0,0.026414,0,0.00917887,0.0227363,0.0561632,0.0134533,0.0251411,0.00734364,0.0108103,0.018407,0.00595025,0.0292552,0.00866825,0.00651887,0.00272047,0.0253197,0.0050814,0.00811488,0.0196306,0.0239049,0.00874047,0.00445516,0.030927,0.0228489,0,0,0,0,0,0,0,0
21,0.0179336,0.0303332,0,0,0,0,0,0,0.00474364,0.0277749,0.00481724,0.00390289,0,0,0.0604079,0,0.034418,0.0400074,0.0323083,0.0058552,0.0148518,0.00425229,0.0099347,0.0640528,0.00220544,0.00313196,0.0030074,0.0175582,0.0044754,0.00327658,0.00364057,0.0272853,0.00302965,0.0431137,0.034685,0.0291856,0.013364,0.00687806,0.00666407,0.00774062,0.0116038,0,0,0.0266231,0,0.00923344,0.0224389,0.0562505,0.0132419,0.0253283,0.00738347,0.0109745,0.018634,0.00580146,0.0291742,0.00862059,0.00632779,0.00263171,0.0253069,0.00497349,0.00794745,0.0196138,0.0241624,0.00859593,0.00441183,0.0311037,0.0228808,0,0,0,0,0,0,0,0
22,0.0178509,0.030442,0,0,0,0,0,0,0.00463796,0.0275247,0.00503881,0.00386009,0,0,0.0602188,0,0.0339894,0.0395014,0.032143,0.00571075,0.0149575,0.00426769,0.0101393,0.0638422,0.00216798,0.00309742,0.00297916,0.017624,0.00458933,0.00334527,0.00362678,0.0273836,0.00305413,0.0432558,0.0341537,0.028689,0.013248,0.00686809,0.00652918,0.00781128,0.0116206,0,0,0.0267691,0,0.00928227,0.0218465,0.0563502,0.0130385,0.0254883,0.00736169,0.0110591,0.0188184,0.00587518,0.0292836,0.00858757,0.00636849,0.00254632,0.0252566,0.00486215,0.00776959,0.0195204,0.0244937,0.00854399,0.00446591,0.0312114,0.0229411,0,0,0,0,0,0,0,0
23,0.01785,0.0305061,0,0,0,0,0,0,0.00462087,0.0273078,0.00491665,0.00394158,0,0,0.0599769,0,0.0335814,0.038919,0.0320487,0.00562454,0.0150423,0.00435966,0.010269,0.0636719,0.00216179,0.00307933,0.00295686,0.017655,0.00466752,0.00334006,0.0036146,0.0273616,0.00326562,0.0432723,0.0335865,0.0281612,0.0131154,0.00687375,0.00647068,0.00781823,0.0116836,0,0,0.0268901,0,0.00936507,0.0215452,0.0564314,0.0128641,0.0256314,0.00728261,0.0110313,0.0189501,0.00594464,0.0294048,0.00853901,0.0064228,0.00250859,0.025224,0.0048621,0.00762036,0.0194112,0.0247877,0.00845414,0.00446699,0.0312385,0.0231057,0,0,0,0,0,0,0,0
24,0.0179521,0.0305499,0,0,0,0,0,0,0.00448681,0.027066,0.00454637,0.00399142,0,0,0.059545,0,0.0332142,0.0385513,0.0320308,0.00607931,0.015123,0.00442588,0.0103677,0.0636328,0.00216968,0.00309179,0.00294183,0.0176755,0.00471029,0.00334067,0.00359923,0.0273608,0.00344467,0.043179,0.033042,0.0276041,0.0129911,0.00691194,0.00646991,0.00774089,0.0118101,0,0,0.0269887,0,0.00948651,0.0215395,0.0564727,0.0126621,0.0257625,0.00721535,0.011059,0.0191069,0.00599247,0.0294796,0.0084998,0.00647059,0.00251605,0.0252108,0.00489992,0.00742479,0.0192329,0.0250105,0.008263,0.00434284,0.0312805,0.0233793,0,0,0,0,0,0,0,0
25,0.0182364,0.0304948,0,0,0,0,0,0,0.00434059,0.0267152,0.0043652,0.00400492,0,0,0.0588261,0,0.0327754,0.0382791,0.0320491,0.00643045,0.0151294,0.00440737,0.0105003,0.0638396,0.00216993,0.00318823,0.00295064,0.0177385,0.00476017,0.00335546,0.00361515,0.027402,0.00360461,0.0429233,0.0325102,0.0270524,0.0127357,0.00695491,0.00643409,0.007743,0.0121222,0,0,0.0270554,0,0.00960684,0.0217629,0.0564848,0.0124609,0.025841,0.00721456,0.01118,0.0193281,0.00601535,0.0294545,0.00845263,0.00652139,0.00249469,0.0251587,0.00459389,0.00720257,0.0188749,0.0252079,0.00802659,0.00414877,0.0313255,0.0238112,0,0,0,0,0,0,0,0
26,0.0184234,0.0303747,0,0,0,0,0,0,0.00423172,0.0262107,0.00439036,0.00405723,0,0,0.0579732,0,0.0321504,0.0380391,0.0320159,0.00675553,0.0150878,0.00440903,0.0105563,0.0639273,0.00214714,0.00320359,0.00290935,0.0177895,0.00479244,0.00334827,0.00363506,0.0274222,0.00370937,0.0426066,0.031936,0.0264621,0.0124247,0.0069486,0.00630689,0.00773503,0.0123862,0,0,0.0271083,0,0.00971523,0.0220916,0.0564914,0.0122444,0.025878,0.00719246,0.0112513,0.0194206,0.006011,0.029367,0.0083685,0.00656112,0.0024549,0.0250925,0.00433052,0.00699998,0.0184372,0.0252672,0.00803112,0.0041614,0.0311031,0.0241519,0,0,0,0,0,0,0,0
27,0.018571,0.0301722,0,0,0,0,0,0,0.00419434,0.0258248,0.00438867,0.00407711,0,0,0.0570488,0,0.0314934,0.0374874,0.0319674,0.00707672,0.0150172,0.00441377,0.0104989,0.0639139,0.00208361,0.00317368,0.00286046,0.0178469,0.00481233,0.00333946,0.00364857,0.0274149,0.00379685,0.0422939,0.0313945,0.0258414,0.0121119,0.00687961,0.00615212,0.00773951,0.0126452,0,0,0.0271682,0,0.0097921,0.0222003,0.0564946,0.0120606,0.0258738,0.00710463,0.0112141,0.0194532,0.00600002,0.0292829,0.00830122,0.00660408,0.00239052,0.0250405,0.00419337,0.00682559,0.0179937,0.025307,0.00817493,0.00427374,0.030865,0.0244134,0,0,0,0,0,0,0,0
28,0.0187813,0.0299399,0,0,0,0,0,0,0.00418504,0.0257385,0.00434576,0.00407544,0,0,0.0561423,0,0.030807,0.036725,0.0320439,0.00668278,0.0149303,0.0044142,0.0103143,0.0639468,0.00205865,0.00313235,0.00287121,0.0178034,0.00483791,0.00334536,0.00361197,0.0273963,0.00404965,0.0421453,0.0307956,0.0254544,0.0118387,0.00682788,0.00604971,0.00772359,0.0129086,0,0,0.0272023,0,0.00991951,0.0219101,0.0565151,0.0119123,0.0258069,0.00696893,0.0110718,0.0195085,0.00592833,0.0292022,0.00808842,0.00659874,0.00231447,0.0250234,0.00414497,0.00668569,0.0175954,0.02544,0.00825592,0.00432827,0.0307049,0.0246566,0,0,0,0,0,0,0,0
29,0.0190341,0.0297234,0,0,0,0,0,0,0.00421576,0.02575,0.00435148,0.00418993,0,0,0.0550697,0,0.0302235,0.0358546,0.0327471,0.0063136,0.0150266,0.00457594,0.0100641,0.0640185,0.00226259,0.00329893,0.00307509,0.0176024,0.00489879,0.00350501,0.00353755,0.0273436,0.00476444,0.0420136,0.0301825,0.0250742,0.0116497,0.00679576,0.00592127,0.00759169,0.0131472,0,0,0.027237,0,0.0100942,0.0215366,0.0565799,0.0117536,0.025656,0.00686284,0.0108252,0.0195693,0.00576688,0.0290751,0.00765431,0.00652811,0.00221938,0.0249962,0.00405202,0.00656788,0.0173605,0.0256607,0.00829458,0.00451553,0.0305342,0.0250135,0,0,0,0,0,0,0,0
30,0.0191897,0.029521,0,0,0,0,0,0,0.00429983,0.0257259,0.00435655,0.0042649,0,0,0.0538427,0,0.0297345,0.0351026,0.0329497,0.00628245,0.0149704,0.0044232,0.00992497,0.0640031,0.00228156,0.0033213,0.00313772,0.0175715,0.00490917,0.00355826,0.00351871,0.0273242,0.00490087,0.0417716,0.0296446,0.0245976,0.0113295,0.00676787,0.00577746,0.00741551,0.0132764,0,0,0.0270987,0,0.0102867,0.021426,0.0566006,0.0115956,0.0254717,0.00677457,0.0105681,0.0195167,0.00567571,0.0289203,0.00736504,0.00650705,0.00214579,0.024892,0.00388713,0.00638732,0.0170842,0.0258761,0.00830241,0.00467886,0.0302105,0.025285,0,0,0,0,0,0,0,0
31,0.0192986,0.029341,0,0,0,0,0,0,0.00408528,0.0256324,0.00437432,0.00442828,0,0,0.0525811,0,0.0290899,0.034786,0.0327959,0.00638,0.0147998,0.00399071,0.0097291,0.0640476,0.00213684,0.00323341,0.00314405,0.0176886,0.00485277,0.00346901,0.00355899,0.0273597,0.00461516,0.0415871,0.0290992,0.0242152,0.0109361,0.00667252,0.00566026,0.00723237,0.0134084,0,0,0.0268167,0,0.0103836,0.0214806,0.0565624,0.0113849,0.0252676,0.00669844,0.0102859,0.0194383,0.00563739,0.0287621,0.0074315,0.00652272,0.00207523,0.0247794,0.00373029,0.00616874,0.0166312,0.025948,0.00821979,0.00470419,0.0299652,0.0255113,0,0,0,0,0,0,0,0
32,0.0194299,0.0291335,0,0,0,0,0,0,0.00394618,0.0254685,0.00437084,0.0044915,0,0,0.0513718,0,0.0284432,0.0343482,0.0326144,0.00618923,0.014647,0.00386668,0.009336,0.064124,0.0020838,0.00318166,0.00317581,0.0177633,0.00483052,0.00343552,0.00360992,0.0274184,0.00446429,0.0413138,0.0285297,0.0237871,0.0105549,0.00667281,0.00566463,0.00711905,0.0136043,0,0,0.0267098,0,0.0106531,0.0216378,0.0565585,0.0112016,0.0250714,0.00649908,0.00997938,0.0193357,0.00554517,0.0286803,0.00766589,0.00646542,0.00206172,0.0247751,0.00383411,0.0060657,0.0160508,0.0260384,0.00821503,0.00483906,0.0297344,0.0257854,0,0,0,0,0,0,0,0
33,0.0196173,0.028914,0,0,0,0,0,0,0.00378188,0.0254569,0.004302,0.00412285,0,0,0.0502559,0,0.0277368,0.0335614,0.0324719,0.00616485,0.0145732,0.00392226,0.00889052,0.0642033,0.00208953,0.00311449,0.00298021,0.0177982,0.0048416,0.00344904,0.00364279,0.0274929,0.00436523,0.0410746,0.027963,0.0231857,0.0101403,0.0066497,0.00549654,0.00701796,0.0138772,0,0,0.0266738,0,0.0108813,0.021517,0.0566735,0.0108506,0.0249104,0.00630557,0.00963676,0.0192696,0.00542438,0.0287202,0.00776839,0.00640389,0.00199313,0.024702,0.00399895,0.00589946,0.0154665,0.0261193,0.00801065,0.00501748,0.029474,0.0261648,0,0,0,0,0,0,0,0
