Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x73,x74,LTHII,x71,x72,LTHIP
1162,0.0238168,0.0287118,0,0,0,0,0,0,0.0146472,0.021989,0.0124901,0.00235481,0,0,0.0407772,0,0.0457726,0.0316188,0.0348958,0.012624,0.0116103,0.00455917,0.00562049,0.0896608,0.00479155,0.00341166,0.00814276,0.00963558,0.0063467,0.0198134,0.0169874,0.022986,0.0339904,0.0318248,0.0183662,0.00872903,0.0112866,0.00772942,0.019544,0,0,0.0205116,0,0.00893792,0.0110356,0.0552415,0.0234401,0.0161062,0.0109303,0.0068887,0.0152945,0.00593101,0.0387255,0.0147167,0.00993761,0.00712732,0.0175194,0.0099501,0.0168668,0.0302912,0.020241,0.00781751,0.00655563,0.025297,0.0293558,0,0,0,0,0,0,0.00320206,0,0,0.0197166
1163,0.0241522,0.0291319,0,0,0,0,0,0,0.0148837,0.0219511,0.0127113,0.00228948,0,0,0.0405104,0,0.046003,0.0316173,0.0349471,0.012788,0.011528,0.00462731,0.00566157,0.0902722,0.0048872,0.00346274,0.00823448,0.00982841,0.00645525,0.0197947,0.0172778,0.0232451,0.0340096,0.0318451,0.018671,0.00872401,0.011716,0.00794559,0.0198939,0,0,0.0211258,0,0.00889704,0.0112198,0.0551654,0.0238034,0.0161188,0.0105118,0.00694126,0.0152365,0.00585319,0.0385737,0.0144684,0.00962502,0.00730029,0.0176151,0.0101353,0.0171839,0.0303404,0.0206706,0.00771894,0.00656876,0.0257266,0.0297013,0,0,0,0,0,0,0.00328673,0,0,0.0197609
1164,0.0244991,0.0295441,0,0,0,0,0,0,0.0150864,0.0219695,0.0129039,0.0022482,0,0,0.0402091,0,0.0462021,0.0315871,0.035025,0.0129265,0.0114997,0.00472898,0.00566219,0.0909289,0.00503983,0.00351291,0.00826278,0.00998723,0.00656432,0.0197457,0.0175481,0.0234622,0.0339824,0.0318775,0.0186883,0.0087184,0.0119359,0.00815826,0.0202525,0,0,0.0217012,0,0.00885979,0.0113973,0.0550967,0.0240553,0.0161336,0.0100148,0.00700597,0.0151734,0.00576979,0.0383699,0.0144069,0.00927185,0.00751141,0.0177141,0.0103311,0.0174514,0.0302052,0.0210183,0.00761762,0.00658471,0.0261088,0.0300775,0,0,0,0,0,0,0.00329338,0,0,0.0197852
1165,0.0248542,0.0299056,0,0,0,0,0,0,0.015289,0.0217911,0.0130514,0.0022554,0,0,0.0398338,0,0.0464633,0.0314311,0.0351048,0.0130734,0.0114739,0.00483311,0.00569608,0.0915282,0.00520569,0.00354851,0.00832456,0.0101433,0.00665666,0.0196894,0.0178038,0.0237333,0.0339835,0.0318911,0.0183388,0.00870639,0.0119808,0.00836764,0.0205998,0,0,0.0222533,0,0.00882113,0.0115381,0.0550547,0.0242794,0.0161748,0.00954059,0.0070837,0.0151163,0.00569792,0.0381652,0.0141835,0.00911051,0.00768227,0.0178961,0.0104142,0.0176127,0.029931,0.0213247,0.00747426,0.00659299,0.0264452,0.0304303,0,0,0,0,0,0,0.00332688,0,0,0.0198025
1166,0.0251373,0.0301979,0,0,0,0,0,0,0.0154842,0.0216811,0.0131636,0.00229137,0,0,0.0393795,0,0.0466429,0.0312831,0.0351749,0.0132157,0.0114293,0.00495474,0.00575434,0.0920753,0.00526451,0.00358508,0.00841776,0.0103146,0.00670163,0.0196293,0.0180288,0.0239689,0.0340212,0.0318832,0.0174878,0.00871121,0.0120508,0.00853837,0.0209168,0,0,0.0227858,0,0.00880417,0.0116671,0.0550429,0.0244504,0.0162664,0.00900697,0.00715327,0.0150313,0.0055907,0.0379324,0.0137482,0.00888404,0.0078822,0.0180862,0.0105463,0.0177202,0.0293192,0.0216866,0.0073034,0.00656739,0.0267452,0.0307263,0,0,0,0,0,0,0.00338466,0,0,0.0198072
1167,0.0253856,0.0304533,0,0,0,0,0,0,0.0156213,0.0216504,0.0133861,0.0023184,0,0,0.0389151,0,0.0468254,0.0311292,0.0352471,0.0133599,0.0114136,0.00508714,0.00587405,0.0925462,0.00531066,0.00362793,0.00853193,0.0105243,0.00680621,0.0195736,0.0182468,0.0242484,0.0339817,0.0320185,0.0166258,0.00871338,0.0120744,0.00871716,0.0212281,0,0,0.0232527,0,0.00880412,0.0117288,0.0550661,0.0245101,0.0164566,0.00833934,0.00723533,0.0149398,0.00542849,0.0376617,0.0131952,0.00848319,0.00811756,0.0182872,0.0107163,0.0177797,0.0284,0.021979,0.00715052,0.00652442,0.0270297,0.0309824,0,0,0,0,0,0,0.00344572,0,0,0.0198064
1168,0.0256461,0.0306536,0,0,0,0,0,0,0.0157356,0.0216811,0.0137059,0.00236616,0,0,0.0384684,0,0.0470101,0.0310003,0.0353346,0.0135063,0.0114776,0.00523518,0.00600792,0.0929355,0.00535443,0.00367812,0.00870139,0.0107298,0.00697542,0.0195163,0.0185639,0.0245578,0.033954,0.0322222,0.015857,0.00871337,0.0121106,0.00890401,0.0215608,0,0,0.0236946,0,0.00881017,0.0117714,0.0550843,0.0244222,0.0167184,0.00751862,0.00731815,0.0148156,0.00528274,0.0373657,0.0126248,0.0080176,0.00835009,0.0185779,0.0108841,0.0178338,0.0273411,0.0222411,0.00701303,0.00646694,0.0272746,0.0312283,0,0,0,0,0,0,0.00354556,0,0,0.0198296
1169,0.0254888,0.0304616,0,0,0,0,0,0,0.0160885,0.0216543,0.0141553,0.00244016,0,0,0.0373192,0,0.047586,0.0307053,0.0354536,0.0140045,0.0114726,0.00555918,0.00615762,0.0926555,0.0054384,0.00378476,0.00897258,0.011029,0.00713144,0.0195257,0.01887,0.024042,0.0338921,0.0324747,0.014451,0.00870878,0.0123318,0.00911004,0.0215461,0,0,0.0244214,0,0.00875934,0.0119991,0.0550412,0.0242598,0.0168297,0.00650377,0.00742674,0.014676,0.00521533,0.037055,0.0120508,0.00773484,0.00863499,0.0190595,0.0110888,0.01793,0.026181,0.0226933,0.00669792,0.00637042,0.0271234,0.0310715,0,0,0,0,0,0,0.00372763,0,0,0.0197636
1170,0.0258396,0.0307523,0,0,0,0,0,0,0.01634,0.0215552,0.014249,0.00246298,0,0,0.0370758,0,0.0476459,0.0305675,0.0355547,0.0141494,0.0114197,0.00560091,0.00615588,0.0931926,0.00554579,0.00381655,0.00911417,0.0111743,0.00725618,0.0194288,0.0192459,0.0244994,0.0339271,0.0323095,0.0132608,0.00870026,0.0125937,0.00920699,0.0218659,0,0,0.0247803,0,0.00876747,0.0120961,0.0550208,0.0242967,0.0170434,0.00520836,0.00739456,0.0146576,0.00507072,0.0366486,0.0112056,0.00726038,0.00904043,0.0196237,0.0113157,0.0180483,0.024478,0.0230147,0.00666979,0.00638269,0.0274274,0.0314026,0,0,0,0,0,0,0.00381327,0,0,0.0198374
1171,0.0261061,0.0309783,0,0,0,0,0,0,0.016638,0.0214288,0.0143327,0.00250473,0,0,0.0366943,0,0.0477941,0.0303941,0.0356523,0.0143906,0.0113482,0.00568673,0.00620619,0.0936206,0.00552032,0.00386799,0.0092463,0.01136,0.00734019,0.0193932,0.0196739,0.0249694,0.0339489,0.0322436,0.0119795,0.00870492,0.0127576,0.00940939,0.0221013,0,0,0.0252718,0,0.00874439,0.0122331,0.0549592,0.0237902,0.0172437,0.00369332,0.00741108,0.01462,0.00493438,0.036214,0.0101831,0.00670061,0.00956351,0.0202366,0.0114149,0.0180367,0.0224898,0.0233968,0.00672464,0.00647359,0.0276426,0.0316792,0,0,0,0,0,0,0.00378579,0,0,0.0198747
1172,0.026409,0.0312101,0,0,0,0,0,0,0.016961,0.0214476,0.014502,0.00257887,0,0,0.0361948,0,0.0478687,0.0302162,0.035782,0.0146432,0.0113322,0.00582836,0.00625587,0.0941193,0.00539856,0.00394295,0.00944201,0.0115828,0.00743747,0.0193617,0.0201966,0.0254707,0.0340264,0.0323381,0.010966,0.00871943,0.0126382,0.00967269,0.0223824,0,0,0.0257687,0,0.00873323,0.0123877,0.0548563,0.0229941,0.0174438,0.00211941,0.00740162,0.0146244,0.00481844,0.0357691,0.00910172,0.00606816,0.0102667,0.0208077,0.0114929,0.017979,0.0204901,0.0237444,0.0067912,0.0065841,0.0278303,0.0320233,0,0,0,0,0,0,0.00369609,0,0,0.0198437
1173,0.0267073,0.0314714,0,0,0,0,0,0,0.0172792,0.0214428,0.0147453,0.00262025,0,0,0.0356167,0,0.0479708,0.0299869,0.0358847,0.0149256,0.0112385,0.00591099,0.00630927,0.0946486,0.00535418,0.00403466,0.00968242,0.0118396,0.00756289,0.01933,0.0208049,0.0258961,0.0340699,0.0324377,0.00995887,0.00873896,0.0122964,0.00993594,0.0227093,0,0,0.0262352,0,0.00873734,0.0125654,0.0547919,0.022157,0.0175978,0.00106185,0.00744264,0.0145851,0.0047287,0.035409,0.00816316,0.00553244,0.0108788,0.0213208,0.011752,0.0178808,0.0186731,0.0240259,0.00683994,0.00671916,0.0280278,0.0323382,0,0,0,0,0,0,0.00371882,0,0,0.0198074
1174,0.0269741,0.0317149,0,0,0,0,0,0,0.0177079,0.0213967,0.0150641,0.00265272,0,0,0.0349664,0,0.048085,0.0296898,0.0359885,0.0152259,0.0111715,0.00600172,0.00637513,0.0951376,0.00547627,0.0041348,0.00995207,0.01213,0.00771189,0.0192943,0.0212854,0.0262852,0.0340708,0.0324861,0.00893945,0.00875342,0.012304,0.0102031,0.0230308,0,0,0.02664,0,0.00873921,0.0127099,0.0547748,0.0215678,0.0177069,0.0011857,0.0075502,0.0144901,0.00466027,0.0351066,0.00745619,0.00514272,0.0110296,0.0217545,0.0120808,0.0175851,0.0168911,0.0242588,0.0068712,0.00683893,0.0282469,0.0326081,0,0,0,0,0,0,0.00383633,0,0,0.0197971
1175,0.0271632,0.0318936,0,0,0,0,0,0,0.018078,0.021332,0.0154138,0.00266028,0,0,0.0342219,0,0.0481514,0.0294028,0.0360965,0.0154889,0.0111393,0.00608351,0.00647206,0.0955163,0.00562317,0.00423739,0.01025,0.0124101,0.00789663,0.019256,0.0216265,0.026612,0.0340891,0.03246,0.00808824,0.00874226,0.0122418,0.0103943,0.0233088,0,0,0.0269992,0,0.0087378,0.0127991,0.054809,0.0209657,0.017791,0.00183514,0.00763289,0.0143818,0.00462169,0.0348245,0.00688353,0.00480676,0.0108127,0.02211,0.011863,0.0171046,0.0152521,0.0243469,0.00687979,0.00692131,0.0284033,0.0328135,0,0,0,0,0,0,0.0038408,0,0,0.0197921
1176,0.0272755,0.0320138,0,0,0,0,0,0,0.0183487,0.0211416,0.0156451,0.00264817,0,0,0.0333716,0,0.0482351,0.0290617,0.0361923,0.0156693,0.0110788,0.00613076,0.0065501,0.0957719,0.00566132,0.00432672,0.0104735,0.012623,0.00809485,0.019216,0.0218694,0.0269581,0.0340596,0.0324309,0.00751533,0.00873968,0.0116217,0.0105636,0.0235108,0,0,0.0273124,0,0.00874115,0.0128278,0.0548958,0.0199292,0.0178796,0.0024849,0.0076832,0.0142834,0.00451145,0.0345135,0.00630661,0.00444179,0.0105945,0.0222892,0.0111085,0.0164841,0.0140549,0.0244518,0.00689183,0.00694455,0.0284792,0.0329523,0,0,0,0,0,0,0.00374782,0,0,0.0197774
1177,0.0273184,0.0320663,0,0,0,0,0,0,0.0185157,0.0207523,0.0157858,0.00264849,0,0,0.0324329,0,0.0484,0.0286717,0.0362431,0.0158061,0.0110089,0.00617985,0.00663042,0.0958867,0.00561947,0.00443034,0.0106092,0.0127881,0.0081756,0.0191931,0.022138,0.0271256,0.0339415,0.0324032,0.00701577,0.00873729,0.0111727,0.0107162,0.023584,0,0,0.0276183,0,0.00874556,0.0129092,0.0550062,0.0189933,0.0179433,0.00299873,0.00772879,0.0141676,0.00442032,0.0342504,0.00583301,0.00411301,0.0103437,0.0223596,0.0105019,0.015882,0.0128142,0.0246054,0.00689396,0.00696927,0.0285076,0.0330064,0,0,0,0,0,0,0.00373461,0,0,0.0197475
1178,0.0273473,0.032087,0,0,0,0,0,0,0.0186041,0.0203587,0.0159003,0.00267115,0,0,0.0314574,0,0.0485787,0.0283158,0.0362475,0.0159175,0.0109472,0.0062049,0.00673533,0.0959491,0.00562498,0.00447429,0.0106836,0.0129222,0.00815467,0.0191776,0.0223084,0.0272906,0.0338155,0.032425,0.00656605,0.00873924,0.0110235,0.0108149,0.0236114,0,0,0.0279576,0,0.00875459,0.0130142,0.0550982,0.0181797,0.0179851,0.00339195,0.00776377,0.0140727,0.00434754,0.0340541,0.00549005,0.00387748,0.0099847,0.022354,0.0101004,0.0152879,0.0116206,0.0248553,0.00689378,0.00703856,0.0284793,0.0329994,0,0,0,0,0,0,0.00382115,0,0,0.01974
1179,0.0273461,0.0321105,0,0,0,0,0,0,0.018599,0.0199858,0.0159319,0.00267426,0,0,0.0304691,0,0.0488278,0.0280076,0.0362414,0.0159627,0.0108774,0.00627933,0.00683512,0.0959955,0.00569949,0.00446677,0.0107861,0.013035,0.00811872,0.0191687,0.0224423,0.0276492,0.0337135,0.03245,0.00618801,0.00875039,0.0106476,0.0108421,0.0235957,0,0,0.0283364,0,0.00876933,0.0131571,0.0551918,0.0175756,0.0179958,0.00375297,0.00784356,0.0139951,0.00428309,0.0339272,0.00514709,0.00371095,0.00959231,0.0224362,0.00965273,0.0146956,0.010531,0.0251122,0.00688133,0.00713463,0.0284428,0.0329789,0,0,0,0,0,0,0.00382329,0,0,0.0197216
1180,0.027386,0.0321801,0,0,0,0,0,0,0.018711,0.0198084,0.0158953,0.00267035,0,0,0.0295224,0,0.049084,0.0276789,0.0362523,0.0159465,0.0108115,0.00637343,0.0069535,0.0961364,0.00588095,0.00445542,0.0108814,0.0130835,0.00815195,0.0191587,0.0224526,0.0281295,0.0337117,0.0324216,0.0057875,0.00876195,0.0100656,0.0108366,0.0236089,0,0,0.0287867,0,0.00881239,0.0133161,0.0552684,0.0168462,0.0179756,0.00410084,0.00791052,0.0138969,0.00426392,0.0338451,0.00485933,0.00365568,0.00921037,0.0226115,0.00911205,0.0140085,0.00961312,0.025374,0.0068635,0.00723672,0.0284208,0.0330742,0,0,0,0,0,0,0.0037529,0,0,0.0196762
1181,0.0274195,0.0322175,0,0,0,0,0,0,0.0188901,0.0196414,0.0158778,0.00266771,0,0,0.0286242,0,0.049387,0.0272483,0.0363114,0.0159337,0.0107776,0.00639564,0.00705296,0.0963033,0.00594915,0.00447907,0.0109473,0.0130953,0.00821316,0.0191484,0.0225585,0.0287516,0.0337222,0.0323397,0.00552848,0.00877495,0.00971562,0.0108253,0.0236463,0,0,0.0292156,0,0.00889005,0.0134219,0.0553426,0.0162981,0.0179453,0.00447036,0.00796693,0.0137847,0.00423086,0.033742,0.00460475,0.00368172,0.00896172,0.0227068,0.00868998,0.0134338,0.00868633,0.0256122,0.00687862,0.00738545,0.028389,0.0332207,0,0,0,0,0,0,0.00370047,0,0,0.0196221
1182,0.0274637,0.0322591,0,0,0,0,0,0,0.0190299,0.0195941,0.0159052,0.00263359,0,0,0.0277845,0,0.0496144,0.02685,0.0364016,0.0159516,0.0107922,0.00635995,0.00713139,0.0965389,0.00588343,0.00449648,0.0109155,0.013127,0.00826331,0.0191358,0.0227655,0.0294184,0.0338186,0.0323092,0.00545068,0.0087879,0.00949334,0.0108202,0.0237201,0,0,0.0296663,0,0.00897936,0.0135077,0.0554275,0.0159174,0.017903,0.00486781,0.00807281,0.0137313,0.00417386,0.0336337,0.00438343,0.00380003,0.00878726,0.0227214,0.0084329,0.0129872,0.00805428,0.0258072,0.00694324,0.0075703,0.0283655,0.0334246,0,0,0,0,0,0,0.00366268,0,0,0.0195641
1183,0.0275893,0.0323433,0,0,0,0,0,0,0.0191597,0.0195101,0.0159893,0.00258576,0,0,0.0269406,0,0.0499131,0.0264432,0.0364584,0.0160304,0.0107418,0.00637995,0.00717889,0.096844,0.00577678,0.0045108,0.0109216,0.0131929,0.00827125,0.0191568,0.0230182,0.0299843,0.0338536,0.032338,0.00546713,0.00880986,0.0093867,0.0107761,0.0238321,0,0,0.0300872,0,0.00908048,0.0135574,0.0555734,0.0155697,0.0178093,0.00521476,0.00818239,0.0137355,0.00410117,0.0335222,0.00418566,0.00389768,0.00859308,0.0227243,0.00816105,0.0126193,0.00775813,0.0260969,0.00700994,0.00774538,0.0283884,0.0336497,0,0,0,0,0,0,0.00360985,0,0,0.019509
1184,0.0276944,0.0324051,0,0,0,0,0,0,0.0193122,0.0194424,0.0160746,0.00254468,0,0,0.0260574,0,0.0501808,0.0261017,0.036517,0.0161016,0.0106998,0.00640952,0.00720183,0.0971751,0.00571006,0.00452554,0.0109448,0.0132765,0.00824681,0.0191984,0.0232661,0.030514,0.0338895,0.032365,0.005477,0.00883124,0.0094081,0.0107262,0.0239206,0,0,0.0304379,0,0.00919066,0.0136111,0.0557397,0.0152218,0.0177468,0.00556586,0.00831428,0.0137472,0.00399489,0.0333933,0.00394478,0.00392538,0.00846663,0.0227733,0.00790154,0.0123393,0.00750318,0.0264817,0.00710315,0.00792503,0.028368,0.0338407,0,0,0,0,0,0,0.00354949,0,0,0.0194282
1185,0.0277926,0.0324128,0,0,0,0,0,0,0.019452,0.0193905,0.0161775,0.00249707,0,0,0.0251723,0,0.0503823,0.0258351,0.036576,0.0162024,0.0106837,0.00644954,0.0073161,0.0975135,0.00567126,0.00452943,0.0110158,0.0133736,0.00818439,0.0192407,0.0235454,0.0309583,0.0339565,0.032413,0.00539665,0.00884318,0.00943328,0.01069,0.024034,0,0,0.030769,0,0.00928855,0.0136604,0.0559174,0.0150784,0.0177076,0.00581313,0.00845151,0.0137035,0.00382379,0.033234,0.00369839,0.00389045,0.00835589,0.0227847,0.00769671,0.0120797,0.0072012,0.0266836,0.00726111,0.00809362,0.0283477,0.0340245,0,0,0,0,0,0,0.00347682,0,0,0.0193416
1186,0.027886,0.032424,0,0,0,0,0,0,0.0195734,0.0193375,0.0162514,0.00247554,0,0,0.0243296,0,0.0505895,0.0256012,0.0366365,0.0163101,0.0106474,0.00644124,0.00745506,0.0978684,0.00562297,0.00453428,0.0109882,0.0134364,0.00817145,0.0192688,0.0238131,0.0312772,0.034015,0.0324388,0.0052356,0.00885738,0.00927831,0.0106582,0.0241638,0,0,0.0311272,0,0.00936583,0.0137442,0.0561215,0.014974,0.0176721,0.00596817,0.00856752,0.0137046,0.0036565,0.0330533,0.0034071,0.00386377,0.00820398,0.0227534,0.00753766,0.0117964,0.00684014,0.0267412,0.00745639,0.00825865,0.0283463,0.0341823,0,0,0,0,0,0,0.0034074,0,0,0.0192541
1187,0.0279909,0.032489,0,0,0,0,0,0,0.0197639,0.0192934,0.0163016,0.00245023,0,0,0.0236171,0,0.0508511,0.0254018,0.0367503,0.0163453,0.0106176,0.00638821,0.00754917,0.0982029,0.00552677,0.00451234,0.0110296,0.0134934,0.00821177,0.0192798,0.0240095,0.0315654,0.0340648,0.0324613,0.00528294,0.00886668,0.00911056,0.0106208,0.024287,0,0,0.0314636,0,0.0094371,0.0138587,0.0563295,0.0147956,0.0176389,0.00607628,0.00864484,0.0136024,0.0035084,0.0328946,0.00311816,0.0038465,0.00805837,0.0227117,0.0073966,0.0115404,0.00645978,0.0269994,0.0076579,0.00844919,0.0283542,0.0343199,0,0,0,0,0,0,0.00334885,0,0,0.0191948
1188,0.0281348,0.0326121,0,0,0,0,0,0,0.0199452,0.0192299,0.0163713,0.00244001,0,0,0.0230237,0,0.0512521,0.0252063,0.0369209,0.0163574,0.0106062,0.00632334,0.00758001,0.0984975,0.00534446,0.00443392,0.0112661,0.0135678,0.00825488,0.0192912,0.0242296,0.0318278,0.0340514,0.0324329,0.00547232,0.00888866,0.00904614,0.0105864,0.0244396,0,0,0.0318337,0,0.00953133,0.0139648,0.0564955,0.0145522,0.0175978,0.00614593,0.00873018,0.0135294,0.00334291,0.0327498,0.00287911,0.00387939,0.00792171,0.0227001,0.0072687,0.0113293,0.00603615,0.0271366,0.00784481,0.00865021,0.0284309,0.0344482,0,0,0,0,0,0,0.00327323,0,0,0.0191636
1189,0.0283232,0.0327117,0,0,0,0,0,0,0.0200996,0.019114,0.0164188,0.00243605,0,0,0.0225476,0,0.0517725,0.0250264,0.0371633,0.0163494,0.0106276,0.00624151,0.0076966,0.0986707,0.00523058,0.00436464,0.0116051,0.0136084,0.00824701,0.0193037,0.0244799,0.0321095,0.0339717,0.0323738,0.00556369,0.00890904,0.00889602,0.0105266,0.0245762,0,0,0.0322088,0,0.00964067,0.0140308,0.0565663,0.0142849,0.0175592,0.00627041,0.00882481,0.0134844,0.00323497,0.0325307,0.00273212,0.00394518,0.0078147,0.0227577,0.00712286,0.0111438,0.00576188,0.0271768,0.00802835,0.0088694,0.028528,0.0345508,0,0,0,0,0,0,0.0031969,0,0,0.0190911
1190,0.0285282,0.0327942,0,0,0,0,0,0,0.0202126,0.0190459,0.016436,0.00245016,0,0,0.0221999,0,0.0523274,0.0248681,0.0374587,0.0162904,0.0106873,0.00616098,0.00782837,0.0987511,0.00522945,0.00434924,0.0118568,0.0136455,0.00819339,0.0192872,0.0247737,0.0323878,0.0338757,0.0323265,0.00559492,0.00893467,0.00868385,0.0104722,0.0247373,0,0,0.0325285,0,0.00976864,0.0141462,0.0565304,0.0139471,0.0175276,0.0064946,0.00889,0.0134533,0.00321091,0.0322145,0.00264143,0.00398073,0.00778392,0.0228426,0.00694579,0.0109387,0.00545668,0.0274351,0.00819833,0.00907758,0.0286059,0.0346538,0,0,0,0,0,0,0.00308578,0,0,0.0189965
1191,0.0286961,0.0328812,0,0,0,0,0,0,0.0202921,0.0189989,0.0163921,0.00245362,0,0,0.0219119,0,0.0529449,0.0247087,0.037743,0.0162249,0.0106996,0.0061333,0.00785068,0.0987757,0.00526864,0.0043571,0.0120715,0.0136767,0.008199,0.019246,0.0251369,0.0326225,0.033751,0.0322577,0.0054869,0.00895407,0.00852389,0.0104378,0.0248996,0,0,0.0328256,0,0.00988313,0.0142177,0.0564527,0.0136771,0.0174931,0.00673337,0.00889387,0.0134193,0.00318951,0.0319418,0.00253785,0.00391574,0.00776007,0.022879,0.00679482,0.0107228,0.00512333,0.027639,0.00837225,0.00929758,0.0286927,0.0347332,0,0,0,0,0,0,0.00300479,0,0,0.0188865
1192,0.0287838,0.0329879,0,0,0,0,0,0,0.0204794,0.0189779,0.0163435,0.00249448,0,0,0.02164,0,0.0535574,0.0245643,0.0379812,0.0162596,0.0106596,0.0060779,0.00779634,0.0987891,0.00525737,0.00432751,0.0121855,0.013741,0.00820882,0.0192552,0.0255362,0.0328375,0.0336318,0.0321607,0.00538256,0.00897494,0.00840619,0.0104167,0.0250421,0,0,0.0331328,0,0.00999581,0.0142537,0.0563747,0.0134331,0.0174605,0.00685866,0.00883554,0.0133397,0.00313781,0.0316852,0.00242577,0.00379997,0.00763147,0.0229245,0.00664097,0.0104573,0.00480878,0.0276897,0.0085326,0.00951371,0.028699,0.0348053,0,0,0,0,0,0,0.00291475,0,0,0.0187747
1193,0.0278139,0.0319278,0,0,0,0,0,0,0.0205475,0.0191806,0.0162731,0.00254873,0,0,0.0195853,0,0.0538535,0.0237834,0.0380871,0.0162023,0.0105776,0.00597098,0.00777437,0.0964567,0.0052859,0.00432512,0.0121995,0.0137547,0.00820105,0.0192566,0.0256896,0.0327254,0.0336785,0.0327495,0.00493525,0.00914182,0.00816012,0.010397,0.0242665,0,0,0.0335796,0,0.0100777,0.0143156,0.056376,0.013055,0.0172669,0.00672111,0.00890861,0.0131738,0.00303699,0.0314953,0.00229087,0.0036409,0.00731473,0.0229456,0.00646384,0.0100657,0.00470245,0.027715,0.00907442,0.00985404,0.0274969,0.0336525,0,0,0,0,0,0,0.00277801,0,0,0.018708
1194,0.0279401,0.032026,0,0,0,0,0,0,0.0206065,0.0192202,0.0162484,0.00259985,0,0,0.0192448,0,0.0539552,0.0236801,0.0381145,0.0161943,0.0104829,0.00597519,0.00778425,0.0964705,0.00538766,0.00438935,0.012232,0.013779,0.00818611,0.0192723,0.025927,0.0330705,0.0337758,0.0327744,0.0048682,0.00918708,0.00802243,0.0104242,0.0244775,0,0,0.0337576,0,0.0102484,0.0143516,0.056338,0.0128018,0.0172645,0.00669781,0.00884536,0.0131609,0.0028104,0.0312925,0.00209932,0.0033655,0.00718509,0.0229869,0.00634843,0.0098134,0.00466662,0.0278444,0.00926246,0.0101093,0.0277056,0.0337812,0,0,0,0,0,0,0.00266395,0,0,0.0186335
1195,0.0281002,0.0321909,0,0,0,0,0,0,0.0207839,0.0192816,0.0161744,0.00267624,0,0,0.0189261,0,0.0540277,0.0235862,0.0381095,0.0162207,0.010433,0.00596677,0.00779037,0.0966154,0.005536,0.00447021,0.0122527,0.0138258,0.00817494,0.0192758,0.0262029,0.0333847,0.0338599,0.0328148,0.00483518,0.00920972,0.00785209,0.0104153,0.0247028,0,0,0.0338721,0,0.0104026,0.0144299,0.0563002,0.0124513,0.0172871,0.00659131,0.00873132,0.0131457,0.002521,0.0310212,0.00189681,0.00302642,0.00710567,0.0230435,0.00624,0.00951053,0.00449336,0.0281543,0.00952451,0.0104245,0.0278639,0.0339585,0,0,0,0,0,0,0.00258588,0,0,0.0185632
1196,0.028371,0.0323589,0,0,0,0,0,0,0.0208704,0.0193286,0.0161076,0.0027509,0,0,0.0186365,0,0.0540904,0.0235023,0.0380637,0.0162211,0.0103846,0.00594385,0.00778778,0.0968383,0.00558106,0.00444386,0.0123296,0.0138777,0.00817897,0.0192634,0.0264566,0.0337322,0.0339361,0.0327846,0.00492966,0.00922566,0.00765542,0.0104003,0.0249331,0,0,0.0339813,0,0.0105559,0.0145337,0.0563005,0.0120308,0.0173318,0.00640124,0.00863069,0.0132284,0.00221358,0.0306487,0.00168757,0.00261808,0.00697537,0.0230869,0.00613193,0.00913422,0.00411731,0.0283196,0.00981843,0.0107349,0.0278377,0.034126,0,0,0,0,0,0,0.00248294,0,0,0.0184943
1197,0.0286113,0.0324949,0,0,0,0,0,0,0.0208963,0.0193676,0.0159953,0.00281245,0,0,0.0183342,0,0.0541591,0.0234051,0.0380639,0.0161726,0.0103256,0.00588826,0.00782107,0.0970239,0.00547401,0.00425605,0.0123959,0.0139281,0.00818669,0.0192292,0.0267277,0.0340843,0.0340155,0.0327736,0.00510933,0.00925446,0.00734464,0.010407,0.0251456,0,0,0.0340809,0,0.0107355,0.014663,0.0563416,0.0113649,0.0173422,0.00617087,0.0085847,0.0133442,0.00191842,0.0301688,0.00146867,0.00214901,0.00674836,0.0231622,0.00601116,0.00880579,0.00369882,0.0282658,0.0101432,0.0110489,0.0279689,0.0342599,0,0,0,0,0,0,0.00234179,0,0,0.0184319
